"BCDA.Open","BCDA.High","BCDA.Low","BCDA.Close","BCDA.Volume","BCDA.Adjusted","Date"
46.3499984741211,48.2999992370605,46.3499984741211,46.5,87,46.5,2020-04-16
45.75,47.5499992370605,42.75,47.5499992370605,173,47.5499992370605,2020-04-17
44.7000007629395,51.75,44.7000007629395,51.4500007629395,100,51.4500007629395,2020-04-20
51.4500007629395,51.4500007629395,51.4500007629395,51.4500007629395,0,51.4500007629395,2020-04-21
51.4500007629395,52.5,46.5,52.5,120,52.5,2020-04-22
52.5,54,52.5,54,47,54,2020-04-23
52.2000007629395,60,48.2999992370605,51.4500007629395,473,51.4500007629395,2020-04-24
50.5499992370605,51,50.5499992370605,50.7000007629395,153,50.7000007629395,2020-04-27
50.8499984741211,95.25,50.8499984741211,77.6999969482422,15900,77.6999969482422,2020-04-28
78,78,69.1500015258789,74.8499984741211,4380,74.8499984741211,2020-04-29
75,75,69.1500015258789,71.25,1273,71.25,2020-04-30
71.25,72.5999984741211,69.3000030517578,70.8000030517578,467,70.8000030517578,2020-05-01
69.9000015258789,75,60.9000015258789,69.75,387,69.75,2020-05-04
77.25,87,69.75,69.75,5560,69.75,2020-05-05
73.8000030517578,73.8000030517578,56.5499992370605,62.0999984741211,1140,62.0999984741211,2020-05-06
69.4499969482422,73.1999969482422,59.4000015258789,71.0999984741211,1113,71.0999984741211,2020-05-07
62.25,66.5999984741211,62.25,63.9000015258789,380,63.9000015258789,2020-05-08
61.0499992370605,64.0500030517578,61.0499992370605,61.0499992370605,560,61.0499992370605,2020-05-11
55.6500015258789,60.5999984741211,55.6500015258789,57.1500015258789,927,57.1500015258789,2020-05-12
63.75,68.4000015258789,60.75,61.5,80,61.5,2020-05-13
61.5,61.5,59.25,61.3499984741211,247,61.3499984741211,2020-05-14
60.75,66.5999984741211,57,66.4499969482422,327,66.4499969482422,2020-05-15
71.0999984741211,71.25,61.5,61.5,1880,61.5,2020-05-18
63.75,70.3499984741211,62.5499992370605,63.75,273,63.75,2020-05-19
66.75,66.75,66.5999984741211,66.5999984741211,53,66.5999984741211,2020-05-20
63,63,63,63,60,63,2020-05-21
67.6500015258789,67.6500015258789,61.5,63,207,63,2020-05-22
64.0500030517578,65.5500030517578,63.75,63.75,100,63.75,2020-05-26
64.8000030517578,64.8000030517578,64.8000030517578,64.8000030517578,33,64.8000030517578,2020-05-27
61.5,61.9500007629395,61.5,61.7999992370605,287,61.7999992370605,2020-05-28
61.6500015258789,61.6500015258789,60.75,61.0499992370605,207,61.0499992370605,2020-05-29
64.3499984741211,64.3499984741211,64.3499984741211,64.3499984741211,33,64.3499984741211,2020-06-01
61.6500015258789,63.5999984741211,61.6500015258789,61.9500007629395,60,61.9500007629395,2020-06-02
62.8499984741211,63,61.5,61.9500007629395,100,61.9500007629395,2020-06-03
60.75,63,59.7000007629395,62.0999984741211,207,62.0999984741211,2020-06-04
62.0999984741211,62.0999984741211,62.0999984741211,62.0999984741211,47,62.0999984741211,2020-06-05
62.0999984741211,62.0999984741211,55.2000007629395,57,1873,57,2020-06-08
56.8499984741211,57,55.5,56.25,773,56.25,2020-06-09
56.25,56.25,53.5499992370605,54.75,927,54.75,2020-06-10
59.25,59.25,53.5499992370605,53.5499992370605,593,53.5499992370605,2020-06-11
53.5499992370605,58.0499992370605,50.0999984741211,51.75,1040,51.75,2020-06-12
57,57,48,51.75,2260,51.75,2020-06-15
51,51,43.3499984741211,43.5,13573,43.5,2020-06-16
30.6000003814697,33.75,30.1499996185303,31.7999992370605,142573,31.7999992370605,2020-06-17
32.5499992370605,34.9500007629395,32.25,34.0499992370605,42313,34.0499992370605,2020-06-18
34.0499992370605,35.0999984741211,32.25,34.3499984741211,28127,34.3499984741211,2020-06-19
37.0499992370605,37.0499992370605,33.2999992370605,34.2000007629395,24607,34.2000007629395,2020-06-22
34.5,35.8499984741211,30.1499996185303,32.5499992370605,43387,32.5499992370605,2020-06-23
41.8499984741211,45.75,35.4000015258789,37.7999992370605,186713,37.7999992370605,2020-06-24
39.75,39.75,36,37.3499984741211,18607,37.3499984741211,2020-06-25
37.9500007629395,39.75,36.1500015258789,37.2000007629395,24620,37.2000007629395,2020-06-26
38.4000015258789,38.4000015258789,34.2000007629395,35.5499992370605,18640,35.5499992370605,2020-06-29
35.8499984741211,36.2999992370605,34.5,36,7520,36,2020-06-30
36.4500007629395,42.75,34.7999992370605,36.75,39967,36.75,2020-07-01
36,36.4500007629395,34.0499992370605,35.25,13000,35.25,2020-07-02
35.4000015258789,35.8499984741211,34.5,35.0999984741211,6680,35.0999984741211,2020-07-06
34.3499984741211,35.7000007629395,33.75,34.9500007629395,7300,34.9500007629395,2020-07-07
35.25,36,34.3499984741211,35.7000007629395,8447,35.7000007629395,2020-07-08
35.7000007629395,37.7999992370605,34.6500015258789,37.5,19313,37.5,2020-07-09
36.4500007629395,37.7999992370605,36,36.75,11167,36.75,2020-07-10
37.2000007629395,37.5,35.25,36.9000015258789,10213,36.9000015258789,2020-07-13
36.75,36.75,35.5499992370605,35.5499992370605,3360,35.5499992370605,2020-07-14
35.4000015258789,36.1500015258789,34.5,35.8499984741211,5947,35.8499984741211,2020-07-15
36,36.5999984741211,34.6500015258789,35.0999984741211,4493,35.0999984741211,2020-07-16
35.25,37.0499992370605,35.0999984741211,35.7000007629395,10553,35.7000007629395,2020-07-17
36.9000015258789,37.5,35.7000007629395,36.9000015258789,7687,36.9000015258789,2020-07-20
37.3499984741211,39.5999984741211,36.1500015258789,38.7000007629395,15380,38.7000007629395,2020-07-21
38.7000007629395,42.5999984741211,38.7000007629395,42,22080,42,2020-07-22
40.9500007629395,42,39.4500007629395,40.3499984741211,7247,40.3499984741211,2020-07-23
38.8499984741211,40.5,37.0499992370605,39.75,4933,39.75,2020-07-24
39.4500007629395,39.75,36.9000015258789,37.6500015258789,6020,37.6500015258789,2020-07-27
37.5,37.6500015258789,36.75,37.3499984741211,1660,37.3499984741211,2020-07-28
37.2000007629395,37.2000007629395,35.8499984741211,36.5999984741211,5733,36.5999984741211,2020-07-29
36.5999984741211,40.3499984741211,36,39,9647,39,2020-07-30
38.8499984741211,39.5999984741211,37.5,37.5,4087,37.5,2020-07-31
38.0999984741211,38.4000015258789,36.9000015258789,37.2000007629395,2640,37.2000007629395,2020-08-03
37.5,38.7000007629395,36.9000015258789,38.5499992370605,3173,38.5499992370605,2020-08-04
38.25,41.8499984741211,37.7999992370605,41.0999984741211,20527,41.0999984741211,2020-08-05
40.7999992370605,43.7999992370605,39.9000015258789,40.7999992370605,22740,40.7999992370605,2020-08-06
41.0999984741211,41.25,37.9500007629395,40.0499992370605,10753,40.0499992370605,2020-08-07
38.8499984741211,41.8499984741211,38.7000007629395,41.8499984741211,31400,41.8499984741211,2020-08-10
42.1500015258789,42.1500015258789,39.1500015258789,39.2999992370605,10307,39.2999992370605,2020-08-11
39.9000015258789,40.3499984741211,36,36.75,12967,36.75,2020-08-12
36.4500007629395,38.8499984741211,33.75,36.1500015258789,18173,36.1500015258789,2020-08-13
36,36.2999992370605,33.9000015258789,35.0999984741211,6520,35.0999984741211,2020-08-14
35.25,37.3499984741211,33.75,37.0499992370605,6667,37.0499992370605,2020-08-17
36.75,37.6500015258789,34.7999992370605,36,6033,36,2020-08-18
36,37.3499984741211,36,37.3499984741211,5233,37.3499984741211,2020-08-19
37.5,40.2000007629395,36.5999984741211,37.7999992370605,11827,37.7999992370605,2020-08-20
38.4000015258789,39.4500007629395,37.5,38.4000015258789,8053,38.4000015258789,2020-08-21
39.1500015258789,39.1500015258789,34.6500015258789,35.0999984741211,10287,35.0999984741211,2020-08-24
35.7000007629395,36.2999992370605,33.9000015258789,34.7999992370605,6827,34.7999992370605,2020-08-25
34.5,36.1500015258789,34.5,34.9500007629395,6593,34.9500007629395,2020-08-26
35.5499992370605,35.7000007629395,33.75,34.6500015258789,6053,34.6500015258789,2020-08-27
34.2000007629395,35.8499984741211,33.9000015258789,35.0999984741211,6233,35.0999984741211,2020-08-28
36,36,34.5,35.25,4413,35.25,2020-08-31
35.25,35.8499984741211,33.1500015258789,35.5499992370605,13913,35.5499992370605,2020-09-01
35.0999984741211,35.0999984741211,32.8499984741211,34.9500007629395,8573,34.9500007629395,2020-09-02
34.3499984741211,34.6500015258789,32.25,33.4500007629395,3700,33.4500007629395,2020-09-03
33.4500007629395,33.4500007629395,30.75,30.75,10267,30.75,2020-09-04
30.8999996185303,33.2999992370605,30.4500007629395,32.4000015258789,4847,32.4000015258789,2020-09-08
32.7000007629395,34.0499992370605,32.7000007629395,33.9000015258789,4693,33.9000015258789,2020-09-09
34.0499992370605,35.25,32.8499984741211,33,4593,33,2020-09-10
32.5499992370605,34.3499984741211,32.25,32.5499992370605,5373,32.5499992370605,2020-09-11
32.4000015258789,35.7000007629395,32.4000015258789,35.4000015258789,15740,35.4000015258789,2020-09-14
35.7000007629395,36.2999992370605,34.0499992370605,35.7000007629395,8053,35.7000007629395,2020-09-15
36.4500007629395,36.75,34.5,34.6500015258789,6833,34.6500015258789,2020-09-16
34.6500015258789,36,33.75,35.0999984741211,6293,35.0999984741211,2020-09-17
35.8499984741211,37.5,35.8499984741211,36.75,7087,36.75,2020-09-18
38.0999984741211,39.75,35.8499984741211,39.1500015258789,14247,39.1500015258789,2020-09-21
39.1500015258789,39.5999984741211,36.5999984741211,37.0499992370605,8593,37.0499992370605,2020-09-22
37.2000007629395,38.4000015258789,35.25,36.1500015258789,6453,36.1500015258789,2020-09-23
35.7000007629395,36.5999984741211,33,36,7760,36,2020-09-24
34.5,35.7000007629395,34.5,35.5499992370605,1907,35.5499992370605,2020-09-25
35.4000015258789,35.4000015258789,33.4500007629395,34.2000007629395,2260,34.2000007629395,2020-09-28
35.0999984741211,36.2999992370605,33.1500015258789,34.7999992370605,6500,34.7999992370605,2020-09-29
33.2999992370605,36,33.2999992370605,34.0499992370605,5000,34.0499992370605,2020-09-30
34.0499992370605,35.8499984741211,33.2999992370605,35.8499984741211,6647,35.8499984741211,2020-10-01
33.75,34.7999992370605,33.2999992370605,34.6500015258789,3360,34.6500015258789,2020-10-02
35.8499984741211,36.1500015258789,34.6500015258789,35.25,2807,35.25,2020-10-05
36.5999984741211,36.5999984741211,34.2000007629395,34.7999992370605,3027,34.7999992370605,2020-10-06
35.5499992370605,35.7000007629395,34.7999992370605,34.9500007629395,2173,34.9500007629395,2020-10-07
35.25,35.7000007629395,34.5,34.9500007629395,2427,34.9500007629395,2020-10-08
35.4000015258789,36,33.75,35.25,5067,35.25,2020-10-09
35.5499992370605,36.2999992370605,34.6500015258789,35.7000007629395,5113,35.7000007629395,2020-10-12
35.5499992370605,36.75,35.5499992370605,36,2587,36,2020-10-13
36.4500007629395,36.75,34.9500007629395,35.4000015258789,1987,35.4000015258789,2020-10-14
35.4000015258789,36,34.9500007629395,35.5499992370605,3220,35.5499992370605,2020-10-15
35.5499992370605,35.5499992370605,34.3499984741211,34.5,1273,34.5,2020-10-16
34.9500007629395,34.9500007629395,34.2000007629395,34.5,1800,34.5,2020-10-19
34.2000007629395,34.6500015258789,33.75,34.2000007629395,2820,34.2000007629395,2020-10-20
34.7999992370605,34.7999992370605,32.5499992370605,33.5999984741211,2147,33.5999984741211,2020-10-21
33,34.0499992370605,31.9500007629395,32.4000015258789,4873,32.4000015258789,2020-10-22
34.6500015258789,34.6500015258789,32.4000015258789,32.8499984741211,3100,32.8499984741211,2020-10-23
33.75,34.3499984741211,31.3500003814697,31.9500007629395,7487,31.9500007629395,2020-10-26
32.25,32.25,30.2999992370605,30.75,3680,30.75,2020-10-27
30.75,31.7999992370605,30,30.6000003814697,6193,30.6000003814697,2020-10-28
30.1499996185303,31.6499996185303,29.8500003814697,30.75,4833,30.75,2020-10-29
30.4500007629395,31.0499992370605,28.9500007629395,29.8500003814697,4300,29.8500003814697,2020-10-30
29.8500003814697,30.2999992370605,28.7999992370605,29.25,3293,29.25,2020-11-02
30.1499996185303,31.3500003814697,28.7999992370605,31.3500003814697,2453,31.3500003814697,2020-11-03
31.5,31.5,29.1000003814697,30,4587,30,2020-11-04
29.8500003814697,30.1499996185303,29.1000003814697,29.25,2560,29.25,2020-11-05
29.7000007629395,29.7000007629395,28.6499996185303,28.7999992370605,3313,28.7999992370605,2020-11-06
29.1000003814697,29.5499992370605,28.7999992370605,28.7999992370605,2773,28.7999992370605,2020-11-09
28.9500007629395,31.0499992370605,28.9500007629395,30.6000003814697,3300,30.6000003814697,2020-11-10
31.0499992370605,31.2000007629395,30,31.2000007629395,1313,31.2000007629395,2020-11-11
32.25,32.25,30.8999996185303,30.8999996185303,4213,30.8999996185303,2020-11-12
31.6499996185303,32.7000007629395,30.4500007629395,32.5499992370605,5893,32.5499992370605,2020-11-13
33.4500007629395,33.75,32.4000015258789,33.4500007629395,3900,33.4500007629395,2020-11-16
32.7000007629395,33.9000015258789,32.4000015258789,33.5999984741211,2173,33.5999984741211,2020-11-17
33.1500015258789,33.5999984741211,32.0999984741211,32.7000007629395,4480,32.7000007629395,2020-11-18
33.1500015258789,33.75,32.5499992370605,33.2999992370605,2813,33.2999992370605,2020-11-19
33.75,36.4500007629395,33.4500007629395,36,5280,36,2020-11-20
35.8499984741211,35.8499984741211,33.9000015258789,35.25,4600,35.25,2020-11-23
35.25,35.8499984741211,33.75,33.9000015258789,4107,33.9000015258789,2020-11-24
34.5,35.7000007629395,33.75,35.5499992370605,2707,35.5499992370605,2020-11-25
35.7000007629395,35.7000007629395,34.0499992370605,35.25,1913,35.25,2020-11-27
36,36.75,34.6500015258789,35.25,2913,35.25,2020-11-30
35.5499992370605,37.3499984741211,35.5499992370605,37.0499992370605,9253,37.0499992370605,2020-12-01
37.3499984741211,37.5,36,36.5999984741211,4627,36.5999984741211,2020-12-02
37.3499984741211,39,36.75,38.25,12247,38.25,2020-12-03
39,39.75,37.9500007629395,38.8499984741211,7607,38.8499984741211,2020-12-04
39.4500007629395,40.2000007629395,38.4000015258789,38.8499984741211,6067,38.8499984741211,2020-12-07
39.1500015258789,41.25,38.8499984741211,39.1500015258789,10373,39.1500015258789,2020-12-08
39.5999984741211,41.25,38.5499992370605,39.75,9227,39.75,2020-12-09
40.2000007629395,54,39.5999984741211,46.2000007629395,40040,46.2000007629395,2020-12-10
48.75,49.0499992370605,38.4000015258789,42.2999992370605,26233,42.2999992370605,2020-12-11
46.6500015258789,104.25,45.75,67.1999969482422,6080847,67.1999969482422,2020-12-14
75.4499969482422,129,72,100.5,6829140,100.5,2020-12-15
93.4499969482422,97.5,78,87,760493,87,2020-12-16
79.5,79.5,60.9000015258789,64.0500030517578,568467,64.0500030517578,2020-12-17
62.5499992370605,62.5499992370605,53.4000015258789,53.4000015258789,224940,53.4000015258789,2020-12-18
54,62.8499984741211,53.25,56.7000007629395,172280,56.7000007629395,2020-12-21
56.7000007629395,61.7999992370605,55.3499984741211,57.4500007629395,89947,57.4500007629395,2020-12-22
56.25,58.2000007629395,53.4000015258789,56.5499992370605,110780,56.5499992370605,2020-12-23
61.2000007629395,61.7999992370605,55.7999992370605,57.4500007629395,64267,57.4500007629395,2020-12-24
56.4000015258789,57.5999984741211,49.5,53.25,67833,53.25,2020-12-28
52.5,52.5,49.2000007629395,49.7999992370605,44120,49.7999992370605,2020-12-29
51.9000015258789,57.5999984741211,49.2000007629395,52.7999992370605,99760,52.7999992370605,2020-12-30
52.5,52.7999992370605,49.5,51.9000015258789,64693,51.9000015258789,2020-12-31
50.8499984741211,52.6500015258789,49.9500007629395,52.6500015258789,36007,52.6500015258789,2021-01-04
51.4500007629395,53.5499992370605,51,53.0999984741211,23760,53.0999984741211,2021-01-05
53.0999984741211,53.4000015258789,50.5499992370605,52.2000007629395,27720,52.2000007629395,2021-01-06
52.0499992370605,55.9500007629395,51.75,55.9500007629395,26473,55.9500007629395,2021-01-07
56.4000015258789,58.2000007629395,54,57,29027,57,2021-01-08
58.3499984741211,58.5,55.5,56.8499984741211,26427,56.8499984741211,2021-01-11
56.7000007629395,56.7000007629395,51.4500007629395,54.75,33440,54.75,2021-01-12
54.1500015258789,54.9000015258789,52.7999992370605,54.2999992370605,19840,54.2999992370605,2021-01-13
54.9000015258789,58.5,53.4000015258789,56.25,24627,56.25,2021-01-14
57.5999984741211,57.75,55.0499992370605,57.4500007629395,19700,57.4500007629395,2021-01-15
57.5999984741211,65.8499984741211,55.5,62.5499992370605,65833,62.5499992370605,2021-01-19
65.6999969482422,66.75,61.7999992370605,63.1500015258789,48040,63.1500015258789,2021-01-20
64.5,67.5,63,65.8499984741211,31333,65.8499984741211,2021-01-21
64.1999969482422,65.5500030517578,61.9500007629395,64.5,28760,64.5,2021-01-22
65.25,65.25,58.2000007629395,63.9000015258789,27773,63.9000015258789,2021-01-25
62.25,64.5,59.5499992370605,61.3499984741211,14220,61.3499984741211,2021-01-26
57.2999992370605,61.3499984741211,56.25,60.5999984741211,26140,60.5999984741211,2021-01-27
58.6500015258789,63.5999984741211,57.4500007629395,63,34440,63,2021-01-28
63.1500015258789,65.25,59.25,61.6500015258789,38253,61.6500015258789,2021-01-29
61.3499984741211,63.2999992370605,60.5999984741211,62.7000007629395,25427,62.7000007629395,2021-02-01
62.4000015258789,63.5999984741211,61.7999992370605,62.25,29893,62.25,2021-02-02
60.75,75,60.75,69.4499969482422,70607,69.4499969482422,2021-02-03
70.6500015258789,74.5500030517578,70.5,74.4000015258789,38600,74.4000015258789,2021-02-04
75,76.1999969482422,69.3000030517578,70.5,28333,70.5,2021-02-05
70.3499984741211,78.1500015258789,70.3499984741211,78.1500015258789,34473,78.1500015258789,2021-02-08
78.4499969482422,80.4000015258789,75.4499969482422,77.8499984741211,26107,77.8499984741211,2021-02-09
78.5999984741211,80.0999984741211,70.8000030517578,74.8499984741211,24007,74.8499984741211,2021-02-10
76.6500015258789,82.1999969482422,73.5,74.6999969482422,34007,74.6999969482422,2021-02-11
75.1500015258789,79.5,73.9499969482422,76.9499969482422,12713,76.9499969482422,2021-02-12
76.9499969482422,77.6999969482422,73.3499984741211,74.6999969482422,24573,74.6999969482422,2021-02-16
73.6500015258789,75.3000030517578,69.3000030517578,73.8000030517578,17587,73.8000030517578,2021-02-17
73.0500030517578,73.3499984741211,66,66.9000015258789,19407,66.9000015258789,2021-02-18
67.0500030517578,69.9000015258789,65.0999984741211,66.5999984741211,10660,66.5999984741211,2021-02-19
65.5500030517578,66.3000030517578,60.75,62.7000007629395,13227,62.7000007629395,2021-02-22
60,64.0500030517578,58.6500015258789,63.9000015258789,30420,63.9000015258789,2021-02-23
63.4500007629395,68.0999984741211,61.9500007629395,66.4499969482422,12353,66.4499969482422,2021-02-24
65.4000015258789,66,60,60.2999992370605,12073,60.2999992370605,2021-02-25
60.4500007629395,64.5,55.9500007629395,58.2000007629395,12740,58.2000007629395,2021-02-26
57.75,61.3499984741211,57.2999992370605,58.5,10207,58.5,2021-03-01
59.7000007629395,60.9000015258789,58.2000007629395,58.9500007629395,6747,58.9500007629395,2021-03-02
58.3499984741211,61.2000007629395,55.2000007629395,57,14440,57,2021-03-03
54.9000015258789,56.8499984741211,49.5,51.2999992370605,11807,51.2999992370605,2021-03-04
51.2999992370605,52.7999992370605,46.5,52.5,10613,52.5,2021-03-05
52.7999992370605,53.7000007629395,49.9500007629395,51.2999992370605,3880,51.2999992370605,2021-03-08
52.7999992370605,55.7999992370605,50.25,55.0499992370605,3107,55.0499992370605,2021-03-09
55.3499984741211,57.75,53.25,55.5,7113,55.5,2021-03-10
56.4000015258789,59.25,55.6500015258789,59.25,3593,59.25,2021-03-11
58.3499984741211,60.4500007629395,56.4000015258789,60,2567,60,2021-03-12
60.2999992370605,61.6500015258789,58.0499992370605,60.4500007629395,4420,60.4500007629395,2021-03-15
60.5999984741211,60.5999984741211,57.5999984741211,58.7999992370605,5473,58.7999992370605,2021-03-16
60.2999992370605,72.4499969482422,59.8499984741211,68.8499984741211,31327,68.8499984741211,2021-03-17
68.4000015258789,69,63.5999984741211,65.25,9533,65.25,2021-03-18
64.3499984741211,71.0999984741211,62.0999984741211,66.1500015258789,15953,66.1500015258789,2021-03-19
66.75,67.6500015258789,62.25,62.8499984741211,12513,62.8499984741211,2021-03-22
62.5499992370605,63.75,61.5,63,6687,63,2021-03-23
63.75,67.9499969482422,61.6500015258789,63,8440,63,2021-03-24
60.5999984741211,65.8499984741211,60.2999992370605,65.25,10273,65.25,2021-03-25
67.6500015258789,69.1500015258789,61.2000007629395,61.6500015258789,12800,61.6500015258789,2021-03-26
61.6500015258789,64.1999969482422,58.7999992370605,59.4000015258789,9533,59.4000015258789,2021-03-29
58.9500007629395,60.9000015258789,56.4000015258789,59.7000007629395,16907,59.7000007629395,2021-03-30
60.4500007629395,65.8499984741211,60.4500007629395,65.0999984741211,13633,65.0999984741211,2021-03-31
66.1500015258789,67.1999969482422,62.25,66.3000030517578,3833,66.3000030517578,2021-04-01
66.1500015258789,67.1999969482422,63.4500007629395,66.1500015258789,5307,66.1500015258789,2021-04-05
65.25,68.8499984741211,65.0999984741211,65.4000015258789,4033,65.4000015258789,2021-04-06
65.25,73.5,64.9499969482422,69.1500015258789,43927,69.1500015258789,2021-04-07
70.1999969482422,71.0999984741211,64.0500030517578,66.4499969482422,7160,66.4499969482422,2021-04-08
66.4499969482422,68.4000015258789,64.1999969482422,65.0999984741211,4687,65.0999984741211,2021-04-09
64.6500015258789,64.6500015258789,59.7000007629395,60.1500015258789,8333,60.1500015258789,2021-04-12
61.0499992370605,63.75,60.2999992370605,63,8027,63,2021-04-13
63.2999992370605,64.9499969482422,60.9000015258789,61.3499984741211,6273,61.3499984741211,2021-04-14
61.7999992370605,64.3499984741211,60.75,61.7999992370605,6460,61.7999992370605,2021-04-15
60.75,61.5,58.5,59.7000007629395,10033,59.7000007629395,2021-04-16
