"BFG.MI.Open","BFG.MI.High","BFG.MI.Low","BFG.MI.Close","BFG.MI.Volume","BFG.MI.Adjusted","Date"
3.28999996185303,3.5,3.22000002861023,3.32999992370605,42079,3.1557502746582,2020-03-05
3.29999995231628,3.29999995231628,3.01999998092651,3.09999990463257,47794,2.93778562545776,2020-03-06
2.95000004768372,3.03999996185303,2.75999999046326,2.99000000953674,69535,2.83354163169861,2020-03-09
3.04999995231628,3.09999990463257,2.92000007629395,2.97000002861023,61775,2.81458830833435,2020-03-10
3.00999999046326,3.07999992370605,2.88000011444092,3.07999992370605,11231,2.91883230209351,2020-03-11
3,3,2.71000003814697,2.71000003814697,3417,2.56819319725037,2020-03-12
2.90000009536743,3.17000007629395,2.90000009536743,2.97000002861023,55943,2.81458830833435,2020-03-13
2.90000009536743,3.17000007629395,2.90000009536743,3.09999990463257,34907,2.93778562545776,2020-03-16
3.09999990463257,3.1800000667572,3,3.08999991416931,10055,2.92830920219421,2020-03-17
3.02999997138977,3.07999992370605,2.98000001907349,3.0699999332428,17053,2.9093554019928,2020-03-18
3.07999992370605,3.08999991416931,3,3.08999991416931,13310,2.92830920219421,2020-03-19
3.05999994277954,3.32999992370605,3.03999996185303,3.29999995231628,46060,3.12732005119324,2020-03-20
3.29999995231628,3.58999991416931,3.25,3.42000007629395,79537,3.24104118347168,2020-03-23
3.42000007629395,3.54999995231628,3.36999988555908,3.5,21913,3.31685471534729,2020-03-24
3.45000004768372,3.5,3.40000009536743,3.5,27074,3.31685471534729,2020-03-25
3.45000004768372,3.5,3.40000009536743,3.5,21220,3.31685471534729,2020-03-26
3.51999998092651,3.54999995231628,3.38000011444092,3.45000004768372,36711,3.26947116851807,2020-03-27
3.41000008583069,3.5,3.40000009536743,3.5,21948,3.31685471534729,2020-03-30
3.5,3.54999995231628,3.41000008583069,3.54999995231628,65715,3.36423873901367,2020-03-31
3.5,3.50999999046326,3.45000004768372,3.5,21188,3.31685471534729,2020-04-01
3.47000002861023,3.49000000953674,3.42000007629395,3.49000000953674,18230,3.30737805366516,2020-04-02
3.48000001907349,3.5,3.36999988555908,3.5,46452,3.31685471534729,2020-04-03
3.53999996185303,3.59999990463257,3.42000007629395,3.59999990463257,58774,3.41162180900574,2020-04-06
3.59999990463257,3.65000009536743,3.50999999046326,3.59999990463257,67083,3.41162180900574,2020-04-07
3.55999994277954,3.59999990463257,3.48000001907349,3.59999990463257,100055,3.41162180900574,2020-04-08
3.54999995231628,3.65000009536743,3.51999998092651,3.59999990463257,128114,3.41162180900574,2020-04-09
3.59999990463257,3.59999990463257,3.55999994277954,3.59999990463257,16853,3.41162180900574,2020-04-14
3.5699999332428,3.59999990463257,3.46000003814697,3.59999990463257,52203,3.41162180900574,2020-04-15
3.55999994277954,3.59999990463257,3.53999996185303,3.59999990463257,22324,3.41162180900574,2020-04-16
3.55999994277954,3.64000010490417,3.55999994277954,3.59999990463257,73577,3.41162180900574,2020-04-17
3.57999992370605,3.63000011444092,3.51999998092651,3.63000011444092,48966,3.44005227088928,2020-04-20
3.57999992370605,3.60999989509583,3.53999996185303,3.59999990463257,37214,3.41162180900574,2020-04-21
3.5699999332428,3.59999990463257,3.5699999332428,3.59999990463257,5984,3.41162180900574,2020-04-22
3.59999990463257,3.59999990463257,3.59999990463257,3.59999990463257,500,3.41162180900574,2020-04-23
3.5699999332428,3.59999990463257,3.5699999332428,3.59999990463257,15715,3.41162180900574,2020-04-24
3.59999990463257,3.80999994277954,3.57999992370605,3.72000002861023,143284,3.52534294128418,2020-04-27
3.72000002861023,3.79999995231628,3.70000004768372,3.79999995231628,74533,3.60115671157837,2020-04-28
3.79999995231628,3.83999991416931,3.72000002861023,3.83999991416931,117936,3.63906335830688,2020-04-29
3.79999995231628,3.88000011444092,3.77999997138977,3.88000011444092,81544,3.67697072029114,2020-04-30
3.88000011444092,3.89000010490417,3.88000011444092,3.89000010490417,1000,3.68644762039185,2020-05-04
3.84999990463257,3.88000011444092,3.80999994277954,3.80999994277954,19560,3.61063361167908,2020-05-05
3.80999994277954,3.83999991416931,3.75,3.82999992370605,5278,3.62958693504333,2020-05-06
3.76999998092651,3.79999995231628,3.74000000953674,3.74000000953674,8721,3.54429626464844,2020-05-07
3.77999997138977,3.77999997138977,3.70000004768372,3.71000003814697,8456,3.51586604118347,2020-05-08
3.67000007629395,3.75,3.67000007629395,3.72000002861023,4903,3.52534294128418,2020-05-11
3.69000005722046,3.78999996185303,3.65000009536743,3.78999996185303,31737,3.59168004989624,2020-05-12
3.73000001907349,3.84999990463257,3.65000009536743,3.84999990463257,87568,3.64854025840759,2020-05-13
3.78999996185303,3.79999995231628,3.67000007629395,3.79999995231628,193567,3.60115671157837,2020-05-14
3.74000000953674,3.77999997138977,3.6800000667572,3.77999997138977,157462,3.58220314979553,2020-05-15
3.74000000953674,3.84999990463257,3.67000007629395,3.84999990463257,390324,3.64854025840759,2020-05-18
3.78999996185303,3.78999996185303,3.54999995231628,3.60999989509583,736934,3.42109847068787,2020-05-19
3.60999989509583,3.64000010490417,3.55999994277954,3.55999994277954,140706,3.3737154006958,2020-05-20
3.5699999332428,3.58999991416931,3.5,3.5,26080,3.31685471534729,2020-05-21
3.45000004768372,3.5,3.35999989509583,3.35999989509583,536273,3.18418073654175,2020-05-22
3.3199999332428,3.4300000667572,3.3199999332428,3.34999990463257,55970,3.17470359802246,2020-05-25
3.39000010490417,3.41000008583069,3.24000000953674,3.24000000953674,83216,3.07046031951904,2020-05-26
3.21000003814697,3.29999995231628,3.19000005722046,3.19000005722046,74009,3.02307605743408,2020-05-27
3.23000001907349,3.27999997138977,3.15000009536743,3.20000004768372,117387,3.03255295753479,2020-05-28
3.16000008583069,3.40000009536743,3.14000010490417,3.39000010490417,657362,3.21261096000671,2020-05-29
3.44000005722046,3.54999995231628,3.34999990463257,3.40000009536743,74409,3.22208762168884,2020-06-01
3.45000004768372,3.45000004768372,3.36999988555908,3.41000008583069,3413,3.23156428337097,2020-06-02
3.41000008583069,3.41000008583069,3.32999992370605,3.40000009536743,56321,3.22208762168884,2020-06-03
3.44000005722046,3.51999998092651,3.35999989509583,3.38000011444092,78089,3.20313429832458,2020-06-04
3.39000010490417,3.48000001907349,3.36999988555908,3.4300000667572,122552,3.25051784515381,2020-06-05
3.40000009536743,3.45000004768372,3.38000011444092,3.4300000667572,82607,3.25051784515381,2020-06-08
3.4300000667572,3.4300000667572,3.4300000667572,3.4300000667572,0,3.25051784515381,2020-06-09
3.39000010490417,3.40000009536743,3.32999992370605,3.32999992370605,52725,3.1557502746582,2020-06-10
3.35999989509583,3.36999988555908,3.19000005722046,3.19000005722046,81677,3.02307605743408,2020-06-11
3.19000005722046,3.25,3.15000009536743,3.15000009536743,51596,2.98516964912415,2020-06-12
3.01999998092651,3.22000002861023,3.01999998092651,3.16000008583069,72904,2.99464631080627,2020-06-15
3.19000005722046,3.25999999046326,3.09999990463257,3.25999999046326,57500,3.08941340446472,2020-06-16
3.28999996185303,3.28999996185303,3.19000005722046,3.20000004768372,21275,3.03255295753479,2020-06-17
3.22000002861023,3.29999995231628,3.16000008583069,3.21000003814697,126043,3.0420298576355,2020-06-18
3.1800000667572,3.39000010490417,3.1800000667572,3.34999990463257,382455,3.17470359802246,2020-06-19
3.3199999332428,3.39000010490417,3.29999995231628,3.34999990463257,80577,3.17754912376404,2020-06-22
3.39000010490417,3.47000002861023,3.34999990463257,3.47000002861023,82513,3.29137206077576,2020-06-23
3.4300000667572,3.45000004768372,3.34999990463257,3.34999990463257,83045,3.17754912376404,2020-06-24
3.34999990463257,3.40000009536743,3.3199999332428,3.39000010490417,25259,3.2154905796051,2020-06-25
3.38000011444092,3.42000007629395,3.20000004768372,3.41000008583069,158462,3.23446083068848,2020-06-26
3.39000010490417,3.5,3.36999988555908,3.5,36071,3.31982779502869,2020-06-29
3.49000000953674,3.58999991416931,3.48000001907349,3.58999991416931,91605,3.4051947593689,2020-06-30
3.63000011444092,3.63000011444092,3.42000007629395,3.42000007629395,38112,3.24394607543945,2020-07-01
3.44000005722046,3.45000004768372,3.40000009536743,3.45000004768372,35945,3.27240180969238,2020-07-02
3.45000004768372,3.52999997138977,3.42000007629395,3.42000007629395,69063,3.24394607543945,2020-07-03
3.4300000667572,3.47000002861023,3.39000010490417,3.39000010490417,13863,3.2154905796051,2020-07-06
3.38000011444092,3.38000011444092,3.38000011444092,3.38000011444092,2048,3.20600509643555,2020-07-07
3.40000009536743,3.41000008583069,3.32999992370605,3.32999992370605,6974,3.15857911109924,2020-07-08
3.35999989509583,3.36999988555908,3.30999994277954,3.36999988555908,4805,3.19651961326599,2020-07-09
3.35999989509583,3.4300000667572,3.33999991416931,3.40000009536743,35669,3.22497534751892,2020-07-10
3.45000004768372,3.5,3.39000010490417,3.45000004768372,67377,3.27240180969238,2020-07-13
3.45000004768372,3.46000003814697,3.35999989509583,3.40000009536743,59845,3.22497534751892,2020-07-14
3.44000005722046,3.44000005722046,3.32999992370605,3.38000011444092,19364,3.20600509643555,2020-07-15
3.38000011444092,3.44000005722046,3.32999992370605,3.40000009536743,38351,3.22497534751892,2020-07-16
3.40000009536743,3.42000007629395,3.35999989509583,3.40000009536743,19851,3.22497534751892,2020-07-17
3.42000007629395,3.42000007629395,3.36999988555908,3.42000007629395,29767,3.24394607543945,2020-07-20
3.44000005722046,3.45000004768372,3.38000011444092,3.40000009536743,91260,3.22497534751892,2020-07-21
3.4300000667572,3.44000005722046,3.40000009536743,3.42000007629395,19542,3.24394607543945,2020-07-22
3.41000008583069,3.46000003814697,3.40000009536743,3.45000004768372,55276,3.27240180969238,2020-07-23
3.45000004768372,3.48000001907349,3.40000009536743,3.45000004768372,32631,3.27240180969238,2020-07-24
3.45000004768372,3.55999994277954,3.44000005722046,3.5,31325,3.31982779502869,2020-07-27
3.52999997138977,3.52999997138977,3.45000004768372,3.45000004768372,13011,3.27240180969238,2020-07-28
3.48000001907349,3.52999997138977,3.40000009536743,3.52999997138977,77177,3.34828329086304,2020-07-29
3.52999997138977,3.58999991416931,3.48000001907349,3.5,62675,3.31982779502869,2020-07-30
3.53999996185303,3.60999989509583,3.5,3.59999990463257,454803,3.41467976570129,2020-07-31
3.59999990463257,3.65000009536743,3.54999995231628,3.65000009536743,33489,3.46210598945618,2020-08-03
3.61999988555908,3.6800000667572,3.59999990463257,3.63000011444092,45840,3.4431357383728,2020-08-04
3.65000009536743,3.69000005722046,3.57999992370605,3.64000010490417,493111,3.45262098312378,2020-08-05
3.60999989509583,3.67000007629395,3.55999994277954,3.59999990463257,75973,3.41467976570129,2020-08-06
3.65000009536743,3.65000009536743,3.55999994277954,3.55999994277954,25439,3.37673902511597,2020-08-07
3.59999990463257,3.60999989509583,3.5699999332428,3.59999990463257,5946,3.41467976570129,2020-08-10
3.60999989509583,3.65000009536743,3.55999994277954,3.61999988555908,29900,3.43365025520325,2020-08-11
3.61999988555908,3.66000008583069,3.58999991416931,3.66000008583069,24007,3.47159147262573,2020-08-12
3.66000008583069,3.6800000667572,3.59999990463257,3.6800000667572,52774,3.49056148529053,2020-08-13
3.63000011444092,3.66000008583069,3.59999990463257,3.59999990463257,58210,3.41467976570129,2020-08-14
3.57999992370605,3.59999990463257,3.55999994277954,3.59999990463257,13024,3.41467976570129,2020-08-17
3.5699999332428,3.70000004768372,3.55999994277954,3.70000004768372,134364,3.50953245162964,2020-08-18
3.70000004768372,3.75,3.59999990463257,3.73000001907349,284200,3.53798794746399,2020-08-19
3.71000003814697,3.76999998092651,3.64000010490417,3.75,70229,3.55695843696594,2020-08-20
3.69000005722046,3.73000001907349,3.65000009536743,3.73000001907349,102009,3.53798794746399,2020-08-21
3.73000001907349,3.74000000953674,3.67000007629395,3.70000004768372,128477,3.50953245162964,2020-08-24
3.70000004768372,3.72000002861023,3.65000009536743,3.69000005722046,110692,3.50004696846008,2020-08-25
3.65000009536743,3.6800000667572,3.63000011444092,3.67000007629395,33318,3.48107671737671,2020-08-26
3.67000007629395,3.74000000953674,3.61999988555908,3.74000000953674,29164,3.54747295379639,2020-08-27
3.74000000953674,3.74000000953674,3.6800000667572,3.6800000667572,66986,3.49056148529053,2020-08-28
3.66000008583069,3.66000008583069,3.59999990463257,3.65000009536743,34441,3.46210598945618,2020-08-31
3.67000007629395,3.67000007629395,3.67000007629395,3.67000007629395,3,3.48107671737671,2020-09-01
3.61999988555908,3.64000010490417,3.61999988555908,3.63000011444092,56135,3.4431357383728,2020-09-02
3.63000011444092,3.66000008583069,3.59999990463257,3.66000008583069,13075,3.47159147262573,2020-09-03
3.67000007629395,3.67000007629395,3.60999989509583,3.60999989509583,3003,3.42416501045227,2020-09-04
3.61999988555908,3.71000003814697,3.60999989509583,3.6800000667572,6198,3.49056148529053,2020-09-07
3.67000007629395,3.6800000667572,3.61999988555908,3.6800000667572,27405,3.49056148529053,2020-09-08
3.65000009536743,3.65000009536743,3.58999991416931,3.58999991416931,4806,3.4051947593689,2020-09-09
3.61999988555908,3.66000008583069,3.58999991416931,3.66000008583069,98798,3.47159147262573,2020-09-10
3.61999988555908,3.61999988555908,3.58999991416931,3.58999991416931,27945,3.4051947593689,2020-09-11
3.57999992370605,3.60999989509583,3.5699999332428,3.60999989509583,9585,3.42416501045227,2020-09-14
3.59999990463257,3.63000011444092,3.57999992370605,3.59999990463257,55090,3.41467976570129,2020-09-15
3.57999992370605,3.63000011444092,3.57999992370605,3.59999990463257,8145,3.41467976570129,2020-09-16
3.61999988555908,3.61999988555908,3.58999991416931,3.58999991416931,9116,3.4051947593689,2020-09-17
3.59999990463257,3.59999990463257,3.54999995231628,3.54999995231628,22658,3.36725378036499,2020-09-18
3.5699999332428,3.64000010490417,3.54999995231628,3.64000010490417,22131,3.45262098312378,2020-09-21
3.59999990463257,3.59999990463257,3.57999992370605,3.57999992370605,10208,3.39570951461792,2020-09-22
3.61999988555908,3.6800000667572,3.57999992370605,3.59999990463257,16574,3.41467976570129,2020-09-23
3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,2367,3.4431357383728,2020-09-24
3.59999990463257,3.59999990463257,3.57999992370605,3.59999990463257,11723,3.41467976570129,2020-09-25
3.60999989509583,3.67000007629395,3.54999995231628,3.65000009536743,34035,3.46210598945618,2020-09-28
3.65000009536743,3.69000005722046,3.5699999332428,3.67000007629395,130380,3.48107671737671,2020-09-29
3.65000009536743,3.67000007629395,3.57999992370605,3.67000007629395,144736,3.48107671737671,2020-09-30
3.60999989509583,3.63000011444092,3.59999990463257,3.63000011444092,5065,3.4431357383728,2020-10-01
3.60999989509583,3.65000009536743,3.5699999332428,3.57999992370605,109072,3.39570951461792,2020-10-02
3.58999991416931,3.63000011444092,3.50999999046326,3.63000011444092,22544,3.4431357383728,2020-10-05
3.57999992370605,3.57999992370605,3.50999999046326,3.50999999046326,25264,3.32931303977966,2020-10-06
3.49000000953674,3.5,3.49000000953674,3.5,3706,3.31982779502869,2020-10-07
3.49000000953674,3.53999996185303,3.49000000953674,3.53999996185303,35556,3.35776877403259,2020-10-08
3.54999995231628,3.55999994277954,3.5,3.54999995231628,8999,3.36725378036499,2020-10-09
3.55999994277954,3.5699999332428,3.50999999046326,3.54999995231628,14337,3.36725378036499,2020-10-12
3.51999998092651,3.59999990463257,3.5,3.58999991416931,38609,3.4051947593689,2020-10-13
3.54999995231628,3.57999992370605,3.52999997138977,3.52999997138977,8768,3.34828329086304,2020-10-14
3.5699999332428,3.58999991416931,3.52999997138977,3.58999991416931,8752,3.4051947593689,2020-10-15
3.5699999332428,3.5699999332428,3.5,3.5,16945,3.31982779502869,2020-10-16
3.5,3.59999990463257,3.5,3.59999990463257,10366,3.41467976570129,2020-10-19
3.59999990463257,3.59999990463257,3.59999990463257,3.59999990463257,1507,3.41467976570129,2020-10-20
3.55999994277954,3.61999988555908,3.55999994277954,3.61999988555908,40518,3.43365025520325,2020-10-21
3.60999989509583,3.70000004768372,3.59999990463257,3.70000004768372,280592,3.50953245162964,2020-10-22
3.70000004768372,3.70000004768372,3.59999990463257,3.59999990463257,134798,3.41467976570129,2020-10-23
3.59999990463257,3.59999990463257,3.5699999332428,3.5699999332428,98089,3.38622426986694,2020-10-26
3.55999994277954,3.65000009536743,3.5,3.65000009536743,89100,3.46210598945618,2020-10-27
3.61999988555908,3.61999988555908,3.52999997138977,3.52999997138977,24044,3.34828329086304,2020-10-28
3.50999999046326,3.55999994277954,3.5,3.55999994277954,10492,3.37673902511597,2020-10-29
3.55999994277954,3.65000009536743,3.53999996185303,3.65000009536743,61251,3.46210598945618,2020-10-30
3.69000005722046,3.69000005722046,3.55999994277954,3.65000009536743,114614,3.46210598945618,2020-11-02
3.65000009536743,3.70000004768372,3.59999990463257,3.70000004768372,83805,3.50953245162964,2020-11-03
3.66000008583069,3.66000008583069,3.58999991416931,3.58999991416931,89318,3.4051947593689,2020-11-04
3.58999991416931,3.63000011444092,3.55999994277954,3.57999992370605,77134,3.39570951461792,2020-11-05
3.57999992370605,3.58999991416931,3.55999994277954,3.55999994277954,26587,3.37673902511597,2020-11-06
3.57999992370605,3.63000011444092,3.54999995231628,3.58999991416931,28620,3.4051947593689,2020-11-09
3.58999991416931,3.58999991416931,3.57999992370605,3.58999991416931,2317,3.4051947593689,2020-11-10
3.59999990463257,3.61999988555908,3.54999995231628,3.54999995231628,16389,3.36725378036499,2020-11-11
3.57999992370605,3.59999990463257,3.53999996185303,3.57999992370605,12874,3.39570951461792,2020-11-12
3.5699999332428,3.59999990463257,3.55999994277954,3.59999990463257,39306,3.41467976570129,2020-11-13
3.59999990463257,3.64000010490417,3.53999996185303,3.58999991416931,48384,3.4051947593689,2020-11-16
3.60999989509583,3.60999989509583,3.5699999332428,3.5699999332428,2782,3.38622426986694,2020-11-17
3.58999991416931,3.60999989509583,3.5699999332428,3.59999990463257,17770,3.41467976570129,2020-11-18
3.59999990463257,3.60999989509583,3.55999994277954,3.59999990463257,70262,3.41467976570129,2020-11-19
3.5699999332428,3.60999989509583,3.5699999332428,3.59999990463257,15100,3.41467976570129,2020-11-20
3.59999990463257,3.64000010490417,3.57999992370605,3.59999990463257,32231,3.41467976570129,2020-11-23
3.59999990463257,3.64000010490417,3.59999990463257,3.59999990463257,37605,3.41467976570129,2020-11-24
3.59999990463257,3.60999989509583,3.57999992370605,3.60999989509583,16230,3.42416501045227,2020-11-25
3.57999992370605,3.58999991416931,3.5699999332428,3.5699999332428,7529,3.38622426986694,2020-11-26
3.61999988555908,3.61999988555908,3.53999996185303,3.53999996185303,6640,3.35776877403259,2020-11-27
3.57999992370605,3.66000008583069,3.55999994277954,3.59999990463257,48136,3.41467976570129,2020-11-30
3.64000010490417,3.65000009536743,3.5699999332428,3.58999991416931,7251,3.4051947593689,2020-12-01
3.5699999332428,3.59999990463257,3.54999995231628,3.59999990463257,17409,3.41467976570129,2020-12-02
3.59999990463257,3.59999990463257,3.55999994277954,3.55999994277954,51306,3.37673902511597,2020-12-03
3.58999991416931,3.61999988555908,3.54999995231628,3.58999991416931,12149,3.4051947593689,2020-12-04
3.57999992370605,3.58999991416931,3.54999995231628,3.54999995231628,4670,3.36725378036499,2020-12-07
3.57999992370605,3.57999992370605,3.57999992370605,3.57999992370605,41,3.39570951461792,2020-12-08
3.57999992370605,3.57999992370605,3.54999995231628,3.54999995231628,6979,3.36725378036499,2020-12-09
3.57999992370605,3.58999991416931,3.54999995231628,3.54999995231628,6632,3.36725378036499,2020-12-10
3.57999992370605,3.57999992370605,3.54999995231628,3.57999992370605,1914,3.39570951461792,2020-12-11
3.54999995231628,3.57999992370605,3.49000000953674,3.5,43854,3.31982779502869,2020-12-14
3.49000000953674,3.53999996185303,3.49000000953674,3.53999996185303,15368,3.35776877403259,2020-12-15
3.52999997138977,3.54999995231628,3.51999998092651,3.54999995231628,45487,3.36725378036499,2020-12-16
3.53999996185303,3.57999992370605,3.51999998092651,3.52999997138977,37229,3.34828329086304,2020-12-17
3.5699999332428,3.57999992370605,3.4300000667572,3.4300000667572,116420,3.25343132019043,2020-12-18
3.46000003814697,3.65000009536743,3.45000004768372,3.65000009536743,60753,3.46210598945618,2020-12-21
3.65000009536743,3.6800000667572,3.55999994277954,3.57999992370605,37415,3.39570951461792,2020-12-22
3.5699999332428,3.5699999332428,3.48000001907349,3.5,30952,3.31982779502869,2020-12-23
3.54999995231628,3.59999990463257,3.45000004768372,3.53999996185303,634236,3.35776877403259,2020-12-28
3.59999990463257,3.64000010490417,3.51999998092651,3.60999989509583,39489,3.42416501045227,2020-12-29
3.65000009536743,3.70000004768372,3.58999991416931,3.70000004768372,143468,3.50953245162964,2020-12-30
3.71000003814697,3.74000000953674,3.66000008583069,3.71000003814697,7970,3.51901721954346,2021-01-04
3.69000005722046,3.73000001907349,3.63000011444092,3.73000001907349,29803,3.53798794746399,2021-01-05
3.72000002861023,3.75999999046326,3.70000004768372,3.70000004768372,6614,3.50953245162964,2021-01-06
3.74000000953674,3.74000000953674,3.65000009536743,3.74000000953674,25599,3.54747295379639,2021-01-07
3.71000003814697,3.75,3.67000007629395,3.75,63151,3.55695843696594,2021-01-08
3.74000000953674,3.75999999046326,3.66000008583069,3.70000004768372,13170,3.50953245162964,2021-01-11
3.69000005722046,3.70000004768372,3.65000009536743,3.70000004768372,16223,3.50953245162964,2021-01-12
3.70000004768372,3.70000004768372,3.67000007629395,3.70000004768372,3076,3.50953245162964,2021-01-13
3.67000007629395,3.75,3.65000009536743,3.75,21521,3.55695843696594,2021-01-14
3.74000000953674,3.74000000953674,3.70000004768372,3.74000000953674,12796,3.54747295379639,2021-01-15
3.69000005722046,3.74000000953674,3.6800000667572,3.74000000953674,6018,3.54747295379639,2021-01-18
3.75,3.75,3.67000007629395,3.75,39656,3.55695843696594,2021-01-19
3.75,3.75,3.71000003814697,3.75,12949,3.55695843696594,2021-01-20
3.74000000953674,3.74000000953674,3.6800000667572,3.70000004768372,72576,3.50953245162964,2021-01-21
3.6800000667572,3.72000002861023,3.64000010490417,3.72000002861023,47730,3.52850270271301,2021-01-22
3.73000001907349,3.74000000953674,3.70000004768372,3.72000002861023,29971,3.52850270271301,2021-01-25
3.71000003814697,3.74000000953674,3.6800000667572,3.73000001907349,27500,3.53798794746399,2021-01-26
3.72000002861023,3.72000002861023,3.66000008583069,3.67000007629395,46659,3.48107671737671,2021-01-27
3.6800000667572,3.74000000953674,3.67000007629395,3.71000003814697,31615,3.51901721954346,2021-01-28
3.71000003814697,3.74000000953674,3.71000003814697,3.73000001907349,21352,3.53798794746399,2021-01-29
3.73000001907349,3.75999999046326,3.72000002861023,3.75999999046326,17619,3.56644368171692,2021-02-01
3.75999999046326,3.75999999046326,3.75,3.75999999046326,9798,3.56644368171692,2021-02-02
3.74000000953674,3.84999990463257,3.72000002861023,3.83999991416931,93829,3.64232516288757,2021-02-03
3.83999991416931,3.88000011444092,3.79999995231628,3.88000011444092,25969,3.68026661872864,2021-02-04
3.88000011444092,3.91000008583069,3.85999989509583,3.91000008583069,31745,3.70872211456299,2021-02-05
3.91000008583069,3.96000003814697,3.90000009536743,3.96000003814697,33432,3.75614786148071,2021-02-08
3.9300000667572,3.96000003814697,3.89000010490417,3.96000003814697,44786,3.75614786148071,2021-02-09
