"UBM.MI.Open","UBM.MI.High","UBM.MI.Low","UBM.MI.Close","UBM.MI.Volume","UBM.MI.Adjusted","Date"
3.45000004768372,4.19950008392334,3.29999995231628,4.05000019073486,486000,4.05000019073486,2021-08-09
4.59999990463257,5.19999980926514,4.51999998092651,5.19999980926514,644000,5.19999980926514,2021-08-10
5.19999980926514,6.28999996185303,5.11999988555908,6.28999996185303,640000,6.28999996185303,2021-08-11
6.59999990463257,7.55000019073486,5.01000022888184,5.01000022888184,790000,5.01000022888184,2021-08-12
5.23999977111816,5.73999977111816,5.05000019073486,5.51999998092651,687000,5.51999998092651,2021-08-13
5.90000009536743,6.21000003814697,5.69999980926514,6.21000003814697,714000,6.21000003814697,2021-08-16
6.09000015258789,6.44999980926514,5.84999990463257,6,663000,6,2021-08-17
6.07999992370605,6.26999998092651,6.05000019073486,6.1100001335144,161000,6.1100001335144,2021-08-18
6.1399998664856,6.19999980926514,6.01000022888184,6.11999988555908,1e+05,6.11999988555908,2021-08-19
6.03000020980835,6.03999996185303,5.71999979019165,5.84999990463257,98000,5.84999990463257,2021-08-20
5.98000001907349,6.07999992370605,5.80999994277954,6,64000,6,2021-08-23
6.09999990463257,6.09999990463257,5.90000009536743,5.94999980926514,33000,5.94999980926514,2021-08-24
5.94999980926514,5.98999977111816,5.84999990463257,5.90000009536743,47000,5.90000009536743,2021-08-25
5.94000005722046,5.94000005722046,5.69000005722046,5.76000022888184,34000,5.76000022888184,2021-08-26
5.69999980926514,5.69999980926514,5.5,5.6100001335144,87000,5.6100001335144,2021-08-27
5.67999982833862,5.8899998664856,5.57999992370605,5.80000019073486,65000,5.80000019073486,2021-08-30
5.90000009536743,5.92000007629395,5.76000022888184,5.78999996185303,18000,5.78999996185303,2021-08-31
5.73000001907349,5.76999998092651,5.67999982833862,5.73000001907349,30000,5.73000001907349,2021-09-01
5.65999984741211,5.76999998092651,5.65999984741211,5.65999984741211,31000,5.65999984741211,2021-09-02
5.71999979019165,5.71999979019165,5.55999994277954,5.57999992370605,33000,5.57999992370605,2021-09-03
5.59999990463257,5.65999984741211,5.55000019073486,5.57999992370605,32000,5.57999992370605,2021-09-06
5.55999994277954,5.55999994277954,5.26000022888184,5.38000011444092,45000,5.38000011444092,2021-09-07
5.30000019073486,5.30000019073486,5.15000009536743,5.19000005722046,73000,5.19000005722046,2021-09-08
5.19999980926514,5.19999980926514,4.95499992370605,4.97499990463257,107000,4.97499990463257,2021-09-09
5,5.07000017166138,4.88000011444092,4.88500022888184,30000,4.88500022888184,2021-09-10
4.89499998092651,5.03000020980835,4.89499998092651,4.91499996185303,11000,4.91499996185303,2021-09-13
4.99499988555908,4.99499988555908,4.63000011444092,4.7350001335144,51000,4.7350001335144,2021-09-14
4.69999980926514,4.69999980926514,4.5,4.5,84000,4.5,2021-09-15
4.65000009536743,4.80000019073486,4.60500001907349,4.69000005722046,51000,4.69000005722046,2021-09-16
4.7350001335144,4.80999994277954,4.69999980926514,4.71500015258789,26000,4.71500015258789,2021-09-17
4.69999980926514,4.69999980926514,4.44999980926514,4.53999996185303,42000,4.53999996185303,2021-09-20
4.61999988555908,4.63000011444092,4.57000017166138,4.57000017166138,17000,4.57000017166138,2021-09-21
4.63500022888184,4.84000015258789,4.63500022888184,4.74499988555908,26000,4.74499988555908,2021-09-22
4.875,5.13000011444092,4.875,5.13000011444092,59000,5.13000011444092,2021-09-23
5.15999984741211,5.71999979019165,5.15999984741211,5.32999992370605,306000,5.32999992370605,2021-09-24
5.28999996185303,5.42999982833862,5.1399998664856,5.25,97000,5.25,2021-09-27
5.19999980926514,5.21000003814697,5,5.05000019073486,42000,5.05000019073486,2021-09-28
5.21999979019165,5.30000019073486,5.01000022888184,5.25,61000,5.25,2021-09-29
5.1100001335144,5.1100001335144,5.01999998092651,5.01999998092651,13000,5.01999998092651,2021-09-30
5,5,4.84000015258789,4.96000003814697,27000,4.96000003814697,2021-10-01
4.90000009536743,5.05000019073486,4.8899998664856,5.05000019073486,15000,5.05000019073486,2021-10-04
5.09999990463257,5.09999990463257,4.90999984741211,4.90999984741211,23000,4.90999984741211,2021-10-05
4.84999990463257,4.95499992370605,4.82499980926514,4.86999988555908,27000,4.86999988555908,2021-10-06
5.09000015258789,5.09000015258789,4.90500020980835,4.92999982833862,10000,4.92999982833862,2021-10-07
4.96000003814697,5,4.96000003814697,5,5000,5,2021-10-08
4.98999977111816,5.09999990463257,4.95499992370605,5,7000,5,2021-10-11
5,5,4.93499994277954,4.93499994277954,4000,4.93499994277954,2021-10-12
4.8899998664856,5.03999996185303,4.75,4.94999980926514,26000,4.94999980926514,2021-10-13
4.89499998092651,4.97499990463257,4.84000015258789,4.95499992370605,37000,4.95499992370605,2021-10-14
4.94999980926514,4.94999980926514,4.88000011444092,4.88000011444092,16000,4.88000011444092,2021-10-15
4.88000011444092,4.90000009536743,4.82999992370605,4.8600001335144,6000,4.8600001335144,2021-10-18
4.8600001335144,4.91499996185303,4.85500001907349,4.85500001907349,16000,4.85500001907349,2021-10-19
4.85500001907349,4.85500001907349,4.80000019073486,4.80000019073486,19000,4.80000019073486,2021-10-20
4.76000022888184,4.84999990463257,4.76000022888184,4.84999990463257,10000,4.84999990463257,2021-10-21
4.82000017166138,4.8600001335144,4.69999980926514,4.73999977111816,26000,4.73999977111816,2021-10-22
4.78499984741211,4.84000015258789,4.71000003814697,4.71000003814697,16000,4.71000003814697,2021-10-25
4.67500019073486,4.71000003814697,4.65999984741211,4.70499992370605,12000,4.70499992370605,2021-10-26
4.65000009536743,4.70499992370605,4.65000009536743,4.70499992370605,5000,4.70499992370605,2021-10-27
4.67500019073486,4.67500019073486,4.53000020980835,4.53999996185303,27000,4.53999996185303,2021-10-28
4.5,4.5,4.42999982833862,4.44999980926514,16000,4.44999980926514,2021-10-29
4.44999980926514,4.63000011444092,4.3899998664856,4.55499982833862,20000,4.55499982833862,2021-11-01
4.55499982833862,4.57000017166138,4.42500019073486,4.42500019073486,12000,4.42500019073486,2021-11-02
4.42999982833862,4.42999982833862,4.34999990463257,4.35500001907349,15000,4.35500001907349,2021-11-03
4.22499990463257,4.30000019073486,4.21500015258789,4.26000022888184,43000,4.26000022888184,2021-11-04
4.28000020980835,4.28000020980835,4.09999990463257,4.24499988555908,48000,4.24499988555908,2021-11-05
4.11999988555908,4.18499994277954,4.09999990463257,4.15500020980835,29000,4.15500020980835,2021-11-08
4.1100001335144,4.1100001335144,4,4,47000,4,2021-11-09
4.09499979019165,4.09499979019165,3.95000004768372,3.95000004768372,46000,3.95000004768372,2021-11-10
3.91000008583069,3.98000001907349,3.90000009536743,3.98000001907349,25000,3.98000001907349,2021-11-11
3.99499988555908,4,3.90000009536743,3.90000009536743,23000,3.90000009536743,2021-11-12
3.85999989509583,3.90000009536743,3.70000004768372,3.79500007629395,81000,3.79500007629395,2021-11-15
3.70000004768372,3.78500008583069,3.61999988555908,3.65000009536743,35000,3.65000009536743,2021-11-16
3.61999988555908,3.61999988555908,3.36500000953674,3.46000003814697,118000,3.46000003814697,2021-11-17
3.42000007629395,3.42000007629395,3.23000001907349,3.30999994277954,260000,3.30999994277954,2021-11-18
3.30999994277954,3.30999994277954,3.22000002861023,3.25,77000,3.25,2021-11-19
3.3199999332428,3.34999990463257,3.24000000953674,3.26999998092651,45000,3.26999998092651,2021-11-22
3.3199999332428,3.3199999332428,3.17499995231628,3.1800000667572,41000,3.1800000667572,2021-11-23
3.18499994277954,3.1949999332428,3.08500003814697,3.18499994277954,27000,3.18499994277954,2021-11-24
3.22000002861023,3.25,3.18499994277954,3.18499994277954,24000,3.18499994277954,2021-11-25
3.06500005722046,3.48000001907349,3.01999998092651,3.40000009536743,102000,3.40000009536743,2021-11-26
3.47000002861023,3.49000000953674,3.24000000953674,3.28999996185303,57000,3.28999996185303,2021-11-29
3.25,3.26999998092651,3.21499991416931,3.25,9000,3.25,2021-11-30
3.20000004768372,3.28999996185303,3.17000007629395,3.28999996185303,16000,3.28999996185303,2021-12-01
3.27999997138977,3.27999997138977,3.22000002861023,3.22000002861023,8000,3.22000002861023,2021-12-02
3.22000002861023,3.22000002861023,3.20000004768372,3.20000004768372,5000,3.20000004768372,2021-12-03
3.20000004768372,3.20000004768372,3.01999998092651,3.0699999332428,29000,3.0699999332428,2021-12-06
3.1949999332428,3.5,3.1949999332428,3.48000001907349,25000,3.48000001907349,2021-12-07
4.5149998664856,4.65000009536743,4.32499980926514,4.59499979019165,437000,4.59499979019165,2021-12-08
4.65000009536743,4.78000020980835,4.04500007629395,4.25,356000,4.25,2021-12-09
4.25,4.25,4,4.03999996185303,68000,4.03999996185303,2021-12-10
3.9300000667572,3.99499988555908,3.83999991416931,3.83999991416931,27000,3.83999991416931,2021-12-13
3.91000008583069,3.95499992370605,3.65499997138977,3.65499997138977,51000,3.65499997138977,2021-12-14
3.68499994277954,3.89499998092651,3.6800000667572,3.75999999046326,41000,3.75999999046326,2021-12-15
3.71000003814697,3.71000003814697,3.56500005722046,3.56500005722046,40000,3.56500005722046,2021-12-16
3.57999992370605,3.63499999046326,3.5,3.52999997138977,45000,3.52999997138977,2021-12-17
3.45000004768372,3.47499990463257,3.26999998092651,3.3199999332428,57000,3.3199999332428,2021-12-20
3.33500003814697,3.38000011444092,3.21000003814697,3.23499989509583,94000,3.23499989509583,2021-12-21
3.25,3.27999997138977,3.10999989509583,3.11500000953674,183000,3.11500000953674,2021-12-22
3.17000007629395,3.22000002861023,3.09999990463257,3.20000004768372,73000,3.20000004768372,2021-12-23
3.22499990463257,3.42000007629395,3.17000007629395,3.40000009536743,83000,3.40000009536743,2021-12-27
3.4449999332428,3.47000002861023,3.27999997138977,3.38000011444092,75000,3.38000011444092,2021-12-28
3.39499998092651,3.39499998092651,3.28999996185303,3.3199999332428,48000,3.3199999332428,2021-12-29
3.31500005722046,3.34999990463257,3.30999994277954,3.32500004768372,20000,3.32500004768372,2021-12-30
3.1800000667572,3.4300000667572,3.1800000667572,3.32999992370605,91000,3.32999992370605,2022-01-03
3.3050000667572,3.3050000667572,3.21499991416931,3.26500010490417,50000,3.26500010490417,2022-01-04
3.24000000953674,3.26500010490417,3.23499989509583,3.25999999046326,12000,3.25999999046326,2022-01-05
3.25999999046326,3.25999999046326,3.20000004768372,3.23000001907349,15000,3.23000001907349,2022-01-06
3.22000002861023,3.22000002861023,3.1800000667572,3.21499991416931,23000,3.21499991416931,2022-01-07
3.21000003814697,3.24000000953674,3.17499995231628,3.19000005722046,19000,3.19000005722046,2022-01-10
3.15499997138977,3.21499991416931,3.15499997138977,3.1800000667572,13000,3.1800000667572,2022-01-11
3.16000008583069,3.22000002861023,3.16000008583069,3.21000003814697,8000,3.21000003814697,2022-01-12
3.20499992370605,3.21000003814697,3.19000005722046,3.21000003814697,6000,3.21000003814697,2022-01-13
3.15499997138977,3.20000004768372,3.15000009536743,3.15000009536743,8000,3.15000009536743,2022-01-14
3.24000000953674,3.25500011444092,3.15000009536743,3.17000007629395,25000,3.17000007629395,2022-01-17
3.14499998092651,3.16499996185303,3.14499998092651,3.16000008583069,6000,3.16000008583069,2022-01-18
3.1949999332428,3.1949999332428,3.10999989509583,3.15499997138977,5000,3.15499997138977,2022-01-19
3.13499999046326,3.13499999046326,3.10999989509583,3.11999988555908,8000,3.11999988555908,2022-01-20
3.10999989509583,3.10999989509583,3.0550000667572,3.07999992370605,14000,3.07999992370605,2022-01-21
3.04999995231628,3.04999995231628,2.91000008583069,2.94000005722046,24000,2.94000005722046,2022-01-24
2.91499996185303,2.92000007629395,2.84999990463257,2.88499999046326,15000,2.88499999046326,2022-01-25
2.95000004768372,3.01999998092651,2.95000004768372,2.95499992370605,7000,2.95499992370605,2022-01-26
3.00500011444092,3.00999999046326,2.96000003814697,2.96000003814697,6000,2.96000003814697,2022-01-27
2.9300000667572,2.93499994277954,2.88000011444092,2.90000009536743,13000,2.90000009536743,2022-01-28
2.92000007629395,2.98000001907349,2.92000007629395,2.98000001907349,2000,2.98000001907349,2022-01-31
2.92499995231628,2.92499995231628,2.84999990463257,2.90499997138977,11000,2.90499997138977,2022-02-01
2.96000003814697,3.02999997138977,2.89499998092651,2.91000008583069,41000,2.91000008583069,2022-02-02
2.90499997138977,2.90499997138977,2.88000011444092,2.88000011444092,13000,2.88000011444092,2022-02-03
2.86999988555908,2.90000009536743,2.85500001907349,2.85500001907349,11000,2.85500001907349,2022-02-04
2.84500002861023,2.84500002861023,2.71499991416931,2.79999995231628,17000,2.79999995231628,2022-02-07
2.77999997138977,2.77999997138977,2.56500005722046,2.61500000953674,50000,2.61500000953674,2022-02-08
2.61500000953674,2.625,2.56500005722046,2.56500005722046,16000,2.56500005722046,2022-02-09
2.55999994277954,2.55999994277954,2.5,2.5,40000,2.5,2022-02-10
2.5,2.54999995231628,2.42499995231628,2.54999995231628,9000,2.54999995231628,2022-02-11
2.50999999046326,2.50999999046326,2.4300000667572,2.49000000953674,16000,2.49000000953674,2022-02-14
2.50999999046326,2.57999992370605,2.46000003814697,2.46000003814697,13000,2.46000003814697,2022-02-15
2.52999997138977,2.55999994277954,2.45000004768372,2.47499990463257,11000,2.47499990463257,2022-02-16
2.49000000953674,2.5,2.4300000667572,2.4300000667572,6000,2.4300000667572,2022-02-17
2.41000008583069,2.41000008583069,2.26999998092651,2.28500008583069,18000,2.28500008583069,2022-02-18
2.25,2.47499990463257,2.25,2.44000005722046,29000,2.44000005722046,2022-02-21
2.44000005722046,2.47499990463257,2.30999994277954,2.34999990463257,32000,2.34999990463257,2022-02-22
2.33500003814697,2.34999990463257,2.33500003814697,2.33500003814697,5000,2.33500003814697,2022-02-23
2.20000004768372,2.24499988555908,2.13499999046326,2.24499988555908,39000,2.24499988555908,2022-02-24
2.27999997138977,2.38000011444092,2.24000000953674,2.27999997138977,31000,2.27999997138977,2022-02-25
2.26999998092651,2.26999998092651,2.18499994277954,2.25999999046326,12000,2.25999999046326,2022-02-28
2.27999997138977,2.29999995231628,2.16499996185303,2.16499996185303,9000,2.16499996185303,2022-03-01
2.16499996185303,2.20000004768372,2.13000011444092,2.19000005722046,7000,2.19000005722046,2022-03-02
2.19000005722046,2.27500009536743,2.16000008583069,2.16000008583069,23000,2.16000008583069,2022-03-03
2.10999989509583,2.11500000953674,2,2,37000,2,2022-03-04
1.92999994754791,1.92999994754791,1.83000004291534,1.85199999809265,56000,1.85199999809265,2022-03-07
1.85000002384186,1.92400002479553,1.79999995231628,1.79999995231628,26000,1.79999995231628,2022-03-08
1.96800005435944,2.22499990463257,1.96800005435944,2.17000007629395,33000,2.17000007629395,2022-03-09
2.25500011444092,2.25500011444092,2.08500003814697,2.08999991416931,13000,2.08999991416931,2022-03-10
2.10999989509583,2.13000011444092,2.06500005722046,2.11999988555908,17000,2.11999988555908,2022-03-11
2.15499997138977,2.44000005722046,2.15499997138977,2.36999988555908,63000,2.36999988555908,2022-03-14
2.375,2.375,2.26999998092651,2.32500004768372,17000,2.32500004768372,2022-03-15
2.3199999332428,2.46000003814697,2.3199999332428,2.39000010490417,28000,2.39000010490417,2022-03-16
2.45000004768372,2.48499989509583,2.32500004768372,2.32999992370605,21000,2.32999992370605,2022-03-17
2.32999992370605,2.4300000667572,2.32999992370605,2.35500001907349,8000,2.35500001907349,2022-03-18
2.33999991416931,2.46000003814697,2.33999991416931,2.40000009536743,47000,2.40000009536743,2022-03-21
2.40000009536743,2.42499995231628,2.40000009536743,2.42499995231628,4000,2.42499995231628,2022-03-22
2.35999989509583,2.40499997138977,2.29500007629395,2.40000009536743,39000,2.40000009536743,2022-03-23
2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,0,2.40000009536743,2022-03-24
2.40000009536743,2.40000009536743,2.40000009536743,2.40000009536743,0,2.40000009536743,2022-03-25
2.40000009536743,2.42000007629395,2.30999994277954,2.32500004768372,12000,2.32500004768372,2022-03-28
2.27999997138977,2.32999992370605,2.24000000953674,2.27999997138977,18000,2.27999997138977,2022-03-29
2.24000000953674,2.26500010490417,2.15000009536743,2.1800000667572,26000,2.1800000667572,2022-03-30
2.1800000667572,2.1800000667572,2.09999990463257,2.09999990463257,14000,2.09999990463257,2022-03-31
2.09999990463257,2.09999990463257,2.09999990463257,2.09999990463257,2000,2.09999990463257,2022-04-01
2.13499999046326,2.14000010490417,2.01500010490417,2.06500005722046,27000,2.06500005722046,2022-04-04
2.10500001907349,2.10500001907349,2,2.04500007629395,30000,2.04500007629395,2022-04-05
2.01999998092651,2.01999998092651,2,2.01999998092651,7000,2.01999998092651,2022-04-06
1.99000000953674,1.99000000953674,1.90400004386902,1.90400004386902,28000,1.90400004386902,2022-04-07
1.96200001239777,1.99000000953674,1.92599999904633,1.92999994754791,35000,1.92999994754791,2022-04-08
1.90199995040894,1.9099999666214,1.87999999523163,1.87999999523163,14000,1.87999999523163,2022-04-11
1.91400003433228,2,1.89800000190735,1.89800000190735,8000,1.89800000190735,2022-04-12
1.87199997901917,1.87999999523163,1.80999994277954,1.82400000095367,30000,1.82400000095367,2022-04-13
1.8400000333786,1.87999999523163,1.83200001716614,1.87999999523163,7000,1.87999999523163,2022-04-14
1.87999999523163,1.91999995708466,1.86800003051758,1.86800003051758,7000,1.86800003051758,2022-04-19
1.86800003051758,1.93799996376038,1.86800003051758,1.93799996376038,6000,1.93799996376038,2022-04-20
1.94000005722046,1.94000005722046,1.88199996948242,1.90199995040894,9000,1.90199995040894,2022-04-21
1.94000005722046,2.01999998092651,1.91400003433228,1.96000003814697,29000,1.96000003814697,2022-04-22
1.99000000953674,2.03500008583069,1.99000000953674,2.03500008583069,7000,2.03500008583069,2022-04-25
1.97599995136261,1.99800002574921,1.96000003814697,1.99800002574921,5000,1.99800002574921,2022-04-26
1.98800003528595,2,1.94799995422363,1.95799994468689,10000,1.95799994468689,2022-04-27
1.91999995708466,1.99199998378754,1.9099999666214,1.99199998378754,6000,1.99199998378754,2022-04-28
1.94000005722046,1.99199998378754,1.91400003433228,1.96000003814697,13000,1.96000003814697,2022-04-29
1.91400003433228,1.91400003433228,1.79999995231628,1.80200004577637,42000,1.80200004577637,2022-05-02
1.80999994277954,1.81200003623962,1.80999994277954,1.80999994277954,14000,1.80999994277954,2022-05-03
1.86000001430511,1.87000000476837,1.79200005531311,1.80999994277954,38000,1.80999994277954,2022-05-04
1.85599994659424,1.85800004005432,1.74000000953674,1.76400005817413,28000,1.76400005817413,2022-05-05
1.77999997138977,1.77999997138977,1.62999999523163,1.71599996089935,42000,1.71599996089935,2022-05-06
1.75,1.75,1.71399998664856,1.73000001907349,5000,1.73000001907349,2022-05-09
1.73199999332428,1.73199999332428,1.57000005245209,1.57000005245209,45000,1.57000005245209,2022-05-10
1.55200004577637,1.57799994945526,1.45000004768372,1.47399997711182,94000,1.47399997711182,2022-05-11
1.44000005722046,1.45200002193451,1.37999999523163,1.42799997329712,36000,1.42799997329712,2022-05-12
1.37000000476837,1.53999996185303,1.37000000476837,1.48000001907349,38000,1.48000001907349,2022-05-13
1.48800003528595,1.52999997138977,1.48399996757507,1.52999997138977,14000,1.52999997138977,2022-05-16
1.57599997520447,1.66999995708466,1.53600001335144,1.63800001144409,31000,1.63800001144409,2022-05-17
1.66600000858307,1.73000001907349,1.60399997234344,1.71800005435944,38000,1.71800005435944,2022-05-18
1.71800005435944,1.71800005435944,1.71800005435944,1.71800005435944,2000,1.71800005435944,2022-05-19
1.71800005435944,1.72200000286102,1.71800005435944,1.72200000286102,5000,1.72200000286102,2022-05-20
1.70200002193451,1.70200002193451,1.69000005722046,1.69000005722046,4000,1.69000005722046,2022-05-23
1.66999995708466,1.66999995708466,1.61000001430511,1.61000001430511,9000,1.61000001430511,2022-05-24
1.62999999523163,1.62999999523163,1.62000000476837,1.62000000476837,3000,1.62000000476837,2022-05-25
1.66999995708466,1.91999995708466,1.66999995708466,1.91999995708466,61000,1.91999995708466,2022-05-26
1.91600000858307,2.09999990463257,1.8400000333786,2.05999994277954,163000,2.05999994277954,2022-05-27
2.0699999332428,2.1949999332428,2.0699999332428,2.07999992370605,106000,2.07999992370605,2022-05-30
2.06500005722046,2.06500005722046,1.94400000572205,1.95000004768372,66000,1.95000004768372,2022-05-31
1.98000001907349,2.14000010490417,1.98000001907349,2.03500008583069,39000,2.03500008583069,2022-06-01
2,2.07500004768372,2,2.07500004768372,3000,2.07500004768372,2022-06-02
2.08500003814697,2.10999989509583,2.02999997138977,2.02999997138977,11000,2.02999997138977,2022-06-03
2.03999996185303,2.05999994277954,1.98800003528595,1.98800003528595,15000,1.98800003528595,2022-06-06
1.98199999332428,1.98199999332428,1.98000001907349,1.98000001907349,4000,1.98000001907349,2022-06-07
1.98000001907349,1.98000001907349,1.98000001907349,1.98000001907349,0,1.98000001907349,2022-06-08
2,2,1.91999995708466,1.91999995708466,7000,1.91999995708466,2022-06-09
1.91999995708466,1.93400001525879,1.84399998188019,1.89999997615814,19000,1.89999997615814,2022-06-10
1.86000001430511,1.86000001430511,1.77999997138977,1.77999997138977,7000,1.77999997138977,2022-06-13
1.76999998092651,1.76999998092651,1.73000001907349,1.73000001907349,5000,1.73000001907349,2022-06-14
1.78999996185303,1.78999996185303,1.78999996185303,1.78999996185303,4000,1.78999996185303,2022-06-15
1.82799994945526,1.82799994945526,1.78199994564056,1.78199994564056,2000,1.78199994564056,2022-06-16
1.72000002861023,1.72000002861023,1.67599999904633,1.69000005722046,6000,1.69000005722046,2022-06-17
1.71000003814697,1.73000001907349,1.67799997329712,1.73000001907349,13000,1.73000001907349,2022-06-20
1.73000001907349,1.73000001907349,1.73000001907349,1.73000001907349,0,1.73000001907349,2022-06-21
1.72000002861023,1.72000002861023,1.72000002861023,1.72000002861023,2000,1.72000002861023,2022-06-22
1.72000002861023,1.74800002574921,1.72000002861023,1.72000002861023,5000,1.72000002861023,2022-06-23
1.69000005722046,1.69000005722046,1.66999995708466,1.66999995708466,7000,1.66999995708466,2022-06-24
1.61000001430511,1.6599999666214,1.61000001430511,1.6599999666214,4000,1.6599999666214,2022-06-27
1.60000002384186,1.62199997901917,1.5900000333786,1.62199997901917,8000,1.62199997901917,2022-06-28
1.65199995040894,1.65199995040894,1.59200000762939,1.62199997901917,12000,1.62199997901917,2022-06-29
1.60000002384186,1.60000002384186,1.57000005245209,1.58000004291534,16000,1.58000004291534,2022-06-30
1.58000004291534,1.58000004291534,1.56200003623962,1.57000005245209,5000,1.57000005245209,2022-07-01
1.62999999523163,1.62999999523163,1.60000002384186,1.60000002384186,3000,1.60000002384186,2022-07-04
1.52999997138977,1.5900000333786,1.51999998092651,1.51999998092651,9000,1.51999998092651,2022-07-05
1.50999999046326,1.50999999046326,1.45000004768372,1.45000004768372,14000,1.45000004768372,2022-07-06
1.44000005722046,1.45000004768372,1.39999997615814,1.45000004768372,21000,1.45000004768372,2022-07-07
1.47000002861023,1.51999998092651,1.42999994754791,1.51999998092651,10000,1.51999998092651,2022-07-08
1.5,1.5,1.5,1.5,7000,1.5,2022-07-11
1.50999999046326,1.50999999046326,1.50999999046326,1.50999999046326,1000,1.50999999046326,2022-07-12
1.432000041008,1.44000005722046,1.432000041008,1.44000005722046,2000,1.44000005722046,2022-07-13
1.44000005722046,1.46000003814697,1.44000005722046,1.45000004768372,11000,1.45000004768372,2022-07-14
1.48000001907349,1.48000001907349,1.48000001907349,1.48000001907349,3000,1.48000001907349,2022-07-15
1.5,1.5,1.47000002861023,1.47000002861023,4000,1.47000002861023,2022-07-18
1.41999995708466,1.41999995708466,1.41999995708466,1.41999995708466,1000,1.41999995708466,2022-07-19
1.41999995708466,1.41999995708466,1.41999995708466,1.41999995708466,0,1.41999995708466,2022-07-20
1.41999995708466,1.41999995708466,1.41999995708466,1.41999995708466,5000,1.41999995708466,2022-07-21
1.54999995231628,1.54999995231628,1.49000000953674,1.49800002574921,5000,1.49800002574921,2022-07-22
1.49800002574921,1.49800002574921,1.49800002574921,1.49800002574921,0,1.49800002574921,2022-07-25
1.39999997615814,1.44000005722046,1.39999997615814,1.44000005722046,7000,1.44000005722046,2022-07-26
1.45000004768372,1.45000004768372,1.45000004768372,1.45000004768372,7000,1.45000004768372,2022-07-27
1.4099999666214,1.45200002193451,1.39199995994568,1.42200005054474,16000,1.42200005054474,2022-07-28
1.48000001907349,1.48000001907349,1.42999994754791,1.42999994754791,7000,1.42999994754791,2022-07-29
1.47000002861023,1.48000001907349,1.46000003814697,1.46000003814697,5000,1.46000003814697,2022-08-01
1.44000005722046,1.44200003147125,1.44000005722046,1.44200003147125,4000,1.44200003147125,2022-08-02
1.51999998092651,1.51999998092651,1.45200002193451,1.45200002193451,8000,1.45200002193451,2022-08-03
1.45000004768372,1.47000002861023,1.45000004768372,1.47000002861023,2000,1.47000002861023,2022-08-04
1.47000002861023,1.47000002861023,1.47000002861023,1.47000002861023,2000,1.47000002861023,2022-08-05
1.44000005722046,1.50399994850159,1.44000005722046,1.45000004768372,3000,1.45000004768372,2022-08-08
1.46000003814697,1.49600005149841,1.44000005722046,1.44000005722046,18000,1.44000005722046,2022-08-09
1.48000001907349,1.49399995803833,1.40400004386902,1.49399995803833,12000,1.49399995803833,2022-08-10
1.48000001907349,1.50999999046326,1.48000001907349,1.49000000953674,23000,1.49000000953674,2022-08-11
1.49800002574921,1.54999995231628,1.49800002574921,1.50199997425079,10000,1.50199997425079,2022-08-12
1.50199997425079,1.50199997425079,1.50199997425079,1.50199997425079,1000,1.50199997425079,2022-08-16
1.5,1.50999999046326,1.5,1.5,8000,1.5,2022-08-17
1.5,1.5,1.5,1.5,1000,1.5,2022-08-18
1.50600004196167,1.50600004196167,1.50600004196167,1.50600004196167,1000,1.50600004196167,2022-08-19
1.50600004196167,1.50600004196167,1.50600004196167,1.50600004196167,0,1.50600004196167,2022-08-22
1.45000004768372,1.5,1.45000004768372,1.5,3000,1.5,2022-08-23
1.5,1.5,1.5,1.5,0,1.5,2022-08-24
1.46000003814697,1.5,1.46000003814697,1.5,5000,1.5,2022-08-25
1.5,1.5,1.5,1.5,0,1.5,2022-08-26
1.42999994754791,1.45000004768372,1.42999994754791,1.45000004768372,3000,1.45000004768372,2022-08-29
1.47000002861023,1.47000002861023,1.47000002861023,1.47000002861023,2000,1.47000002861023,2022-08-30
1.47000002861023,1.47000002861023,1.47000002861023,1.47000002861023,0,1.47000002861023,2022-08-31
1.47000002861023,1.47000002861023,1.47000002861023,1.47000002861023,0,1.47000002861023,2022-09-01
1.42999994754791,1.42999994754791,1.42400002479553,1.42400002479553,5000,1.42400002479553,2022-09-02
1.42400002479553,1.42400002479553,1.42400002479553,1.42400002479553,0,1.42400002479553,2022-09-05
1.42999994754791,1.42999994754791,1.42999994754791,1.42999994754791,1000,1.42999994754791,2022-09-06
1.42999994754791,1.42999994754791,1.42999994754791,1.42999994754791,0,1.42999994754791,2022-09-07
1.37999999523163,1.42999994754791,1.37999999523163,1.42999994754791,3000,1.42999994754791,2022-09-08
1.42999994754791,1.42999994754791,1.4099999666214,1.4099999666214,6000,1.4099999666214,2022-09-09
1.44000005722046,1.44000005722046,1.40199995040894,1.42999994754791,6000,1.42999994754791,2022-09-12
1.4099999666214,1.44000005722046,1.38199996948242,1.39999997615814,13000,1.39999997615814,2022-09-13
