"MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted","Date"
86.9083938598633,87.9198455810547,86.2309188842773,87.8244247436523,8251428,73.2480926513672,2020-01-02
86.5267181396484,87.8530502319336,86.364501953125,87.0706100463867,5903698,72.6194152832031,2020-01-03
87.0515289306641,87.5381698608398,86.8225173950195,87.4427490234375,7522963,72.9297714233398,2020-01-06
86.6412200927734,86.9465637207031,85.0381698608398,85.114501953125,11132275,70.9879150390625,2020-01-07
85.0095443725586,85.400764465332,84.3606872558594,84.5419845581055,15200506,70.5104522705078,2020-01-08
84.8759536743164,85.9255752563477,84.713737487793,85.286262512207,9714750,71.1311950683594,2020-01-09
85.6106872558594,85.9828262329102,85.3530502319336,85.4293899536133,5945304,71.2505722045898,2020-01-10
85.4198455810547,85.5248107910156,84.9427490234375,85.4103012084961,10261492,71.2346420288086,2020-01-13
85.1812973022461,85.8110656738281,84.7996215820312,85.8110656738281,8625669,71.5688934326172,2020-01-14
85.9732818603516,87.4141235351562,85.963737487793,87.3473281860352,9614038,72.8501968383789,2020-01-15
87.6526718139648,87.8435134887695,86.879768371582,87.0038146972656,7252474,72.5636825561523,2020-01-16
87.099235534668,87.4332046508789,86.6984710693359,86.8034362792969,10131226,72.3965835571289,2020-01-17
86.5648880004883,86.8034362792969,85.6011428833008,85.849235534668,10022129,71.6007308959961,2020-01-21
86.0400772094727,86.3167953491211,85.515266418457,85.5438919067383,7800474,71.3460464477539,2020-01-22
85.5534362792969,85.5534362792969,84.2175598144531,84.5038146972656,13198093,70.4786071777344,2020-01-23
84.5706100463867,84.7614517211914,81.6603012084961,82.0419845581055,14954960,68.4253692626953,2020-01-24
81.2022933959961,82.5477066040039,80.8301544189453,82.1564865112305,10847534,68.520881652832,2020-01-27
82.4809188842773,82.7385482788086,81.9656524658203,82.2996215820312,9496347,68.640266418457,2020-01-28
82.6335906982422,84.1221389770508,82.4713745117188,83.2442779541016,8511227,69.4281158447266,2020-01-29
82.9675598144531,83.1393127441406,82.2519073486328,82.5381698608398,11016471,68.8392181396484,2020-01-30
82.4236602783203,82.7003784179688,81.1068725585938,81.5267181396484,9621583,67.9956283569336,2020-01-31
82.099235534668,84.1793899536133,82.099235534668,83.3396987915039,9729318,69.507698059082,2020-02-03
84.379768371582,85.114501953125,84.0267181396484,84.3129806518555,15091305,70.3194580078125,2020-02-04
80.8015289306641,82.7671737670898,80.1526718139648,81.8988571166992,29290133,68.3059844970703,2020-02-05
82.0801544189453,82.2805328369141,81.3549652099609,81.7557220458984,16110170,68.1866302490234,2020-02-06
81.9561080932617,82.0038146972656,80.9446563720703,81.1832046508789,11419427,67.7091064453125,2020-02-07
81.1832046508789,82.0419845581055,81.0496215820312,81.7366409301758,10590983,68.1707229614258,2020-02-10
81.9274826049805,82.0610656738281,81.0591583251953,81.3454208374023,10252689,67.8444290161133,2020-02-11
81.1450347900391,81.3263397216797,79.1030502319336,79.4370193481445,19630926,66.2527618408203,2020-02-12
79.1316757202148,79.1316757202148,77.7194671630859,78.2156524658203,19388734,65.2341232299805,2020-02-13
78.463737487793,79.0076370239258,77.9293899536133,78.864501953125,8743464,65.775260925293,2020-02-14
79.0839691162109,79.3034362792969,78.4923629760742,78.6832046508789,10017308,65.6240463256836,2020-02-18
79.2748107910156,79.3034362792969,77.8339691162109,78.2442779541016,11740220,65.2579650878906,2020-02-19
78.4542007446289,79.036262512207,77.9770965576172,78.7118301391602,10941330,65.6479263305664,2020-02-20
78.4255752563477,78.8454208374023,77.9675598144531,78.5687026977539,9295970,65.5285568237305,2020-02-21
76.9179382324219,78.8072509765625,76.879768371582,77.6049652099609,13734145,64.7247695922852,2020-02-24
77.7957992553711,78.1870193481445,76.1927490234375,76.5935134887695,13171683,63.8811988830566,2020-02-25
76.9656524658203,77.8912200927734,76.1164093017578,76.2786254882812,11940283,63.6185874938965,2020-02-26
77.0133590698242,78.0057220458984,74.4274826049805,74.5038146972656,15734253,62.1383323669434,2020-02-27
73.1679382324219,73.9408416748047,70.7824401855469,73.0534362792969,29246117,60.9286689758301,2020-02-28
73.5973281860352,77.8148880004883,73.5496215820312,77.6431274414062,18840525,64.7566070556641,2020-03-02
77.6717529296875,78.6259536743164,74.3416061401367,75.5057220458984,17394599,62.9739456176758,2020-03-03
77.7671737670898,79.265266418457,76.2213745117188,79.1698455810547,20224199,66.0299072265625,2020-03-04
77.7957992553711,78.9790115356445,77.2328262329102,77.8435134887695,15017840,64.9237442016602,2020-03-05
76.3072509765625,78.8358764648438,75.7919845581055,78.4351119995117,14208574,65.4171371459961,2020-03-06
74.4274826049805,77.0229034423828,73.463737487793,75.3435134887695,18942810,62.8386573791504,2020-03-09
76.7938919067383,78.4160308837891,73.9503784179688,78.2633590698242,17527486,65.2738876342773,2020-03-10
76.1736602783203,76.4885482788086,74.4561080932617,75.620231628418,14274179,63.0694465637207,2020-03-11
70.9923629760742,74.484733581543,69.9045791625977,71.0400772094727,22664782,59.2494621276855,2020-03-12
72.7290115356445,73.6927490234375,68.9503784179688,73.234733581543,25857094,61.5844650268555,2020-03-13
67.5286254882812,72.6049652099609,64.0457992553711,66.7175598144531,20808354,56.1040382385254,2020-03-16
68.3683242797852,72.5858764648438,68.1106872558594,71.0687026977539,24745795,59.763011932373,2020-03-17
68.1774826049805,71.2404556274414,65.6774826049805,68.349235534668,18558508,57.4761581420898,2020-03-18
68.0820617675781,69.5229034423828,65.7538146972656,67.4904556274414,19268738,56.7539901733398,2020-03-19
66.364501953125,69.1793899536133,65.3625946044922,68.0916061401367,23075912,57.2595062255859,2020-03-20
67.0515289306641,68.3301544189453,62.2614517211914,63.3587799072266,18375003,53.2795906066895,2020-03-23
65.8301544189453,66.5553436279297,64.1125946044922,65.8874053955078,19901939,55.4059638977051,2020-03-24
65.2767181396484,67.1564865112305,63.6927490234375,65.0954208374023,18311494,54.7399673461914,2020-03-25
65.0190811157227,70.7824401855469,64.9809188842773,70.1622161865234,18052848,59.0007286071777,2020-03-26
68.5114517211914,70.0667953491211,67.9866409301758,68.4446563720703,12467218,57.5563926696777,2020-03-27
70.2480926513672,74.036262512207,69.5419845581055,73.4255752563477,15803316,61.7449378967285,2020-03-30
72.7576370239258,74.0457992553711,72.0610656738281,73.4160308837891,15079672,61.7369117736816,2020-03-31
71.2404556274414,72.0133590698242,69.6469497680664,70.4198455810547,11665288,59.2173500061035,2020-04-01
72.5,73.5877838134766,70.6393127441406,73.349235534668,12843345,61.6807518005371,2020-04-02
