"GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted","Date"
55.9718360900879,59.6102523803711,55.9718360900879,59.4607276916504,17540015,57.8977470397949,2020-01-02
57.6664428710938,59.8096199035645,57.4670753479004,59.6600952148438,17231837,58.0918731689453,2020-01-03
59.0121574401855,60.8562850952148,59.0121574401855,60.507396697998,22461009,58.9169044494629,2020-01-06
60.5572395324707,61.0058097839355,59.410888671875,60.0588264465332,14160793,58.4801254272461,2020-01-07
59.7597770690918,60.0588264465332,59.1616821289062,59.510570526123,11115771,57.9462776184082,2020-01-08
60.1585083007812,60.2581901550293,58.9623146057129,59.3610458374023,7900488,57.8006896972656,2020-01-09
59.0121574401855,59.3610458374023,57.7661247253418,58.164852142334,11767739,56.6359367370605,2020-01-10
58.513744354248,60.5572395324707,58.2146949768066,60.40771484375,13274420,58.8198471069336,2020-01-13
60.6070785522461,60.7566032409668,59.7597770690918,59.9591445922852,9034667,58.3830680847168,2020-01-14
59.9093017578125,59.9093017578125,58.9623146057129,59.1616821289062,9239517,57.606559753418,2020-01-15
59.510570526123,59.7099342346191,58.9124755859375,59.0121574401855,7358067,57.4609718322754,2020-01-16
59.0619964599609,59.4607276916504,58.6134262084961,58.8626327514648,9345794,57.3153648376465,2020-01-17
58.513744354248,58.8127937316895,57.8658065795898,58.1150131225586,8775485,56.5873985290527,2020-01-21
58.3642196655273,58.3642196655273,56.5699310302734,56.6696128845215,12428998,55.1800003051758,2020-01-22
58.4639015197754,59.0619964599609,57.8159637451172,58.6632652282715,14679157,57.1212425231934,2020-01-23
59.2115211486816,59.2613639831543,57.9156455993652,58.3642196655273,11912960,56.8300628662109,2020-01-24
57.0683441162109,57.7661247253418,56.7194557189941,57.0185012817383,9602991,55.5197219848633,2020-01-27
57.4172325134277,58.9124755859375,57.168025970459,58.4639015197754,12625782,56.9271202087402,2020-01-28
62.6505737304688,64.7937545776367,62.2518463134766,64.4947052001953,44278356,62.7993927001953,2020-01-29
64.2454986572266,64.7439117431641,62.301685333252,63.4480361938477,19154638,61.7802429199219,2020-01-30
63.1988296508789,63.4978790283203,61.504222869873,62.0524787902832,15646447,60.4213600158691,2020-01-31
62.1023216247559,63.1988296508789,61.0556526184082,61.1054954528809,10105766,59.4992790222168,2020-02-03
62.2518463134766,62.8997802734375,61.7534294128418,62.7004165649414,8905297,61.0522766113281,2020-02-04
63.5975608825684,64.0959777832031,62.6505737304688,64.0959777832031,10046658,62.4111557006836,2020-02-05
64.4947052001953,64.7937545776367,63.9464492797852,64.544548034668,12763278,62.8479232788086,2020-02-06
64.8934326171875,65.2423248291016,63.8467674255371,63.9464492797852,13369743,62.265552520752,2020-02-07
63.9962921142578,64.6442260742188,63.647403717041,64.3451843261719,6720424,62.65380859375,2020-02-10
64.544548034668,64.6940689086914,63.6972427368164,64.0461349487305,8202487,62.362621307373,2020-02-11
64.544548034668,66.0896301269531,64.1956558227539,65.5912170410156,13184414,63.8670806884766,2020-02-12
65.1924819946289,65.5912170410156,64.2953414916992,64.4947052001953,10234936,62.7993927001953,2020-02-13
64.6442260742188,65.1426467895508,63.547721862793,63.9464492797852,7416954,62.265552520752,2020-02-14
63.3483543395996,64.544548034668,63.1489906311035,63.547721862793,8820688,61.877311706543,2020-02-18
63.298511505127,64.4947052001953,62.7502593994141,62.8499412536621,11010597,61.1978721618652,2020-02-19
63.0493049621582,63.1988296508789,61.8531150817871,62.4512100219727,7937566,60.8096160888672,2020-02-20
62.0524787902832,62.1023216247559,60.9061279296875,61.0556526184082,8611565,59.4507446289062,2020-02-21
58.2645378112793,60.1086654663086,57.8159637451172,59.1118392944336,14240786,57.5580253601074,2020-02-24
59.6600952148438,59.8096199035645,55.7226295471191,56.4204063415527,16269102,54.9373359680176,2020-02-25
56.6696128845215,57.5169143676758,53.8286552429199,54.5762786865234,18682881,53.1416854858398,2020-02-26
52.931510925293,54.5762786865234,51.3864326477051,51.7851600646973,18910102,50.4239387512207,2020-02-27
49.5921401977539,55.7724685668945,49.1435699462891,54.2273864746094,30359552,52.8019638061523,2020-02-28
55.8721504211426,56.5200881958008,53.6292915344238,55.8721504211426,25039892,54.4035034179688,2020-03-02
56.0715179443359,56.7194557189941,53.1807174682617,54.2273864746094,21919391,52.8019638061523,2020-03-03
55.1245307922363,55.4235801696777,53.3302421569824,54.5762786865234,16665500,53.1416854858398,2020-03-04
52.8318290710449,53.4797668457031,49.5921401977539,50.2400817871094,21686251,48.9194717407227,2020-03-05
48.5454750061035,48.6451568603516,45.7543563842773,46.8508682250977,29787216,45.6646461486816,2020-03-06
41.5178451538086,43.1626091003418,40.4213333129883,40.9197463989258,24558063,39.8837013244629,2020-03-09
43.7607040405273,44.1095924377441,40.670539855957,44.1095924377441,19850767,42.9927787780762,2020-03-10
42.9632415771484,43.1626091003418,40.670539855957,40.9197463989258,20746329,39.8837013244629,2020-03-11
36.0352935791016,38.7765693664551,34.0416412353516,36.0352935791016,31583435,35.1229095458984,2020-03-12
38.8762512207031,40.0724449157715,35.8359298706055,39.1254577636719,22099041,38.1348457336426,2020-03-13
34.8391036987305,35.6365623474121,33.1444969177246,33.1943397521973,23255932,32.353889465332,2020-03-16
34.440372467041,36.5337104797363,31.4000492095947,35.2876739501953,24121739,34.394229888916,2020-03-17
32.4467163085938,33.8921165466309,29.4063968658447,32.8952903747559,27873844,32.0624198913574,2020-03-18
31.8984622955322,34.440372467041,30.6524295806885,32.2971954345703,19861762,31.4794673919678,2020-03-19
34.9387855529785,35.1381492614746,32.1476707458496,32.4965591430664,25306037,31.6737785339355,2020-03-20
32.1476707458496,33.0448150634766,30.0543327331543,30.4530639648438,21193467,29.6820182800293,2020-03-23
33.1943397521973,35.1879920959473,32.2473526000977,34.9387855529785,23974833,34.0541610717773,2020-03-24
37.1318054199219,39.8730773925781,34.6895790100098,37.680061340332,27665082,36.7260360717773,2020-03-25
38.0289497375488,41.3683204650879,37.4308547973633,40.4711761474609,24714600,39.4464874267578,2020-03-26
38.2781562805176,39.2251396179199,37.5803756713867,37.9791069030762,18719196,37.0175170898438,2020-03-27
37.5803756713867,39.574031829834,36.6333923339844,39.3248252868652,17425331,38.3291625976562,2020-03-30
39.2251396179199,40.7702217102051,38.9759368896484,39.574031829834,24307107,38.5720596313477,2020-03-31
37.4806938171387,37.6302185058594,34.8889427185059,35.0883102416992,19974760,34.1999130249023,2020-04-01
34.9886283874512,36.8327560424805,33.7425918579102,34.3905296325684,19561750,33.5197982788086,2020-04-02
35.0384674072266,35.1381492614746,32.7956085205078,33.5432281494141,19622924,32.6939544677734,2020-04-03
35.2378349304199,36.3841857910156,34.5898971557617,36.0352935791016,19672140,35.1229095458984,2020-04-06
38.327995300293,38.6270446777344,34.8889427185059,35.0384674072266,19278732,34.1513290405273,2020-04-07
35.7860870361328,36.7829132080078,35.1879920959473,36.3841857910156,18589124,35.4629783630371,2020-04-08
37.1318054199219,37.5803756713867,35.337516784668,35.5867233276367,25701070,34.6857032775879,2020-04-09
35.5368804931641,35.5368804931641,33.6927528381348,34.9886283874512,18874790,34.1027488708496,2020-04-13
35.3873596191406,36.0851364135742,34.0914840698242,34.5400543212891,21481602,33.6655387878418,2020-04-14
33.5432281494141,33.5432281494141,31.6492557525635,32.3968772888184,27732155,31.5766220092773,2020-04-15
32.2971954345703,32.5962409973145,30.9016361236572,31.101001739502,33241115,30.3135528564453,2020-04-16
32.2473526000977,34.5898971557617,31.5994148254395,34.0914840698242,33287181,33.2283210754395,2020-04-17
32.9451332092285,33.6429100036621,32.197509765625,32.4467163085938,20001786,31.6252002716064,2020-04-20
31.8486213684082,32.7956085205078,31.4000492095947,32.2971954345703,15539929,31.4794673919678,2020-04-21
32.8454475402832,33.0946578979492,31.8984622955322,32.0479888916016,15398901,31.2365665435791,2020-04-22
32.197509765625,33.5930671691895,32.0479888916016,32.4965591430664,16611930,31.6737785339355,2020-04-23
32.8454475402832,32.8952903747559,31.150842666626,31.20068359375,31222349,30.4107131958008,2020-04-24
31.7987804412842,32.2473526000977,31.5495738983154,32.0479888916016,21475783,31.2365665435791,2020-04-27
32.7457656860352,34.4902114868164,32.7457656860352,33.8921165466309,28223273,33.0339965820312,2020-04-28
33.2940216064453,34.3905296325684,32.4965591430664,32.7956085205078,45188986,31.9652538299561,2020-04-29
32.6959266662598,33.9917984008789,31.9483051300049,33.8921165466309,35254082,33.0339965820312,2020-04-30
33.2441787719727,33.5930671691895,31.9483051300049,32.3968772888184,24151935,31.5766220092773,2020-05-01
31.4000492095947,31.4498901367188,30.6524295806885,30.9514770507812,27457604,30.1678142547607,2020-05-04
31.3003673553467,32.197509765625,30.7022705078125,30.9016361236572,23474184,30.1192378997803,2020-05-05
30.9016361236572,31.150842666626,29.7552852630615,29.8051261901855,23525367,29.0504894256592,2020-05-06
30.203857421875,31.20068359375,30.203857421875,30.4530639648438,20196745,29.6820182800293,2020-05-07
30.9514770507812,31.5495738983154,30.7022705078125,31.3502082824707,18787072,30.5564517974854,2020-05-08
31.101001739502,31.150842666626,30.5527477264404,30.8517951965332,14414337,30.0706596374512,2020-05-11
31.0013198852539,31.3003673553467,29.9048099517822,29.9048099517822,19191335,29.1476516723633,2020-05-12
29.9048099517822,30.0044918060303,27.3130588531494,28.8581409454346,47299141,28.1274833679199,2020-05-13
28.0108375549316,29.4063968658447,27.3130588531494,28.4095687866211,28130338,27.6902637481689,2020-05-14
27.9609966278076,28.2102031707764,27.3130588531494,27.3628997802734,25779038,26.6700992584229,2020-05-15
28.6089344024658,32.3470344543457,28.6089344024658,31.2505264282227,51073738,30.4592952728271,2020-05-18
31.3502082824707,31.7489395141602,30.3533802032471,30.9514770507812,21766084,30.1678142547607,2020-05-19
31.5495738983154,32.2473526000977,31.3502082824707,31.9981460571289,18315596,31.1879901885986,2020-05-20
31.9981460571289,32.6460838317871,31.5495738983154,32.2971954345703,19827132,31.4794673919678,2020-05-21
32.2971954345703,32.2971954345703,31.2505264282227,31.9483051300049,13961540,31.139404296875,2020-05-22
33.8422775268555,34.5898971557617,33.8422775268555,33.8921165466309,25984590,33.0339965820312,2020-05-26
36.1349792480469,37.0321235656738,35.337516784668,36.334342956543,29644242,35.4143905639648,2020-05-27
37.331169128418,37.331169128418,33.5930671691895,33.7924346923828,27831269,32.936840057373,2020-05-28
32.6959266662598,33.4933853149414,32.097827911377,32.7457656860352,25942336,31.9166717529297,2020-05-29
32.7956085205078,33.9917984008789,32.3470344543457,33.6927528381348,15083601,32.8396835327148,2020-06-01
34.3905296325684,35.7860870361328,34.1911659240723,35.1381492614746,22787385,34.2484893798828,2020-06-02
35.9854545593262,36.9822807312012,35.7860870361328,36.6832313537598,24642090,35.7544479370117,2020-06-03
36.434024810791,38.6270446777344,35.7362480163574,38.577205657959,25118482,37.6004638671875,2020-06-04
42.1159400939941,42.6641960144043,39.0257759094238,39.2749824523926,33669153,38.2805824279785,2020-06-05
40.9695892333984,42.7140350341797,40.4213333129883,42.1657791137695,31792699,41.0981826782227,2020-06-08
