"RACE.Open","RACE.High","RACE.Low","RACE.Close","RACE.Volume","RACE.Adjusted","Date"
134.110000610352,138.600006103516,130.199996948242,134.050003051758,1276700,128.696548461914,2020-03-18
135.970001220703,139.490005493164,133.149993896484,136.699996948242,1058700,131.24072265625,2020-03-19
137.419998168945,147.990005493164,137.179992675781,139.559997558594,784500,133.986511230469,2020-03-20
132.809997558594,137.619995117188,129.5,129.5,761200,124.328269958496,2020-03-23
140.789993286133,149.979995727539,138.960006713867,144.949996948242,574700,139.161270141602,2020-03-24
149.339996337891,156.940002441406,147.979995727539,154.059997558594,1378400,147.907440185547,2020-03-25
151.649993896484,157.770004272461,151.199996948242,157.179992675781,711900,150.90283203125,2020-03-26
152.610000610352,154.070007324219,149.479995727539,150.029998779297,619700,144.038360595703,2020-03-27
151.210006713867,154.429992675781,150.5,154.289993286133,343600,148.128234863281,2020-03-30
152.449996948242,156.449996948242,151.509994506836,152.570007324219,562300,146.476943969727,2020-03-31
152.720001220703,153.029998779297,147.020004272461,148.449996948242,572900,142.521484375,2020-04-01
146.330001831055,148.259994506836,141.539993286133,141.850006103516,729600,136.18505859375,2020-04-02
139.100006103516,140.690002441406,134.240005493164,134.830001831055,693900,129.445404052734,2020-04-03
139.869995117188,147.179992675781,138.910003662109,147.009994506836,547100,141.13899230957,2020-04-06
150.550003051758,151.419998168945,146,146.479995727539,514100,140.630142211914,2020-04-07
150.690002441406,155,150.050003051758,154.009994506836,345600,147.859420776367,2020-04-08
154,158.600006103516,152.839996337891,157.039993286133,331200,150.768402099609,2020-04-09
157.479995727539,157.600006103516,152.509994506836,153.419998168945,192000,147.292999267578,2020-04-13
155.559997558594,157.110000610352,154.440002441406,155.759994506836,400400,149.539535522461,2020-04-14
152.850006103516,153.259994506836,150,150.600006103516,271700,144.58561706543,2020-04-15
154.720001220703,156.199996948242,151.990005493164,154.300003051758,145800,148.13786315918,2020-04-16
162.889999389648,163.389999389648,160.574996948242,161.339996337891,484700,154.896697998047,2020-04-17
158.990005493164,159.309997558594,156.630004882812,157.009994506836,215400,151.896682739258,2020-04-20
158.339996337891,159.020004272461,153.089996337891,153.149993896484,337700,148.162399291992,2020-04-21
157.289993286133,158.75,156.449996948242,158.020004272461,370300,152.873794555664,2020-04-22
156.529998779297,159.279998779297,156.279998779297,157.020004272461,163900,151.906356811523,2020-04-23
158,158,155.179992675781,156.350006103516,217300,151.258178710938,2020-04-24
157.559997558594,159.5,157.460006713867,158.5,245800,153.338165283203,2020-04-27
159.529998779297,159.550003051758,155.860000610352,155.860000610352,327000,150.784149169922,2020-04-28
159,159.940002441406,157.25,157.25,430800,152.128875732422,2020-04-29
156.369995117188,158.115005493164,154.554992675781,155.619995117188,323200,150.551971435547,2020-04-30
153.690002441406,153.910003662109,147.080001831055,148.990005493164,512800,144.13786315918,2020-05-01
154.259994506836,159.919998168945,153.259994506836,158.529998779297,570500,153.3671875,2020-05-04
155.529998779297,157.514999389648,154.264999389648,156.039993286133,432800,150.958267211914,2020-05-05
158.330001831055,158.839996337891,155.490005493164,155.699996948242,192100,150.629364013672,2020-05-06
157.889999389648,157.910003662109,155.460006713867,157.279998779297,101700,152.157897949219,2020-05-07
158.330001831055,160.600006103516,158.229995727539,159.869995117188,239000,154.663543701172,2020-05-08
158.710006713867,161.169998168945,158.199996948242,160.050003051758,120700,154.837692260742,2020-05-11
160.139999389648,160.190002441406,156.880004882812,156.910003662109,152500,151.799942016602,2020-05-12
158.229995727539,158.339996337891,153.434997558594,154.759994506836,180100,149.719955444336,2020-05-13
151.199996948242,154.979995727539,150.970001220703,154.809997558594,151800,149.768341064453,2020-05-14
157.520004272461,158.669998168945,156.089996337891,157.389999389648,154000,152.264312744141,2020-05-15
161.380004882812,164.300003051758,161.169998168945,162.759994506836,230100,157.459442138672,2020-05-18
159.770004272461,161.369995117188,158.139999389648,158.25,497000,153.096298217773,2020-05-19
159.970001220703,160.520004272461,158.020004272461,158.789993286133,282100,153.618713378906,2020-05-20
160.860000610352,160.869995117188,157.824996948242,158.759994506836,157900,153.58967590332,2020-05-21
159.529998779297,160.880996704102,158.860000610352,160.479995727539,124000,155.253662109375,2020-05-22
164.080001831055,164.429992675781,162.460006713867,162.779998779297,175500,157.478775024414,2020-05-26
164.940002441406,164.990005493164,161.119995117188,163.369995117188,335600,158.049560546875,2020-05-27
164.800003051758,169.389999389648,164.300003051758,166.690002441406,301500,161.261444091797,2020-05-28
169.990005493164,170.080001831055,167.089996337891,168.710006713867,347200,163.215667724609,2020-05-29
168.479995727539,170.419998168945,168.449996948242,169.449996948242,241800,163.931579589844,2020-06-01
169.410003662109,171.369995117188,169.410003662109,171.210006713867,223100,165.634246826172,2020-06-02
174.139999389648,176.960006713867,173.949996948242,176.190002441406,273900,170.452056884766,2020-06-03
174.100006103516,176.199996948242,173.949996948242,173.990005493164,319100,168.323715209961,2020-06-04
173.300003051758,174.220001220703,170.380004882812,170.850006103516,443300,165.285980224609,2020-06-05
171.330001831055,172.949996948242,169.770004272461,172.600006103516,176700,166.978988647461,2020-06-08
172.039993286133,175.330001831055,171.75,174.509994506836,326900,168.826782226562,2020-06-09
175.800003051758,176.979995727539,174.539993286133,175.679992675781,210800,169.958648681641,2020-06-10
169.360000610352,170.979995727539,164.279998779297,165.289993286133,351700,159.907028198242,2020-06-11
170.179992675781,170.509994506836,165,167.889999389648,188900,162.42236328125,2020-06-12
164.740005493164,169.910003662109,164.229995727539,169.699996948242,181100,164.173416137695,2020-06-15
173.289993286133,173.289993286133,168.589996337891,169.690002441406,242100,164.163757324219,2020-06-16
168.910003662109,170.839996337891,168.339996337891,169.809997558594,235000,164.279830932617,2020-06-17
168.369995117188,169.630004882812,167.240005493164,168.580001831055,129200,163.089874267578,2020-06-18
168.270004272461,169.860000610352,167.75,168.210006713867,183700,162.731948852539,2020-06-19
172.720001220703,172.720001220703,170.589996337891,171.449996948242,173000,165.866409301758,2020-06-22
174.830001831055,175.610000610352,173.029998779297,173.050003051758,184500,167.414337158203,2020-06-23
170.600006103516,171.520004272461,167.5,168.690002441406,168500,163.196319580078,2020-06-24
167.779998779297,170.169998168945,166.330001831055,170.089996337891,147800,164.550720214844,2020-06-25
172.169998168945,172.425003051758,168.910003662109,169.619995117188,131300,164.09602355957,2020-06-26
171.169998168945,171.766998291016,169.110000610352,170.979995727539,130900,165.411727905273,2020-06-29
168.5,171.949996948242,168.089996337891,171.009994506836,189300,165.440765380859,2020-06-30
169.660003662109,172.770004272461,168.789993286133,171.940002441406,192600,166.340454101562,2020-07-01
173.929992675781,174.820007324219,171.979995727539,172.160003662109,142200,166.553298950195,2020-07-02
175.800003051758,177.220001220703,175.179992675781,176.009994506836,214000,170.277923583984,2020-07-06
176.440002441406,176.75,173.199996948242,173.509994506836,146600,167.859344482422,2020-07-07
175.580001831055,176.600006103516,174.020004272461,175.910003662109,190100,170.181167602539,2020-07-08
177.199996948242,177.630004882812,174.479995727539,177.559997558594,274200,171.777435302734,2020-07-09
178.220001220703,179.300003051758,176.589996337891,179,149400,173.170562744141,2020-07-10
179.5,180.350006103516,175.869995117188,176.330001831055,330800,170.587509155273,2020-07-13
174.270004272461,178.169998168945,174.220001220703,178.100006103516,172600,172.299880981445,2020-07-14
179.110000610352,180.417999267578,178.199996948242,179,148700,173.170562744141,2020-07-15
177.160003662109,177.979995727539,176.460006713867,177.389999389648,107000,171.612976074219,2020-07-16
177.240005493164,177.686996459961,175.490005493164,177.559997558594,116200,171.777435302734,2020-07-17
178.300003051758,181.414993286133,178.009994506836,180.789993286133,155400,174.902252197266,2020-07-20
182.259994506836,183.050003051758,180.490005493164,180.850006103516,160700,174.960311889648,2020-07-21
182.679992675781,183.5,181.330001831055,183.029998779297,115500,177.069305419922,2020-07-22
184,185.360000610352,181.759994506836,182.179992675781,243700,176.246978759766,2020-07-23
179.639999389648,180.410003662109,178.300003051758,179.190002441406,129400,173.354354858398,2020-07-24
181.330001831055,182.679992675781,179.005004882812,179.929992675781,301900,174.070251464844,2020-07-27
179,180.164993286133,178.440002441406,178.889999389648,95400,173.06413269043,2020-07-28
180.509994506836,182.399993896484,179.910003662109,182.199996948242,152900,176.266326904297,2020-07-29
178.279998779297,181.529998779297,178.029998779297,181.020004272461,145300,175.124771118164,2020-07-30
180.990005493164,181.830001831055,178.050003051758,181.699996948242,270900,175.782592773438,2020-07-31
181.559997558594,189.259994506836,180.339996337891,186.449996948242,413300,180.3779296875,2020-08-03
182.529998779297,187.085006713867,182.210006713867,185.509994506836,483300,179.468536376953,2020-08-04
188,188.850006103516,186.190002441406,186.729995727539,360500,180.648803710938,2020-08-05
185.740005493164,187.410003662109,185.139999389648,186.639999389648,126900,180.561737060547,2020-08-06
186.539993286133,187.279998779297,184.479995727539,185.949996948242,119900,179.894195556641,2020-08-07
183.880004882812,184.830001831055,182.779998779297,184.25,149900,178.249557495117,2020-08-10
187.800003051758,189.205001831055,185.320007324219,185.490005493164,229500,179.449203491211,2020-08-11
191.059997558594,193.830001831055,190.619995117188,192.630004882812,369300,186.356674194336,2020-08-12
193.710006713867,196.529998779297,193.5,194.320007324219,245500,187.991622924805,2020-08-13
194.809997558594,195.410003662109,193.199996948242,194.300003051758,228000,187.972274780273,2020-08-14
195.869995117188,198.550003051758,195.809997558594,197.190002441406,223200,190.768157958984,2020-08-17
199,199.619995117188,196.130004882812,196.300003051758,139000,189.907135009766,2020-08-18
197.100006103516,197.100006103516,194.429992675781,194.710006713867,152500,188.368942260742,2020-08-19
192.460006713867,195.440002441406,192.182006835938,195.020004272461,114200,188.668823242188,2020-08-20
191.619995117188,194.619995117188,191.539993286133,193.809997558594,127200,187.498245239258,2020-08-21
197.380004882812,197.380004882812,194.966995239258,195.429992675781,101600,189.065475463867,2020-08-24
198.270004272461,198.294998168945,195.470001220703,197.309997558594,87600,190.884246826172,2020-08-25
196.059997558594,199.970001220703,196,199.289993286133,215500,192.799758911133,2020-08-26
198.460006713867,198.550003051758,194.309997558594,195.509994506836,189700,189.142868041992,2020-08-27
196.110000610352,196.710006713867,195.244995117188,196.300003051758,91900,189.907135009766,2020-08-28
195.679992675781,196.179992675781,194.279998779297,194.75,102000,188.407623291016,2020-08-31
194.229995727539,195.660003662109,193.559997558594,195.570007324219,164900,189.200912475586,2020-09-01
197.550003051758,197.550003051758,195.009994506836,196.690002441406,304700,190.284439086914,2020-09-02
196.100006103516,196.100006103516,190,190.970001220703,313800,184.750732421875,2020-09-03
191.949996948242,192.960006713867,187.139999389648,191.740005493164,137600,185.495651245117,2020-09-04
186.539993286133,190.589996337891,185.839996337891,185.839996337891,222100,179.787796020508,2020-09-08
189.020004272461,191.789993286133,188.679992675781,189.419998168945,161100,183.251205444336,2020-09-09
190,191.197998046875,187.529998779297,187.860000610352,188400,181.742004394531,2020-09-10
190.699996948242,192.25,189.610000610352,191.720001220703,215800,185.476303100586,2020-09-11
191.789993286133,193.020004272461,191.020004272461,191.990005493164,233800,185.737503051758,2020-09-14
194.470001220703,194.759994506836,191.274993896484,191.580001831055,94500,185.340866088867,2020-09-15
192.029998779297,192.419998168945,188.470001220703,188.850006103516,139100,182.699783325195,2020-09-16
187.910003662109,190.929992675781,187.740005493164,190.139999389648,93100,183.94775390625,2020-09-17
188.669998168945,189.759994506836,186.699996948242,187.919998168945,122000,181.800033569336,2020-09-18
183.899993896484,184.419998168945,180.660003662109,184.100006103516,169500,178.104446411133,2020-09-21
183.050003051758,183.880004882812,181.973999023438,183.300003051758,154300,177.330505371094,2020-09-22
183.440002441406,184.179992675781,181.289993286133,181.580001831055,125100,175.666534423828,2020-09-23
182.009994506836,184.759994506836,180.800003051758,182.830001831055,142800,176.875793457031,2020-09-24
179.25,182.070007324219,178.940002441406,181.25,155500,175.347274780273,2020-09-25
183.860000610352,184.070007324219,182.940002441406,183.279998779297,124900,177.311157226562,2020-09-28
183.630004882812,184.270004272461,182.100006103516,182.350006103516,120600,176.411437988281,2020-09-29
182.850006103516,185.195007324219,182.350006103516,184.089996337891,249800,178.094787597656,2020-09-30
184.490005493164,185.080001831055,182.919998168945,184.600006103516,183600,178.588180541992,2020-10-01
180.589996337891,182.464996337891,180.554992675781,180.869995117188,186800,174.979644775391,2020-10-02
181.25,182.75,180.639999389648,182.630004882812,133300,176.682342529297,2020-10-05
181.289993286133,181.490005493164,176.029998779297,176.490005493164,345200,170.742294311523,2020-10-06
180.539993286133,184.610000610352,180.479995727539,183.399993896484,441100,177.427230834961,2020-10-07
182.279998779297,182.830001831055,180.970001220703,181.320007324219,212900,175.414993286133,2020-10-08
181.789993286133,183.399993896484,181.220001220703,182.839996337891,140100,176.885467529297,2020-10-09
184.740005493164,185.589996337891,184.119995117188,184.899993896484,159000,178.878387451172,2020-10-12
185.800003051758,185.800003051758,183.509994506836,184.190002441406,119200,178.191528320312,2020-10-13
185.990005493164,186.860000610352,183.884994506836,185.759994506836,259300,179.710388183594,2020-10-14
181.740005493164,188.619995117188,181.729995727539,187.710006713867,542600,181.596908569336,2020-10-15
191.059997558594,194.320007324219,190.880004882812,192.520004272461,500400,186.250244140625,2020-10-16
192.529998779297,193,188.820007324219,189.369995117188,285000,183.202819824219,2020-10-19
192.339996337891,194.369995117188,191.919998168945,192.539993286133,182400,186.269592285156,2020-10-20
189.779998779297,192.089996337891,189.330001831055,189.929992675781,221600,183.744567871094,2020-10-21
189.199996948242,191.789993286133,188.660003662109,190.100006103516,306600,183.909057617188,2020-10-22
190.509994506836,190.960006713867,188.490005493164,189.970001220703,204700,183.783279418945,2020-10-23
186.059997558594,186.649993896484,184.389999389648,185.419998168945,223000,179.381469726562,2020-10-26
186.710006713867,186.710006713867,184.830001831055,185.339996337891,240100,179.304061889648,2020-10-27
179.119995117188,180.559997558594,177,177.119995117188,395400,171.351776123047,2020-10-28
177.100006103516,179.845001220703,176.287002563477,178.570007324219,190600,172.75456237793,2020-10-29
178.410003662109,179.300003051758,176.710006713867,178.419998168945,228500,172.609451293945,2020-10-30
180.699996948242,183.779998779297,180.690002441406,183.179992675781,337600,177.214401245117,2020-11-02
192.990005493164,198.199996948242,191.654998779297,196.009994506836,671100,189.626571655273,2020-11-03
202.100006103516,203.289993286133,199.699996948242,202.199996948242,491300,195.614990234375,2020-11-04
204.179992675781,207.259994506836,203.449996948242,207.089996337891,379400,200.345733642578,2020-11-05
207,208.940002441406,206.5,208,481600,201.226089477539,2020-11-06
212.699996948242,213.479995727539,205.369995117188,205.800003051758,399200,199.097747802734,2020-11-09
203.460006713867,205.589996337891,202.350006103516,204.600006103516,194200,197.93684387207,2020-11-10
207.820007324219,210.059997558594,207.820007324219,209.270004272461,195900,202.454742431641,2020-11-11
208.850006103516,209.199996948242,204.039993286133,205.479995727539,295500,198.788177490234,2020-11-12
208.059997558594,208.509994506836,205.5,206.690002441406,777800,199.958786010742,2020-11-13
208.5,208.919998168945,205.699996948242,207.669998168945,274100,200.906860351562,2020-11-16
210.710006713867,212.009994506836,209.610000610352,210.350006103516,302400,203.499588012695,2020-11-17
214.509994506836,215.479995727539,212.789993286133,214.029998779297,443700,207.059722900391,2020-11-18
212.460006713867,214.169998168945,211.899993896484,214.169998168945,195500,207.195175170898,2020-11-19
211.919998168945,212.75,209.029998779297,209.740005493164,200200,202.909439086914,2020-11-20
210.649993896484,211.190002441406,207.891998291016,209.960006713867,191900,203.122268676758,2020-11-23
210,211.619995117188,208.649993896484,210.300003051758,243100,203.451202392578,2020-11-24
211.279998779297,213.080001831055,210.830001831055,212.389999389648,144100,205.47314453125,2020-11-25
212.740005493164,213.669998168945,212.610000610352,212.740005493164,150300,205.811752319336,2020-11-27
214.559997558594,214.559997558594,210.699996948242,211.110000610352,258400,204.234817504883,2020-11-30
212.589996337891,214.949996948242,212.339996337891,214.389999389648,255500,207.408004760742,2020-12-01
213.570007324219,215.190002441406,212.259994506836,214.770004272461,169400,207.775650024414,2020-12-02
215.399993896484,216.5,214.699996948242,215.350006103516,274400,208.33674621582,2020-12-03
212.199996948242,212.759994506836,209.848999023438,210.339996337891,555100,203.489883422852,2020-12-04
209.809997558594,211.895004272461,209.470001220703,210.660003662109,251200,203.79948425293,2020-12-07
210.520004272461,215.940002441406,210.5,214,244000,207.030715942383,2020-12-08
216.679992675781,217.490005493164,213.559997558594,214.949996948242,285900,207.949768066406,2020-12-09
213.429992675781,215.164993286133,212.225006103516,213.929992675781,268400,206.962982177734,2020-12-10
213.070007324219,215.369995117188,212.800003051758,214.889999389648,217400,207.891723632812,2020-12-11
217.350006103516,218.720001220703,215.789993286133,216.399993896484,233800,209.3525390625,2020-12-14
220.240005493164,222.050003051758,219.5,221.029998779297,256400,213.831771850586,2020-12-15
223.610000610352,223.630004882812,221.529998779297,222.190002441406,297600,214.953979492188,2020-12-16
223.720001220703,225.880004882812,223.240005493164,223.729995727539,264900,216.443817138672,2020-12-17
226.020004272461,226.360000610352,224.539993286133,225.729995727539,179300,218.378707885742,2020-12-18
220.960006713867,225.289993286133,219.940002441406,224.639999389648,290600,217.324203491211,2020-12-21
225.479995727539,229,224.800003051758,227.539993286133,279600,220.129760742188,2020-12-22
228.179992675781,228.919998168945,224.940002441406,225.339996337891,281700,218.001419067383,2020-12-23
225.009994506836,226,223.779998779297,225.529998779297,53800,218.185211181641,2020-12-24
229.440002441406,229.664993286133,227.630004882812,228.610000610352,194600,221.164886474609,2020-12-28
233.660003662109,233.660003662109,229.410003662109,229.639999389648,350300,222.161361694336,2020-12-29
233.009994506836,233.389999389648,228.695999145508,229.690002441406,225300,222.209732055664,2020-12-30
229.020004272461,230.100006103516,227.039993286133,229.520004272461,134400,222.045272827148,2020-12-31
231.660003662109,232.309997558594,225.910003662109,227.009994506836,324800,219.61701965332,2021-01-04
226.020004272461,228.179992675781,225.5,226.080001831055,276700,218.717315673828,2021-01-05
221.330001831055,223.740005493164,221.119995117188,221.75,324200,214.5283203125,2021-01-06
221.009994506836,222.389999389648,220.125,222.100006103516,283200,214.866912841797,2021-01-07
219.589996337891,220.850006103516,216.559997558594,217.970001220703,684200,210.871429443359,2021-01-08
215.520004272461,219.699996948242,215.216003417969,217.960006713867,616100,210.861755371094,2021-01-11
216.600006103516,219.339996337891,215.929992675781,217.960006713867,227000,210.861755371094,2021-01-12
220.380004882812,221.940002441406,219.279998779297,221.690002441406,263800,214.470260620117,2021-01-13
219.539993286133,220.669998168945,215.25,216.160003662109,324900,209.120361328125,2021-01-14
214.820007324219,215.139999389648,209.759994506836,210.070007324219,336300,203.228713989258,2021-01-15
211.490005493164,211.490005493164,208.410003662109,210.429992675781,248600,203.57698059082,2021-01-19
211.520004272461,214.085006713867,211.229995727539,213.649993896484,167600,206.692077636719,2021-01-20
213.410003662109,217.119995117188,213,216.139999389648,310400,209.101028442383,2021-01-21
213.809997558594,214.494995117188,210.789993286133,212.070007324219,276500,205.16357421875,2021-01-22
211.630004882812,211.919998168945,208.669998168945,210.160003662109,452700,203.315765380859,2021-01-25
211.080001831055,211.649993896484,208.309997558594,208.5,449500,201.709808349609,2021-01-26
206.520004272461,209.330001831055,203.800003051758,207.25,385900,200.500534057617,2021-01-27
208.190002441406,208.789993286133,206.470001220703,206.979995727539,550200,200.239318847656,2021-01-28
209.5,210.205993652344,206.960006713867,208.179992675781,429400,201.40022277832,2021-01-29
212.490005493164,217.720001220703,211.800003051758,216.990005493164,582200,209.92333984375,2021-02-01
211.089996337891,212.889999389648,204.720001220703,207.789993286133,1005300,201.022918701172,2021-02-02
201.690002441406,201.835006713867,194.240005493164,200,1991000,193.48664855957,2021-02-03
200.080001831055,204.080001831055,200,201.330001831055,574700,194.773330688477,2021-02-04
203.869995117188,204.089996337891,201.690002441406,202.679992675781,215000,196.079376220703,2021-02-05
207.5,209.009994506836,206.610000610352,208.679992675781,313200,201.88395690918,2021-02-08
208.360000610352,209.550003051758,207.889999389648,209.179992675781,204700,202.36767578125,2021-02-09
208.75,209.039993286133,206.490005493164,207.149993896484,150800,200.403778076172,2021-02-10
205.449996948242,205.820007324219,203.600006103516,204.929992675781,169200,198.256072998047,2021-02-11
204.029998779297,205.837005615234,203.429992675781,205.350006103516,146600,198.662414550781,2021-02-12
203.479995727539,203.660003662109,201.559997558594,201.970001220703,230100,195.392501831055,2021-02-16
198.259994506836,200.520004272461,198.009994506836,199.929992675781,303900,193.418930053711,2021-02-17
199.089996337891,199.940002441406,197.460006713867,199.449996948242,318400,192.954528808594,2021-02-18
199.169998168945,199.38200378418,198,198.289993286133,142000,191.832336425781,2021-02-19
195.880004882812,198.660003662109,195.320007324219,196.720001220703,224900,190.313461303711,2021-02-22
194.669998168945,197.539993286133,192.180999755859,196.809997558594,385300,190.400527954102,2021-02-23
195.279998779297,197.479995727539,194.149993896484,196.410003662109,294900,190.013565063477,2021-02-24
196.199996948242,197.169998168945,193.440002441406,194.830001831055,295300,188.485015869141,2021-02-25
196.399993896484,198.470001220703,194.960006713867,197.380004882812,389400,190.95198059082,2021-02-26
195,198.565002441406,194.800003051758,197.699996948242,367600,191.26155090332,2021-03-01
196.759994506836,198.050003051758,195.309997558594,196.479995727539,191600,190.081268310547,2021-03-02
192.660003662109,195.029998779297,190.899993896484,191.449996948242,417500,185.215087890625,2021-03-03
189.449996948242,191.059997558594,185.119995117188,187.779998779297,683000,181.664611816406,2021-03-04
189.429992675781,189.429992675781,183.820007324219,188.899993896484,350500,182.748138427734,2021-03-05
188.169998168945,191.929992675781,187.714004516602,188.520004272461,257900,182.380523681641,2021-03-08
192.960006713867,194.947998046875,192.744995117188,193.029998779297,347800,186.743621826172,2021-03-09
194.429992675781,194.429992675781,191.800003051758,191.830001831055,277900,185.582717895508,2021-03-10
197.919998168945,197.919998168945,195.509994506836,196.820007324219,452500,190.410217285156,2021-03-11
193.899993896484,196.149993896484,192.779998779297,195.809997558594,142400,189.433090209961,2021-03-12
195.240005493164,195.779998779297,193.899993896484,195.630004882812,136100,189.25895690918,2021-03-15
197.220001220703,197.330001831055,194.485000610352,196.619995117188,343100,190.216705322266,2021-03-16
195.399993896484,197.880004882812,194.360000610352,197.539993286133,158700,191.106750488281,2021-03-17
194.259994506836,195.619995117188,193.449996948242,194.649993896484,301300,188.31086730957,2021-03-18
196.389999389648,197.259994506836,193.449996948242,197.059997558594,449400,190.642395019531,2021-03-19
201.809997558594,209.410003662109,201.300003051758,208.059997558594,659100,201.284164428711,2021-03-22
206.639999389648,206.850006103516,202.270004272461,202.820007324219,510400,196.214813232422,2021-03-23
201.059997558594,202.289993286133,199.264999389648,200.350006103516,366600,193.825241088867,2021-03-24
199.289993286133,204.279998779297,199.130004882812,203.949996948242,410100,197.308013916016,2021-03-25
203.110000610352,204.800003051758,201.539993286133,204.259994506836,650400,197.607894897461,2021-03-26
203.720001220703,205.5,202.869995117188,204.429992675781,370600,197.772354125977,2021-03-29
203.479995727539,208.949996948242,203.270004272461,208.770004272461,525400,201.971038818359,2021-03-30
209,210.369995117188,208.610000610352,209.279998779297,325900,202.464431762695,2021-03-31
209.979995727539,211.380004882812,207.559997558594,208.039993286133,487000,201.264785766602,2021-04-01
