"SLSN.Open","SLSN.High","SLSN.Low","SLSN.Close","SLSN.Volume","SLSN.Adjusted","Date"
0.280000001192093,0.280000001192093,0.280000001192093,0.280000001192093,0,0.280000001192093,2020-01-02
0.280000001192093,0.280000001192093,0.280000001192093,0.280000001192093,0,0.280000001192093,2020-01-03
0.259999990463257,0.310000002384186,0.259999990463257,0.310000002384186,1400,0.310000002384186,2020-01-06
0.300000011920929,0.310000002384186,0.300000011920929,0.310000002384186,4800,0.310000002384186,2020-01-07
0.310000002384186,0.310000002384186,0.280000001192093,0.280000001192093,2900,0.280000001192093,2020-01-08
0.300000011920929,0.319999992847443,0.300000011920929,0.319999992847443,2000,0.319999992847443,2020-01-09
0.280000001192093,0.319999992847443,0.270000010728836,0.270000010728836,13800,0.270000010728836,2020-01-10
0.28999999165535,0.319999992847443,0.259999990463257,0.319999992847443,1300,0.319999992847443,2020-01-13
0.28999999165535,0.319999992847443,0.270000010728836,0.300000011920929,1800,0.300000011920929,2020-01-14
0.300000011920929,0.300000011920929,0.270000010728836,0.270000010728836,400,0.270000010728836,2020-01-15
0.270000010728836,0.270000010728836,0.270000010728836,0.270000010728836,0,0.270000010728836,2020-01-16
0.280000001192093,0.300000011920929,0.280000001192093,0.300000011920929,14200,0.300000011920929,2020-01-17
0.319999992847443,0.319999992847443,0.270000010728836,0.319999992847443,11100,0.319999992847443,2020-01-21
0.270000010728836,0.28999999165535,0.270000010728836,0.28999999165535,4300,0.28999999165535,2020-01-22
0.300000011920929,0.319999992847443,0.280000001192093,0.319999992847443,5500,0.319999992847443,2020-01-23
0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0,0.319999992847443,2020-01-24
0.25,0.319999992847443,0.25,0.319999992847443,8100,0.319999992847443,2020-01-27
0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0,0.319999992847443,2020-01-28
0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,100,0.319999992847443,2020-01-29
0.310000002384186,0.319999992847443,0.28999999165535,0.319999992847443,19000,0.319999992847443,2020-01-30
0.340000003576279,0.349999994039536,0.330000013113022,0.330000013113022,27400,0.330000013113022,2020-01-31
0.349999994039536,0.349999994039536,0.340000003576279,0.349999994039536,2000,0.349999994039536,2020-02-03
0.300000011920929,0.490000009536743,0.300000011920929,0.349999994039536,1400,0.349999994039536,2020-02-04
0.409999996423721,0.490000009536743,0.330000013113022,0.330000013113022,3600,0.330000013113022,2020-02-05
