"V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted","Date"
189,191.139999389648,188.720001220703,191.119995117188,8733000,183.549072265625,2020-01-02
188.410003662109,190.960006713867,187.919998168945,189.600006103516,4899700,182.089340209961,2020-01-03
188,189.210006713867,187.160003662109,189.190002441406,10109500,181.695556640625,2020-01-06
189.589996337891,190.100006103516,188.600006103516,188.690002441406,4392300,181.21533203125,2020-01-07
189.490005493164,192.5,188.800003051758,191.919998168945,5712000,184.3173828125,2020-01-08
193,193.919998168945,192.520004272461,193.25,6748000,185.594680786133,2020-01-09
193.5,194.570007324219,193.110000610352,193.770004272461,6586400,186.094116210938,2020-01-10
194.440002441406,195.600006103516,194.279998779297,195.330001831055,11290500,187.592330932617,2020-01-13
196.740005493164,196.949996948242,195.139999389648,196.050003051758,6236500,188.283813476562,2020-01-14
197,200.149993896484,196.320007324219,199.800003051758,10831100,191.885269165039,2020-01-15
201,201.5,199.779998779297,200.949996948242,9983700,192.989669799805,2020-01-16
201.759994506836,204.75,199.979995727539,204.699996948242,12518900,196.591156005859,2020-01-17
204.130004882812,208.389999389648,203.800003051758,207.289993286133,14861700,199.078521728516,2020-01-21
207.509994506836,210.130004882812,207.289993286133,207.899993896484,8065000,199.664337158203,2020-01-22
207.899993896484,208.399993896484,205.300003051758,206.520004272461,8520800,198.33903503418,2020-01-23
207.419998168945,207.990005493164,204.210006713867,205,7812900,196.879257202148,2020-01-24
200,203.330001831055,199.100006103516,201.690002441406,7198900,193.700378417969,2020-01-27
202.389999389648,203.839996337891,201.779998779297,202.850006103516,7215700,194.814453125,2020-01-28
204.300003051758,205.919998168945,202.509994506836,204.860000610352,7041700,196.744812011719,2020-01-29
204,208.5,203.320007324219,208.210006713867,8571900,199.962097167969,2020-01-30
201.490005493164,203.979995727539,198.259994506836,198.970001220703,16699600,191.088119506836,2020-01-31
199.940002441406,202.259994506836,199.850006103516,200.809997558594,10885900,192.855209350586,2020-02-03
203.5,204.919998168945,202.229995727539,203.559997558594,10205900,195.496292114258,2020-02-04
205.5,205.600006103516,199.949996948242,202.809997558594,8672400,194.776016235352,2020-02-05
203.050003051758,204.630004882812,202.479995727539,203.039993286133,7001200,194.996871948242,2020-02-06
201.979995727539,203.830001831055,201.089996337891,202.740005493164,5691100,194.708770751953,2020-02-07
201.970001220703,206.130004882812,201.860000610352,205.990005493164,6239500,197.830047607422,2020-02-10
207.5,207.669998168945,203.639999389648,203.940002441406,10231900,195.861282348633,2020-02-11
205,208.149993896484,205,207.440002441406,7355800,199.222595214844,2020-02-12
206.619995117188,208.470001220703,206.050003051758,207.399993896484,9495300,199.47265625,2020-02-13
208.289993286133,210.779998779297,208.009994506836,210.289993286133,6548800,202.252182006836,2020-02-14
210,211.5,209.360000610352,211.199996948242,7651500,203.127380371094,2020-02-18
212.520004272461,214.169998168945,211.720001220703,213.309997558594,5927500,205.156753540039,2020-02-19
212.130004882812,213.690002441406,208.279998779297,211.449996948242,8531900,203.36784362793,2020-02-20
209.899993896484,210.220001220703,207.419998168945,208.809997558594,9231500,200.828750610352,2020-02-21
197.889999389648,203.770004272461,194.009994506836,198.789993286133,13316800,191.19172668457,2020-02-24
198.789993286133,199.889999389648,187.720001220703,188.399993896484,18539000,181.198867797852,2020-02-25
190,193.509994506836,187.029998779297,187.210006713867,14214700,180.054382324219,2020-02-26
182.119995117188,186.339996337891,180,180.009994506836,17536600,173.129547119141,2020-02-27
173.789993286133,182.330001831055,172.979995727539,181.759994506836,22659000,174.812652587891,2020-02-28
186.320007324219,192.440002441406,183.100006103516,192.330001831055,17434500,184.978668212891,2020-03-02
193.199996948242,194.039993286133,184.5,185.729995727539,15226400,178.630935668945,2020-03-03
190.360000610352,194.490005493164,186.169998168945,194.289993286133,10789100,186.863723754883,2020-03-04
191.240005493164,191.919998168945,185.639999389648,186.960006713867,10106900,179.813949584961,2020-03-05
183.539993286133,185.990005493164,179.979995727539,184.360000610352,15183200,177.313278198242,2020-03-06
171.210006713867,179.570007324219,168.309997558594,171.130004882812,20486400,164.588973999023,2020-03-09
179.470001220703,182.610000610352,171.880004882812,182.600006103516,16119400,175.620574951172,2020-03-10
177.649993896484,178.729995727539,170.199996948242,172.949996948242,14598200,166.339431762695,2020-03-11
158.5,172,156.990005493164,160.080001831055,27467700,153.961318969727,2020-03-12
168.720001220703,176.320007324219,162.210006713867,175.830001831055,19948900,169.109344482422,2020-03-13
151.139999389648,165.309997558594,147.979995727539,152.009994506836,23692000,146.199798583984,2020-03-16
155.75,163.699996948242,149.25,157.889999389648,22298000,151.855026245117,2020-03-17
148.460006713867,150.679992675781,139.800003051758,148.479995727539,22787500,142.804718017578,2020-03-18
146.919998168945,157.25,141.470001220703,152.25,19362800,146.430603027344,2020-03-19
154.820007324219,158.259994506836,145.669998168945,146.830001831055,18692100,141.2177734375,2020-03-20
141.330001831055,143.350006103516,133.929992675781,135.740005493164,30344100,130.551681518555,2020-03-23
144.839996337891,155.25,143.580001831055,154.529998779297,24488300,148.623489379883,2020-03-24
159.320007324219,168.179992675781,153.580001831055,161.779998779297,20619600,155.596343994141,2020-03-25
162.080001831055,169.529998779297,161.789993286133,168.880004882812,17062900,162.424957275391,2020-03-26
161.080001831055,167.100006103516,158.149993896484,161.559997558594,14950700,155.384796142578,2020-03-27
161.039993286133,165.869995117188,160.690002441406,165.570007324219,15714500,159.241516113281,2020-03-30
166.429992675781,168.190002441406,160.539993286133,161.119995117188,20613100,154.961563110352,2020-03-31
156.320007324219,158.070007324219,151.419998168945,153.110000610352,12595200,147.257781982422,2020-04-01
152.529998779297,158.350006103516,151.289993286133,157.389999389648,14051100,151.374160766602,2020-04-02
155.559997558594,157.720001220703,150.600006103516,151.850006103516,11994700,146.045928955078,2020-04-03
160.020004272461,170.729995727539,158.25,169.440002441406,16479100,162.963577270508,2020-04-06
177.759994506836,178.800003051758,168.100006103516,168.589996337891,15379000,162.146072387695,2020-04-07
171.009994506836,176,167.929992675781,174.940002441406,11146500,168.253356933594,2020-04-08
176.270004272461,177.190002441406,172.850006103516,173.690002441406,12231800,167.051147460938,2020-04-09
172.259994506836,172.320007324219,166.149993896484,168.990005493164,14043700,162.530807495117,2020-04-13
173.089996337891,175.429992675781,170.830001831055,174.619995117188,9980500,167.945602416992,2020-04-14
168.699996948242,169.360000610352,164.949996948242,165.960006713867,12118700,159.616561889648,2020-04-15
167.110000610352,168,159.800003051758,162.419998168945,20308200,156.211883544922,2020-04-16
169.649993896484,170.990005493164,164.949996948242,169.539993286133,15375800,163.059692382812,2020-04-17
167.330001831055,167.429992675781,163.199996948242,164.220001220703,10505200,157.943099975586,2020-04-20
162,162.570007324219,159.149993896484,160.529998779297,10562100,154.394104003906,2020-04-21
164.660003662109,167.699996948242,162.919998168945,166.589996337891,14502500,160.222518920898,2020-04-22
167.880004882812,170.410003662109,166.210006713867,166.380004882812,11411300,160.020584106445,2020-04-23
168.440002441406,168.75,164.009994506836,167.320007324219,8391400,160.92463684082,2020-04-24
168.649993896484,172.350006103516,168.550003051758,171.759994506836,9903300,165.194915771484,2020-04-27
175,175.009994506836,170.380004882812,171.25,8614400,164.704391479492,2020-04-28
176.850006103516,182.25,176.100006103516,181.789993286133,12862800,174.841522216797,2020-04-29
181.779998779297,181.830001831055,177.660003662109,178.720001220703,11331600,171.888870239258,2020-04-30
174.449996948242,179.639999389648,174.270004272461,175.570007324219,10109600,168.859283447266,2020-05-01
172.949996948242,176.940002441406,171.720001220703,176.149993896484,9386200,169.417098999023,2020-05-04
179.089996337891,181.100006103516,178.259994506836,178.440002441406,13513000,171.619583129883,2020-05-05
179.720001220703,180.509994506836,177.880004882812,178.779998779297,8540500,171.946594238281,2020-05-06
181.75,184.979995727539,181.710006713867,182.720001220703,9262200,175.735977172852,2020-05-07
185.029998779297,185.75,183.619995117188,185.089996337891,6470100,178.015411376953,2020-05-08
183.869995117188,184.619995117188,181.429992675781,183.559997558594,8683100,176.543899536133,2020-05-11
183.559997558594,183.990005493164,179.369995117188,179.470001220703,8219700,172.610198974609,2020-05-12
178.5,181.089996337891,175.039993286133,177.089996337891,13377100,170.606353759766,2020-05-13
175.940002441406,181.050003051758,173.820007324219,180.899993896484,9695100,174.276840209961,2020-05-14
179.979995727539,184.139999389648,178.869995117188,183.490005493164,10785900,176.772033691406,2020-05-15
188,192.830001831055,187.470001220703,191.380004882812,11802200,184.373168945312,2020-05-18
191.139999389648,194.5,189.229995727539,189.360000610352,7446800,182.427139282227,2020-05-19
193,194.990005493164,192.410003662109,193.860000610352,9545600,186.762405395508,2020-05-20
193.5,193.619995117188,190.020004272461,190.619995117188,11338100,183.641006469727,2020-05-21
191,191.369995117188,189.229995727539,190.860000610352,5807600,183.872253417969,2020-05-22
195.800003051758,196.270004272461,192.759994506836,193.220001220703,9662200,186.145797729492,2020-05-26
194.309997558594,194.309997558594,188.520004272461,192.820007324219,7650300,185.760482788086,2020-05-27
193.539993286133,198.289993286133,192.710006713867,194.259994506836,8352200,187.147720336914,2020-05-28
194.5,196.740005493164,193.279998779297,195.240005493164,10211900,188.091873168945,2020-05-29
194.710006713867,195.880004882812,193.520004272461,194.350006103516,6011300,187.234420776367,2020-06-01
195.940002441406,197.520004272461,194.919998168945,196.360000610352,8462100,189.170867919922,2020-06-02
198,198.139999389648,195.570007324219,196.869995117188,8879400,189.662170410156,2020-06-03
195.979995727539,196.460006713867,193.119995117188,193.639999389648,7829800,186.550430297852,2020-06-04
196.199996948242,199.770004272461,195.479995727539,199.610000610352,8561200,192.301849365234,2020-06-05
199.580001831055,199.960006713867,197.130004882812,199.600006103516,7628100,192.292236328125,2020-06-08
198.360000610352,201.669998168945,198.240005493164,199.080001831055,6892300,191.791244506836,2020-06-09
199.899993896484,202.179992675781,198.949996948242,200.479995727539,8405300,193.140014648438,2020-06-10
195.139999389648,196.360000610352,188.75,188.880004882812,11974600,181.964691162109,2020-06-11
194.210006713867,195,187.850006103516,192.259994506836,11706300,185.220962524414,2020-06-12
187,192.479995727539,186.210006713867,191.759994506836,6752700,184.739227294922,2020-06-15
196.860000610352,198.380004882812,191.800003051758,192.880004882812,11057200,185.818283081055,2020-06-16
193.660003662109,195.369995117188,193.059997558594,193.559997558594,5968900,186.473403930664,2020-06-17
192.600006103516,194.25,192.110000610352,193.910003662109,5803200,186.810546875,2020-06-18
196.889999389648,197.100006103516,191.369995117188,192.199996948242,11483300,185.163131713867,2020-06-19
191.990005493164,196.360000610352,191.289993286133,194.960006713867,6674500,187.822082519531,2020-06-22
196.25,200.149993896484,195.820007324219,197.970001220703,9866800,190.721893310547,2020-06-23
197.020004272461,197.479995727539,190.690002441406,191.410003662109,9453100,184.402069091797,2020-06-24
191.100006103516,194.240005493164,189.899993896484,193.979995727539,9936600,186.8779296875,2020-06-25
193.100006103516,194.130004882812,189.080001831055,189.270004272461,11836000,182.340438842773,2020-06-26
189.910003662109,191.449996948242,187.300003051758,191.380004882812,8020400,184.373168945312,2020-06-29
191.490005493164,193.75,190.160003662109,193.169998168945,9040100,186.09765625,2020-06-30
193.850006103516,195.350006103516,192.660003662109,193.779998779297,6394100,186.685333251953,2020-07-01
196,197.919998168945,195,195.669998168945,6299300,188.506134033203,2020-07-02
198.729995727539,199.179992675781,195.679992675781,197.759994506836,7292200,190.519546508789,2020-07-06
196.809997558594,198.899993896484,193.809997558594,194.199996948242,7660100,187.089920043945,2020-07-07
195.080001831055,195.520004272461,193.119995117188,195.070007324219,8368000,187.928115844727,2020-07-08
195,195.490005493164,189.949996948242,192.210006713867,8548200,185.172821044922,2020-07-09
191.649993896484,192.820007324219,189.440002441406,192.550003051758,7674200,185.500350952148,2020-07-10
193.610000610352,195.190002441406,188.699996948242,189.020004272461,8564100,182.099563598633,2020-07-13
189.5,193.470001220703,187.179992675781,193.330001831055,8003900,186.251770019531,2020-07-14
195.229995727539,197.770004272461,194.5,196.550003051758,7681100,189.353897094727,2020-07-15
195.330001831055,195.710006713867,192.520004272461,193.5,5064000,186.415557861328,2020-07-16
194.830001831055,195.570007324219,193.119995117188,195.089996337891,6395000,187.947326660156,2020-07-17
194.740005493164,199.479995727539,193.669998168945,198.470001220703,6985300,191.203598022461,2020-07-20
200,200.169998168945,195.679992675781,196.479995727539,7218700,189.286437988281,2020-07-21
196.479995727539,199,196.25,198.860000610352,6823400,191.579299926758,2020-07-22
198.440002441406,200.949996948242,196.429992675781,197.429992675781,6106700,190.201629638672,2020-07-23
195.669998168945,197.479995727539,194.029998779297,195.149993896484,7160300,188.005187988281,2020-07-24
195.160003662109,197.809997558594,194.199996948242,196.910003662109,5604700,189.700729370117,2020-07-27
197.690002441406,199.369995117188,196.710006713867,196.740005493164,6897300,189.536956787109,2020-07-28
193.089996337891,198.889999389648,193.050003051758,198.580001831055,9471300,191.3095703125,2020-07-29
195.199996948242,196.559997558594,192.119995117188,194.059997558594,10499400,186.955062866211,2020-07-30
194.419998168945,194.690002441406,189.440002441406,190.399993896484,14180800,183.429092407227,2020-07-31
191.800003051758,193.339996337891,190.210006713867,190.690002441406,11405200,183.708450317383,2020-08-03
191.130004882812,192.940002441406,190.080001831055,192.289993286133,8204000,185.249847412109,2020-08-04
193.559997558594,198.179992675781,193.100006103516,196.100006103516,8876800,188.920349121094,2020-08-05
195.979995727539,198.919998168945,194.789993286133,198.770004272461,7480300,191.492584228516,2020-08-06
197.589996337891,197.979995727539,195.300003051758,196.360000610352,5654000,189.170867919922,2020-08-07
196.360000610352,198.309997558594,195.330001831055,196.789993286133,5525400,189.585083007812,2020-08-10
197.820007324219,202.889999389648,196.339996337891,197.770004272461,11549600,190.529205322266,2020-08-11
199,200.229995727539,198.240005493164,198.740005493164,5432500,191.463668823242,2020-08-12
