"V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted","Date"
197.130004882812,199.940002441406,197.029998779297,197.580001831055,7014800,190.633895874023,2020-08-13
197.009994506836,198.070007324219,195.770004272461,196.639999389648,5014400,189.726974487305,2020-08-14
197.300003051758,200.460006713867,196.710006713867,199.429992675781,6256200,192.418899536133,2020-08-17
199.979995727539,200.100006103516,196.820007324219,199.009994506836,6519900,192.013641357422,2020-08-18
198.919998168945,202.839996337891,198.899993896484,200.990005493164,9467600,193.924072265625,2020-08-19
199.899993896484,204.440002441406,199.600006103516,204.149993896484,8849200,196.972915649414,2020-08-20
204.5,205.139999389648,203.339996337891,204.130004882812,9998300,196.953704833984,2020-08-21
205.009994506836,206.449996948242,204.669998168945,206.410003662109,6159600,199.153533935547,2020-08-24
207.190002441406,208.199996948242,205.539993286133,208.100006103516,5828300,200.784103393555,2020-08-25
208.100006103516,210.800003051758,207.300003051758,210.259994506836,7035200,202.868148803711,2020-08-26
211.210006713867,212.179992675781,209.050003051758,211.029998779297,8619600,203.611068725586,2020-08-27
212,216.160003662109,211.220001220703,215.710006713867,7349800,208.126571655273,2020-08-28
215.539993286133,215.960006713867,211.559997558594,211.990005493164,9326900,204.537368774414,2020-08-31
212.210006713867,213.889999389648,211.119995117188,213.350006103516,5642900,205.849502563477,2020-09-01
214.130004882812,217.350006103516,213.770004272461,216.479995727539,9863800,208.869491577148,2020-09-02
214.929992675781,214.929992675781,207.089996337891,208.960006713867,11310200,201.613891601562,2020-09-03
208.490005493164,210.5,200.149993896484,204.660003662109,13243600,197.465057373047,2020-09-04
200.779998779297,202.25,199.210006713867,200.119995117188,14186900,193.084625244141,2020-09-08
204.350006103516,206.289993286133,201.949996948242,204.059997558594,7532600,196.886123657227,2020-09-09
204.860000610352,207,200.449996948242,201.539993286133,7243000,194.454696655273,2020-09-10
201.580001831055,202.410003662109,198.910003662109,200.679992675781,7439000,193.624954223633,2020-09-11
203.350006103516,206.410003662109,203.139999389648,204.979995727539,11730500,197.773773193359,2020-09-14
206.75,208.210006713867,204.770004272461,205.389999389648,6328600,198.169357299805,2020-09-15
206.740005493164,207.75,204.949996948242,205.130004882812,6135000,197.918487548828,2020-09-16
202.850006103516,205.580001831055,202,205.270004272461,7474900,198.053588867188,2020-09-17
205.470001220703,205.720001220703,201.720001220703,202.610000610352,9084100,195.487106323242,2020-09-18
199.910003662109,201.25,194.699996948242,197.449996948242,9656000,190.508499145508,2020-09-21
198.089996337891,200.710006713867,196.800003051758,200.559997558594,7543100,193.509170532227,2020-09-22
200.800003051758,201.089996337891,194.570007324219,195.369995117188,6310600,188.501586914062,2020-09-23
195.149993896484,197.669998168945,193.130004882812,195.520004272461,9865300,188.646362304688,2020-09-24
195.020004272461,198.139999389648,193.509994506836,197.25,5496100,190.315536499023,2020-09-25
200.630004882812,201.720001220703,199.830001831055,200.320007324219,5565300,193.277618408203,2020-09-28
200.580001831055,202.380004882812,199.369995117188,199.440002441406,5513500,192.42854309082,2020-09-29
200.850006103516,202.539993286133,198.889999389648,199.970001220703,9157600,192.939895629883,2020-09-30
202.210006713867,205.199996948242,201.639999389648,203.350006103516,7234600,196.201110839844,2020-10-01
200,202.830001831055,199.399993896484,201.460006713867,6019700,194.377532958984,2020-10-02
202.710006713867,203.649993896484,201.050003051758,203.539993286133,6090500,196.384399414062,2020-10-05
204.110000610352,205.100006103516,199.710006713867,200.449996948242,5841100,193.403030395508,2020-10-06
202,202.789993286133,199.990005493164,202.470001220703,6713400,195.352035522461,2020-10-07
204,204.300003051758,202.229995727539,202.979995727539,3955600,195.844085693359,2020-10-08
204,207.080001831055,203.679992675781,206.639999389648,5562900,199.375411987305,2020-10-09
206.940002441406,207.970001220703,205.729995727539,206.399993896484,6622700,199.143859863281,2020-10-12
203.380004882812,205.210006713867,203.029998779297,204.320007324219,5621700,197.136993408203,2020-10-13
204.710006713867,204.970001220703,201.130004882812,202.199996948242,5320000,195.091537475586,2020-10-14
201.009994506836,204.699996948242,197.600006103516,199.550003051758,8885500,192.534698486328,2020-10-15
199.990005493164,202.649993896484,199.410003662109,200.259994506836,6385900,193.219696044922,2020-10-16
200.850006103516,201.070007324219,196.5,196.970001220703,7449600,190.045394897461,2020-10-19
197.550003051758,199.660003662109,196.710006713867,197.699996948242,7427000,190.749755859375,2020-10-20
197.830001831055,200.419998168945,197.830001831055,198.429992675781,6067200,191.453994750977,2020-10-21
199.339996337891,199.770004272461,195.759994506836,197.990005493164,4908200,191.029541015625,2020-10-22
199.75,199.880004882812,196.020004272461,198.009994506836,5877200,191.048843383789,2020-10-23
196,196.419998168945,190.720001220703,193.070007324219,12608700,186.282501220703,2020-10-26
193,193.699996948242,189.220001220703,190.059997558594,8690400,183.378326416016,2020-10-27
183.979995727539,184.699996948242,179.339996337891,180.869995117188,17809500,174.51139831543,2020-10-28
183,187,179.339996337891,184.869995117188,16820900,178.37077331543,2020-10-29
182.660003662109,184.220001220703,179.229995727539,181.710006713867,10252900,175.321853637695,2020-10-30
184.509994506836,186.919998168945,183.889999389648,184.740005493164,8057100,178.245346069336,2020-11-02
186.830001831055,189.529998779297,185.160003662109,188.339996337891,6467900,181.718795776367,2020-11-03
192.889999389648,196.880004882812,191.529998779297,193.970001220703,8102700,187.150848388672,2020-11-04
198.360000610352,200.990005493164,197.289993286133,197.639999389648,7132100,190.691848754883,2020-11-05
197.350006103516,199.679992675781,195.429992675781,198.470001220703,6180500,191.492614746094,2020-11-06
214.690002441406,217.649993896484,212.279998779297,212.679992675781,17916900,205.203063964844,2020-11-09
211.940002441406,214.059997558594,210.550003051758,213.309997558594,7943600,205.810958862305,2020-11-10
212.169998168945,214.279998779297,211.669998168945,212.699996948242,5337200,205.222381591797,2020-11-11
211.429992675781,212.539993286133,207.139999389648,208.259994506836,7302500,201.241241455078,2020-11-12
209.910003662109,211.279998779297,207.300003051758,210.479995727539,6377500,203.386444091797,2020-11-13
214.570007324219,215.089996337891,211.830001831055,212.699996948242,12083200,205.531616210938,2020-11-16
210.559997558594,212.089996337891,209.5,210.710006713867,7268800,203.608703613281,2020-11-17
209.720001220703,211.149993896484,207.669998168945,207.830001831055,6977900,200.825744628906,2020-11-18
207.240005493164,208.729995727539,205.529998779297,207.570007324219,5657200,200.574523925781,2020-11-19
207.130004882812,208.110000610352,203.809997558594,203.880004882812,9653500,197.008880615234,2020-11-20
204.699996948242,209,204.699996948242,208.160003662109,6101900,201.144622802734,2020-11-23
210.850006103516,213.820007324219,209.399993896484,209.679992675781,10110800,202.613388061523,2020-11-24
209.669998168945,211.949996948242,208.869995117188,210.889999389648,6772900,203.782592773438,2020-11-25
212,212.029998779297,208.809997558594,211,3512900,203.888885498047,2020-11-27
209.539993286133,210.539993286133,206.600006103516,210.350006103516,7725500,203.260787963867,2020-11-30
212.130004882812,213.669998168945,211.039993286133,211.199996948242,8047900,204.082168579102,2020-12-01
211,211.399993896484,208.479995727539,210.179992675781,9728900,203.09651184082,2020-12-02
209.779998779297,211.110000610352,207.610000610352,208.050003051758,9203300,201.038330078125,2020-12-03
209.740005493164,212.720001220703,208.509994506836,212.679992675781,5720100,205.512237548828,2020-12-04
211.970001220703,214.5,211.800003051758,212.649993896484,10624500,205.483261108398,2020-12-07
209.949996948242,213.130004882812,209.889999389648,212.770004272461,8646200,205.599227905273,2020-12-08
213.229995727539,213.5,208.949996948242,209.580001831055,6251100,202.516754150391,2020-12-09
208.509994506836,209.300003051758,207.25,207.610000610352,10492000,200.613143920898,2020-12-10
205.360000610352,206.889999389648,204.5,206.240005493164,9227600,199.289337158203,2020-12-11
207.850006103516,211.300003051758,206.970001220703,207.25,11967700,200.265258789062,2020-12-14
208.539993286133,209.440002441406,206.160003662109,208.360000610352,9796100,201.337844848633,2020-12-15
208.479995727539,209.130004882812,207.139999389648,208.270004272461,7504400,201.250915527344,2020-12-16
209,211.779998779297,208.850006103516,211.179992675781,6517200,204.06282043457,2020-12-17
211.020004272461,211.979995727539,209.869995117188,211.309997558594,13298200,204.1884765625,2020-12-18
208.270004272461,209.800003051758,204.789993286133,209.009994506836,7576700,201.965957641602,2020-12-21
208.389999389648,208.399993896484,205.600006103516,205.839996337891,7396200,198.902801513672,2020-12-22
207.330001831055,207.330001831055,205.110000610352,205.300003051758,6523100,198.381042480469,2020-12-23
206.639999389648,208.820007324219,206.600006103516,208.699996948242,3367900,201.666412353516,2020-12-24
209.850006103516,213.460006713867,208.949996948242,212.630004882812,5816200,205.463958740234,2020-12-28
214.610000610352,215.240005493164,213.539993286133,214.369995117188,6093400,207.145309448242,2020-12-29
216,220.389999389648,215.649993896484,218.360000610352,8875100,211.000854492188,2020-12-30
218.399993896484,219.820007324219,216.199996948242,218.729995727539,5922200,211.358383178711,2020-12-31
220.25,220.25,214.240005493164,217.759994506836,10318300,210.42106628418,2021-01-04
216.309997558594,218.460006713867,213.639999389648,214.509994506836,6869700,207.280578613281,2021-01-05
213.800003051758,216.169998168945,212.070007324219,212.619995117188,7206200,205.454315185547,2021-01-06
212.199996948242,215.220001220703,212.199996948242,213.809997558594,10967900,206.604187011719,2021-01-07
214.169998168945,216.119995117188,212.75,215.449996948242,6513000,208.188934326172,2021-01-08
213.960006713867,214.860000610352,212.479995727539,212.889999389648,7353100,205.715225219727,2021-01-11
212.339996337891,212.789993286133,207.470001220703,208.860000610352,9331600,201.821044921875,2021-01-12
209.410003662109,211,208.630004882812,209.350006103516,6688500,202.294494628906,2021-01-13
210.570007324219,211.210006713867,201.729995727539,201.860000610352,12887500,195.056976318359,2021-01-14
201.539993286133,203.259994506836,200.429992675781,201.589996337891,8755000,194.796035766602,2021-01-15
203.050003051758,204.169998168945,200.070007324219,201.660003662109,9772000,194.863662719727,2021-01-19
203.029998779297,207.190002441406,202.229995727539,206.009994506836,12675700,199.06706237793,2021-01-20
206.050003051758,207.169998168945,204.75,205.139999389648,6513500,198.226379394531,2021-01-21
203.990005493164,205.330001831055,201.800003051758,202.020004272461,7316200,195.211547851562,2021-01-22
200.339996337891,201.639999389648,195.75,200.979995727539,19282400,194.206604003906,2021-01-25
201.759994506836,203.490005493164,200.970001220703,202.009994506836,9605300,195.201889038086,2021-01-26
197.639999389648,199.699996948242,193.960006713867,194.970001220703,13772400,188.399169921875,2021-01-27
200,202,198.169998168945,198.220001220703,11041300,191.539627075195,2021-01-28
197.820007324219,203.050003051758,192.809997558594,193.25,21503000,186.737121582031,2021-01-29
195.139999389648,199.210006713867,195.020004272461,198.360000610352,12970700,191.674896240234,2021-02-01
200.850006103516,204.350006103516,200,202.610000610352,11305100,195.781677246094,2021-02-02
203.070007324219,203.509994506836,200.979995727539,201.360000610352,13458600,194.573791503906,2021-02-03
203.240005493164,209.679992675781,203.100006103516,209.25,14534800,202.197906494141,2021-02-04
209.979995727539,210.130004882812,208.660003662109,208.770004272461,10284000,201.734069824219,2021-02-05
210,210.649993896484,205.910003662109,206.889999389648,8637100,199.917404174805,2021-02-08
205.759994506836,207.630004882812,203.699996948242,206.520004272461,7619400,199.559921264648,2021-02-09
207.970001220703,207.970001220703,205.940002441406,206.440002441406,8467600,199.482574462891,2021-02-10
207.330001831055,211.589996337891,207.190002441406,210.660003662109,8411100,203.876373291016,2021-02-11
209.360000610352,211.130004882812,207.679992675781,209.960006713867,6911000,203.198944091797,2021-02-12
210.660003662109,211.050003051758,207.350006103516,207.899993896484,9652700,201.205230712891,2021-02-16
205.259994506836,208.279998779297,205.059997558594,207.509994506836,8373200,200.827774047852,2021-02-17
205.880004882812,209.699996948242,204.960006713867,209.350006103516,7328600,202.60856628418,2021-02-18
209.339996337891,209.529998779297,203.759994506836,204.729995727539,15011500,198.137329101562,2021-02-19
203.550003051758,210.649993896484,203.110000610352,208.320007324219,8337700,201.611709594727,2021-02-22
207.399993896484,213.910003662109,206.550003051758,212.110000610352,10571700,205.279708862305,2021-02-23
212.360000610352,220.529998779297,211.289993286133,219.429992675781,12039000,212.363998413086,2021-02-24
219.289993286133,220.449996948242,212.580001831055,213.75,11404300,206.86686706543,2021-02-25
214.050003051758,215.210006713867,210.740005493164,212.389999389648,11730000,205.550659179688,2021-02-26
214.970001220703,217.800003051758,214.789993286133,216.630004882812,6982000,209.654144287109,2021-03-01
216.960006713867,217.929992675781,214.820007324219,215.770004272461,6155200,208.821807861328,2021-03-02
215.149993896484,217.190002441406,212.860000610352,214.850006103516,6484600,207.93147277832,2021-03-03
215.970001220703,217.020004272461,208.669998168945,211.5,10658900,204.689315795898,2021-03-04
213.729995727539,216.100006103516,209.630004882812,215.410003662109,7582000,208.473403930664,2021-03-05
216.979995727539,226.130004882812,215.809997558594,220.270004272461,14750400,213.176956176758,2021-03-08
222.059997558594,225,220.190002441406,220.360000610352,9228600,213.264007568359,2021-03-09
220.720001220703,224.190002441406,219.399993896484,223.169998168945,7822900,215.983505249023,2021-03-10
224.529998779297,228.229995727539,223.809997558594,226.149993896484,10053400,218.867568969727,2021-03-11
225.279998779297,226.539993286133,223.419998168945,224.360000610352,8172400,217.135192871094,2021-03-12
224.229995727539,227.089996337891,221.740005493164,223.270004272461,9306100,216.080307006836,2021-03-15
223.710006713867,225.580001831055,222.300003051758,224.699996948242,8949300,217.464309692383,2021-03-16
225.050003051758,226.240005493164,221.759994506836,223.020004272461,8675600,215.838363647461,2021-03-17
221.429992675781,222.520004272461,219.580001831055,220.660003662109,9321800,213.554382324219,2021-03-18
219.119995117188,220.169998168945,206.880004882812,206.899993896484,32209700,200.237457275391,2021-03-19
206.550003051758,212.289993286133,206.229995727539,208,11371600,201.302047729492,2021-03-22
209.050003051758,209.960006713867,207.5,208.149993896484,8820700,201.447204589844,2021-03-23
208.75,211.139999389648,207.929992675781,208.070007324219,10101600,201.369781494141,2021-03-24
207.669998168945,208.820007324219,205.779998779297,207.970001220703,8390800,201.272994995117,2021-03-25
208.25,213.699996948242,207.699996948242,213.529998779297,7399900,206.653945922852,2021-03-26
212.449996948242,215.289993286133,211.119995117188,214.509994506836,7792300,207.602401733398,2021-03-29
