"ORCL.Open","ORCL.High","ORCL.Low","ORCL.Close","ORCL.Volume","ORCL.Adjusted","Date"
46.810001373291,47.4799995422363,44.2700004577637,44.7200012207031,24139200,41.1736831665039,2020-03-11
41.1199989318848,43.4000015258789,39.7099990844727,39.7999992370605,24123800,36.6438293457031,2020-03-12
44.4500007629395,47.9900016784668,43.4199981689453,47.9300003051758,28339400,44.1291198730469,2020-03-13
42.5099983215332,47.5699996948242,41.2599983215332,42.7200012207031,27493700,39.3322715759277,2020-03-16
43.6199989318848,47.7099990844727,41.6599998474121,46.8600006103516,25588900,43.1439590454102,2020-03-17
43.6699981689453,47.7999992370605,42.560001373291,47.2700004577637,29557000,43.5214500427246,2020-03-18
46.4700012207031,47.9700012207031,44.8699989318848,45.0699996948242,20159100,41.4959182739258,2020-03-19
45.0200004577637,46.7000007629395,44.5099983215332,45.6500015258789,26340800,42.0299186706543,2020-03-20
45,46.4900016784668,43.8899993896484,44.189998626709,23063700,40.6856994628906,2020-03-23
45.3300018310547,48.0099983215332,45.2999992370605,47.8400001525879,19323700,44.0462532043457,2020-03-24
47.0999984741211,48.7400016784668,45.4799995422363,45.939998626709,25625800,42.2969245910645,2020-03-25
46.3800010681152,50.7400016784668,46.189998626709,50.4799995422363,22417900,46.4768943786621,2020-03-26
49.0900001525879,51.5999984741211,48.560001373291,49.8300018310547,20025300,45.8784408569336,2020-03-27
50.4000015258789,51.5900001525879,49.5900001525879,50.3600006103516,20611900,46.366397857666,2020-03-30
51.1199989318848,51.1800003051758,48,48.3300018310547,15802000,44.4973983764648,2020-03-31
46.5499992370605,48.9900016784668,46.0400009155273,48.7099990844727,17918200,44.8472595214844,2020-04-01
48.1800003051758,49.8899993896484,48.0999984741211,49.7999992370605,16434400,45.8508262634277,2020-04-02
49.2999992370605,50.0499992370605,48.9500007629395,49.4000015258789,13362500,45.482551574707,2020-04-03
50.4000015258789,51.8800010681152,50.3499984741211,51.4900016784668,13845800,47.4068031311035,2020-04-06
52.1500015258789,52.3300018310547,50.7099990844727,50.7599983215332,14063000,46.7346992492676,2020-04-07
50.9799995422363,52.6800003051758,50.8800010681152,52.1300010681152,15710700,48.2240562438965,2020-04-08
52.2400016784668,53.6199989318848,52.0299987792969,53.1800003051758,15521200,49.1953811645508,2020-04-09
52.7000007629395,53.1399993896484,52.4000015258789,52.9700012207031,12694800,49.0011291503906,2020-04-13
53.7099990844727,54.0999984741211,53.4500007629395,54,11674600,49.9539604187012,2020-04-14
53.2099990844727,53.4500007629395,52.810001373291,53.1599998474121,10398100,49.176887512207,2020-04-15
53.1500015258789,53.8699989318848,53.0699996948242,53.7000007629395,14098300,49.6764297485352,2020-04-16
54.5200004577637,54.7200012207031,53.9700012207031,54.6199989318848,13608800,50.5275001525879,2020-04-17
54.0499992370605,54.5800018310547,53.7999992370605,53.9099998474121,10358900,49.8706970214844,2020-04-20
53.2299995422363,53.3400001525879,51.1199989318848,51.310001373291,14111700,47.465503692627,2020-04-21
52.0299987792969,52.5800018310547,51.7700004577637,52.2700004577637,9668300,48.3535766601562,2020-04-22
52.2299995422363,52.9900016784668,51.4500007629395,51.9700012207031,10330200,48.076057434082,2020-04-23
52.4099998474121,53.0499992370605,51.9599990844727,53.0099983215332,9403500,49.0381317138672,2020-04-24
53.3600006103516,53.6399993896484,53.060001373291,53.3699989318848,9123200,49.371150970459,2020-04-27
53.9000015258789,54.1500015258789,53.1300010681152,53.2000007629395,8350500,49.2138862609863,2020-04-28
53.9500007629395,54.2799987792969,53.689998626709,53.8800010681152,9064100,49.8429489135742,2020-04-29
53.4700012207031,53.5999984741211,52.7999992370605,52.9700012207031,11808800,49.0011291503906,2020-04-30
52.3800010681152,52.439998626709,51.310001373291,51.7900009155273,8702400,47.909538269043,2020-05-01
51.7099990844727,51.7900009155273,51.0999984741211,51.75,7567900,47.8725357055664,2020-05-04
52.2200012207031,52.8600006103516,51.9900016784668,52.0499992370605,7271800,48.1500587463379,2020-05-05
52.4300003051758,52.5,51.7000007629395,51.8600006103516,7050000,47.9742889404297,2020-05-06
52.4000015258789,52.9199981689453,52.2700004577637,52.5999984741211,7154700,48.6588363647461,2020-05-07
53.189998626709,53.7799987792969,52.7700004577637,53.5699996948242,8130800,49.5561714172363,2020-05-08
53.1300010681152,53.8300018310547,53.060001373291,53.5299987792969,8138600,49.5191650390625,2020-05-11
53.7999992370605,53.8300018310547,52.25,52.2700004577637,8598800,48.3535766601562,2020-05-12
52.4300003051758,52.4900016784668,51.2799987792969,51.6500015258789,10274300,47.7800254821777,2020-05-13
51.1399993896484,53.0299987792969,50.8600006103516,52.9099998474121,13794000,48.9456176757812,2020-05-14
52.7000007629395,53.9900016784668,52.5200004577637,52.9199981689453,39055700,48.9548683166504,2020-05-15
53.9099998474121,53.9500007629395,53.0699996948242,53.1500015258789,9901900,49.1676330566406,2020-05-18
53.1800003051758,53.25,52.3199996948242,52.3400001525879,9805100,48.4183235168457,2020-05-19
53.0900001525879,53.2700004577637,52.6500015258789,52.9000015258789,9115900,48.9363670349121,2020-05-20
52.7599983215332,52.939998626709,52.1199989318848,52.2200012207031,7464000,48.3073081970215,2020-05-21
52.3400001525879,52.6399993896484,52.0800018310547,52.6199989318848,7211700,48.6773452758789,2020-05-22
53.6500015258789,53.6800003051758,52.6500015258789,52.7799987792969,11200600,48.8253631591797,2020-05-26
53,53.25,52.5699996948242,53.2000007629395,9228100,49.2138862609863,2020-05-27
53.7599983215332,54.1500015258789,53.2200012207031,53.6199989318848,9465400,49.602409362793,2020-05-28
53.6199989318848,53.939998626709,52.9900016784668,53.7700004577637,14734800,49.7411842346191,2020-05-29
53.2799987792969,53.3899993896484,52.7900009155273,53.060001373291,7363200,49.0843811035156,2020-06-01
53.2400016784668,53.2900009155273,52.6399993896484,53.2799987792969,8756300,49.2878913879395,2020-06-02
53.3300018310547,53.6199989318848,52.9900016784668,53.4900016784668,9188700,49.4821586608887,2020-06-03
53.2299995422363,53.689998626709,52.6300010681152,52.8499984741211,9696000,48.8901100158691,2020-06-04
53.0900001525879,54.2700004577637,52.7400016784668,53.9799995422363,12210100,49.9354553222656,2020-06-05
53.3499984741211,55.1199989318848,53.2799987792969,55.0999984741211,11519500,50.9715309143066,2020-06-08
55,55.060001373291,53.8800010681152,54.1800003051758,8852500,50.1204643249512,2020-06-09
54.5,54.6599998474121,53.9000015258789,54.1100006103516,7436700,50.0557060241699,2020-06-10
53.25,53.560001373291,51.2299995422363,51.310001373291,12805700,47.465503692627,2020-06-11
52.4500007629395,53,50.9799995422363,51.8600006103516,11537200,47.9742889404297,2020-06-12
50.9599990844727,53.4300003051758,50.9099998474121,53.25,16038100,49.2601432800293,2020-06-15
54.4599990844727,55,53.7799987792969,54.5900001525879,19380200,50.4997444152832,2020-06-16
53.0299987792969,53.7400016784668,51.5,51.5200004577637,28692600,47.6597633361816,2020-06-17
51.5999984741211,54,51.3199996948242,53.689998626709,19259500,49.6671829223633,2020-06-18
54.2099990844727,54.4599990844727,52.9799995422363,54.4000015258789,33051200,50.3239822387695,2020-06-19
54.0900001525879,55.3899993896484,53.8800010681152,55.1199989318848,16705900,50.9900321960449,2020-06-22
55.2999992370605,55.9700012207031,55.1300010681152,55.189998626709,18695000,51.0547866821289,2020-06-23
55.1199989318848,55.6800003051758,54.3300018310547,54.439998626709,18287400,50.3609848022461,2020-06-24
54.4000015258789,54.5900001525879,53.5400009155273,54.5299987792969,16008700,50.4442405700684,2020-06-25
54.3499984741211,54.5900001525879,53.6300010681152,54.1800003051758,17969400,50.1204643249512,2020-06-26
54.2299995422363,54.9599990844727,53.8499984741211,54.7599983215332,14366900,50.6570053100586,2020-06-29
54.7999992370605,55.439998626709,54.5,55.2700004577637,18885900,51.1287879943848,2020-06-30
54.689998626709,55.8800010681152,54.6800003051758,55.4900016784668,17856800,51.3323097229004,2020-07-01
55.7900009155273,56.4300003051758,55.6500015258789,55.939998626709,15478900,51.748592376709,2020-07-02
56.2000007629395,56.8300018310547,56.1599998474121,56.5999984741211,15309700,52.3591423034668,2020-07-06
56.3499984741211,56.9500007629395,56.2200012207031,56.310001373291,13232100,52.0908622741699,2020-07-07
56.6300010681152,56.6800003051758,55.9900016784668,56.6599998474121,12582200,52.4146423339844,2020-07-08
56.9900016784668,57.7999992370605,56.8199996948242,57.5299987792969,15692600,53.2194633483887,2020-07-09
57.4700012207031,57.5200004577637,56.689998626709,57.3899993896484,12615800,53.0899429321289,2020-07-10
57.4000015258789,57.8400001525879,56.9700012207031,57.0099983215332,15965600,52.738410949707,2020-07-13
56.6699981689453,57.2900009155273,56.4799995422363,57.2000007629395,15510300,53.1378860473633,2020-07-14
57.4199981689453,57.8400001525879,56.3800010681152,56.6199989318848,10570800,52.5990715026855,2020-07-15
56.4199981689453,56.4900016784668,55.5800018310547,55.8199996948242,8779300,51.8558692932129,2020-07-16
56.0800018310547,56.1199989318848,54.7599983215332,54.9000015258789,14344800,51.0012168884277,2020-07-17
54.8800010681152,55.5200004577637,54.689998626709,55.4000015258789,11469300,51.4657135009766,2020-07-20
55.7999992370605,56.3400001525879,55.5800018310547,55.9099998474121,11875100,51.9394912719727,2020-07-21
55.7000007629395,56.1800003051758,55.7000007629395,56.0099983215332,13842400,52.0323944091797,2020-07-22
56,56.3600006103516,55.5999984741211,55.7599983215332,12576000,51.8001480102539,2020-07-23
55.4700012207031,56.0400009155273,55.2599983215332,55.6500015258789,8939700,51.6979598999023,2020-07-24
55.6599998474121,55.9500007629395,55.3199996948242,55.3400001525879,10319600,51.4099769592285,2020-07-27
55.25,55.7400016784668,55.2000007629395,55.3499984741211,13030100,51.419261932373,2020-07-28
55.560001373291,55.9000015258789,55.3499984741211,55.7000007629395,7242700,51.7444076538086,2020-07-29
55,55.4799995422363,54.8899993896484,55.25,7633200,51.3263702392578,2020-07-30
55,55.4700012207031,54.3300018310547,55.4500007629395,9355800,51.5121688842773,2020-07-31
55.7799987792969,56.0900001525879,55.4900016784668,55.9799995422363,9164900,52.0045166015625,2020-08-03
55.7799987792969,56.0099983215332,55.5299987792969,56,6364300,52.0231056213379,2020-08-04
56.3199996948242,56.3199996948242,55.3800010681152,55.5,6629000,51.5586090087891,2020-08-05
55.4900016784668,55.5999984741211,54.939998626709,55.2799987792969,8169600,51.3542327880859,2020-08-06
55.0099983215332,55.2400016784668,54.7599983215332,55.2299995422363,8772300,51.3077926635742,2020-08-07
55.2400016784668,55.6199989318848,54.8800010681152,54.939998626709,10046900,51.0383682250977,2020-08-10
55.2400016784668,55.4599990844727,54.1399993896484,54.2700004577637,8075100,50.4159622192383,2020-08-11
54.5200004577637,54.7000007629395,53.9700012207031,54.1699981689453,9068200,50.3230628967285,2020-08-12
53.9099998474121,54.2000007629395,53.6800003051758,54.0200004577637,8260300,50.1837196350098,2020-08-13
54.0299987792969,54.560001373291,53.7700004577637,54.2000007629395,5454400,50.3509368896484,2020-08-14
54.2000007629395,54.3899993896484,53.6599998474121,53.9900016784668,9523700,50.1558418273926,2020-08-17
55.6199989318848,56.9300003051758,54.8699989318848,55.1800003051758,21102600,51.2613410949707,2020-08-18
55.5800018310547,56.7999992370605,55.4599990844727,56.2000007629395,16751500,52.2089004516602,2020-08-19
55.5900001525879,55.810001373291,55.0900001525879,55.2599983215332,10974800,51.3356513977051,2020-08-20
55.3800010681152,55.4500007629395,54.7299995422363,55.189998626709,9552000,51.2706260681152,2020-08-21
55.7599983215332,56.1100006103516,55.439998626709,56.0099983215332,7892100,52.0323944091797,2020-08-24
56.1500015258789,56.75,56.0200004577637,56.0900001525879,7427000,52.1067123413086,2020-08-25
56.3400001525879,57.4900016784668,56.060001373291,57.4900016784668,11597600,53.4072875976562,2020-08-26
57.4500007629395,58.4500007629395,56.5800018310547,57.1800003051758,15834700,53.1193008422852,2020-08-27
57.3300018310547,58.1599998474121,57.2099990844727,57.8800010681152,8613800,53.7695960998535,2020-08-28
57.1300010681152,57.7599983215332,57.0400009155273,57.2200012207031,18683500,53.1564636230469,2020-08-31
57.3699989318848,58.0099983215332,57.0800018310547,57.6599998474121,10169500,53.5652198791504,2020-09-01
57.7200012207031,59.3199996948242,57.7200012207031,59.0299987792969,14342800,54.8379211425781,2020-09-02
58.7200012207031,58.9900016784668,56.6500015258789,57.0999984741211,15387400,53.0449867248535,2020-09-03
56.8800010681152,57.2700004577637,55.1599998474121,55.7299995422363,14697200,51.7722702026367,2020-09-04
55.3499984741211,55.7900009155273,54.8699989318848,55.3199996948242,16472800,51.3913993835449,2020-09-08
56.1599998474121,57.4000015258789,55.8600006103516,56.9500007629395,13993200,52.9056396484375,2020-09-09
57.439998626709,58.1800003051758,56.75,57.3300018310547,20500900,53.2586402893066,2020-09-10
60.7099990844727,61.8600006103516,56.8699989318848,57,40220600,52.9520835876465,2020-09-11
60.8600006103516,61.5,59.3499984741211,59.4599990844727,50107400,55.2373886108398,2020-09-14
60.0099983215332,61.6800003051758,59.3899993896484,60.939998626709,30385600,56.6122779846191,2020-09-15
61.1199989318848,61.3899993896484,59.6500015258789,60.4300003051758,21223300,56.1384963989258,2020-09-16
59.4199981689453,60.6100006103516,59,60.1800003051758,22831200,55.9062576293945,2020-09-17
59.9799995422363,60.2900009155273,59.4300003051758,59.75,49311700,55.5067939758301,2020-09-18
62.4599990844727,62.5999984741211,60.0299987792969,60.8199996948242,32560400,56.5008010864258,2020-09-21
60.3800010681152,60.75,59.4599990844727,60.6199989318848,13306000,56.3150024414062,2020-09-22
60.1100006103516,60.4900016784668,58.9000015258789,58.9599990844727,15513500,54.772891998291,2020-09-23
58.7400016784668,59.9000015258789,58.2900009155273,59.2999992370605,9560500,55.0887489318848,2020-09-24
59.2700004577637,59.9900016784668,58.9599990844727,59.7999992370605,9371900,55.5532455444336,2020-09-25
60.0299987792969,60.5400009155273,59.4700012207031,59.5800018310547,9356300,55.3488693237305,2020-09-28
59.5800018310547,60.1599998474121,59.4000015258789,59.4700012207031,6340600,55.2466773986816,2020-09-29
59.5200004577637,60.3899993896484,59.3699989318848,59.7000007629395,11001500,55.4603424072266,2020-09-30
60.1699981689453,60.2700004577637,59.4500007629395,59.6800003051758,7357700,55.4417686462402,2020-10-01
58.7099990844727,59.5200004577637,58.5099983215332,58.8300018310547,7329800,54.6521377563477,2020-10-02
59.439998626709,59.6699981689453,59.0900001525879,59.560001373291,6899200,55.3302803039551,2020-10-05
59.5099983215332,60.5299987792969,59.4099998474121,59.5099983215332,9743600,55.2838363647461,2020-10-06
59.7700004577637,60.9000015258789,59.6399993896484,60.5900001525879,8690900,56.5150566101074,2020-10-07
60.7900009155273,61.2999992370605,60.6300010681152,60.8899993896484,7202800,56.7948799133301,2020-10-08
61.1500015258789,61.3800010681152,60.8600006103516,61.1500015258789,7355700,57.0373954772949,2020-10-09
61.2400016784668,61.8300018310547,61.0699996948242,61.4599990844727,8275000,57.326545715332,2020-10-12
61.5699996948242,61.7799987792969,60.8800010681152,60.9700012207031,8896300,56.869499206543,2020-10-13
61.3499984741211,61.5299987792969,60.8499984741211,60.9599990844727,6651100,56.8601760864258,2020-10-14
60.2700004577637,60.7400016784668,60.0800018310547,60.5200004577637,6251600,56.4497718811035,2020-10-15
60.7099990844727,61.1100006103516,60.2599983215332,60.2900009155273,6070800,56.2352333068848,2020-10-16
60.3899993896484,60.75,59.3899993896484,59.6199989318848,8311000,55.6102867126465,2020-10-19
59.9199981689453,60.3300018310547,59.6300010681152,59.75,9241200,55.7315559387207,2020-10-20
59.3400001525879,60.1199989318848,59.2200012207031,59.6699981689453,10114900,55.656925201416,2020-10-21
59.439998626709,59.8699989318848,58.689998626709,59.689998626709,11900600,55.6755905151367,2020-10-22
59.9000015258789,60.1599998474121,59.7099990844727,59.9000015258789,9739300,55.871467590332,2020-10-23
58.0999984741211,58.4799995422363,56.5299987792969,57.4900016784668,18876900,53.6235427856445,2020-10-26
57.6399993896484,57.9799995422363,57.0200004577637,57.0800018310547,10806500,53.2411270141602,2020-10-27
56.2700004577637,56.5999984741211,55.5299987792969,55.5900001525879,13910600,51.8513259887695,2020-10-28
55.2000007629395,56.7599983215332,55.1399993896484,56.0200004577637,13573700,52.2524070739746,2020-10-29
55.75,56.6399993896484,55.4500007629395,56.1100006103516,12602300,52.336353302002,2020-10-30
56.439998626709,57.4700012207031,56.1199989318848,56.4500007629395,11413200,52.6534957885742,2020-11-02
57,57.5,56.5699996948242,56.7999992370605,8911200,52.9799499511719,2020-11-03
58,58.0900001525879,56.3499984741211,56.4900016784668,12054900,52.6907997131348,2020-11-04
57.4599990844727,57.6500015258789,56.4199981689453,56.6599998474121,9017100,52.8493690490723,2020-11-05
56.7700004577637,56.9799995422363,56.1500015258789,56.7999992370605,7510400,52.9799499511719,2020-11-06
58.189998626709,59.0800018310547,56.7700004577637,56.8400001525879,11486600,53.017261505127,2020-11-09
56.9099998474121,57.2400016784668,56.2000007629395,56.6699981689453,9015900,52.858699798584,2020-11-10
57.060001373291,57.6300010681152,56.7999992370605,57.2000007629395,7724400,53.3530540466309,2020-11-11
57.2599983215332,57.4900016784668,56.0999984741211,56.4500007629395,7324000,52.6534957885742,2020-11-12
56.8800010681152,57.0900001525879,56.5499992370605,56.9099998474121,5870300,53.0825576782227,2020-11-13
57.0200004577637,57.6100006103516,56.8800010681152,57.1500015258789,6309200,53.3064231872559,2020-11-16
57,57.3899993896484,56.810001373291,57.1199989318848,5569700,53.2784385681152,2020-11-17
57.1199989318848,57.2900009155273,56.2400016784668,56.25,8998800,52.4669380187988,2020-11-18
56.0900001525879,56.4799995422363,55.560001373291,56.4500007629395,9643100,52.6534957885742,2020-11-19
56.3600006103516,56.439998626709,55.6800003051758,55.7000007629395,8395800,51.9539375305176,2020-11-20
55.8499984741211,56.5699996948242,55.7700004577637,56.0800018310547,8235900,52.3083763122559,2020-11-23
56.5999984741211,57.9000015258789,56.3600006103516,57.5699996948242,10427200,53.6981658935547,2020-11-24
57.7200012207031,57.7599983215332,57.2599983215332,57.4099998474121,6848900,53.5489273071289,2020-11-25
57.4000015258789,57.8699989318848,57.1500015258789,57.7599983215332,5627000,53.8753852844238,2020-11-27
57.6100006103516,58.2000007629395,57.2000007629395,57.7200012207031,26676900,53.838077545166,2020-11-30
58.2000007629395,59.2799987792969,58.0099983215332,58.7400016784668,11855300,54.7894744873047,2020-12-01
58.2900009155273,59.2700004577637,58.1399993896484,59.0800018310547,9330400,55.1066055297852,2020-12-02
59.2200012207031,59.9799995422363,59.060001373291,59.2700004577637,9783900,55.2838363647461,2020-12-03
59.310001373291,60.5499992370605,59.2700004577637,59.9599990844727,10872700,55.9274368286133,2020-12-04
59.9599990844727,60.2000007629395,59.6300010681152,59.7999992370605,14922900,55.7781944274902,2020-12-07
58.9900016784668,59.7099990844727,58.2200012207031,59.0299987792969,15237800,55.0599746704102,2020-12-08
58.8899993896484,59.9099998474121,58.7999992370605,59.7299995422363,12204100,55.7129020690918,2020-12-09
59.5099983215332,59.810001373291,59.0400009155273,59.4799995422363,14219900,55.4797096252441,2020-12-10
60.939998626709,61,59.4199981689453,60.6100006103516,16209900,56.5337181091309,2020-12-11
60.8300018310547,61.6599998474121,60.689998626709,60.7599983215332,16193600,56.6736297607422,2020-12-14
61.0900001525879,62.189998626709,60.9000015258789,61.8600006103516,15506700,57.699649810791,2020-12-15
61.8699989318848,63.189998626709,61.8499984741211,62.7799987792969,16119900,58.5577735900879,2020-12-16
62.9900016784668,64.0500030517578,62.7299995422363,63.6100006103516,15320500,59.3319511413574,2020-12-17
63.4799995422363,65.3300018310547,63.4300003051758,65.0599975585938,33728700,60.6844329833984,2020-12-18
63.8899993896484,65.1900024414062,63.8800010681152,64.4800033569336,18210200,60.1434478759766,2020-12-21
64.5599975585938,66,64.4300003051758,65.1500015258789,17136000,60.7683906555176,2020-12-22
65.2600021362305,66.1999969482422,65.1500015258789,65.3000030517578,13075200,60.9082984924316,2020-12-23
65.0500030517578,65.5899963378906,64.7799987792969,64.9599990844727,3796500,60.5911598205566,2020-12-24
65.4100036621094,65.6900024414062,64.75,64.870002746582,6463500,60.5072059631348,2020-12-28
65.25,65.2699966430664,64.2200012207031,64.4599990844727,7770200,60.1247825622559,2020-12-29
64.8000030517578,64.9100036621094,64.3499984741211,64.4000015258789,6192000,60.0688209533691,2020-12-30
64.3399963378906,64.7699966430664,64.0100021362305,64.6900024414062,6928600,60.3393287658691,2020-12-31
64.6900024414062,64.6999969482422,63.1699981689453,63.75,11249900,59.462532043457,2021-01-04
63.6800003051758,63.7900009155273,62.4799995422363,62.9599990844727,11005700,58.7256622314453,2021-01-05
62.2700004577637,63.3499984741211,61.9099998474121,62.5699996948242,8685400,58.5852165222168,2021-01-06
62.8499984741211,63.7400016784668,62.8499984741211,63.0699996948242,7382800,59.0533752441406,2021-01-07
63.1800003051758,63.5400009155273,62.9099998474121,63.3800010681152,7751700,59.3436279296875,2021-01-08
62.9500007629395,63.5699996948242,62.8400001525879,63.0299987792969,6284700,59.0159187316895,2021-01-11
63,63.0200004577637,62.1800003051758,62.4199981689453,7758200,58.4447708129883,2021-01-12
62.3199996948242,62.5900001525879,61.9700012207031,62.060001373291,8298000,58.1077003479004,2021-01-13
62.0699996948242,62.1699981689453,61.5099983215332,61.5999984741211,10258600,57.6769981384277,2021-01-14
61.5999984741211,62,61.2099990844727,61.7799987792969,7532600,57.845531463623,2021-01-15
62.0999984741211,62.2900009155273,61.0999984741211,61.2900009155273,8903400,57.3867378234863,2021-01-19
61.3699989318848,62.0299987792969,61.1500015258789,61.560001373291,7025000,57.6395416259766,2021-01-20
61.6500015258789,61.8499984741211,60.9199981689453,61.2099990844727,6943600,57.3118362426758,2021-01-21
60.939998626709,61.1500015258789,59.7400016784668,60.3600006103516,9896700,56.5159606933594,2021-01-22
60.3800010681152,60.9500007629395,59.7700004577637,60.9000015258789,8524700,57.0215682983398,2021-01-25
61.060001373291,62.0400009155273,60.8400001525879,61.7999992370605,8186500,57.8642501831055,2021-01-26
61.4000015258789,63.1800003051758,61.3699989318848,62.5499992370605,14789000,58.5664901733398,2021-01-27
62.5499992370605,63.2400016784668,61.1699981689453,61.2200012207031,11166400,57.3211898803711,2021-01-28
61.1599998474121,61.5,60.2099990844727,60.4300003051758,11451800,56.5815010070801,2021-01-29
60.9199981689453,62.0099983215332,60.7400016784668,61.5099983215332,10553500,57.5927276611328,2021-02-01
61.8800010681152,62.9199981689453,61.7999992370605,62.3699989318848,10528000,58.3979682922363,2021-02-02
62.1800003051758,62.75,61.9799995422363,62.1699981689453,9933500,58.2106895446777,2021-02-03
62.4799995422363,63.3899993896484,62.25,63.3499984741211,9928700,59.315544128418,2021-02-04
63.5,64.0699996948242,63.2799987792969,63.5999984741211,9170200,59.549617767334,2021-02-05
63.7900009155273,63.8699989318848,62.8400001525879,63.1100006103516,7003400,59.0908241271973,2021-02-08
63.0800018310547,63.8499984741211,62.9099998474121,63.6699981689453,5437400,59.615161895752,2021-02-09
63.8400001525879,63.9000015258789,62.9300003051758,63.2700004577637,9577500,59.2406349182129,2021-02-10
