"AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","Date"
79.6549987792969,80.1125030517578,77.625,78.2624969482422,129554000,75.7851409912109,2020-02-21
74.3150024414062,76.0449981689453,72.307502746582,74.5449981689453,222195200,72.1853561401367,2020-02-24
75.2375030517578,75.6324996948242,71.5325012207031,72.0199966430664,230673600,69.7402648925781,2020-02-25
71.6324996948242,74.4700012207031,71.625,73.1624984741211,198054800,70.8465881347656,2020-02-26
70.2750015258789,71.5,68.2399978637695,68.379997253418,320605600,66.2154846191406,2020-02-27
64.3150024414062,69.6025009155273,64.0924987792969,68.3399963378906,426510000,66.1767349243164,2020-02-28
70.5699996948242,75.3600006103516,69.4300003051758,74.7024993896484,341397200,72.3378601074219,2020-03-02
75.9175033569336,76,71.4499969482422,72.3300018310547,319475600,70.0404586791992,2020-03-03
74.1100006103516,75.8499984741211,73.2825012207031,75.6849975585938,219178400,73.2892532348633,2020-03-04
73.879997253418,74.8874969482422,72.8525009155273,73.2300033569336,187572800,70.9119644165039,2020-03-05
70.5,72.7050018310547,70.307502746582,72.2574996948242,226176800,69.9702453613281,2020-03-06
65.9375,69.5224990844727,65.75,66.5425033569336,286744800,64.436164855957,2020-03-09
69.2850036621094,71.6100006103516,67.3424987792969,71.3349990844727,285290000,69.0769424438477,2020-03-10
69.3475036621094,70.3050003051758,67.9649963378906,68.8574981689453,255598800,66.677864074707,2020-03-11
63.9850006103516,67.5,62,62.0574989318848,418474000,60.0931282043457,2020-03-12
66.2225036621094,69.9800033569336,63.2374992370605,69.4925003051758,370732000,67.2927780151367,2020-03-13
60.4874992370605,64.7699966430664,60,60.5525016784668,322423600,58.6357574462891,2020-03-16
61.877498626709,64.4024963378906,59.5999984741211,63.2150001525879,324056000,61.2139854431152,2020-03-17
59.9425010681152,62.5,59.2799987792969,61.6674995422363,300233600,59.7154731750488,2020-03-18
61.8474998474121,63.2099990844727,60.6525001525879,61.1949996948242,271857200,59.2579154968262,2020-03-19
61.7949981689453,62.9575004577637,57,57.310001373291,401693200,55.4959030151367,2020-03-20
57.0200004577637,57.125,53.1525001525879,56.0924987792969,336752800,54.3169364929199,2020-03-23
59.0900001525879,61.9225006103516,58.5750007629395,61.7200012207031,287531200,59.7663078308105,2020-03-24
62.6875,64.5625,61.0750007629395,61.3800010681152,303602000,59.437068939209,2020-03-25
61.6300010681152,64.6699981689453,61.5900001525879,64.6100006103516,252087200,62.5648193359375,2020-03-26
63.1875,63.9674987792969,61.7625007629395,61.935001373291,204216800,59.9744987487793,2020-03-27
62.685001373291,63.8800010681152,62.3499984741211,63.7024993896484,167976400,61.6860466003418,2020-03-30
63.9000015258789,65.6224975585938,63,63.5724983215332,197002000,61.5601768493652,2020-03-31
61.625,62.1800003051758,59.7825012207031,60.2275009155273,176218400,58.321044921875,2020-04-01
60.0849990844727,61.2874984741211,59.2249984741211,61.2324981689453,165934000,59.2942314147949,2020-04-02
60.7000007629395,61.4249992370605,59.7425003051758,60.3525009155273,129880000,58.4420928955078,2020-04-03
62.7249984741211,65.7774963378906,62.3450012207031,65.6175003051758,201820400,63.5404396057129,2020-04-06
67.6999969482422,67.9250030517578,64.75,64.8574981689453,202887200,62.8044967651367,2020-04-07
65.6849975585938,66.8424987792969,65.307502746582,66.5175018310547,168895200,64.4119567871094,2020-04-08
67.1750030517578,67.5175018310547,66.1750030517578,66.9974975585938,161834800,64.8767318725586,2020-04-09
67.0774993896484,68.4250030517578,66.4574966430664,68.3125,131022800,66.1501235961914,2020-04-13
70,72.0625,69.5124969482422,71.7624969482422,194994800,69.4909057617188,2020-04-14
70.5999984741211,71.5824966430664,70.1575012207031,71.1074981689453,131154400,68.8566360473633,2020-04-15
71.8450012207031,72.0500030517578,70.5875015258789,71.6725006103516,157125200,69.4037780761719,2020-04-16
71.1725006103516,71.7375030517578,69.2149963378906,70.6999969482422,215250000,68.4620361328125,2020-04-17
69.4875030517578,70.4199981689453,69.2125015258789,69.2324981689453,130015200,67.0410079956055,2020-04-20
69.0699996948242,69.3125,66.3574981689453,67.0924987792969,180991600,64.96875,2020-04-21
68.4024963378906,69.4749984741211,68.0500030517578,69.0250015258789,116862400,66.8400802612305,2020-04-22
68.9674987792969,70.4375,68.7174987792969,68.7574996948242,124814400,66.5810470581055,2020-04-23
69.3000030517578,70.7525024414062,69.25,70.7425003051758,126161200,68.5032043457031,2020-04-24
70.4499969482422,71.1350021362305,69.9875030517578,70.7925033569336,117087600,68.5516357421875,2020-04-27
71.2699966430664,71.4574966430664,69.5500030517578,69.6449966430664,112004800,67.4404449462891,2020-04-28
71.182502746582,72.4175033569336,70.9725036621094,71.932502746582,137280800,69.6555328369141,2020-04-29
72.4899978637695,73.6324996948242,72.0875015258789,73.4499969482422,183064000,71.1249923706055,2020-04-30
71.5625,74.75,71.4625015258789,72.2675018310547,240616800,69.9799423217773,2020-05-01
72.2925033569336,73.4225006103516,71.5800018310547,73.2900009155273,133568000,70.9700775146484,2020-05-04
73.7649993896484,75.25,73.6149978637695,74.3899993896484,147751200,72.0352249145508,2020-05-05
75.1149978637695,75.8099975585938,74.7174987792969,75.1575012207031,142333600,72.778450012207,2020-05-06
75.8050003051758,76.2925033569336,75.4925003051758,75.9349975585938,115215200,73.5313568115234,2020-05-07
76.4100036621094,77.5875015258789,76.0725021362305,77.5325012207031,133838400,75.2815170288086,2020-05-08
77.0250015258789,79.2624969482422,76.8099975585938,78.7525024414062,145946400,76.4660949707031,2020-05-11
79.4574966430664,79.9225006103516,77.7275009155273,77.8525009155273,162301200,75.5922317504883,2020-05-12
78.0374984741211,78.9875030517578,75.8024978637695,76.9124984741211,200622400,74.6795120239258,2020-05-13
76.1275024414062,77.4475021362305,75.3824996948242,77.3850021362305,158929200,75.1382827758789,2020-05-14
75.0875015258789,76.9749984741211,75.0524978637695,76.9274978637695,166348400,74.6940689086914,2020-05-15
78.2925033569336,79.125,77.5800018310547,78.7399978637695,135178400,76.453971862793,2020-05-18
78.7574996948242,79.629997253418,78.2525024414062,78.2850036621094,101729600,76.0121536254883,2020-05-19
79.1699981689453,79.879997253418,79.129997253418,79.807502746582,111504800,77.4904479980469,2020-05-20
79.6650009155273,80.2225036621094,78.9674987792969,79.2125015258789,102688800,76.9127349853516,2020-05-21
78.942497253418,79.807502746582,78.8375015258789,79.7225036621094,81803200,77.4079284667969,2020-05-22
80.875,81.0599975585938,79.125,79.182502746582,125522000,76.8836135864258,2020-05-26
79.0350036621094,79.6774978637695,78.2724990844727,79.5274963378906,112945200,77.2185821533203,2020-05-27
79.192497253418,80.8600006103516,78.9075012207031,79.5625,133560800,77.2525634765625,2020-05-28
79.8125,80.2874984741211,79.1175003051758,79.4850006103516,153532400,77.1773071289062,2020-05-29
79.4375,80.5875015258789,79.3024978637695,80.4625015258789,80791200,78.1264419555664,2020-06-01
80.1875,80.8600006103516,79.7324981689453,80.8349990844727,87642800,78.4881134033203,2020-06-02
81.1650009155273,81.5500030517578,80.5749969482422,81.2799987792969,104491200,78.9202041625977,2020-06-03
81.0975036621094,81.4049987792969,80.1949996948242,80.5800018310547,87560400,78.2405471801758,2020-06-04
80.8375015258789,82.9375,80.807502746582,82.875,137250400,80.468879699707,2020-06-05
82.5625,83.4000015258789,81.8300018310547,83.3649978637695,95654400,80.944694519043,2020-06-08
83.0350036621094,86.4024963378906,83.0025024414062,85.9974975585938,147712400,83.5007400512695,2020-06-09
86.9749984741211,88.692497253418,86.5224990844727,88.2099990844727,166651600,85.6490173339844,2020-06-10
87.3274993896484,87.7649993896484,83.870002746582,83.9749984741211,201662400,81.5369567871094,2020-06-11
86.1800003051758,86.9499969482422,83.5550003051758,84.6999969482422,200146000,82.2409210205078,2020-06-12
83.3125,86.4199981689453,83.1449966430664,85.7474975585938,138808800,83.2579956054688,2020-06-15
87.8649978637695,88.3000030517578,86.1800003051758,88.0199966430664,165428800,85.4645309448242,2020-06-16
88.7874984741211,88.8499984741211,87.7724990844727,87.8974990844727,114406400,85.3455810546875,2020-06-17
87.8525009155273,88.3625030517578,87.3050003051758,87.932502746582,96820400,85.3795623779297,2020-06-18
88.6600036621094,89.1399993896484,86.2874984741211,87.4300003051758,264476000,84.8916549682617,2020-06-19
87.8349990844727,89.8649978637695,87.7874984741211,89.7174987792969,135445200,87.1127471923828,2020-06-22
91,93.0950012207031,90.567497253418,91.6324996948242,212155600,88.9721450805664,2020-06-23
91.25,92.1975021362305,89.629997253418,90.0149993896484,192623200,87.4016036987305,2020-06-24
90.1750030517578,91.25,89.3925018310547,91.2099990844727,137522400,88.5619201660156,2020-06-25
91.1025009155273,91.3300018310547,88.254997253418,88.4075012207031,205256800,85.8407669067383,2020-06-26
88.3125,90.5425033569336,87.8199996948242,90.4449996948242,130646000,87.8191146850586,2020-06-29
90.0199966430664,91.495002746582,90,91.1999969482422,140223200,88.5522003173828,2020-06-30
91.2799987792969,91.8399963378906,90.9775009155273,91.0274963378906,110737200,88.3847198486328,2020-07-01
91.9625015258789,92.6175003051758,90.9100036621094,91.0274963378906,114041600,88.3847198486328,2020-07-02
92.5,93.9449996948242,92.4674987792969,93.4625015258789,118655600,90.7490310668945,2020-07-06
93.8525009155273,94.6549987792969,93.057502746582,93.1725006103516,112424400,90.467414855957,2020-07-07
94.1800003051758,95.375,94.0899963378906,95.3424987792969,117092000,92.5744171142578,2020-07-08
96.2624969482422,96.317497253418,94.6725006103516,95.7525024414062,125642800,92.9725189208984,2020-07-09
95.3349990844727,95.9800033569336,94.7050018310547,95.9199981689453,90257200,93.1351547241211,2020-07-10
97.2649993896484,99.9550018310547,95.2574996948242,95.4775009155273,191649200,92.7055053710938,2020-07-13
94.8399963378906,97.254997253418,93.8775024414062,97.057502746582,170989200,94.2396392822266,2020-07-14
98.9899978637695,99.2474975585938,96.4899978637695,97.7249984741211,153198000,94.8877716064453,2020-07-15
96.5625,97.4049987792969,95.9049987792969,96.5224990844727,110577600,93.7201766967773,2020-07-16
96.9875030517578,97.1474990844727,95.8399963378906,96.3274993896484,92186800,93.5308303833008,2020-07-17
96.4175033569336,98.5,96.0625,98.3574981689453,90318000,95.5018997192383,2020-07-20
99.1725006103516,99.25,96.7425003051758,97,103433200,94.1838073730469,2020-07-21
96.692497253418,97.9749984741211,96.6025009155273,97.2724990844727,89001600,94.4484176635742,2020-07-22
96.9974975585938,97.0774993896484,92.0100021362305,92.8450012207031,197004400,90.1494369506836,2020-07-23
90.9875030517578,92.9700012207031,89.1449966430664,92.6149978637695,185438800,89.9261093139648,2020-07-24
93.7099990844727,94.9049987792969,93.4800033569336,94.8099975585938,121214000,92.0574111938477,2020-07-27
94.3675003051758,94.5500030517578,93.2474975585938,93.2525024414062,103625600,90.5451049804688,2020-07-28
93.75,95.2300033569336,93.7125015258789,95.0400009155273,90329200,92.2807235717773,2020-07-29
94.1875,96.2975006103516,93.7675018310547,96.1900024414062,158130000,93.3973083496094,2020-07-30
102.88500213623,106.415000915527,100.824996948242,106.26000213623,374336800,103.174980163574,2020-07-31
108.199996948242,111.637496948242,107.892501831055,108.9375,308151200,105.774742126465,2020-08-03
109.132499694824,110.790000915527,108.387496948242,109.665000915527,173071600,106.48112487793,2020-08-04
109.377502441406,110.392501831055,108.897499084473,110.0625,121776800,106.867065429688,2020-08-05
110.404998779297,114.412498474121,109.797500610352,113.902496337891,202428800,110.595573425293,2020-08-06
113.205001831055,113.675003051758,110.292503356934,111.112503051758,198045600,108.081108093262,2020-08-07
112.599998474121,113.775001525879,110,112.727500915527,212403600,109.652053833008,2020-08-10
111.970001220703,112.482498168945,109.107498168945,109.375,187902400,106.390991210938,2020-08-11
110.497497558594,113.275001525879,110.297500610352,113.01000213623,165598000,109.926849365234,2020-08-12
114.430000305176,116.042503356934,113.92749786377,115.01000213623,210082000,111.872268676758,2020-08-13
114.830001831055,115,113.044998168945,114.907501220703,165565200,111.772575378418,2020-08-14
116.0625,116.087501525879,113.962501525879,114.607498168945,119561600,111.480751037598,2020-08-17
114.352500915527,116,114.007499694824,115.5625,105633600,112.409706115723,2020-08-18
115.982498168945,117.162498474121,115.610000610352,115.707496643066,145538000,112.550750732422,2020-08-19
115.75,118.392501831055,115.732498168945,118.275001525879,126907200,115.048202514648,2020-08-20
119.262496948242,124.867500305176,119.25,124.370002746582,338054800,120.976905822754,2020-08-21
128.697494506836,128.785003662109,123.9375,125.857498168945,345937600,122.423835754395,2020-08-24
124.69750213623,125.180000305176,123.05249786377,124.824996948242,211495600,121.419494628906,2020-08-25
126.180000305176,126.992500305176,125.082496643066,126.522499084473,163022400,123.070671081543,2020-08-26
127.142501831055,127.485000610352,123.832496643066,125.01000213623,155552400,121.59944152832,2020-08-27
126.012496948242,126.442497253418,124.577499389648,124.807502746582,187630000,121.402481079102,2020-08-28
127.580001831055,131,126,129.039993286133,225702700,125.519493103027,2020-08-31
132.759994506836,134.800003051758,130.529998779297,134.179992675781,151948100,130.519256591797,2020-09-01
137.589996337891,137.979995727539,127,131.399993896484,200119000,127.815101623535,2020-09-02
126.910003662109,128.839996337891,120.5,120.879997253418,257599600,117.582122802734,2020-09-03
120.069999694824,123.699996948242,110.889999389648,120.959999084473,332607200,117.659957885742,2020-09-04
113.949996948242,118.98999786377,112.680000305176,112.819999694824,231366600,109.742004394531,2020-09-08
117.26000213623,119.139999389648,115.26000213623,117.319999694824,176940500,114.119239807129,2020-09-09
120.360000610352,120.5,112.5,113.48999786377,182274400,110.393730163574,2020-09-10
114.569999694824,115.230003356934,110,112,180860300,108.944389343262,2020-09-11
114.720001220703,115.930000305176,112.800003051758,115.360000610352,140150100,112.212738037109,2020-09-14
118.330001831055,118.830001831055,113.610000610352,115.540000915527,184642000,112.387832641602,2020-09-15
115.230003356934,116,112.040000915527,112.129997253418,154679000,109.070854187012,2020-09-16
109.720001220703,112.199996948242,108.709999084473,110.339996337891,178011000,107.329696655273,2020-09-17
110.400001525879,110.879997253418,106.089996337891,106.839996337891,287104900,103.925170898438,2020-09-18
104.540000915527,110.190002441406,103.099998474121,110.080001831055,195713800,107.076789855957,2020-09-21
112.680000305176,112.860000610352,109.160003662109,111.809997558594,183055400,108.759552001953,2020-09-22
111.620002746582,112.110000610352,106.769996643066,107.120002746582,150718700,104.197532653809,2020-09-23
105.169998168945,110.25,105,108.220001220703,167743300,105.267509460449,2020-09-24
108.430000305176,112.440002441406,107.669998168945,112.279998779297,149981400,109.216743469238,2020-09-25
115.01000213623,115.319999694824,112.779998779297,114.959999084473,137672400,111.823631286621,2020-09-28
114.550003051758,115.309997558594,113.569999694824,114.089996337891,99382200,110.977363586426,2020-09-29
113.790000915527,117.26000213623,113.620002746582,115.809997558594,142675200,112.650436401367,2020-09-30
117.639999389648,117.720001220703,115.830001831055,116.790000915527,116120400,113.603698730469,2020-10-01
112.889999389648,115.370002746582,112.220001220703,113.019996643066,144712000,109.936561584473,2020-10-02
113.910003662109,116.650001525879,113.550003051758,116.5,106243800,113.321632385254,2020-10-05
115.699996948242,116.120002746582,112.25,113.160003662109,161498200,110.072746276855,2020-10-06
114.620002746582,115.550003051758,114.129997253418,115.080001831055,96849000,111.940399169922,2020-10-07
116.25,116.400001525879,114.589996337891,114.970001220703,83477200,111.833358764648,2020-10-08
115.279998779297,117,114.919998168945,116.970001220703,100506900,113.778785705566,2020-10-09
120.059997558594,125.180000305176,119.279998779297,124.400001525879,240226800,121.00609588623,2020-10-12
125.269996643066,125.389999389648,119.650001525879,121.099998474121,262330500,117.796119689941,2020-10-13
121,123.029998779297,119.620002746582,121.190002441406,150712000,117.883682250977,2020-10-14
118.720001220703,121.199996948242,118.150001525879,120.709999084473,112559200,117.416763305664,2020-10-15
121.279998779297,121.550003051758,118.809997558594,119.019996643066,115393800,115.772888183594,2020-10-16
119.959999084473,120.419998168945,115.660003662109,115.980003356934,120639300,112.815803527832,2020-10-19
116.199996948242,118.980003356934,115.629997253418,117.51000213623,124423700,114.304077148438,2020-10-20
116.669998168945,118.709999084473,116.449996948242,116.870002746582,89946000,113.681533813477,2020-10-21
117.449996948242,118.040000915527,114.589996337891,115.75,101988000,112.592102050781,2020-10-22
116.389999389648,116.550003051758,114.279998779297,115.040000915527,82572600,111.901473999023,2020-10-23
114.01000213623,116.550003051758,112.879997253418,115.050003051758,111850700,111.911178588867,2020-10-26
115.48999786377,117.279998779297,114.540000915527,116.599998474121,92276800,113.418899536133,2020-10-27
115.050003051758,115.430000305176,111.099998474121,111.199996948242,143937800,108.166206359863,2020-10-28
112.370002746582,116.930000305176,112.199996948242,115.319999694824,146129200,112.173797607422,2020-10-29
111.059997558594,111.98999786377,107.720001220703,108.860000610352,190272600,105.890060424805,2020-10-30
109.110000610352,110.680000305176,107.319999694824,108.769996643066,122866900,105.80249786377,2020-11-02
109.660003662109,111.48999786377,108.730003356934,110.440002441406,107624400,107.426948547363,2020-11-03
114.139999389648,115.589996337891,112.349998474121,114.949996948242,138235500,111.813911437988,2020-11-04
117.949996948242,119.620002746582,116.870002746582,119.029998779297,126387100,115.782585144043,2020-11-05
118.319999694824,119.199996948242,116.129997253418,118.690002441406,114457900,115.651054382324,2020-11-06
120.5,121.98999786377,116.050003051758,116.319999694824,154515300,113.341758728027,2020-11-09
115.550003051758,117.589996337891,114.129997253418,115.970001220703,138023400,113.000686645508,2020-11-10
117.190002441406,119.629997253418,116.440002441406,119.48999786377,112295000,116.430587768555,2020-11-11
119.620002746582,120.529998779297,118.569999694824,119.209999084473,103162300,116.157730102539,2020-11-12
119.440002441406,119.669998168945,117.870002746582,119.26000213623,81581900,116.20645904541,2020-11-13
118.919998168945,120.98999786377,118.150001525879,120.300003051758,91183000,117.219841003418,2020-11-16
119.550003051758,120.669998168945,118.959999084473,119.389999389648,74271000,116.333137512207,2020-11-17
118.610000610352,119.819999694824,118,118.029998779297,76322100,115.007942199707,2020-11-18
117.589996337891,119.059997558594,116.809997558594,118.639999389648,74113000,115.602340698242,2020-11-19
118.639999389648,118.769996643066,117.290000915527,117.339996337891,73604300,114.335632324219,2020-11-20
117.180000305176,117.620002746582,113.75,113.849998474121,127959300,110.934982299805,2020-11-23
113.910003662109,115.849998474121,112.589996337891,115.169998168945,113874200,112.221176147461,2020-11-24
115.550003051758,116.75,115.169998168945,116.029998779297,76499200,113.059173583984,2020-11-25
116.569999694824,117.48999786377,116.220001220703,116.589996337891,46691300,113.604827880859,2020-11-27
116.970001220703,120.970001220703,116.809997558594,119.050003051758,169410200,116.001846313477,2020-11-30
121.01000213623,123.470001220703,120.01000213623,122.720001220703,127728200,119.57788848877,2020-12-01
122.019996643066,123.370002746582,120.889999389648,123.080001831055,89004200,119.928657531738,2020-12-02
123.519996643066,123.779998779297,122.209999084473,122.940002441406,78967600,119.792251586914,2020-12-03
122.599998474121,122.860000610352,121.519996643066,122.25,78260400,119.119918823242,2020-12-04
122.309997558594,124.569999694824,122.25,123.75,86712000,120.581497192383,2020-12-07
124.370002746582,124.980003356934,123.089996337891,124.379997253418,82225500,121.195373535156,2020-12-08
124.529998779297,125.949996948242,121,121.779998779297,115089200,118.661933898926,2020-12-09
120.5,123.870002746582,120.150001525879,123.23999786377,81312200,120.08455657959,2020-12-10
122.430000305176,122.76000213623,120.550003051758,122.410003662109,86939800,119.275817871094,2020-12-11
122.599998474121,123.349998474121,121.540000915527,121.779998779297,79184500,118.661933898926,2020-12-14
124.339996337891,127.900001525879,124.129997253418,127.879997253418,157243700,124.605758666992,2020-12-15
127.410003662109,128.369995117188,126.559997558594,127.809997558594,98208600,124.537536621094,2020-12-16
128.899993896484,129.580001831055,128.039993286133,128.699996948242,94359800,125.404762268066,2020-12-17
128.960006713867,129.100006103516,126.120002746582,126.660003662109,192541500,123.4169921875,2020-12-18
125.019996643066,128.309997558594,123.449996948242,128.229995727539,121251600,124.946792602539,2020-12-21
131.610000610352,134.410003662109,129.649993896484,131.880004882812,168904800,128.503341674805,2020-12-22
132.160003662109,132.429992675781,130.779998779297,130.960006713867,88223700,127.606925964355,2020-12-23
131.320007324219,133.460006713867,131.100006103516,131.970001220703,54930100,128.591049194336,2020-12-24
133.990005493164,137.339996337891,133.509994506836,136.690002441406,124486200,133.190170288086,2020-12-28
138.050003051758,138.789993286133,134.339996337891,134.869995117188,121047300,131.416778564453,2020-12-29
135.580001831055,135.990005493164,133.399993896484,133.720001220703,96452100,130.296203613281,2020-12-30
134.080001831055,134.740005493164,131.720001220703,132.690002441406,99116600,129.292633056641,2020-12-31
133.520004272461,133.610000610352,126.76000213623,129.410003662109,143301900,126.096611022949,2021-01-04
128.889999389648,131.740005493164,128.429992675781,131.009994506836,97664900,127.655570983887,2021-01-05
127.720001220703,131.050003051758,126.379997253418,126.599998474121,155088000,123.358512878418,2021-01-06
128.360000610352,131.630004882812,127.860000610352,130.919998168945,109578200,127.567901611328,2021-01-07
132.429992675781,132.630004882812,130.229995727539,132.050003051758,105158200,128.668991088867,2021-01-08
129.190002441406,130.169998168945,128.5,128.979995727539,100384500,125.677589416504,2021-01-11
128.5,129.690002441406,126.860000610352,128.800003051758,91951100,125.502220153809,2021-01-12
128.759994506836,131.449996948242,128.490005493164,130.889999389648,88636800,127.538703918457,2021-01-13
130.800003051758,131,128.759994506836,128.910003662109,90221800,125.609397888184,2021-01-14
128.779998779297,130.220001220703,127,127.139999389648,111598500,123.884696960449,2021-01-15
127.779998779297,128.710006713867,126.940002441406,127.830001831055,90757300,124.55704498291,2021-01-19
128.660003662109,132.490005493164,128.550003051758,132.029998779297,104319500,128.649505615234,2021-01-20
133.800003051758,139.669998168945,133.589996337891,136.869995117188,120150900,133.365570068359,2021-01-21
136.279998779297,139.850006103516,135.020004272461,139.070007324219,114459400,135.509246826172,2021-01-22
143.070007324219,145.089996337891,136.539993286133,142.919998168945,157611700,139.260665893555,2021-01-25
143.600006103516,144.300003051758,141.369995117188,143.160003662109,98390600,139.494506835938,2021-01-26
143.429992675781,144.300003051758,140.410003662109,142.059997558594,140843800,138.422668457031,2021-01-27
139.520004272461,141.990005493164,136.699996948242,137.089996337891,142621100,133.57991027832,2021-01-28
135.830001831055,136.740005493164,130.210006713867,131.960006713867,177523800,128.581298828125,2021-01-29
133.75,135.380004882812,130.929992675781,134.139999389648,106239800,130.705474853516,2021-02-01
135.729995727539,136.309997558594,134.610000610352,134.990005493164,83305400,131.533721923828,2021-02-02
135.759994506836,135.770004272461,133.610000610352,133.940002441406,89880900,130.510620117188,2021-02-03
136.300003051758,137.399993896484,134.589996337891,137.389999389648,84183100,133.872253417969,2021-02-04
137.350006103516,137.419998168945,135.860000610352,136.759994506836,75693800,133.457534790039,2021-02-05
136.029998779297,136.960006713867,134.919998168945,136.910003662109,71297200,133.603866577148,2021-02-08
136.619995117188,137.880004882812,135.850006103516,136.009994506836,76774200,132.725631713867,2021-02-09
136.479995727539,136.990005493164,134.399993896484,135.389999389648,73046600,132.12060546875,2021-02-10
135.899993896484,136.389999389648,133.770004272461,135.130004882812,64280000,131.86686706543,2021-02-11
134.350006103516,135.529998779297,133.690002441406,135.369995117188,60145100,132.101089477539,2021-02-12
135.490005493164,136.009994506836,132.789993286133,133.190002441406,80576300,129.973709106445,2021-02-16
131.25,132.220001220703,129.470001220703,130.839996337891,97918500,127.680480957031,2021-02-17
129.199996948242,130,127.410003662109,129.710006713867,96856700,126.577774047852,2021-02-18
130.240005493164,130.710006713867,128.800003051758,129.869995117188,87668800,126.733909606934,2021-02-19
128.009994506836,129.720001220703,125.599998474121,126,103916400,122.95735168457,2021-02-22
123.76000213623,126.709999084473,118.389999389648,125.860000610352,158273000,122.820739746094,2021-02-23
124.940002441406,125.559997558594,122.230003356934,125.349998474121,111039900,122.323051452637,2021-02-24
124.680000305176,126.459999084473,120.540000915527,120.98999786377,148199500,118.068328857422,2021-02-25
122.589996337891,124.849998474121,121.199996948242,121.26000213623,164560400,118.331817626953,2021-02-26
123.75,127.930000305176,122.790000915527,127.790000915527,116307900,124.704139709473,2021-03-01
128.410003662109,128.720001220703,125.01000213623,125.120002746582,102260900,122.098594665527,2021-03-02
124.809997558594,125.709999084473,121.839996337891,122.059997558594,112966300,119.112510681152,2021-03-03
121.75,123.599998474121,118.620002746582,120.129997253418,178155000,117.229103088379,2021-03-04
120.980003356934,121.940002441406,117.569999694824,121.419998168945,153766600,118.487937927246,2021-03-05
