"MSTR.Open","MSTR.High","MSTR.Low","MSTR.Close","MSTR.Volume","MSTR.Adjusted","Date"
14.2840003967285,14.4890003204346,14.2720003128052,14.4309997558594,276000,14.4309997558594,2020-01-02
14.3020000457764,14.4890003204346,14.2799997329712,14.3570003509521,585000,14.3570003509521,2020-01-03
14.3249998092651,14.5459995269775,14.3249998092651,14.4250001907349,327000,14.4250001907349,2020-01-06
14.3999996185303,14.5369997024536,14.3240003585815,14.3870000839233,349000,14.3870000839233,2020-01-07
14.3950004577637,14.5469999313354,14.2069997787476,14.371000289917,395000,14.371000289917,2020-01-08
14.4449996948242,14.5319995880127,14.2910003662109,14.3500003814697,642000,14.3500003814697,2020-01-09
14.4139995574951,14.5159997940063,14.2150001525879,14.2390003204346,411000,14.2390003204346,2020-01-10
14.2519998550415,14.5310001373291,14.2519998550415,14.4589996337891,490000,14.4589996337891,2020-01-13
14.4689998626709,14.5679998397827,14.4069995880127,14.4770002365112,468000,14.4770002365112,2020-01-14
14.4829998016357,14.7049999237061,14.4829998016357,14.6269998550415,535000,14.6269998550415,2020-01-15
14.7119998931885,14.7959995269775,14.6079998016357,14.6719999313354,357000,14.6719999313354,2020-01-16
14.7469997406006,14.7469997406006,14.6219997406006,14.673999786377,336000,14.673999786377,2020-01-17
14.628999710083,14.7569999694824,14.5129995346069,14.5950002670288,533000,14.5950002670288,2020-01-21
14.6940002441406,14.7340002059937,14.5640001296997,14.5920000076294,458000,14.5920000076294,2020-01-22
14.5769996643066,14.6660003662109,14.5480003356934,14.5740003585815,455000,14.5740003585815,2020-01-23
14.6140003204346,14.673999786377,14.2779998779297,14.3159999847412,393000,14.3159999847412,2020-01-24
14.1520004272461,14.378999710083,14.125,14.2530002593994,517000,14.2530002593994,2020-01-27
14.3020000457764,14.4540004730225,14.1300001144409,14.3999996185303,606000,14.3999996185303,2020-01-28
15.6999998092651,16.5,15.2309999465942,15.2600002288818,2547000,15.2600002288818,2020-01-29
15.3409996032715,15.710000038147,15.1339998245239,15.2700004577637,1048000,15.2700004577637,2020-01-30
15.2639999389648,15.4759998321533,15.1510000228882,15.2030000686646,1011000,15.2030000686646,2020-01-31
15.2449998855591,15.6090002059937,14.9010000228882,14.9479999542236,1018000,14.9479999542236,2020-02-03
15.0629997253418,15.253999710083,15.0459995269775,15.1809997558594,871000,15.1809997558594,2020-02-04
15.2829999923706,15.331000328064,15.0839996337891,15.2840003967285,961000,15.2840003967285,2020-02-05
15.2760000228882,15.3850002288818,15.1949996948242,15.2239999771118,561000,15.2239999771118,2020-02-06
15.128999710083,15.3570003509521,15.1199998855591,15.2659997940063,746000,15.2659997940063,2020-02-07
15.3059997558594,15.3570003509521,15.1120004653931,15.1450004577637,285000,15.1450004577637,2020-02-10
15.1700000762939,15.3339996337891,15.1219997406006,15.210000038147,480000,15.210000038147,2020-02-11
15.2440004348755,15.3540000915527,14.9449996948242,14.9840002059937,543000,14.9840002059937,2020-02-12
14.9280004501343,14.9729995727539,14.6929998397827,14.8070001602173,599000,14.8070001602173,2020-02-13
14.8319997787476,14.9680004119873,14.7119998931885,14.8839998245239,565000,14.8839998245239,2020-02-14
14.8629999160767,14.8669996261597,14.7530002593994,14.7969999313354,234000,14.7969999313354,2020-02-18
14.826000213623,15.0170001983643,14.8159999847412,14.960000038147,454000,14.960000038147,2020-02-19
14.914999961853,15.0279998779297,14.8210000991821,14.9799995422363,923000,14.9799995422363,2020-02-20
14.9549999237061,15.0679998397827,14.9160003662109,14.9949998855591,597000,14.9949998855591,2020-02-21
14.6319999694824,14.78600025177,14.3809995651245,14.5880002975464,530000,14.5880002975464,2020-02-24
14.5710000991821,14.5860004425049,14.0050001144409,14.0050001144409,990000,14.0050001144409,2020-02-25
14.0640001296997,14.2410001754761,14.0059995651245,14.0120000839233,507000,14.0120000839233,2020-02-26
13.7569999694824,14.0719995498657,13.6099996566772,13.6219997406006,708000,13.6219997406006,2020-02-27
13.3400001525879,13.6000003814697,13.2620000839233,13.5159997940063,997000,13.5159997940063,2020-02-28
13.5729999542236,13.7729997634888,13.5159997940063,13.6719999313354,748000,13.6719999313354,2020-03-02
13.6230001449585,13.8819999694824,13.210000038147,13.4390001296997,660000,13.4390001296997,2020-03-03
13.6049995422363,13.6499996185303,13.4160003662109,13.6169996261597,777000,13.6169996261597,2020-03-04
13.3959999084473,13.7229995727539,13.3959999084473,13.6879997253418,983000,13.6879997253418,2020-03-05
13.3900003433228,13.673999786377,13.3900003433228,13.6280002593994,734000,13.6280002593994,2020-03-06
13.1350002288818,13.2810001373291,12.9099998474121,12.9429998397827,808000,12.9429998397827,2020-03-09
13.1929998397827,13.1929998397827,12.6260004043579,12.9980001449585,1430000,12.9980001449585,2020-03-10
12.7609996795654,12.7760000228882,12.1999998092651,12.414999961853,716000,12.414999961853,2020-03-11
11.9980001449585,12.2600002288818,10.8059997558594,10.8529996871948,1351000,10.8529996871948,2020-03-12
11.1920003890991,11.3699998855591,10.6269998550415,11.1330003738403,1497000,11.1330003738403,2020-03-13
10.2880001068115,10.8450002670288,9.97900009155273,10.6660003662109,1368000,10.6660003662109,2020-03-16
10.8039999008179,11.2810001373291,10.5629997253418,10.9359998703003,1061000,10.9359998703003,2020-03-17
10.335000038147,10.414999961853,9.12199974060059,9.22000026702881,1151000,9.22000026702881,2020-03-18
9.17599964141846,10.7239999771118,9,10.5380001068115,902000,10.5380001068115,2020-03-19
10.5749998092651,10.9090003967285,9.93400001525879,10.0740003585815,1046000,10.0740003585815,2020-03-20
10.2309999465942,10.4309997558594,9.65299987792969,10.2469997406006,624000,10.2469997406006,2020-03-23
10.5920000076294,10.7329998016357,10.3050003051758,10.6890001296997,750000,10.6890001296997,2020-03-24
10.7580003738403,10.8760004043579,10.3050003051758,10.4130001068115,861000,10.4130001068115,2020-03-25
10.5,11.1639995574951,10.5,11.0539999008179,719000,11.0539999008179,2020-03-26
10.7320003509521,10.9359998703003,10.4549999237061,10.6309995651245,752000,10.6309995651245,2020-03-27
10.7200002670288,11.0670003890991,10.4670000076294,11.0240001678467,712000,11.0240001678467,2020-03-30
10.9989995956421,11.8179998397827,10.9989995956421,11.8100004196167,1206000,11.8100004196167,2020-03-31
11.5050001144409,11.6630001068115,10.8640003204346,11.33899974823,799000,11.33899974823,2020-04-01
11.2239999771118,11.78600025177,11.1499996185303,11.4490003585815,380000,11.4490003585815,2020-04-02
11.3439998626709,11.5600004196167,10.9390001296997,11.2229995727539,429000,11.2229995727539,2020-04-03
11.7559995651245,11.7559995651245,11.2489995956421,11.6029996871948,675000,11.6029996871948,2020-04-06
11.7779998779297,11.9799995422363,11.5109996795654,11.7709999084473,545000,11.7709999084473,2020-04-07
11.9390001296997,12.460000038147,11.8739995956421,12.3000001907349,588000,12.3000001907349,2020-04-08
12.4849996566772,12.7329998016357,12.2819995880127,12.5419998168945,524000,12.5419998168945,2020-04-09
12.4300003051758,12.4300003051758,11.9569997787476,12.2089996337891,491000,12.2089996337891,2020-04-13
12.6020002365112,12.7609996795654,12.4829998016357,12.6499996185303,761000,12.6499996185303,2020-04-14
12.1619997024536,12.4899997711182,12.048999786377,12.2600002288818,598000,12.2600002288818,2020-04-15
12.2790002822876,12.5459995269775,12.2069997787476,12.4130001068115,597000,12.4130001068115,2020-04-16
12.7229995727539,12.7419996261597,12.5450000762939,12.6529998779297,720000,12.6529998779297,2020-04-17
12.4060001373291,12.7360000610352,12.3000001907349,12.6920003890991,460000,12.6920003890991,2020-04-20
12.4060001373291,12.4519996643066,12.1660003662109,12.2709999084473,678000,12.2709999084473,2020-04-21
12.4479999542236,12.621000289917,12.33899974823,12.5010004043579,548000,12.5010004043579,2020-04-22
12.5620002746582,12.7580003738403,12.3999996185303,12.5979995727539,586000,12.5979995727539,2020-04-23
12.5959997177124,12.7480001449585,12.4650001525879,12.5550003051758,364000,12.5550003051758,2020-04-24
12.7270002365112,13.1300001144409,12.6999998092651,12.9230003356934,666000,12.9230003356934,2020-04-27
12.9899997711182,13.1009998321533,12.7799997329712,12.8850002288818,855000,12.8850002288818,2020-04-28
13.0080003738403,13.0080003738403,12.3199996948242,12.7480001449585,1615000,12.7480001449585,2020-04-29
12.5710000991821,12.8839998245239,12.5249996185303,12.6330003738403,889000,12.6330003738403,2020-04-30
12.3660001754761,12.4180002212524,12.0970001220703,12.2589998245239,664000,12.2589998245239,2020-05-01
12.2189998626709,12.2189998626709,11.71399974823,11.8549995422363,911000,11.8549995422363,2020-05-04
12.03600025177,12.3870000839233,11.9799995422363,12.081000328064,578000,12.081000328064,2020-05-05
12.1079998016357,12.3430004119873,12.081000328064,12.1999998092651,627000,12.1999998092651,2020-05-06
12.3579998016357,12.4750003814697,12.2639999389648,12.3479995727539,708000,12.3479995727539,2020-05-07
12.5380001068115,12.5749998092651,12.1619997024536,12.4670000076294,1104000,12.4670000076294,2020-05-08
12.4899997711182,12.5579996109009,12.3450002670288,12.3819999694824,788000,12.3819999694824,2020-05-11
12.4230003356934,12.4230003356934,11.9630002975464,12.0109996795654,697000,12.0109996795654,2020-05-12
11.9569997787476,11.9569997787476,11.4750003814697,11.4949998855591,568000,11.4949998855591,2020-05-13
11.2069997787476,11.3559999465942,10.96399974823,11.3210000991821,1248000,11.3210000991821,2020-05-14
11.33899974823,11.7110004425049,11.0240001678467,11.5579996109009,1842000,11.5579996109009,2020-05-15
11.8809995651245,12.0699996948242,11.8809995651245,12.0129995346069,871000,12.0129995346069,2020-05-18
12.0740003585815,12.2679996490479,11.878999710083,11.9060001373291,906000,11.9060001373291,2020-05-19
12.0799999237061,12.1960000991821,11.8240003585815,12.1239995956421,599000,12.1239995956421,2020-05-20
12.039999961853,12.2049999237061,11.9619998931885,12.0719995498657,1009000,12.0719995498657,2020-05-21
12.1359996795654,12.2469997406006,12.0679998397827,12.2370004653931,799000,12.2370004653931,2020-05-22
12.3999996185303,12.4980001449585,12.2849998474121,12.4709997177124,1012000,12.4709997177124,2020-05-26
12.6339998245239,12.664999961853,12.4040002822876,12.5920000076294,632000,12.5920000076294,2020-05-27
12.6780004501343,12.7349996566772,12.4860000610352,12.5340003967285,766000,12.5340003967285,2020-05-28
12.4449996948242,12.5139999389648,12.3900003433228,12.4479999542236,740000,12.4479999542236,2020-05-29
12.4989995956421,12.4989995956421,12.2600002288818,12.2600002288818,751000,12.2600002288818,2020-06-01
12.2449998855591,12.2880001068115,12.0310001373291,12.1090002059937,1019000,12.1090002059937,2020-06-02
12.2510004043579,13.0480003356934,12.1780004501343,12.9630002975464,776000,12.9630002975464,2020-06-03
12.8039999008179,12.8739995956421,12.3620004653931,12.5299997329712,619000,12.5299997329712,2020-06-04
12.8430004119873,12.8699998855591,12.4820003509521,12.5209999084473,550000,12.5209999084473,2020-06-05
12.5520000457764,12.7829999923706,12.3610000610352,12.6359996795654,696000,12.6359996795654,2020-06-08
12.5030002593994,12.6309995651245,12.3129997253418,12.5679998397827,388000,12.5679998397827,2020-06-09
12.5900001525879,12.5900001525879,12.3050003051758,12.3920001983643,541000,12.3920001983643,2020-06-10
12.1540002822876,12.1899995803833,11.6990003585815,11.7340002059937,682000,11.7340002059937,2020-06-11
12.0290002822876,12.1940002441406,11.576000213623,11.8020000457764,652000,11.8020000457764,2020-06-12
11.5780000686646,12.3889999389648,11.5080003738403,12.2670001983643,1108000,12.2670001983643,2020-06-15
12.5790004730225,12.6129999160767,12.1110000610352,12.1960000991821,422000,12.1960000991821,2020-06-16
12.2749996185303,12.2749996185303,12.0139999389648,12.1730003356934,499000,12.1730003356934,2020-06-17
12.0590000152588,12.1429996490479,11.8269996643066,11.9460000991821,865000,11.9460000991821,2020-06-18
12.0860004425049,12.0860004425049,11.5690002441406,11.8190002441406,4883000,11.8190002441406,2020-06-19
11.9010000228882,11.9989995956421,11.7469997406006,11.871000289917,639000,11.871000289917,2020-06-22
11.9270000457764,11.9580001831055,11.7220001220703,11.753999710083,497000,11.753999710083,2020-06-23
11.7069997787476,11.7069997787476,11.4049997329712,11.4379997253418,564000,11.4379997253418,2020-06-24
11.3830003738403,11.7910003662109,11.3549995422363,11.7790002822876,584000,11.7790002822876,2020-06-25
11.6890001296997,11.7250003814697,11.414999961853,11.6000003814697,1332000,11.6000003814697,2020-06-26
11.7189998626709,11.9659996032715,11.7180004119873,11.8500003814697,453000,11.8500003814697,2020-06-29
11.8050003051758,11.9770002365112,11.7659997940063,11.8290004730225,477000,11.8290004730225,2020-06-30
11.7790002822876,11.9969997406006,11.7670001983643,11.7799997329712,412000,11.7799997329712,2020-07-01
11.8649997711182,11.9429998397827,11.6999998092651,11.7349996566772,503000,11.7349996566772,2020-07-02
11.8830003738403,12.0679998397827,11.7919998168945,11.9750003814697,802000,11.9750003814697,2020-07-06
11.9619998931885,12.1020002365112,11.7749996185303,11.8090000152588,487000,11.8090000152588,2020-07-07
