"JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted","Date"
148.089996337891,150.240005493164,147.539993286133,149.929992675781,7776800,127.438896179199,2020-02-21
146.5,149,145.25,145.910003662109,10588900,124.812850952148,2020-02-24
145.990005493164,146.75,143.830001831055,144.649993896484,10529000,123.735000610352,2020-02-25
145.350006103516,146.220001220703,143.589996337891,143.679992675781,10093800,122.905258178711,2020-02-26
142.559997558594,144.770004272461,138.949996948242,139.119995117188,12566700,119.004592895508,2020-02-27
135.360000610352,137.289993286133,130.820007324219,134.479995727539,19820300,115.035491943359,2020-02-28
134.779998779297,140.130004882812,134.009994506836,140.020004272461,11508200,119.774475097656,2020-03-02
140,140.990005493164,133.100006103516,135.589996337891,13662500,115.985015869141,2020-03-03
137.679992675781,143.639999389648,137.139999389648,143.479995727539,10560500,122.734191894531,2020-03-04
140.800003051758,142.679992675781,139.839996337891,142.009994506836,11339200,121.476745605469,2020-03-05
138.479995727539,143.009994506836,137.410003662109,142.029998779297,12239100,121.493827819824,2020-03-06
136.330001831055,139.679992675781,134.899993896484,136.440002441406,13848600,116.712097167969,2020-03-09
139.970001220703,141.949996948242,134.229995727539,141.639999389648,12698100,121.16024017334,2020-03-10
138.089996337891,138.75,131.5,131.800003051758,17763400,112.743019104004,2020-03-11
127.309997558594,133.759994506836,124.5,125.410003662109,21539200,107.276916503906,2020-03-12
129.320007324219,134.919998168945,124.650001525879,134.289993286133,20084200,114.872955322266,2020-03-13
123.569999694824,133.759994506836,122.430000305176,127.129997253418,18877900,108.748237609863,2020-03-16
128.550003051758,136.770004272461,127.809997558594,136.589996337891,18911800,116.840400695801,2020-03-17
131.020004272461,135.669998168945,128.710006713867,134.960006713867,17521100,115.446128845215,2020-03-18
134.990005493164,134.990005493164,126.150001525879,127.050003051758,18482300,108.679809570312,2020-03-19
126.830001831055,127.440002441406,118.129997253418,119.889999389648,19785100,102.555061340332,2020-03-20
117,118.559997558594,109.160003662109,111.139999389648,20815200,95.0702285766602,2020-03-23
118.76000213623,119.650001525879,113.860000610352,119.180000305176,17604800,101.947731018066,2020-03-24
118.910003662109,123.959999084473,116.699996948242,119.400001525879,13986100,102.135902404785,2020-03-25
120.569999694824,127.099998474121,120.379997253418,126.569999694824,15066800,108.269203186035,2020-03-26
121.650001525879,127.620002746582,120.580001831055,123.160003662109,12133200,105.352279663086,2020-03-27
128.460006713867,133.990005493164,127.5,133.009994506836,21754000,113.778038024902,2020-03-30
134.990005493164,135.710006713867,130.050003051758,131.130004882812,15746100,112.169876098633,2020-03-31
127.699996948242,130.229995727539,125.5,128.809997558594,12606100,110.18531036377,2020-04-01
129.119995117188,134,127.220001220703,133.149993896484,11594500,113.897804260254,2020-04-02
132.380004882812,134.789993286133,131.580001831055,134.169998168945,10071200,114.770324707031,2020-04-03
137.009994506836,140.970001220703,135.539993286133,139.759994506836,14994400,119.552062988281,2020-04-06
139.860000610352,142.029998779297,137.259994506836,137.479995727539,11567100,117.601715087891,2020-04-07
137.75,144.130004882812,137.300003051758,143.259994506836,10758200,122.545974731445,2020-04-08
144.009994506836,145.419998168945,140.279998779297,141.229995727539,11125400,120.809501647949,2020-04-09
140,141.490005493164,137.839996337891,139.770004272461,8153200,119.560607910156,2020-04-13
145.419998168945,147.419998168945,144.050003051758,146.029998779297,13838000,124.915512084961,2020-04-14
145.550003051758,147.910003662109,143.539993286133,147.660003662109,11962300,126.309776306152,2020-04-15
148.309997558594,150.679992675781,146.440002441406,149.669998168945,12181700,128.029159545898,2020-04-16
151.990005493164,152.300003051758,149.600006103516,152.020004272461,10920000,130.03938293457,2020-04-17
150.929992675781,153,150.089996337891,151.669998168945,12226200,129.739929199219,2020-04-20
150.119995117188,151.639999389648,148.570007324219,149.679992675781,9951100,128.037704467773,2020-04-21
152.809997558594,155,151.729995727539,152.990005493164,11515600,130.869171142578,2020-04-22
154.25,157,153.699996948242,155.509994506836,10665000,133.024780273438,2020-04-23
155.570007324219,156.300003051758,153.639999389648,154.860000610352,8653400,132.468734741211,2020-04-24
154.809997558594,156.050003051758,154,154.289993286133,8924000,131.981155395508,2020-04-27
151.25,153.100006103516,150.699996948242,151.389999389648,8558700,129.500503540039,2020-04-28
151.380004882812,151.630004882812,149.160003662109,150.240005493164,9285200,128.516754150391,2020-04-29
148.460006713867,150.429992675781,147.160003662109,150.039993286133,14829600,128.345657348633,2020-04-30
149.619995117188,149.669998168945,146.789993286133,148.289993286133,7309000,126.84871673584,2020-05-01
148.770004272461,149.080001831055,147.089996337891,148.270004272461,7198400,126.831596374512,2020-05-04
149,150.779998779297,148.639999389648,149.5,6562300,127.883766174316,2020-05-05
150,150.320007324219,148.039993286133,148.080001831055,6191600,126.669090270996,2020-05-06
149.369995117188,149.529998779297,147.130004882812,147.589996337891,5570500,126.249908447266,2020-05-07
148.919998168945,149.179992675781,147.889999389648,148.699996948242,4712100,127.199432373047,2020-05-08
148.449996948242,150.100006103516,148.119995117188,149.110000610352,5887500,127.55012512207,2020-05-11
150.100006103516,150.339996337891,147.029998779297,147.139999389648,7039200,125.864974975586,2020-05-12
146.080001831055,148.949996948242,146.009994506836,147.130004882812,6970500,125.8564453125,2020-05-13
145.389999389648,147.759994506836,144.259994506836,147.639999389648,6871400,126.292694091797,2020-05-14
147.869995117188,150.479995727539,145.660003662109,150.440002441406,10340400,128.687835693359,2020-05-15
152.490005493164,153.619995117188,150.460006713867,150.520004272461,7388400,128.756286621094,2020-05-18
150.100006103516,151.100006103516,148.399993896484,149.020004272461,6107300,127.473190307617,2020-05-19
149.75,150.389999389648,147.270004272461,147.679992675781,5713400,126.326881408691,2020-05-20
148.5,148.5,145.820007324219,146.710006713867,6487300,125.497131347656,2020-05-21
144.570007324219,146.289993286133,144.059997558594,144.369995117188,6140900,124.351547241211,2020-05-22
146.190002441406,146.440002441406,144.300003051758,144.559997558594,7072300,124.515235900879,2020-05-26
144.320007324219,145.25,143.009994506836,144.889999389648,7950000,124.799491882324,2020-05-27
146.020004272461,148.110000610352,145.809997558594,146.970001220703,6189600,126.59107208252,2020-05-28
147.960006713867,149.350006103516,145.330001831055,148.75,8504000,128.124252319336,2020-05-29
147.289993286133,148.339996337891,146.009994506836,147.190002441406,6141800,126.780548095703,2020-06-01
147.059997558594,148.350006103516,146.119995117188,148.25,6078300,127.693565368652,2020-06-02
148.520004272461,149.139999389648,146.449996948242,148.649993896484,6339500,128.038101196289,2020-06-03
146.800003051758,148.369995117188,145.580001831055,146.729995727539,8170500,126.384330749512,2020-06-04
147.690002441406,149.639999389648,146.600006103516,147.300003051758,9725400,126.875282287598,2020-06-05
145.880004882812,147.610000610352,145.740005493164,146.770004272461,7555600,126.418800354004,2020-06-08
148.25,149.330001831055,145.649993896484,145.960006713867,8247200,125.721130371094,2020-06-09
146.600006103516,150.029998779297,146.600006103516,147.800003051758,10137100,127.305976867676,2020-06-10
148.580001831055,149.169998168945,140.75,140.869995117188,11913300,121.336875915527,2020-06-11
142.839996337891,143.710006713867,140.279998779297,142.149993896484,8687400,122.43936920166,2020-06-12
141,142.399993896484,139.389999389648,141.25,8649600,121.664215087891,2020-06-15
144.089996337891,145.419998168945,142.770004272461,144.460006713867,7579100,124.429107666016,2020-06-16
144.899993896484,145.419998168945,143.470001220703,144.020004272461,5100100,124.050102233887,2020-06-17
142.520004272461,144.119995117188,141.869995117188,143.410003662109,4797400,123.524673461914,2020-06-18
145.789993286133,145.880004882812,143.25,143.830001831055,12206900,123.886474609375,2020-06-19
143.470001220703,143.660003662109,142.029998779297,143.389999389648,5285600,123.507453918457,2020-06-22
143.740005493164,144.080001831055,142.679992675781,142.860000610352,5921600,123.05094909668,2020-06-23
141.490005493164,142.190002441406,138.720001220703,139.820007324219,8211200,120.432495117188,2020-06-24
140.570007324219,140.570007324219,137.539993286133,139.669998168945,7421200,120.303268432617,2020-06-25
139.529998779297,139.600006103516,137.020004272461,137.809997558594,12849700,118.701164245605,2020-06-26
138.740005493164,139.699996948242,137.979995727539,139.039993286133,5309800,119.760643005371,2020-06-29
139.399993896484,141.020004272461,137.839996337891,140.630004882812,7738300,121.130165100098,2020-06-30
140.690002441406,141.389999389648,140.059997558594,140.380004882812,6174800,120.914833068848,2020-07-01
141.25,141.839996337891,140.330001831055,140.970001220703,5152200,121.423042297363,2020-07-02
142.169998168945,143.770004272461,141.880004882812,142.979995727539,6156400,123.154312133789,2020-07-06
141.389999389648,143.970001220703,141.229995727539,142.850006103516,5622600,123.042358398438,2020-07-07
142.869995117188,143.389999389648,141.699996948242,143.270004272461,6257400,123.40412902832,2020-07-08
142.759994506836,144.429992675781,140.580001831055,142.490005493164,5738600,122.732269287109,2020-07-09
142.75,142.869995117188,141.429992675781,142.369995117188,4282400,122.628913879395,2020-07-10
143.610000610352,146.639999389648,143.279998779297,145.210006713867,6951900,125.075126647949,2020-07-13
145.320007324219,148.389999389648,145.259994506836,147.919998168945,7447100,127.409301757812,2020-07-14
149.729995727539,150.210006713867,148.229995727539,148.259994506836,8512800,127.7021484375,2020-07-15
148.679992675781,149.339996337891,146.679992675781,149.25,9304700,128.554946899414,2020-07-16
150,150.580001831055,148.690002441406,149.350006103516,7441100,128.641067504883,2020-07-17
150.229995727539,150.320007324219,148.429992675781,149.600006103516,6191500,128.856369018555,2020-07-20
149.600006103516,151.669998168945,149.5,149.740005493164,5575900,128.976989746094,2020-07-21
149.929992675781,150.410003662109,147.850006103516,150.009994506836,5910200,129.209518432617,2020-07-22
150.210006713867,150.850006103516,149.279998779297,149.610000610352,6566300,128.864959716797,2020-07-23
150.5,150.600006103516,147.029998779297,148.119995117188,5405900,127.581588745117,2020-07-24
147.369995117188,148.919998168945,146.860000610352,147.179992675781,5675200,126.771965026855,2020-07-27
147.399993896484,147.990005493164,146.75,146.830001831055,4842200,126.47045135498,2020-07-28
146.389999389648,147.470001220703,146.070007324219,146.539993286133,4489100,126.220695495605,2020-07-29
147.440002441406,147.5,146.139999389648,146.839996337891,5922500,126.47908782959,2020-07-30
146.660003662109,147.449996948242,143.960006713867,145.759994506836,8259600,125.548820495605,2020-07-31
146.389999389648,147.789993286133,146.149993896484,147.350006103516,4078700,126.918388366699,2020-08-03
146.990005493164,147.220001220703,145.820007324219,147.220001220703,4162200,126.806396484375,2020-08-04
149.100006103516,149.309997558594,147.800003051758,148.399993896484,5467500,127.822799682617,2020-08-05
148.399993896484,149.25,146.5,147.550003051758,4837900,127.090637207031,2020-08-06
147.509994506836,148.649993896484,147.149993896484,148.600006103516,3635100,127.995040893555,2020-08-07
148.860000610352,149.009994506836,147.720001220703,148.029998779297,4096600,127.504104614258,2020-08-10
149.139999389648,149.229995727539,146.369995117188,146.970001220703,6388400,126.59107208252,2020-08-11
147.539993286133,150.240005493164,147.490005493164,149.660003662109,5257300,128.908020019531,2020-08-12
148.539993286133,149.190002441406,147.529998779297,148,5155500,127.478210449219,2020-08-13
147.610000610352,149.339996337891,147.580001831055,148.240005493164,4240200,127.684959411621,2020-08-14
148.320007324219,150.229995727539,148.229995727539,148.990005493164,4306900,128.330947875977,2020-08-17
149.259994506836,150.100006103516,148.570007324219,150.089996337891,4322600,129.278442382812,2020-08-18
149.580001831055,151.580001831055,149.320007324219,150.389999389648,7816300,129.536834716797,2020-08-19
149.75,151.580001831055,149.550003051758,151.419998168945,4874700,130.424041748047,2020-08-20
151.779998779297,153.649993896484,150.589996337891,152.759994506836,6722800,131.578201293945,2020-08-21
152.740005493164,152.899993896484,150.350006103516,152.149993896484,5387900,131.925048828125,2020-08-24
152.779998779297,153.070007324219,151.539993286133,152.059997558594,3863500,131.84700012207,2020-08-25
151.860000610352,152.649993896484,150.639999389648,152.300003051758,8008300,132.055099487305,2020-08-26
152.419998168945,153.259994506836,151.889999389648,152.979995727539,5575400,132.644714355469,2020-08-27
152.740005493164,153.699996948242,151.899993896484,153.639999389648,5395700,133.21696472168,2020-08-28
153,154.399993896484,152.259994506836,153.410003662109,6362700,133.017547607422,2020-08-31
153.869995117188,154.080001831055,150.070007324219,151.520004272461,6307700,131.378784179688,2020-09-01
150.789993286133,154.330001831055,149.25,153.830001831055,6881900,133.381713867188,2020-09-02
154.830001831055,155.470001220703,148.300003051758,149.550003051758,8672800,129.670639038086,2020-09-03
150.169998168945,150.949996948242,147.130004882812,148.589996337891,7200100,128.838272094727,2020-09-04
150.25,150.889999389648,146.899993896484,147.259994506836,8756800,127.685035705566,2020-09-08
148.149993896484,151.100006103516,148.119995117188,149.699996948242,6960700,129.800720214844,2020-09-09
149.25,149.779998779297,146.520004272461,146.910003662109,6191800,127.381591796875,2020-09-10
147.050003051758,148.529998779297,146.630004882812,147.779998779297,3934700,128.13591003418,2020-09-11
148.119995117188,149.470001220703,148.009994506836,148.350006103516,4375800,128.630172729492,2020-09-14
149.449996948242,150.589996337891,148.520004272461,148.889999389648,3658800,129.098373413086,2020-09-15
149.389999389648,150.059997558594,148.350006103516,148.399993896484,4323000,128.673553466797,2020-09-16
148.039993286133,148.630004882812,146.050003051758,147.169998168945,5461400,127.607025146484,2020-09-17
146.509994506836,149.649993896484,146.199996948242,149.179992675781,12174000,129.349822998047,2020-09-18
147.580001831055,147.929992675781,142.960006713867,145.100006103516,7574500,125.812194824219,2020-09-21
144.690002441406,145.350006103516,143.720001220703,144.210006713867,5295900,125.040481567383,2020-09-22
147.479995727539,147.550003051758,144.380004882812,144.440002441406,8784400,125.239936828613,2020-09-23
144.559997558594,145.25,143.339996337891,144.669998168945,5614800,125.439338684082,2020-09-24
144,146.25,143.889999389648,145.660003662109,5531200,126.297760009766,2020-09-25
146.729995727539,148.289993286133,146.419998168945,147.110000610352,5843200,127.555015563965,2020-09-28
147.600006103516,147.919998168945,146.059997558594,147.059997558594,6768600,127.511627197266,2020-09-29
147.449996948242,149.729995727539,146.839996337891,148.880004882812,8487700,129.089736938477,2020-09-30
149.309997558594,149.649993896484,146.460006713867,147.320007324219,6457800,127.73705291748,2020-10-01
146.210006713867,148.410003662109,145.830001831055,146.240005493164,5485600,126.800659179688,2020-10-02
147,148.380004882812,146.419998168945,148.229995727539,4992800,128.526092529297,2020-10-05
148.279998779297,148.610000610352,145.869995117188,146.259994506836,5118200,126.817970275879,2020-10-06
146.490005493164,148.229995727539,145.809997558594,147.880004882812,5603100,128.222640991211,2020-10-07
148.5,149.850006103516,148.039993286133,148.889999389648,4413500,129.098373413086,2020-10-08
149.649993896484,151.479995727539,149.449996948242,150.970001220703,5054100,130.901885986328,2020-10-09
151.600006103516,153.139999389648,151.020004272461,151.839996337891,7273200,131.656219482422,2020-10-12
149,150.119995117188,147.770004272461,148.360000610352,11057600,128.63883972168,2020-10-13
148.820007324219,149.029998779297,147.389999389648,148.100006103516,7706400,128.413421630859,2020-10-14
147.479995727539,147.899993896484,146.330001831055,147.190002441406,5978600,127.624351501465,2020-10-15
147.600006103516,148.759994506836,147.009994506836,148.100006103516,6097000,128.413421630859,2020-10-16
148.529998779297,148.899993896484,144.130004882812,144.320007324219,7250800,125.135887145996,2020-10-19
144.660003662109,145.75,144.119995117188,144.550003051758,5325400,125.335327148438,2020-10-20
144.119995117188,145.339996337891,143.910003662109,143.929992675781,5221300,124.797706604004,2020-10-21
144.160003662109,145.690002441406,143.839996337891,145.080001831055,5279700,125.794815063477,2020-10-22
145.880004882812,147.470001220703,144.350006103516,145.240005493164,4154400,125.93359375,2020-10-23
144.429992675781,144.770004272461,142.75,143.970001220703,6929500,124.832389831543,2020-10-26
143.740005493164,144.289993286133,142.919998168945,143.149993896484,4890100,124.121383666992,2020-10-27
141.429992675781,141.979995727539,138.179992675781,138.360000610352,8426100,119.968124389648,2020-10-28
138,138.699996948242,136.050003051758,137.190002441406,7205400,118.953628540039,2020-10-29
136.679992675781,137.539993286133,133.649993896484,137.110000610352,7364100,118.884284973145,2020-10-30
138.979995727539,139.009994506836,137.490005493164,138.690002441406,7088000,120.254272460938,2020-11-02
140.020004272461,140.960006713867,137.779998779297,138.5,6363000,120.089500427246,2020-11-03
139.490005493164,142.539993286133,138.699996948242,139.399993896484,10263500,120.86986541748,2020-11-04
140.550003051758,141.830001831055,139.259994506836,139.759994506836,8016200,121.182029724121,2020-11-05
140.399993896484,143.190002441406,139.649993896484,142.25,5942500,123.341033935547,2020-11-06
148.429992675781,148.990005493164,144.919998168945,146.080001831055,12351600,126.661903381348,2020-11-09
147.25,148.75,146.259994506836,148.279998779297,7386500,128.569473266602,2020-11-10
149.169998168945,149.199996948242,146.860000610352,147.800003051758,6382400,128.153259277344,2020-11-11
147.610000610352,148.649993896484,146.75,148.300003051758,4710300,128.586822509766,2020-11-12
149.089996337891,150.410003662109,148.410003662109,149.899993896484,5893500,129.974136352539,2020-11-13
150.919998168945,151.300003051758,149.800003051758,150.850006103516,6266400,130.797836303711,2020-11-16
150,150.630004882812,149.119995117188,149.350006103516,7297700,129.497253417969,2020-11-17
148.869995117188,149.759994506836,147.369995117188,147.369995117188,6661000,127.780433654785,2020-11-18
147.300003051758,147.460006713867,145.589996337891,147.139999389648,7987700,127.580993652344,2020-11-19
147.050003051758,147.940002441406,146.130004882812,146.360000610352,6354900,126.90470123291,2020-11-20
146.009994506836,146.009994506836,143.039993286133,143.869995117188,7318300,125.612503051758,2020-11-23
144,144.759994506836,143.610000610352,143.869995117188,11034800,125.612503051758,2020-11-24
144.059997558594,144.169998168945,142.860000610352,143.679992675781,7594600,125.446601867676,2020-11-25
144.5,144.660003662109,143.220001220703,144,3059000,125.725982666016,2020-11-27
144.229995727539,144.860000610352,143.059997558594,144.679992675781,15663200,126.319694519043,2020-11-30
146.289993286133,149.130004882812,145.860000610352,147.449996948242,9738200,128.738220214844,2020-12-01
147.850006103516,149.710006713867,147.699996948242,148.139999389648,7745500,129.34065246582,2020-12-02
148.039993286133,149.580001831055,147.690002441406,149,7310500,130.091491699219,2020-12-03
149.789993286133,150.309997558594,149.270004272461,150.270004272461,6747100,131.20036315918,2020-12-04
149.350006103516,149.910003662109,148.509994506836,148.970001220703,6634700,130.065307617188,2020-12-07
150,152.139999389648,149.550003051758,151.550003051758,8339800,132.31787109375,2020-12-08
152.830001831055,153.5,151.759994506836,153.100006103516,8440100,133.671188354492,2020-12-09
152.820007324219,152.979995727539,151.679992675781,152.25,7392900,132.929046630859,2020-12-10
151.529998779297,153.410003662109,151.229995727539,152.949996948242,5977400,133.540252685547,2020-12-11
153.25,153.479995727539,148.990005493164,149.070007324219,8547300,130.152648925781,2020-12-14
150,150.75,149.529998779297,150.570007324219,7612600,131.462280273438,2020-12-15
150.199996948242,150.919998168945,149.550003051758,149.669998168945,8486100,130.676452636719,2020-12-16
150.089996337891,153.889999389648,149.960006713867,153.619995117188,9920300,134.125213623047,2020-12-17
153.649993896484,155.100006103516,151.669998168945,154.509994506836,17137200,134.902252197266,2020-12-18
152.009994506836,153.410003662109,150.050003051758,153.020004272461,7893400,133.601333618164,2020-12-21
152.399993896484,153.899993896484,151.860000610352,152.720001220703,4699500,133.339431762695,2020-12-22
152.800003051758,153.600006103516,151.899993896484,151.940002441406,4607300,132.658401489258,2020-12-23
151.850006103516,153.039993286133,151.820007324219,152.470001220703,2114900,133.121124267578,2020-12-24
153.320007324219,153.869995117188,152.300003051758,153.190002441406,3855500,133.749786376953,2020-12-28
154.110000610352,154.929992675781,153.800003051758,154.139999389648,5212000,134.579208374023,2020-12-29
154.740005493164,156.380004882812,154.600006103516,156.050003051758,5412800,136.246856689453,2020-12-30
156.529998779297,157.660003662109,155.110000610352,157.380004882812,5099900,137.40803527832,2020-12-31
157.240005493164,157.380004882812,154.130004882812,156.5,11765900,136.639724731445,2021-01-04
156.25,158.759994506836,155.070007324219,158.339996337891,9602300,138.246231079102,2021-01-05
157.240005493164,160.229995727539,156.720001220703,159.830001831055,8230100,139.547164916992,2021-01-06
159,161.029998779297,158.350006103516,160.369995117188,7747200,140.018630981445,2021-01-07
160.509994506836,161.100006103516,159.880004882812,160.039993286133,8228900,139.730499267578,2021-01-08
160.559997558594,161.320007324219,158.770004272461,159.369995117188,7066200,139.1455078125,2021-01-11
159.149993896484,159.660003662109,157.330001831055,158.130004882812,6903200,138.062911987305,2021-01-12
158.229995727539,158.460006713867,156.75,157.889999389648,6643100,137.853332519531,2021-01-13
160.449996948242,161.949996948242,159.610000610352,160.649993896484,10030800,140.263046264648,2021-01-14
160.300003051758,161.410003662109,159.110000610352,160.300003051758,7630800,139.957489013672,2021-01-15
162,163.039993286133,161.100006103516,162.779998779297,9057600,142.122772216797,2021-01-19
163.199996948242,164.139999389648,161.800003051758,162.380004882812,6839900,141.773529052734,2021-01-20
161.320007324219,162.479995727539,160.059997558594,161.729995727539,6818000,141.206024169922,2021-01-21
162.360000610352,165.160003662109,161.869995117188,163.550003051758,8137000,142.795074462891,2021-01-22
165.009994506836,166.089996337891,163.660003662109,165.979995727539,9924400,144.916702270508,2021-01-25
169.699996948242,173.649993896484,169.389999389648,170.479995727539,14205700,148.845642089844,2021-01-26
169.119995117188,170.919998168945,167.449996948242,167.880004882812,14207300,146.575592041016,2021-01-27
168.199996948242,170.860000610352,167.800003051758,169.160003662109,8944400,147.693145751953,2021-01-28
164.259994506836,166,160.550003051758,163.130004882812,22505900,142.428375244141,2021-01-29
165.309997558594,165.309997558594,162.600006103516,162.710006713867,9971400,142.06169128418,2021-02-01
163.380004882812,163.660003662109,161.179992675781,161.25,11443300,140.786911010742,2021-02-02
160.940002441406,161.520004272461,159.570007324219,160.5,8601900,140.132110595703,2021-02-03
161,162.089996337891,159.759994506836,161.990005493164,7758100,141.433029174805,2021-02-04
164.860000610352,165.440002441406,163.860000610352,164.449996948242,9495300,143.580810546875,2021-02-05
165.029998779297,165.919998168945,163.880004882812,164.919998168945,6035300,143.991180419922,2021-02-08
165.199996948242,166.589996337891,164.970001220703,166.270004272461,5544200,145.169906616211,2021-02-09
167.889999389648,167.940002441406,165.699996948242,166.809997558594,5921300,145.641342163086,2021-02-10
167,167.380004882812,165.600006103516,166.059997558594,4871300,144.986541748047,2021-02-11
164.399993896484,166.850006103516,164,166.580001831055,4413100,145.440536499023,2021-02-12
166.580001831055,167.050003051758,164.639999389648,165.070007324219,5656100,144.122192382812,2021-02-16
164.970001220703,166.089996337891,164.360000610352,165.660003662109,6676700,144.637283325195,2021-02-17
164.960006713867,166.160003662109,164.300003051758,165.740005493164,5189100,144.707183837891,2021-02-18
165.600006103516,165.960006713867,162.910003662109,162.979995727539,8190900,142.297378540039,2021-02-19
161.869995117188,162.539993286133,160.289993286133,161.869995117188,6447100,142.209564208984,2021-02-22
161.479995727539,163.190002441406,160.399993896484,160.440002441406,7042800,140.953247070312,2021-02-23
162.399993896484,164.389999389648,160.919998168945,162.589996337891,10286100,142.842102050781,2021-02-24
163.130004882812,163.699996948242,161.990005493164,162.759994506836,9719700,142.991455078125,2021-02-25
162,162.410003662109,157.970001220703,158.460006713867,14417500,139.21369934082,2021-02-26
161.449996948242,161.529998779297,159.089996337891,159.320007324219,10551400,139.969284057617,2021-03-01
159.779998779297,160.779998779297,158.600006103516,159.020004272461,7610900,139.705688476562,2021-03-02
158.25,158.899993896484,156.059997558594,156.220001220703,8499600,137.245758056641,2021-03-03
155.990005493164,156.100006103516,151.470001220703,153.070007324219,11033200,134.478378295898,2021-03-04
153.979995727539,156.690002441406,153.130004882812,156.100006103516,8331600,137.140380859375,2021-03-05
157,159.330001831055,155.979995727539,157.399993896484,6546700,138.282516479492,2021-03-08
156.889999389648,160.75,156.889999389648,157.699996948242,7461300,138.54606628418,2021-03-09
158.820007324219,159.899993896484,157.360000610352,159.149993896484,6635600,139.819900512695,2021-03-10
159.539993286133,160.630004882812,158.919998168945,159.139999389648,6305600,139.811111450195,2021-03-11
159.279998779297,160.309997558594,159.190002441406,159.600006103516,5474800,140.215286254883,2021-03-12
159.75,160.660003662109,158.5,160.419998168945,5524100,140.935684204102,2021-03-15
160.460006713867,161.679992675781,160.240005493164,161.369995117188,6369100,141.770294189453,2021-03-16
160.830001831055,161.729995727539,159.529998779297,160.770004272461,6001400,141.2431640625,2021-03-17
160.210006713867,161.490005493164,159.960006713867,160.470001220703,4801800,140.979583740234,2021-03-18
160.690002441406,161.5,159.470001220703,160.039993286133,14891500,140.601760864258,2021-03-19
158.309997558594,160.649993896484,158,160.5,7544100,141.005966186523,2021-03-22
160.210006713867,161.199996948242,158.880004882812,160.350006103516,7178300,140.874130249023,2021-03-23
160.100006103516,162.479995727539,159.820007324219,161.910003662109,6370100,142.244689941406,2021-03-24
162.440002441406,162.449996948242,160.639999389648,161.970001220703,6269800,142.297393798828,2021-03-25
