"MS.Open","MS.High","MS.Low","MS.Close","MS.Volume","MS.Adjusted","Date"
51.2000007629395,52.060001373291,51.1699981689453,52.0400009155273,7808000,43.3318977355957,2020-01-02
51.2200012207031,51.4500007629395,50.8300018310547,51.2000007629395,6706000,42.6324615478516,2020-01-03
50.6699981689453,51.0400009155273,50.4599990844727,51.0200004577637,7476700,42.4825782775879,2020-01-06
51.0400009155273,51.189998626709,50.7099990844727,50.9199981689453,4538100,42.3993110656738,2020-01-07
50.9599990844727,51.7900009155273,50.9000015258789,51.5699996948242,6185200,42.940544128418,2020-01-08
52.1699981689453,52.25,51.8199996948242,52.060001373291,7308000,43.3485527038574,2020-01-09
52.1500015258789,52.4700012207031,51.9199981689453,52.2099990844727,7686800,43.473461151123,2020-01-10
52.2099990844727,52.7799987792969,52.0699996948242,52.7799987792969,8334200,43.9480590820312,2020-01-13
53.060001373291,53.25,52.6800003051758,52.8600006103516,9602000,44.0146865844727,2020-01-14
52.4799995422363,52.939998626709,52.1100006103516,52.939998626709,11342500,44.0812911987305,2020-01-15
56.0499992370605,57.3600006103516,55.6500015258789,56.439998626709,34590700,46.9956245422363,2020-01-16
56.2599983215332,57.5699996948242,56.1800003051758,57.5099983215332,15403900,47.8865699768066,2020-01-17
55.8800010681152,56.4799995422363,55.1800003051758,55.9199981689453,20833900,46.5626373291016,2020-01-21
56.1800003051758,56.5099983215332,55.8499984741211,55.8600006103516,10276800,46.5126724243164,2020-01-22
55.2200012207031,55.6500015258789,54.7999992370605,55.5299987792969,10064500,46.2378959655762,2020-01-23
55.5299987792969,55.6100006103516,54.0999984741211,54.5499992370605,9752000,45.4218864440918,2020-01-24
53,53.689998626709,52.8600006103516,53.1100006103516,10649100,44.222843170166,2020-01-27
53.7999992370605,54.439998626709,53.3800010681152,54.0200004577637,9232900,44.9805793762207,2020-01-28
54.4799995422363,54.5499992370605,53.6800003051758,53.6800003051758,9027800,44.6974716186523,2020-01-29
52.6100006103516,53.8600006103516,52.4000015258789,53.8199996948242,8685900,45.1081504821777,2020-01-30
53.2000007629395,53.2799987792969,51.8899993896484,52.2599983215332,11286900,43.8006591796875,2020-01-31
52.6399993896484,53.5900001525879,52.5800018310547,52.5999984741211,8375100,44.0856323242188,2020-02-03
53.75,54.5999984741211,53.7299995422363,54.0200004577637,9375100,45.2757797241211,2020-02-04
54.8600006103516,55.1500015258789,54.3800010681152,54.9900016784668,8237500,46.0887680053711,2020-02-05
55.4300003051758,55.4900016784668,54.6100006103516,55.0099983215332,6976900,46.1055221557617,2020-02-06
54.6100006103516,55.1100006103516,54.4199981689453,55.0299987792969,7588000,46.1222877502441,2020-02-07
54.6800003051758,55.3600006103516,54.6199989318848,55.3499984741211,5115100,46.3904914855957,2020-02-10
55.7400016784668,56.25,55.689998626709,55.7799987792969,7120800,46.7508773803711,2020-02-11
56.2200012207031,56.6599998474121,56.1100006103516,56.1800003051758,7130000,47.0861358642578,2020-02-12
55.7999992370605,55.9900016784668,55.5,55.9300003051758,5718400,46.8766059875488,2020-02-13
55.9000015258789,56.1199989318848,55.5400009155273,55.8400001525879,4579300,46.8011741638184,2020-02-14
55.7999992370605,55.9599990844727,54.939998626709,55.5200004577637,6897800,46.5329704284668,2020-02-18
55.8600006103516,56.4300003051758,55.4900016784668,56.310001373291,6075300,47.1950988769531,2020-02-19
54,55.5099983215332,53.5900001525879,53.75,58533500,45.0494689941406,2020-02-20
