"HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted","Date"
135.699996948242,136.240005493164,132.360000610352,135.520004272461,2837900,120.9580078125,2020-04-24
136.529998779297,141.080001831055,135.779998779297,139.880004882812,3137700,124.849533081055,2020-04-27
143.320007324219,146.589996337891,142.119995117188,142.759994506836,3377900,127.420013427734,2020-04-28
145.5,147.869995117188,144.009994506836,146.160003662109,2651200,130.454681396484,2020-04-29
143.490005493164,143.990005493164,140.559997558594,141.899993896484,4492600,126.652450561523,2020-04-30
139.330001831055,139.5,134.169998168945,137.25,3681100,122.502098083496,2020-05-01
133.899993896484,136.360000610352,132.809997558594,135.199996948242,4123000,120.67236328125,2020-05-04
137.089996337891,137.089996337891,134.529998779297,134.869995117188,3122300,120.37784576416,2020-05-05
136.110000610352,136.110000610352,132.979995727539,133.039993286133,2349500,118.744476318359,2020-05-06
134.619995117188,135.649993896484,132.009994506836,132.789993286133,3096500,118.521354675293,2020-05-07
134.669998168945,137.320007324219,134.399993896484,136.910003662109,2740400,122.198654174805,2020-05-08
135.759994506836,135.919998168945,134.149993896484,134.279998779297,2356400,119.851219177246,2020-05-11
135.320007324219,136.029998779297,127.5,127.589996337891,4870400,113.880096435547,2020-05-12
127.129997253418,127.139999389648,121.879997253418,122.970001220703,5786200,109.756538391113,2020-05-13
120.269996643066,127.26000213623,117.110000610352,127.050003051758,5226200,114.234199523926,2020-05-14
125.370002746582,126.660003662109,123.730003356934,125.410003662109,4660300,112.759620666504,2020-05-15
130.5,137.589996337891,129.679992675781,136.039993286133,6402800,122.317344665527,2020-05-18
135.25,135.419998168945,131.940002441406,131.949996948242,4427800,118.639923095703,2020-05-19
134.550003051758,136.679992675781,134.259994506836,136.029998779297,2949700,122.30834197998,2020-05-20
137.529998779297,138.789993286133,136.289993286133,137.690002441406,2374300,123.800895690918,2020-05-21
137.470001220703,139.339996337891,136.449996948242,139.179992675781,2958000,125.140617370605,2020-05-22
143.770004272461,146.259994506836,143.410003662109,144.940002441406,4370200,130.319564819336,2020-05-26
148.360000610352,150.940002441406,146.869995117188,148.589996337891,4291700,133.601425170898,2020-05-27
150,151.210006713867,144.679992675781,147.559997558594,3481800,132.675308227539,2020-05-28
145.720001220703,149.899993896484,144.330001831055,145.850006103516,4135000,131.137817382812,2020-05-29
145.490005493164,147.789993286133,144.910003662109,146.179992675781,2071100,131.434524536133,2020-06-01
147.789993286133,148.729995727539,146.449996948242,148.350006103516,3625800,133.385635375977,2020-06-02
150.240005493164,154.380004882812,150.050003051758,153.350006103516,2992700,137.881286621094,2020-06-03
152.009994506836,156.179992675781,151.130004882812,155.910003662109,3768200,140.183059692383,2020-06-04
162.910003662109,165.720001220703,160.539993286133,161.369995117188,4524900,145.092269897461,2020-06-05
161.570007324219,164.300003051758,161.070007324219,162.919998168945,3573400,146.485916137695,2020-06-08
160.360000610352,161,157.539993286133,158.100006103516,3679100,142.152130126953,2020-06-09
157.720001220703,157.850006103516,153.429992675781,154.119995117188,3309800,138.573608398438,2020-06-10
148.660003662109,148.820007324219,143.089996337891,143.440002441406,4184900,128.970901489258,2020-06-11
148.210006713867,149,141.149993896484,144.509994506836,3612400,129.932998657227,2020-06-12
140.119995117188,148.100006103516,139.699996948242,146.630004882812,3314000,131.839141845703,2020-06-15
152.110000610352,152.410003662109,146.169998168945,149.110000610352,3804500,134.068939208984,2020-06-16
149.690002441406,150.070007324219,147.809997558594,148.339996337891,3507600,133.376647949219,2020-06-17
146.850006103516,149,146.320007324219,148.229995727539,2581600,133.277740478516,2020-06-18
150.460006713867,150.839996337891,144.729995727539,145.369995117188,5265900,130.70622253418,2020-06-19
144.610000610352,146.5,143.339996337891,144.940002441406,2529900,130.319564819336,2020-06-22
146.889999389648,147.240005493164,144.720001220703,144.860000610352,2309800,130.247650146484,2020-06-23
142.820007324219,143.330001831055,138.080001831055,138.350006103516,3371200,124.394332885742,2020-06-24
138.029998779297,142.800003051758,137.789993286133,142.460006713867,4019000,128.089736938477,2020-06-25
142.309997558594,142.309997558594,137.529998779297,138.210006713867,10255300,124.26847076416,2020-06-26
140.110000610352,143.300003051758,139.279998779297,143.240005493164,2971200,128.791091918945,2020-06-29
142.259994506836,145.520004272461,142.020004272461,144.589996337891,3688000,130.0048828125,2020-06-30
145.220001220703,146.479995727539,142.970001220703,144.110000610352,2609500,129.573333740234,2020-07-01
145.580001831055,147.149993896484,144.550003051758,145.020004272461,2758500,130.391525268555,2020-07-02
147.25,148.300003051758,146.130004882812,147.220001220703,2336700,132.369613647461,2020-07-06
146,146.100006103516,144.259994506836,144.970001220703,2622000,130.346572875977,2020-07-07
144.429992675781,145.929992675781,143.910003662109,145.589996337891,3587800,130.904037475586,2020-07-08
144.740005493164,145.520004272461,141.330001831055,141.369995117188,3167200,127.109687805176,2020-07-09
141.630004882812,143.119995117188,140.899993896484,142.449996948242,2325000,128.080780029297,2020-07-10
143.580001831055,145.880004882812,142.25,143.490005493164,2585700,129.015869140625,2020-07-13
143.490005493164,148.309997558594,142.289993286133,148.100006103516,2649800,133.160842895508,2020-07-14
151.199996948242,152.690002441406,150.869995117188,151.929992675781,2984600,136.604507446289,2020-07-15
151.009994506836,153.509994506836,150.25,153.080001831055,3697600,137.638488769531,2020-07-16
153.5,155.380004882812,152.460006713867,155,4886500,139.364852905273,2020-07-17
154.119995117188,154.880004882812,152.520004272461,153.389999389648,4876200,137.917175292969,2020-07-20
153.880004882812,157.020004272461,153.880004882812,154.759994506836,2394000,139.149017333984,2020-07-21
154.110000610352,155.610000610352,153.910003662109,154.610000610352,1798600,139.014175415039,2020-07-22
154.360000610352,155.490005493164,152.869995117188,153.729995727539,2625600,138.222915649414,2020-07-23
154,154.25,149.039993286133,149.429992675781,4368300,134.356689453125,2020-07-24
148.800003051758,150.960006713867,147.919998168945,150.759994506836,3378300,135.552505493164,2020-07-27
150.5,152.080001831055,149.419998168945,152.009994506836,3904200,136.67643737793,2020-07-28
151.570007324219,155.429992675781,151.169998168945,154.580001831055,3311500,138.987197875977,2020-07-29
152.929992675781,153.070007324219,149.029998779297,149.160003662109,2749100,134.113891601562,2020-07-30
148.919998168945,149.479995727539,147,149.369995117188,4061200,134.302703857422,2020-07-31
150.130004882812,150.25,147.309997558594,148.529998779297,2105400,133.547439575195,2020-08-03
147.259994506836,148.160003662109,146.210006713867,147.330001831055,3078300,132.468490600586,2020-08-04
148.789993286133,151,148.550003051758,150.820007324219,4097200,135.6064453125,2020-08-05
150.919998168945,152.899993896484,150.339996337891,152.580001831055,2502700,137.188949584961,2020-08-06
152.440002441406,155.259994506836,151.860000610352,155.110000610352,2520200,139.463760375977,2020-08-07
155.160003662109,159.880004882812,155.160003662109,159.429992675781,2858800,143.347946166992,2020-08-10
160.720001220703,163.25,160.100006103516,160.279998779297,3773700,144.112228393555,2020-08-11
162.520004272461,162.820007324219,158.990005493164,160.070007324219,2669400,143.923400878906,2020-08-12
157.679992675781,159.649993896484,157.570007324219,158.979995727539,2574900,143.751586914062,2020-08-13
158,160.869995117188,157.960006713867,160.279998779297,2844700,144.92707824707,2020-08-14
160.029998779297,160.880004882812,158.050003051758,158.759994506836,2817200,143.552658081055,2020-08-17
158.990005493164,159.759994506836,157.220001220703,157.380004882812,1869300,142.304870605469,2020-08-18
157.570007324219,158.130004882812,156.160003662109,156.850006103516,2098100,141.825637817383,2020-08-19
155.5,157.020004272461,155.210006713867,156.169998168945,1600300,141.210754394531,2020-08-20
155.960006713867,157.759994506836,155.960006713867,157.5,2507800,142.413375854492,2020-08-21
158.100006103516,159.449996948242,156.509994506836,159.369995117188,2087000,144.104232788086,2020-08-24
164.339996337891,167,163.520004272461,164.529998779297,7400500,148.769958496094,2020-08-25
164.800003051758,166.429992675781,163.339996337891,165.309997558594,3466600,149.47526550293,2020-08-26
166.190002441406,168.690002441406,165.089996337891,165.990005493164,4281100,150.090148925781,2020-08-27
166.320007324219,168.699996948242,165.460006713867,168.380004882812,13011800,152.251205444336,2020-08-28
168.580001831055,168.589996337891,164.690002441406,165.550003051758,4561900,149.692276000977,2020-08-31
163.789993286133,168.160003662109,163.5,167.970001220703,3974600,151.880447387695,2020-09-01
168.729995727539,172.929992675781,167.919998168945,172.470001220703,4111900,155.949432373047,2020-09-02
173.369995117188,173.820007324219,165.059997558594,166.300003051758,3527700,150.370468139648,2020-09-03
168.720001220703,169.660003662109,164.580001831055,166.690002441406,3326500,150.723129272461,2020-09-04
165.190002441406,166.440002441406,163.300003051758,164.270004272461,2796800,148.534927368164,2020-09-08
165.25,167.550003051758,164.860000610352,165.75,2807500,149.873107910156,2020-09-09
167.300003051758,167.300003051758,163.820007324219,164.270004272461,2814900,148.534927368164,2020-09-10
164.509994506836,167.449996948242,164.270004272461,166.449996948242,2116700,150.506042480469,2020-09-11
168.009994506836,169.539993286133,167.369995117188,168.470001220703,2134000,152.332565307617,2020-09-14
169.270004272461,169.990005493164,168.070007324219,168.300003051758,1851200,152.178833007812,2020-09-15
169.289993286133,171.360000610352,168.479995727539,170,3152000,153.716018676758,2020-09-16
168.039993286133,171.449996948242,166.710006713867,170.339996337891,2661400,154.023422241211,2020-09-17
169.479995727539,170.470001220703,167.699996948242,168.699996948242,4908000,152.540573120117,2020-09-18
164.820007324219,165.179992675781,158.589996337891,161.369995117188,4459600,145.912658691406,2020-09-21
160.850006103516,163,160.119995117188,162.679992675781,2501000,147.09716796875,2020-09-22
162.320007324219,163.899993896484,157.830001831055,158.789993286133,2507600,143.579788208008,2020-09-23
158.320007324219,160.919998168945,156.850006103516,158.759994506836,2238300,143.552658081055,2020-09-24
157.649993896484,162.059997558594,157.169998168945,161.490005493164,2593900,146.021148681641,2020-09-25
164.440002441406,166.149993896484,163.229995727539,164.639999389648,2512600,148.86946105957,2020-09-28
164.559997558594,166.229995727539,163.470001220703,164.509994506836,2169300,148.751907348633,2020-09-29
165.770004272461,167.919998168945,163.020004272461,164.610000610352,2883400,148.842300415039,2020-09-30
166.199996948242,167.139999389648,162.119995117188,163.679992675781,2409300,148.001388549805,2020-10-01
161.619995117188,167,161.350006103516,165.610000610352,2339900,149.746551513672,2020-10-02
166.990005493164,169.25,166.740005493164,168.720001220703,1750000,152.558654785156,2020-10-05
169.110000610352,171.419998168945,166.619995117188,166.889999389648,2345800,150.903900146484,2020-10-06
168.990005493164,172.199996948242,168.520004272461,171.550003051758,2030200,155.117553710938,2020-10-07
172.380004882812,173.869995117188,171.479995727539,173.779998779297,1977900,157.133926391602,2020-10-08
174.399993896484,176.059997558594,173.270004272461,174.380004882812,2636900,157.676467895508,2020-10-09
175.059997558594,176.979995727539,174.119995117188,175.360000610352,3396300,158.562591552734,2020-10-12
173.929992675781,174.940002441406,170.520004272461,171.550003051758,2315300,155.117553710938,2020-10-13
173.089996337891,174.960006713867,172.800003051758,173.470001220703,2384600,156.853668212891,2020-10-14
171.059997558594,173.539993286133,170.330001831055,172.610000610352,2436600,156.075988769531,2020-10-15
173.300003051758,176.399993896484,172.800003051758,174.860000610352,3628800,158.110488891602,2020-10-16
174.589996337891,175.160003662109,171.050003051758,171.589996337891,2103500,155.153732299805,2020-10-19
172.470001220703,175.720001220703,172.470001220703,173.259994506836,1580300,156.663726806641,2020-10-20
172.589996337891,175.220001220703,172.550003051758,172.869995117188,1827000,156.311080932617,2020-10-21
173.610000610352,177.25,173.039993286133,176.850006103516,1882100,159.909866333008,2020-10-22
178,178.639999389648,173.660003662109,175.539993286133,1987900,158.725341796875,2020-10-23
173.199996948242,173.199996948242,167.600006103516,170.169998168945,2323700,153.869720458984,2020-10-26
169.039993286133,169.850006103516,166.660003662109,166.75,2009300,150.777313232422,2020-10-27
162.520004272461,165.509994506836,160.970001220703,161.160003662109,3233500,145.722793579102,2020-10-28
160.410003662109,165.740005493164,159.419998168945,164.600006103516,3113600,148.833282470703,2020-10-29
161.539993286133,165.759994506836,161.050003051758,164.949996948242,4389500,149.14973449707,2020-10-30
169.199996948242,174.5,168.110000610352,173.610000610352,4198300,156.980239868164,2020-11-02
175.529998779297,180.389999389648,174.25,179.210006713867,3719800,162.043823242188,2020-11-03
176.440002441406,182.429992675781,173.279998779297,178.910003662109,4318600,161.772521972656,2020-11-04
180.389999389648,184.380004882812,180.220001220703,183.279998779297,4585100,165.723922729492,2020-11-05
183.529998779297,186,182.880004882812,184.270004272461,3080300,166.619155883789,2020-11-06
204.899993896484,210,193.419998168945,196.990005493164,7735200,178.120697021484,2020-11-09
199.410003662109,203.020004272461,198.130004882812,201.979995727539,5882200,182.632675170898,2020-11-10
202.300003051758,202.949996948242,198.339996337891,199.289993286133,3238500,180.200378417969,2020-11-11
197.550003051758,199.309997558594,195.679992675781,197.240005493164,2659800,179.182922363281,2020-11-12
198.839996337891,201.899993896484,198.839996337891,201.539993286133,2355200,183.089248657227,2020-11-13
205.990005493164,209.610000610352,203.399993896484,208.589996337891,4898800,189.493835449219,2020-11-16
206.910003662109,206.910003662109,203.360000610352,205.330001831055,3447800,186.532287597656,2020-11-17
204.5,204.970001220703,200.960006713867,201.110000610352,4422300,182.698608398438,2020-11-18
201.279998779297,203.089996337891,199.889999389648,202.720001220703,3263000,184.161239624023,2020-11-19
201.770004272461,203.330001831055,200.5,202,2359000,183.507141113281,2020-11-20
203.649993896484,205.300003051758,203.419998168945,204.580001831055,2806400,185.850952148438,2020-11-23
208.300003051758,208.789993286133,206.740005493164,207.889999389648,4053600,188.857894897461,2020-11-24
208,208.639999389648,206.550003051758,207.679992675781,2434300,188.667129516602,2020-11-25
207.669998168945,209.419998168945,207.600006103516,209.410003662109,1434200,190.238754272461,2020-11-27
207.169998168945,208.25,203.919998168945,203.919998168945,6465700,185.251358032227,2020-11-30
207.089996337891,209.830001831055,205.929992675781,206.199996948242,3795500,187.322616577148,2020-12-01
205.990005493164,209.039993286133,205.970001220703,208,2459900,188.957855224609,2020-12-02
206.610000610352,209.440002441406,206.410003662109,208.220001220703,2779400,189.157684326172,2020-12-03
209.389999389648,212.889999389648,209.389999389648,212.679992675781,3198800,193.209396362305,2020-12-04
211.509994506836,211.789993286133,209.350006103516,211.100006103516,2595100,191.774078369141,2020-12-07
210.320007324219,213.059997558594,209.899993896484,212.070007324219,2302300,192.655227661133,2020-12-08
212.839996337891,213.820007324219,210.720001220703,212.240005493164,2946400,192.809661865234,2020-12-09
210.25,212.800003051758,210.220001220703,211.970001220703,2987200,192.564407348633,2020-12-10
209.550003051758,215.259994506836,209.550003051758,214.630004882812,3120700,194.980865478516,2020-12-11
216,216.699996948242,211.699996948242,211.850006103516,3345300,192.45539855957,2020-12-14
214,214.899993896484,211.880004882812,214.169998168945,2502500,194.563049316406,2020-12-15
213.389999389648,214.330001831055,209.229995727539,210.309997558594,2930100,191.056350708008,2020-12-16
210.949996948242,211.940002441406,210,211.940002441406,2148300,192.537155151367,2020-12-17
212.289993286133,212.509994506836,208.619995117188,210.039993286133,6686200,190.811080932617,2020-12-18
205.630004882812,211.160003662109,204.850006103516,210.660003662109,2467500,191.374313354492,2020-12-21
210.570007324219,211.210006713867,207.850006103516,207.940002441406,2019600,188.9033203125,2020-12-22
209.610000610352,212.139999389648,209.240005493164,209.990005493164,2046700,190.765670776367,2020-12-23
210.529998779297,210.699996948242,208.600006103516,209.529998779297,754900,190.347763061523,2020-12-24
211,211.229995727539,209.380004882812,209.940002441406,1715700,190.720245361328,2020-12-28
211.399993896484,211.399993896484,207.880004882812,209.130004882812,1527600,189.984405517578,2020-12-29
210,211.589996337891,209.559997558594,210.949996948242,1602100,191.637771606445,2020-12-30
211,213,209.669998168945,212.699996948242,1406400,193.227554321289,2020-12-31
212.839996337891,213.009994506836,206.360000610352,207.949996948242,2328900,188.912414550781,2021-01-04
206.979995727539,210.190002441406,206.979995727539,208.460006713867,2172100,189.375732421875,2021-01-05
209.449996948242,213.979995727539,209.229995727539,212.259994506836,2747900,192.827850341797,2021-01-06
212.889999389648,214.009994506836,210.800003051758,212.610000610352,2057300,193.14582824707,2021-01-07
212.800003051758,213.410003662109,207.669998168945,210.029998779297,3278900,190.802017211914,2021-01-08
208.110000610352,209.619995117188,207.830001831055,208.360000610352,2938900,189.284881591797,2021-01-11
207.860000610352,209.479995727539,205.259994506836,208.880004882812,2498800,189.757293701172,2021-01-12
208.279998779297,208.619995117188,206.399993896484,207.020004272461,2145100,188.067611694336,2021-01-13
208.039993286133,209.779998779297,207.179992675781,208.610000610352,3661500,189.511993408203,2021-01-14
207.529998779297,207.860000610352,205.199996948242,205.970001220703,3887500,187.113723754883,2021-01-15
208.240005493164,208.759994506836,206.449996948242,206.759994506836,2656300,187.831344604492,2021-01-19
207.919998168945,208.669998168945,206.669998168945,208.080001831055,2452400,189.030548095703,2021-01-20
206.860000610352,207.809997558594,205.100006103516,205.229995727539,2705100,186.441452026367,2021-01-21
204.259994506836,204.460006713867,201.389999389648,202.25,3502700,183.734283447266,2021-01-22
201.339996337891,202.559997558594,200.100006103516,201.869995117188,4737700,183.389053344727,2021-01-25
203.839996337891,204.770004272461,200.979995727539,201.059997558594,2201900,182.653198242188,2021-01-26
198.110000610352,200.759994506836,196.529998779297,199.380004882812,4108600,181.126983642578,2021-01-27
200.619995117188,205.350006103516,199.630004882812,202.839996337891,3731700,184.270217895508,2021-01-28
196.509994506836,200.940002441406,194.550003051758,195.369995117188,4635100,177.484130859375,2021-01-29
197.550003051758,197.770004272461,195.279998779297,195.559997558594,2889000,177.656707763672,2021-02-01
197.830001831055,200.869995117188,197.509994506836,200.119995117188,2767800,181.799255371094,2021-02-02
199.630004882812,199.899993896484,197.410003662109,199.139999389648,1910100,180.908996582031,2021-02-03
199.830001831055,201.460006713867,198.830001831055,200.589996337891,2273300,182.226181030273,2021-02-04
202.229995727539,203.869995117188,201.279998779297,202.919998168945,1868100,184.342880249023,2021-02-05
203.820007324219,204.899993896484,202.559997558594,203.860000610352,2075700,185.196853637695,2021-02-08
203.600006103516,203.800003051758,201.080001831055,202.020004272461,1794000,183.525299072266,2021-02-09
203,203.350006103516,201.179992675781,202.160003662109,1894600,183.652481079102,2021-02-10
202.179992675781,203.100006103516,200.880004882812,202.179992675781,1709000,183.670654296875,2021-02-11
202.369995117188,203.789993286133,201.649993896484,203.570007324219,1990300,184.933441162109,2021-02-12
204.860000610352,205.570007324219,201.880004882812,203.440002441406,2283400,184.815338134766,2021-02-16
201.360000610352,202.190002441406,199.860000610352,201.899993896484,2910200,183.416275024414,2021-02-17
201.5,204.820007324219,200.649993896484,203.520004272461,1764900,184.887969970703,2021-02-18
204.119995117188,206.830001831055,203.320007324219,203.559997558594,2434400,184.92431640625,2021-02-19
203.039993286133,204.300003051758,202.419998168945,203.619995117188,2205300,184.978851318359,2021-02-22
205.009994506836,205.839996337891,202.970001220703,205.039993286133,2459300,186.268798828125,2021-02-23
204.889999389648,212.139999389648,203.5,211.029998779297,3341500,191.710464477539,2021-02-24
209.949996948242,210.460006713867,204.259994506836,204.789993286133,2735000,186.865219116211,2021-02-25
205.630004882812,205.800003051758,202.070007324219,202.350006103516,3665700,184.638793945312,2021-02-26
204.330001831055,208.149993896484,203.690002441406,206.220001220703,2536000,188.170074462891,2021-03-01
206.770004272461,207.990005493164,205.179992675781,206.580001831055,2500200,188.498550415039,2021-03-02
206.119995117188,209.449996948242,206.119995117188,207.009994506836,2706400,188.890914916992,2021-03-03
207.350006103516,208.039993286133,200.509994506836,202.940002441406,2798800,185.177139282227,2021-03-04
204.529998779297,207.460006713867,201.779998779297,206.580001831055,2857800,188.498550415039,2021-03-05
207.539993286133,212.449996948242,207.199996948242,207.699996948242,3215900,189.520523071289,2021-03-08
208.990005493164,209.940002441406,206.490005493164,207.610000610352,2643300,189.438385009766,2021-03-09
207.679992675781,213.270004272461,207.649993896484,212.910003662109,4332500,194.274475097656,2021-03-10
211.789993286133,214.759994506836,211.199996948242,212.5,2959700,193.900390625,2021-03-11
213.289993286133,215.389999389648,213.199996948242,214.380004882812,1839200,195.615814208984,2021-03-12
213.710006713867,217,212.699996948242,216.199996948242,2561000,197.276519775391,2021-03-15
216.360000610352,216.470001220703,211.410003662109,211.809997558594,2577700,193.270782470703,2021-03-16
213.5,214.429992675781,211.940002441406,213.029998779297,2730200,194.383972167969,2021-03-17
213.5,219,213.179992675781,215.020004272461,4293900,196.199813842773,2021-03-18
215.369995117188,215.589996337891,212.169998168945,212.910003662109,10110800,194.274475097656,2021-03-19
211.110000610352,212.679992675781,209.529998779297,212.130004882812,3306500,193.562805175781,2021-03-22
210.419998168945,212.350006103516,207.869995117188,208.589996337891,1913800,190.332641601562,2021-03-23
209.960006713867,215.050003051758,209.889999389648,212.220001220703,2562100,193.644897460938,2021-03-24
212.210006713867,214.050003051758,208.25,213.880004882812,2217500,195.159606933594,2021-03-25
