"BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted","Date"
564.049987792969,571.309997558594,563.880004882812,570.440002441406,598900,495.752655029297,2020-02-11
574.840026855469,576.809997558594,570.010009765625,572.47998046875,426300,497.525512695312,2020-02-12
568.690002441406,572.75,567.369995117188,568.549987792969,479700,494.109954833984,2020-02-13
565.739990234375,568.919982910156,562.710021972656,565.940002441406,472400,491.841766357422,2020-02-14
565,565.219970703125,562.309997558594,564.809997558594,403200,490.859710693359,2020-02-18
567.97998046875,573,566.190002441406,572.070007324219,383200,497.169219970703,2020-02-19
570,572.950012207031,560.619995117188,566.919982910156,475200,492.693450927734,2020-02-20
563.409973144531,564.849975585938,555,557,494200,484.072296142578,2020-02-21
536.049987792969,541.309997558594,527.650024414062,528,1063700,458.869262695312,2020-02-24
530.260009765625,531.130004882812,502.470001220703,506,1064600,439.749755859375,2020-02-25
508.170013427734,517.960021972656,505.489990234375,508.470001220703,959600,441.896301269531,2020-02-26
495.640014648438,500.859985351562,475.779998779297,475.820007324219,1286000,413.521118164062,2020-02-27
459.25,465.410003662109,449.019989013672,463.010009765625,2039300,402.388366699219,2020-02-28
467.140014648438,488.179992675781,461.570007324219,487.940002441406,1278200,424.054321289062,2020-03-02
488.339996337891,503.980010986328,476.179992675781,482.070007324219,1589800,418.952819824219,2020-03-03
488.089996337891,497.769989013672,479.299987792969,495.309997558594,1175000,433.725250244141,2020-03-04
477.369995117188,482.399993896484,464.579986572266,472.470001220703,1022200,413.725189208984,2020-03-05
452.040008544922,458.959991455078,440.519989013672,450.410003662109,1460300,394.407958984375,2020-03-06
411.390014648438,436.100006103516,405.149993896484,419.010009765625,1478200,366.912048339844,2020-03-09
441.329986572266,459.019989013672,434.230010986328,459,1608300,401.929870605469,2020-03-10
445,447.989990234375,422.170013427734,430.970001220703,1263400,377.385040283203,2020-03-11
398.380004882812,420,383.429992675781,386.220001220703,1669700,338.199096679688,2020-03-12
415.109985351562,419.239990234375,388,413.779998779297,1579400,362.332397460938,2020-03-13
368.440002441406,376.570007324219,354.010009765625,357.279998779297,1569300,312.857360839844,2020-03-16
366.209991455078,398.239990234375,355.390014648438,386.760009765625,1609700,338.671936035156,2020-03-17
357.170013427734,374.570007324219,323.980010986328,373.359985351562,1969400,326.938049316406,2020-03-18
367.290008544922,415.149993896484,351.299987792969,397.359985351562,1593700,347.954040527344,2020-03-19
401.010009765625,402.399993896484,350.959991455078,354.720001220703,1363100,310.615600585938,2020-03-20
354.720001220703,354.720001220703,326.279998779297,327.420013427734,1422800,286.709991455078,2020-03-23
349.299987792969,373.059997558594,346.290008544922,371.700012207031,1319600,325.484466552734,2020-03-24
384.899993896484,439.989990234375,377,401.380004882812,1951000,351.474182128906,2020-03-25
408.059997558594,454.5,405.570007324219,451.899993896484,1598200,395.712738037109,2020-03-26
428.540008544922,449.480010986328,421.119995117188,434.339996337891,1044200,380.336059570312,2020-03-27
438,456.25,434.510009765625,455.350006103516,1177300,398.733764648438,2020-03-30
451.890014648438,458.630004882812,436.989990234375,439.970001220703,1389200,385.266082763672,2020-03-31
418.109985351562,424.5,401.899993896484,409.540008544922,1163700,358.619567871094,2020-04-01
408.179992675781,433.869995117188,406.190002441406,426.529998779297,649300,373.497039794922,2020-04-02
426.709991455078,432.980010986328,411.029998779297,418.070007324219,612600,366.089019775391,2020-04-03
442.010009765625,452.980010986328,433.399993896484,449.519989013672,957900,393.628631591797,2020-04-06
469,469.070007324219,441.980010986328,443.119995117188,831100,388.0244140625,2020-04-07
445.809997558594,455.640014648438,441.630004882812,450.970001220703,772300,394.898376464844,2020-04-08
460,478.690002441406,458.429992675781,471.420013427734,1154600,412.8056640625,2020-04-09
468.859985351562,470.239990234375,449.25,452.390014648438,689100,396.141845703125,2020-04-13
466.790008544922,467.989990234375,456.480010986328,458.029998779297,566300,401.080596923828,2020-04-14
442.489990234375,451,440,443.070007324219,590400,387.980621337891,2020-04-15
445.190002441406,462.850006103516,444.839996337891,458.989990234375,764900,401.921203613281,2020-04-16
476.320007324219,484.690002441406,469.350006103516,476.869995117188,977200,417.578063964844,2020-04-17
467.839996337891,475.239990234375,464.149993896484,470.799987792969,589500,412.2626953125,2020-04-20
460.070007324219,477.619995117188,453.329986572266,474.369995117188,1200700,415.388854980469,2020-04-21
484.320007324219,487.880004882812,475.540008544922,481,842800,421.194549560547,2020-04-22
481.320007324219,484.760009765625,469.309997558594,471.200012207031,512300,412.613006591797,2020-04-23
476.029998779297,476.029998779297,469.640014648438,475.140014648438,517600,416.063201904297,2020-04-24
481.070007324219,498.149993896484,477.059997558594,496.649993896484,613900,434.898681640625,2020-04-27
508.070007324219,510.790008544922,494.760009765625,497.769989013672,655700,435.87939453125,2020-04-28
510.670013427734,516,500.589996337891,511.390014648438,638000,447.806091308594,2020-04-29
501.239990234375,507.940002441406,497.809997558594,502.040008544922,580300,439.618560791016,2020-04-30
491.420013427734,492.470001220703,483.149993896484,484.160003662109,526300,423.961669921875,2020-05-01
479,483.709991455078,473.109985351562,481.510009765625,634900,421.641143798828,2020-05-04
488.109985351562,493.730010986328,484.880004882812,485.489990234375,525900,425.126220703125,2020-05-05
489.730010986328,491.700012207031,476.670013427734,483.399993896484,520900,423.296173095703,2020-05-06
494.869995117188,502.809997558594,493.329986572266,497.390014648438,537100,435.546691894531,2020-05-07
505.529998779297,506,496.619995117188,498.779998779297,450500,436.763854980469,2020-05-08
492.269989013672,497.179992675781,488.640014648438,493.109985351562,699600,431.798828125,2020-05-11
472.829986572266,473.339996337891,451.350006103516,454.440002441406,3499000,397.936889648438,2020-05-12
459.989990234375,491.779998779297,456.5,485.799987792969,9666100,425.397674560547,2020-05-13
481,500.140014648438,471.450012207031,498.200012207031,11804100,436.255981445312,2020-05-14
495,515.590026855469,490.519989013672,513.72998046875,5957000,449.855010986328,2020-05-15
519,528.789978027344,514.590026855469,516.429992675781,5587200,452.219329833984,2020-05-18
512.460021972656,515.580017089844,498.829986572266,501.200012207031,2099700,438.882965087891,2020-05-19
509.559997558594,513,503.459991455078,508.739990234375,1496400,445.485473632812,2020-05-20
508.079986572266,509.630004882812,504.149993896484,508.510009765625,1007600,445.284118652344,2020-05-21
506,513.570007324219,503,513.299987792969,632700,449.478485107422,2020-05-22
525,530.150024414062,521.409973144531,523.630004882812,1064300,458.524108886719,2020-05-26
536.25,537.349975585938,525.330017089844,536.400024414062,1182100,469.706390380859,2020-05-27
548.47998046875,550,535.010009765625,536.840026855469,1132800,470.091705322266,2020-05-28
530.690002441406,534.5,520.549987792969,528.640014648438,1159300,462.911285400391,2020-05-29
528,543.109985351562,526.72998046875,538.22998046875,668000,471.308837890625,2020-06-01
544.400024414062,547.77001953125,538.429992675781,541.340026855469,846800,474.032104492188,2020-06-02
550,551.940002441406,542.809997558594,547.710021972656,1071500,479.610229492188,2020-06-03
541.929992675781,548.140014648438,540,546.190002441406,913400,481.470123291016,2020-06-04
558,562.090026855469,551.619995117188,556.530029296875,1438000,490.584899902344,2020-06-05
557.219970703125,561.919982910156,550.549987792969,557.330017089844,1133400,491.290069580078,2020-06-08
547.969970703125,562.5,546.950012207031,558.059997558594,851900,491.93359375,2020-06-09
559.450012207031,567.580017089844,555.630004882812,558.059997558594,779700,491.93359375,2020-06-10
544.070007324219,548.669982910156,521.140014648438,525.210021972656,1250800,462.97607421875,2020-06-11
538.400024414062,539.130004882812,516.099975585938,527.039978027344,1065600,464.589172363281,2020-06-12
518.22998046875,549.590026855469,515.719970703125,543.030029296875,1242900,478.6845703125,2020-06-15
558.900024414062,558.900024414062,539.349975585938,550.400024414062,826900,485.181182861328,2020-06-16
554.960021972656,561.5,552.799987792969,555.22998046875,704600,489.438995361328,2020-06-17
549.869995117188,558.349975585938,548.530029296875,556.77001953125,531800,490.796478271484,2020-06-18
566.97998046875,566.97998046875,546.849975585938,555.369995117188,1875200,489.562377929688,2020-06-19
550.77001953125,558.570007324219,548.590026855469,553.210021972656,478600,487.658294677734,2020-06-22
560,561.989990234375,553.210021972656,554.650024414062,605900,488.927764892578,2020-06-23
548.650024414062,551.900024414062,536.239990234375,538.570007324219,868800,474.753021240234,2020-06-24
537.77001953125,550.400024414062,532.75,546.969970703125,713900,482.157653808594,2020-06-25
542.109985351562,544.419982910156,528.630004882812,534.849975585938,1167800,471.473785400391,2020-06-26
540,540.570007324219,530.989990234375,532.869995117188,774400,469.728454589844,2020-06-29
533.969970703125,545.97998046875,533.969970703125,544.090026855469,1067100,479.618927001953,2020-06-30
544.289978027344,546.47998046875,537.460021972656,544.320007324219,548600,479.821716308594,2020-07-01
555.47998046875,560.559997558594,548.619995117188,551.77001953125,742000,486.388946533203,2020-07-02
560,564.400024414062,557.090026855469,557.549987792969,703100,491.48388671875,2020-07-06
553.369995117188,560.469970703125,549.159973144531,549.22998046875,557300,484.14990234375,2020-07-07
551.010009765625,559.940002441406,549.489990234375,557.609985351562,435700,491.536834716797,2020-07-08
554.460021972656,557.469970703125,544.260009765625,549.440002441406,462700,484.335083007812,2020-07-09
550.530029296875,555.919982910156,546.780029296875,554.080017089844,489500,488.42529296875,2020-07-10
558.200012207031,565.22998046875,552,552.559997558594,786400,487.085266113281,2020-07-13
552.760009765625,562.510009765625,551.460021972656,561.330017089844,567300,494.816131591797,2020-07-14
572.280029296875,573,560.239990234375,568.590026855469,767600,501.215972900391,2020-07-15
565.299987792969,569.760009765625,563.119995117188,566.960021972656,729900,499.779052734375,2020-07-16
578.349975585938,592.47998046875,572.650024414062,587.719970703125,1150200,518.079040527344,2020-07-17
580.219970703125,585,577.130004882812,579.599975585938,706700,510.921173095703,2020-07-20
584.75,584.75,578.289978027344,580,523000,511.273895263672,2020-07-21
580.330017089844,586.619995117188,577.97998046875,582.539978027344,460500,513.512878417969,2020-07-22
580.309997558594,585.049987792969,575.219970703125,578.150024414062,453600,509.643005371094,2020-07-23
578,578,567.659973144531,570.619995117188,421600,503.005157470703,2020-07-24
568.72998046875,578.280029296875,565.349975585938,575.330017089844,618500,507.157196044922,2020-07-27
572.900024414062,574.190002441406,569,570.700012207031,488900,503.075836181641,2020-07-28
569.75,580.210021972656,569.75,577.599975585938,724800,509.158081054688,2020-07-29
569.309997558594,573.090026855469,564,573.090026855469,341200,505.182708740234,2020-07-30
572.330017089844,575.320007324219,566.679992675781,575.010009765625,375900,506.875091552734,2020-07-31
579.349975585938,583.549987792969,577.309997558594,579.950012207031,496400,511.229766845703,2020-08-03
573.650024414062,575.690002441406,567.929992675781,571.039978027344,513100,503.37548828125,2020-08-04
576.710021972656,584.919982910156,573.22998046875,582.150024414062,465800,513.169006347656,2020-08-05
579.960021972656,583.349975585938,575.070007324219,582.22998046875,455000,513.239562988281,2020-08-06
582.669982910156,588.340026855469,579.419982910156,588.190002441406,469900,518.493408203125,2020-08-07
586.210021972656,587.159973144531,579.669982910156,580.200012207031,465800,511.450134277344,2020-08-10
585.299987792969,596.510009765625,583.330017089844,586.640014648438,576800,517.127014160156,2020-08-11
592.140014648438,605.719970703125,584.400024414062,590.239990234375,612200,520.300354003906,2020-08-12
586.719970703125,595.299987792969,586.719970703125,589.559997558594,359700,519.700988769531,2020-08-13
588.609985351562,592.460021972656,584.059997558594,588.460021972656,316700,518.731201171875,2020-08-14
590.929992675781,595.539978027344,587.890014648438,592.030029296875,411100,521.87841796875,2020-08-17
591.090026855469,594.760009765625,588.799987792969,589.210021972656,456200,519.392639160156,2020-08-18
592.330017089844,595.549987792969,588.799987792969,589.75,418700,519.86865234375,2020-08-19
584.880004882812,588.260009765625,581.039978027344,583.359985351562,552400,514.235778808594,2020-08-20
585.409973144531,588,581.929992675781,584.039978027344,418400,514.835144042969,2020-08-21
587.380004882812,591.690002441406,584.289978027344,591.450012207031,381600,521.367004394531,2020-08-24
594.450012207031,594.599975585938,590.119995117188,591.150024414062,373300,521.102844238281,2020-08-25
591.460021972656,595.700012207031,587.900024414062,592.099975585938,540200,521.940002441406,2020-08-26
592.940002441406,598.900024414062,591.989990234375,594.97998046875,428900,524.478881835938,2020-08-27
595.609985351562,601.309997558594,592.090026855469,601.059997558594,436000,529.83837890625,2020-08-28
602.52001953125,604.080017089844,593.669982910156,594.190002441406,581700,523.782348632812,2020-08-31
594.739990234375,601.02001953125,593.150024414062,596.239990234375,402800,525.589416503906,2020-09-01
597.739990234375,609.690002441406,594.190002441406,608,684200,535.955993652344,2020-09-02
604.130004882812,605.450012207031,573.700012207031,579.119995117188,739200,513.564331054688,2020-09-03
581.809997558594,584.090026855469,557.859985351562,564.630004882812,822100,500.714538574219,2020-09-04
559.989990234375,560.77001953125,548,552.539978027344,837100,489.993133544922,2020-09-08
561.619995117188,564.099975585938,555.330017089844,560.179992675781,830500,496.768249511719,2020-09-09
561.640014648438,561.960021972656,541.210021972656,543.309997558594,891000,481.807952880859,2020-09-10
544.47998046875,547.450012207031,537.859985351562,541.200012207031,660900,479.936889648438,2020-09-11
545.039978027344,553.210021972656,543.27001953125,547.380004882812,631400,485.417205810547,2020-09-14
553.109985351562,553.429992675781,547.280029296875,548.159973144531,626400,486.10888671875,2020-09-15
551.820007324219,566.880004882812,548.799987792969,561.72998046875,1003900,498.142791748047,2020-09-16
554.950012207031,555.799987792969,544.510009765625,548.409973144531,1033500,486.330535888672,2020-09-17
548.469970703125,559.159973144531,548.469970703125,556.919982910156,2989100,493.877227783203,2020-09-18
548.630004882812,556.760009765625,542.52001953125,552.590026855469,659600,490.037445068359,2020-09-21
551.150024414062,556.549987792969,544.530029296875,550.799987792969,565600,488.450103759766,2020-09-22
550.309997558594,552.869995117188,538.049987792969,538.539978027344,511400,477.577758789062,2020-09-23
537.280029296875,542.109985351562,531.809997558594,535.049987792969,552800,474.482971191406,2020-09-24
532.950012207031,548.900024414062,531.390014648438,547.809997558594,486400,485.798675537109,2020-09-25
554.440002441406,563.940002441406,554,558.650024414062,567000,495.411529541016,2020-09-28
560.159973144531,562.200012207031,552.369995117188,554.799987792969,409700,491.997253417969,2020-09-29
557.200012207031,570.890014648438,555.109985351562,563.549987792969,741100,499.756805419922,2020-09-30
576.840026855469,578.239990234375,566.169982910156,567.909973144531,551300,503.623291015625,2020-10-01
560.539978027344,574.669982910156,559.179992675781,570.119995117188,523400,505.583038330078,2020-10-02
574.700012207031,581.52001953125,573,580.97998046875,435300,515.2138671875,2020-10-05
580.97998046875,590.599975585938,578.130004882812,580.22998046875,704300,514.548583984375,2020-10-06
584.320007324219,592.789978027344,584.320007324219,592.049987792969,573500,525.030639648438,2020-10-07
595.359985351562,606.210021972656,594.340026855469,604.440002441406,538100,536.018127441406,2020-10-08
610.599975585938,614.299987792969,606.580017089844,611.570007324219,525100,542.341064453125,2020-10-09
615.369995117188,620.659973144531,613.659973144531,614.890014648438,644700,545.285217285156,2020-10-12
634.169982910156,646.289978027344,626.159973144531,638.960021972656,1154900,566.630493164062,2020-10-13
641.830017089844,643.460021972656,634.049987792969,639.849975585938,694200,567.419738769531,2020-10-14
634.090026855469,648.900024414062,632.640014648438,646.239990234375,792700,573.08642578125,2020-10-15
652.039978027344,659.570007324219,648,657.380004882812,765500,582.965515136719,2020-10-16
658.25,666.640014648438,633.030029296875,634.890014648438,775700,563.021118164062,2020-10-19
636.619995117188,650.97998046875,636.619995117188,645.070007324219,473500,572.048889160156,2020-10-20
646.580017089844,653.719970703125,634.820007324219,634.989990234375,452600,563.10986328125,2020-10-21
635,637.830017089844,629.820007324219,635.179992675781,483300,563.2783203125,2020-10-22
637.869995117188,639.159973144531,633.510009765625,637.309997558594,494200,565.167297363281,2020-10-23
630,631.590026855469,615.830017089844,622.190002441406,686100,551.758911132812,2020-10-26
620.320007324219,624.580017089844,613.469970703125,614.530029296875,349800,544.965881347656,2020-10-27
602.690002441406,606.450012207031,596.260009765625,600.710021972656,645600,532.710327148438,2020-10-28
600.210021972656,606.590026855469,590.260009765625,602.330017089844,447400,534.146911621094,2020-10-29
597.580017089844,600.869995117188,587.900024414062,599.210021972656,530400,531.380249023438,2020-10-30
608.960021972656,618.349975585938,606.450012207031,614.869995117188,462400,545.267456054688,2020-11-02
620.900024414062,633.340026855469,619,629.260009765625,560400,558.028442382812,2020-11-03
628.289978027344,657.97998046875,627.809997558594,651.599975585938,811700,577.839477539062,2020-11-04
661.02001953125,672,659.780029296875,668.190002441406,714400,592.5517578125,2020-11-05
666.059997558594,668,654.190002441406,654.900024414062,493900,580.76611328125,2020-11-06
685.119995117188,692.72998046875,663.179992675781,666.02001953125,870000,590.627319335938,2020-11-09
661.070007324219,666.539978027344,645.119995117188,660.599975585938,758000,585.820861816406,2020-11-10
670.789978027344,675.75,667.030029296875,670.619995117188,455800,594.706604003906,2020-11-11
665.760009765625,668.669982910156,654.869995117188,659.789978027344,501700,585.102661132812,2020-11-12
660,671.099975585938,658.289978027344,669.77001953125,664100,593.952819824219,2020-11-13
682.5,682.5,669.27001953125,676.429992675781,607600,599.859008789062,2020-11-16
676.460021972656,676.460021972656,664.510009765625,667.489990234375,768900,591.930847167969,2020-11-17
670.799987792969,676.650024414062,668.950012207031,669.890014648438,509000,594.059204101562,2020-11-18
665.969970703125,675.340026855469,663.239990234375,673.47998046875,471200,597.242858886719,2020-11-19
674.02001953125,675.75,669,672.710021972656,396200,596.559997558594,2020-11-20
676.880004882812,689,673.840026855469,682.869995117188,505400,605.570007324219,2020-11-23
694.669982910156,700.659973144531,686.5,699.299987792969,652000,620.140075683594,2020-11-24
698.119995117188,704.260009765625,696.419982910156,703.609985351562,401200,623.962219238281,2020-11-25
706.75,718.849975585938,705.140014648438,715.109985351562,313400,634.160522460938,2020-11-27
710.309997558594,713.190002441406,697.72998046875,698.349975585938,888400,619.297729492188,2020-11-30
709.669982910156,720.510009765625,705.200012207031,715.22998046875,549500,634.266662597656,2020-12-01
715,718.809997558594,708.97998046875,718.359985351562,484100,637.042602539062,2020-12-02
718.359985351562,721.820007324219,711.760009765625,715.419982910156,604400,637.657409667969,2020-12-03
713.419982910156,720.289978027344,696.549987792969,703.469970703125,816100,627.00634765625,2020-12-04
702.700012207031,709.580017089844,699.030029296875,709.489990234375,680600,632.3720703125,2020-12-07
706.789978027344,718.549987792969,703.47998046875,713.919982910156,598200,636.320495605469,2020-12-08
715.840026855469,716.150024414062,696.840026855469,701.679992675781,489400,625.411071777344,2020-12-09
699.590026855469,702.739990234375,694.25,698.409973144531,438600,622.496398925781,2020-12-10
692.299987792969,697.030029296875,689.450012207031,695.200012207031,488100,619.635375976562,2020-12-11
700.530029296875,700.549987792969,683.460021972656,683.919982910156,658500,609.581481933594,2020-12-14
691.52001953125,704.130004882812,690.330017089844,698.179992675781,617300,622.291320800781,2020-12-15
704,708.799987792969,693.549987792969,698.369995117188,849400,622.460815429688,2020-12-16
703,709.679992675781,699.289978027344,706.010009765625,832200,629.270324707031,2020-12-17
705.150024414062,706.599975585938,691.5,698.799987792969,1610700,622.844055175781,2020-12-18
694,703.52001953125,689.169982910156,698.830017089844,631800,622.870727539062,2020-12-21
700,703.659973144531,691.75,693.52001953125,596900,618.137878417969,2020-12-22
702,708.169982910156,696.210021972656,703.640014648438,752600,627.157836914062,2020-12-23
703.359985351562,710.840026855469,703.359985351562,707.179992675781,173300,630.313110351562,2020-12-24
714.590026855469,715.119995117188,709.070007324219,710.179992675781,272300,632.987121582031,2020-12-28
713.739990234375,715.320007324219,705.609985351562,706.280029296875,318400,629.510925292969,2020-12-29
713.299987792969,716.940002441406,708,708.940002441406,355300,631.8818359375,2020-12-30
707.47998046875,722.419982910156,706.919982910156,721.539978027344,361500,643.112365722656,2020-12-31
730.599975585938,730.599975585938,702.039978027344,710.820007324219,623600,633.557556152344,2021-01-04
708.809997558594,717.210021972656,705.260009765625,714.580017089844,431400,636.908752441406,2021-01-05
718.760009765625,744.789978027344,716.099975585938,734.960021972656,730700,655.073547363281,2021-01-06
748.340026855469,753.27001953125,743.010009765625,750.419982910156,656000,668.853088378906,2021-01-07
757.150024414062,759.369995117188,747.419982910156,756.450012207031,622900,674.227600097656,2021-01-08
752.820007324219,770.400024414062,750.510009765625,766.679992675781,614400,683.345642089844,2021-01-11
763.510009765625,779.309997558594,763.5,777.739990234375,675900,693.203430175781,2021-01-12
778.700012207031,788,776.609985351562,779.75,848600,694.995300292969,2021-01-13
750,765.859985351562,739.059997558594,743.5,1642900,662.685302734375,2021-01-14
742.179992675781,754.440002441406,724,727.760009765625,1174500,648.65625,2021-01-15
737.719970703125,744.419982910156,729.02001953125,733.650024414062,852400,653.905944824219,2021-01-19
738.710021972656,742.419982910156,729.150024414062,741.539978027344,747600,660.938415527344,2021-01-20
744.710021972656,745.77001953125,737,742.200012207031,639600,661.526672363281,2021-01-21
739.900024414062,743.72998046875,730.820007324219,735.049987792969,565700,655.15380859375,2021-01-22
730.820007324219,735.77001953125,713.630004882812,722.97998046875,806400,644.395874023438,2021-01-25
726.989990234375,733.900024414062,720.039978027344,721.849975585938,827900,643.388732910156,2021-01-26
713.200012207031,713.989990234375,685.690002441406,697.789978027344,1104400,621.943664550781,2021-01-27
701.5,731.02001953125,699.429992675781,719.909973144531,822400,641.659484863281,2021-01-28
715.359985351562,717.080017089844,698.619995117188,701.260009765625,801100,625.036743164062,2021-01-29
708,713.950012207031,701.27001953125,713.169982910156,483100,635.651977539062,2021-02-01
719.369995117188,733.320007324219,719.369995117188,729.5,879300,650.206970214844,2021-02-02
720,727.440002441406,716.549987792969,724.080017089844,685300,645.376220703125,2021-02-03
724.299987792969,737.659973144531,724.299987792969,732.450012207031,636400,652.836364746094,2021-02-04
734.190002441406,737.47998046875,725.119995117188,726.330017089844,474900,647.381530761719,2021-02-05
730.679992675781,731.739990234375,720.650024414062,726.450012207031,532900,647.488586425781,2021-02-08
727.75,731.309997558594,719.349975585938,728.799987792969,451000,649.583312988281,2021-02-09
732.409973144531,732.969970703125,721,723.169982910156,663100,644.565185546875,2021-02-10
729.619995117188,729.710021972656,716.869995117188,721.429992675781,803900,643.014343261719,2021-02-11
715.349975585938,731.5,712.690002441406,722.97998046875,862800,644.395874023438,2021-02-12
728.669982910156,737.719970703125,726.919982910156,730.309997558594,571400,650.928894042969,2021-02-16
725.97998046875,728.700012207031,718.469970703125,721.390014648438,567100,642.978698730469,2021-02-17
716.429992675781,717.119995117188,696.47998046875,703.530029296875,1078700,627.059997558594,2021-02-18
707.419982910156,716.580017089844,706.5,710.109985351562,804200,632.924621582031,2021-02-19
705.380004882812,705.97998046875,697.27001953125,703.140014648438,829900,626.712280273438,2021-02-22
700.510009765625,705.669982910156,688.309997558594,703.159973144531,926300,626.730041503906,2021-02-23
704.5,713.22998046875,700.390014648438,712.099975585938,583200,634.698425292969,2021-02-24
714.22998046875,714.5,692.150024414062,694.789978027344,591000,619.269775390625,2021-02-25
697.789978027344,701.02001953125,689.280029296875,694.5,768500,619.011413574219,2021-02-26
706.820007324219,721.969970703125,705.210021972656,719.200012207031,652800,641.026672363281,2021-03-01
719.72998046875,723.599975585938,713.609985351562,716.309997558594,455100,638.450805664062,2021-03-02
718.539978027344,721.380004882812,701.299987792969,701.489990234375,703000,625.241577148438,2021-03-03
693.400024414062,698.859985351562,676.419982910156,683.210021972656,915400,612.554992675781,2021-03-04
691.900024414062,704.030029296875,670.280029296875,702.280029296875,698500,629.65283203125,2021-03-05
699.559997558594,712.169982910156,696.840026855469,698.960021972656,649800,626.676147460938,2021-03-08
707.97998046875,725.239990234375,703.900024414062,722,959700,647.33349609375,2021-03-09
726.690002441406,733.590026855469,724.200012207031,728.5,823300,653.1611328125,2021-03-10
732.47998046875,733.690002441406,719.330017089844,722.119995117188,751600,647.440979003906,2021-03-11
719.280029296875,722.619995117188,712.5,716.190002441406,528700,642.124206542969,2021-03-12
720.710021972656,720.710021972656,707.27001953125,719.010009765625,526800,644.652587890625,2021-03-15
721.940002441406,727.390014648438,715.760009765625,723.070007324219,562200,648.292724609375,2021-03-16
721.349975585938,730.400024414062,719.909973144531,728.219970703125,463600,652.910278320312,2021-03-17
728.989990234375,739.950012207031,722.460021972656,723.72998046875,640100,648.884521484375,2021-03-18
720.260009765625,740.650024414062,713.510009765625,729.640014648438,1452200,654.183410644531,2021-03-19
729.640014648438,736.190002441406,725.570007324219,730.919982910156,524700,655.3310546875,2021-03-22
729.780029296875,729.780029296875,714.169982910156,716.570007324219,556700,642.465026855469,2021-03-23
721.099975585938,731.200012207031,721.099975585938,722.75,544700,648.005859375,2021-03-24
723.549987792969,728.679992675781,712.27001953125,727.5,462800,652.264587402344,2021-03-25
731.320007324219,758.219970703125,731.320007324219,756.900024414062,803700,678.624206542969,2021-03-26
746.580017089844,761.849975585938,744.929992675781,757.859985351562,581700,679.485046386719,2021-03-29
755.059997558594,763.419982910156,746.960021972656,749.260009765625,598800,671.7744140625,2021-03-30
749.969970703125,762.25,748.849975585938,753.960021972656,638100,675.98828125,2021-03-31
759.780029296875,767.190002441406,757.599975585938,766.830017089844,549200,687.527404785156,2021-04-01
772.450012207031,787.760009765625,771.830017089844,784.02001953125,593500,702.939453125,2021-04-05
786.47998046875,786.47998046875,778.72998046875,781.710021972656,492300,700.868408203125,2021-04-06
783.320007324219,790.219970703125,781,788,477100,706.507995605469,2021-04-07
791,802.010009765625,789.090026855469,800.599975585938,558500,717.804870605469,2021-04-08
802.679992675781,810.619995117188,799.590026855469,808.349975585938,484200,724.753234863281,2021-04-09
