"PHN.MI.Open","PHN.MI.High","PHN.MI.Low","PHN.MI.Close","PHN.MI.Volume","PHN.MI.Adjusted","Date"
21.1000003814697,21.5,20.1000003814697,21.2999992370605,4049,19.3005390167236,2020-03-06
20.8999996185303,21,18.1000003814697,20.8999996185303,8327,18.9380893707275,2020-03-09
21,21,19.5,20.5,9957,18.5756378173828,2020-03-10
20.2999992370605,20.2999992370605,19.2000007629395,19.6499996185303,4618,17.8054294586182,2020-03-11
18.5,19.3500003814697,18.3999996185303,18.3999996185303,11168,16.6727657318115,2020-03-12
19.7000007629395,19.7000007629395,18.5,19.6000003814697,2591,17.7601222991943,2020-03-13
18.1000003814697,18.7999992370605,17.8999996185303,18.1499996185303,4844,16.4462356567383,2020-03-16
18.5,19,17.1499996185303,18,22529,16.3103179931641,2020-03-17
17.3999996185303,17.8999996185303,16.75,17.5,12149,15.8572521209717,2020-03-18
17.75,17.75,16.6499996185303,16.7000007629395,5955,15.1323499679565,2020-03-19
17,18,16.8500003814697,16.8500003814697,6939,15.2682695388794,2020-03-20
17.1499996185303,17.6499996185303,16.8999996185303,17.6499996185303,1490,15.9931678771973,2020-03-23
18.1000003814697,19.0499992370605,18.1000003814697,19.0499992370605,12506,17.2617492675781,2020-03-24
19.6000003814697,20.7000007629395,19.25,20.7000007629395,24241,18.7568645477295,2020-03-25
20.6000003814697,20.7999992370605,20,20.7999992370605,3394,18.8474769592285,2020-03-26
20.3999996185303,20.7999992370605,20.2000007629395,20.2000007629395,1437,18.3038005828857,2020-03-27
20.2000007629395,21.5,20.2000007629395,21.2999992370605,1114,19.3005390167236,2020-03-30
21.5,22,20.3999996185303,22,14359,19.9348297119141,2020-03-31
21.7000007629395,23,21.6000003814697,22.7000007629395,17625,20.5691223144531,2020-04-01
22.8999996185303,23.7000007629395,22.7000007629395,23.2999992370605,33277,21.1127967834473,2020-04-02
24,24.3999996185303,23.1000003814697,23.7999992370605,26401,21.565860748291,2020-04-03
23.8999996185303,24.2000007629395,23.2999992370605,23.7000007629395,5460,21.4752521514893,2020-04-06
24.1000003814697,24.1000003814697,22.8999996185303,23,13295,20.8409595489502,2020-04-07
22.8999996185303,23.3999996185303,22.8999996185303,23.3999996185303,1329,21.2034091949463,2020-04-08
23.3999996185303,23.3999996185303,23,23.3999996185303,2028,21.2034091949463,2020-04-09
23.2999992370605,23.5,22.2000007629395,23.5,3825,21.2940235137939,2020-04-14
24.5,25.5,23.8999996185303,24.2999992370605,38058,22.0189266204834,2020-04-15
25,25,23.8999996185303,24.2000007629395,8663,21.928316116333,2020-04-16
24.3999996185303,24.3999996185303,23.6000003814697,23.6000003814697,6358,21.3846378326416,2020-04-17
23.7999992370605,24.3999996185303,23,24.2000007629395,7919,21.928316116333,2020-04-20
24.2999992370605,24.2999992370605,23.3999996185303,23.8999996185303,3647,21.6564750671387,2020-04-21
24,24.1000003814697,23.6000003814697,24,4272,21.7470874786377,2020-04-22
24.1000003814697,24.1000003814697,23.6000003814697,23.6000003814697,3057,21.3846378326416,2020-04-23
23.8999996185303,24,23.1000003814697,23.8999996185303,2334,21.6564750671387,2020-04-24
23.8999996185303,24,23.8999996185303,23.8999996185303,3693,21.6564750671387,2020-04-27
24.1000003814697,24.2000007629395,23.5,23.8999996185303,4301,21.6564750671387,2020-04-28
24.3999996185303,25,23.7999992370605,24,20313,21.7470874786377,2020-04-29
24.2000007629395,24.3999996185303,23.8999996185303,24.2000007629395,3836,21.928316116333,2020-04-30
24,24,23.6000003814697,24,2368,21.7470874786377,2020-05-04
24,24,23.1000003814697,24,10495,21.7470874786377,2020-05-05
24,24.2000007629395,23.8999996185303,24.2000007629395,1747,21.928316116333,2020-05-06
24.2999992370605,24.3999996185303,23.7000007629395,24.2999992370605,3978,22.0189266204834,2020-05-07
24.2999992370605,25.2999992370605,23.8999996185303,24.7000007629395,9060,22.3813781738281,2020-05-08
24.2999992370605,25,24.2999992370605,25,5201,23.0831050872803,2020-05-11
25,25,24,24.8999996185303,5833,22.9907703399658,2020-05-12
24.8999996185303,25.5,24.2999992370605,24.6000003814697,4418,22.7137756347656,2020-05-13
24.7999992370605,24.7999992370605,23.7999992370605,24.3999996185303,3575,22.529109954834,2020-05-14
24.3999996185303,24.6000003814697,23.8999996185303,24.3999996185303,1991,22.529109954834,2020-05-15
24.3999996185303,24.6000003814697,23.8999996185303,24.3999996185303,3812,22.529109954834,2020-05-18
24.1000003814697,24.6000003814697,24.1000003814697,24.5,2681,22.6214408874512,2020-05-19
24.2999992370605,24.3999996185303,23.8999996185303,24.3999996185303,1554,22.529109954834,2020-05-20
24.5,24.6000003814697,24.2999992370605,24.5,565,22.6214408874512,2020-05-21
24.6000003814697,24.7000007629395,24.2999992370605,24.7000007629395,2726,22.8061084747314,2020-05-22
24.5,24.7000007629395,24.5,24.5,484,22.6214408874512,2020-05-25
24.7999992370605,24.8999996185303,24.6000003814697,24.8999996185303,17150,22.9907703399658,2020-05-26
25.2000007629395,25.3999996185303,24.2999992370605,24.6000003814697,6214,22.7137756347656,2020-05-27
24.7000007629395,24.8999996185303,24.6000003814697,24.8999996185303,722,22.9907703399658,2020-05-28
24.6000003814697,24.8999996185303,24.5,24.5,1685,22.6214408874512,2020-05-29
24.5,24.7999992370605,24.3999996185303,24.7999992370605,1103,22.8984394073486,2020-06-01
24.7999992370605,24.8999996185303,24.3999996185303,24.8999996185303,412,22.9907703399658,2020-06-02
24.8999996185303,25,24.5,24.5,11066,22.6214408874512,2020-06-03
24.5,24.5,24,24.2000007629395,4125,22.344446182251,2020-06-04
24.3999996185303,24.3999996185303,23.5,24.2999992370605,2200,22.4367771148682,2020-06-05
24,24,23.7000007629395,23.8999996185303,1834,22.0674476623535,2020-06-08
23.7000007629395,24.2000007629395,23.5,23.8999996185303,4585,22.0674476623535,2020-06-09
23.8999996185303,24,23.7000007629395,24,698,22.1597805023193,2020-06-10
23.7999992370605,23.7999992370605,23.5,23.5,416,21.6981163024902,2020-06-11
23.7000007629395,24,21.3999996185303,23.7000007629395,5515,21.8827838897705,2020-06-12
23.5,23.7999992370605,23.2999992370605,23.2999992370605,1631,21.5134525299072,2020-06-15
23.5,24.1000003814697,23.5,23.7999992370605,3131,21.9751148223877,2020-06-16
23.7999992370605,24,23.6000003814697,23.6000003814697,1136,21.7904510498047,2020-06-17
23.7000007629395,23.7000007629395,23.1000003814697,23.7000007629395,7641,21.8827838897705,2020-06-18
23.6000003814697,23.7000007629395,23,23.5,3450,21.6981163024902,2020-06-19
23.6000003814697,23.6000003814697,23.2000007629395,23.5,767,21.6981163024902,2020-06-22
23.5,23.7999992370605,23.5,23.5,1047,21.6981163024902,2020-06-23
23.7000007629395,23.7000007629395,22.6000003814697,22.6000003814697,3875,20.8671245574951,2020-06-24
22.8999996185303,23.2999992370605,22.8999996185303,23.2999992370605,1375,21.5134525299072,2020-06-25
23.5,23.5,23,23.3999996185303,1335,21.6057872772217,2020-06-26
23,23.2999992370605,22.7000007629395,23.2999992370605,1755,21.5134525299072,2020-06-29
23.1000003814697,23.2999992370605,23.1000003814697,23.2999992370605,103,21.5134525299072,2020-06-30
23,23.2000007629395,22.8999996185303,23.1000003814697,1173,21.3287887573242,2020-07-01
22.8999996185303,23.7000007629395,22.8999996185303,23.5,979,21.6981163024902,2020-07-02
23.2000007629395,23.5,22.7000007629395,23.5,3667,21.6981163024902,2020-07-03
23.7000007629395,24,23.3999996185303,24,3728,22.1597805023193,2020-07-06
23.8999996185303,24.2999992370605,23.7000007629395,24,3094,22.1597805023193,2020-07-07
24,24.2999992370605,24,24.2000007629395,2888,22.344446182251,2020-07-08
24.2999992370605,24.2999992370605,23.8999996185303,23.8999996185303,1943,22.0674476623535,2020-07-09
23.7000007629395,23.8999996185303,23.2000007629395,23.8999996185303,912,22.0674476623535,2020-07-10
23.6000003814697,23.8999996185303,23.2000007629395,23.2999992370605,2089,21.5134525299072,2020-07-13
23.2000007629395,23.5,23.1000003814697,23.1000003814697,722,21.3287887573242,2020-07-14
23.2999992370605,24.1000003814697,23.2999992370605,23.5,6240,21.6981163024902,2020-07-15
23.6000003814697,23.7000007629395,23.3999996185303,23.7000007629395,1830,21.8827838897705,2020-07-16
23.7000007629395,23.7000007629395,23.2999992370605,23.3999996185303,2070,21.6057872772217,2020-07-17
23.6000003814697,24,23.6000003814697,23.7000007629395,2011,21.8827838897705,2020-07-20
23.8999996185303,23.8999996185303,23.7000007629395,23.7000007629395,383,21.8827838897705,2020-07-21
23.8999996185303,23.8999996185303,23.5,23.5,728,21.6981163024902,2020-07-22
23.7999992370605,23.7999992370605,22.7000007629395,23.2999992370605,3151,21.5134525299072,2020-07-23
23,23.5,23,23.5,1731,21.6981163024902,2020-07-24
23.1000003814697,23.1000003814697,22.7000007629395,23,1718,21.236457824707,2020-07-27
23.1000003814697,23.1000003814697,22.8999996185303,23.1000003814697,305,21.3287887573242,2020-07-28
23.1000003814697,23.6000003814697,23.1000003814697,23.6000003814697,1311,21.7904510498047,2020-07-29
23.6000003814697,23.6000003814697,23.2999992370605,23.2999992370605,3953,21.5134525299072,2020-07-30
23.2999992370605,23.2999992370605,23,23.2000007629395,305,21.42112159729,2020-07-31
23.2000007629395,23.2999992370605,22.8999996185303,23.1000003814697,779,21.3287887573242,2020-08-03
23.1000003814697,23.2999992370605,22.8999996185303,23,843,21.236457824707,2020-08-04
23.2000007629395,23.2000007629395,23,23.2000007629395,688,21.42112159729,2020-08-05
23,23.2999992370605,23,23.2000007629395,881,21.42112159729,2020-08-06
23.2000007629395,24,23.2000007629395,23.6000003814697,2863,21.7904510498047,2020-08-07
23.3999996185303,23.3999996185303,23.3999996185303,23.3999996185303,3,21.6057872772217,2020-08-10
23.8999996185303,23.8999996185303,23,23.3999996185303,3189,21.6057872772217,2020-08-11
23.1000003814697,23.3999996185303,23.1000003814697,23.2999992370605,340,21.5134525299072,2020-08-12
23.1000003814697,23.7999992370605,23,23.7000007629395,4210,21.8827838897705,2020-08-13
23.2999992370605,23.2999992370605,23.2999992370605,23.2999992370605,300,21.5134525299072,2020-08-14
23.2000007629395,23.2999992370605,23.1000003814697,23.1000003814697,278,21.3287887573242,2020-08-17
23,23.2000007629395,23,23.2000007629395,424,21.42112159729,2020-08-18
23,23.3999996185303,23,23.3999996185303,505,21.6057872772217,2020-08-19
23.2000007629395,23.2000007629395,23,23,1187,21.236457824707,2020-08-20
23,23,22.7999992370605,22.7999992370605,294,21.0517921447754,2020-08-21
23.2999992370605,23.5,22.8999996185303,23.5,19431,21.6981163024902,2020-08-24
23.1000003814697,23.5,23,23.5,8270,21.6981163024902,2020-08-25
23.2999992370605,23.2999992370605,23.2999992370605,23.2999992370605,30,21.5134525299072,2020-08-26
23.3999996185303,23.7000007629395,23.1000003814697,23.2999992370605,8927,21.5134525299072,2020-08-27
23.2999992370605,23.3999996185303,23,23,1960,21.236457824707,2020-08-28
23,23,22.8999996185303,23,417,21.236457824707,2020-08-31
23,23,22.6000003814697,23,14773,21.236457824707,2020-09-01
22.8999996185303,22.8999996185303,22.7000007629395,22.7000007629395,1759,20.9594612121582,2020-09-02
22.7000007629395,23.2000007629395,22.7000007629395,22.7000007629395,1332,20.9594612121582,2020-09-03
22.6000003814697,23.1000003814697,22.6000003814697,22.6000003814697,869,20.8671245574951,2020-09-04
22.8999996185303,23.1000003814697,22.6000003814697,22.7000007629395,628,20.9594612121582,2020-09-07
23,23,23,23,710,21.236457824707,2020-09-08
22.8999996185303,22.8999996185303,22,22.3999996185303,4392,20.6824607849121,2020-09-09
22.7000007629395,22.7000007629395,22.5,22.7000007629395,1250,20.9594612121582,2020-09-10
22.7999992370605,23.1000003814697,22.2000007629395,22.6000003814697,7793,20.8671245574951,2020-09-11
23,23.2000007629395,23,23.1000003814697,1969,21.3287887573242,2020-09-14
23.6000003814697,24.6000003814697,23.5,24.2000007629395,30806,22.344446182251,2020-09-15
24.3999996185303,24.5,24.1000003814697,24.3999996185303,3814,22.529109954834,2020-09-16
24.1000003814697,25.1000003814697,24,24.6000003814697,9325,22.7137756347656,2020-09-17
24.8999996185303,26.2000007629395,24.2000007629395,25.8999996185303,15078,23.9140949249268,2020-09-18
25.3999996185303,26,24.7999992370605,25.2000007629395,5503,23.2677688598633,2020-09-21
25.7000007629395,27,25.2999992370605,27,16372,24.9297523498535,2020-09-22
26.6000003814697,27.2999992370605,26.2999992370605,26.3999996185303,10233,24.3757591247559,2020-09-23
26.1000003814697,26.5,25.2999992370605,25.3999996185303,248720,23.4524345397949,2020-09-24
25.7999992370605,26.5,25.7000007629395,25.7000007629395,2600,23.7294311523438,2020-09-25
26,27.5,26,26.3999996185303,3875,24.3757591247559,2020-09-28
26.3999996185303,26.8999996185303,26.1000003814697,26.8999996185303,2196,24.8374214172363,2020-09-29
26.8999996185303,26.8999996185303,26.5,26.5,742,24.468090057373,2020-09-30
26.8999996185303,27.1000003814697,26.6000003814697,26.7000007629395,1094,24.6527557373047,2020-10-01
26.6000003814697,26.6000003814697,26.2000007629395,26.5,1378,24.468090057373,2020-10-02
27,27.3999996185303,27,27.2000007629395,19373,25.1144161224365,2020-10-05
27.3999996185303,27.5,27.1000003814697,27.3999996185303,5600,25.2990818023682,2020-10-06
27.2000007629395,27.3999996185303,27.1000003814697,27.3999996185303,1123,25.2990818023682,2020-10-07
28.1000003814697,28.2000007629395,27.1000003814697,27.5,12457,25.3914165496826,2020-10-08
27.7999992370605,28,27.6000003814697,28,21274,25.8530769348145,2020-10-09
28.2000007629395,29.8999996185303,28.2000007629395,28.6000003814697,17472,26.4070739746094,2020-10-12
28.7000007629395,29,28.2999992370605,28.7000007629395,12698,26.4994049072266,2020-10-13
29.3999996185303,29.5,28.5,28.7000007629395,9499,26.4994049072266,2020-10-14
28.8999996185303,28.8999996185303,27.2999992370605,27.7999992370605,9201,25.6684112548828,2020-10-15
27.5,28.6000003814697,27.3999996185303,27.5,7361,25.3914165496826,2020-10-16
27.3999996185303,27.5,27.2999992370605,27.2999992370605,3821,25.2067527770996,2020-10-19
27.2999992370605,27.6000003814697,27.2999992370605,27.2999992370605,2515,25.2067527770996,2020-10-20
27.2999992370605,27.7000007629395,27.2999992370605,27.2999992370605,2875,25.2067527770996,2020-10-21
27.2999992370605,27.5,27.1000003814697,27.3999996185303,1504,25.2990818023682,2020-10-22
27.5,27.5,27.2999992370605,27.5,3462,25.3914165496826,2020-10-23
27.5,27.7000007629395,27.1000003814697,27.7000007629395,800,25.5760822296143,2020-10-26
27.3999996185303,27.3999996185303,27,27,462,24.9297523498535,2020-10-27
26.8999996185303,26.8999996185303,25.6000003814697,26,7174,24.0064296722412,2020-10-28
26,26.8999996185303,25.6000003814697,26.6000003814697,2244,24.5604267120361,2020-10-29
26.7999992370605,27.2999992370605,26.5,26.7000007629395,942,24.6527557373047,2020-10-30
26.7000007629395,27.7000007629395,26.7000007629395,27.5,3180,25.3914165496826,2020-11-02
27.8999996185303,28.7000007629395,27.7000007629395,28.2999992370605,6802,26.1300735473633,2020-11-03
28.3999996185303,29.8999996185303,28.2999992370605,28.6000003814697,8817,26.4070739746094,2020-11-04
29.2000007629395,29.2000007629395,28,28.5,1912,26.3147392272949,2020-11-05
28.6000003814697,28.6000003814697,27.7999992370605,28.1000003814697,1023,25.9454097747803,2020-11-06
28.7999992370605,29,28.2000007629395,28.3999996185303,6920,26.2224063873291,2020-11-09
28.2999992370605,28.5,27.6000003814697,28,1789,25.8530769348145,2020-11-10
28.2999992370605,28.7999992370605,27.3999996185303,28,5435,25.8530769348145,2020-11-11
28.7999992370605,30,28.5,28.7999992370605,4971,26.5917358398438,2020-11-12
29.2999992370605,29.2999992370605,28.6000003814697,28.8999996185303,4924,26.6840686798096,2020-11-13
28.8999996185303,29,28.5,28.8999996185303,2260,26.6840686798096,2020-11-16
28.6000003814697,28.8999996185303,28.6000003814697,28.7000007629395,1305,26.4994049072266,2020-11-17
28.8999996185303,29,28.5,28.5,4337,26.3147392272949,2020-11-18
28.3999996185303,28.8999996185303,28.3999996185303,28.5,1560,26.3147392272949,2020-11-19
28.6000003814697,28.6000003814697,28.1000003814697,28.1000003814697,4390,25.9454097747803,2020-11-20
28.1000003814697,28.3999996185303,28,28,3647,25.8530769348145,2020-11-23
28.3999996185303,28.8999996185303,28.1000003814697,28.1000003814697,2971,25.9454097747803,2020-11-24
28.2000007629395,29,28.1000003814697,28.7999992370605,2676,26.5917358398438,2020-11-25
28.3999996185303,28.7000007629395,28.1000003814697,28.3999996185303,6517,26.2224063873291,2020-11-26
28.3999996185303,28.6000003814697,28.2999992370605,28.6000003814697,2338,26.4070739746094,2020-11-27
28.7000007629395,28.7999992370605,28.5,28.5,2177,26.3147392272949,2020-11-30
28.7999992370605,29.7999992370605,28.7000007629395,29.3999996185303,11003,27.14573097229,2020-12-01
29.6000003814697,31.3999996185303,29.2000007629395,30.7999992370605,16337,28.4383850097656,2020-12-02
31.1000003814697,31.8999996185303,30.7999992370605,31.8999996185303,9815,29.4540424346924,2020-12-03
31.8999996185303,33.0999984741211,31.7000007629395,32.7000007629395,11282,30.1927032470703,2020-12-04
33.0999984741211,33.7999992370605,33.0999984741211,33.2999992370605,13365,30.746696472168,2020-12-07
33.4000015258789,33.5,31.6000003814697,32.5,8073,30.00803565979,2020-12-08
31.7999992370605,32.7999992370605,31.7999992370605,32.5999984741211,5110,30.1003684997559,2020-12-09
33,33.0999984741211,32.5999984741211,32.9000015258789,1831,30.3773670196533,2020-12-10
33,33.7999992370605,32.9000015258789,33.7000007629395,13129,31.1160259246826,2020-12-11
34.2999992370605,36,33.9000015258789,34.9000015258789,25815,32.2240142822266,2020-12-14
35.5,35.7999992370605,34,34.2999992370605,9130,31.6700210571289,2020-12-15
34.2999992370605,35,33.7999992370605,34.9000015258789,10584,32.2240142822266,2020-12-16
34.9000015258789,35.5,34.7000007629395,35.2000007629395,47310,32.5010147094727,2020-12-17
35.2999992370605,37.2999992370605,35.2999992370605,37.2999992370605,18083,34.4399948120117,2020-12-18
36.7999992370605,37.7000007629395,36.0999984741211,37.7000007629395,19913,34.8093223571777,2020-12-21
37.7000007629395,39.7000007629395,37.7000007629395,39.2000007629395,23146,36.1943092346191,2020-12-22
40,40.7999992370605,39.4000015258789,40,15350,36.9329681396484,2020-12-23
39.7999992370605,40,39,39.5999984741211,13085,36.5636367797852,2020-12-28
39.5999984741211,40,38,39.0999984741211,8378,36.1019744873047,2020-12-29
38.9000015258789,38.9000015258789,37,37.5999984741211,14351,34.7169876098633,2020-12-30
37.9000015258789,38.4000015258789,36.7000007629395,38.4000015258789,17056,35.4556503295898,2021-01-04
38.4000015258789,39.2000007629395,37.7000007629395,38.4000015258789,9962,35.4556503295898,2021-01-05
38.7000007629395,38.7999992370605,38.2999992370605,38.7000007629395,1363,35.7326431274414,2021-01-06
38.5,38.5,37.4000015258789,38.2000007629395,5049,35.2709884643555,2021-01-07
38,38.2000007629395,37.5,37.7999992370605,3852,34.9016571044922,2021-01-08
37.7999992370605,38.0999984741211,37.4000015258789,37.5999984741211,2774,34.7169876098633,2021-01-11
37.7999992370605,38.2000007629395,37.5,37.5,3077,34.6246566772461,2021-01-12
37.9000015258789,38.2999992370605,37.2999992370605,38.2999992370605,7646,35.3633155822754,2021-01-13
38.5,38.5,37.7000007629395,38.2000007629395,3396,35.2709884643555,2021-01-14
38.2999992370605,38.2999992370605,37.5,37.9000015258789,5736,34.9939842224121,2021-01-15
37.7999992370605,37.9000015258789,37,37.5999984741211,3978,34.7169876098633,2021-01-18
37.7000007629395,38.2000007629395,37.5999984741211,38.0999984741211,3065,35.178653717041,2021-01-19
38.0999984741211,38.5,38,38.2999992370605,3085,35.3633155822754,2021-01-20
38.4000015258789,38.5,38.0999984741211,38.0999984741211,4527,35.178653717041,2021-01-21
38,38.5,37.7000007629395,38.4000015258789,8405,35.4556503295898,2021-01-22
38.5,38.7999992370605,36.2999992370605,36.9000015258789,6935,34.0706634521484,2021-01-25
36.9000015258789,37.7000007629395,36.9000015258789,37.5,3082,34.6246566772461,2021-01-26
37.7999992370605,37.9000015258789,35.7000007629395,37,6046,34.1629943847656,2021-01-27
37.2000007629395,37.9000015258789,35.5999984741211,37.9000015258789,8776,34.9939842224121,2021-01-28
37.4000015258789,37.9000015258789,36.7999992370605,37.7000007629395,2791,34.8093223571777,2021-01-29
38.0999984741211,38.2000007629395,37.7000007629395,37.7999992370605,2274,34.9016571044922,2021-02-01
37.9000015258789,37.9000015258789,37,37.0999984741211,5138,34.2553291320801,2021-02-02
37.0999984741211,37.4000015258789,36.5,36.7000007629395,5283,33.8859977722168,2021-02-03
36.7000007629395,36.9000015258789,36,36.4000015258789,10732,33.609001159668,2021-02-04
36.2000007629395,36.5,35.7000007629395,36.0999984741211,8762,33.3320007324219,2021-02-05
36.0999984741211,37.5,36.0999984741211,37.2000007629395,30124,34.34765625,2021-02-08
37.2000007629395,38,37.2000007629395,38,12607,35.0863189697266,2021-02-09
38.2999992370605,38.7999992370605,37.7000007629395,37.7999992370605,11103,34.9016571044922,2021-02-10
38.5,38.5,37.2999992370605,37.2999992370605,8882,34.4399948120117,2021-02-11
37.7000007629395,38.5,37.0999984741211,38.5,14610,35.547981262207,2021-02-12
38.5,39,38,38.4000015258789,10279,35.4556503295898,2021-02-15
38,38.2999992370605,37.5999984741211,38.2999992370605,5104,35.3633155822754,2021-02-16
37.5999984741211,38.2999992370605,37.4000015258789,37.5,1722,34.6246566772461,2021-02-17
37.9000015258789,38,37.0999984741211,37.0999984741211,2409,34.2553291320801,2021-02-18
37.7000007629395,37.7000007629395,37.0999984741211,37.0999984741211,2922,34.2553291320801,2021-02-19
37.0999984741211,37.5,35,37.0999984741211,13822,34.2553291320801,2021-02-22
36.7999992370605,36.7999992370605,36.2999992370605,36.5999984741211,3210,33.7936668395996,2021-02-23
36.2999992370605,37.5,36.2999992370605,37,4087,34.1629943847656,2021-02-24
37.5,37.5,35.7000007629395,36.0999984741211,5242,33.3320007324219,2021-02-25
35.9000015258789,36.4000015258789,35,36.2000007629395,5400,33.4243354797363,2021-02-26
36.5999984741211,37,35.7000007629395,37,3855,34.1629943847656,2021-03-01
36.5,37.0999984741211,36.2999992370605,36.9000015258789,1642,34.0706634521484,2021-03-02
36.7999992370605,37,36.2999992370605,36.5,1912,33.7013320922852,2021-03-03
36.5999984741211,36.5999984741211,35.9000015258789,36.2999992370605,1008,33.5166664123535,2021-03-04
36.2999992370605,36.2999992370605,35.9000015258789,36.2000007629395,160,33.4243354797363,2021-03-05
35.9000015258789,36.9000015258789,35.0999984741211,36.9000015258789,3813,34.0706634521484,2021-03-08
35.5999984741211,36.7999992370605,35.5999984741211,36.5,1171,33.7013320922852,2021-03-09
36.7000007629395,36.7000007629395,36.0999984741211,36.5,233,33.7013320922852,2021-03-10
36.7999992370605,36.7999992370605,36.0999984741211,36.5999984741211,1376,33.7936668395996,2021-03-11
36,36.5999984741211,36,36.2999992370605,3948,33.5166664123535,2021-03-12
35.9000015258789,36.2000007629395,35,35.4000015258789,8883,32.685676574707,2021-03-15
35.4000015258789,35.9000015258789,35.0999984741211,35.9000015258789,5913,33.1473426818848,2021-03-16
36.2000007629395,36.2000007629395,35.2000007629395,36,4169,33.2396697998047,2021-03-17
36,37.2999992370605,35.4000015258789,36.9000015258789,13794,34.0706634521484,2021-03-18
36.5999984741211,39.5,36.5,39.5,14219,36.471305847168,2021-03-19
