"IG.MI.Open","IG.MI.High","IG.MI.Low","IG.MI.Close","IG.MI.Volume","IG.MI.Adjusted","Date"
5.48000001907349,5.61600017547607,5.47399997711182,5.56799983978271,2867974,4.09194803237915,2020-01-02
5.56799983978271,5.56799983978271,5.46400022506714,5.55800008773804,2353232,4.08459949493408,2020-01-03
5.51000022888184,5.53399991989136,5.43599987030029,5.48000001907349,2175694,4.02727651596069,2020-01-06
5.48000001907349,5.52600002288818,5.45599985122681,5.47399997711182,2319002,4.02286720275879,2020-01-07
5.46000003814697,5.60599994659424,5.46000003814697,5.57999992370605,3693207,4.10076713562012,2020-01-08
5.60599994659424,5.69799995422363,5.60599994659424,5.6399998664856,3472905,4.14486074447632,2020-01-09
5.69999980926514,5.80600023269653,5.68599987030029,5.71999979019165,5673467,4.20365381240845,2020-01-10
5.73400020599365,5.73400020599365,5.64200019836426,5.67199993133545,2564951,4.1683783531189,2020-01-13
5.69799995422363,5.71000003814697,5.60200023651123,5.63199996948242,3565769,4.13898277282715,2020-01-14
5.63199996948242,5.7039999961853,5.59000015258789,5.67399978637695,2720971,4.16984796524048,2020-01-15
5.68400001525879,5.71000003814697,5.66400003433228,5.67999982833862,1734134,4.17425775527954,2020-01-16
5.70599985122681,5.78800010681152,5.68800020217896,5.76800012588501,2220985,4.238929271698,2020-01-17
5.77400016784668,5.78800010681152,5.72800016403198,5.78399991989136,1348599,4.25068759918213,2020-01-20
5.77799987792969,5.77799987792969,5.66800022125244,5.72399997711182,1351874,4.20659351348877,2020-01-21
5.7480001449585,5.76000022888184,5.68200016021729,5.69999980926514,1717511,4.18895578384399,2020-01-22
5.68400001525879,5.77799987792969,5.68400001525879,5.77600002288818,4365856,4.24480867385864,2020-01-23
5.76200008392334,5.84800004959106,5.76000022888184,5.80200004577637,3271476,4.263916015625,2020-01-24
5.84800004959106,5.91599988937378,5.80999994277954,5.86199998855591,4378895,4.30801010131836,2020-01-27
5.86199998855591,6.09800004959106,5.86199998855591,6.09800004959106,5442318,4.48144769668579,2020-01-28
6.05800008773804,6.15799999237061,6.05600023269653,6.14400005340576,2983134,4.5152530670166,2020-01-29
6.07800006866455,6.15799999237061,6.05800008773804,6.11999988555908,2440838,4.49761581420898,2020-01-30
6.14799976348877,6.14799976348877,5.98199987411499,5.99599981307983,3588873,4.40648746490479,2020-01-31
6.0460000038147,6.0460000038147,5.92399978637695,5.94999980926514,3181264,4.37268161773682,2020-02-03
5.98000001907349,6.02199983596802,5.94999980926514,6.01000022888184,2927455,4.41677618026733,2020-02-04
5.96199989318848,6.07800006866455,5.93800020217896,6.07800006866455,2652568,4.46674966812134,2020-02-05
6.06799983978271,6.13800001144409,6.05200004577637,6.11199998855591,2088908,4.4917368888855,2020-02-06
6.11199998855591,6.12400007247925,6.06400012969971,6.07000017166138,1721301,4.46087074279785,2020-02-07
6.04400014877319,6.07999992370605,6.01800012588501,6.07200002670288,1331440,4.46233987808228,2020-02-10
6.09000015258789,6.1399998664856,6.07000017166138,6.1399998664856,1725683,4.51231336593628,2020-02-11
6.13000011444092,6.16800022125244,6.07999992370605,6.09800004959106,2069651,4.48144769668579,2020-02-12
6.09999990463257,6.13800001144409,6.03599977493286,6.05800008773804,2297393,4.4520525932312,2020-02-13
6.08400011062622,6.09200000762939,6.03800010681152,6.05000019073486,1830667,4.44617223739624,2020-02-14
6.05000019073486,6.10599994659424,6.03399991989136,6.10400009155273,1364600,4.4858570098877,2020-02-17
6.05999994277954,6.19600009918213,6.05999994277954,6.19000005722046,2276022,4.54905939102173,2020-02-18
6.19600009918213,6.29400014877319,6.17000007629395,6.29400014877319,1836726,4.62548923492432,2020-02-19
6.2519998550415,6.28000020980835,6.15000009536743,6.15000009536743,2639151,4.51966285705566,2020-02-20
6.15999984741211,6.21999979019165,6.13800001144409,6.14400005340576,1938197,4.5152530670166,2020-02-21
6,6.03999996185303,5.83400011062622,5.86800003051758,3944534,4.31241941452026,2020-02-24
5.91200017929077,5.94000005722046,5.74399995803833,5.74399995803833,4004963,4.22129154205322,2020-02-25
5.71600008010864,5.8600001335144,5.68800020217896,5.80399990081787,2885826,4.26538562774658,2020-02-26
5.71400022506714,5.82399988174438,5.65000009536743,5.80000019073486,4239735,4.26244688034058,2020-02-27
5.61999988555908,5.70800018310547,5.44999980926514,5.53200006484985,5273255,4.06549167633057,2020-02-28
5.59200000762939,5.63600015640259,5.44799995422363,5.55999994277954,4148352,4.08606958389282,2020-03-02
5.64599990844727,5.69999980926514,5.57000017166138,5.63000011444092,3104286,4.13751268386841,2020-03-03
5.63000011444092,5.81599998474121,5.59000015258789,5.81599998474121,4384629,4.27420473098755,2020-03-04
5.89599990844727,5.92999982833862,5.71600008010864,5.80000019073486,5643990,4.26244688034058,2020-03-05
5.67000007629395,5.73000001907349,5.52799987792969,5.56799983978271,3403862,4.09194803237915,2020-03-06
5,5.31599998474121,4.9539999961853,5.07399988174438,6000576,3.72890543937683,2020-03-09
5.09000015258789,5.15000009536743,4.77799987792969,4.78700017929077,5662703,3.51798820495605,2020-03-10
4.78000020980835,4.9539999961853,4.7649998664856,4.7649998664856,5813229,3.5018196105957,2020-03-11
4.62400007247925,4.66699981689453,4.11199998855591,4.11199998855591,7919024,3.02192735671997,2020-03-12
4.19099998474121,4.92799997329712,4.19099998474121,4.41900014877319,7450820,3.24754309654236,2020-03-13
4.32000017166138,4.44299983978271,4.04699993133545,4.28800010681152,6418167,3.15127062797546,2020-03-16
4.38199996948242,4.60400009155273,4.19000005722046,4.44999980926514,5086607,3.27032470703125,2020-03-17
4.33099985122681,4.61100006103516,4.32999992370605,4.48400020599365,3240645,3.29531216621399,2020-03-18
4.69199991226196,4.96400022506714,4.51100015640259,4.56099987030029,6496730,3.35189914703369,2020-03-19
4.59200000762939,4.70300006866455,4.29199981689453,4.36999988555908,10545254,3.21153283119202,2020-03-20
4.21999979019165,4.41599988937378,4.11600017547607,4.25899982452393,4507664,3.129958152771,2020-03-23
4.37900018692017,4.56599998474121,4.35799980163574,4.56599998474121,3721659,3.35557389259338,2020-03-24
4.67999982833862,4.83300018310547,4.40000009536743,4.61199998855591,3787328,3.38937973976135,2020-03-25
4.57999992370605,4.58599996566772,4.39300012588501,4.55000019073486,5661844,3.34381580352783,2020-03-26
4.5770001411438,4.65000009536743,4.48099994659424,4.57100009918213,2461394,3.35924863815308,2020-03-27
4.60200023651123,4.8600001335144,4.57299995422363,4.85900020599365,2743317,3.5709011554718,2020-03-30
4.85900020599365,5.02600002288818,4.83900022506714,4.98899984359741,3920930,3.66643834114075,2020-03-31
4.98000001907349,4.98000001907349,4.67999982833862,4.69399976730347,2955236,3.44964194297791,2020-04-01
4.77799987792969,4.84000015258789,4.69600009918213,4.84000015258789,1508109,3.55693817138672,2020-04-02
4.86399984359741,4.94799995422363,4.80200004577637,4.88199996948242,2776350,3.58780384063721,2020-04-03
4.96000003814697,5.00500011444092,4.78200006484985,4.81199979782104,2520981,3.53636026382446,2020-04-06
4.96999979019165,5,4.80000019073486,4.82999992370605,3567898,3.54958868026733,2020-04-07
4.78000020980835,4.84200000762939,4.7039999961853,4.71600008010864,2606733,3.46580982208252,2020-04-08
4.76000022888184,4.82800006866455,4.73400020599365,4.82800006866455,1149332,3.54811906814575,2020-04-09
4.82800006866455,4.90399980545044,4.78999996185303,4.84999990463257,2460427,3.56428694725037,2020-04-14
4.82999992370605,4.96400022506714,4.80200004577637,4.8899998664856,2347024,3.59368300437927,2020-04-15
4.94799995422363,5.03499984741211,4.89799976348877,4.93400001525879,2886869,3.62601923942566,2020-04-16
5.00500011444092,5.05999994277954,4.8600001335144,4.8600001335144,1883840,3.57163619995117,2020-04-17
4.92999982833862,4.96999979019165,4.77199983596802,4.86199998855591,1580035,3.57310605049133,2020-04-20
4.80399990081787,4.89599990844727,4.68200016021729,4.68200016021729,1885170,3.4408233165741,2020-04-21
4.74200010299683,4.92199993133545,4.71000003814697,4.92199993133545,1912585,3.61719989776611,2020-04-22
4.93200016021729,4.94199991226196,4.80000019073486,4.80000019073486,2311934,3.52754187583923,2020-04-23
4.75,4.87200021743774,4.73799991607666,4.86399984359741,1632555,3.57457518577576,2020-04-24
4.98999977111816,4.98999977111816,4.82800006866455,4.84999990463257,2283546,3.56428694725037,2020-04-27
4.84999990463257,4.92999982833862,4.82600021362305,4.85400009155273,2751793,3.56722664833069,2020-04-28
4.87200021743774,4.90999984741211,4.82399988174438,4.86999988555908,1909832,3.57898449897766,2020-04-29
4.91800022125244,5.10500001907349,4.87200021743774,5.10500001907349,3976280,3.75168776512146,2020-04-30
5.05000019073486,5.09999990463257,4.89599990844727,5.01000022888184,2701652,3.68187189102173,2020-05-04
5.05000019073486,5.10500001907349,5.01000022888184,5.03999996185303,1901896,3.70391917228699,2020-05-05
5.05000019073486,5.07000017166138,4.90000009536743,4.90799999237061,2233720,3.60691118240356,2020-05-06
4.90999984741211,4.96799993515015,4.87200021743774,4.91599988937378,1673122,3.61279058456421,2020-05-07
4.92999982833862,5,4.90399980545044,4.98600006103516,939668,3.66423439979553,2020-05-08
4.99399995803833,5.06500005722046,4.93800020217896,4.94199991226196,1537490,3.63189744949341,2020-05-11
4.99599981307983,5.00500011444092,4.93200016021729,4.93200016021729,1627305,3.6245493888855,2020-05-12
4.94999980926514,4.98799991607666,4.91400003433228,4.94999980926514,1701329,3.63777732849121,2020-05-13
4.92199993133545,4.96000003814697,4.86999988555908,4.92999982833862,2602511,3.62307906150818,2020-05-14
4.97599983215332,5.05499982833862,4.92399978637695,5.05000019073486,3832249,3.71126770973206,2020-05-15
4.90000009536743,4.92399978637695,4.7519998550415,4.84200000762939,5729697,3.73626255989075,2020-05-18
4.88000011444092,4.89799976348877,4.62799978256226,4.67399978637695,5069170,3.60662746429443,2020-05-19
4.67999982833862,4.76000022888184,4.63000011444092,4.7480001449585,2423241,3.66372919082642,2020-05-20
4.7039999961853,4.75,4.65999984741211,4.71000003814697,2114648,3.63440656661987,2020-05-21
4.65999984741211,4.78000020980835,4.65999984741211,4.77600002288818,1536527,3.6853346824646,2020-05-22
4.81199979782104,4.86800003051758,4.7519998550415,4.8600001335144,1285941,3.75015234947205,2020-05-25
4.89799976348877,4.89799976348877,4.7979998588562,4.83400011062622,1897548,3.73008966445923,2020-05-26
4.8600001335144,4.8600001335144,4.75600004196167,4.7979998588562,2992412,3.70231056213379,2020-05-27
4.81799983978271,4.94799995422363,4.7519998550415,4.93400001525879,3984576,3.80725312232971,2020-05-28
4.85599994659424,4.92000007629395,4.84200000762939,4.88600015640259,4042772,3.77021455764771,2020-05-29
4.90999984741211,4.98799991607666,4.87799978256226,4.94999980926514,2167799,3.81959915161133,2020-06-01
4.97800016403198,5.05999994277954,4.93200016021729,5.05999994277954,2834004,3.90447926521301,2020-06-02
5.05999994277954,5.17999982833862,4.99599981307983,5.17999982833862,2792947,3.99707555770874,2020-06-03
5.16499996185303,5.32999992370605,5.16499996185303,5.25,3272857,4.05108976364136,2020-06-04
5.2649998664856,5.30499982833862,5.17500019073486,5.17999982833862,3358447,3.99707555770874,2020-06-05
5.17999982833862,5.22499990463257,5.09000015258789,5.21500015258789,2032208,4.02408313751221,2020-06-08
5.21500015258789,5.26999998092651,5.04500007629395,5.09000015258789,3188797,3.92762875556946,2020-06-09
5.09000015258789,5.1399998664856,5.00500011444092,5.03000020980835,2743541,3.88133025169373,2020-06-10
5,5.07999992370605,4.94199991226196,4.94600009918213,4498942,3.81651258468628,2020-06-11
4.94399976730347,5.13000011444092,4.90799999237061,5.07999992370605,4391555,3.9199116230011,2020-06-12
4.99399995803833,5.21999979019165,4.9539999961853,5.17999982833862,4189234,3.99707555770874,2020-06-15
5.23999977111816,5.29500007629395,5.17000007629395,5.29500007629395,3512294,4.08581399917603,2020-06-16
5.2649998664856,5.3600001335144,5.23999977111816,5.26000022888184,3188279,4.05880641937256,2020-06-17
5.26000022888184,5.33500003814697,5.21999979019165,5.32499980926514,2794030,4.10896253585815,2020-06-18
5.33500003814697,5.40999984741211,5.32000017166138,5.375,5566875,4.14754438400269,2020-06-19
5.34999990463257,5.38000011444092,5.23999977111816,5.26000022888184,2502322,4.05880641937256,2020-06-22
5.28499984741211,5.30999994277954,5.24499988555908,5.25,2128592,4.05108976364136,2020-06-23
5.23000001907349,5.2649998664856,5.19000005722046,5.21000003814697,2233213,4.02022457122803,2020-06-24
5.19999980926514,5.19999980926514,5.08500003814697,5.1399998664856,3095595,3.96621036529541,2020-06-25
5.15500020980835,5.26999998092651,5.15500020980835,5.17000007629395,1877418,3.9893593788147,2020-06-26
5.18499994277954,5.23000001907349,5.15500020980835,5.21000003814697,1408843,4.02022457122803,2020-06-29
5.18499994277954,5.27500009536743,5.1399998664856,5.17000007629395,1851655,3.9893593788147,2020-06-30
5.17000007629395,5.23000001907349,5.09999990463257,5.23000001907349,1571648,4.03565740585327,2020-07-01
5.26000022888184,5.31500005722046,5.22499990463257,5.30000019073486,1897590,4.08967208862305,2020-07-02
5.28000020980835,5.30499982833862,5.21999979019165,5.22499990463257,790824,4.03179883956909,2020-07-03
5.28000020980835,5.30999994277954,5.25500011444092,5.27500009536743,1385968,4.07038116455078,2020-07-06
5.31500005722046,5.36499977111816,5.2350001335144,5.32999992370605,2225983,4.11282110214233,2020-07-07
5.32999992370605,5.375,5.24499988555908,5.25500011444092,1410213,4.0549488067627,2020-07-08
5.26999998092651,5.28000020980835,5.125,5.125,2346143,3.95463585853577,2020-07-09
5.11999988555908,5.17999982833862,5.09499979019165,5.13500022888184,2175651,3.96235203742981,2020-07-10
5.17500019073486,5.17999982833862,5.10500001907349,5.1399998664856,1504744,3.96621036529541,2020-07-13
5.14499998092651,5.14499998092651,5.07999992370605,5.09999990463257,2270850,3.9353449344635,2020-07-14
5.1399998664856,5.14499998092651,5.07000017166138,5.14499998092651,2443627,3.97006821632385,2020-07-15
5.1100001335144,5.17500019073486,5.1100001335144,5.15000009536743,1769531,3.97392654418945,2020-07-16
5.17500019073486,5.25500011444092,5.15500020980835,5.23000001907349,2386659,4.03565740585327,2020-07-17
5.21999979019165,5.30000019073486,5.19000005722046,5.28000020980835,1613100,4.0742392539978,2020-07-20
5.30000019073486,5.40000009536743,5.28499984741211,5.34499979019165,2557114,4.1243953704834,2020-07-21
5.28000020980835,5.34000015258789,5.28000020980835,5.32000017166138,1145389,4.10510492324829,2020-07-22
5.30000019073486,5.33500003814697,5.2649998664856,5.30499982833862,1621120,4.09353017807007,2020-07-23
5.26999998092651,5.30499982833862,5.21000003814697,5.24499988555908,2057182,4.04723167419434,2020-07-24
5.25,5.40000009536743,5.25,5.34999990463257,3126340,4.12825441360474,2020-07-27
5.39499998092651,5.52500009536743,5.36499977111816,5.51999998092651,3399468,4.2594313621521,2020-07-28
5.53000020980835,5.55499982833862,5.49499988555908,5.53000020980835,1985088,4.26714849472046,2020-07-29
5.51000022888184,5.55000019073486,5.38500022888184,5.46000003814697,2526362,4.21313333511353,2020-07-30
5.46500015258789,5.54500007629395,5.44000005722046,5.44000005722046,5104622,4.19770097732544,2020-07-31
5.46500015258789,5.48999977111816,5.38500022888184,5.44000005722046,2449394,4.19770097732544,2020-08-03
5.48000001907349,5.48999977111816,5.375,5.46000003814697,1923021,4.21313333511353,2020-08-04
5.44000005722046,5.5,5.39499998092651,5.39499998092651,2544347,4.16297769546509,2020-08-05
5.40000009536743,5.48999977111816,5.33500003814697,5.40000009536743,1899163,4.16683578491211,2020-08-06
