"PLD.Open","PLD.High","PLD.Low","PLD.Close","PLD.Volume","PLD.Adjusted","Date"
96.6500015258789,97.3499984741211,96.1399993896484,96.7900009155273,2523300,82.6237335205078,2020-02-12
96.629997253418,97.0899963378906,96.0999984741211,96.4700012207031,3652700,82.3505630493164,2020-02-13
96.8499984741211,97.6399993896484,96.620002746582,97.5500030517578,3296000,83.2725067138672,2020-02-14
97.629997253418,98.3899993896484,97.2300033569336,98.3499984741211,3742800,83.9553985595703,2020-02-18
98.6100006103516,98.8300018310547,97.620002746582,97.7699966430664,4724300,83.4602737426758,2020-02-19
97.6800003051758,99.0400009155273,96.9100036621094,98.9499969482422,3992900,84.4675750732422,2020-02-20
98.9300003051758,99.7900009155273,98.9199981689453,99.2300033569336,6382300,84.7065963745117,2020-02-21
97.7900009155273,98.6399993896484,95.8199996948242,95.9800033569336,3688200,81.9322814941406,2020-02-24
96.2399978637695,96.6100006103516,91.620002746582,91.6999969482422,5305900,78.2787017822266,2020-02-25
92,93.3199996948242,90.9800033569336,91.2600021362305,4662200,77.9030990600586,2020-02-26
90.5999984741211,90.8099975585938,86.6699981689453,86.7099990844727,6227400,74.0190582275391,2020-02-27
84.4199981689453,85.1999969482422,80.9400024414062,84.2799987792969,7285600,71.944709777832,2020-02-28
84.6999969482422,88.2699966430664,83.5,88.2699966430664,5715300,75.350715637207,2020-03-02
88.629997253418,91.5899963378906,87.6800003051758,89.3899993896484,5843400,76.3067932128906,2020-03-03
90.2300033569336,94.4700012207031,90.1900024414062,94.370002746582,4210300,80.5579223632812,2020-03-04
92.0999984741211,92.8600006103516,88.5999984741211,89.7099990844727,3135200,76.5799560546875,2020-03-05
86.3499984741211,86.4000015258789,82.2799987792969,85.879997253418,5562100,73.3105239868164,2020-03-06
80.8300018310547,80.8300018310547,77.4700012207031,77.7699966430664,7291600,66.3875045776367,2020-03-09
80.3600006103516,81.0199966430664,76.1999969482422,80.8600006103516,6623400,69.0252456665039,2020-03-10
78.0699996948242,78.2799987792969,73.1699981689453,73.6900024414062,7836800,62.9046478271484,2020-03-11
68.1600036621094,73.3899993896484,62.0099983215332,70.1800003051758,7912600,59.9083786010742,2020-03-12
74.1600036621094,78.3600006103516,71.4000015258789,77.8199996948242,6021800,66.9837646484375,2020-03-13
69.2200012207031,72.7200012207031,64.0899963378906,64.379997253418,6663800,55.4152526855469,2020-03-16
66.4700012207031,73.0400009155273,64.5599975585938,70.6900024414062,7883800,60.8466262817383,2020-03-17
65.4700012207031,70.4700012207031,64.1100006103516,67.8000030517578,7302000,58.3590469360352,2020-03-18
66.9499969482422,67.9499969482422,63.25,63.9099998474121,5489800,55.0107040405273,2020-03-19
64.8899993896484,67.4000015258789,62.4199981689453,62.8199996948242,6826500,54.0724830627441,2020-03-20
63,65.0299987792969,59.8199996948242,63.3699989318848,5631200,54.5459060668945,2020-03-23
66.2399978637695,71.2099990844727,66.2399978637695,70.5500030517578,7893700,60.7261009216309,2020-03-24
68.7799987792969,75.3300018310547,68.2300033569336,72.1900024414062,6918200,62.1377410888672,2020-03-25
72.3899993896484,78.3399963378906,71.3600006103516,77.6900024414062,4965400,66.8718795776367,2020-03-26
74.6399993896484,82,74.2399978637695,79.1699981689453,4490800,68.1457748413086,2020-03-27
80.7900009155273,83.7399978637695,77.0599975585938,82.879997253418,6295900,71.3391723632812,2020-03-30
81.1900024414062,82.370002746582,75.2200012207031,80.370002746582,11324400,69.1787109375,2020-03-31
76.4499969482422,76.4800033569336,69,73.2600021362305,7994100,63.0587577819824,2020-04-01
71.3600006103516,76.3000030517578,71.0599975585938,75.5100021362305,5395900,64.9954452514648,2020-04-02
74.0800018310547,75.2600021362305,71.6900024414062,73.5899963378906,3882600,63.3427925109863,2020-04-03
78.0299987792969,80.9400024414062,77.0400009155273,80.2300033569336,5914400,69.0582046508789,2020-04-06
86.3199996948242,86.4599990844727,80.7699966430664,80.9499969482422,5388700,69.6779251098633,2020-04-07
82.5,86.7900009155273,80.7200012207031,86.1800003051758,5110400,74.1796722412109,2020-04-08
87.9000015258789,92.5400009155273,87.0100021362305,91.7300033569336,8283900,78.9568405151367,2020-04-09
90.9400024414062,91.6999969482422,86.2600021362305,86.4100036621094,4250500,74.3776245117188,2020-04-13
88.4100036621094,89.9400024414062,87.8099975585938,89.1500015258789,3663800,76.7360992431641,2020-04-14
86.4899978637695,87.9100036621094,84.8899993896484,86.5400009155273,3870200,74.4895324707031,2020-04-15
87.1500015258789,88.4300003051758,85.8000030517578,88.1999969482422,2887300,75.9183883666992,2020-04-16
90.2600021362305,90.9499969482422,88.2399978637695,90.2200012207031,3678400,77.657096862793,2020-04-17
88.9899978637695,89.4700012207031,87.879997253418,88.5,3187900,76.1766204833984,2020-04-20
83.8000030517578,89.6399993896484,83.7099990844727,89,4255100,76.6069946289062,2020-04-21
89.6699981689453,90.7799987792969,87.6699981689453,87.870002746582,3317900,75.6343383789062,2020-04-22
88.0500030517578,88.9599990844727,86.629997253418,86.75,2974600,74.6703109741211,2020-04-23
87.0899963378906,89.5299987792969,86.75,89.0400009155273,2916300,76.6414260864258,2020-04-24
90.8300018310547,92.6800003051758,89.7300033569336,91.8399963378906,2539400,79.0515594482422,2020-04-27
94.1100006103516,94.1800003051758,89.25,89.5899963378906,3141800,77.1148376464844,2020-04-28
91.5500030517578,92,89.9899978637695,90.1600036621094,3151300,77.6054763793945,2020-04-29
88.7099990844727,89.5699996948242,86.879997253418,89.2300033569336,3377000,76.8049697875977,2020-04-30
87.3399963378906,88.629997253418,86.0899963378906,86.8499984741211,2643300,74.75634765625,2020-05-01
85.8499984741211,87.3099975585938,85.25,87.129997253418,2212200,74.9973831176758,2020-05-04
88.2399978637695,88.9300003051758,87.3099975585938,87.7399978637695,1845400,75.5224380493164,2020-05-05
88.0999984741211,88.9800033569336,86.870002746582,86.9400024414062,2277100,74.833854675293,2020-05-06
88.129997253418,88.9199981689453,87.3399963378906,88.0699996948242,2704200,75.8064804077148,2020-05-07
90.2900009155273,90.3000030517578,88.629997253418,89.9700012207031,2249000,77.4419097900391,2020-05-08
88.7099990844727,90.2300033569336,88.2900009155273,88.879997253418,3627800,76.5036926269531,2020-05-11
89.0899963378906,89.0899963378906,84.2099990844727,84.2200012207031,4440100,72.4925994873047,2020-05-12
83.5599975585938,84.7200012207031,82.5599975585938,82.8399963378906,3935500,71.3047561645508,2020-05-13
81.6500015258789,84.0800018310547,80.120002746582,84.0800018310547,4389700,72.3720779418945,2020-05-14
83.1600036621094,83.9800033569336,82,83.2799987792969,4971900,71.683479309082,2020-05-15
86.3499984741211,87.7399978637695,85.0800018310547,86.8300018310547,3123300,74.7391738891602,2020-05-18
86.3000030517578,87.0899963378906,84.5299987792969,84.6800003051758,3093100,72.8885498046875,2020-05-19
86.0800018310547,87.3000030517578,85.75,87.120002746582,2519300,74.9887771606445,2020-05-20
86.4800033569336,87.4700012207031,85.9499969482422,86.4000015258789,3091900,74.3690490722656,2020-05-21
85.9300003051758,87.6600036621094,85.9300003051758,87.5500030517578,1276000,75.3588943481445,2020-05-22
90.1800003051758,90.6999969482422,88.8199996948242,90.0199966430664,2743400,77.4849548339844,2020-05-26
92,92,89.4800033569336,91.7600021362305,3045000,78.982666015625,2020-05-27
93,93.3399963378906,91.2399978637695,93.0500030517578,2616900,80.0930480957031,2020-05-28
92.1399993896484,92.6600036621094,91.0199966430664,91.5,3769900,78.7588653564453,2020-05-29
91.9599990844727,94.5599975585938,91.5400009155273,93.6999969482422,2310600,80.6525192260742,2020-06-01
94.620002746582,95.5500030517578,93.4300003051758,95.4599990844727,3143300,82.1674499511719,2020-06-02
95.8099975585938,97.7200012207031,95.5,97.3199996948242,2970000,83.7684478759766,2020-06-03
96.4100036621094,96.8000030517578,92.4800033569336,93.3499984741211,3326300,80.3512649536133,2020-06-04
96.1800003051758,97.4199981689453,95.379997253418,95.7099990844727,3612200,82.3826370239258,2020-06-05
95.6999969482422,97.9700012207031,95.3399963378906,97.7699966430664,3536700,84.1557693481445,2020-06-08
96.3300018310547,98.2099990844727,95.7300033569336,97.3300018310547,2888800,83.7770538330078,2020-06-09
96.379997253418,97.5500030517578,95.5599975585938,96.4100036621094,2378700,82.9851837158203,2020-06-10
93.7600021362305,94.1600036621094,90.8000030517578,90.9100036621094,4992400,78.2510528564453,2020-06-11
93.5899963378906,95.120002746582,91.3300018310547,94.4599990844727,4247000,81.3067092895508,2020-06-12
90.9100036621094,95.3199996948242,90.870002746582,94.3899993896484,3647800,81.7484130859375,2020-06-15
98,98.3099975585938,95.4499969482422,96.9000015258789,3441600,83.922248840332,2020-06-16
97.9899978637695,97.9899978637695,95.8600006103516,96.6999969482422,2713500,83.7490234375,2020-06-17
95.5,95.8899993896484,94.5500030517578,95.0899963378906,2314000,82.3546524047852,2020-06-18
96.6800003051758,96.6800003051758,91.6500015258789,91.870002746582,12157500,79.5658874511719,2020-06-19
91.8199996948242,92.6399993896484,89.9199981689453,92.5599975585938,3409900,80.1634750366211,2020-06-22
93.6100006103516,93.8300018310547,91.2600021362305,91.4499969482422,2397000,79.2021255493164,2020-06-23
90.0199966430664,91.5800018310547,87.9300003051758,89.8000030517578,4726100,77.7731399536133,2020-06-24
89.75,91.5699996948242,88.8300018310547,91.4700012207031,3009300,79.2194671630859,2020-06-25
90.9700012207031,91.7300033569336,89.1600036621094,89.8300018310547,4403200,77.7991180419922,2020-06-26
90.9100036621094,91.6100006103516,89.4700012207031,91.1699981689453,2249000,78.9596481323242,2020-06-29
91.0400009155273,94.2399978637695,91.0400009155273,93.3300018310547,5111900,80.8303833007812,2020-06-30
93.5199966430664,95.4000015258789,92.8899993896484,95.1500015258789,2624800,82.4066162109375,2020-07-01
96.629997253418,97.1900024414062,95.0500030517578,95.5500030517578,2717900,82.753044128418,2020-07-02
97,97.9400024414062,95.1500015258789,95.5599975585938,2510700,82.7616806030273,2020-07-06
94,95.7699966430664,93.9100036621094,94.8300018310547,2555100,82.1294631958008,2020-07-07
94.9300003051758,95.8199996948242,94.7799987792969,95.7600021362305,3082900,82.934928894043,2020-07-08
96,96.8499984741211,94.379997253418,96.5699996948242,2583200,83.6364212036133,2020-07-09
95.9400024414062,96.4300003051758,94.4499969482422,94.8199996948242,3033200,82.1207962036133,2020-07-10
95.4800033569336,96.4400024414062,93.5500030517578,93.5699996948242,4693900,81.038215637207,2020-07-13
93.6699981689453,94.2300033569336,92.4800033569336,93.379997253418,4206300,80.8736572265625,2020-07-14
94.6100006103516,94.7200012207031,92.6699981689453,93.7399978637695,3859600,81.1854476928711,2020-07-15
93.5100021362305,94.5100021362305,92.0599975585938,92.0999984741211,2902900,79.7650909423828,2020-07-16
92.8300018310547,95.9700012207031,92.5,95.3399963378906,3325100,82.571159362793,2020-07-17
94.9300003051758,95.8300018310547,94.5999984741211,94.7300033569336,2385200,82.0428619384766,2020-07-20
98.629997253418,99.5100021362305,97.0699996948242,97.9300003051758,3539900,84.8142776489258,2020-07-21
97.1600036621094,98.75,96.4400024414062,98.379997253418,3412900,85.2040176391602,2020-07-22
97.9400024414062,100.610000610352,97.9100036621094,98.9000015258789,3099300,85.6543655395508,2020-07-23
98.6100006103516,100.139999389648,97.9700012207031,99.9100036621094,3020600,86.5290985107422,2020-07-24
99.5599975585938,101.889999389648,98.4199981689453,101.76000213623,3130000,88.1313400268555,2020-07-27
101.599998474121,103.169998168945,101.160003662109,102.540000915527,3263300,88.8068695068359,2020-07-28
102.599998474121,106.230003356934,102.599998474121,106.169998168945,3888400,91.9507141113281,2020-07-29
104.980003356934,106.730003356934,104.330001831055,105.190002441406,2758300,91.1019668579102,2020-07-30
104.980003356934,105.580001831055,103.099998474121,105.419998168945,3832100,91.3011627197266,2020-07-31
105.480003356934,105.919998168945,104,104.980003356934,2062800,90.9200897216797,2020-08-03
104.690002441406,105.940002441406,104.080001831055,105.589996337891,2988300,91.4483871459961,2020-08-04
106.120002746582,106.5,104.629997253418,104.900001525879,1550500,90.8508071899414,2020-08-05
104.580001831055,105.819999694824,104.569999694824,104.879997253418,1743200,90.8334808349609,2020-08-06
104.370002746582,105.150001525879,104.099998474121,105.069999694824,2014700,90.9980392456055,2020-08-07
105.309997558594,105.639999389648,103.730003356934,103.730003356934,2653600,89.8374938964844,2020-08-10
104.680000305176,104.709999084473,100.080001831055,100.51000213623,3576100,87.0487442016602,2020-08-11
102.199996948242,103.080001831055,100.970001220703,102.879997253418,2751400,89.1013259887695,2020-08-12
102.5,103.730003356934,102.330001831055,102.639999389648,2104400,88.8934783935547,2020-08-13
102.339996337891,103.849998474121,102.029998779297,102.319999694824,2689800,88.6163482666016,2020-08-14
102.300003051758,104.220001220703,102,104.209999084473,2087200,90.2532196044922,2020-08-17
104.080001831055,104.319999694824,102.98999786377,103.650001525879,1490600,89.7682189941406,2020-08-18
103.75,104.050003051758,101.470001220703,101.73999786377,2827300,88.114013671875,2020-08-19
101.529998779297,103.440002441406,101.25,102.690002441406,1794500,88.9367904663086,2020-08-20
103.540000915527,103.620002746582,101.849998474121,103.040000915527,1411000,89.2399139404297,2020-08-21
102.529998779297,102.680000305176,100.419998168945,102,2015900,88.3391952514648,2020-08-24
102.51000213623,102.599998474121,100.949996948242,101.980003356934,3120900,88.3218841552734,2020-08-25
101.709999084473,101.959999084473,100.300003051758,101.029998779297,2780100,87.4991073608398,2020-08-26
101.669998168945,102.680000305176,101.400001525879,101.900001525879,2035200,88.2525787353516,2020-08-27
102.629997253418,102.629997253418,101.220001220703,102.48999786377,1941800,88.7635650634766,2020-08-28
102.440002441406,102.680000305176,100.879997253418,101.860000610352,2630400,88.2179565429688,2020-08-31
101.73999786377,101.889999389648,100.76000213623,101.5,1735600,87.9061660766602,2020-09-01
101.51000213623,104.660003662109,100.910003662109,104.580001831055,3236600,90.5736541748047,2020-09-02
104.349998474121,104.660003662109,100.610000610352,101.610000610352,2367900,88.0014114379883,2020-09-03
101.519996643066,102.400001525879,98.1900024414062,100.76000213623,2042800,87.265266418457,2020-09-04
100.069999694824,100.26000213623,98.3099975585938,98.8000030517578,2764300,85.5677719116211,2020-09-08
99.9599990844727,101.580001831055,99.7300033569336,100.980003356934,2999700,87.4557952880859,2020-09-09
100.76000213623,101.599998474121,99.8199996948242,100.01000213623,1792100,86.6157150268555,2020-09-10
100.430000305176,100.940002441406,99.1699981689453,100.209999084473,1830200,86.7889022827148,2020-09-11
100.919998168945,102.849998474121,100.75,101.949996948242,1842800,88.2958908081055,2020-09-14
102.199996948242,103.580001831055,102.129997253418,102.730003356934,1524500,88.9714202880859,2020-09-15
102.870002746582,103.26000213623,101.970001220703,102.040000915527,2363600,88.8756408691406,2020-09-16
100.889999389648,102.180000305176,99.9700012207031,101.099998474121,2309000,88.0568923950195,2020-09-17
101.290000915527,102.029998779297,98.6999969482422,99.5199966430664,4555400,86.6807327270508,2020-09-18
98.120002746582,98.4000015258789,95.8899993896484,96.5500030517578,4409500,84.0938949584961,2020-09-21
96.6100006103516,99.9899978637695,96.6100006103516,99.1900024414062,3161900,86.3932952880859,2020-09-22
98.9599990844727,99.370002746582,94.8499984741211,95.3000030517578,2543300,83.0051422119141,2020-09-23
95.3000030517578,97.0800018310547,94.8000030517578,95.3600006103516,2235300,83.0574111938477,2020-09-24
95.0100021362305,97.6900024414062,94.7600021362305,97.6699981689453,1634700,85.0693817138672,2020-09-25
99.129997253418,100.199996948242,98.370002746582,100.029998779297,2298700,87.1249237060547,2020-09-28
99.5800018310547,100.449996948242,99,99.6100006103516,1826400,86.7591323852539,2020-09-29
100.209999084473,101.550003051758,98.7600021362305,100.620002746582,3645700,87.6388168334961,2020-09-30
100.930000305176,102.370002746582,99.5599975585938,102.160003662109,3090400,88.9801559448242,2020-10-01
101,104.73999786377,100.5,104.220001220703,4631200,90.7743835449219,2020-10-02
105,105.720001220703,103.430000305176,105.190002441406,2747000,91.6192398071289,2020-10-05
105.279998779297,105.669998168945,103.550003051758,104.480003356934,2637000,91.0008239746094,2020-10-06
105.089996337891,106.379997253418,103.919998168945,105.76000213623,2056800,92.1156921386719,2020-10-07
105.830001831055,109.110000610352,105.449996948242,106.839996337891,2382500,93.0563659667969,2020-10-08
107.349998474121,107.949996948242,106.279998779297,106.910003662109,1918900,93.1173248291016,2020-10-09
107.800003051758,108.849998474121,106.139999389648,108.290000915527,1302900,94.3192977905273,2020-10-12
107.089996337891,107.879997253418,106.099998474121,106.629997253418,2096800,92.8734359741211,2020-10-13
106.050003051758,106.470001220703,103.870002746582,104.029998779297,1668000,90.6088790893555,2020-10-14
103.23999786377,105.900001525879,103.080001831055,104.980003356934,1280500,91.4363250732422,2020-10-15
104.73999786377,105.48999786377,104.199996948242,104.26000213623,2167900,90.8092041015625,2020-10-16
105.120002746582,105.23999786377,102.900001525879,103.019996643066,1938900,89.7291793823242,2020-10-19
104.930000305176,105.080001831055,102.910003662109,103.529998779297,1780300,90.1733779907227,2020-10-20
102.910003662109,104.540000915527,102.269996643066,102.650001525879,1922200,89.4069213867188,2020-10-21
102.930000305176,103.830001831055,102.620002746582,102.800003051758,1639800,89.5375747680664,2020-10-22
103.720001220703,104.120002746582,102.879997253418,103.23999786377,1403200,89.9207992553711,2020-10-23
101.949996948242,102.129997253418,99.9000015258789,100.470001220703,1927400,87.508171081543,2020-10-26
100.389999389648,101.349998474121,99.120002746582,99.1399993896484,1797900,86.3497543334961,2020-10-27
97.4400024414062,99.1399993896484,96.870002746582,97.5100021362305,2666800,84.930061340332,2020-10-28
97.3000030517578,101.099998474121,96.5699996948242,100.180000305176,2234200,87.2555847167969,2020-10-29
99.4700012207031,100.389999389648,97.9899978637695,99.1999969482422,2273800,86.4020080566406,2020-10-30
100.720001220703,102.279998779297,100.360000610352,101.870002746582,1830200,88.7275543212891,2020-11-02
102.660003662109,105.160003662109,102.269996643066,104.389999389648,1521500,90.9224319458008,2020-11-03
104.800003051758,107.629997253418,104.290000915527,105.809997558594,1958800,92.1592407226562,2020-11-04
106.699996948242,106.879997253418,105.290000915527,105.879997253418,1594000,92.2201995849609,2020-11-05
105.569999694824,106.400001525879,104.5,104.889999389648,1765200,91.3579254150391,2020-11-06
111.559997558594,112.370002746582,99.3000030517578,99.6100006103516,5949600,86.7591323852539,2020-11-09
100,100.559997558594,98.1399993896484,99.9400024414062,5771000,87.0465316772461,2020-11-10
100.819999694824,102.319999694824,99.6500015258789,102.019996643066,3898000,88.8581695556641,2020-11-11
102.620002746582,103.690002441406,101.5,102.620002746582,2968300,89.3808135986328,2020-11-12
103.169998168945,103.980003356934,102.599998474121,103.529998779297,2470300,90.1733779907227,2020-11-13
104.459999084473,104.680000305176,100.849998474121,103.26000213623,2061500,89.9382247924805,2020-11-16
102.629997253418,104.370002746582,101.330001831055,104.199996948242,1982600,90.756950378418,2020-11-17
104.180000305176,104.650001525879,101.370002746582,101.400001525879,2012500,88.3181838989258,2020-11-18
101.019996643066,101.599998474121,99.7099990844727,99.9899978637695,2276200,87.0900955200195,2020-11-19
100.050003051758,100.819999694824,98.620002746582,100.269996643066,2530300,87.3339767456055,2020-11-20
99.9599990844727,100.879997253418,99.4899978637695,99.5599975585938,2537800,86.715576171875,2020-11-23
100.379997253418,100.730003356934,98.5299987792969,98.8099975585938,2746400,86.0623397827148,2020-11-24
99.2399978637695,99.5299987792969,98.5,99.0100021362305,2028700,86.2365341186523,2020-11-25
99.4499969482422,100.839996337891,98.8000030517578,100.599998474121,1273100,87.6213912963867,2020-11-27
100.470001220703,101.01000213623,99.0899963378906,100.050003051758,3730200,87.1423721313477,2020-11-30
100.839996337891,101.910003662109,100.139999389648,100.199996948242,3645700,87.2729873657227,2020-12-01
99.8199996948242,100.150001525879,97.4599990844727,97.5199966430664,2791500,84.9387512207031,2020-12-02
97.2600021362305,97.9599990844727,96.5899963378906,97.0999984741211,4348600,84.5729293823242,2020-12-03
97.6100006103516,98.75,97.25,98.6600036621094,3284300,85.9316864013672,2020-12-04
98.0500030517578,98.7900009155273,97.3099975585938,97.5299987792969,2264300,84.9474716186523,2020-12-07
97.7200012207031,98.2099990844727,96.4800033569336,96.9100036621094,2365500,84.4074478149414,2020-12-08
97.2200012207031,97.2900009155273,95.1600036621094,96.4300003051758,2919200,83.9893646240234,2020-12-09
96.370002746582,97.879997253418,96.0400009155273,97.1800003051758,3828000,84.6426162719727,2020-12-10
96.7600021362305,97.5100021362305,95.6900024414062,97.370002746582,3177200,84.8081130981445,2020-12-11
97.9000015258789,99.2600021362305,96.620002746582,96.870002746582,2769800,84.3726119995117,2020-12-14
97.5500030517578,99.5599975585938,96.8399963378906,99.5500030517578,3010100,86.7068557739258,2020-12-15
99.379997253418,100.629997253418,99.0500030517578,99.8499984741211,2896500,86.9681625366211,2020-12-16
100.129997253418,100.690002441406,99.5199966430664,100.580001831055,3842600,88.1158065795898,2020-12-17
100.470001220703,100.76000213623,97.0699996948242,98.0699996948242,7273900,85.916862487793,2020-12-18
96.3099975585938,97.5999984741211,95.9899978637695,97.25,3483400,85.198486328125,2020-12-21
97.9000015258789,98.0800018310547,97.0100021362305,97.6500015258789,2425000,85.5489120483398,2020-12-22
98,98.9199981689453,96.1600036621094,96.1900024414062,2218400,84.2698440551758,2020-12-23
96.6600036621094,97.5100021362305,96.3399963378906,97.2399978637695,714000,85.189697265625,2020-12-24
97.8899993896484,98.4899978637695,97.2799987792969,98.2200012207031,1327200,86.0482711791992,2020-12-28
99.0400009155273,99.379997253418,97.6800003051758,97.7200012207031,1512500,85.6102294921875,2020-12-29
97.9800033569336,99.3300018310547,97.9000015258789,98.8199996948242,1568000,86.5739212036133,2020-12-30
98.6600036621094,99.8000030517578,98.0599975585938,99.6600036621094,1569300,87.3098220825195,2020-12-31
99.5500030517578,99.8899993896484,95.9899978637695,96.0400009155273,4454200,84.1384353637695,2021-01-04
96.1500015258789,97.2399978637695,95.9100036621094,96.1900024414062,3844400,84.2698440551758,2021-01-05
96.0899963378906,96.3600006103516,93.3899993896484,93.9100036621094,4786400,82.2723922729492,2021-01-06
93.9100036621094,95.3600006103516,93.7099990844727,95.3199996948242,3187800,83.5076446533203,2021-01-07
95.2699966430664,97.5999984741211,95.1500015258789,96.5999984741211,2199700,84.6290283203125,2021-01-08
95.9700012207031,96.4800033569336,94.1399993896484,94.6600036621094,2268300,82.9294357299805,2021-01-11
94.5100021362305,94.9700012207031,93.0800018310547,94.7099990844727,2475000,82.9732360839844,2021-01-12
94.9800033569336,96.4400024414062,94.9800033569336,95.4100036621094,2621000,83.5865020751953,2021-01-13
95.879997253418,96.129997253418,94.4599990844727,95.5,3269700,83.6653594970703,2021-01-14
95.2699966430664,97.7300033569336,95.25,97.6800003051758,2735200,85.5751876831055,2021-01-15
98.4000015258789,98.5899963378906,96.9499969482422,98.0100021362305,2540600,85.8642959594727,2021-01-19
97.7300033569336,101.209999084473,97.1100006103516,100.339996337891,2980100,87.9055557250977,2021-01-20
100.099998474121,100.529998779297,98.9800033569336,100.430000305176,2376200,87.9844055175781,2021-01-21
100.089996337891,101.769996643066,100.01000213623,101.220001220703,3065200,88.6765060424805,2021-01-22
101.389999389648,103.889999389648,101.139999389648,102.699996948242,2965700,89.9731140136719,2021-01-25
103.029998779297,106.949996948242,103,106.050003051758,4360400,92.907958984375,2021-01-26
105.720001220703,106.889999389648,101.809997558594,103.279998779297,2884400,90.4812088012695,2021-01-27
103.019996643066,104.809997558594,101.660003662109,103.400001525879,2371600,90.5863647460938,2021-01-28
102.199996948242,104.690002441406,100.819999694824,103.199996948242,3090900,90.4111404418945,2021-01-29
104.01000213623,106.029998779297,102.25,105.910003662109,2982300,92.7853088378906,2021-02-01
106.610000610352,107.440002441406,105.400001525879,106.879997253418,2148700,93.6350784301758,2021-02-02
106.879997253418,107,104.620002746582,106.040000915527,2440100,92.8991928100586,2021-02-03
106.639999389648,107.370002746582,106.040000915527,106.410003662109,2698000,93.2233352661133,2021-02-04
106.290000915527,107.199996948242,105.849998474121,106.699996948242,1704900,93.4774017333984,2021-02-05
106.75,107.120002746582,105.910003662109,107.080001831055,1754000,93.8103179931641,2021-02-08
106.919998168945,107.430000305176,106.050003051758,107.419998168945,1328500,94.1081848144531,2021-02-09
108.379997253418,109.089996337891,107.290000915527,107.519996643066,1633500,94.1957778930664,2021-02-10
107.620002746582,108.540000915527,106.98999786377,107.76000213623,1372400,94.4060516357422,2021-02-11
107.209999084473,107.769996643066,106.75,107.669998168945,1393000,94.3272094726562,2021-02-12
108.040000915527,108.290000915527,105.099998474121,106.580001831055,3141000,93.3722763061523,2021-02-16
106.769996643066,106.959999084473,104.900001525879,105.830001831055,2005700,92.7152328491211,2021-02-17
105.819999694824,106.01000213623,104.919998168945,105.779998779297,1947100,92.6714324951172,2021-02-18
106.279998779297,106.580001831055,105.180000305176,105.300003051758,1999900,92.2509002685547,2021-02-19
104.5,105.099998474121,103.5,104.720001220703,2386200,91.7427673339844,2021-02-22
