"META.Open","META.High","META.Low","META.Close","META.Volume","META.Adjusted","Date"
159.179992675781,166.75,158.059997558594,165.949996948242,22515200,164.933258056641,2020-03-30
165.479995727539,170.929992675781,164.199996948242,166.800003051758,23676300,165.778045654297,2020-03-31
161.619995117188,164.149993896484,158.039993286133,159.600006103516,19507600,158.622146606445,2020-04-01
159.100006103516,161.350006103516,155.919998168945,158.190002441406,20886300,157.220794677734,2020-04-02
157.149993896484,157.910003662109,150.830001831055,154.179992675781,25983300,153.235336303711,2020-04-03
160.149993896484,166.199996948242,158.509994506836,165.550003051758,28453600,164.535690307617,2020-04-06
171.789993286133,173.389999389648,166.009994506836,168.830001831055,31411900,167.795608520508,2020-04-07
171.25,175,167.740005493164,174.279998779297,21664200,173.212188720703,2020-04-08
175.899993896484,177.080001831055,171.570007324219,175.190002441406,23534300,174.116607666016,2020-04-09
173.669998168945,175,169.449996948242,174.789993286133,19355400,173.719039916992,2020-04-13
178.979995727539,181.229995727539,176.619995117188,178.169998168945,21011800,177.078338623047,2020-04-14
175.190002441406,178.190002441406,172.820007324219,176.970001220703,17423000,175.885711669922,2020-04-15
177.949996948242,178.050003051758,172.509994506836,176.25,23593200,175.170135498047,2020-04-16
179.199996948242,180.279998779297,176.660003662109,179.240005493164,20974800,178.141815185547,2020-04-17
177.410003662109,180.5,176.770004272461,178.240005493164,16110700,177.147933959961,2020-04-20
175.25,175.380004882812,168.339996337891,170.800003051758,24850500,169.753540039062,2020-04-21
178.449996948242,184.779998779297,178.139999389648,182.279998779297,33242000,181.163177490234,2020-04-22
184.080001831055,187.050003051758,183.149993896484,185.130004882812,21426600,183.995712280273,2020-04-23
183.229995727539,190.410003662109,180.830001831055,190.070007324219,28792000,188.90544128418,2020-04-24
192.660003662109,193.75,187.410003662109,187.5,29197800,186.351181030273,2020-04-27
188.660003662109,189.199996948242,182.559997558594,182.910003662109,21731000,181.789306640625,2020-04-28
190.929992675781,196.910003662109,190,194.190002441406,45954500,193.000213623047,2020-04-29
206.919998168945,209.690002441406,201.570007324219,204.710006713867,46230100,203.455780029297,2020-04-30
201.600006103516,207.279998779297,199.050003051758,202.270004272461,30415600,201.030715942383,2020-05-01
200.199996948242,205.910003662109,198.759994506836,205.259994506836,19250700,204.002365112305,2020-05-04
207.020004272461,210.380004882812,206.5,207.070007324219,21071200,205.801300048828,2020-05-05
208.119995117188,211.600006103516,206.660003662109,208.470001220703,21857000,207.192718505859,2020-05-06
211.160003662109,211.600006103516,209.039993286133,211.259994506836,15152000,209.965637207031,2020-05-07
212.240005493164,213.210006713867,210.850006103516,212.350006103516,12506000,211.048950195312,2020-05-08
210.889999389648,215,210.369995117188,213.179992675781,12911900,211.87385559082,2020-05-11
213.289993286133,215.279998779297,210,210.100006103516,14704600,208.812744140625,2020-05-12
209.429992675781,210.779998779297,202.110000610352,205.100006103516,20684600,203.843368530273,2020-05-13
202.559997558594,206.929992675781,200.690002441406,206.809997558594,17178900,205.542861938477,2020-05-14
205.270004272461,211.339996337891,204.119995117188,210.880004882812,19383200,209.587951660156,2020-05-15
212.149993896484,214.639999389648,210.940002441406,213.190002441406,20151900,211.883804321289,2020-05-18
213.270004272461,220.490005493164,212.830001831055,216.880004882812,31843200,215.551208496094,2020-05-19
223.5,231.339996337891,223.190002441406,229.970001220703,50162900,228.561004638672,2020-05-20
234.720001220703,237.199996948242,231.199996948242,231.389999389648,47782600,229.972290039062,2020-05-21
231.509994506836,235.990005493164,228.740005493164,234.910003662109,33925600,233.470718383789,2020-05-22
239.770004272461,240.899993896484,231.669998168945,232.199996948242,33178300,230.777313232422,2020-05-26
229.070007324219,230.559997558594,221.130004882812,229.139999389648,34697600,227.736068725586,2020-05-27
224.300003051758,231.630004882812,224,225.460006713867,29377200,224.07861328125,2020-05-28
225.199996948242,227.490005493164,222.880004882812,225.089996337891,23241500,223.710906982422,2020-05-29
224.589996337891,232.440002441406,223.5,231.910003662109,18223800,230.489105224609,2020-06-01
230.940002441406,233,226.559997558594,232.720001220703,20919000,231.294143676758,2020-06-02
232.110000610352,232.649993896484,228.529998779297,230.160003662109,15380300,228.749847412109,2020-06-03
229.559997558594,231.630004882812,224.610000610352,226.289993286133,17041500,224.903533935547,2020-06-04
226.710006713867,231.350006103516,225.309997558594,230.770004272461,16750400,229.356094360352,2020-06-05
229.029998779297,231.550003051758,227.410003662109,231.399993896484,15466500,229.982223510742,2020-06-08
231.520004272461,239.770004272461,230.410003662109,238.669998168945,27462900,237.207672119141,2020-06-09
240.960006713867,241.210006713867,235.279998779297,236.729995727539,20720700,235.279571533203,2020-06-10
229.940002441406,232.889999389648,223.550003051758,224.429992675781,26708200,223.054946899414,2020-06-11
229.899993896484,231.660003662109,224.5,228.580001831055,22091400,227.179504394531,2020-06-12
225.089996337891,233.770004272461,224.800003051758,232.5,15340300,231.075500488281,2020-06-15
237.139999389648,238.460006713867,233,235.649993896484,15236700,234.206176757812,2020-06-16
235,237.589996337891,231.729995727539,235.529998779297,19578100,234.086929321289,2020-06-17
234.990005493164,236.139999389648,232.149993896484,235.940002441406,15782500,234.494415283203,2020-06-18
237.789993286133,240.830001831055,235.550003051758,238.789993286133,30081300,237.326950073242,2020-06-19
238.559997558594,240.699996948242,236.910003662109,239.220001220703,18917800,237.754302978516,2020-06-22
241.279998779297,245.190002441406,239.860000610352,242.240005493164,24017900,240.755813598633,2020-06-23
241.199996948242,243.220001220703,232.679992675781,234.020004272461,20834900,232.586166381836,2020-06-24
234.619995117188,237.300003051758,232.740005493164,235.679992675781,18704300,234.235977172852,2020-06-25
232.639999389648,233.089996337891,215.399993896484,216.080001831055,76343900,214.756088256836,2020-06-26
209.75,220.75,207.110000610352,220.639999389648,58514300,219.288146972656,2020-06-29
220.589996337891,227.5,218.470001220703,227.070007324219,33927100,225.678771972656,2020-06-30
228.5,239,227.559997558594,237.550003051758,43399700,236.094543457031,2020-07-01
239,240,232.610000610352,233.419998168945,30633600,231.989837646484,2020-07-02
233.759994506836,240.399993896484,232.270004272461,240.279998779297,26206200,238.807830810547,2020-07-06
239.410003662109,247.649993896484,238.820007324219,240.860000610352,27887800,239.384262084961,2020-07-07
238.110000610352,246.990005493164,236.589996337891,243.580001831055,29791300,242.087600708008,2020-07-08
245,246.529998779297,239.240005493164,244.5,22174900,243.001953125,2020-07-09
243.690002441406,245.490005493164,239.320007324219,245.070007324219,22982700,243.568481445312,2020-07-10
247.009994506836,250.149993896484,238.419998168945,239,24674900,237.53564453125,2020-07-13
236.759994506836,240.330001831055,232.029998779297,239.729995727539,23378100,238.261184692383,2020-07-14
241.550003051758,244.820007324219,238.050003051758,240.279998779297,19133600,238.807830810547,2020-07-15
238,241.759994506836,236.330001831055,240.929992675781,18880700,239.453842163086,2020-07-16
241,244.160003662109,237.860000610352,242.029998779297,18152400,240.547103881836,2020-07-17
240.059997558594,246.050003051758,235.639999389648,245.419998168945,20872200,243.91633605957,2020-07-20
246.220001220703,246.910003662109,240.080001831055,241.75,19364200,240.268798828125,2020-07-21
240.259994506836,241.899993896484,238.119995117188,239.869995117188,15427900,238.400329589844,2020-07-22
239.630004882812,242.419998168945,231.75,232.600006103516,21771800,231.174896240234,2020-07-23
230.190002441406,233.490005493164,226.899993896484,230.710006713867,18325800,229.296493530273,2020-07-24
231.460006713867,234.949996948242,230.830001831055,233.5,13163100,232.0693359375,2020-07-27
234.630004882812,234.960006713867,229.830001831055,230.119995117188,14170100,228.710067749023,2020-07-28
231.139999389648,233.699996948242,230.309997558594,233.289993286133,13588300,231.860641479492,2020-07-29
230.220001220703,234.889999389648,229,234.5,20615300,233.063232421875,2020-07-30
255.820007324219,255.850006103516,249,253.669998168945,53005100,252.115768432617,2020-07-31
252.649993896484,255.399993896484,250.330001831055,251.960006713867,23124900,250.416244506836,2020-08-03
251.559997558594,252.800003051758,247.429992675781,249.830001831055,17183500,248.29931640625,2020-08-04
250.190002441406,252.270004272461,247.770004272461,249.119995117188,13050100,247.593643188477,2020-08-05
249.039993286133,266.600006103516,248.669998168945,265.279998779297,45241600,263.654663085938,2020-08-06
264.079986572266,278.890014648438,263.429992675781,268.440002441406,72766400,266.795257568359,2020-08-07
268.040008544922,273.859985351562,259.690002441406,263,30248800,261.388610839844,2020-08-10
260.190002441406,265.920013427734,255.130004882812,256.130004882812,28238300,254.56071472168,2020-08-11
258.970001220703,263.899993896484,258.109985351562,259.890014648438,21415700,258.297698974609,2020-08-12
261.549987792969,265.160003662109,259.570007324219,261.299987792969,17374000,259.698974609375,2020-08-13
262.309997558594,262.649993896484,258.679992675781,261.239990234375,14792700,259.639404296875,2020-08-14
262.5,264.100006103516,259.399993896484,261.160003662109,13351100,259.559906005859,2020-08-17
260.950012207031,265.149993896484,259.260009765625,262.339996337891,18690400,260.732696533203,2020-08-18
261.390014648438,267.910003662109,261.350006103516,262.589996337891,23291500,260.981109619141,2020-08-19
261.5,269.630004882812,261.459991455078,269.010009765625,20299700,267.36181640625,2020-08-20
268.690002441406,270.489990234375,266.420013427734,267.010009765625,15538600,265.374053955078,2020-08-21
271.070007324219,277.25,268.769989013672,271.390014648438,23685600,269.727203369141,2020-08-24
272.410003662109,283.089996337891,270.260009765625,280.820007324219,42127200,279.099456787109,2020-08-25
284,304.670013427734,284,303.910003662109,69015200,302.047973632812,2020-08-26
300.160003662109,301.230010986328,292.019989013672,293.220001220703,30301300,291.423461914062,2020-08-27
295,297.230010986328,290.980010986328,293.660003662109,17157400,291.860778808594,2020-08-28
293.950012207031,296.880004882812,291.549987792969,293.200012207031,17345100,291.403594970703,2020-08-31
294.709991455078,301.489990234375,292.709991455078,295.440002441406,17295900,293.629852294922,2020-09-01
298.880004882812,303.600006103516,293.049987792969,302.5,24341400,300.646606445312,2020-09-02
295.989990234375,297.600006103516,283.630004882812,291.119995117188,32294100,289.336303710938,2020-09-03
287.25,289,271.140014648438,282.730010986328,30333700,280.997741699219,2020-09-04
271.279998779297,279.299987792969,269.420013427734,271.160003662109,24864000,269.498657226562,2020-09-08
275.769989013672,278.480010986328,271.350006103516,273.720001220703,22918800,272.042938232422,2020-09-09
275.510009765625,279.160003662109,267.029998779297,268.089996337891,24814700,266.447418212891,2020-09-10
270.059997558594,271.390014648438,262.640014648438,266.609985351562,18913900,264.976501464844,2020-09-11
270.950012207031,276.640014648438,265.700012207031,266.149993896484,24093800,264.519317626953,2020-09-14
270.670013427734,274.519989013672,269.299987792969,272.420013427734,18478500,270.750915527344,2020-09-15
267.290008544922,272.440002441406,261.790008544922,263.519989013672,29183400,261.905426025391,2020-09-16
258.279998779297,261.5,250.190002441406,254.820007324219,31281400,253.258743286133,2020-09-17
258.399993896484,259.200012207031,250.050003051758,252.529998779297,28130800,250.98274230957,2020-09-18
247.539993286133,249.949996948242,244.130004882812,248.149993896484,24709400,246.629592895508,2020-09-21
253.309997558594,255.320007324219,248.220001220703,254.75,30293100,253.189163208008,2020-09-22
255.259994506836,257.989990234375,248.149993896484,249.020004272461,19641300,247.494262695312,2020-09-23
246.5,252.240005493164,245.619995117188,249.529998779297,20006800,248.001129150391,2020-09-24
249.399993896484,255.75,246.610000610352,254.820007324219,18351300,253.258743286133,2020-09-25
259.399993896484,259.600006103516,254.820007324219,256.820007324219,18826300,255.246505737305,2020-09-28
257.809997558594,263.329986572266,256.899993896484,261.790008544922,20200200,260.186065673828,2020-09-29
261.980010986328,266.079986572266,260.100006103516,261.899993896484,20142500,260.295379638672,2020-09-30
265.350006103516,268.329986572266,264.799987792969,266.630004882812,20009800,264.996337890625,2020-10-01
261.209991455078,265.149993896484,259.179992675781,259.940002441406,16367600,258.347320556641,2020-10-02
262.200012207031,264.869995117188,260.839996337891,264.649993896484,12822300,263.028533935547,2020-10-05
261.779998779297,265.690002441406,258.239990234375,258.660003662109,18696900,257.075164794922,2020-10-06
259.209991455078,260.179992675781,254.820007324219,258.119995117188,23133400,256.538513183594,2020-10-07
259.75,264.619995117188,259.149993896484,263.760009765625,16312800,262.143981933594,2020-10-08
264.519989013672,264.75,262.170013427734,264.450012207031,14107800,262.829742431641,2020-10-09
270.200012207031,280.179992675781,267.869995117188,275.75,31019300,274.060485839844,2020-10-12
277.579986572266,279.100006103516,273.390014648438,276.140014648438,18063300,274.448120117188,2020-10-13
277.619995117188,278.75,271.5,271.820007324219,15577800,270.154602050781,2020-10-14
267.600006103516,269.040008544922,263.670013427734,266.720001220703,15416100,265.085815429688,2020-10-15
267.380004882812,271.369995117188,265.299987792969,265.929992675781,16622700,264.300689697266,2020-10-16
265.529998779297,268.549987792969,259.880004882812,261.399993896484,13587000,259.798400878906,2020-10-19
263.059997558594,269.700012207031,262.880004882812,267.559997558594,18763200,265.920654296875,2020-10-20
279.559997558594,283.049987792969,276.369995117188,278.730010986328,28998600,277.022247314453,2020-10-21
279.869995117188,282.450012207031,275.040008544922,278.119995117188,16720000,276.415954589844,2020-10-22
278.799987792969,285.239990234375,276.820007324219,284.790008544922,17535200,283.045104980469,2020-10-23
283.160003662109,285.230010986328,274.260009765625,277.109985351562,21322900,275.412170410156,2020-10-26
278.760009765625,284.510009765625,276.309997558594,283.290008544922,16287200,281.554290771484,2020-10-27
278.790008544922,278.790008544922,267.260009765625,267.670013427734,23121800,266.029998779297,2020-10-28
276.549987792969,283.600006103516,273.779998779297,280.829986572266,32368100,279.109375,2020-10-29
274.5,276.700012207031,259.100006103516,263.109985351562,47247800,261.497955322266,2020-10-30
264.600006103516,270.470001220703,257.339996337891,261.359985351562,27165700,259.758666992188,2020-11-02
263.160003662109,270.049987792969,260.880004882812,265.299987792969,17961900,263.674499511719,2020-11-03
281,288.940002441406,278.619995117188,287.380004882812,35364400,285.619232177734,2020-11-04
291.899993896484,297.380004882812,288.950012207031,294.679992675781,23823600,292.87451171875,2020-11-05
293.950012207031,294.600006103516,288.059997558594,293.410003662109,13891000,291.612335205078,2020-11-06
289.869995117188,292.579986572266,278.529998779297,278.769989013672,25117700,277.061981201172,2020-11-09
273.100006103516,274,264,272.429992675781,29067700,270.760833740234,2020-11-10
273.470001220703,278.399993896484,272.480010986328,276.480010986328,14957000,274.786010742188,2020-11-11
277.179992675781,279.75,274.429992675781,275.079986572266,12899500,273.394561767578,2020-11-12
277.720001220703,277.760009765625,273.100006103516,276.950012207031,10391200,275.253143310547,2020-11-13
275.049987792969,279.410003662109,274.630004882812,278.959991455078,12970400,277.250823974609,2020-11-16
277.679992675781,277.679992675781,273.290008544922,275,15040300,273.315063476562,2020-11-17
274.519989013672,277.390014648438,271.839996337891,271.970001220703,12152900,270.303649902344,2020-11-18
271.019989013672,273.470001220703,269.190002441406,272.940002441406,12963700,271.267730712891,2020-11-19
272.559997558594,273,269.410003662109,269.700012207031,18114700,268.047576904297,2020-11-20
270.890014648438,270.950012207031,264.529998779297,268.429992675781,20990800,266.785369873047,2020-11-23
268.489990234375,277.820007324219,267.869995117188,276.920013427734,16930400,275.223358154297,2020-11-24
278.140014648438,280.179992675781,272.649993896484,275.589996337891,12467000,273.901458740234,2020-11-25
277.390014648438,279.130004882812,274.820007324219,277.809997558594,7808400,276.107849121094,2020-11-27
276.029998779297,277.700012207031,271.010009765625,276.970001220703,16693300,275.273040771484,2020-11-30
279.160003662109,289.299987792969,278.959991455078,286.549987792969,20738900,284.794281005859,2020-12-01
285.359985351562,291.779998779297,280.829986572266,287.519989013672,17361600,285.758392333984,2020-12-02
286.25,286.649993896484,281.070007324219,281.850006103516,12921700,280.123138427734,2020-12-03
280.299987792969,283.459991455078,279.299987792969,279.700012207031,10880300,277.986297607422,2020-12-04
279.190002441406,288.489990234375,278.200012207031,285.579986572266,13007700,283.830261230469,2020-12-07
286.010009765625,286.429992675781,281.549987792969,283.399993896484,10747700,281.663604736328,2020-12-08
283.660003662109,287.630004882812,271.75,277.920013427734,25189700,276.217193603516,2020-12-09
275.540008544922,278.730010986328,271.859985351562,277.119995117188,20065100,275.422088623047,2020-12-10
274.529998779297,276.480010986328,270.25,273.549987792969,14391400,271.8740234375,2020-12-11
273.369995117188,277.220001220703,271.559997558594,274.190002441406,16376900,272.510070800781,2020-12-14
274.829986572266,276.079986572266,267.470001220703,275.549987792969,23979500,273.861694335938,2020-12-15
274.760009765625,277.859985351562,272.510009765625,275.670013427734,15885000,273.981018066406,2020-12-16
277.070007324219,280.440002441406,273.609985351562,274.480010986328,16377800,272.798278808594,2020-12-17
275.769989013672,278,271.140014648438,276.399993896484,26693200,274.706481933594,2020-12-18
272.980010986328,274.670013427734,267.790008544922,272.790008544922,16553700,271.118682861328,2020-12-21
271.5,271.5,264.630004882812,267.089996337891,17312900,265.453552246094,2020-12-22
266.890014648438,272.170013427734,266.230010986328,268.109985351562,14329000,266.46728515625,2020-12-23
268.880004882812,270.399993896484,266.200012207031,267.399993896484,6702000,265.761657714844,2020-12-24
268.739990234375,277.299987792969,265.660003662109,277,23299700,275.302856445312,2020-12-28
276.950012207031,280.510009765625,276.279998779297,276.779998779297,16383000,275.084197998047,2020-12-29
277.950012207031,278.079986572266,271.709991455078,271.869995117188,11803800,270.204254150391,2020-12-30
272,277.089996337891,269.809997558594,273.160003662109,12900400,271.486358642578,2020-12-31
274.779998779297,275,265.200012207031,268.940002441406,15106100,267.292175292969,2021-01-04
268.290008544922,272.399993896484,268.209991455078,270.970001220703,9871600,269.309783935547,2021-01-05
262,267.75,260.010009765625,263.309997558594,24354100,261.696716308594,2021-01-06
265.899993896484,271.609985351562,264.779998779297,268.739990234375,15789800,267.093414306641,2021-01-07
268.309997558594,268.950012207031,263.179992675781,267.570007324219,18528300,265.9306640625,2021-01-08
260.480010986328,263.470001220703,255.899993896484,256.839996337891,30412300,255.266357421875,2021-01-11
256.630004882812,259.720001220703,250.300003051758,251.089996337891,26383500,249.551605224609,2021-01-12
251.550003051758,253.949996948242,249.199996948242,251.639999389648,19528900,250.098205566406,2021-01-13
253.399993896484,255.029998779297,244.610000610352,245.639999389648,29739400,244.134979248047,2021-01-14
247.899993896484,253.860000610352,247.160003662109,251.360000610352,24942900,249.819931030273,2021-01-15
256.899993896484,262.200012207031,252.720001220703,261.100006103516,28028500,259.500305175781,2021-01-19
268.929992675781,270.320007324219,263.600006103516,267.480010986328,25199900,265.841217041016,2021-01-20
269.260009765625,273.600006103516,267.489990234375,272.869995117188,20838700,271.198120117188,2021-01-21
272.010009765625,278.470001220703,272,274.5,21954000,272.818176269531,2021-01-22
278.140014648438,280.100006103516,271.510009765625,278.010009765625,19087000,276.306671142578,2021-01-25
278.140014648438,285.390014648438,277.809997558594,282.049987792969,19373600,280.321838378906,2021-01-26
282.529998779297,283.450012207031,268.119995117188,272.140014648438,35346200,270.472625732422,2021-01-27
277.179992675781,286.790008544922,264.700012207031,265,37758800,263.376373291016,2021-01-28
265.299987792969,266.559997558594,254.850006103516,258.329986572266,30389500,256.747253417969,2021-01-29
259.519989013672,264.170013427734,254.910003662109,262.010009765625,22914300,260.404663085938,2021-02-01
264,268.850006103516,263.269989013672,267.079986572266,17320800,265.443603515625,2021-02-02
265.619995117188,269.200012207031,263.839996337891,266.649993896484,14223400,265.016265869141,2021-02-03
267.010009765625,268.160003662109,264,266.489990234375,16060000,264.857208251953,2021-02-04
266.799987792969,269.170013427734,265.670013427734,268.100006103516,12454400,266.457366943359,2021-02-05
268.75,269.859985351562,265,266.579986572266,13755200,264.946685791016,2021-02-08
266.440002441406,273.390014648438,265.75,269.450012207031,14613400,267.799133300781,2021-02-09
272.450012207031,273.799987792969,267.720001220703,271.869995117188,14687200,270.204254150391,2021-02-10
271.890014648438,273.579986572266,268.489990234375,270.390014648438,12828600,268.733367919922,2021-02-11
270.519989013672,271.179992675781,268.339996337891,270.5,9097600,268.842651367188,2021-02-12
270.799987792969,276.600006103516,270.049987792969,273.970001220703,15417200,272.291412353516,2021-02-16
271.239990234375,273.970001220703,269.579986572266,273.570007324219,12763200,271.893859863281,2021-02-17
269.570007324219,271.950012207031,266.029998779297,269.390014648438,15249100,267.739501953125,2021-02-18
269.859985351562,270.269989013672,260.149993896484,261.559997558594,25622600,259.957458496094,2021-02-19
257.950012207031,263.070007324219,257.529998779297,260.329986572266,17434900,258.734954833984,2021-02-22
259.5,267.459991455078,254.960006713867,265.859985351562,21924600,264.231079101562,2021-02-23
262.329986572266,266.380004882812,258.390014648438,264.309997558594,15736100,262.690582275391,2021-02-24
262.299987792969,266.940002441406,254.039993286133,254.690002441406,19053100,253.129531860352,2021-02-25
256.470001220703,265.549987792969,256.470001220703,257.619995117188,26619500,256.041534423828,2021-02-26
260.820007324219,266.649993896484,257.899993896484,264.910003662109,22157300,263.286895751953,2021-03-01
265.779998779297,266.709991455078,258.649993896484,259,15191700,257.413146972656,2021-03-02
260.290008544922,260.989990234375,255.100006103516,255.410003662109,15513500,253.845123291016,2021-03-03
256.470001220703,266.489990234375,253.5,257.640014648438,31626500,256.061492919922,2021-03-04
260.670013427734,265.450012207031,255.610000610352,264.279998779297,26820100,262.660797119141,2021-03-05
265.549987792969,265.579986572266,255.050003051758,255.309997558594,18391800,253.745742797852,2021-03-08
261.179992675781,268.529998779297,259.809997558594,265.739990234375,22039700,264.11181640625,2021-03-09
268.640014648438,268.970001220703,262.869995117188,264.899993896484,14210300,263.276977539062,2021-03-10
268.109985351562,277.899993896484,267.820007324219,273.880004882812,21834000,272.201965332031,2021-03-11
269.140014648438,269.739990234375,264.019989013672,268.399993896484,20600200,266.755523681641,2021-03-12
269.079986572266,275.959991455078,268.5,273.75,16844800,272.072784423828,2021-03-15
276.079986572266,282.140014648438,274.799987792969,279.279998779297,22437700,277.568908691406,2021-03-16
275.709991455078,286.230010986328,275.410003662109,284.010009765625,21315000,282.269866943359,2021-03-17
279.869995117188,285.190002441406,278.279998779297,278.619995117188,18728300,276.912933349609,2021-03-18
281.220001220703,292.799987792969,281.200012207031,290.109985351562,38930500,288.33251953125,2021-03-19
290.450012207031,299.709991455078,286.75,293.540008544922,28273100,291.741516113281,2021-03-22
293.149993896484,298,289.809997558594,290.630004882812,23000900,288.849334716797,2021-03-23
291,291.720001220703,281.160003662109,282.140014648438,18675000,280.411376953125,2021-03-24
280.980010986328,288.059997558594,277.75,278.739990234375,24505600,277.032165527344,2021-03-25
278.299987792969,284.5,277.769989013672,283.019989013672,17629200,281.285949707031,2021-03-26
285.769989013672,293.179992675781,284.700012207031,290.820007324219,21718800,289.038146972656,2021-03-29
