"DFND.MI.Open","DFND.MI.High","DFND.MI.Low","DFND.MI.Close","DFND.MI.Volume","DFND.MI.Adjusted","Date"
5.27299976348877,5.27299976348877,5.27299976348877,5.27299976348877,0,5.27299976348877,2024-07-26
5.30000019073486,5.30000019073486,5.28299999237061,5.28399991989136,7760,5.28399991989136,2024-07-29
5.2960000038147,5.2960000038147,5.28499984741211,5.34999990463257,2889,5.34999990463257,2024-07-30
5.43200016021729,5.43200016021729,5.43200016021729,5.41400003433228,1880,5.41400003433228,2024-07-31
5.43499994277954,5.43499994277954,5.43499994277954,5.33900022506714,560,5.33900022506714,2024-08-01
5.25899982452393,5.25899982452393,5.19000005722046,5.16599988937378,2168,5.16599988937378,2024-08-02
5.08099985122681,5.08099985122681,5.08099985122681,5.08099985122681,0,5.08099985122681,2024-08-05
5.18499994277954,5.18499994277954,5.18499994277954,5.16200017929077,400,5.16200017929077,2024-08-06
5.21099996566772,5.21099996566772,5.18499994277954,5.24100017547607,201,5.24100017547607,2024-08-07
5.24200010299683,5.24200010299683,5.24200010299683,5.24200010299683,0,5.24200010299683,2024-08-08
5.27799987792969,5.27799987792969,5.27799987792969,5.26000022888184,2000,5.26000022888184,2024-08-09
5.38000011444092,5.38000011444092,5.26200008392334,5.2649998664856,1040,5.2649998664856,2024-08-12
5.28200006484985,5.28200006484985,5.28200006484985,5.28200006484985,0,5.28200006484985,2024-08-13
5.3270001411438,5.3270001411438,5.30999994277954,5.31599998474121,556,5.31599998474121,2024-08-14
5.40799999237061,5.40799999237061,5.40799999237061,5.39099979400635,100,5.39099979400635,2024-08-16
5.38899993896484,5.39400005340576,5.38899993896484,5.38399982452393,35,5.38399982452393,2024-08-19
5.38299989700317,5.38299989700317,5.33400011062622,5.32100009918213,4280,5.32100009918213,2024-08-20
5.32100009918213,5.32100009918213,5.32100009918213,5.32800006866455,95,5.32800006866455,2024-08-21
5.34899997711182,5.34899997711182,5.3439998626709,5.34499979019165,376,5.34499979019165,2024-08-22
5.35799980163574,5.35799980163574,5.35799980163574,5.35799980163574,0,5.35799980163574,2024-08-23
5.3289999961853,5.35599994659424,5.3289999961853,5.33799982070923,1965,5.33799982070923,2024-08-26
5.35400009155273,5.35400009155273,5.33199977874756,5.34200000762939,1928,5.34200000762939,2024-08-27
5.36999988555908,5.43499994277954,5.36999988555908,5.40700006484985,8381,5.40700006484985,2024-08-28
5.44500017166138,5.44500017166138,5.44500017166138,5.46799993515015,1450,5.46799993515015,2024-08-29
5.47499990463257,5.47499990463257,5.46799993515015,5.4539999961853,538,5.4539999961853,2024-08-30
5.46999979019165,5.46999979019165,5.44799995422363,5.43300008773804,965,5.43300008773804,2024-09-02
5.43800020217896,5.43800020217896,5.43800020217896,5.35200023651123,7,5.35200023651123,2024-09-03
5.29099988937378,5.33199977874756,5.29099988937378,5.35200023651123,1434,5.35200023651123,2024-09-04
5.33900022506714,5.33900022506714,5.32999992370605,5.29400014877319,382,5.29400014877319,2024-09-05
5.21999979019165,5.21999979019165,5.21999979019165,5.21999979019165,0,5.21999979019165,2024-09-06
5.27400016784668,5.28000020980835,5.27400016784668,5.31099987030029,1038,5.31099987030029,2024-09-09
5.31799983978271,5.31799983978271,5.31799983978271,5.31799983978271,0,5.31799983978271,2024-09-10
5.26200008392334,5.26200008392334,5.26200008392334,5.26200008392334,0,5.26200008392334,2024-09-11
5.35500001907349,5.35500001907349,5.35500001907349,5.35300016403198,4735,5.35300016403198,2024-09-12
5.36600017547607,5.37799978256226,5.36600017547607,5.37799978256226,9461,5.37799978256226,2024-09-13
5.34899997711182,5.3769998550415,5.34899997711182,5.3289999961853,5410,5.3289999961853,2024-09-16
5.34600019454956,5.34600019454956,5.33900022506714,5.31300020217896,20391,5.31300020217896,2024-09-17
