"LDO.MI.Open","LDO.MI.High","LDO.MI.Low","LDO.MI.Close","LDO.MI.Volume","LDO.MI.Adjusted","Date"
9.42399978637695,9.47799968719482,8.77799987792969,8.95199966430664,4221199,8.32392406463623,2020-03-02
9.1899995803833,9.35400009155273,8.97599983215332,9.08199977874756,4849131,8.44480323791504,2020-03-03
9.0939998626709,9.16800022125244,8.73999977111816,8.79800033569336,4164728,8.18072891235352,2020-03-04
8.82999992370605,8.95800018310547,8.67000007629395,8.88799953460693,4847322,8.26441287994385,2020-03-05
8.64200019836426,8.71599960327148,8.42199993133545,8.5,4836531,7.90363597869873,2020-03-06
7.46999979019165,7.80000019073486,7.05000019073486,7.51999998092651,6428042,6.99239349365234,2020-03-09
7.7519998550415,8.2480001449585,7.42000007629395,7.56799983978271,4924813,7.03702545166016,2020-03-10
7.67799997329712,7.84800004959106,7.36399984359741,7.38600015640259,3240208,6.86779546737671,2020-03-11
7.01800012588501,7.19799995422363,5.75,5.75,7207434,5.34657716751099,2020-03-12
6.84999990463257,6.92199993133545,5.92000007629395,6.08199977874756,9059201,5.65528392791748,2020-03-13
5.97800016403198,5.97800016403198,5.15000009536743,5.3439998626709,8876734,4.96906280517578,2020-03-16
5.59800004959106,5.73600006103516,5.07999992370605,5.21799993515015,7164107,4.85190343856812,2020-03-17
5.07999992370605,5.18200016021729,4.67399978637695,4.7189998626709,6327854,4.38791275024414,2020-03-18
4.84000015258789,4.94999980926514,4.53000020980835,4.76599979400635,6253747,4.43161487579346,2020-03-19
4.82999992370605,5.2480001449585,4.625,4.7020001411438,10485567,4.37210559844971,2020-03-20
4.49100017547607,4.65999984741211,4.38000011444092,4.59000015258789,7171056,4.26796388626099,2020-03-23
4.88100004196167,5.25,4.80000019073486,5.25,7153528,4.88165807723999,2020-03-24
5.48400020599365,5.96999979019165,5.26399993896484,5.84200000762939,9729174,5.43212223052979,2020-03-25
5.83799982070923,6.24599981307983,5.61600017547607,6.19600009918213,6684329,5.76128578186035,2020-03-26
6.09000015258789,6.19799995422363,5.85400009155273,6.03999996185303,5288644,5.61623048782349,2020-03-27
6.03999996185303,6.11999988555908,5.65399980545044,5.96400022506714,3493133,5.54556322097778,2020-03-30
6.1399998664856,6.32800006866455,5.84999990463257,6.07200002670288,6950483,5.64598560333252,2020-03-31
5.86999988555908,5.99200010299683,5.85799980163574,5.85799980163574,2932110,5.44700002670288,2020-04-01
5.92999982833862,6.13800001144409,5.88600015640259,6.07999992370605,4091218,5.65342473983765,2020-04-02
6.12599992752075,6.55800008773804,5.98600006103516,6.31400012969971,6906098,5.87100744247437,2020-04-03
6.5,6.98000001907349,6.47399997711182,6.78599977493286,4833812,6.30989122390747,2020-04-06
7.07800006866455,7.44799995422363,6.78999996185303,6.96000003814697,5548890,6.47168350219727,2020-04-07
7.0019998550415,7.33400011062622,6.90199995040894,7.03599977493286,5531159,6.54235076904297,2020-04-08
7.28000020980835,7.32200002670288,7.06400012969971,7.15000009536743,4941288,6.648353099823,2020-04-09
7.27199983596802,7.34999990463257,7.08400011062622,7.08400011062622,3946138,6.5869836807251,2020-04-14
7.03000020980835,7.07999992370605,6.60200023651123,6.67999982833862,4868538,6.21132850646973,2020-04-15
6.76999998092651,6.94000005722046,6.46000003814697,6.62200021743774,3843956,6.15739774703979,2020-04-16
6.8899998664856,6.90999984741211,6.63000011444092,6.66200017929077,3646868,6.1945915222168,2020-04-17
6.76000022888184,6.80000019073486,6.36600017547607,6.57600021362305,2931679,6.11462545394897,2020-04-20
6.4520001411438,6.45800018310547,6.19999980926514,6.19999980926514,3810499,5.76500511169434,2020-04-21
6.23999977111816,6.25,5.86199998855591,5.96000003814697,7587985,5.54184341430664,2020-04-22
6.02799987792969,6.28000020980835,5.94199991226196,6.23999977111816,4215181,5.80219888687134,2020-04-23
6.1100001335144,6.24399995803833,6,6.12799978256226,2628816,5.6980562210083,2020-04-24
6.25,6.28200006484985,5.98000001907349,6.14599990844727,3784567,5.71479415893555,2020-04-27
6.17000007629395,6.26999998092651,6.08199977874756,6.11399984359741,3942956,5.68503952026367,2020-04-28
6.1399998664856,6.5,6.13000011444092,6.44600009918213,6004155,5.99374580383301,2020-04-29
6.57000017166138,6.63000011444092,6.24200010299683,6.29400014877319,4931099,5.85241079330444,2020-04-30
6.12200021743774,6.19999980926514,6,6,3479337,5.5790376663208,2020-05-04
6.09999990463257,6.15999984741211,5.84999990463257,5.88600015640259,4958505,5.47303581237793,2020-05-05
5.92600011825562,6.08400011062622,5.86800003051758,6,4063998,5.5790376663208,2020-05-06
5.96999979019165,6.07999992370605,5.94199991226196,5.98999977111816,2523146,5.56973886489868,2020-05-07
5.92000007629395,6.23799991607666,5.86399984359741,6.09999990463257,4891796,5.67202186584473,2020-05-08
6.19999980926514,6.28000020980835,5.90199995040894,5.90999984741211,4948172,5.49535131454468,2020-05-11
5.91599988937378,5.97200012207031,5.81199979782104,5.90000009536743,3365571,5.48605346679688,2020-05-12
5.8600001335144,5.88000011444092,5.66599988937378,5.69999980926514,4445122,5.30008506774902,2020-05-13
5.65000009536743,5.68400001525879,5.30399990081787,5.46999979019165,7229063,5.08622264862061,2020-05-14
5.51599979400635,5.59000015258789,5.33799982070923,5.34999990463257,4263607,4.97464179992676,2020-05-15
5.44999980926514,5.58799982070923,5.42399978637695,5.58799982070923,3832225,5.19594287872314,2020-05-18
5.67399978637695,5.67799997329712,5.27400016784668,5.39200019836426,6203351,5.01369571685791,2020-05-19
5.36999988555908,5.47399997711182,5.10400009155273,5.44000005722046,6899283,5.05832719802856,2020-05-20
5.40000009536743,5.42600011825562,5.23999977111816,5.24599981307983,3903101,4.87793827056885,2020-05-21
5.17999982833862,5.28399991989136,5.09200000762939,5.18200016021729,3896866,4.81842851638794,2020-05-22
5.26200008392334,5.51399993896484,5.19399976730347,5.48999977111816,3922889,5.10481882095337,2020-05-25
5.59999990463257,5.89799976348877,5.58799982070923,5.85799980163574,6358485,5.44700002670288,2020-05-26
5.91400003433228,5.9520001411438,5.6560001373291,5.71199989318848,6731004,5.31124353408813,2020-05-27
5.7960000038147,5.98000001907349,5.73000001907349,5.82999992370605,5170625,5.42096471786499,2020-05-28
5.76999998092651,5.81400012969971,5.58199977874756,5.59999990463257,6188548,5.20710134506226,2020-05-29
5.75799989700317,5.9520001411438,5.69600009918213,5.91200017929077,4888153,5.49721193313599,2020-06-01
5.98000001907349,6.19799995422363,5.92799997329712,6.17000007629395,6451492,5.73711013793945,2020-06-02
6.28000020980835,6.69399976730347,6.26000022888184,6.69399976730347,10974039,6.22434568405151,2020-06-03
6.69000005722046,6.76999998092651,6.49200010299683,6.67999982833862,8007869,6.21132850646973,2020-06-04
6.80000019073486,7.14400005340576,6.79199981689453,7.07999992370605,9201653,6.58326387405396,2020-06-05
7.07200002670288,7.2979998588562,7.01999998092651,7.14200019836426,6070840,6.64091444015503,2020-06-08
7.15199995040894,7.23999977111816,6.80999994277954,6.84600019454956,8478872,6.36568164825439,2020-06-09
6.95599985122681,7.05399990081787,6.65799999237061,6.66800022125244,5511804,6.20017051696777,2020-06-10
6.48999977111816,6.60799980163574,6.22800016403198,6.22800016403198,8175889,5.79104089736938,2020-06-11
6.11999988555908,6.46999979019165,6.05999994277954,6.19600009918213,5087542,5.76128578186035,2020-06-12
6.00799989700317,6.27600002288818,5.90000009536743,6.21400022506714,4946362,5.77802324295044,2020-06-15
6.44000005722046,6.68599987030029,6.35200023651123,6.54400014877319,7213944,6.08486986160278,2020-06-16
6.59999990463257,6.76000022888184,6.48000001907349,6.58199977874756,4587051,6.12020349502563,2020-06-17
6.57200002670288,6.65999984741211,6.42000007629395,6.53800010681152,4288639,6.07929182052612,2020-06-18
6.58199977874756,6.60799980163574,6.42999982833862,6.42999982833862,5256961,5.97886800765991,2020-06-19
6.26999998092651,6.40999984741211,6.19399976730347,6.23400020599365,4774952,5.92563819885254,2020-06-22
6.2979998588562,6.41599988937378,6.2480001449585,6.32000017166138,3821057,6.00738477706909,2020-06-23
6.27400016784668,6.33599996566772,6.01999998092651,6.03000020980835,7358674,5.73172903060913,2020-06-24
6.02600002288818,6.07000017166138,5.8600001335144,5.95800018310547,5720673,5.66329097747803,2020-06-25
6.01000022888184,6.05600023269653,5.84999990463257,5.84999990463257,4364497,5.56063222885132,2020-06-26
5.84999990463257,5.99399995803833,5.77199983596802,5.98600006103516,4855021,5.68990564346313,2020-06-29
6,6.03800010681152,5.82800006866455,5.90000009536743,4233690,5.60815954208374,2020-06-30
5.92999982833862,5.97599983215332,5.71999979019165,5.83400011062622,3632339,5.54542398452759,2020-07-01
5.93400001525879,6.01599979400635,5.88000011444092,5.97200012207031,5003578,5.676598072052,2020-07-02
6.00799989700317,6.07399988174438,5.78800010681152,5.8439998626709,4158773,5.55492973327637,2020-07-03
5.97200012207031,6.13000011444092,5.93599987030029,5.98999977111816,5771544,5.69370746612549,2020-07-06
5.98000001907349,5.9980001449585,5.86999988555908,5.91200017929077,3944122,5.61956644058228,2020-07-07
5.88000011444092,5.90000009536743,5.77600002288818,5.86199998855591,5018875,5.57203912734985,2020-07-08
5.90999984741211,5.91400003433228,5.57399988174438,5.60799980163574,6733034,5.33060264587402,2020-07-09
5.59800004959106,5.63000011444092,5.40000009536743,5.61800003051758,8025169,5.3401083946228,2020-07-10
5.73999977111816,6.01200008392334,5.70800018310547,6.01200008392334,8062909,5.71461963653564,2020-07-13
5.91599988937378,6.0479998588562,5.89599990844727,6.03000020980835,6210634,5.73172903060913,2020-07-14
6.09999990463257,6.47200012207031,6.09600019454956,6.41599988937378,12500479,6.09863615036011,2020-07-15
6.38000011444092,6.48000001907349,6.28399991989136,6.3600001335144,5474489,6.04540538787842,2020-07-16
6.3600001335144,6.41800022125244,6.23999977111816,6.40000009536743,4225832,6.08342742919922,2020-07-17
6.40000009536743,6.57800006866455,6.30600023269653,6.44999980926514,6013730,6.13095378875732,2020-07-20
6.55000019073486,6.59600019454956,6.27199983596802,6.30200004577637,7613731,5.99027490615845,2020-07-21
6.30000019073486,6.37799978256226,6.11600017547607,6.22200012207031,7499874,5.91423225402832,2020-07-22
6.25,6.30200004577637,6.18200016021729,6.18200016021729,3738033,5.87621068954468,2020-07-23
6.11199998855591,6.23999977111816,6.09000015258789,6.14400005340576,3315707,5.84009027481079,2020-07-24
6.15399980545044,6.19000005722046,5.92600011825562,5.92999982833862,4563612,5.63667488098145,2020-07-27
5.93200016021729,5.97599983215332,5.78000020980835,5.89200019836426,4557703,5.60055541992188,2020-07-28
5.90000009536743,5.9539999961853,5.79400014877319,5.83599996566772,3213093,5.54732513427734,2020-07-29
5.80000019073486,5.86999988555908,5.61199998855591,5.7039999961853,4688523,5.4218544960022,2020-07-30
5.96000003814697,5.98000001907349,5.40999984741211,5.40999984741211,8784200,5.14239645004272,2020-07-31
5.41200017929077,5.53999996185303,5.20599985122681,5.53800010681152,6952379,5.26406574249268,2020-08-03
5.59999990463257,5.83599996566772,5.57999992370605,5.80399990081787,6733566,5.51690769195557,2020-08-04
5.84600019454956,5.92799997329712,5.76000022888184,5.88800001144409,4133048,5.59675312042236,2020-08-05
5.8899998664856,5.94600009918213,5.73400020599365,5.85599994659424,2874956,5.56633567810059,2020-08-06
5.83799982070923,5.87799978256226,5.75,5.87799978256226,2586244,5.58724737167358,2020-08-07
5.91800022125244,6.05399990081787,5.8600001335144,6.05399990081787,3829465,5.75454187393188,2020-08-10
6.1100001335144,6.26200008392334,6.1100001335144,6.25400018692017,5993176,5.94464921951294,2020-08-11
6.26000022888184,6.34999990463257,6.21400022506714,6.26800012588501,3879200,5.95795726776123,2020-08-12
6.26999998092651,6.30999994277954,6.13199996948242,6.1399998664856,3094436,5.83628749847412,2020-08-13
6.11999988555908,6.11999988555908,5.91400003433228,5.98799991607666,4516947,5.69180679321289,2020-08-14
5.98999977111816,6.03000020980835,5.84000015258789,5.84000015258789,3475700,5.55112743377686,2020-08-17
5.82200002670288,5.97599983215332,5.73000001907349,5.88399982452393,3091230,5.59295082092285,2020-08-18
5.88800001144409,6,5.83400011062622,6,2764610,5.70321321487427,2020-08-19
5.90799999237061,5.98199987411499,5.86600017547607,5.89799976348877,2355299,5.60625743865967,2020-08-20
5.92000007629395,5.9539999961853,5.7519998550415,5.80600023269653,3017484,5.51880931854248,2020-08-21
5.86999988555908,6.00799989700317,5.84600019454956,6.00799989700317,2679231,5.71081686019897,2020-08-24
6.0460000038147,6.18400001525879,5.98600006103516,5.98600006103516,3576700,5.68990564346313,2020-08-25
5.97399997711182,6.03999996185303,5.86800003051758,5.92999982833862,2851658,5.63667488098145,2020-08-26
5.92999982833862,5.98000001907349,5.80200004577637,5.89599990844727,3454375,5.60435771942139,2020-08-27
5.92999982833862,5.94199991226196,5.82200002670288,5.83400011062622,2659149,5.54542398452759,2020-08-28
5.90000009536743,5.92399978637695,5.66800022125244,5.66800022125244,3586483,5.38763570785522,2020-08-31
5.73400020599365,5.73999977111816,5.53800010681152,5.63399982452393,4555335,5.35531711578369,2020-09-01
5.67799997329712,5.82000017166138,5.63000011444092,5.73000001907349,3900958,5.44656801223755,2020-09-02
5.77600002288818,6.00799989700317,5.68599987030029,5.7039999961853,6175346,5.4218544960022,2020-09-03
5.69600009918213,5.82600021362305,5.61800003051758,5.65999984741211,3893570,5.3800311088562,2020-09-04
5.67799997329712,5.75799989700317,5.61600017547607,5.72200012207031,3767091,5.43896436691284,2020-09-07
5.75799989700317,5.76999998092651,5.59000015258789,5.59800004959106,4138204,5.3210973739624,2020-09-08
5.57200002670288,5.58799982070923,5.42799997329712,5.51599979400635,8242592,5.24315404891968,2020-09-09
5.53000020980835,5.64799976348877,5.46400022506714,5.57000017166138,4450839,5.29448270797729,2020-09-10
5.5479998588562,5.56799983978271,5.40000009536743,5.46799993515015,6427343,5.19752788543701,2020-09-11
5.53800010681152,5.65799999237061,5.5019998550415,5.51599979400635,5883114,5.24315404891968,2020-09-14
5.6399998664856,5.78000020980835,5.53599977493286,5.57800006866455,8126480,5.30208730697632,2020-09-15
5.6100001335144,5.6399998664856,5.50600004196167,5.6399998664856,3844790,5.3610200881958,2020-09-16
5.56799983978271,5.75400018692017,5.53599977493286,5.71999979019165,4200410,5.43706321716309,2020-09-17
5.69399976730347,5.69799995422363,5.5,5.5,8159589,5.22794532775879,2020-09-18
5.46999979019165,5.48199987411499,5.11999988555908,5.13000011444092,11653918,4.8762469291687,2020-09-21
5.19000005722046,5.19000005722046,4.94000005722046,4.97499990463257,9350309,4.72891426086426,2020-09-22
5.03200006484985,5.13000011444092,4.83599996566772,4.83599996566772,10382293,4.59678983688354,2020-09-23
4.74900007247925,4.98400020599365,4.61999988555908,4.95800018310547,11136517,4.71275520324707,2020-09-24
4.98600006103516,5.01399993896484,4.85200023651123,4.9850001335144,7333996,4.73842000961304,2020-09-25
5.09800004959106,5.15799999237061,5.03399991989136,5.1560001373291,7524412,4.90096139907837,2020-09-28
5.15999984741211,5.17600011825562,5,5,5342293,4.75267744064331,2020-09-29
4.96099996566772,5.05800008773804,4.90399980545044,5,3889582,4.75267744064331,2020-09-30
5.03200006484985,5.07800006866455,4.8600001335144,4.87799978256226,6943168,4.63671207427979,2020-10-01
4.80000019073486,4.85099983215332,4.71500015258789,4.82499980926514,7018733,4.58633327484131,2020-10-02
4.86999988555908,4.92199993133545,4.78000020980835,4.90100002288818,6235868,4.65857458114624,2020-10-05
4.91400003433228,5.19999980926514,4.87799978256226,5.16400003433228,8645623,4.90856552124023,2020-10-06
5.13199996948242,5.18800020217896,5.07000017166138,5.13399982452393,5515901,4.88004922866821,2020-10-07
5.16800022125244,5.2480001449585,5.1100001335144,5.23400020599365,6812988,4.97510290145874,2020-10-08
5.22399997711182,5.26599979400635,5.08199977874756,5.09999990463257,5691164,4.84773063659668,2020-10-09
5.1100001335144,5.12200021743774,4.93200016021729,4.95499992370605,5404052,4.70990324020386,2020-10-12
4.90999984741211,4.92500019073486,4.78999996185303,4.84499979019165,8135215,4.60534429550171,2020-10-13
4.82600021362305,4.86299991607666,4.72900009155273,4.86299991607666,7162482,4.62245416641235,2020-10-14
4.80000019073486,4.81300020217896,4.66599988937378,4.66900014877319,7369648,4.43805027008057,2020-10-15
4.65999984741211,4.78700017929077,4.46600008010864,4.76399993896484,12255098,4.52835083007812,2020-10-16
4.73299980163574,4.86499977111816,4.69199991226196,4.76300001144409,4928112,4.52740097045898,2020-10-19
4.72300004959106,4.98699998855591,4.66300010681152,4.92199993133545,7082999,4.67853546142578,2020-10-20
4.95699977874756,4.96099996566772,4.68699979782104,4.68699979782104,5553631,4.45515966415405,2020-10-21
4.65000009536743,4.79899978637695,4.57499980926514,4.65999984741211,5625336,4.42949533462524,2020-10-22
4.68699979782104,4.79400014877319,4.62200021743774,4.76599979400635,5486760,4.53025197982788,2020-10-23
4.66300010681152,4.83400011062622,4.60699987411499,4.62099981307983,6237013,4.3924241065979,2020-10-26
4.61600017547607,4.62099981307983,4.40799999237061,4.42700004577637,8790487,4.20802068710327,2020-10-27
4.35699987411499,4.3600001335144,4.1399998664856,4.25,12289643,4.03977537155151,2020-10-28
4.2350001335144,4.28499984741211,4.03299999237061,4.10900020599365,9906845,3.90575051307678,2020-10-29
4.03599977493286,4.11600017547607,4.00500011444092,4.08799982070923,7874012,3.8857889175415,2020-10-30
4.11899995803833,4.2480001449585,4.03200006484985,4.24200010299683,5874403,4.03217220306396,2020-11-02
4.28299999237061,4.5149998664856,4.26599979400635,4.47499990463257,6857187,4.25364589691162,2020-11-03
4.38000011444092,4.63800001144409,4.30000019073486,4.59999990463257,11172297,4.37246322631836,2020-11-04
4.68499994277954,4.69999980926514,4.45100021362305,4.67799997329712,7925482,4.44660520553589,2020-11-05
4.43200016021729,4.5479998588562,4.22399997711182,4.34000015258789,28147182,4.12532377243042,2020-11-06
4.40199995040894,5.07800006866455,4.36100006103516,5.0460000038147,31511062,4.79640245437622,2020-11-09
5.08199977874756,5.65000009536743,5.05000019073486,5.42000007629395,32344656,5.15190267562866,2020-11-10
5.50600004196167,5.63600015640259,5.23600006103516,5.35599994659424,13864461,5.09106826782227,2020-11-11
5.28999996185303,5.35400009155273,5.09200000762939,5.21000003814697,9831978,4.95229005813599,2020-11-12
5.15399980545044,5.28200006484985,5.07399988174438,5.26399993896484,7219370,5.0036187171936,2020-11-13
5.35799980163574,5.77600002288818,5.34999990463257,5.67399978637695,21354388,5.39333820343018,2020-11-16
5.71000003814697,5.7960000038147,5.55399990081787,5.72800016403198,12071415,5.44466733932495,2020-11-17
5.72599983215332,5.86199998855591,5.6560001373291,5.7960000038147,11914304,5.5093035697937,2020-11-18
5.71000003814697,5.77600002288818,5.63199996948242,5.68599987030029,8725756,5.40474462509155,2020-11-19
5.65999984741211,5.83599996566772,5.57999992370605,5.73199987411499,8692380,5.44846963882446,2020-11-20
5.80399990081787,5.9539999961853,5.80200004577637,5.89799976348877,11994406,5.60625743865967,2020-11-23
5.98000001907349,6.22800016403198,5.97200012207031,6.22800016403198,15099797,5.91993522644043,2020-11-24
6.2979998588562,6.39799976348877,6.05000019073486,6.21999979019165,13064619,5.91233062744141,2020-11-25
6.21999979019165,6.23799991607666,6.02400016784668,6.08799982070923,8570401,5.78685998916626,2020-11-26
6.04400014877319,6.09600019454956,5.92999982833862,5.98600006103516,10511976,5.68990564346313,2020-11-27
5.90000009536743,6.06400012969971,5.78599977493286,6.06400012969971,39930818,5.76404762268066,2020-11-30
6.11800003051758,6.21000003814697,6.02799987792969,6.08599996566772,9365658,5.7849588394165,2020-12-01
6.09999990463257,6.17799997329712,5.96199989318848,6.14400005340576,8413896,5.84009027481079,2020-12-02
6.16599988937378,6.3439998626709,6.09999990463257,6.32999992370605,11022996,6.01688957214355,2020-12-03
6.32999992370605,6.64599990844727,6.32000017166138,6.53999996185303,16686198,6.21650218963623,2020-12-04
6.42600011825562,6.55000019073486,6.38199996948242,6.48400020599365,8620022,6.1632719039917,2020-12-07
6.48600006103516,6.50400018692017,6.30999994277954,6.33199977874756,8178343,6.01879072189331,2020-12-08
6.42600011825562,6.4539999961853,6.32399988174438,6.32999992370605,6596808,6.01688957214355,2020-12-09
6.32999992370605,6.35599994659424,6.05200004577637,6.15399980545044,10929218,5.84959506988525,2020-12-10
6.15000009536743,6.15799999237061,5.88000011444092,5.93599987030029,12939617,5.64237880706787,2020-12-11
6,6.08799982070923,5.82399988174438,5.85200023651123,9810275,5.56253385543823,2020-12-14
5.86399984359741,6.05000019073486,5.81199979782104,6.03000020980835,5804500,5.73172903060913,2020-12-15
6.07999992370605,6.11999988555908,5.88600015640259,5.90000009536743,7891414,5.60815954208374,2020-12-16
5.94999980926514,6.02400016784668,5.85200023651123,5.86399984359741,5668512,5.57394027709961,2020-12-17
5.84999990463257,5.92799997329712,5.78800010681152,5.84000015258789,6180179,5.55112743377686,2020-12-18
5.69600009918213,5.69600009918213,5.42999982833862,5.65399980545044,14475518,5.37432765960693,2020-12-21
5.70599985122681,5.78000020980835,5.66200017929077,5.7519998550415,5524964,5.46748018264771,2020-12-22
5.78599977493286,5.88000011444092,5.64200019836426,5.88000011444092,9260541,5.5891489982605,2020-12-23
6,6.07800006866455,5.90399980545044,5.92199993133545,6483966,5.62907123565674,2020-12-28
5.97800016403198,6.0019998550415,5.91800022125244,5.98000001907349,5260158,5.68420219421387,2020-12-29
5.97599983215332,6.01599979400635,5.9060001373291,5.90999984741211,4341706,5.61766481399536,2020-12-30
5.96999979019165,6.05399990081787,5.78000020980835,5.82999992370605,8852824,5.54162216186523,2021-01-04
5.80999994277954,6.01399993896484,5.77199983596802,5.97399997711182,6958267,5.67849969863892,2021-01-05
6.03000020980835,6.11999988555908,5.93400001525879,6.06199979782104,7978146,5.76214599609375,2021-01-06
6.12400007247925,6.1399998664856,5.93400001525879,6.01000022888184,8066145,5.71271848678589,2021-01-07
6.06799983978271,6.08400011062622,5.90399980545044,5.91599988937378,9019694,5.62336826324463,2021-01-08
5.90000009536743,5.97399997711182,5.80200004577637,5.87599992752075,7876768,5.58534669876099,2021-01-11
5.90199995040894,6.02600002288818,5.85799980163574,5.98400020599365,7424756,5.68800449371338,2021-01-12
5.92000007629395,5.94600009918213,5.83199977874756,5.86999988555908,7889114,5.57964324951172,2021-01-13
5.84999990463257,5.96400022506714,5.82399988174438,5.91400003433228,6150671,5.62146663665771,2021-01-14
5.93599987030029,5.97399997711182,5.78599977493286,5.8600001335144,5728923,5.5701379776001,2021-01-15
5.84600019454956,5.88199996948242,5.80999994277954,5.84800004959106,3705231,5.55873203277588,2021-01-18
5.87400007247925,5.94799995422363,5.83799982070923,5.85599994659424,4325973,5.56633567810059,2021-01-19
5.91599988937378,6.12799978256226,5.86999988555908,6.11199998855591,9155694,5.80967283248901,2021-01-20
6.15399980545044,6.18599987030029,5.8439998626709,5.86600017547607,11295438,5.57584095001221,2021-01-21
5.83799982070923,5.84200000762939,5.62599992752075,5.65000009536743,12407546,5.37052536010742,2021-01-22
5.71000003814697,5.72399997711182,5.42600011825562,5.48600006103516,12634812,5.21463775634766,2021-01-25
5.46199989318848,5.68599987030029,5.42000007629395,5.64599990844727,6016944,5.36672306060791,2021-01-26
5.6399998664856,5.75600004196167,5.52199983596802,5.67999982833862,9072172,5.39904165267944,2021-01-27
5.61999988555908,5.74599981307983,5.53599977493286,5.70800018310547,5505589,5.42565679550171,2021-01-28
5.75,5.92000007629395,5.71999979019165,5.73600006103516,12216275,5.45227193832397,2021-01-29
5.80200004577637,5.85400009155273,5.69399976730347,5.71999979019165,5054223,5.43706321716309,2021-02-01
