"LAFRI.MI.Open","LAFRI.MI.High","LAFRI.MI.Low","LAFRI.MI.Close","LAFRI.MI.Volume","LAFRI.MI.Adjusted","Date"
8.60099983215332,8.60099983215332,8.02000045776367,8.20400047302246,18114,8.20400047302246,2020-02-28
8.25800037384033,8.3100004196167,8.06099987030029,8.23099994659424,7416,8.23099994659424,2020-03-02
8.30000019073486,8.42300033569336,8.20100021362305,8.55500030517578,8280,8.55500030517578,2020-03-03
8.35400009155273,8.45899963378906,8.3459997177124,8.32100009918213,4653,8.32100009918213,2020-03-04
8.34000015258789,8.34000015258789,8.23700046539307,8.29399967193604,6353,8.29399967193604,2020-03-05
8.32999992370605,8.32999992370605,7.98999977111816,7.91800022125244,5852,7.91800022125244,2020-03-06
6.4210000038147,7.34200000762939,6.34999990463257,7.42999982833862,35584,7.42999982833862,2020-03-09
7.55999994277954,7.55999994277954,7.28499984741211,7.26399993896484,3672,7.26399993896484,2020-03-10
7.48099994659424,7.48099994659424,7.19500017166138,7.26900005340576,8541,7.26900005340576,2020-03-11
6.80000019073486,6.80000019073486,5.09999990463257,5.78700017929077,22906,5.78700017929077,2020-03-12
6.5,6.5,5.90000009536743,6.33300018310547,3473,6.33300018310547,2020-03-13
6.5,6.5,5.67000007629395,5.95300006866455,5137,5.95300006866455,2020-03-16
6.01399993896484,6.31599998474121,5.90000009536743,6.21099996566772,8108,6.21099996566772,2020-03-17
6.15000009536743,6.15000009536743,5.69399976730347,5.73000001907349,39054,5.73000001907349,2020-03-18
5.65000009536743,5.81300020217896,5.65000009536743,5.72700023651123,1141,5.72700023651123,2020-03-19
6.11800003051758,6.13600015640259,5.77600002288818,5.83599996566772,10080,5.83599996566772,2020-03-20
6,6,5.84999990463257,5.84999990463257,2359,5.84999990463257,2020-03-23
6.02799987792969,6.02799987792969,6.02799987792969,6.38000011444092,3200,6.38000011444092,2020-03-24
6.51200008392334,6.51200008392334,6.19999980926514,6.47800016403198,7356,6.47800016403198,2020-03-25
6.55000019073486,6.73000001907349,6.55000019073486,6.64799976348877,5258,6.64799976348877,2020-03-26
6.5,6.5,6.23000001907349,6.25,2622,6.25,2020-03-27
6.5,6.5,6.07800006866455,6.14400005340576,9728,6.14400005340576,2020-03-30
6.19199991226196,6.25400018692017,6.11999988555908,6.23299980163574,23149,6.23299980163574,2020-03-31
6.19999980926514,6.19999980926514,6,6.05200004577637,6505,6.05200004577637,2020-04-01
6.13100004196167,6.22700023651123,6.08199977874756,6.20900011062622,946,6.20900011062622,2020-04-02
6.21700000762939,6.27600002288818,6.15500020980835,6.18200016021729,2313,6.18200016021729,2020-04-03
6.32100009918213,6.44799995422363,6.32100009918213,6.34999990463257,5213,6.34999990463257,2020-04-06
6.55000019073486,6.57499980926514,6.40799999237061,6.50899982452393,791,6.50899982452393,2020-04-07
6.34999990463257,6.57800006866455,6.34999990463257,6.55499982833862,2441,6.55499982833862,2020-04-08
6.7039999961853,6.85900020599365,6.68599987030029,6.80600023269653,4275,6.80600023269653,2020-04-09
6.80900001525879,7.09999990463257,6.80900001525879,7.03200006484985,2604,7.03200006484985,2020-04-14
7.00500011444092,7.00500011444092,6.80000019073486,6.83400011062622,4067,6.83400011062622,2020-04-15
6.90999984741211,6.96799993515015,6.90999984741211,6.8899998664856,1034,6.8899998664856,2020-04-16
6.99499988555908,7.08099985122681,6.84999990463257,6.77899980545044,2033,6.77899980545044,2020-04-17
6.80299997329712,6.80299997329712,6.69999980926514,6.84899997711182,605,6.84899997711182,2020-04-20
6.78800010681152,6.78800010681152,6.69999980926514,6.65199995040894,1887,6.65199995040894,2020-04-21
6.86700010299683,6.94199991226196,6.70599985122681,6.92000007629395,1241,6.92000007629395,2020-04-22
7.03000020980835,7.39099979400635,7.03000020980835,7.2960000038147,2561,7.2960000038147,2020-04-23
7.21000003814697,7.25500011444092,7.21000003814697,7.18900012969971,697,7.18900012969971,2020-04-24
7.30999994277954,7.41699981689453,7.29699993133545,7.32600021362305,4140,7.32600021362305,2020-04-27
7.35599994659424,7.36899995803833,7.28900003433228,7.31500005722046,1407,7.31500005722046,2020-04-28
7.47599983215332,7.50500011444092,7.42999982833862,7.47700023651123,4632,7.47700023651123,2020-04-29
7.46999979019165,7.59299993515015,7.46999979019165,7.43200016021729,26906,7.43200016021729,2020-04-30
7.09999990463257,7.21999979019165,7.09999990463257,7.32100009918213,4830,7.32100009918213,2020-05-04
7.41499996185303,7.5019998550415,7.375,7.47700023651123,11732,7.47700023651123,2020-05-05
7.48400020599365,7.48400020599365,7.46299982070923,7.48699998855591,1920,7.48699998855591,2020-05-06
7.48600006103516,7.51200008392334,7.4850001335144,7.54099988937378,9960,7.54099988937378,2020-05-07
7.63000011444092,7.7039999961853,7.63000011444092,7.63800001144409,789,7.63800001144409,2020-05-08
7.6269998550415,7.75799989700317,7.6100001335144,7.61199998855591,14450,7.61199998855591,2020-05-11
7.59999990463257,7.59999990463257,7.52799987792969,7.59600019454956,2741,7.59600019454956,2020-05-12
7.48199987411499,7.56400012969971,7.48199987411499,7.51900005340576,89,7.51900005340576,2020-05-13
7.40000009536743,7.5149998664856,7.30000019073486,7.50799989700317,6576,7.50799989700317,2020-05-14
7.69399976730347,7.69999980926514,7.61899995803833,7.625,1458,7.625,2020-05-15
7.875,7.88899993896484,7.82499980926514,7.82499980926514,7160,7.82499980926514,2020-05-18
7.78000020980835,7.78000020980835,7.78000020980835,7.79899978637695,700,7.79899978637695,2020-05-19
7.8439998626709,7.8439998626709,7.8439998626709,7.79699993133545,1,7.79699993133545,2020-05-20
7.79899978637695,7.79899978637695,7.71999979019165,7.70900011062622,2374,7.70900011062622,2020-05-21
7.63000011444092,7.70300006866455,7.63000011444092,7.79400014877319,4170,7.79400014877319,2020-05-22
7.74900007247925,7.83799982070923,7.74900007247925,7.78000020980835,536,7.78000020980835,2020-05-25
7.80999994277954,7.80999994277954,7.71000003814697,7.7039999961853,1079,7.7039999961853,2020-05-26
7.59100008010864,7.67999982833862,7.59100008010864,7.6100001335144,2863,7.6100001335144,2020-05-27
7.77099990844727,7.84899997711182,7.66900014877319,7.70800018310547,2550,7.70800018310547,2020-05-28
7.67799997329712,7.67799997329712,7.63700008392334,7.59000015258789,230,7.59000015258789,2020-05-29
7.98000001907349,7.98000001907349,7.67899990081787,7.70699977874756,3166,7.70699977874756,2020-06-01
7.88199996948242,7.88199996948242,7.79300022125244,7.76399993896484,1354,7.76399993896484,2020-06-02
7.76300001144409,7.83199977874756,7.76300001144409,7.78299999237061,2239,7.78299999237061,2020-06-03
7.78499984741211,7.88199996948242,7.78499984741211,7.77799987792969,211,7.77799987792969,2020-06-04
7.77500009536743,7.80000019073486,7.77500009536743,7.77699995040894,19528,7.77699995040894,2020-06-05
7.80100011825562,7.99200010299683,7.80100011825562,7.92899990081787,11941,7.92899990081787,2020-06-08
7.90000009536743,7.90000009536743,7.90000009536743,7.9520001411438,590,7.9520001411438,2020-06-09
7.90700006484985,7.94999980926514,7.83599996566772,7.84000015258789,1913,7.84000015258789,2020-06-10
7.76999998092651,8.10000038146973,7.74200010299683,7.8899998664856,13393,7.8899998664856,2020-06-11
7.83300018310547,7.83300018310547,7.83300018310547,7.69799995422363,7,7.69799995422363,2020-06-12
7.41300010681152,7.77799987792969,7.41300010681152,7.69700002670288,416,7.69700002670288,2020-06-15
7.84600019454956,7.84600019454956,7.70800018310547,7.83599996566772,6680,7.83599996566772,2020-06-16
7.75,7.76900005340576,7.75,7.85599994659424,1018,7.85599994659424,2020-06-17
7.80600023269653,7.80600023269653,7.74700021743774,7.79699993133545,3944,7.79699993133545,2020-06-18
7.90000009536743,7.93400001525879,7.90000009536743,7.93200016021729,2900,7.93200016021729,2020-06-19
7.93200016021729,7.93200016021729,7.93200016021729,7.93200016021729,0,7.93200016021729,2020-06-22
8,8.09700012207031,8,8.0649995803833,3175,8.0649995803833,2020-06-23
8.02999973297119,8.02999973297119,7.94000005722046,7.90799999237061,100,7.90799999237061,2020-06-24
7.94999980926514,7.94999980926514,7.89499998092651,7.94799995422363,1000,7.94799995422363,2020-06-25
8.02200031280518,8.03699970245361,7.83699989318848,7.92899990081787,10688,7.92899990081787,2020-06-26
7.99900007247925,7.99900007247925,7.85599994659424,7.91599988937378,1600,7.91599988937378,2020-06-29
7.99700021743774,7.99700021743774,7.99700021743774,8.06599998474121,125,8.06599998474121,2020-06-30
8.05000019073486,8.10000038146973,7.98000001907349,7.98400020599365,5189,7.98400020599365,2020-07-01
8.10000038146973,8.18000030517578,8.10000038146973,8.20499992370605,670,8.20499992370605,2020-07-02
8.09700012207031,8.10999965667725,8.09700012207031,8.13000011444092,930,8.13000011444092,2020-07-03
8.2180004119873,8.2180004119873,8.07900047302246,8.17700004577637,13442,8.17700004577637,2020-07-06
8.10999965667725,8.26200008392334,8.05799961090088,8.03299999237061,13508,8.03299999237061,2020-07-07
8.27799987792969,8.50500011444092,8.27799987792969,8.32499980926514,8318,8.32499980926514,2020-07-08
8.40799999237061,8.53499984741211,8.40799999237061,8.33500003814697,13700,8.33500003814697,2020-07-09
8.51900005340576,8.52000045776367,8.27700042724609,8.37399959564209,1565,8.37399959564209,2020-07-10
8.25800037384033,8.5019998550415,8.25800037384033,8.44999980926514,1705,8.44999980926514,2020-07-13
8.29800033569336,8.30799961090088,8.20899963378906,8.30399990081787,324,8.30399990081787,2020-07-14
8.44999980926514,8.44999980926514,8.43400001525879,8.3459997177124,516,8.3459997177124,2020-07-15
8.25,8.31999969482422,8.25,8.3459997177124,2984,8.3459997177124,2020-07-16
8.37899971008301,8.41100025177002,8.36999988555908,8.39400005340576,168,8.39400005340576,2020-07-17
8.39400005340576,8.39400005340576,8.39400005340576,8.39400005340576,0,8.39400005340576,2020-07-20
8.60299968719482,8.61100006103516,8.60099983215332,8.63000011444092,327,8.63000011444092,2020-07-21
8.65900039672852,8.65900039672852,8.47200012207031,8.53899955749512,925,8.53899955749512,2020-07-22
8.55399990081787,8.6899995803833,8.5,8.55399990081787,4346,8.55399990081787,2020-07-23
8.28800010681152,8.4350004196167,8.27700042724609,8.44999980926514,7133,8.44999980926514,2020-07-24
8.58899974822998,8.58899974822998,8.55700016021729,8.5930004119873,1200,8.5930004119873,2020-07-27
8.72700023651123,8.72700023651123,8.52999973297119,8.68200016021729,4973,8.68200016021729,2020-07-28
8.64200019836426,8.71000003814697,8.64200019836426,8.60599994659424,164,8.60599994659424,2020-07-29
8.44400024414062,8.56799983978271,8.42300033569336,8.37399959564209,13343,8.37399959564209,2020-07-30
8.37600040435791,8.49199962615967,8.36699962615967,8.44799995422363,1801,8.44799995422363,2020-07-31
8.48799991607666,8.48799991607666,8.47299957275391,8.43400001525879,226,8.43400001525879,2020-08-03
8.53800010681152,8.53800010681152,8.31400012969971,8.43400001525879,1355,8.43400001525879,2020-08-04
8.53800010681152,8.60999965667725,8.53800010681152,8.64400005340576,2724,8.64400005340576,2020-08-05
8.64799976348877,8.70400047302246,8.49400043487549,8.49600028991699,1602,8.49600028991699,2020-08-06
8.59099960327148,8.59099960327148,8.45699977874756,8.41399955749512,119,8.41399955749512,2020-08-07
8.3730001449585,8.38099956512451,8.3730001449585,8.42800045013428,1335,8.42800045013428,2020-08-10
8.41600036621094,8.42700004577637,8.29500007629395,8.2519998550415,55874,8.2519998550415,2020-08-11
8.27000045776367,8.27000045776367,8.25300025939941,8.30000019073486,320,8.30000019073486,2020-08-12
8.16899967193604,8.32299995422363,8.16899967193604,8.375,30,8.375,2020-08-13
8.38700008392334,8.39599990844727,8.38700008392334,8.33300018310547,96,8.33300018310547,2020-08-14
8.46700000762939,8.46700000762939,8.35999965667725,8.35400009155273,508,8.35400009155273,2020-08-17
8.48999977111816,8.54899978637695,8.38399982452393,8.4399995803833,1270,8.4399995803833,2020-08-18
8.35000038146973,8.35000038146973,8.35000038146973,8.30700016021729,40,8.30700016021729,2020-08-19
8.21000003814697,8.22900009155273,8.21000003814697,8.30399990081787,3190,8.30399990081787,2020-08-20
8.29399967193604,8.30000019073486,8.29399967193604,8.36699962615967,633,8.36699962615967,2020-08-21
8.36699962615967,8.36699962615967,8.36699962615967,8.36699962615967,0,8.36699962615967,2020-08-24
8.31999969482422,8.31999969482422,8.31999969482422,8.3120002746582,1000,8.3120002746582,2020-08-25
8.35599994659424,8.44099998474121,8.35599994659424,8.48999977111816,1125,8.48999977111816,2020-08-26
8.5,8.53999996185303,8.47500038146973,8.40799999237061,1400,8.40799999237061,2020-08-27
8.41199970245361,8.41199970245361,8.41199970245361,8.50100040435791,165,8.50100040435791,2020-08-28
8.46000003814697,8.46000003814697,8.44999980926514,8.36299991607666,400,8.36299991607666,2020-08-31
8.48999977111816,8.53499984741211,8.48999977111816,8.48200035095215,352,8.48200035095215,2020-09-01
8.45600032806396,8.45600032806396,8.39999961853027,8.38599967956543,1454,8.38599967956543,2020-09-02
8.39400005340576,8.39400005340576,8.30000019073486,8.22700023651123,2750,8.22700023651123,2020-09-03
8.27600002288818,8.27600002288818,8.15200042724609,8.18599987030029,532,8.18599987030029,2020-09-04
8.33699989318848,8.33699989318848,8.29100036621094,8.35000038146973,1134,8.35000038146973,2020-09-07
8.30700016021729,8.30700016021729,8.22299957275391,8.25500011444092,1482,8.25500011444092,2020-09-08
8.41499996185303,8.41499996185303,8.41499996185303,8.46199989318848,385,8.46199989318848,2020-09-09
8.5,8.5290002822876,8.5,8.50800037384033,415,8.50800037384033,2020-09-10
8.44900035858154,8.44900035858154,8.44900035858154,8.4069995880127,200,8.4069995880127,2020-09-11
8.4069995880127,8.4069995880127,8.4069995880127,8.4069995880127,0,8.4069995880127,2020-09-14
8.51700019836426,8.64999961853027,8.51700019836426,8.60999965667725,849,8.60999965667725,2020-09-15
8.64400005340576,8.64999961853027,8.64400005340576,8.64900016784668,4757,8.64900016784668,2020-09-16
8.64400005340576,8.64400005340576,8.44999980926514,8.55500030517578,7039,8.55500030517578,2020-09-17
8.49300003051758,8.49300003051758,8.40900039672852,8.45400047302246,22,8.45400047302246,2020-09-18
8.30000019073486,8.30000019073486,8.23200035095215,8.20499992370605,2688,8.20499992370605,2020-09-21
8.20499992370605,8.20499992370605,8.20499992370605,8.20499992370605,0,8.20499992370605,2020-09-22
8.26000022888184,8.26000022888184,8.26000022888184,8.13700008392334,280,8.13700008392334,2020-09-23
8.02499961853027,8.02499961853027,7.98099994659424,8.04399967193604,2323,8.04399967193604,2020-09-24
8.17599964141846,8.17599964141846,8.02000045776367,8.07100009918213,106,8.07100009918213,2020-09-25
8.21000003814697,8.21000003814697,8.21000003814697,8.10700035095215,10,8.10700035095215,2020-09-28
8.19999980926514,8.19999980926514,8.08899974822998,8.16100025177002,248,8.16100025177002,2020-09-29
8.17500019073486,8.17500019073486,8.17500019073486,8.16499996185303,128,8.16499996185303,2020-09-30
8.21000003814697,8.21000003814697,8.13899993896484,8.17199993133545,1300,8.17199993133545,2020-10-01
8.07199954986572,8.17700004577637,8.01299953460693,8.14900016784668,402,8.14900016784668,2020-10-02
8.17700004577637,8.19200038909912,8.10900020599365,8.1540002822876,1447,8.1540002822876,2020-10-05
8.07900047302246,8.14400005340576,8.07900047302246,8.13099956512451,780,8.13099956512451,2020-10-06
8.03800010681152,8.07900047302246,8.00500011444092,8.10000038146973,3903,8.10000038146973,2020-10-07
8.03800010681152,8.04300022125244,8.03400039672852,8.08699989318848,3277,8.08699989318848,2020-10-08
8.13099956512451,8.21000003814697,8.13099956512451,8.2790002822876,1926,8.2790002822876,2020-10-09
8.36999988555908,8.40200042724609,8.30000019073486,8.3430004119873,3004,8.3430004119873,2020-10-12
8.36200046539307,8.36200046539307,8.30599975585938,8.26099967956543,260,8.26099967956543,2020-10-13
8.38000011444092,8.38000011444092,8.35799980163574,8.42800045013428,176,8.42800045013428,2020-10-14
8.26599979400635,8.39400005340576,8.26599979400635,8.38599967956543,2748,8.38599967956543,2020-10-15
8.32900047302246,8.32900047302246,8.32900047302246,8.34099960327148,1,8.34099960327148,2020-10-16
8.25100040435791,8.26399993896484,8.25100040435791,8.30000019073486,715,8.30000019073486,2020-10-19
8.30099964141846,8.30500030517578,8.20300006866455,8.28999996185303,1138,8.28999996185303,2020-10-20
8.35099983215332,8.35099983215332,8.35099983215332,8.3120002746582,13,8.3120002746582,2020-10-21
8.26099967956543,8.28999996185303,8.23499965667725,8.23499965667725,48400,8.23499965667725,2020-10-22
8.19999980926514,8.31700038909912,8.19999980926514,8.16399955749512,25433,8.16399955749512,2020-10-23
8.13099956512451,8.21000003814697,8.13099956512451,8.1850004196167,4100,8.1850004196167,2020-10-26
8.10499954223633,8.13899993896484,8.10499954223633,8.17000007629395,2820,8.17000007629395,2020-10-27
8.06599998474121,8.0939998626709,8.06599998474121,7.88199996948242,130,7.88199996948242,2020-10-28
7.96000003814697,7.96000003814697,7.78700017929077,7.91300010681152,1932,7.91300010681152,2020-10-29
7.86399984359741,7.9229998588562,7.86399984359741,7.92799997329712,858,7.92799997329712,2020-10-30
8.08199977874756,8.14000034332275,7.99599981307983,8.0930004119873,16182,8.0930004119873,2020-11-02
8.20499992370605,8.20499992370605,8.19699954986572,8.25500011444092,60,8.25500011444092,2020-11-03
8.25500011444092,8.25500011444092,8.25500011444092,8.25500011444092,0,8.25500011444092,2020-11-04
8.31999969482422,8.39999961853027,8.28899955749512,8.47599983215332,380,8.47599983215332,2020-11-05
8.48400020599365,8.55200004577637,8.43900012969971,8.54300022125244,1827,8.54300022125244,2020-11-06
8.60799980163574,8.69999980926514,8.32800006866455,8.44900035858154,3549,8.44900035858154,2020-11-09
8.42000007629395,8.44799995422363,8.30000019073486,8.20400047302246,1062,8.20400047302246,2020-11-10
8.43000030517578,8.43000030517578,8.28699970245361,8.37100028991699,3187,8.37100028991699,2020-11-11
8.31700038909912,8.35700035095215,8.31700038909912,8.4060001373291,3600,8.4060001373291,2020-11-12
8.4060001373291,8.4060001373291,8.4060001373291,8.4060001373291,0,8.4060001373291,2020-11-13
8.46399974822998,8.49499988555908,8.38599967956543,8.44999980926514,3002,8.44999980926514,2020-11-16
8.47000026702881,8.47000026702881,8.42199993133545,8.37899971008301,36,8.37899971008301,2020-11-17
8.39999961853027,8.47799968719482,8.3769998550415,8.41600036621094,1694,8.41600036621094,2020-11-18
8.24199962615967,8.36699962615967,8.24199962615967,8.32400035858154,1200,8.32400035858154,2020-11-19
8.30799961090088,8.44099998474121,8.30799961090088,8.40499973297119,8562,8.40499973297119,2020-11-20
8.31999969482422,8.58600044250488,8.31999969482422,8.32600021362305,4477,8.32600021362305,2020-11-23
8.35999965667725,8.41100025177002,8.35000038146973,8.37800025939941,8608,8.37800025939941,2020-11-24
8.39000034332275,8.39000034332275,8.31999969482422,8.40499973297119,2754,8.40499973297119,2020-11-25
8.39799976348877,8.5,8.39799976348877,8.45199966430664,11188,8.45199966430664,2020-11-26
8.5290002822876,8.52999973297119,8.5290002822876,8.37800025939941,600,8.37800025939941,2020-11-27
8.31999969482422,8.31999969482422,8.20300006866455,8.22500038146973,1900,8.22500038146973,2020-11-30
8.34799957275391,8.48600006103516,8.34799957275391,8.38899993896484,1471,8.38899993896484,2020-12-01
8.31799983978271,8.4040002822876,8.3100004196167,8.36499977111816,3204,8.36499977111816,2020-12-02
8.35799980163574,8.45800018310547,8.35799980163574,8.4689998626709,1550,8.4689998626709,2020-12-03
8.4689998626709,8.4689998626709,8.4689998626709,8.4689998626709,0,8.4689998626709,2020-12-04
8.47000026702881,8.52600002288818,8.36999988555908,8.56799983978271,3479,8.56799983978271,2020-12-07
8.54800033569336,8.5629997253418,8.53800010681152,8.56999969482422,2557,8.56999969482422,2020-12-08
8.55000019073486,8.59000015258789,8.55000019073486,8.60400009155273,286,8.60400009155273,2020-12-09
8.55000019073486,8.55000019073486,8.41399955749512,8.52099990844727,1467,8.52099990844727,2020-12-10
8.54699993133545,8.54699993133545,8.54699993133545,8.54199981689453,53,8.54199981689453,2020-12-11
8.55000019073486,8.65100002288818,8.5319995880127,8.53999996185303,8625,8.53999996185303,2020-12-14
8.53999996185303,8.58800029754639,8.53999996185303,8.58699989318848,2172,8.58699989318848,2020-12-15
8.58600044250488,8.61299991607666,8.58600044250488,8.67899990081787,2470,8.67899990081787,2020-12-16
8.66300010681152,8.75100040435791,8.66199970245361,8.72799968719482,1123,8.72799968719482,2020-12-17
8.80000019073486,8.80000019073486,8.72999954223633,8.7819995880127,310,8.7819995880127,2020-12-18
8.60000038146973,8.81799983978271,8.45899963378906,8.65200042724609,3401,8.65200042724609,2020-12-21
8.59899997711182,8.71399974822998,8.55300045013428,8.61299991607666,1994,8.61299991607666,2020-12-22
8.69999980926514,8.71199989318848,8.69999980926514,8.69999980926514,375,8.69999980926514,2020-12-23
8.77999973297119,8.77999973297119,8.60099983215332,8.64999961853027,2899,8.64999961853027,2020-12-28
8.68200016021729,8.70600032806396,8.60999965667725,8.64900016784668,7799,8.64900016784668,2020-12-29
8.68000030517578,8.68000030517578,8.57600021362305,8.63599967956543,403,8.63599967956543,2020-12-30
8.5,8.92899990081787,8.5,8.73600006103516,5824,8.73600006103516,2021-01-04
8.80000019073486,8.98999977111816,8.7209997177124,8.77099990844727,4561,8.77099990844727,2021-01-05
8.73400020599365,8.8100004196167,8.73400020599365,8.75399971008301,2995,8.75399971008301,2021-01-06
8.80000019073486,8.8100004196167,8.78400039672852,8.79800033569336,6320,8.79800033569336,2021-01-07
8.90100002288818,8.90100002288818,8.74600028991699,8.7209997177124,70152,8.7209997177124,2021-01-08
8.61800003051758,8.77999973297119,8.61800003051758,8.71000003814697,2339,8.71000003814697,2021-01-11
8.72000026702881,8.78999996185303,8.71100044250488,8.76000022888184,1102,8.76000022888184,2021-01-12
8.72000026702881,8.88899993896484,8.69299983978271,8.78600025177002,4760,8.78600025177002,2021-01-13
8.69999980926514,8.90299987792969,8.69999980926514,8.87100028991699,6396,8.87100028991699,2021-01-14
8.89999961853027,8.9069995880127,8.81400012969971,8.79300022125244,3960,8.79300022125244,2021-01-15
8.8430004119873,8.8430004119873,8.78899955749512,8.81999969482422,1811,8.81999969482422,2021-01-18
8.80000019073486,9,8.80000019073486,8.84799957275391,3974,8.84799957275391,2021-01-19
8.89999961853027,8.97999954223633,8.89999961853027,8.9709997177124,5300,8.9709997177124,2021-01-20
8.9399995803833,9.03699970245361,8.9399995803833,8.97599983215332,770,8.97599983215332,2021-01-21
8.89500045776367,8.89500045776367,8.75300025939941,8.88199996948242,2401,8.88199996948242,2021-01-22
8.90299987792969,8.99300003051758,8.84799957275391,8.82299995422363,1538,8.82299995422363,2021-01-25
8.84000015258789,8.94999980926514,8.78499984741211,8.9060001373291,8287,8.9060001373291,2021-01-26
8.82199954986572,8.92199993133545,8.76500034332275,8.85799980163574,9530,8.85799980163574,2021-01-27
8.75,8.88599967956543,8.69999980926514,8.82699966430664,2279,8.82699966430664,2021-01-28
8.75,8.93099975585938,8.69099998474121,8.80099964141846,4407,8.80099964141846,2021-01-29
8.92099952697754,8.97599983215332,8.79899978637695,8.89599990844727,8911,8.89599990844727,2021-02-01
8.92800045013428,9.09700012207031,8.91800022125244,9.04899978637695,3222,9.04899978637695,2021-02-02
8.98999977111816,9.1230001449585,8.97399997711182,9.09799957275391,4475,9.09799957275391,2021-02-03
9.05799961090088,9.20499992370605,9.02600002288818,9.0649995803833,3377,9.0649995803833,2021-02-04
9.21000003814697,9.21000003814697,9.08600044250488,9.1870002746582,3110,9.1870002746582,2021-02-05
9.19499969482422,9.19499969482422,9.10299968719482,9.21399974822998,3334,9.21399974822998,2021-02-08
