"MS.MI.Open","MS.MI.High","MS.MI.Low","MS.MI.Close","MS.MI.Volume","MS.MI.Adjusted","Date"
2.90000009536743,2.90000009536743,2.8199999332428,2.82999992370605,915,2.71963000297546,2024-09-13
2.9300000667572,2.98000001907349,2.79999995231628,2.83999991416931,12350,2.72923994064331,2024-09-16
2.83999991416931,2.83999991416931,2.75999999046326,2.79999995231628,10239,2.69079995155334,2024-09-17
2.73000001907349,2.78999996185303,2.73000001907349,2.78999996185303,58,2.6811900138855,2024-09-18
2.73000001907349,2.73000001907349,2.65000009536743,2.70000004768372,27085,2.59470009803772,2024-09-19
2.75,2.85999989509583,2.70000004768372,2.83999991416931,33382,2.72923994064331,2024-09-20
2.83999991416931,2.89000010490417,2.83999991416931,2.83999991416931,10254,2.72923994064331,2024-09-23
2.88000011444092,2.90000009536743,2.8199999332428,2.83999991416931,40485,2.72923994064331,2024-09-24
2.85999989509583,3.22000002861023,2.85999989509583,3.09999990463257,86807,2.97909998893738,2024-09-25
3.15000009536743,3.22000002861023,3.03999996185303,3.15000009536743,96389,3.02715015411377,2024-09-26
3.04999995231628,3.20000004768372,3.00999999046326,3.13000011444092,61632,3.00793027877808,2024-09-27
3.20000004768372,3.20000004768372,3.03999996185303,3.19000005722046,18408,3.06559014320374,2024-09-30
3.0699999332428,3.22000002861023,3.0699999332428,3.10999989509583,67610,2.98870992660522,2024-10-01
3.19000005722046,3.21000003814697,3.09999990463257,3.11999988555908,6231,2.99831986427307,2024-10-02
3.11999988555908,3.17000007629395,3,3.17000007629395,141584,3.04637026786804,2024-10-03
3.17000007629395,3.17000007629395,3.04999995231628,3.09999990463257,94047,2.97909998893738,2024-10-04
3.08999991416931,3.11999988555908,3.05999994277954,3.11999988555908,14762,2.99831986427307,2024-10-07
3.09999990463257,3.16000008583069,3.05999994277954,3.16000008583069,114105,3.03676009178162,2024-10-08
3.10999989509583,3.19000005722046,3.09999990463257,3.19000005722046,5141,3.06559014320374,2024-10-09
3.19000005722046,3.20000004768372,3.10999989509583,3.1800000667572,18927,3.05598020553589,2024-10-10
3.20000004768372,3.22000002861023,3.14000010490417,3.15000009536743,23630,3.02715015411377,2024-10-11
3.26999998092651,3.26999998092651,3.09999990463257,3.26999998092651,24785,3.14247012138367,2024-10-14
3.38000011444092,3.48000001907349,3.28999996185303,3.40000009536743,182892,3.26740026473999,2024-10-15
3.44000005722046,3.5,3.40000009536743,3.4300000667572,29811,3.29623007774353,2024-10-16
3.51999998092651,3.51999998092651,3.40000009536743,3.5,31894,3.36350011825562,2024-10-17
3.5,3.5699999332428,3.4300000667572,3.5699999332428,13355,3.43076992034912,2024-10-18
3.61999988555908,3.61999988555908,3.61999988555908,3.61999988555908,2026,3.47882008552551,2024-10-21
3.72000002861023,3.72000002861023,3.53999996185303,3.54999995231628,7800,3.41155004501343,2024-10-22
3.70000004768372,3.79999995231628,3.59999990463257,3.78999996185303,14170,3.64218997955322,2024-10-23
3.88000011444092,3.89000010490417,3.54999995231628,3.54999995231628,20697,3.41155004501343,2024-10-24
3.67000007629395,3.70000004768372,3.57999992370605,3.57999992370605,7500,3.44038009643555,2024-10-25
3.70000004768372,3.70000004768372,3.54999995231628,3.5699999332428,16936,3.43076992034912,2024-10-28
3.60999989509583,3.66000008583069,3.41000008583069,3.50999999046326,242843,3.37311005592346,2024-10-29
3.50999999046326,3.50999999046326,3.50999999046326,3.50999999046326,0,3.37311005592346,2024-10-30
3.42000007629395,3.63000011444092,3.40000009536743,3.54999995231628,13632,3.41155004501343,2024-10-31
3.45000004768372,3.55999994277954,3.45000004768372,3.55999994277954,59,3.42115998268127,2024-11-01
3.61999988555908,3.79999995231628,3.59999990463257,3.59999990463257,2637,3.45959997177124,2024-11-04
3.45000004768372,3.78999996185303,3.45000004768372,3.75,3704,3.60374999046326,2024-11-05
3.75,3.75999999046326,3.59999990463257,3.59999990463257,1164,3.45959997177124,2024-11-06
3.60999989509583,3.64000010490417,3.60999989509583,3.64000010490417,49,3.49804019927979,2024-11-07
3.64000010490417,3.64000010490417,3.64000010490417,3.64000010490417,0,3.49804019927979,2024-11-08
3.53999996185303,3.59999990463257,3.5,3.5,34208,3.36350011825562,2024-11-11
3.61999988555908,3.61999988555908,3.4300000667572,3.4300000667572,32731,3.29623007774353,2024-11-12
3.70000004768372,3.79999995231628,3.5,3.54999995231628,32526,3.41155004501343,2024-11-13
3.50999999046326,3.53999996185303,3.47000002861023,3.47000002861023,43415,3.3346700668335,2024-11-14
3.48000001907349,3.51999998092651,3.48000001907349,3.5,21798,3.36350011825562,2024-11-15
3.53999996185303,3.54999995231628,3.50999999046326,3.54999995231628,11760,3.41155004501343,2024-11-18
3.57999992370605,3.79999995231628,3.54999995231628,3.69000005722046,5259,3.5460901260376,2024-11-19
3.79999995231628,3.79999995231628,3.57999992370605,3.60999989509583,17072,3.46920990943909,2024-11-20
3.67000007629395,3.6800000667572,3.58999991416931,3.6800000667572,5565,3.53648018836975,2024-11-21
3.55999994277954,3.65000009536743,3.54999995231628,3.65000009536743,2810,3.50765013694763,2024-11-22
3.65000009536743,3.65000009536743,3.65000009536743,3.65000009536743,688,3.50765013694763,2024-11-25
3.70000004768372,3.70000004768372,3.60999989509583,3.70000004768372,22882,3.55570006370544,2024-11-26
3.77999997138977,3.78999996185303,3.77999997138977,3.77999997138977,9507,3.63258004188538,2024-11-27
3.67000007629395,3.70000004768372,3.66000008583069,3.66000008583069,14220,3.51726007461548,2024-11-28
3.79999995231628,3.79999995231628,3.70000004768372,3.70000004768372,6395,3.55570006370544,2024-11-29
3.75999999046326,3.75999999046326,3.75999999046326,3.75999999046326,1595,3.61336016654968,2024-12-02
3.71000003814697,3.71000003814697,3.70000004768372,3.70000004768372,514,3.55570006370544,2024-12-03
3.70000004768372,3.70000004768372,3.70000004768372,3.70000004768372,750,3.55570006370544,2024-12-04
3.75999999046326,3.79999995231628,3.70000004768372,3.75,25477,3.60374999046326,2024-12-05
3.90000009536743,3.90000009536743,3.75,3.75,37901,3.60374999046326,2024-12-06
3.70000004768372,3.70000004768372,3.70000004768372,3.70000004768372,1743,3.55570006370544,2024-12-09
3.70000004768372,3.70000004768372,3.70000004768372,3.70000004768372,78201,3.55570006370544,2024-12-10
3.65000009536743,3.70000004768372,3.65000009536743,3.70000004768372,2082,3.55570006370544,2024-12-11
3.55999994277954,3.6800000667572,3.55999994277954,3.6800000667572,601,3.53648018836975,2024-12-12
3.54999995231628,3.54999995231628,3.54999995231628,3.54999995231628,442,3.41155004501343,2024-12-13
3.54999995231628,3.5699999332428,3.54999995231628,3.55999994277954,1163,3.42115998268127,2024-12-16
3.66000008583069,3.66000008583069,3.50999999046326,3.54999995231628,1394,3.41155004501343,2024-12-17
3.54999995231628,3.54999995231628,3.54999995231628,3.54999995231628,388,3.41155004501343,2024-12-18
3.51999998092651,3.52999997138977,3.51999998092651,3.52999997138977,569,3.39233016967773,2024-12-19
3.52999997138977,3.79999995231628,3.52999997138977,3.60999989509583,2457,3.46920990943909,2024-12-20
3.59999990463257,3.59999990463257,3.54999995231628,3.59999990463257,113,3.45959997177124,2024-12-23
3.54999995231628,3.57999992370605,3.47000002861023,3.55999994277954,1055,3.42115998268127,2024-12-27
3.54999995231628,3.57999992370605,3.54999995231628,3.57999992370605,87,3.44038009643555,2024-12-30
3.57999992370605,3.57999992370605,3.57999992370605,3.57999992370605,1091,3.44038009643555,2025-01-02
3.57999992370605,3.57999992370605,3.57999992370605,3.57999992370605,0,3.44038009643555,2025-01-03
3.5699999332428,3.59999990463257,3.5699999332428,3.59999990463257,427,3.45959997177124,2025-01-06
3.94000005722046,3.94000005722046,3.60999989509583,3.86999988555908,35595,3.71906995773315,2025-01-07
3.64000010490417,3.82999992370605,3.64000010490417,3.82999992370605,15658,3.68062996864319,2025-01-08
3.82999992370605,3.94000005722046,3.82999992370605,3.94000005722046,5000,3.78634023666382,2025-01-09
3.94000005722046,3.94000005722046,3.94000005722046,3.94000005722046,7,3.78634023666382,2025-01-10
3.9300000667572,3.9300000667572,3.84999990463257,3.84999990463257,194,3.69985008239746,2025-01-13
3.84999990463257,3.84999990463257,3.84999990463257,3.84999990463257,0,3.69985008239746,2025-01-14
3.71000003814697,3.84999990463257,3.67000007629395,3.84999990463257,631,3.69985008239746,2025-01-15
3.90000009536743,3.90000009536743,3.90000009536743,3.90000009536743,66,3.74790024757385,2025-01-16
3.95000004768372,3.96000003814697,3.79999995231628,3.8199999332428,4813,3.67102003097534,2025-01-17
3.8199999332428,3.8199999332428,3.8199999332428,3.8199999332428,0,3.67102003097534,2025-01-20
3.8199999332428,3.8199999332428,3.8199999332428,3.8199999332428,0,3.67102003097534,2025-01-21
3.79999995231628,3.79999995231628,3.60999989509583,3.63000011444092,5119,3.48843026161194,2025-01-22
3.55999994277954,3.55999994277954,3.5,3.54999995231628,4255,3.41155004501343,2025-01-23
3.55999994277954,3.55999994277954,3.55999994277954,3.55999994277954,3004,3.42115998268127,2025-01-24
3.41000008583069,3.53999996185303,3.41000008583069,3.53999996185303,166,3.40194010734558,2025-01-27
3.41000008583069,3.72000002861023,3.41000008583069,3.72000002861023,1679,3.57492017745972,2025-01-28
3.8199999332428,3.8199999332428,3.64000010490417,3.64000010490417,1711,3.49804019927979,2025-01-29
3.5699999332428,3.65000009536743,3.5699999332428,3.65000009536743,125,3.50765013694763,2025-01-30
3.5699999332428,3.5699999332428,3.55999994277954,3.55999994277954,430,3.42115998268127,2025-01-31
3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,100,3.48843026161194,2025-02-03
3.5,3.5,3.5,3.5,65,3.36350011825562,2025-02-04
3.58999991416931,3.58999991416931,3.58999991416931,3.58999991416931,452,3.44999003410339,2025-02-05
3.59999990463257,3.59999990463257,3.59999990463257,3.59999990463257,14,3.45959997177124,2025-02-06
3.59999990463257,3.59999990463257,3.59999990463257,3.59999990463257,0,3.45959997177124,2025-02-07
3.49000000953674,3.49000000953674,3.47000002861023,3.47000002861023,745,3.3346700668335,2025-02-10
3.5,3.59999990463257,3.5,3.59999990463257,1505,3.45959997177124,2025-02-11
3.50999999046326,3.50999999046326,3.50999999046326,3.50999999046326,150,3.37311005592346,2025-02-12
3.5699999332428,3.75999999046326,3.5,3.63000011444092,10067,3.48843026161194,2025-02-13
3.54999995231628,3.5699999332428,3.51999998092651,3.5699999332428,3489,3.43076992034912,2025-02-14
3.50999999046326,3.50999999046326,3.5,3.50999999046326,5100,3.37311005592346,2025-02-17
3.55999994277954,3.64000010490417,3.5,3.50999999046326,7100,3.37311005592346,2025-02-18
3.49000000953674,3.49000000953674,3.49000000953674,3.49000000953674,150,3.35389018058777,2025-02-19
3.51999998092651,3.51999998092651,3.45000004768372,3.5,2072,3.36350011825562,2025-02-20
3.52999997138977,3.54999995231628,3.52999997138977,3.54999995231628,500,3.41155004501343,2025-02-21
3.54999995231628,3.54999995231628,3.54999995231628,3.54999995231628,0,3.41155004501343,2025-02-24
3.5,3.5,3.5,3.5,200,3.36350011825562,2025-02-25
3.51999998092651,3.51999998092651,3.51999998092651,3.51999998092651,500,3.38271999359131,2025-02-26
3.51999998092651,3.51999998092651,3.51999998092651,3.51999998092651,0,3.38271999359131,2025-02-27
3.40000009536743,3.41000008583069,3.3199999332428,3.41000008583069,7288,3.27701020240784,2025-02-28
3.46000003814697,3.46000003814697,3.40000009536743,3.40000009536743,1509,3.26740026473999,2025-03-03
3.29999995231628,3.34999990463257,3.29999995231628,3.34999990463257,1150,3.2193500995636,2025-03-04
3.34999990463257,3.34999990463257,3.34999990463257,3.34999990463257,0,3.2193500995636,2025-03-05
3.28999996185303,3.38000011444092,3.28999996185303,3.36999988555908,3084,3.23856997489929,2025-03-06
3.36999988555908,3.36999988555908,3.36999988555908,3.36999988555908,0,3.23856997489929,2025-03-07
3.38000011444092,3.38000011444092,3.25,3.34999990463257,2150,3.2193500995636,2025-03-10
3.11999988555908,3.1800000667572,3.08999991416931,3.08999991416931,5250,2.96949005126953,2025-03-11
2.94000005722046,3.20000004768372,2.89000010490417,2.94000005722046,42058,2.82534003257751,2025-03-12
2.94000005722046,3.0699999332428,2.94000005722046,3.03999996185303,6445,2.92144012451172,2025-03-13
3.07999992370605,3.16000008583069,3.07999992370605,3.09999990463257,2351,2.97909998893738,2025-03-14
3.09999990463257,3.09999990463257,3.09999990463257,3.09999990463257,0,2.97909998893738,2025-03-17
3.20000004768372,3.3199999332428,3.20000004768372,3.28999996185303,680,3.16168999671936,2025-03-18
3.3199999332428,3.3199999332428,3.3199999332428,3.3199999332428,1000,3.19052004814148,2025-03-19
3.36999988555908,3.36999988555908,3.36999988555908,3.36999988555908,2,3.23856997489929,2025-03-20
3.25,3.33999991416931,3.25,3.25,3991,3.12325000762939,2025-03-21
3.17000007629395,3.17000007629395,3.10999989509583,3.10999989509583,253,2.98870992660522,2025-03-24
3.20000004768372,3.20000004768372,3.20000004768372,3.20000004768372,500,3.07520008087158,2025-03-25
3.25,3.25,3.25,3.25,2500,3.12325000762939,2025-03-26
3.25,3.25,3.25,3.25,0,3.12325000762939,2025-03-27
3.29999995231628,3.36999988555908,3.20000004768372,3.27999997138977,29688,3.15208005905151,2025-03-28
3.32999992370605,3.32999992370605,3.23000001907349,3.23000001907349,1419,3.1040301322937,2025-03-31
3.23000001907349,3.23000001907349,3.23000001907349,3.23000001907349,0,3.1040301322937,2025-04-01
3.16000008583069,3.16000008583069,3.16000008583069,3.16000008583069,118,3.03676009178162,2025-04-02
3.33999991416931,3.33999991416931,3.15000009536743,3.15000009536743,7792,3.02715015411377,2025-04-03
2.86999988555908,2.86999988555908,2.5,2.5,55238,2.40250015258789,2025-04-04
2.5,2.59999990463257,2.3199999332428,2.4300000667572,8850,2.33523011207581,2025-04-07
2.50999999046326,2.57999992370605,2.36999988555908,2.44000005722046,19153,2.34484004974365,2025-04-08
2.3199999332428,2.5,2.28999996185303,2.4300000667572,10086,2.33523011207581,2025-04-09
2.59999990463257,2.67000007629395,2.47000002861023,2.52999997138977,21199,2.43132996559143,2025-04-10
2.50999999046326,2.5699999332428,2.5,2.5699999332428,36080,2.4697699546814,2025-04-11
2.54999995231628,2.59999990463257,2.5,2.57999992370605,21703,2.47937989234924,2025-04-14
2.54999995231628,2.5699999332428,2.51999998092651,2.54999995231628,1605,2.4505500793457,2025-04-15
2.50999999046326,2.57999992370605,2.5,2.57999992370605,8700,2.47937989234924,2025-04-16
2.57999992370605,2.57999992370605,2.54999995231628,2.54999995231628,3962,2.4505500793457,2025-04-17
2.69000005722046,2.69000005722046,2.54999995231628,2.58999991416931,5877,2.48899006843567,2025-04-22
2.57999992370605,2.58999991416931,2.51999998092651,2.53999996185303,2690,2.44094014167786,2025-04-23
2.54999995231628,2.57999992370605,2.50999999046326,2.57999992370605,4100,2.47937989234924,2025-04-24
2.59999990463257,2.59999990463257,2.54999995231628,2.58999991416931,673,2.48899006843567,2025-04-25
2.52999997138977,2.65000009536743,2.45000004768372,2.65000009536743,12935,2.54665017127991,2025-04-28
2.54999995231628,2.61999988555908,2.53999996185303,2.54999995231628,15979,2.4505500793457,2025-04-29
2.50999999046326,2.51999998092651,2.5,2.5,3500,2.40250015258789,2025-04-30
2.5,2.55999994277954,2.45000004768372,2.48000001907349,18278,2.38328003883362,2025-05-02
2.47000002861023,2.5,2.45000004768372,2.5,2135,2.40250015258789,2025-05-05
2.5,2.55999994277954,2.5,2.55999994277954,1243,2.46016001701355,2025-05-06
2.50999999046326,2.53999996185303,2.46000003814697,2.50999999046326,5963,2.41211009025574,2025-05-07
2.50999999046326,2.59999990463257,2.50999999046326,2.55999994277954,5268,2.46016001701355,2025-05-08
2.54999995231628,2.61999988555908,2.54999995231628,2.61999988555908,2534,2.51781988143921,2025-05-09
2.55999994277954,2.67000007629395,2.51999998092651,2.60999989509583,27401,2.50820994377136,2025-05-12
2.52999997138977,2.60999989509583,2.5,2.58999991416931,7080,2.48899006843567,2025-05-13
2.67000007629395,2.67000007629395,2.50999999046326,2.60999989509583,9052,2.50820994377136,2025-05-14
2.53999996185303,2.5699999332428,2.5,2.5,17300,2.40250015258789,2025-05-15
2.53999996185303,2.58999991416931,2.5,2.58999991416931,6624,2.48899006843567,2025-05-16
2.55999994277954,2.5699999332428,2.55999994277954,2.5699999332428,2740,2.4697699546814,2025-05-19
2.54999995231628,2.69000005722046,2.54999995231628,2.6800000667572,6400,2.57548022270203,2025-05-20
2.69000005722046,2.75,2.60999989509583,2.6800000667572,14410,2.57548022270203,2025-05-21
2.6800000667572,2.70000004768372,2.6800000667572,2.6800000667572,1640,2.57548022270203,2025-05-22
2.70000004768372,2.70000004768372,2.63000011444092,2.63000011444092,2655,2.52743005752563,2025-05-23
2.58999991416931,2.75999999046326,2.58999991416931,2.70000004768372,7027,2.59470009803772,2025-05-26
2.69000005722046,2.70000004768372,2.63000011444092,2.66000008583069,6700,2.55626010894775,2025-05-27
2.66000008583069,2.6800000667572,2.65000009536743,2.6800000667572,3351,2.57548022270203,2025-05-28
2.67000007629395,2.70000004768372,2.64000010490417,2.70000004768372,3734,2.59470009803772,2025-05-29
2.70000004768372,2.72000002861023,2.66000008583069,2.6800000667572,21450,2.57548022270203,2025-05-30
2.61999988555908,2.67000007629395,2.60999989509583,2.64000010490417,2862,2.53704023361206,2025-06-02
2.66000008583069,2.66000008583069,2.61999988555908,2.61999988555908,3675,2.51781988143921,2025-06-03
2.59999990463257,2.71000003814697,2.58999991416931,2.69000005722046,86723,2.58509016036987,2025-06-04
2.73000001907349,2.75,2.59999990463257,2.65000009536743,33608,2.54665017127991,2025-06-05
2.64000010490417,2.66000008583069,2.60999989509583,2.65000009536743,12363,2.54665017127991,2025-06-06
2.65000009536743,2.70000004768372,2.59999990463257,2.59999990463257,31427,2.49860000610352,2025-06-09
2.61999988555908,2.61999988555908,2.52999997138977,2.61999988555908,13895,2.51781988143921,2025-06-10
2.67000007629395,2.67000007629395,2.5699999332428,2.59999990463257,1870,2.49860000610352,2025-06-11
2.59999990463257,2.63000011444092,2.59999990463257,2.63000011444092,12880,2.52743005752563,2025-06-12
2.63000011444092,2.63000011444092,2.63000011444092,2.63000011444092,0,2.52743005752563,2025-06-13
2.61999988555908,2.63000011444092,2.59999990463257,2.63000011444092,10630,2.52743005752563,2025-06-16
2.63000011444092,2.63000011444092,2.63000011444092,2.63000011444092,20,2.52743005752563,2025-06-17
2.63000011444092,2.63000011444092,2.63000011444092,2.63000011444092,7295,2.52743005752563,2025-06-18
2.63000011444092,2.67000007629395,2.63000011444092,2.64000010490417,3260,2.53704023361206,2025-06-19
2.66000008583069,2.73000001907349,2.66000008583069,2.71000003814697,14389,2.60431003570557,2025-06-20
2.71000003814697,2.74000000953674,2.67000007629395,2.67000007629395,18838,2.5658700466156,2025-06-23
2.65000009536743,2.71000003814697,2.65000009536743,2.70000004768372,8104,2.59470009803772,2025-06-24
2.72000002861023,2.72000002861023,2.64000010490417,2.69000005722046,13466,2.58509016036987,2025-06-25
2.73000001907349,2.73000001907349,2.71000003814697,2.71000003814697,450,2.60431003570557,2025-06-26
2.73000001907349,2.73000001907349,2.72000002861023,2.72000002861023,2950,2.61392021179199,2025-06-27
2.66000008583069,2.73000001907349,2.66000008583069,2.70000004768372,11707,2.59470009803772,2025-06-30
2.72000002861023,2.73000001907349,2.70000004768372,2.72000002861023,6595,2.61392021179199,2025-07-01
2.72000002861023,2.84999990463257,2.72000002861023,2.84999990463257,11862,2.73884987831116,2025-07-02
2.84999990463257,2.85999989509583,2.78999996185303,2.82999992370605,10224,2.71963000297546,2025-07-03
2.90000009536743,2.99000000953674,2.82999992370605,2.90000009536743,34830,2.78690028190613,2025-07-04
2.74000000953674,2.92000007629395,2.69000005722046,2.92000007629395,19278,2.92000007629395,2025-07-07
2.88000011444092,2.92000007629395,2.78999996185303,2.92000007629395,6600,2.92000007629395,2025-07-08
2.79999995231628,2.86999988555908,2.70000004768372,2.86999988555908,15031,2.86999988555908,2025-07-09
2.75999999046326,2.75999999046326,2.75999999046326,2.75999999046326,58,2.75999999046326,2025-07-10
2.88000011444092,2.88000011444092,2.84999990463257,2.84999990463257,687,2.84999990463257,2025-07-11
2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,1700,2.82999992370605,2025-07-14
2.8199999332428,2.82999992370605,2.8199999332428,2.82999992370605,7000,2.82999992370605,2025-07-15
2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,0,2.82999992370605,2025-07-16
2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,0,2.82999992370605,2025-07-17
2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,0,2.82999992370605,2025-07-18
2.88000011444092,2.90000009536743,2.83999991416931,2.83999991416931,16500,2.83999991416931,2025-07-21
2.88000011444092,2.88000011444092,2.88000011444092,2.88000011444092,1156,2.88000011444092,2025-07-22
2.88000011444092,2.88000011444092,2.88000011444092,2.88000011444092,0,2.88000011444092,2025-07-23
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,200,2.90000009536743,2025-07-24
2.80999994277954,2.80999994277954,2.80999994277954,2.80999994277954,600,2.80999994277954,2025-07-25
2.89000010490417,2.90000009536743,2.89000010490417,2.90000009536743,15044,2.90000009536743,2025-07-28
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,0,2.90000009536743,2025-07-29
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,25,2.90000009536743,2025-07-30
2.8199999332428,2.90000009536743,2.79999995231628,2.82999992370605,4992,2.82999992370605,2025-07-31
2.82999992370605,2.86999988555908,2.8199999332428,2.86999988555908,2500,2.86999988555908,2025-08-01
2.86999988555908,2.86999988555908,2.86999988555908,2.86999988555908,0,2.86999988555908,2025-08-04
2.80999994277954,2.89000010490417,2.66000008583069,2.89000010490417,47664,2.89000010490417,2025-08-05
2.88000011444092,2.90000009536743,2.85999989509583,2.89000010490417,11554,2.89000010490417,2025-08-06
2.8199999332428,2.8199999332428,2.8199999332428,2.8199999332428,4150,2.8199999332428,2025-08-07
2.86999988555908,2.89000010490417,2.86999988555908,2.89000010490417,2500,2.89000010490417,2025-08-08
2.88000011444092,2.90000009536743,2.88000011444092,2.90000009536743,1640,2.90000009536743,2025-08-11
2.82999992370605,2.82999992370605,2.82999992370605,2.82999992370605,180,2.82999992370605,2025-08-12
2.90000009536743,2.90000009536743,2.89000010490417,2.90000009536743,7220,2.90000009536743,2025-08-13
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,400,2.90000009536743,2025-08-14
2.89000010490417,2.90000009536743,2.8199999332428,2.90000009536743,2022,2.90000009536743,2025-08-18
2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,100,2.90000009536743,2025-08-19
2.95000004768372,2.95000004768372,2.86999988555908,2.92000007629395,1760,2.92000007629395,2025-08-20
2.9300000667572,3.04999995231628,2.9300000667572,2.94000005722046,8617,2.94000005722046,2025-08-21
2.94000005722046,2.94000005722046,2.94000005722046,2.94000005722046,0,2.94000005722046,2025-08-22
3.02999997138977,3.03999996185303,2.94000005722046,2.96000003814697,5531,2.96000003814697,2025-08-25
3.03999996185303,3.30999994277954,3,3.05999994277954,9769,3.05999994277954,2025-08-26
3.26999998092651,3.26999998092651,3.02999997138977,3.0699999332428,6339,3.0699999332428,2025-08-27
3.04999995231628,3.04999995231628,3.03999996185303,3.03999996185303,4421,3.03999996185303,2025-08-28
3.16000008583069,3.16000008583069,3.01999998092651,3.01999998092651,3941,3.01999998092651,2025-08-29
3.17000007629395,3.17000007629395,3.04999995231628,3.08999991416931,5132,3.08999991416931,2025-09-01
3.04999995231628,3.10999989509583,2.65000009536743,2.69000005722046,119249,2.69000005722046,2025-09-02
2.66000008583069,2.66000008583069,2.30999994277954,2.30999994277954,244378,2.30999994277954,2025-09-03
2.30999994277954,2.35999989509583,2.13000011444092,2.1800000667572,81889,2.1800000667572,2025-09-04
2.19000005722046,2.36999988555908,2.1800000667572,2.27999997138977,59183,2.27999997138977,2025-09-05
2.38000011444092,2.38000011444092,2.22000002861023,2.26999998092651,21920,2.26999998092651,2025-09-08
2.28999996185303,2.35999989509583,2.20000004768372,2.26999998092651,15065,2.26999998092651,2025-09-09
2.28999996185303,2.36999988555908,2.28999996185303,2.33999991416931,28073,2.33999991416931,2025-09-10
2.30999994277954,2.35999989509583,2.27999997138977,2.34999990463257,1450,2.34999990463257,2025-09-11
