"IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted","Date"
129.063095092773,129.942642211914,128.843215942383,129.464630126953,3293436,100.565185546875,2020-01-02
127.695983886719,128.929260253906,127.686424255371,128.43212890625,2482890,99.7631530761719,2020-01-03
127.552581787109,128.336517333984,127.342254638672,128.202682495117,2537073,99.5849075317383,2020-01-06
127.810707092285,129.024856567383,127.533462524414,128.288711547852,3232977,99.6517715454102,2020-01-07
128.594650268555,129.885284423828,128.03059387207,129.359466552734,4545916,100.483497619629,2020-01-08
129.770553588867,130.774383544922,129.359466552734,130.726577758789,3902208,101.545440673828,2020-01-09
130.975143432617,131.806884765625,130.315490722656,130.678771972656,3405148,101.508331298828,2020-01-10
129.521987915039,130.630981445312,129.130020141602,130.592727661133,3693426,101.441467285156,2020-01-13
130.286804199219,131.108993530273,129.588912963867,129.847030639648,3850326,100.862213134766,2020-01-14
130.019119262695,131.988525390625,129.74186706543,130.611862182617,4232011,101.456336975098,2020-01-15
131.281066894531,132.112808227539,130.984710693359,131.912048339844,4519661,102.466300964355,2020-01-16
130.535369873047,132.246658325195,130.172088623047,132.2275390625,5881972,102.711364746094,2020-01-17
131.749526977539,133.221801757812,131.548751831055,133.049713134766,7577329,103.350006103516,2020-01-21
137.017211914062,139.37858581543,136.281066894531,137.562133789062,17228038,106.855155944824,2020-01-22
137.858505249023,138.059280395508,135.898666381836,136.587005615234,5918059,106.097679138184,2020-01-23
137.084136962891,137.5908203125,134.282989501953,134.37858581543,5836889,104.382232666016,2020-01-24
132.4091796875,133.910140991211,132.026763916016,132.523895263672,4358264,102.941566467285,2020-01-27
133.365203857422,134.292541503906,132.648178100586,133.412994384766,3610374,103.632202148438,2020-01-28
133.049713134766,133.441680908203,131.548751831055,131.634796142578,3194275,102.250923156738,2020-01-29
130.745697021484,130.94645690918,129.034423828125,130.755264282227,5290563,101.567726135254,2020-01-30
136.615676879883,137.715103149414,134.59846496582,137.4091796875,19868352,106.736328125,2020-01-31
137.906311035156,140.80305480957,137.571701049805,139.837478637695,9295488,108.622596740723,2020-02-03
141.281066894531,142.810699462891,140.420654296875,142.552581787109,5879566,110.731605529785,2020-02-04
143.604202270508,150.516250610352,143.546844482422,149.455062866211,15048593,116.09334564209,2020-02-05
149.923522949219,151.768646240234,148.585083007812,149.866149902344,8786923,116.412651062012,2020-02-06
147.753341674805,148.699813842773,146.195022583008,146.663482666016,6718876,115.11449432373,2020-02-07
146.242828369141,147.648178100586,144.913955688477,147.638626098633,5480831,115.879859924316,2020-02-10
148.298278808594,148.39387512207,146.013381958008,146.730407714844,4011515,115.1669921875,2020-02-11
146.988525390625,148.757171630859,146.768646240234,148.479919433594,4641939,116.540199279785,2020-02-12
147.581268310547,148.021026611328,146.663482666016,147.523895263672,3996452,115.789825439453,2020-02-13
147.629058837891,147.762908935547,143.183563232422,144.072662353516,6379763,113.080978393555,2020-02-14
143.202682495117,144.722747802734,143.059280395508,144.455062866211,3496778,113.381141662598,2020-02-18
144.875717163086,145.210327148438,143.699813842773,144.225616455078,2858613,113.201034545898,2020-02-19
144.177825927734,144.952194213867,142.934997558594,144.569793701172,3013003,113.471176147461,2020-02-20
144.397705078125,144.397705078125,142.294448852539,143.250473022461,3699597,112.435646057129,2020-02-21
139.110900878906,141.539199829102,138.986618041992,139.990432739258,5703210,109.876892089844,2020-02-24
140.066925048828,140.602294921875,135.047805786133,135.478012084961,6497229,106.335159301758,2020-02-25
136.615676879883,137.724670410156,133.460800170898,133.604202270508,5656663,104.86442565918,2020-02-26
131.20458984375,132.5908203125,127.160614013672,127.256210327148,8808471,99.8819580078125,2020-02-27
124.263862609863,125.325050354004,120.803062438965,124.426383972168,13607832,97.6608581542969,2020-02-28
125,128.527725219727,122.323135375977,128.39387512207,8923844,100.774894714355,2020-03-02
128.565963745117,130.114715576172,122.179733276367,123.23136138916,8259321,96.7228927612305,2020-03-03
125.793502807617,128.374755859375,123.326957702637,128.317398071289,5226234,100.714866638184,2020-03-04
124.76099395752,126.472274780273,122.801147460938,123.85277557373,5696725,97.2106246948242,2020-03-05
121.128105163574,122.686424255371,119.043975830078,122.112808227539,8570192,95.8449630737305,2020-03-06
114.875717163086,117.02677154541,112.122367858887,112.629066467285,11252345,88.4012603759766,2020-03-09
117.380500793457,119.388145446777,110.669212341309,119.282981872559,11935592,93.6238632202148,2020-03-10
115.688339233398,117.189292907715,111.261947631836,112.782028198242,8835039,88.5213470458984,2020-03-11
104.827919006348,104.971321105957,97.7820281982422,98.2887191772461,13088284,77.1456909179688,2020-03-12
103.900573730469,104.359466552734,96.3766708374023,103.202674865723,13077197,81.0025939941406,2020-03-13
93.6902465820312,102.686424255371,90.8221817016602,94.7227554321289,11054128,74.346794128418,2020-03-16
96.1854705810547,102.676864624023,92.8298263549805,101.959846496582,9684182,80.0271148681641,2020-03-17
95.0382385253906,102.227531433105,95.028678894043,98.9961776733398,9176035,77.7009582519531,2020-03-18
97.8298263549805,99.1300201416016,93.9196929931641,95.9273452758789,8782739,75.2922821044922,2020-03-19
96.4818344116211,96.5487594604492,90.5449295043945,91.1950302124023,11031639,71.5779418945312,2020-03-20
90.4397735595703,93.4416809082031,86.5774383544922,90.602294921875,10176952,71.1127014160156,2020-03-23
95.5927352905273,101.376670837402,94.8948364257812,100.841300964355,8340699,79.1491928100586,2020-03-24
100.841300964355,107.533462524414,98.3078384399414,101.195030212402,9052084,79.4268341064453,2020-03-25
102.20841217041,108.17399597168,100.927345275879,107.925430297852,7482561,84.7094345092773,2020-03-26
103.804969787598,106.596557617188,102.915870666504,103.279159545898,6718458,81.0626373291016,2020-03-27
103.336517333984,108.470359802246,103.068832397461,107.963668823242,5820467,84.7394561767578,2020-03-30
107.074569702148,108.804969787598,105.325050354004,106.051628112793,6635092,83.2387084960938,2020-03-31
101.682601928711,105.086044311523,99.9235153198242,100.516250610352,6394093,78.8940582275391,2020-04-01
100.736137390137,105.468452453613,100.516250610352,105.162521362305,6619820,82.5408554077148,2020-04-02
104.130020141602,105.229446411133,100.305923461914,101.663482666016,4747585,79.7945098876953,2020-04-03
105.497131347656,110.544929504395,105.286804199219,109.770553588867,7357773,86.1576385498047,2020-04-06
113.575523376465,114.311660766602,109.818359375,109.885276794434,5852684,86.247688293457,2020-04-07
111.195030212402,114.684509277344,110.009559631348,114.043975830078,5395896,89.5118026733398,2020-04-08
115.181640625,117.514343261719,114.885276794434,116.156791687012,5832705,91.1701507568359,2020-04-09
116.281074523926,116.44359588623,112.848945617676,115.82218170166,5355206,90.9075164794922,2020-04-13
118.03059387207,119.674949645996,117.227531433105,118.460800170898,5322780,92.9785232543945,2020-04-14
113.881454467773,114.904396057129,111.62523651123,113.470359802246,5896616,89.0615844726562,2020-04-15
113.776290893555,114.483749389648,109.388145446777,110.640533447266,6754650,86.8404922485352,2020-04-16
114.053535461426,115.095603942871,112.734222412109,114.837478637695,5194436,90.1346206665039,2020-04-17
113.910133361816,117.456977844238,112.944549560547,115.114723205566,8558058,90.3522338867188,2020-04-20
108.986618041992,111.998085021973,107.131927490234,111.62523651123,15009054,87.6133728027344,2020-04-21
114.598472595215,115.038238525391,112.380500793457,114.063095092773,7412479,89.5268173217773,2020-04-22
114.311660766602,117.619499206543,113.881454467773,116.013381958008,7198154,91.0575942993164,2020-04-23
117.02677154541,119.502868652344,115.449333190918,119.23518371582,5215251,93.5863418579102,2020-04-24
120.038238525391,121.40535736084,119.952201843262,120.38240814209,5150295,94.4867858886719,2020-04-27
122.399620056152,122.562141418457,119.866157531738,120.717018127441,4997893,94.7494201660156,2020-04-28
123.21223449707,123.623329162598,121.921607971191,123.03059387207,5499450,96.5653076171875,2020-04-29
120.956024169922,121.673042297363,119.713195800781,120.038238525391,6941047,94.2166366577148,2020-04-30
117.772468566895,118.040153503418,116.051628112793,116.510513305664,5152073,91.4477691650391,2020-05-01
115.506690979004,116.606117248535,114.139579772949,116.328872680664,4202723,91.3052062988281,2020-05-04
117.963668823242,118.85277557373,117.084129333496,117.189292907715,4078772,91.9805297851562,2020-05-05
117.820266723633,118.59464263916,117.02677154541,117.753349304199,4042372,92.4232482910156,2020-05-06
117.571701049805,117.839385986328,115.535369873047,115.898658752441,4615580,92.1875076293945,2020-05-07
117.275337219238,117.810707092285,115.736137390137,117.581260681152,5232615,93.5258941650391,2020-05-08
116.453155517578,118.021034240723,115.363288879395,117.198852539062,3697924,93.2217102050781,2020-05-11
117.600379943848,118.85277557373,114.971321105957,114.971321105957,5004587,91.4499053955078,2020-05-12
114.674949645996,114.713195800781,109.79923248291,110.640533447266,6153409,88.005126953125,2020-05-13
109.531547546387,111.940727233887,106.892921447754,111.806884765625,5501332,88.9328689575195,2020-05-14
110.831741333008,112.227531433105,110.181640625,111.835563659668,5006470,88.9556655883789,2020-05-15
114.608032226562,116.978965759277,114.483749389648,116.214149475098,4399162,92.4384613037109,2020-05-18
115.860420227051,116.797325134277,114.856597900391,115,3390191,91.4727325439453,2020-05-19
115.611854553223,117.084129333496,115.296363830566,116.042068481445,4017372,92.3015975952148,2020-05-20
115.669212341309,116.367111206055,113.738052368164,113.881454467773,4184941,90.5830078125,2020-05-21
114.120460510254,114.216064453125,112.418739318848,113.183555603027,4373117,90.0278854370117,2020-05-22
