"IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted","Date"
115.96558380127,117.227531433105,115.688339233398,116.40535736084,5720888,92.5905532836914,2020-05-26
118.489486694336,120.296363830566,118.040153503418,120.019119262695,5990965,95.4649887084961,2020-05-27
121.290634155273,121.38623046875,118.757171630859,119.053535461426,4095404,94.6969528198242,2020-05-28
118.23136138916,119.627151489258,116.864242553711,119.407264709473,8294675,94.9783248901367,2020-05-29
119.158699035645,120.219886779785,118.575523376465,119.397705078125,3003798,94.9707107543945,2020-06-01
120.143402099609,120.458892822266,119.17781829834,120.458892822266,3115093,95.8147964477539,2020-06-02
121.558319091797,123.900573730469,121.414916992188,123.37476348877,4097914,98.1341323852539,2020-06-03
122.160614013672,123.279159545898,121.434036254883,123.221794128418,4042581,98.0124588012695,2020-06-04
128.001907348633,128.326965332031,125.956024169922,126.252388000488,6163764,100.423011779785,2020-06-05
126.453155517578,129.904403686523,126.453155517578,129.780120849609,5617543,103.229019165039,2020-06-08
127.64818572998,127.724662780762,125.258125305176,126.070747375488,5641706,100.27855682373,2020-06-09
126.338432312012,126.414916992188,124.091781616211,124.158699035645,4952601,98.7576751708984,2020-06-10
120.487571716309,120.554496765137,112.657745361328,112.820266723633,12304726,89.7389297485352,2020-06-11
115.917785644531,117.705543518066,114.03441619873,116.548759460449,6506434,92.7046051025391,2020-06-12
113.948371887207,116.988525390625,113.087951660156,116.300193786621,5385959,92.5068969726562,2020-06-15
119.502868652344,121.892921447754,117.743789672852,119.646270751953,5864608,95.1684188842773,2020-06-16
120.296363830566,120.697898864746,117.97322845459,118.690246582031,3302013,94.4079742431641,2020-06-17
117.5908203125,118.929252624512,116.950286865234,118.699806213379,2997208,94.4155960083008,2020-06-18
120.62141418457,121.242828369141,116.873802185059,117.084129333496,8471554,93.1304550170898,2020-06-19
116.749519348145,117.112808227539,115.229446411133,115.745697021484,4993081,92.0658493041992,2020-06-22
116.644355773926,117.495216369629,113.986618041992,114.158699035645,6937700,90.8035354614258,2020-06-23
113.116638183594,113.116638183594,110.783935546875,111.300193786621,7061546,88.5298385620117,2020-06-24
111.62523651123,113.967498779297,110.994262695312,113.79541015625,6412608,90.5145721435547,2020-06-25
113.059272766113,113.757171630859,111.14722442627,112.036331176758,11244605,89.1153564453125,2020-06-26
112.79158782959,114.512428283691,112.20841217041,114.483749389648,4350837,91.0620727539062,2020-06-29
113.948371887207,115.869979858398,113.766731262207,115.458892822266,4099797,91.8377075195312,2020-06-30
114.980880737305,115.898658752441,113.164436340332,113.326957702637,4869967,90.141960144043,2020-07-01
114.426383972168,116.080307006836,114.015296936035,114.435943603516,3919362,91.024040222168,2020-07-02
115.917785644531,116.491394042969,114.206497192383,114.904396057129,4231488,91.3966751098633,2020-07-06
113.766731262207,114.254302978516,112.17017364502,112.4091796875,4474893,89.4119262695312,2020-07-07
112.868072509766,113.422561645508,111.357551574707,112.533462524414,5431669,89.5107803344727,2020-07-08
112.810707092285,112.810707092285,110.133842468262,110.62141418457,4982098,87.9899139404297,2020-07-09
110.42064666748,113.355644226074,110.219886779785,113.145317077637,4482842,89.9974670410156,2020-07-10
114.512428283691,115.669212341309,113.441680908203,113.957931518555,4864632,90.6438446044922,2020-07-13
113.403442382812,115.573616027832,112.734222412109,115.296363830566,4742982,91.7084426879883,2020-07-14
117.017204284668,118.508605957031,116.778205871582,117.5908203125,4679176,93.5335006713867,2020-07-15
117.284896850586,119.005737304688,116.78776550293,118.55640411377,4530121,94.3015213012695,2020-07-16
118.919692993164,120.105163574219,117.782028198242,119.608032226562,4167892,95.1380004882812,2020-07-17
120.525810241699,121.481834411621,119.636711120605,120.812622070312,10384374,96.0961608886719,2020-07-20
125.391967773438,126.357551574707,120.267684936523,120.516250610352,16063004,95.8604431152344,2020-07-21
120.363288879395,123.776290893555,120.267684936523,123.011474609375,8572388,97.8451538085938,2020-07-22
123.422561645508,123.680686950684,121.558319091797,121.730400085449,4414225,96.8261795043945,2020-07-23
120.917785644531,122.036331176758,119.980880737305,120.258125305176,3693531,95.6550903320312,2020-07-24
119.369026184082,120.76481628418,119.225624084473,120.659652709961,3905136,95.974479675293,2020-07-27
120.286804199219,120.783935546875,118.690246582031,118.99617767334,4370397,94.6513442993164,2020-07-28
119.082214355469,120.449333190918,118.61376953125,119.808792114258,2963109,95.2976913452148,2020-07-29
118.269599914551,118.451240539551,116.290634155273,117.495216369629,4171553,93.4574432373047,2020-07-30
117.313575744629,117.581260681152,115.76481628418,117.533462524414,5519847,93.4878616333008,2020-07-31
118.068832397461,118.938812255859,116.778205871582,118.843208312988,3688301,94.5296630859375,2020-08-03
118.37476348877,120.325050354004,118.37476348877,120.305923461914,3625541,95.6931304931641,2020-08-04
121.156791687012,121.175910949707,119.130020141602,119.933074951172,3786102,95.3965377807617,2020-08-05
119.502868652344,120.707458496094,119.502868652344,120.573616027832,3574287,95.9060440063477,2020-08-06
118.068832397461,119.569793701172,117.79158782959,119.464630126953,3818946,96.2681350708008,2020-08-07
119.904396057129,121.644355773926,119.674949645996,121.520072937012,4150842,97.9244689941406,2020-08-10
123.097511291504,124.732315063477,121.042068481445,121.175910949707,5231255,97.6471328735352,2020-08-11
121.998085021973,122.17017364502,120.344169616699,121.128105163574,3692066,97.6086044311523,2020-08-12
120.42064666748,120.831741333008,119.282981872559,119.531547546387,3317180,96.3220596313477,2020-08-13
118.738052368164,120.038238525391,118.460800170898,119.76099395752,3099716,96.506950378418,2020-08-14
119.741874694824,120.066925048828,118.938812255859,118.967498779297,3514665,95.8675231933594,2020-08-17
119.502868652344,119.980880737305,118.776290893555,119.426383972168,3014990,96.2373123168945,2020-08-18
119.340347290039,119.980880737305,118.068832397461,118.393882751465,3916119,95.4052810668945,2020-08-19
117.782028198242,118.585083007812,117.4091796875,117.734222412109,2679015,94.8736953735352,2020-08-20
117.600379943848,118.049713134766,116.931167602539,117.743789672852,3540815,94.8814239501953,2020-08-21
118.346076965332,120.516250610352,117.934989929199,120.152961730957,4258057,96.8228225708008,2020-08-24
120.458892822266,121.242828369141,119.015296936035,119.158699035645,3114674,96.0215911865234,2020-08-25
119.455070495605,119.61759185791,118.499046325684,118.709365844727,3544162,95.6595153808594,2020-08-26
119.120460510254,119.598472595215,118.527725219727,119.168258666992,3580144,96.029296875,2020-08-27
119.464630126953,119.789672851562,118.757171630859,119.569793701172,3242182,96.3528747558594,2020-08-28
119.741874694824,119.741874694824,117.619499206543,117.887191772461,5049983,94.9969787597656,2020-08-31
117.447418212891,118.499046325684,116.778205871582,117.97322845459,3300444,95.0663223266602,2020-09-01
118.279159545898,123.040153503418,118.145317077637,122.543022155762,6895650,98.7487869262695,2020-09-02
122.552581787109,124.23518371582,118.21223449707,118.977058410645,5979773,95.8752288818359,2020-09-03
118.881454467773,119.837478637695,115.908218383789,116.921607971191,6295037,94.2188873291016,2020-09-04
116.78776550293,117.466537475586,115.401527404785,115.879539489746,5449974,93.3791656494141,2020-09-08
116.759078979492,118.260040283203,115.956024169922,116.883361816406,3944152,94.1880798339844,2020-09-09
117.141494750977,118.145317077637,114.952201843262,115.258125305176,4161406,92.8784103393555,2020-09-10
116.051628112793,117.304016113281,115.42064666748,116.118545532227,3711313,93.5717697143555,2020-09-11
116.978965759277,117.954109191895,116.40535736084,116.720840454102,3809009,94.0571060180664,2020-09-14
117.418739318848,117.97322845459,116.864242553711,117.055450439453,3049299,94.3267364501953,2020-09-15
117.313575744629,120.286804199219,117.313575744629,118.757171630859,3962666,95.6980514526367,2020-09-16
117.227531433105,120.028678894043,116.606117248535,119.426383972168,3317180,96.2373123168945,2020-09-17
118.79541015625,119.426383972168,117.256210327148,117.361373901367,5639614,94.5732574462891,2020-09-18
115.181640625,115.391967773438,113.365203857422,114.961761474609,5555724,92.6395874023438,2020-09-21
115.038238525391,116.108985900879,114.273422241211,115.210327148438,3093859,92.8398895263672,2020-09-22
115.487571716309,116.242828369141,113.221794128418,113.604209899902,4120612,91.5456390380859,2020-09-23
112.906311035156,114.263862609863,111.357551574707,112.896751403809,3709325,90.9755477905273,2020-09-24
112.428298950195,114.158699035645,111.797325134277,113.718925476074,3089570,91.6380767822266,2020-09-25
115.267684936523,116.950286865234,115.114723205566,116.376670837402,3670623,93.7797698974609,2020-09-28
116.070747375488,116.816444396973,114.923515319824,115.62141418457,2203504,93.171142578125,2020-09-29
116.042068481445,117.504783630371,115.487571716309,116.319313049316,3411111,93.7335357666016,2020-09-30
116.978965759277,117.877632141113,115.066925048828,115.76481628418,3359438,93.2867126464844,2020-10-01
113.804969787598,116.395790100098,113.59464263916,115.267684936523,3059759,92.8861083984375,2020-10-02
116.481834411621,117.35181427002,115.726577758789,116.644355773926,3190823,93.9954681396484,2020-10-05
117.189292907715,119.340347290039,116.242828369141,116.606117248535,4050426,93.9646606445312,2020-10-06
117.275337219238,118.919692993164,116.940727233887,118.61376953125,2944908,95.5824966430664,2020-10-07
125.105163574219,129.541107177734,124.063095092773,125.707458496094,26452189,101.298782348633,2020-10-08
126.195030212402,126.195030212402,121.988525390625,122.17017364502,8737970,98.4483413696289,2020-10-09
122.437858581543,122.609939575195,120.879539489746,121.615676879883,4848315,98.0015106201172,2020-10-12
121.00382232666,121.558319091797,118.986618041992,119.598472595215,5654781,96.3759841918945,2020-10-13
119.627151489258,121.357551574707,119.627151489258,120.401527404785,3899593,97.0231170654297,2020-10-14
118.623329162598,119.713195800781,118.403442382812,119.397705078125,3541024,96.2142105102539,2020-10-15
119.665390014648,120.869979858398,119.17781829834,120.391967773438,4927078,97.0154037475586,2020-10-16
121.223709106445,121.749519348145,119.57935333252,120,7822720,96.6995544433594,2020-10-19
114.531547546387,114.866157531738,111.701721191406,112.20841217041,22490151,90.4208526611328,2020-10-20
111.529640197754,112.514343261719,109.741874694824,110,10204044,88.641242980957,2020-10-21
109.942642211914,110.956024169922,108.011474609375,110.669212341309,8217167,89.180534362793,2020-10-22
111.376670837402,111.491394042969,110.449333190918,110.898658752441,4072496,89.3654174804688,2020-10-23
109.41682434082,109.847038269043,106.921607971191,107.284896850586,7534756,86.4533538818359,2020-10-26
107.217971801758,107.284896850586,105.191207885742,105.697898864746,6209161,85.1744918823242,2020-10-27
103.881454467773,104.904396057129,101.261947631836,101.959846496582,9860956,82.1622543334961,2020-10-28
102.533462524414,104.818359375,101.864242553711,104.120460510254,7071169,83.9033432006836,2020-10-29
103.154876708984,106.883361816406,103.011474609375,106.749519348145,8285889,86.0219116210938,2020-10-30
107.695983886719,108.824089050293,107.313575744629,107.944549560547,5555829,86.9849166870117,2020-11-02
108.986618041992,110.564056396484,108.632888793945,109.139579772949,4397698,87.947883605957,2020-11-03
107.390060424805,108.900573730469,106.271507263184,106.978965759277,6066905,86.2068176269531,2020-11-04
108.317398071289,110.219886779785,108.040153503418,109.722755432129,5127701,88.4178466796875,2020-11-05
110.019119262695,110.038238525391,108.403442382812,109.024856567383,5490663,87.8554458618164,2020-11-06
112.695983886719,114.474189758301,110.20076751709,110.449333190918,9405841,90.2939376831055,2020-11-09
111.558319091797,112.97322845459,111.137664794922,112.724662780762,5881449,92.1540451049805,2020-11-10
112.925430297852,113.145317077637,111.108985900879,112.045890808105,4486922,91.5991516113281,2020-11-11
110.544929504395,111.252388000488,108.489486694336,109.464630126953,6797117,89.4889144897461,2020-11-12
110.124282836914,112.20841217041,109.952201843262,111.711280822754,4898000,91.3255920410156,2020-11-13
113.097511291504,113.336517333984,111.96940612793,113.154876708984,5536896,92.5057525634766,2020-11-16
112.428298950195,113.326957702637,111.921607971191,112.523902893066,4324687,91.9899291992188,2020-11-17
112.543022155762,113.652008056641,111.615676879883,111.634796142578,4818713,91.263053894043,2020-11-18
111.414916992188,112.284896850586,110.793502807617,112.02677154541,3597822,91.58349609375,2020-11-19
112.428298950195,112.848945617676,111.558319091797,111.797325134277,5255418,91.3959197998047,2020-11-20
112.265777587891,115.219886779785,112.112808227539,114.808792114258,5910318,93.8578643798828,2020-11-23
115.544929504395,119.244743347168,115.497131347656,118.948371887207,8109115,97.2420196533203,2020-11-24
117.523902893066,118.862335205078,116.739959716797,118.738052368164,4326151,97.0700759887695,2020-11-25
118.738052368164,119.79923248291,118.460800170898,118.881454467773,2187395,97.1873016357422,2020-11-27
118.642448425293,119.502868652344,117.676864624023,118.087951660156,6263448,96.5386352539062,2020-11-30
118.451240539551,120.296363830566,117.667304992676,117.743789672852,5553319,96.2572479248047,2020-12-01
117.447418212891,119.158699035645,117.02677154541,119.139579772949,3860472,97.3983383178711,2020-12-02
118.699806213379,119.369026184082,117.868072509766,118.17399597168,4757417,96.6089477539062,2020-12-03
118.518165588379,121.778205871582,118.202674865723,121.606117248535,5776849,99.4147644042969,2020-12-04
120.927345275879,121.38623046875,119.091781616211,119.216064453125,8701151,97.4608688354492,2020-12-07
119.808792114258,120.774375915527,119.158699035645,120.181640625,5643170,98.2502365112305,2020-12-08
120.267684936523,122.074569702148,120.172080993652,121.214149475098,6813121,99.0943450927734,2020-12-09
120.793502807617,121.347991943359,119.445503234863,119.464630126953,5024147,97.6640701293945,2020-12-10
118.623329162598,119.990440368652,118.17399597168,118.804969787598,4687544,97.1247940063477,2020-12-11
119.808792114258,120.688339233398,118.040153503418,118.097511291504,5282300,96.5464096069336,2020-12-14
118.919692993164,120.391967773438,118.011474609375,120.391967773438,4556585,98.4221801757812,2020-12-15
120.391967773438,121.00382232666,119.780113220215,120.028678894043,4738485,98.1251754760742,2020-12-16
120.535369873047,120.544929504395,119.41682434082,120.028678894043,3962248,98.1251754760742,2020-12-17
120.066925048828,120.841300964355,119.474189758301,120.315490722656,7900229,98.3596572875977,2020-12-18
118.518165588379,118.718925476074,116.367111206055,117.963668823242,6397022,96.4370040893555,2020-12-21
117.887191772461,118.757171630859,117.02677154541,118.17399597168,4535561,96.6089477539062,2020-12-22
118.432121276855,119.703636169434,118.298278808594,118.451240539551,2817819,96.8356094360352,2020-12-23
119.502868652344,119.598472595215,118.747611999512,119.206497192383,1842111,97.4530487060547,2020-12-24
119.598472595215,121.032501220703,118.986618041992,119.330787658691,3781499,97.5546646118164,2020-12-28
119.837478637695,119.961761474609,117.820266723633,118.355644226074,3647402,96.7574691772461,2020-12-29
118.355644226074,119.359466552734,118.193115234375,118.871894836426,3535794,97.1795043945312,2020-12-30
118.757171630859,120.487571716309,118.537284851074,120.344169616699,3738822,98.3831100463867,2020-12-31
120.315490722656,120.38240814209,117.629066467285,118.489486694336,5417443,96.8668594360352,2021-01-04
119.512428283691,121.108985900879,119.130020141602,120.592735290527,6395872,98.5863189697266,2021-01-05
121.319313049316,126.080307006836,121.14722442627,123.604209899902,8322708,101.048240661621,2021-01-06
124.321220397949,124.722755432129,122.619499206543,123.317398071289,4714740,100.813758850098,2021-01-07
122.915870666504,123.632888793945,121.395790100098,122.877632141113,4891305,100.454254150391,2021-01-08
122.323135375977,123.977058410645,122.045890808105,122.925430297852,5859587,100.493316650391,2021-01-11
123.41300201416,124.139579772949,122.313575744629,123.527725219727,3921663,100.985710144043,2021-01-12
123.470359802246,124.043975830078,120.898658752441,121.338432312012,8030874,99.195930480957,2021-01-13
122.390060424805,124.435943603516,121.940727233887,123.298278808594,7848347,100.798133850098,2021-01-14
122.638626098633,123.55640411377,122.055450439453,122.743789672852,5131153,100.344818115234,2021-01-15
123.59464263916,123.891014099121,122.456977844238,123.346076965332,5646308,100.837219238281,2021-01-19
123.99617767334,125.296363830566,122.906311035156,124.359466552734,5856240,101.665664672852,2021-01-20
124.397705078125,126.424476623535,124.330787658691,125.860420227051,13116003,102.892730712891,2021-01-21
115.391967773438,115.391967773438,112.198852539062,113.393882751465,39814421,92.7011489868164,2021-01-22
113.537284851074,114.282981872559,112.284896850586,113.365203857422,14315974,92.6776962280273,2021-01-25
113.938812255859,117.198852539062,113.21223449707,117.103248596191,11186656,95.7336120605469,2021-01-26
116.711280822754,119.302101135254,116.271507263184,117.084129333496,12705239,95.7179718017578,2021-01-27
117.399620056152,117.782028198242,114.789672851562,114.79923248291,8455969,93.8500442504883,2021-01-28
114.933074951172,115.96558380127,113.671127319336,113.871894836426,12369473,93.091926574707,2021-01-29
114.627151489258,115.630973815918,113.508605957031,115.23900604248,6538023,94.2095489501953,2021-02-01
114.110900878906,115.678779602051,114.03441619873,114.187377929688,6633627,93.3498306274414,2021-02-02
113.804969787598,114.531547546387,112.925430297852,113.881454467773,7024308,93.0997467041016,2021-02-03
114.636711120605,115.774375915527,113.642448425293,115.697898864746,4771957,94.5847091674805,2021-02-04
115.678779602051,116.453155517578,115.219886779785,116.434036254883,4775722,95.1865081787109,2021-02-05
117.227531433105,118.527725219727,117.017204284668,118.17399597168,6158848,96.6089477539062,2021-02-08
116.539199829102,117.20841217041,115.726577758789,116.730400085449,4933982,96.7039947509766,2021-02-09
117.619499206543,117.982795715332,115.879539489746,116.864242553711,5090673,96.8148803710938,2021-02-10
116.634796142578,116.835563659668,115.325050354004,115.592735290527,5629154,95.7615203857422,2021-02-11
115.678779602051,116.022941589355,114.808792114258,115.487571716309,4049275,95.6743927001953,2021-02-12
114.866157531738,115.296363830566,114.110900878906,114.789672851562,6945231,95.0962219238281,2021-02-16
114.024856567383,115.258125305176,113.785850524902,114.694076538086,4141219,95.0170440673828,2021-02-17
115.20076751709,115.62141418457,114.435943603516,115.42064666748,5646413,95.6189270019531,2021-02-18
115.43977355957,115.449333190918,113.17399597168,113.757171630859,6881320,94.240852355957,2021-02-19
113.288719177246,115.803062438965,113.23136138916,115.544929504395,6149643,95.7219161987305,2021-02-22
115.602294921875,116.013381958008,114.531547546387,115.401527404785,4739740,95.6031112670898,2021-02-23
115.487571716309,118.059272766113,115.219886779785,117.79158782959,6087720,97.5831146240234,2021-02-24
117.944549560547,118.881454467773,116.959846496582,117.084129333496,5953623,96.9970321655273,2021-02-25
116.873802185059,116.873802185059,113.652008056641,113.699806213379,9467346,94.1933212280273,2021-02-26
115.057357788086,116.940727233887,114.588912963867,115.430206298828,5977367,95.6268768310547,2021-03-01
115.430206298828,116.539199829102,114.971321105957,115.038238525391,4732418,95.3021621704102,2021-03-02
115.20076751709,117.237091064453,114.703636169434,116.978965759277,7744898,96.9099044799805,2021-03-03
116.634796142578,117.801147460938,113.537284851074,114.827919006348,8439651,95.1279144287109,2021-03-04
115.334609985352,118.307838439941,114.961761474609,117.428298950195,7268968,97.2821578979492,2021-03-05
117.581260681152,121.271507263184,117.476097106934,119.321220397949,7572203,98.8503341674805,2021-03-08
