"SCHW.Open","SCHW.High","SCHW.Low","SCHW.Close","SCHW.Volume","SCHW.Adjusted","Date"
47.7599983215332,48.3800010681152,47.5499992370605,48.2299995422363,5644800,44.4958114624023,2020-01-02
47.439998626709,47.5999984741211,46.9000015258789,47.0099983215332,6698900,43.3702697753906,2020-01-03
46.6500015258789,47.3899993896484,46.5900001525879,47.3400001525879,6804300,43.6747131347656,2020-01-06
47.3400001525879,48.0099983215332,47.2999992370605,47.6199989318848,9985100,43.9330368041992,2020-01-07
47.4700012207031,48,47.3899993896484,47.9099998474121,10887000,44.2005805969238,2020-01-08
48.5,48.5400009155273,47.8899993896484,48.1100006103516,9749600,44.3850936889648,2020-01-09
48.1300010681152,48.1599998474121,47.6199989318848,47.7999992370605,7452900,44.0990982055664,2020-01-10
48.1699981689453,48.25,47.7799987792969,48.0200004577637,8906000,44.3020668029785,2020-01-13
48.0699996948242,48.1199989318848,47.5400009155273,47.7099990844727,8874500,44.0160675048828,2020-01-14
47.310001373291,47.6500015258789,46.9300003051758,47.1199989318848,7654900,43.4717445373535,2020-01-15
46.9900016784668,49.0699996948242,46.9799995422363,49,13752200,45.2061920166016,2020-01-16
49.0999984741211,49.2599983215332,48.1500015258789,48.3400001525879,10257100,44.597282409668,2020-01-17
48.0400009155273,48.8800010681152,47.8199996948242,48.4500007629395,8849900,44.6987800598145,2020-01-21
48.1500015258789,49.0299987792969,47.8600006103516,48.9300003051758,6699600,45.1416130065918,2020-01-22
48.4000015258789,48.6599998474121,47.9599990844727,48.4199981689453,8126200,44.6710929870605,2020-01-23
48.3899993896484,48.5200004577637,47,47.1500015258789,11268100,43.4994201660156,2020-01-24
46,46.3600006103516,45.5900001525879,45.7599983215332,9537800,42.2170448303223,2020-01-27
46.1399993896484,46.5900001525879,45.810001373291,46.2999992370605,7282900,42.7152252197266,2020-01-28
46.5800018310547,46.7200012207031,45.8899993896484,45.9500007629395,5918700,42.3923377990723,2020-01-29
45.4000015258789,47.3300018310547,45.3899993896484,47.189998626709,11536600,43.5363235473633,2020-01-30
46.6300010681152,46.8300018310547,45.4700012207031,45.5499992370605,12297200,42.0233039855957,2020-01-31
45.8600006103516,46.9099998474121,45.5800018310547,45.6800003051758,10490500,42.143238067627,2020-02-03
46.6599998474121,47.9799995422363,46.5,47.0800018310547,10595100,43.4348411560059,2020-02-04
47.8400001525879,48.3499984741211,47.4900016784668,48.2900009155273,9583000,44.5511627197266,2020-02-05
48.6399993896484,48.7799987792969,47.3199996948242,47.8300018310547,8767600,44.1267852783203,2020-02-06
47.0999984741211,47.5900001525879,46.9199981689453,47.310001373291,5680200,43.647029876709,2020-02-07
46.8899993896484,47.2000007629395,46.4900016784668,46.7700004577637,6062000,43.1488418579102,2020-02-10
47.0299987792969,47.9700012207031,46.8600006103516,47.6699981689453,7082600,43.9791679382324,2020-02-11
48.0999984741211,48.3499984741211,47.5900001525879,47.7900009155273,5136400,44.0898742675781,2020-02-12
47.3899993896484,47.5999984741211,47.1500015258789,47.2900009155273,5873100,43.7935371398926,2020-02-13
47.1199989318848,47.3199996948242,46.6800003051758,47.2299995422363,7106600,43.7379722595215,2020-02-14
47.0299987792969,47.310001373291,46.2000007629395,46.7299995422363,8165700,43.2749366760254,2020-02-18
46.9900016784668,47.8499984741211,46.8300018310547,47.439998626709,6377500,43.9324417114258,2020-02-19
47.3400001525879,49.5499992370605,47.2999992370605,48.5800018310547,16198800,44.988151550293,2020-02-20
48.0900001525879,48.4300003051758,45.9300003051758,46.189998626709,13500500,42.7748603820801,2020-02-21
44.4799995422363,44.560001373291,43.4799995422363,43.7999992370605,13407600,40.5615653991699,2020-02-24
43.9900016784668,44.0099983215332,41.3800010681152,41.5999984741211,16466000,38.524227142334,2020-02-25
42.0099983215332,42.4000015258789,41.2200012207031,41.4199981689453,15389400,38.3575401306152,2020-02-26
40.1800003051758,43,40.0900001525879,41.9099998474121,28185100,38.8113098144531,2020-02-27
40.25,41.6199989318848,39.5099983215332,40.75,27459700,37.7370719909668,2020-02-28
40.9000015258789,42.0499992370605,39.5699996948242,41.9799995422363,21834000,38.8761367797852,2020-03-02
41.6199989318848,41.9500007629395,37.9500007629395,38.2999992370605,28382000,35.4682197570801,2020-03-03
38.4500007629395,38.5400009155273,36.7400016784668,37.1599998474121,26339300,34.4125099182129,2020-03-04
35.9000015258789,35.9000015258789,34.4500007629395,34.7999992370605,28000700,32.2270011901855,2020-03-05
33.0499992370605,35.060001373291,32.6399993896484,34.1300010681152,29385700,31.606538772583,2020-03-06
30.8600006103516,31.8700008392334,30.1900005340576,30.2700004577637,24766500,28.0319366455078,2020-03-09
31.8799991607666,32.939998626709,30,32.939998626709,20293200,30.5045204162598,2020-03-10
31.8999996185303,33.8899993896484,31.25,32.4300003051758,27992400,30.0322284698486,2020-03-11
29.9599990844727,30.3099994659424,28.1100006103516,28.4300003051758,32521600,26.327974319458,2020-03-12
30.3799991607666,33.9000015258789,30.0400009155273,33.8699989318848,26153200,31.365758895874,2020-03-13
28.5900001525879,32.6599998474121,28,30.5599994659424,23373900,28.3004894256592,2020-03-16
31.3899993896484,33.7299995422363,28.9200000762939,33.6800003051758,21796200,31.1898174285889,2020-03-17
31.0900001525879,34.0800018310547,30.3600006103516,32.4199981689453,24241700,30.0229721069336,2020-03-18
31.4500007629395,32.9500007629395,30.0300006866455,31.8199996948242,18311100,29.4673290252686,2020-03-19
32.5,32.939998626709,30.0300006866455,30.75,15922500,28.4764423370361,2020-03-20
30.8199996948242,30.8199996948242,28.0100002288818,28.5,20573000,26.3928031921387,2020-03-23
30.2600002288818,31.5300006866455,29.2399997711182,30.7199993133545,17925200,28.4486618041992,2020-03-24
31.1200008392334,36.8699989318848,30.4400005340576,34.1699981689453,22746200,31.6435852050781,2020-03-25
34.1699981689453,36.2999992370605,32.9700012207031,34.1599998474121,16976500,31.6343116760254,2020-03-26
32.560001373291,34.8699989318848,32.1300010681152,33.6100006103516,12461700,31.1249866485596,2020-03-27
33.189998626709,34.5699996948242,32.689998626709,34.3300018310547,10078800,31.7917499542236,2020-03-30
33.8899993896484,34.810001373291,33,33.6199989318848,10708400,31.1342430114746,2020-03-31
