"CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted","Date"
188.5,191.050003051758,188.419998168945,188.639999389648,3132100,186.676315307617,2020-02-13
189.350006103516,190.25,188.100006103516,189.949996948242,3599400,187.972702026367,2020-02-14
190.949996948242,191.5,188.919998168945,191.089996337891,4957000,189.100830078125,2020-02-18
192,193.919998168945,191.800003051758,192.869995117188,3903200,190.862289428711,2020-02-19
194,195.720001220703,189.770004272461,193.360000610352,5451200,191.347183227539,2020-02-20
191.839996337891,192.039993286133,186.720001220703,189.5,5242100,187.527389526367,2020-02-21
178.789993286133,187.149993896484,178.789993286133,185.940002441406,8463300,184.004409790039,2020-02-24
188.470001220703,189.979995727539,179.429992675781,181.270004272461,11361100,179.383026123047,2020-02-25
176.539993286133,182.669998168945,174.25,178.869995117188,13923100,177.008010864258,2020-02-26
172.210006713867,178.330001831055,170.050003051758,172.149993896484,9927300,170.357955932617,2020-02-27
164.990005493164,171.770004272461,163.119995117188,170.399993896484,12640800,168.626205444336,2020-02-28
172.199996948242,176.789993286133,168.589996337891,176.759994506836,7761000,174.919982910156,2020-03-02
178.410003662109,178.419998168945,167.089996337891,169.369995117188,8323500,167.60693359375,2020-03-03
172.25,175.809997558594,169.630004882812,175.690002441406,5846300,173.861145019531,2020-03-04
172.570007324219,173.75,168.100006103516,169.600006103516,5797500,167.834533691406,2020-03-05
165.669998168945,167.570007324219,158.539993286133,164.080001831055,9757700,162.371994018555,2020-03-06
151.699996948242,157.710006713867,150.639999389648,151.210006713867,9657100,149.635955810547,2020-03-09
157.229995727539,161.470001220703,151,161.339996337891,11443900,159.660507202148,2020-03-10
157.679992675781,159.619995117188,150.149993896484,154.570007324219,10341300,152.960968017578,2020-03-11
144.339996337891,151.229995727539,140.100006103516,140.589996337891,13213000,139.126495361328,2020-03-12
149.470001220703,149.5,135.320007324219,147.779998779297,13765400,146.241668701172,2020-03-13
134.009994506836,141.550003051758,123.389999389648,124.300003051758,13845300,123.006088256836,2020-03-16
127,138.009994506836,122.919998168945,135.419998168945,12191500,134.010330200195,2020-03-17
125.540000915527,133.419998168945,115.290000915527,132.240005493164,12988200,130.863433837891,2020-03-18
131.589996337891,144,128.860000610352,139.460006713867,10444000,138.008270263672,2020-03-19
140.419998168945,146.199996948242,134.600006103516,139.350006103516,12450100,137.899429321289,2020-03-20
138.759994506836,143.720001220703,134.089996337891,140.520004272461,11898300,139.057250976562,2020-03-23
144.630004882812,154.139999389648,143.179992675781,153.639999389648,11834400,152.040634155273,2020-03-24
152.669998168945,158.020004272461,146.960006713867,147.059997558594,10639300,145.529159545898,2020-03-25
148.300003051758,155.080001831055,147.729995727539,154.729995727539,8573100,153.119323730469,2020-03-26
150.630004882812,151.449996948242,144.910003662109,146,8273500,144.480194091797,2020-03-27
147.720001220703,153,146.559997558594,149.850006103516,7650400,148.290130615234,2020-03-30
149.029998779297,151.949996948242,142.779998779297,143.979995727539,10429700,142.481216430664,2020-03-31
138.320007324219,139.059997558594,133.100006103516,134.059997558594,8737600,132.664474487305,2020-04-01
134.009994506836,135.389999389648,130.039993286133,134.320007324219,8150500,132.921783447266,2020-04-02
134.449996948242,136.190002441406,131.660003662109,134.309997558594,6004400,132.911880493164,2020-04-03
139,149.850006103516,138.300003051758,147.550003051758,12296800,146.014038085938,2020-04-06
150.330001831055,150.800003051758,144.509994506836,145.070007324219,7859500,143.559875488281,2020-04-07
146.300003051758,152.160003662109,145,151.119995117188,7665500,149.546905517578,2020-04-08
152.389999389648,156.100006103516,151.679992675781,154.550003051758,7094600,152.941177368164,2020-04-09
154.119995117188,155.309997558594,150,152.5,5138600,150.912521362305,2020-04-13
155.710006713867,158.789993286133,155.149993896484,157.710006713867,7334300,156.068313598633,2020-04-14
155.080001831055,157.270004272461,154,155.630004882812,4042600,154.009948730469,2020-04-15
157,158,154.25,157.059997558594,4391500,155.425048828125,2020-04-16
160,163.259994506836,157.630004882812,162.619995117188,7312900,160.927185058594,2020-04-17
160.75,164.309997558594,160.520004272461,162.759994506836,4686000,161.065689086914,2020-04-20
160,160.089996337891,148,150.559997558594,13737900,148.992736816406,2020-04-21
154,155.699996948242,150.669998168945,154.139999389648,6660900,152.535461425781,2020-04-22
153.5,156.470001220703,151.5,151.720001220703,6281400,150.140655517578,2020-04-23
153.589996337891,154.5,151.300003051758,153.979995727539,6710500,152.37712097168,2020-04-24
155.539993286133,158.440002441406,154.199996948242,157.630004882812,5036400,155.989120483398,2020-04-27
159.5,160.809997558594,154.179992675781,154.460006713867,4731800,152.852127075195,2020-04-28
157.880004882812,161.889999389648,156.520004272461,160.429992675781,5256700,158.759979248047,2020-04-29
161.630004882812,165.300003051758,160.009994506836,161.949996948242,6830700,160.264144897461,2020-04-30
158.490005493164,160.169998168945,155.259994506836,156.369995117188,4276900,154.742233276367,2020-05-01
155.580001831055,162.020004272461,155.080001831055,161.470001220703,5974200,159.789169311523,2020-05-04
162.529998779297,164.139999389648,160.25,163.25,5264800,161.550628662109,2020-05-05
164.440002441406,165.710006713867,162.919998168945,163.669998168945,4112600,161.966247558594,2020-05-06
166.5,171.270004272461,166.020004272461,169.899993896484,6460900,168.131408691406,2020-05-07
172.949996948242,176.080001831055,171.149993896484,175.899993896484,5403400,174.068939208984,2020-05-08
175.559997558594,183.300003051758,174.160003662109,182.669998168945,8696000,180.768478393555,2020-05-11
183,183.020004272461,177.009994506836,177.539993286133,5904600,175.691848754883,2020-05-12
175.169998168945,175.210006713867,166.270004272461,169.639999389648,12534900,167.874114990234,2020-05-13
168.440002441406,168.570007324219,164.570007324219,167,7442300,165.261581420898,2020-05-14
167.270004272461,171.720001220703,166.179992675781,171.330001831055,5673800,169.546508789062,2020-05-15
174,177,172.130004882812,172.5,6398300,170.704330444336,2020-05-18
172.75,178.199996948242,172.75,176.039993286133,5264000,174.207473754883,2020-05-19
178.570007324219,179.139999389648,174.899993896484,176.929992675781,4951200,175.08821105957,2020-05-20
176.929992675781,178.289993286133,174.929992675781,175.259994506836,4429700,173.435592651367,2020-05-21
176.600006103516,178.639999389648,175.449996948242,177.850006103516,4965100,175.998657226562,2020-05-22
182,182,176.220001220703,176.520004272461,8353600,174.682495117188,2020-05-26
176.289993286133,176.610000610352,171.369995117188,176.600006103516,6340200,174.761657714844,2020-05-27
180,184.800003051758,177.100006103516,181.100006103516,10275200,179.21484375,2020-05-28
174.300003051758,175,170.690002441406,174.789993286133,19588900,172.970504760742,2020-05-29
173.100006103516,177.520004272461,172.679992675781,176.360000610352,5711600,174.524169921875,2020-06-01
174.850006103516,174.899993896484,171.220001220703,174.229995727539,8571800,172.416320800781,2020-06-02
174.830001831055,175.929992675781,172.839996337891,174.990005493164,6004000,173.168426513672,2020-06-03
175,175.429992675781,170,171.440002441406,7301600,169.655380249023,2020-06-04
170.110000610352,174.190002441406,167,173.880004882812,8232200,172.069961547852,2020-06-05
173.630004882812,176.570007324219,172.660003662109,176.550003051758,4592600,174.712173461914,2020-06-08
176,176,173.529998779297,174.559997558594,4025600,172.742904663086,2020-06-09
176.25,182.5,176.050003051758,182.100006103516,8127200,180.20442199707,2020-06-10
176.639999389648,178.429992675781,172,172.050003051758,6521200,170.259048461914,2020-06-11
175.899993896484,177.690002441406,171.860000610352,175.110000610352,5443800,173.287185668945,2020-06-12
172,178.899993896484,171.270004272461,178.610000610352,6e+06,176.750732421875,2020-06-15
180.009994506836,182.5,178.009994506836,180.479995727539,5824100,178.601257324219,2020-06-16
180.970001220703,182.75,180.679992675781,181.399993896484,5038600,179.511703491211,2020-06-17
181.910003662109,189,181.619995117188,187.660003662109,8677800,185.706527709961,2020-06-18
189.5,191.25,185.490005493164,186.949996948242,11841000,185.003921508789,2020-06-19
187.029998779297,192.5,187,191.649993896484,6252200,189.654968261719,2020-06-22
192,194.089996337891,188.589996337891,189.059997558594,6950800,187.091934204102,2020-06-23
187.509994506836,189.300003051758,184.039993286133,185.550003051758,4903100,183.618499755859,2020-06-24
186.139999389648,188.770004272461,184.440002441406,188.339996337891,4022400,186.379455566406,2020-06-25
188,188.220001220703,183.020004272461,183.169998168945,7595700,181.263290405273,2020-06-26
183.320007324219,183.710006713867,180,183.330001831055,3972100,181.421600341797,2020-06-29
183.449996948242,187.889999389648,183.130004882812,187.330001831055,4478900,185.379959106445,2020-06-30
188.100006103516,192.820007324219,187.460006713867,191.889999389648,4754600,189.892486572266,2020-07-01
193.160003662109,195.389999389648,192.289993286133,192.529998779297,4200300,190.525833129883,2020-07-02
194.440002441406,199.449996948242,193.839996337891,197.720001220703,5794200,195.66178894043,2020-07-06
197.660003662109,200.220001220703,196.210006713867,196.380004882812,5431500,194.335754394531,2020-07-07
198,201.199996948242,197.350006103516,200.279998779297,4233700,198.195175170898,2020-07-08
202.020004272461,202.820007324219,195.639999389648,200.740005493164,6062800,198.650375366211,2020-07-09
200.059997558594,200.729995727539,197.080001831055,198.880004882812,3783200,196.809722900391,2020-07-10
200,200.259994506836,188.029998779297,188.339996337891,5555400,186.379455566406,2020-07-13
185.990005493164,189.960006713867,183.300003051758,189.559997558594,5854700,187.586730957031,2020-07-14
191.029998779297,192.100006103516,186.75,188.089996337891,7681800,186.132049560547,2020-07-15
186.419998168945,186.860000610352,181.929992675781,185.509994506836,7350000,183.578887939453,2020-07-16
187.139999389648,188.399993896484,183.360000610352,187.779998779297,4324300,185.825271606445,2020-07-17
187.899993896484,195.309997558594,187.270004272461,195.089996337891,5729000,193.059188842773,2020-07-20
196,196.5,189.479995727539,190.800003051758,5376800,188.813842773438,2020-07-21
190.779998779297,191.869995117188,188.869995117188,191.309997558594,2833000,189.318542480469,2020-07-22
191.479995727539,194.570007324219,187.509994506836,188.539993286133,3639500,186.577362060547,2020-07-23
186.059997558594,188.940002441406,184.380004882812,188.490005493164,3908400,186.527908325195,2020-07-24
189.899993896484,191.559997558594,188.649993896484,190.960006713867,3015700,188.972183227539,2020-07-27
191,192.970001220703,189.050003051758,189.5,3114200,187.527389526367,2020-07-28
190.149993896484,194.559997558594,189.75,193.610000610352,3747800,191.594604492188,2020-07-29
190.089996337891,191.919998168945,187.369995117188,191.699996948242,3587400,189.704467773438,2020-07-30
193,194.990005493164,190.669998168945,194.850006103516,3734000,192.821685791016,2020-07-31
197.800003051758,204.789993286133,196.570007324219,203.190002441406,6557500,201.07487487793,2020-08-03
203,203.389999389648,198.899993896484,201.410003662109,4480300,199.313400268555,2020-08-04
202.800003051758,203.899993896484,201.580001831055,202.639999389648,3559100,200.53059387207,2020-08-05
202.970001220703,209.949996948242,202.399993896484,207.789993286133,5113300,205.626983642578,2020-08-06
206.619995117188,206.940002441406,198.580001831055,201.050003051758,5423400,198.957138061523,2020-08-07
200.399993896484,201.479995727539,195.720001220703,197.160003662109,5528200,195.107635498047,2020-08-10
193.619995117188,195.839996337891,191.720001220703,191.990005493164,5015400,189.991455078125,2020-08-11
193,195.419998168945,192.119995117188,192.619995117188,3980300,190.614898681641,2020-08-12
193.320007324219,198.070007324219,193.229995727539,195.139999389648,4711600,193.108673095703,2020-08-13
195.220001220703,195.479995727539,192.520004272461,193.460006713867,2833000,191.446151733398,2020-08-14
195.339996337891,197.070007324219,194.419998168945,196.740005493164,3574500,194.692016601562,2020-08-17
199.330001831055,204.800003051758,199,204.009994506836,7284800,201.886322021484,2020-08-18
204,207.100006103516,200.029998779297,205.110000610352,7080700,202.974868774414,2020-08-19
203.850006103516,210.110000610352,203.509994506836,209.509994506836,5175100,207.329055786133,2020-08-20
209.940002441406,210,206.25,207.529998779297,5727800,205.369674682617,2020-08-21
208.880004882812,209.289993286133,205.149993896484,208.460006713867,5699000,206.290008544922,2020-08-24
213.220001220703,218.350006103516,210.800003051758,216.050003051758,27096500,213.801010131836,2020-08-25
251.960006713867,277.970001220703,249.470001220703,272.320007324219,63253400,269.485260009766,2020-08-26
267,278.279998779297,260.839996337891,276.320007324219,22817100,273.443634033203,2020-08-27
271.279998779297,275.75,267.399993896484,271.100006103516,28068000,268.277923583984,2020-08-28
270,274.709991455078,265.910003662109,272.649993896484,16010100,269.811798095703,2020-08-31
271,281.929992675781,270.579986572266,281.25,13293600,278.322296142578,2020-09-01
283.470001220703,284.5,268.570007324219,276.690002441406,12963800,273.809722900391,2020-09-02
270.579986572266,271.75,257.410003662109,265.010009765625,14000600,262.251312255859,2020-09-03
262.980010986328,265.670013427734,243.199996948242,254.699996948242,14374300,252.04866027832,2020-09-04
240.570007324219,253.679992675781,240.139999389648,241.270004272461,15229600,238.758453369141,2020-09-08
246.399993896484,253.449996948242,242.960006713867,250.429992675781,9988600,247.823120117188,2020-09-09
254.809997558594,256.510009765625,246.970001220703,247.800003051758,5945000,245.220520019531,2020-09-10
250.720001220703,251.300003051758,239.449996948242,243.100006103516,5455200,240.569427490234,2020-09-11
246.309997558594,248.869995117188,244.039993286133,246.639999389648,4255200,244.072555541992,2020-09-14
251.369995117188,251.940002441406,248.509994506836,251.679992675781,4133600,249.060073852539,2020-09-15
254.669998168945,255.429992675781,250.229995727539,250.600006103516,5441200,247.991363525391,2020-09-16
246.119995117188,248.820007324219,241.309997558594,244.529998779297,5279500,241.984527587891,2020-09-17
245.130004882812,248.110000610352,238.710006713867,242.779998779297,6595600,240.252731323242,2020-09-18
238.970001220703,245.130004882812,236.800003051758,245.050003051758,5561600,242.499114990234,2020-09-21
246.740005493164,248.570007324219,241.259994506836,247.779998779297,3600800,245.200698852539,2020-09-22
248.490005493164,248.770004272461,235.350006103516,235.990005493164,7507900,233.533432006836,2020-09-23
235.839996337891,239.960006713867,233.630004882812,237.550003051758,4166800,235.077194213867,2020-09-24
237.389999389648,243.949996948242,235.050003051758,242.740005493164,5117800,240.213180541992,2020-09-25
247.559997558594,248.580001831055,242.210006713867,246.669998168945,4088300,244.102264404297,2020-09-28
245.259994506836,247.899993896484,244.5,247.449996948242,3983700,244.874114990234,2020-09-29
246.649993896484,255.410003662109,246.220001220703,251.320007324219,8188500,248.703842163086,2020-09-30
253.179992675781,254.669998168945,250.809997558594,253.449996948242,4318000,250.811660766602,2020-10-01
249.75,254.949996948242,247.210006713867,247.850006103516,4494500,245.269973754883,2020-10-02
250,253.279998779297,249,251.529998779297,3403500,248.911697387695,2020-10-05
252.729995727539,257.290008544922,249,250.139999389648,4448100,247.5361328125,2020-10-06
252.199996948242,260.739990234375,252.199996948242,259.980010986328,4963200,257.273712158203,2020-10-07
264.200012207031,264.619995117188,257.079986572266,260.220001220703,4150400,257.51123046875,2020-10-08
262.899993896484,266.049987792969,261.5,265.980010986328,4225000,263.211242675781,2020-10-09
270,270,265.290008544922,267.070007324219,4317000,264.289886474609,2020-10-12
266.420013427734,268.790008544922,264.230010986328,266.829986572266,3713200,264.052368164062,2020-10-13
270,270.160003662109,258.75,261.829986572266,5129500,259.104431152344,2020-10-14
258.109985351562,260.519989013672,254.020004272461,257.720001220703,5256800,255.037231445312,2020-10-15
259.239990234375,262.519989013672,258.489990234375,258.549987792969,3092300,255.85856628418,2020-10-16
259.760009765625,261.480010986328,254.5,255.009994506836,3242300,252.355438232422,2020-10-19
256.119995117188,259.179992675781,254.050003051758,255.970001220703,2989300,253.305435180664,2020-10-20
256.450012207031,258.309997558594,251.850006103516,254.229995727539,2794000,251.583557128906,2020-10-21
253.889999389648,255.220001220703,246.130004882812,249.669998168945,3685700,247.071029663086,2020-10-22
250.100006103516,250.570007324219,246.809997558594,250.520004272461,3159600,247.912170410156,2020-10-23
245.300003051758,248.110000610352,237.380004882812,241.979995727539,5864100,239.461074829102,2020-10-26
248,251.75,245.770004272461,250.300003051758,4285600,247.694458007812,2020-10-27
244.600006103516,245.449996948242,238.009994506836,238.429992675781,4425400,235.948013305664,2020-10-28
242.520004272461,242.520004272461,237.130004882812,237.139999389648,4589000,234.671447753906,2020-10-29
235.820007324219,237.75,228.660003662109,232.270004272461,5741200,229.852142333984,2020-10-30
235.119995117188,238.5,228.990005493164,232.449996948242,3953400,230.030288696289,2020-11-02
235.100006103516,240.940002441406,233.279998779297,237.130004882812,4151400,234.661575317383,2020-11-03
246.020004272461,252.880004882812,243.240005493164,250.740005493164,6505400,248.1298828125,2020-11-04
258.109985351562,260.920013427734,255.440002441406,260.220001220703,8961700,257.51123046875,2020-11-05
260,261.75,254.490005493164,260.149993896484,3798600,257.441925048828,2020-11-06
260.950012207031,270.920013427734,257.25,259.279998779297,8777500,256.580993652344,2020-11-09
258.059997558594,259,242.899993896484,247.660003662109,6863200,245.081939697266,2020-11-10
253.509994506836,256.739990234375,251.210006713867,254.179992675781,4163400,251.534072875977,2020-11-11
247.399993896484,254.970001220703,246.360000610352,249.419998168945,5607000,246.823654174805,2020-11-12
252.839996337891,253.789993286133,247.559997558594,249.509994506836,5160000,246.912658691406,2020-11-13
249.520004272461,253.490005493164,248.179992675781,249.889999389648,5712600,247.288726806641,2020-11-16
253.740005493164,258.269989013672,250.460006713867,256.170013427734,5090700,253.503372192383,2020-11-17
256.399993896484,262.660003662109,255.850006103516,257.160003662109,5880500,254.483047485352,2020-11-18
256.839996337891,267.089996337891,255.660003662109,264.649993896484,8084600,261.895111083984,2020-11-19
263.589996337891,265.019989013672,257.820007324219,258.040008544922,7286100,255.353912353516,2020-11-20
261.230010986328,261.739990234375,254.610000610352,257.640014648438,5383600,254.958084106445,2020-11-23
260,262.309997558594,257.820007324219,260.839996337891,5797300,258.124755859375,2020-11-24
263.730010986328,266.100006103516,245.050003051758,246.820007324219,26394900,244.250717163086,2020-11-25
251,251.839996337891,247.029998779297,247.630004882812,7395000,245.052276611328,2020-11-27
245.479995727539,247.630004882812,236.070007324219,245.800003051758,18966400,243.241302490234,2020-11-30
245,246.699996948242,238.699996948242,241.350006103516,18872000,238.837646484375,2020-12-01
225.479995727539,226,215.630004882812,220.779998779297,52225500,218.481750488281,2020-12-02
226.110000610352,226.110000610352,220.130004882812,220.970001220703,21395300,218.669799804688,2020-12-03
223.820007324219,228.600006103516,221.820007324219,225.860000610352,20504800,223.508880615234,2020-12-04
228.110000610352,229.869995117188,226.25,227.699996948242,12864100,225.329711914062,2020-12-07
228.649993896484,229.5,225.660003662109,227.860000610352,12116800,225.488067626953,2020-12-08
228.050003051758,228.839996337891,220.070007324219,220.570007324219,15651800,218.273956298828,2020-12-09
220.570007324219,224.309997558594,220.160003662109,222.919998168945,9258600,220.599487304688,2020-12-10
221.919998168945,222.740005493164,219.979995727539,222.419998168945,8214400,220.104675292969,2020-12-11
223.089996337891,223.470001220703,220.449996948242,221.270004272461,8508500,218.966659545898,2020-12-14
222.070007324219,222.139999389648,218.199996948242,220.149993896484,10766800,217.858291625977,2020-12-15
221.479995727539,224,220.25,223.619995117188,8821400,221.292205810547,2020-12-16
224.899993896484,226.729995727539,224.5,225.919998168945,9946900,223.568252563477,2020-12-17
227.020004272461,227.820007324219,224.399993896484,227.429992675781,11845400,225.062515258789,2020-12-18
224.899993896484,227.440002441406,224.710006713867,226.470001220703,9219000,224.112503051758,2020-12-21
227,231.869995117188,226.600006103516,231.169998168945,10339600,228.763610839844,2020-12-22
232.5,233.179992675781,227.110000610352,227.429992675781,7090500,225.062515258789,2020-12-23
228.300003051758,229.190002441406,224.830001831055,225.779998779297,6146300,223.429718017578,2020-12-24
227.220001220703,227.839996337891,222.050003051758,224.639999389648,6422500,222.301574707031,2020-12-28
224.970001220703,225.300003051758,220.860000610352,222.460006713867,6122400,220.144271850586,2020-12-29
223.130004882812,223.639999389648,221.580001831055,222.399993896484,4724000,220.084899902344,2020-12-30
222.270004272461,222.789993286133,220.169998168945,222.529998779297,6011100,220.21354675293,2020-12-31
222.639999389648,223.75,215.720001220703,220.309997558594,10319900,218.016647338867,2021-01-04
219.490005493164,223,217.990005493164,221.520004272461,8657200,219.214065551758,2021-01-05
218,220.460006713867,215.779998779297,216.149993896484,9789800,213.899963378906,2021-01-06
217.029998779297,220.660003662109,216.5,217.979995727539,8443100,215.710891723633,2021-01-07
220,222.320007324219,219.220001220703,222.039993286133,7301700,219.728637695312,2021-01-08
219.630004882812,220.580001831055,216.229995727539,218.25,7199000,215.978103637695,2021-01-11
218,218.300003051758,214.089996337891,215.520004272461,10736000,213.276519775391,2021-01-12
217,218.899993896484,215.529998779297,218.179992675781,6839200,215.908843994141,2021-01-13
218.229995727539,219.5,215.550003051758,215.600006103516,6548000,213.355697631836,2021-01-14
216.169998168945,217.869995117188,212.990005493164,213.139999389648,8525600,210.921295166016,2021-01-15
215.350006103516,217.279998779297,213.699996948242,216.759994506836,7753800,214.50358581543,2021-01-19
221.990005493164,224.639999389648,219.970001220703,223.440002441406,9857700,221.114074707031,2021-01-20
223.690002441406,224.740005493164,220.820007324219,222.169998168945,6785900,219.857284545898,2021-01-21
224.899993896484,227.789993286133,223.75,225.770004272461,10186100,223.419830322266,2021-01-22
229.690002441406,230.300003051758,221.320007324219,225.919998168945,8213500,223.568252563477,2021-01-25
227.800003051758,227.910003662109,224.539993286133,226.259994506836,5021000,223.904724121094,2021-01-26
223.699996948242,227.809997558594,221.580001831055,224.779998779297,7641100,222.440124511719,2021-01-27
225,229.600006103516,225,226.5,7246000,224.142211914062,2021-01-28
224.660003662109,228.789993286133,223.020004272461,225.559997558594,6473000,223.212005615234,2021-01-29
227.210006713867,229.899993896484,224.75,228.460006713867,5696700,226.081817626953,2021-02-01
231.470001220703,235.949996948242,231.380004882812,234.199996948242,7134900,231.762069702148,2021-02-02
235,236,232.259994506836,234.820007324219,5357600,232.375610351562,2021-02-03
235.520004272461,238.229995727539,235.470001220703,237.979995727539,4770700,235.502700805664,2021-02-04
239.149993896484,239.360000610352,236.410003662109,238.889999389648,5020000,236.403244018555,2021-02-05
239.509994506836,241.110000610352,237.130004882812,238.929992675781,4336400,236.442825317383,2021-02-08
239.559997558594,240.080001831055,236.240005493164,236.699996948242,5157200,234.236053466797,2021-02-09
237.449996948242,238.220001220703,233.960006713867,236.720001220703,5535600,234.255828857422,2021-02-10
238.929992675781,242.889999389648,238.580001831055,241.240005493164,6091600,238.728790283203,2021-02-11
240.949996948242,241.559997558594,238.910003662109,240.369995117188,4314400,237.86784362793,2021-02-12
245,251.229995727539,243.800003051758,248.589996337891,10837600,246.002258300781,2021-02-16
248.589996337891,249.5,245.5,247.660003662109,5879200,245.081939697266,2021-02-17
245.970001220703,248.009994506836,242.570007324219,247.009994506836,4152800,244.438720703125,2021-02-18
248,249.389999389648,245.979995727539,246.559997558594,4647700,243.993392944336,2021-02-19
244.259994506836,244.520004272461,240.380004882812,240.949996948242,5055000,238.441802978516,2021-02-22
235.259994506836,238.960006713867,229.009994506836,235.639999389648,8641600,233.187057495117,2021-02-23
235.529998779297,241.5,231.509994506836,240.470001220703,6128300,237.966781616211,2021-02-24
238.529998779297,240.350006103516,229.770004272461,231.080001831055,8828900,228.674514770508,2021-02-25
229.389999389648,230.5,216.339996337891,216.5,20372900,214.246307373047,2021-02-26
219.899993896484,220.199996948242,215.029998779297,217.539993286133,14027700,215.275466918945,2021-03-01
218.399993896484,218.600006103516,213.339996337891,213.470001220703,10211500,211.247848510742,2021-03-02
212.830001831055,213.320007324219,205.399993896484,206,11459000,203.855606079102,2021-03-03
206.839996337891,209.089996337891,201.509994506836,205.330001831055,12800500,203.192581176758,2021-03-04
210.009994506836,212.350006103516,203.220001220703,210.759994506836,11406000,208.566055297852,2021-03-05
213.619995117188,214.899993896484,207.570007324219,207.720001220703,9576400,205.557708740234,2021-03-08
212.179992675781,215.789993286133,211.169998168945,211.529998779297,9732200,209.328063964844,2021-03-09
214.720001220703,216.149993896484,211.770004272461,211.960006713867,7186400,209.75358581543,2021-03-10
215,218.169998168945,214.350006103516,215.949996948242,6431000,213.702026367188,2021-03-11
213.449996948242,213.850006103516,209.300003051758,212.210006713867,6114600,210.000961303711,2021-03-12
211.850006103516,212.940002441406,209.5,212.800003051758,5733700,210.584823608398,2021-03-15
214.839996337891,216.690002441406,213.479995727539,214.479995727539,5311000,212.247344970703,2021-03-16
213.520004272461,214.809997558594,210.860000610352,213.119995117188,5805100,210.901489257812,2021-03-17
210.699996948242,211.380004882812,208.399993896484,209.479995727539,5580100,207.299392700195,2021-03-18
209.809997558594,212.75,209.070007324219,212.199996948242,7088400,209.991058349609,2021-03-19
211.479995727539,216.979995727539,211.369995117188,215.169998168945,5002500,212.930160522461,2021-03-22
214.759994506836,217.429992675781,214.330001831055,215,4578000,212.761917114258,2021-03-23
215.130004882812,215.279998779297,209.410003662109,209.529998779297,4617700,207.348861694336,2021-03-24
206.169998168945,208.169998168945,204.369995117188,205.440002441406,7977200,203.301452636719,2021-03-25
205.639999389648,209.410003662109,204.770004272461,209.089996337891,7333200,206.913452148438,2021-03-26
209.009994506836,211.649993896484,205.990005493164,210.770004272461,5686900,208.575973510742,2021-03-29
208.639999389648,211.289993286133,207.360000610352,210,4717900,207.813980102539,2021-03-30
210.440002441406,213.669998168945,210.110000610352,211.869995117188,6838000,209.664505004883,2021-03-31
213.600006103516,218.929992675781,213.369995117188,218.720001220703,7763500,216.443206787109,2021-04-01
219.610000610352,221.839996337891,218.929992675781,220.289993286133,5553200,217.996841430664,2021-04-05
