"PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted","Date"
137.190002441406,139.669998168945,134.740005493164,135.580001831055,8728300,114.018539428711,2020-03-03
136.190002441406,142.710006713867,136.009994506836,142.389999389648,7635700,119.745574951172,2020-03-04
138.809997558594,141.419998168945,136.669998168945,138.100006103516,6579100,116.921943664551,2020-03-05
131.559997558594,138.169998168945,131.449996948242,137.259994506836,6754900,116.210800170898,2020-03-06
130.179992675781,133.350006103516,128.179992675781,130.160003662109,8716300,110.19962310791,2020-03-09
132.050003051758,134.570007324219,126.860000610352,134.139999389648,8258600,113.569274902344,2020-03-10
130.580001831055,132.539993286133,127.629997253418,129.75,7465100,109.852485656738,2020-03-11
122.099998474121,125,113.589996337891,115.339996337891,12808300,97.6522979736328,2020-03-12
120.680000305176,127.589996337891,115.069999694824,127.449996948242,12007700,107.905197143555,2020-03-13
114.690002441406,123.819999694824,112,113.089996337891,10733300,95.7473297119141,2020-03-16
116.699996948242,127.860000610352,116.389999389648,127.720001220703,14242300,108.133811950684,2020-03-17
120.839996337891,127.720001220703,113.769996643066,120.919998168945,15250800,102.376579284668,2020-03-18
121.430000305176,122.089996337891,116.059997558594,117.339996337891,9393500,99.345588684082,2020-03-19
118.23999786377,118.449996948242,101.419998168945,103.930000305176,13093200,87.9920654296875,2020-03-20
106,112.870002746582,102.870002746582,105.180000305176,13926800,89.0503540039062,2020-03-23
109.930000305176,114.430000305176,109.370002746582,113.839996337891,11447000,96.3823089599609,2020-03-24
112.73999786377,116.360000610352,111.040000915527,112.5,9485500,95.2478256225586,2020-03-25
112.709999084473,121.800003051758,112.580001831055,120.26000213623,10376800,101.817810058594,2020-03-26
118.569999694824,124.650001525879,117.98999786377,120.459999084473,9852500,101.98713684082,2020-03-27
121.610000610352,125.839996337891,121.51000213623,125.480003356934,6916800,106.237297058105,2020-03-30
124.940002441406,125.699996948242,119.529998779297,120.099998474121,7091700,101.682334899902,2020-03-31
117.269996643066,122.300003051758,115.669998168945,118.120002746582,6873000,100.005989074707,2020-04-01
117.220001220703,125.180000305176,116.480003356934,123.860000610352,6181800,104.865730285645,2020-04-02
123.190002441406,125.370002746582,122.440002441406,124.589996337891,5552000,105.483772277832,2020-04-03
128.660003662109,132.130004882812,125.290000915527,131.160003662109,8242200,111.046257019043,2020-04-06
132.710006713867,135.080001831055,130.289993286133,130.479995727539,6253900,110.47053527832,2020-04-07
129.639999389648,133.289993286133,129.130004882812,132.610000610352,5241100,112.273910522461,2020-04-08
132.089996337891,135.080001831055,131.509994506836,133.630004882812,5502400,113.137489318848,2020-04-09
131.690002441406,133.350006103516,129.429992675781,130.889999389648,3785000,110.817672729492,2020-04-13
133.220001220703,138.630004882812,132.350006103516,138.399993896484,6278700,117.175987243652,2020-04-14
137.139999389648,137.559997558594,133.699996948242,135.029998779297,5773100,114.322738647461,2020-04-15
136.970001220703,136.970001220703,133.850006103516,135.639999389648,4564000,114.839241027832,2020-04-16
137.729995727539,138,134.910003662109,137.550003051758,4866500,116.456344604492,2020-04-17
136.940002441406,137.380004882812,134.509994506836,134.550003051758,3995400,113.916381835938,2020-04-20
132.139999389648,132.940002441406,130.589996337891,130.940002441406,4359500,110.860008239746,2020-04-21
132.440002441406,133.669998168945,131.220001220703,132.619995117188,4084600,112.282348632812,2020-04-22
132.5,134.139999389648,130.029998779297,130.259994506836,5527700,110.284271240234,2020-04-23
130.869995117188,134.820007324219,130.649993896484,134.360000610352,4063100,113.755516052246,2020-04-24
134.419998168945,135.210006713867,133.889999389648,134.460006713867,4009200,113.840202331543,2020-04-27
136.779998779297,137.679992675781,134.660003662109,136.320007324219,6674200,115.414985656738,2020-04-28
136.770004272461,136.979995727539,132.899993896484,133.360000610352,6706800,112.908889770508,2020-04-29
132.410003662109,133.169998168945,130.419998168945,132.289993286133,6783000,112.002944946289,2020-04-30
131.119995117188,132.229995727539,129.520004272461,130.139999389648,4488000,110.182670593262,2020-05-01
130.169998168945,131.350006103516,129.320007324219,130.919998168945,5245300,110.843063354492,2020-05-04
131.639999389648,133.330001831055,130.770004272461,131.669998168945,3580000,111.478050231934,2020-05-05
131.580001831055,132.229995727539,130.690002441406,130.779998779297,4192200,110.72452545166,2020-05-06
131.550003051758,132,130.119995117188,131.550003051758,5528000,111.376449584961,2020-05-07
133.070007324219,135.160003662109,132.460006713867,134.229995727539,4209100,113.645454406738,2020-05-08
133.429992675781,136.199996948242,133.169998168945,134.380004882812,3591100,113.7724609375,2020-05-11
134.759994506836,136.380004882812,132.860000610352,132.940002441406,3914600,112.553283691406,2020-05-12
133.179992675781,134.470001220703,131.449996948242,132.960006713867,5168500,112.57022857666,2020-05-13
132.710006713867,133.559997558594,130.149993896484,133.080001831055,5522200,112.671821594238,2020-05-14
133.770004272461,137.660003662109,132.789993286133,135.949996948242,20338200,115.101669311523,2020-05-15
136.850006103516,137.990005493164,135.059997558594,135.520004272461,8480300,114.737632751465,2020-05-18
134.429992675781,134.759994506836,131.399993896484,131.729995727539,6640300,111.528846740723,2020-05-19
132.539993286133,132.679992675781,130.339996337891,131.259994506836,8213100,111.130905151367,2020-05-20
130.979995727539,131.440002441406,129.610000610352,130.210006713867,4886300,110.241943359375,2020-05-21
129.610000610352,130.630004882812,129.169998168945,130.479995727539,3429200,110.47053527832,2020-05-22
131.940002441406,132.050003051758,129.399993896484,129.75,5579300,109.852485656738,2020-05-26
129.720001220703,130.839996337891,128.580001831055,130.809997558594,5686500,110.749938964844,2020-05-27
131.210006713867,132.729995727539,130.110000610352,132.289993286133,4974400,112.002944946289,2020-05-28
132.009994506836,132.240005493164,130.320007324219,131.550003051758,13337900,111.376449584961,2020-05-29
131.600006103516,133.949996948242,131.190002441406,132.990005493164,4049200,112.59561920166,2020-06-01
133.050003051758,133.809997558594,131.119995117188,132.630004882812,5327500,112.290840148926,2020-06-02
133.240005493164,134.279998779297,132.600006103516,132.820007324219,5421200,112.451690673828,2020-06-03
131.589996337891,133.559997558594,130.179992675781,130.570007324219,5229700,111.404792785645,2020-06-04
131,133.520004272461,130.770004272461,132.440002441406,7075700,113.00032043457,2020-06-05
131.380004882812,132.470001220703,131.240005493164,132.210006713867,5613000,112.804092407227,2020-06-08
131.830001831055,133.149993896484,131.050003051758,132.970001220703,6446900,113.452507019043,2020-06-09
133.279998779297,135.160003662109,133.169998168945,134.130004882812,7069900,114.442245483398,2020-06-10
134.220001220703,135.139999389648,127.459999084473,127.839996337891,8541000,109.075492858887,2020-06-11
129.149993896484,129.929992675781,127.430000305176,129,7039500,110.065238952637,2020-06-12
128.289993286133,130.960006713867,126.529998779297,130.479995727539,5481000,111.328010559082,2020-06-15
132.679992675781,133.059997558594,130.119995117188,131.669998168945,5197700,112.343330383301,2020-06-16
131.889999389648,133.039993286133,131.490005493164,131.759994506836,3309700,112.420127868652,2020-06-17
131.419998168945,133.130004882812,130.630004882812,132.779998779297,3417200,113.290412902832,2020-06-18
134.410003662109,134.820007324219,131.220001220703,131.279998779297,8310100,112.010566711426,2020-06-19
130.550003051758,131.759994506836,129.949996948242,131.050003051758,3379900,111.814346313477,2020-06-22
131.619995117188,132.679992675781,130.979995727539,131.360000610352,3625600,112.07884979248,2020-06-23
130.520004272461,131.070007324219,128.679992675781,129.559997558594,4853500,110.543022155762,2020-06-24
129.139999389648,131.729995727539,128.050003051758,131.410003662109,4442000,112.121505737305,2020-06-25
131.679992675781,132.369995117188,128.059997558594,128.929992675781,7372700,110.005500793457,2020-06-26
130.179992675781,131.399993896484,129.429992675781,131.080001831055,4173900,111.839950561523,2020-06-29
131.830001831055,132.820007324219,130.850006103516,132.259994506836,4626700,112.846725463867,2020-06-30
132.529998779297,133.619995117188,131.940002441406,132.360000610352,3633000,112.932052612305,2020-07-01
133.539993286133,134.169998168945,132.539993286133,132.850006103516,2769200,113.350143432617,2020-07-02
133.080001831055,133.949996948242,132.309997558594,133.300003051758,4221600,113.734069824219,2020-07-06
132.270004272461,134.619995117188,132.169998168945,133.570007324219,4424500,113.964462280273,2020-07-07
134.160003662109,134.690002441406,133.160003662109,134.220001220703,3798200,114.51904296875,2020-07-08
132.899993896484,133.940002441406,131.729995727539,132.710006713867,4005200,113.230697631836,2020-07-09
132.369995117188,134.889999389648,131.279998779297,134.460006713867,5932800,114.723823547363,2020-07-10
136.770004272461,138.070007324219,134.470001220703,134.910003662109,8960000,115.107757568359,2020-07-13
134.589996337891,136.949996948242,134.25,135.520004272461,6766800,115.628242492676,2020-07-14
135.350006103516,136.190002441406,133.25,133.690002441406,5561300,114.066833496094,2020-07-15
134.059997558594,134.360000610352,133.050003051758,133.880004882812,3788100,114.228958129883,2020-07-16
134.649993896484,135.059997558594,133.550003051758,134.660003662109,3229300,114.894439697266,2020-07-17
134.610000610352,134.610000610352,132.179992675781,133.110000610352,3620300,113.571968078613,2020-07-20
134,136.410003662109,133.789993286133,134.429992675781,5435400,114.698204040527,2020-07-21
135.559997558594,136.25,133.679992675781,136.009994506836,3522300,116.046272277832,2020-07-22
136.589996337891,137.25,135.490005493164,137.080001831055,5011400,116.959259033203,2020-07-23
136.990005493164,138.639999389648,135.389999389648,136.059997558594,3300000,116.088966369629,2020-07-24
135.529998779297,137.759994506836,134.850006103516,137.669998168945,3607700,117.462661743164,2020-07-27
137.979995727539,138.589996337891,137.089996337891,137.380004882812,3787500,117.215225219727,2020-07-28
137.380004882812,139,137.039993286133,137.929992675781,3179000,117.684501647949,2020-07-29
137.240005493164,138.220001220703,136.479995727539,137.690002441406,2817600,117.479698181152,2020-07-30
137.259994506836,137.699996948242,135.199996948242,137.660003662109,4304100,117.454109191895,2020-07-31
137.110000610352,137.5,136,136.699996948242,2819200,116.635009765625,2020-08-03
137.520004272461,137.589996337891,136.020004272461,137.470001220703,2553500,117.292007446289,2020-08-04
138.149993896484,138.149993896484,135.770004272461,136.25,2924000,116.251075744629,2020-08-05
135.270004272461,136.289993286133,135.270004272461,135.860000610352,2692900,115.918312072754,2020-08-06
135.940002441406,136.759994506836,135.369995117188,136.740005493164,3692100,116.669158935547,2020-08-07
136.320007324219,136.880004882812,135.380004882812,135.979995727539,3052000,116.020683288574,2020-08-10
136.970001220703,137.449996948242,134.619995117188,135.119995117188,3301200,115.286933898926,2020-08-11
135.339996337891,138.679992675781,135.25,137.800003051758,4424600,117.573585510254,2020-08-12
137.100006103516,138.610000610352,137.100006103516,138.100006103516,2393500,117.829528808594,2020-08-13
138.110000610352,138.169998168945,137.199996948242,137.559997558594,2461700,117.36882019043,2020-08-14
137.5,138.889999389648,137.050003051758,137.919998168945,2862500,117.675956726074,2020-08-17
138.610000610352,138.610000610352,137.039993286133,138.110000610352,2638600,117.83805847168,2020-08-18
138.690002441406,138.789993286133,136.100006103516,136.449996948242,3682200,116.421714782715,2020-08-19
135.660003662109,137.149993896484,135.630004882812,136.720001220703,2263000,116.652076721191,2020-08-20
136.369995117188,136.660003662109,135.25,136.460006713867,4295600,116.430252075195,2020-08-21
136.460006713867,137.679992675781,136.110000610352,137.639999389648,3177800,117.437042236328,2020-08-24
138.259994506836,138.380004882812,136.699996948242,137.300003051758,2597400,117.146965026855,2020-08-25
136.580001831055,138.660003662109,136.380004882812,138.470001220703,6019700,118.145225524902,2020-08-26
138.710006713867,139.929992675781,137.910003662109,138.399993896484,4159300,118.085487365723,2020-08-27
138.520004272461,139.960006713867,137.240005493164,139.940002441406,3355400,119.399459838867,2020-08-28
139.320007324219,141.020004272461,139,140.059997558594,3828700,119.501831054688,2020-08-31
140.25,140.479995727539,138.509994506836,139.190002441406,3421700,118.75952911377,2020-09-01
139.520004272461,143.820007324219,139.350006103516,143.289993286133,4918200,122.257736206055,2020-09-02
142.770004272461,144.039993286133,138.119995117188,139.369995117188,6642400,119.768196105957,2020-09-03
139.660003662109,140.309997558594,136.940002441406,138.759994506836,4836400,119.243965148926,2020-09-04
138.309997558594,138.630004882812,134.410003662109,135.550003051758,4901500,116.485458374023,2020-09-08
135.5,138.460006713867,135.399993896484,137.110000610352,4282300,117.826049804688,2020-09-09
136.600006103516,137.550003051758,133.880004882812,134.759994506836,6050500,115.806571960449,2020-09-10
135.220001220703,136.380004882812,134.229995727539,135.809997558594,3411900,116.708885192871,2020-09-11
136.529998779297,137.5,135.800003051758,136.669998168945,2779000,117.447937011719,2020-09-14
136.479995727539,137.240005493164,135.410003662109,135.619995117188,4080800,116.545600891113,2020-09-15
136.279998779297,136.600006103516,134.779998779297,134.979995727539,3353500,115.995620727539,2020-09-16
133.389999389648,134.550003051758,131.690002441406,133.199996948242,5186400,114.465965270996,2020-09-17
133.710006713867,134.789993286133,130.009994506836,131.470001220703,8473000,112.979286193848,2020-09-18
130.369995117188,131.309997558594,129.360000610352,131.240005493164,4402700,112.781661987305,2020-09-21
131,132.889999389648,130.449996948242,132.149993896484,3951000,113.563659667969,2020-09-22
132.699996948242,132.820007324219,129.850006103516,131,5909900,112.575393676758,2020-09-23
131.440002441406,132.309997558594,129.919998168945,131.580001831055,4316600,113.073806762695,2020-09-24
130.889999389648,133.830001831055,130.509994506836,133.550003051758,4576000,114.766761779785,2020-09-25
136.039993286133,138.580001831055,135.669998168945,137.970001220703,7487500,118.565063476562,2020-09-28
138.660003662109,139.539993286133,137.130004882812,137.160003662109,4330500,117.869018554688,2020-09-29
137.990005493164,139.190002441406,136.899993896484,138.600006103516,7060700,119.106468200684,2020-09-30
139.440002441406,140.850006103516,137.490005493164,140.800003051758,6483900,120.9970703125,2020-10-01
139.279998779297,139.910003662109,136.199996948242,138.059997558594,5130200,118.642433166504,2020-10-02
138.110000610352,138.380004882812,136.979995727539,137.929992675781,4519800,118.530731201172,2020-10-05
138,138.820007324219,135.149993896484,135.699996948242,5031000,116.614349365234,2020-10-06
135.940002441406,137.520004272461,135.759994506836,137.009994506836,4347300,117.740112304688,2020-10-07
137.279998779297,138.130004882812,136.759994506836,137.850006103516,2977400,118.461982727051,2020-10-08
138.699996948242,139.259994506836,137.899993896484,138.440002441406,3194000,118.969009399414,2020-10-09
141.119995117188,143.490005493164,139.779998779297,142.130004882812,6167200,122.140022277832,2020-10-12
142.220001220703,144,141.910003662109,143.539993286133,4293200,123.351707458496,2020-10-13
143.550003051758,144.110000610352,141.630004882812,142.520004272461,3641000,122.475173950195,2020-10-14
141.160003662109,141.970001220703,140.619995117188,141.429992675781,3306800,121.538452148438,2020-10-15
141.75,142.820007324219,141.130004882812,141.729995727539,5076000,121.796279907227,2020-10-16
141.339996337891,142.529998779297,139.25,139.679992675781,3223200,120.034568786621,2020-10-19
141,141.220001220703,139.410003662109,139.710006713867,2750900,120.060371398926,2020-10-20
139.679992675781,140.479995727539,139.100006103516,139.600006103516,2560100,119.965858459473,2020-10-21
139.800003051758,140.199996948242,139.009994506836,139.610000610352,2909000,119.974449157715,2020-10-22
140.220001220703,140.529998779297,139.039993286133,139.559997558594,2758400,119.931457519531,2020-10-23
138.740005493164,139.080001831055,136.410003662109,138.059997558594,3431100,118.642433166504,2020-10-26
138.570007324219,139.889999389648,138.300003051758,139.119995117188,3390800,119.553344726562,2020-10-27
137.149993896484,137.710006713867,133.940002441406,134.169998168945,5196000,115.299545288086,2020-10-28
133.759994506836,135.630004882812,132.259994506836,133.990005493164,3856500,115.144844055176,2020-10-29
132.929992675781,133.839996337891,131.710006713867,133.289993286133,4303900,114.543312072754,2020-10-30
135.610000610352,136.229995727539,133.779998779297,135.149993896484,3126400,116.141738891602,2020-11-02
136.619995117188,138.600006103516,136.279998779297,137.039993286133,3293900,117.76586151123,2020-11-03
139,141.699996948242,137.660003662109,137.860000610352,4576300,118.470550537109,2020-11-04
139.350006103516,140.270004272461,137.470001220703,138.050003051758,3667800,118.633850097656,2020-11-05
138.559997558594,139.770004272461,137.330001831055,138.380004882812,2867000,118.917427062988,2020-11-06
142,143.649993896484,138.169998168945,138.449996948242,6111300,118.977584838867,2020-11-09
136.990005493164,142.440002441406,136.190002441406,141.720001220703,5284500,121.78768157959,2020-11-10
142.860000610352,144.240005493164,141.610000610352,143.899993896484,4389800,123.661064147949,2020-11-11
144.25,144.740005493164,142.759994506836,143.839996337891,2570100,123.609481811523,2020-11-12
143.770004272461,144.889999389648,143.270004272461,144.710006713867,2580400,124.357147216797,2020-11-13
145,146.259994506836,144.690002441406,145.759994506836,3399000,125.259468078613,2020-11-16
144.270004272461,146.100006103516,144.110000610352,145.240005493164,2924000,124.812599182129,2020-11-17
145.490005493164,146.570007324219,143.300003051758,143.380004882812,4335200,123.214210510254,2020-11-18
142.880004882812,143.699996948242,142.339996337891,143.320007324219,4263500,123.162635803223,2020-11-19
143.649993896484,144.639999389648,143,143.419998168945,3469100,123.248573303223,2020-11-20
143.309997558594,143.649993896484,141.880004882812,143.020004272461,3443300,122.904830932617,2020-11-23
143.190002441406,144.360000610352,142.820007324219,144.029998779297,4472300,123.772766113281,2020-11-24
144.449996948242,144.919998168945,143.699996948242,144.160003662109,2278300,123.884490966797,2020-11-25
144.619995117188,145.279998779297,144.179992675781,144.600006103516,1596000,124.262573242188,2020-11-27
144.460006713867,144.630004882812,142.880004882812,144.229995727539,4906900,123.944602966309,2020-11-30
145.029998779297,146.630004882812,144.5,146.070007324219,3999200,125.52587890625,2020-12-01
145.880004882812,146.940002441406,143.889999389648,144.619995117188,4432900,124.27978515625,2020-12-02
143.020004272461,144.960006713867,143.020004272461,144.449996948242,4757900,125.018051147461,2020-12-03
143.869995117188,145.979995727539,143.850006103516,145.850006103516,3592600,126.229736328125,2020-12-04
145.679992675781,146.559997558594,144.619995117188,145.369995117188,4217300,125.814254760742,2020-12-07
145.330001831055,146.160003662109,144.289993286133,145.520004272461,3623800,125.944107055664,2020-12-08
145.559997558594,146.100006103516,144.279998779297,145.690002441406,3842000,126.09122467041,2020-12-09
146.039993286133,146.289993286133,144.419998168945,144.669998168945,3985000,125.208442687988,2020-12-10
143.630004882812,145.100006103516,143.410003662109,144.970001220703,2975500,125.468116760254,2020-12-11
145.25,146.470001220703,144.050003051758,144.229995727539,3952400,124.827613830566,2020-12-14
144.559997558594,145.270004272461,143.889999389648,144.770004272461,3183300,125.295013427734,2020-12-15
143.979995727539,145.470001220703,143.899993896484,144.889999389648,4915800,125.39884185791,2020-12-16
145.25,146.199996948242,145.179992675781,145.710006713867,3312500,126.108520507812,2020-12-17
146.330001831055,147.100006103516,145.5,146.929992675781,8980400,127.164413452148,2020-12-18
145,145.660003662109,143.470001220703,145.399993896484,3946900,125.840240478516,2020-12-21
144.600006103516,145,143.479995727539,144.020004272461,2653700,124.645904541016,2020-12-22
144.490005493164,145.600006103516,144.070007324219,144.410003662109,2645100,124.983436584473,2020-12-23
144.830001831055,145.110000610352,144.139999389648,145.059997558594,883300,125.546012878418,2020-12-24
145.779998779297,147.600006103516,145.539993286133,146.910003662109,2493500,127.147125244141,2020-12-28
147.679992675781,148.770004272461,146.839996337891,147.419998168945,3186700,127.588516235352,2020-12-29
147.470001220703,147.990005493164,147.009994506836,147.309997558594,2224900,127.493316650391,2020-12-30
147.479995727539,148.460006713867,146.639999389648,148.300003051758,2076800,128.350158691406,2020-12-31
147.009994506836,147.779998779297,141.940002441406,144.270004272461,7486900,124.862266540527,2021-01-04
144.070007324219,145.179992675781,142.899993896484,144.699996948242,4126000,125.234420776367,2021-01-05
141.669998168945,143.600006103516,141.589996337891,142.929992675781,4843300,123.702499389648,2021-01-06
142.809997558594,143.149993896484,141.149993896484,142.470001220703,4473200,123.304389953613,2021-01-07
142.470001220703,144.399993896484,141.660003662109,144.179992675781,4312000,124.784378051758,2021-01-08
144.029998779297,144.309997558594,141.690002441406,142.089996337891,3902700,122.975532531738,2021-01-11
141.630004882812,142,139.449996948242,141.429992675781,5150000,122.404312133789,2021-01-12
141.119995117188,143.240005493164,141,142.589996337891,4361600,123.408226013184,2021-01-13
141.479995727539,142.440002441406,141.070007324219,141.759994506836,4724700,122.689918518066,2021-01-14
141.449996948242,142.600006103516,140.529998779297,141.389999389648,4309100,122.369697570801,2021-01-15
142.380004882812,142.580001831055,141.440002441406,142.059997558594,5158600,122.949523925781,2021-01-19
141.039993286133,141.779998779297,139.919998168945,141.330001831055,5019300,122.317756652832,2021-01-20
140.289993286133,140.789993286133,138.740005493164,139.610000610352,5684100,120.829124450684,2021-01-21
139.5,139.539993286133,138.229995727539,138.589996337891,4014900,119.946388244629,2021-01-22
138.059997558594,140.330001831055,137.580001831055,140.179992675781,3829000,121.322448730469,2021-01-25
141.309997558594,142.089996337891,139.75,141.800003051758,4242500,122.724548339844,2021-01-26
140.509994506836,142.330001831055,137.550003051758,138.039993286133,6659800,119.470344543457,2021-01-27
138.830001831055,140.789993286133,137.759994506836,139.190002441406,5514000,120.465644836426,2021-01-28
138.110000610352,138.460006713867,136.009994506836,136.570007324219,6778100,118.198112487793,2021-01-29
136.979995727539,137.960006713867,135.899993896484,136.979995727539,4185700,118.552955627441,2021-02-01
137.449996948242,139.529998779297,136.600006103516,138.380004882812,3581600,119.764633178711,2021-02-02
137.75,138.949996948242,137.070007324219,138.020004272461,3609600,119.453033447266,2021-02-03
137.75,139.759994506836,137.75,139.679992675781,3860300,120.889724731445,2021-02-04
140.490005493164,142.119995117188,139.729995727539,140.960006713867,4437900,121.997573852539,2021-02-05
141.190002441406,141.809997558594,139.5,140.399993896484,4112200,121.512878417969,2021-02-08
141.130004882812,141.149993896484,139.490005493164,139.600006103516,3179300,120.820457458496,2021-02-09
141.119995117188,141.119995117188,136.759994506836,137.699996948242,6966600,119.176078796387,2021-02-10
137.850006103516,138.210006713867,134.339996337891,134.970001220703,7528000,116.813339233398,2021-02-11
135.259994506836,135.600006103516,133.449996948242,133.869995117188,5659300,115.861282348633,2021-02-12
134.559997558594,134.809997558594,133.399993896484,134.380004882812,5180100,116.302703857422,2021-02-16
134.059997558594,135.070007324219,133.860000610352,134.460006713867,3353000,116.371940612793,2021-02-17
134.070007324219,135.699996948242,133.910003662109,135.369995117188,3935200,117.159538269043,2021-02-18
135.009994506836,135.119995117188,132.289993286133,132.509994506836,5414900,114.684234619141,2021-02-19
132.039993286133,132.600006103516,130.759994506836,131.990005493164,5792900,114.234222412109,2021-02-22
132.649993896484,134.339996337891,131.300003051758,132.779998779297,6264300,114.917945861816,2021-02-23
131.850006103516,132.289993286133,131.199996948242,132.089996337891,4944000,114.320755004883,2021-02-24
131.350006103516,132.089996337891,129.800003051758,130,5702300,112.511932373047,2021-02-25
130.570007324219,130.869995117188,128.570007324219,129.190002441406,8329000,111.810874938965,2021-02-26
130.610000610352,131.970001220703,130.339996337891,130.619995117188,5287300,113.048500061035,2021-03-01
130.5,132.029998779297,130.380004882812,131.070007324219,5614000,113.437980651855,2021-03-02
129.800003051758,130.529998779297,128.979995727539,129.139999389648,7505800,111.767608642578,2021-03-03
129.25,131.75,128.320007324219,128.830001831055,9102800,112.389617919922,2021-03-04
129.639999389648,133.410003662109,129.190002441406,133.029998779297,10186500,116.053657531738,2021-03-05
133.229995727539,134.179992675781,131.990005493164,132.130004882812,8634900,115.268493652344,2021-03-08
132.940002441406,133.910003662109,132,132.25,8930200,115.373199462891,2021-03-09
132.520004272461,134.470001220703,130.539993286133,133.580001831055,7791700,116.53345489502,2021-03-10
133.350006103516,134.580001831055,133.100006103516,133.220001220703,4458900,116.219383239746,2021-03-11
133.119995117188,133.789993286133,132.639999389648,133.039993286133,5275100,116.062362670898,2021-03-12
133.559997558594,133.630004882812,131.970001220703,133.029998779297,5389200,116.053657531738,2021-03-15
133.080001831055,134.580001831055,132.75,134.009994506836,5544700,116.908576965332,2021-03-16
134.360000610352,134.559997558594,133.380004882812,133.619995117188,6199500,116.568344116211,2021-03-17
132.360000610352,133.080001831055,131.410003662109,132.529998779297,6476700,115.61743927002,2021-03-18
132.309997558594,135.009994506836,132.179992675781,134.5,16114400,117.336036682129,2021-03-19
135.630004882812,138.199996948242,135.089996337891,137.800003051758,7813400,120.214935302734,2021-03-22
