"BPE.MI.Open","BPE.MI.High","BPE.MI.Low","BPE.MI.Close","BPE.MI.Volume","BPE.MI.Adjusted","Date"
2.90721011161804,2.93902397155762,2.8429069519043,2.93090105056763,4827839,2.26295375823975,2020-02-05
3.00265097618103,3.07710790634155,2.9627149105072,2.9627149105072,10956425,2.28751730918884,2020-02-06
2.96406888961792,2.98166704177856,2.90111804008484,2.93496298789978,5640066,2.26609015464783,2020-02-07
2.92954802513123,2.96745300292969,2.90517997741699,2.94647002220154,4176031,2.27497434616089,2020-02-10
2.9627149105072,2.96474504470825,2.91939401626587,2.96000695228577,2859619,2.28542637825012,2020-02-11
2.96203804016113,3.08996891975403,2.96203804016113,3.06898498535156,7257555,2.36956882476807,2020-02-12
3.0527400970459,3.09064602851868,3.00468111038208,3.08658409118652,8289404,2.3831570148468,2020-02-13
3.0980908870697,3.11230611801147,3.03920292854309,3.04258704185486,3409115,2.34918665885925,2020-02-14
3.03852605819702,3.15968799591064,3.03852605819702,3.14344191551208,8461218,2.42705678939819,2020-02-17
3.11027503013611,3.15494894981384,2.79349398612976,2.80296993255615,52686510,2.16417813301086,2020-02-18
2.8429069519043,2.8753969669342,2.71429896354675,2.79349398612976,26457824,2.1568615436554,2020-02-19
2.80906200408936,2.88216590881348,2.79552507400513,2.83884501457214,17306304,2.1918773651123,2020-02-20
2.84155297279358,2.87742805480957,2.7555890083313,2.75626611709595,14940166,2.12811803817749,2020-02-21
2.66623997688293,2.66623997688293,2.56741499900818,2.59652090072632,14041788,2.00477814674377,2020-02-24
2.63239598274231,2.67097806930542,2.54643201828003,2.59922909736633,11829613,2.0068690776825,2020-02-25
2.61276602745056,2.67571711540222,2.6012589931488,2.65676403045654,10393222,2.05129218101501,2020-02-26
2.60058307647705,2.62088894844055,2.54507803916931,2.55726194381714,9661030,1.97446620464325,2020-02-27
2.51123404502869,2.52612495422363,2.41037893295288,2.43610000610352,12571435,1.88091683387756,2020-02-28
2.47062110900879,2.48009705543518,2.24318909645081,2.30478501319885,14589001,1.77952837944031,2020-03-02
2.36908888816833,2.3724730014801,2.2370970249176,2.25063395500183,9600973,1.73771834373474,2020-03-03
2.24318909645081,2.26349496841431,2.18159198760986,2.19242191314697,8029457,1.69277250766754,2020-03-04
2.21002101898193,2.21002101898193,2.0766749382019,2.1125500202179,7514852,1.63110363483429,2020-03-05
2.03876996040344,2.08344411849976,2.02455496788025,2.06787610054016,7825820,1.59661066532135,2020-03-06
1.83773601055145,1.87970304489136,1.77681601047516,1.78697001934052,13374940,1.37972259521484,2020-03-09
1.80727601051331,1.84112000465393,1.67799198627472,1.70032894611359,11427993,1.31282699108124,2020-03-10
1.72605001926422,1.78900003433228,1.65159296989441,1.70439004898071,10757008,1.31596255302429,2020-03-11
1.65226995944977,1.65362405776978,1.40182304382324,1.40182304382324,16306756,1.08235001564026,2020-03-12
1.49794101715088,1.75312602519989,1.4275449514389,1.71589696407318,15709224,1.32484698295593,2020-03-13
1.61165702342987,1.70642101764679,1.42009902000427,1.58458197116852,17401640,1.22345852851868,2020-03-16
1.73146498203278,1.73146498203278,1.5412609577179,1.57916700839996,12534972,1.21927750110626,2020-03-17
1.57307505607605,1.6455010175705,1.49455595016479,1.53719997406006,6312110,1.18687474727631,2020-03-18
1.57578194141388,1.61707198619843,1.48914098739624,1.56089103221893,10086169,1.20516657829285,2020-03-19
1.59270405769348,1.7700480222702,1.59202694892883,1.74297201633453,16433664,1.34575176239014,2020-03-20
1.71318900585175,2.02929401397705,1.6455010175705,1.98732697963715,12842383,1.53441858291626,2020-03-23
2.00763297080994,2.06449198722839,1.97988104820251,2.03673911094666,11472609,1.57256972789764,2020-03-24
2.05772304534912,2.12405705451965,1.95618999004364,2.00492596626282,9925205,1.548006772995,2020-03-25
2.0035719871521,2.01507902145386,1.91896200180054,1.96566700935364,8599242,1.51769495010376,2020-03-26
1.93249905109406,1.97785103321075,1.83435094356537,1.83908998966217,5914113,1.41996467113495,2020-03-27
1.78493905067444,1.86142694950104,1.73958802223206,1.83841300010681,4775944,1.41944193840027,2020-03-30
1.8478889465332,1.90204000473022,1.80592203140259,1.89527094364166,4631655,1.46334195137024,2020-03-31
1.84382796287537,1.88850200176239,1.80930697917938,1.84044301509857,3970159,1.42100930213928,2020-04-01
1.8681960105896,1.87496399879456,1.79779994487762,1.82555198669434,4316525,1.40951180458069,2020-04-02
1.82555198669434,1.87158000469208,1.81607604026794,1.8167519569397,3708520,1.40271735191345,2020-04-03
1.90610098838806,1.93588399887085,1.84179699420929,1.85195004940033,5449222,1.42989385128021,2020-04-06
1.92234599590302,1.93588399887085,1.82961297035217,1.84450495243073,6222654,1.42414546012878,2020-04-07
1.81404495239258,1.83841300010681,1.75380194187164,1.75380194187164,7611430,1.3541134595871,2020-04-08
1.78967702388763,1.81404495239258,1.74500298500061,1.77072405815125,5374042,1.36717891693115,2020-04-09
1.77072405815125,1.78493905067444,1.68069899082184,1.69152903556824,4540485,1.306032538414,2020-04-14
1.69152903556824,1.69152903556824,1.56698298454285,1.56698298454285,4046802,1.20987033843994,2020-04-15
1.63805496692657,1.63805496692657,1.48846399784088,1.4992949962616,9366526,1.15760827064514,2020-04-16
1.54396903514862,1.55953705310822,1.500648021698,1.51486301422119,6627014,1.16962838172913,2020-04-17
1.52975404262543,1.53923094272614,1.48440301418304,1.51621699333191,5778425,1.1706737279892,2020-04-20
1.50673997402191,1.51215505599976,1.45055902004242,1.45055902004242,5605442,1.1199791431427,2020-04-21
1.47560405731201,1.47898805141449,1.42145299911499,1.44852805137634,4989612,1.11841106414795,2020-04-22
1.45529699325562,1.53449201583862,1.43634402751923,1.49726402759552,7388933,1.15604019165039,2020-04-23
1.47086501121521,1.48101902008057,1.43499100208282,1.43499100208282,4938550,1.10795903205872,2020-04-24
1.48711097240448,1.49387896060944,1.45123600959778,1.47560405731201,4905008,1.1393164396286,2020-04-27
1.4850800037384,1.61436498165131,1.48101902008057,1.56833696365356,8249982,1.21091568470001,2020-04-28
1.56833696365356,1.60691905021667,1.55547595024109,1.59338104724884,4433242,1.23025226593018,2020-04-29
1.60014998912811,1.61098003387451,1.52230894565582,1.52433896064758,5289438,1.17694473266602,2020-04-30
1.51824700832367,1.5426150560379,1.46680402755737,1.49184894561768,4593803,1.15185916423798,2020-05-04
1.51689302921295,1.5412609577179,1.46815800666809,1.48914098739624,4109515,1.14976835250854,2020-05-05
1.48034203052521,1.52163195610046,1.46545004844666,1.47154200077057,4213965,1.13618004322052,2020-05-06
1.4992949962616,1.4992949962616,1.4119770526886,1.43499100208282,6020646,1.10795903205872,2020-05-07
1.46071195602417,1.46680402755737,1.42957603931427,1.44717502593994,4330411,1.11736643314362,2020-05-08
1.46612703800201,1.4959100484848,1.43092894554138,1.43092894554138,5238239,1.10482251644135,2020-05-11
1.42889904975891,1.45665097236633,1.41468405723572,1.42145299911499,5381054,1.09750628471375,2020-05-12
1.41468405723572,1.42686796188354,1.37407100200653,1.37407100200653,5071684,1.06092262268066,2020-05-13
1.38219404220581,1.40047001838684,1.33007395267487,1.36324095726013,6966578,1.05256080627441,2020-05-14
1.3808399438858,1.39234697818756,1.34395003318787,1.35850298404694,3552856,1.04890251159668,2020-05-15
1.3808399438858,1.38490104675293,1.3449649810791,1.38490104675293,5992706,1.09102869033813,2020-05-18
1.41468405723572,1.41806900501251,1.28167700767517,1.307736992836,14478171,1.03023862838745,2020-05-19
1.30976700782776,1.3155210018158,1.23970997333527,1.28506100177765,10215311,1.01237452030182,2020-05-20
1.26576995849609,1.30062901973724,1.25087904930115,1.26069295406342,7418646,0.993177235126495,2020-05-21
1.2454639673233,1.298259973526,1.22075700759888,1.26170897483826,9117010,0.993977606296539,2020-05-22
1.26170897483826,1.27118504047394,1.24410998821259,1.26509296894073,5108316,0.996643543243408,2020-05-25
1.28946101665497,1.39776194095612,1.26915395259857,1.39708495140076,17934781,1.10062718391418,2020-05-26
1.4058849811554,1.53246200084686,1.3808399438858,1.44785094261169,20646465,1.14062082767487,2020-05-27
1.48237204551697,1.52704703807831,1.44446694850922,1.50606298446655,14100595,1.18648028373718,2020-05-28
1.49861800670624,1.5365229845047,1.4417599439621,1.45326697826385,13616493,1.14488756656647,2020-05-29
1.48778796195984,1.51147794723511,1.46003496646881,1.48914098739624,7954486,1.17314910888672,2020-06-01
1.50606298446655,1.53584599494934,1.48440301418304,1.51621699333191,9893357,1.19447958469391,2020-06-02
1.53787696361542,1.58458197116852,1.51960098743439,1.56495201587677,10880540,1.23287332057953,2020-06-03
1.55073797702789,1.58728897571564,1.50538599491119,1.56562900543213,24786623,1.23340666294098,2020-06-04
1.59067404270172,1.72131204605103,1.58187401294708,1.71792805194855,23023595,1.35338830947876,2020-06-05
1.7233430147171,1.85668897628784,1.71928095817566,1.80118405818939,20833945,1.41897761821747,2020-06-08
1.83435094356537,1.85195004940033,1.69423699378967,1.77546298503876,18095190,1.39871442317963,2020-06-09
1.79238498210907,1.81539905071259,1.68611395359039,1.68611395359039,15236130,1.32832503318787,2020-06-10
1.63602495193481,1.65836203098297,1.5784900188446,1.5784900188446,13075290,1.24353861808777,2020-06-11
1.55276799201965,1.61098003387451,1.51621699333191,1.5426150560379,12438389,1.2152761220932,2020-06-12
1.49049496650696,1.56698298454285,1.46883499622345,1.5568300485611,8604816,1.22647476196289,2020-06-15
1.60827302932739,1.69085204601288,1.56698298454285,1.65903902053833,15673816,1.30699527263641,2020-06-16
1.66445398330688,1.66851496696472,1.61165702342987,1.62587201595306,11616455,1.28086626529694,2020-06-17
1.62587201595306,1.69152903556824,1.54667603969574,1.58119702339172,14258785,1.24567115306854,2020-06-18
1.59608900547028,1.62045705318451,1.57442796230316,1.59744298458099,21579243,1.25846982002258,2020-06-19
1.58255100250244,1.58390498161316,1.53313899040222,1.53584599494934,7816247,1.20994353294373,2020-06-22
1.55344498157501,1.58593595027924,1.52298498153687,1.57375204563141,6758354,1.23980605602264,2020-06-23
1.58255100250244,1.5940580368042,1.49049496650696,1.49387896060944,9532210,1.17688167095184,2020-06-24
1.5209549665451,1.53313899040222,1.46206605434418,1.50538599491119,5807027,1.18594706058502,2020-06-25
1.52163195610046,1.52501595020294,1.46883499622345,1.47086501121521,4918363,1.15875136852264,2020-06-26
1.46206605434418,1.55006098747253,1.45123600959778,1.5426150560379,5691001,1.2152761220932,2020-06-29
1.57442796230316,1.57442796230316,1.4850800037384,1.49726402759552,5348772,1.17954862117767,2020-06-30
1.50877094268799,1.51215505599976,1.44852805137634,1.46815800666809,5214723,1.15661871433258,2020-07-01
1.49184894561768,1.51350903511047,1.45868194103241,1.47898805141449,7998029,1.16515064239502,2020-07-02
1.50132501125336,1.50267899036407,1.45326697826385,1.47221899032593,6590398,1.15981793403625,2020-07-03
1.4959100484848,1.54599905014038,1.4850800037384,1.51689302921295,9067149,1.19501221179962,2020-07-06
1.52298498153687,1.52366197109222,1.49184894561768,1.49997103214264,4150895,1.18168115615845,2020-07-07
1.50267899036407,1.52907705307007,1.49184894561768,1.49320304393768,6402384,1.17634928226471,2020-07-08
1.4992949962616,1.51486301422119,1.45191299915314,1.4539430141449,6624866,1.14542019367218,2020-07-09
1.45529699325562,1.5365229845047,1.45123600959778,1.52704703807831,6076730,1.20301163196564,2020-07-10
1.5568300485611,1.60421097278595,1.52298498153687,1.59744298458099,8426140,1.25846982002258,2020-07-13
1.58593595027924,1.70235896110535,1.56156802177429,1.68679094314575,14505663,1.32885837554932,2020-07-14
1.69897496700287,1.71589696407318,1.65565395355225,1.68814504146576,6713624,1.32992517948151,2020-07-15
1.67325305938721,1.70980501174927,1.66851496696472,1.69694399833679,2849613,1.33685696125031,2020-07-16
1.69694399833679,1.73078799247742,1.6813759803772,1.71928095817566,5704870,1.35445404052734,2020-07-17
1.71928095817566,1.73823404312134,1.67325305938721,1.68340694904327,10153105,1.3261923789978,2020-07-20
1.73958802223206,1.82013702392578,1.71183598041534,1.74161899089813,15294161,1.37205219268799,2020-07-21
1.763955950737,1.77884697914124,1.69423699378967,1.72537302970886,4733015,1.35925340652466,2020-07-22
1.72537302970886,1.72537302970886,1.65700805187225,1.6658079624176,5000283,1.31232798099518,2020-07-23
1.64211702346802,1.68272995948792,1.60895001888275,1.6407630443573,7410345,1.29259741306305,2020-07-24
1.6407630443573,1.64347100257874,1.54532301425934,1.5723979473114,7687806,1.23873925209045,2020-07-27
1.57713603973389,1.58661198616028,1.5473530292511,1.57713603973389,3005085,1.24247193336487,2020-07-28
1.60150396823883,1.61707198619843,1.51621699333191,1.52637004852295,4347176,1.20247828960419,2020-07-29
1.55344498157501,1.56292104721069,1.4959100484848,1.50741696357727,4625732,1.18754708766937,2020-07-30
1.51621699333191,1.53246200084686,1.43431401252747,1.4431129693985,7958923,1.13688826560974,2020-07-31
1.46815800666809,1.47695696353912,1.38219404220581,1.4058849811554,9270455,1.1075599193573,2020-08-03
1.42009902000427,1.46815800666809,1.37001001834869,1.38760900497437,19318504,1.09316205978394,2020-08-04
1.42009902000427,1.474249958992,1.40791499614716,1.46815800666809,13725085,1.15661871433258,2020-08-05
1.47221899032593,1.54532301425934,1.4634200334549,1.49997103214264,14458530,1.18168115615845,2020-08-06
1.51621699333191,1.5426150560379,1.45800495147705,1.47154200077057,6760485,1.15928471088409,2020-08-07
1.4898179769516,1.50741696357727,1.47831094264984,1.50606298446655,4796256,1.18648028373718,2020-08-10
1.52704703807831,1.58931994438171,1.52366197109222,1.58390498161316,6611889,1.24780452251434,2020-08-11
1.58390498161316,1.64617800712585,1.57645905017853,1.60421097278595,9042127,1.26380169391632,2020-08-12
1.59202694892883,1.63737905025482,1.58864295482635,1.60556495189667,4748015,1.26486825942993,2020-08-13
1.59338104724884,1.60962605476379,1.55209100246429,1.58390498161316,4799086,1.24780452251434,2020-08-14
1.60082697868347,1.61301100254059,1.56630599498749,1.56765997409821,4175914,1.23500669002533,2020-08-17
1.55953705310822,1.59744298458099,1.5412609577179,1.57172095775604,3002179,1.238205909729,2020-08-18
1.55885994434357,1.58661198616028,1.55479896068573,1.58593595027924,2641763,1.2494044303894,2020-08-19
1.55953705310822,1.58187401294708,1.54599905014038,1.56021404266357,2827441,1.22914063930511,2020-08-20
1.56901299953461,1.56968998908997,1.52569305896759,1.54329204559326,3899538,1.21580946445465,2020-08-21
1.55412197113037,1.58593595027924,1.54938399791718,1.58390498161316,4177062,1.24780452251434,2020-08-24
1.60150396823883,1.6407630443573,1.58999705314636,1.58999705314636,5338219,1.25260388851166,2020-08-25
1.59067404270172,1.61098003387451,1.58187401294708,1.58931994438171,3090367,1.25207054615021,2020-08-26
1.58525896072388,1.59338104724884,1.56021404266357,1.57781302928925,2652886,1.24300527572632,2020-08-27
1.5987960100174,1.61842596530914,1.57375204563141,1.61098003387451,4339823,1.26913440227509,2020-08-28
1.61774897575378,1.62113296985626,1.55750596523285,1.55750596523285,4782359,1.2270073890686,2020-08-31
1.55818295478821,1.56630599498749,1.4992949962616,1.51554000377655,8388801,1.19394636154175,2020-09-01
1.52501595020294,1.53923094272614,1.49997103214264,1.51147794723511,5522326,1.19074630737305,2020-09-02
1.52975404262543,1.5317850112915,1.44988203048706,1.4634200334549,8535578,1.15288627147675,2020-09-03
1.4634200334549,1.50200200080872,1.44988203048706,1.47763395309448,6679191,1.16408395767212,2020-09-04
1.49794101715088,1.50335597991943,1.45123600959778,1.47018897533417,3698583,1.15821886062622,2020-09-07
1.47763395309448,1.4850800037384,1.41942203044891,1.43025195598602,5316608,1.12675631046295,2020-09-08
1.44582104682922,1.45123600959778,1.42077600955963,1.44988203048706,3917825,1.14222085475922,2020-09-09
1.44852805137634,1.50267899036407,1.43972897529602,1.48711097240448,4721511,1.1715499162674,2020-09-10
1.47357296943665,1.50809395313263,1.45868194103241,1.48304903507233,4708600,1.16834986209869,2020-09-11
1.50200200080872,1.50403296947479,1.46815800666809,1.48237204551697,3335858,1.16781651973724,2020-09-14
1.48914098739624,1.48914098739624,1.44649803638458,1.46409702301025,4284145,1.15341949462891,2020-09-15
1.47560405731201,1.49387896060944,1.45732796192169,1.47492694854736,4247443,1.16195142269135,2020-09-16
1.4539430141449,1.474249958992,1.44852805137634,1.46206605434418,3507216,1.15181946754456,2020-09-17
1.45529699325562,1.46071195602417,1.4025000333786,1.4025000333786,8428012,1.10489320755005,2020-09-18
1.40047001838684,1.4011470079422,1.34868800640106,1.36459505558014,8755884,1.07503151893616,2020-09-21
1.3808399438858,1.39776194095612,1.35782599449158,1.36730194091797,4367209,1.07716405391693,2020-09-22
1.36730194091797,1.38760900497437,1.32668900489807,1.32668900489807,5234292,1.04516911506653,2020-09-23
1.31687498092651,1.43363702297211,1.30096805095673,1.39708495140076,10542505,1.10062718391418,2020-09-24
1.42077600955963,1.42077600955963,1.32330501079559,1.32330501079559,6974073,1.0425032377243,2020-09-25
1.34564197063446,1.37271702289581,1.32364296913147,1.35782599449158,8216584,1.06969881057739,2020-09-28
1.35647201538086,1.35647201538086,1.31450605392456,1.31992101669312,4195064,1.0398371219635,2020-09-29
1.28167700767517,1.3527489900589,1.2671240568161,1.34564197063446,13457596,1.06010031700134,2020-09-30
1.36391794681549,1.38151705265045,1.29961395263672,1.3185670375824,12960981,1.03877067565918,2020-10-01
1.28472304344177,1.3155210018158,1.27660000324249,1.28269195556641,13428718,1.01050806045532,2020-10-02
1.31299996376038,1.32799994945526,1.14999997615814,1.18799996376038,31752928,0.935909450054169,2020-10-05
1.20000004768372,1.23800003528595,1.19949996471405,1.23749995231628,20583299,0.974905669689178,2020-10-06
1.23199999332428,1.23749995231628,1.18550002574921,1.18550002574921,13774073,0.9339399933815,2020-10-07
1.18599998950958,1.19799995422363,1.14999997615814,1.19649994373322,15507921,0.942605912685394,2020-10-08
1.18599998950958,1.21599996089935,1.17599999904633,1.20249998569489,14549052,0.947332680225372,2020-10-09
1.20200002193451,1.21249997615814,1.16400003433228,1.17200005054474,9987802,0.923304736614227,2020-10-12
1.17200005054474,1.17200005054474,1.08299994468689,1.11199998855591,22842047,0.876036524772644,2020-10-13
1.12000000476837,1.12100005149841,1.08700001239777,1.11650002002716,15890543,0.879581689834595,2020-10-14
1.11249995231628,1.13100004196167,1.10599994659424,1.11049997806549,17986736,0.874854803085327,2020-10-15
1.12800002098083,1.21449995040894,1.10899996757507,1.20050001144409,28235963,0.945757031440735,2020-10-16
1.20150005817413,1.21000003814697,1.1360000371933,1.18449997901917,28027321,0.933152258396149,2020-10-19
1.18400001525879,1.35399997234344,1.182000041008,1.29999995231628,42939930,1.02414345741272,2020-10-20
1.24950003623962,1.27600002288818,1.21350002288818,1.21700000762939,31795037,0.958755731582642,2020-10-21
1.20150005817413,1.20899999141693,1.15499997138977,1.18649995326996,21158334,0.934727728366852,2020-10-22
1.21200001239777,1.22650003433228,1.192999958992,1.20350003242493,22287474,0.948120474815369,2020-10-23
1.17599999904633,1.2224999666214,1.1599999666214,1.19149994850159,22303126,0.938666820526123,2020-10-26
1.19200003147125,1.20500004291534,1.11699998378754,1.11699998378754,38598879,0.879975557327271,2020-10-27
1.09599995613098,1.10000002384186,1.02250003814697,1.03649997711182,26892686,0.816557288169861,2020-10-28
1.0440000295639,1.06050002574921,1.00300002098083,1.02349996566772,25654370,0.806315898895264,2020-10-29
1.00999999046326,1.03550004959106,1.00499999523163,1.01699995994568,15914934,0.801195323467255,2020-10-30
1.01800000667572,1.05499994754791,1.00150001049042,1.05499994754791,19702198,0.83113169670105,2020-11-02
1.07299995422363,1.11699998378754,1.05850005149841,1.08200001716614,22255541,0.85240238904953,2020-11-03
1.05499994754791,1.10699999332428,1.04050004482269,1.10699999332428,20598105,0.872097551822662,2020-11-04
1.14649999141693,1.14649999141693,1.08050000667572,1.08299994468689,23680054,0.853190302848816,2020-11-05
1.08449995517731,1.10150003433228,1.04499995708466,1.04799997806549,20114747,0.825617134571075,2020-11-06
1.07200002670288,1.19649994373322,1.05999994277954,1.19649994373322,53904869,0.942605912685394,2020-11-09
1.19649994373322,1.25049996376038,1.15600001811981,1.18649995326996,41529046,0.934727728366852,2020-11-10
1.19900000095367,1.21949994564056,1.16499996185303,1.2039999961853,24125382,0.948514342308044,2020-11-11
1.19000005722046,1.22200000286102,1.17200005054474,1.19400000572205,17697243,0.940636217594147,2020-11-12
1.18550002574921,1.244500041008,1.18149995803833,1.2389999628067,22034424,0.976087391376495,2020-11-13
1.25650000572205,1.33949995040894,1.25399994850159,1.31949996948242,40820008,1.03950548171997,2020-11-16
1.33550000190735,1.3565000295639,1.29499995708466,1.33500003814697,37738296,1.05171644687653,2020-11-17
1.32599997520447,1.42550003528595,1.31599998474121,1.41649997234344,41762645,1.11592257022858,2020-11-18
1.40499997138977,1.44649994373322,1.38699996471405,1.42550003528595,38186919,1.12301278114319,2020-11-19
1.45000004768372,1.49349999427795,1.43299996852875,1.48450005054474,51112076,1.16949307918549,2020-11-20
1.5440000295639,1.57449996471405,1.49500000476837,1.51600003242493,59434559,1.19430875778198,2020-11-23
1.53999996185303,1.55799996852875,1.47099995613098,1.51950001716614,47621000,1.19706606864929,2020-11-24
1.52450001239777,1.53849995136261,1.48049998283386,1.52450001239777,28093617,1.20100522041321,2020-11-25
1.52499997615814,1.52799999713898,1.48500001430511,1.48500001430511,17790333,1.16988682746887,2020-11-26
1.47699999809265,1.53199994564056,1.47399997711182,1.5110000371933,19556723,1.19036984443665,2020-11-27
1.49800002574921,1.50250005722046,1.46099996566772,1.4650000333786,23903680,1.15413093566895,2020-11-30
1.47549998760223,1.51300001144409,1.46700000762939,1.48599994182587,17520109,1.17067468166351,2020-12-01
1.47950005531311,1.48599994182587,1.41400003433228,1.47000002861023,25097212,1.15806996822357,2020-12-02
1.46399998664856,1.49199998378754,1.45099997520447,1.4835000038147,12452917,1.16870510578156,2020-12-03
1.48300004005432,1.50399994850159,1.45850002765656,1.4724999666214,17173247,1.16003930568695,2020-12-04
1.47000002861023,1.47950005531311,1.44350004196167,1.46449995040894,11222100,1.15373694896698,2020-12-07
1.46099996566772,1.47950005531311,1.45200002193451,1.47449994087219,8610387,1.16161489486694,2020-12-08
1.50999999046326,1.54999995231628,1.50150001049042,1.5110000371933,32572413,1.19036984443665,2020-12-09
1.52900004386902,1.54200005531311,1.47049999237061,1.51699995994568,32461660,1.19509673118591,2020-12-10
1.51950001716614,1.51950001716614,1.46150004863739,1.46700000762939,19202397,1.15570640563965,2020-12-11
1.48000001907349,1.49699997901917,1.46350002288818,1.46350002288818,13947357,1.15294909477234,2020-12-14
1.46399998664856,1.48000001907349,1.45050001144409,1.47749996185303,9501772,1.16397833824158,2020-12-15
1.47599995136261,1.48450005054474,1.45299994945526,1.45749998092651,13494433,1.14822232723236,2020-12-16
1.46949994564056,1.47150003910065,1.44900000095367,1.46650004386902,9229743,1.15531253814697,2020-12-17
1.45249998569489,1.48300004005432,1.44900000095367,1.45200002193451,13196809,1.14388954639435,2020-12-18
1.40600001811981,1.42599999904633,1.37000000476837,1.3934999704361,20103502,1.09780299663544,2020-12-21
1.40550005435944,1.432000041008,1.40050005912781,1.42499995231628,9611406,1.12261867523193,2020-12-22
1.43350005149841,1.48000001907349,1.42750000953674,1.48000001907349,13488357,1.16594791412354,2020-12-23
1.5,1.52300000190735,1.49150002002716,1.5,13799091,1.18170404434204,2020-12-28
1.50250005722046,1.50849997997284,1.48249995708466,1.48950004577637,9230090,1.17343199253082,2020-12-29
1.49650001525879,1.50349998474121,1.48500001430511,1.48500001430511,7564476,1.16988682746887,2020-12-30
1.49749994277954,1.50100004673004,1.44799995422363,1.46200001239777,14073443,1.15176737308502,2021-01-04
1.45099997520447,1.49199998378754,1.45099997520447,1.47399997711182,13060420,1.16122102737427,2021-01-05
1.49000000953674,1.55499994754791,1.47500002384186,1.55250000953674,30064785,1.2230635881424,2021-01-06
1.55999994277954,1.66649997234344,1.54100000858307,1.64849996566772,36650021,1.29869270324707,2021-01-07
1.67999994754791,1.70200002193451,1.61699998378754,1.62999999523163,27351446,1.28411829471588,2021-01-08
1.62600004673004,1.6690000295639,1.61749994754791,1.66349995136261,21412779,1.31050956249237,2021-01-11
1.67400002479553,1.68700003623962,1.65600001811981,1.66600000858307,15621834,1.31247913837433,2021-01-12
1.66799998283386,1.66799998283386,1.62549996376038,1.64549994468689,16474610,1.29632914066315,2021-01-13
1.63100004196167,1.66250002384186,1.61899995803833,1.619500041008,16273984,1.27584636211395,2021-01-14
1.61800003051758,1.63900005817413,1.5789999961853,1.60899996757507,14977670,1.26757442951202,2021-01-15
1.59399998188019,1.64800000190735,1.58399999141693,1.64450001716614,10471484,1.2955414056778,2021-01-18
1.65400004386902,1.65600001811981,1.61450004577637,1.62100005149841,11713459,1.27702796459198,2021-01-19
1.63450002670288,1.66349995136261,1.63199996948242,1.64900004863739,12657204,1.29908645153046,2021-01-20
1.66199994087219,1.66499996185303,1.61849999427795,1.62000000476837,13623681,1.27624022960663,2021-01-21
1.61849999427795,1.619500041008,1.56400001049042,1.57550001144409,13525254,1.24118304252625,2021-01-22
1.58399999141693,1.59899997711182,1.52550005912781,1.52799999713898,13026527,1.20376241207123,2021-01-25
1.52649998664856,1.58500003814697,1.51049995422363,1.57050001621246,10355188,1.23724400997162,2021-01-26
