"TPRO.MI.Open","TPRO.MI.High","TPRO.MI.Low","TPRO.MI.Close","TPRO.MI.Volume","TPRO.MI.Adjusted","Date"
6.5479998588562,6.63000011444092,6.40000009536743,6.51000022888184,121041,6.51000022888184,2022-05-10
6.53999996185303,6.65799999237061,6.51000022888184,6.6399998664856,93952,6.6399998664856,2022-05-11
6.53999996185303,6.78000020980835,6.52799987792969,6.76399993896484,125431,6.76399993896484,2022-05-12
6.76000022888184,7.05999994277954,6.76000022888184,7.01999998092651,715287,7.01999998092651,2022-05-13
6.9060001373291,7.15000009536743,6.9060001373291,7.15000009536743,416798,7.15000009536743,2022-05-16
7.15000009536743,7.28000020980835,7.09999990463257,7.1399998664856,382948,7.1399998664856,2022-05-17
7.18400001525879,7.26000022888184,6.96999979019165,7.15000009536743,375309,7.15000009536743,2022-05-18
7.14599990844727,7.16400003433228,6.8600001335144,6.8600001335144,325855,6.8600001335144,2022-05-19
6.98600006103516,7.1100001335144,6.77600002288818,6.77600002288818,330568,6.77600002288818,2022-05-20
6.97200012207031,6.97200012207031,6.65999984741211,6.86399984359741,412101,6.86399984359741,2022-05-23
7,7.19999980926514,6.74200010299683,6.87599992752075,688577,6.87599992752075,2022-05-24
6.98000001907349,7.1399998664856,6.90199995040894,7.09600019454956,451204,7.09600019454956,2022-05-25
6.94999980926514,7.1399998664856,6.94000005722046,7.09000015258789,293432,7.09000015258789,2022-05-26
7.01999998092651,7.13800001144409,7.01999998092651,7.07999992370605,348258,7.07999992370605,2022-05-27
7.03399991989136,7.25,7.03399991989136,7.03999996185303,525836,7.03999996185303,2022-05-30
7.05000019073486,7.13800001144409,6.82999992370605,6.82999992370605,2442381,6.82999992370605,2022-05-31
6.94600009918213,7.15000009536743,6.71999979019165,7.15000009536743,400827,7.15000009536743,2022-06-01
7.13600015640259,7.13600015640259,7,7.07000017166138,28792,7.07000017166138,2022-06-02
7.02400016784668,7.09600019454956,7.00400018692017,7.01399993896484,41813,7.01399993896484,2022-06-03
7.09000015258789,7.14599990844727,7.01999998092651,7.09999990463257,138110,7.09999990463257,2022-06-06
7.12599992752075,7.19000005722046,7.06199979782104,7.1100001335144,262560,7.1100001335144,2022-06-07
7.19799995422363,7.28000020980835,7.1100001335144,7.28000020980835,202880,7.28000020980835,2022-06-08
7.28800010681152,7.44999980926514,7.15000009536743,7.19999980926514,303786,7.19999980926514,2022-06-09
7.25,7.25,6.88199996948242,7.03800010681152,441601,7.03800010681152,2022-06-10
7.09999990463257,7.19999980926514,6.80999994277954,6.90000009536743,377069,6.90000009536743,2022-06-13
6.86399984359741,7.18800020217896,6.80800008773804,6.86999988555908,399375,6.86999988555908,2022-06-14
6.99399995803833,7.01800012588501,6.83199977874756,6.90000009536743,263559,6.90000009536743,2022-06-15
6.97599983215332,6.97599983215332,6.67000007629395,6.69999980926514,884636,6.69999980926514,2022-06-16
6.75,6.82999992370605,6.65000009536743,6.73999977111816,228604,6.73999977111816,2022-06-17
6.83799982070923,6.83799982070923,6.63199996948242,6.82999992370605,267307,6.82999992370605,2022-06-20
6.81799983978271,6.94999980926514,6.80600023269653,6.90199995040894,91952,6.90199995040894,2022-06-21
6.90999984741211,6.90999984741211,6.67999982833862,6.86600017547607,216313,6.86600017547607,2022-06-22
6.76999998092651,6.90999984741211,6.73199987411499,6.76000022888184,150827,6.76000022888184,2022-06-23
6.78200006484985,6.81799983978271,6.62200021743774,6.6399998664856,181212,6.6399998664856,2022-06-24
6.65199995040894,6.80399990081787,6.65199995040894,6.80399990081787,118709,6.80399990081787,2022-06-27
6.82000017166138,6.90000009536743,6.79199981689453,6.90000009536743,89955,6.90000009536743,2022-06-28
6.89799976348877,6.90000009536743,6.73999977111816,6.73999977111816,95752,6.73999977111816,2022-06-29
6.83199977874756,6.83199977874756,6.66400003433228,6.73000001907349,223487,6.73000001907349,2022-06-30
6.78000020980835,6.81599998474121,6.67999982833862,6.81599998474121,320176,6.81599998474121,2022-07-01
6.92000007629395,6.92000007629395,6.67000007629395,6.67000007629395,86273,6.67000007629395,2022-07-04
6.68400001525879,6.71000003814697,6.5,6.55999994277954,172413,6.55999994277954,2022-07-05
6.59999990463257,6.59999990463257,6.43200016021729,6.47200012207031,249438,6.47200012207031,2022-07-06
6.46199989318848,6.61999988555908,6.46199989318848,6.51999998092651,219282,6.51999998092651,2022-07-07
6.51200008392334,6.73999977111816,6.46400022506714,6.46400022506714,176645,6.46400022506714,2022-07-08
6.46999979019165,6.66400003433228,6.46999979019165,6.61999988555908,123790,6.61999988555908,2022-07-11
6.64200019836426,7.07000017166138,6.60599994659424,6.93800020217896,362163,6.93800020217896,2022-07-12
7.03999996185303,7.18200016021729,6.98000001907349,7.15000009536743,361912,7.15000009536743,2022-07-13
7.05800008773804,7.09999990463257,6.71000003814697,7,125132,7,2022-07-14
7,7.15000009536743,6.8439998626709,7.01999998092651,306192,7.01999998092651,2022-07-15
7.13800001144409,7.30000019073486,7,7.28000020980835,294768,7.28000020980835,2022-07-18
7.19999980926514,7.34999990463257,7.17000007629395,7.34999990463257,248992,7.34999990463257,2022-07-19
7.30399990081787,7.53999996185303,7.21600008010864,7.44999980926514,424798,7.44999980926514,2022-07-20
7.28399991989136,7.53000020980835,7.0019998550415,7.5,414704,7.5,2022-07-21
7.43400001525879,7.69999980926514,7.32000017166138,7.63800001144409,199899,7.63800001144409,2022-07-22
7.59999990463257,8.23400020599365,7.59999990463257,8.08399963378906,741142,8.08399963378906,2022-07-25
8,8.17399978637695,7.96199989318848,8.03400039672852,492763,8.03400039672852,2022-07-26
8.10000038146973,8.14999961853027,8.01599979400635,8.13000011444092,263269,8.13000011444092,2022-07-27
8.1879997253418,8.40999984741211,7.91599988937378,7.92000007629395,319449,7.92000007629395,2022-07-28
7.98199987411499,8.10200023651123,7.71000003814697,7.87200021743774,632598,7.87200021743774,2022-07-29
7.96400022506714,8.21000003814697,7.90999984741211,8.02400016784668,432078,8.02400016784668,2022-08-01
8.02200031280518,8.22999954223633,7.8600001335144,8.22999954223633,193371,8.22999954223633,2022-08-02
8.22999954223633,8.30000019073486,8.05000019073486,8.21000003814697,266642,8.21000003814697,2022-08-03
8.14999961853027,8.31999969482422,8.11600017547607,8.21199989318848,171962,8.21199989318848,2022-08-04
8.21000003814697,8.34000015258789,8.16199970245361,8.16800022125244,163071,8.16800022125244,2022-08-05
8.13000011444092,8.23600006103516,8.0600004196167,8.0600004196167,240870,8.0600004196167,2022-08-08
8.07999992370605,8.14599990844727,7.76999998092651,7.84999990463257,133310,7.84999990463257,2022-08-09
7.90000009536743,7.92399978637695,7.72200012207031,7.72599983215332,131272,7.72599983215332,2022-08-10
8.0959997177124,8.0959997177124,7.77799987792969,7.94999980926514,96918,7.94999980926514,2022-08-11
7.94600009918213,8.06599998474121,7.88800001144409,8.05000019073486,85495,8.05000019073486,2022-08-12
7.98400020599365,8.17399978637695,7.80999994277954,8.02000045776367,186087,8.02000045776367,2022-08-16
8,8.11200046539307,7.90000009536743,7.90999984741211,71196,7.90999984741211,2022-08-17
7.88199996948242,7.97399997711182,7.78999996185303,7.90000009536743,63883,7.90000009536743,2022-08-18
7.8439998626709,7.89799976348877,7.69399976730347,7.73999977111816,187913,7.73999977111816,2022-08-19
7.58400011062622,7.80000019073486,7.56799983978271,7.72800016403198,178707,7.72800016403198,2022-08-22
7.60599994659424,7.67999982833862,7.40199995040894,7.51000022888184,156155,7.51000022888184,2022-08-23
7.57000017166138,7.85799980163574,7.44399976730347,7.85799980163574,205211,7.85799980163574,2022-08-24
7.87799978256226,7.87799978256226,7.69000005722046,7.69000005722046,111955,7.69000005722046,2022-08-25
7.67000007629395,7.7039999961853,7.13800001144409,7.55000019073486,365675,7.55000019073486,2022-08-26
7.64200019836426,7.64200019836426,7.42799997329712,7.44199991226196,83293,7.44199991226196,2022-08-29
7.40000009536743,7.65999984741211,7.40000009536743,7.55999994277954,100167,7.55999994277954,2022-08-30
7.66800022125244,7.66800022125244,7.46000003814697,7.59999990463257,188204,7.59999990463257,2022-08-31
7.62799978256226,7.62799978256226,7.02400016784668,7.02400016784668,327057,7.02400016784668,2022-09-01
7.09200000762939,7.17999982833862,6.93800020217896,7.03800010681152,744222,7.03800010681152,2022-09-02
6.99399995803833,6.99399995803833,6.80000019073486,6.90999984741211,176084,6.90999984741211,2022-09-05
6.90000009536743,7,6.84999990463257,6.84999990463257,102884,6.84999990463257,2022-09-06
6.84200000762939,7.09999990463257,6.80000019073486,6.86999988555908,112809,6.86999988555908,2022-09-07
7.01599979400635,7.05000019073486,6.86600017547607,6.94999980926514,116594,6.94999980926514,2022-09-08
6.98600006103516,7.23000001907349,6.98600006103516,7.21999979019165,210426,7.21999979019165,2022-09-09
7.23199987411499,7.28599977493286,7.11399984359741,7.12200021743774,128850,7.12200021743774,2022-09-12
7.16599988937378,7.34999990463257,7.15000009536743,7.15000009536743,152718,7.15000009536743,2022-09-13
7.15000009536743,7.6399998664856,7.15000009536743,7.57999992370605,280533,7.57999992370605,2022-09-14
7.62599992752075,7.67600011825562,7.35599994659424,7.5479998588562,214092,7.5479998588562,2022-09-15
7.55800008773804,7.55800008773804,7.17999982833862,7.26000022888184,161601,7.26000022888184,2022-09-16
7.30999994277954,7.30999994277954,7.07000017166138,7.2979998588562,78087,7.2979998588562,2022-09-19
7.2480001449585,7.26000022888184,7.05399990081787,7.09999990463257,106539,7.09999990463257,2022-09-20
7.09800004959106,7.23600006103516,7,7.14799976348877,105723,7.14799976348877,2022-09-21
7.09999990463257,7.26599979400635,6.94999980926514,7.07999992370605,158261,7.07999992370605,2022-09-22
7,7.12599992752075,6.80000019073486,6.80000019073486,209993,6.80000019073486,2022-09-23
6.9520001411438,7.09200000762939,6.71199989318848,6.92799997329712,265733,6.92799997329712,2022-09-26
7.02799987792969,7.08799982070923,6.88199996948242,7.05000019073486,145739,7.05000019073486,2022-09-27
6.92199993133545,7.18400001525879,6.84200000762939,7,242923,7,2022-09-28
6.94799995422363,7.14799976348877,6.94799995422363,7.09999990463257,169387,7.09999990463257,2022-09-29
7.15799999237061,7.18400001525879,7.01999998092651,7.09999990463257,194000,7.09999990463257,2022-09-30
7.18200016021729,7.28999996185303,7.07000017166138,7.28999996185303,174525,7.28999996185303,2022-10-03
7.30000019073486,7.39599990844727,7.22399997711182,7.39599990844727,207702,7.39599990844727,2022-10-04
7.39400005340576,7.42399978637695,7.25400018692017,7.40799999237061,154456,7.40799999237061,2022-10-05
7.34999990463257,7.55999994277954,7.28399991989136,7.55000019073486,152896,7.55000019073486,2022-10-06
7.58599996566772,7.58599996566772,7.31599998474121,7.39599990844727,131640,7.39599990844727,2022-10-07
7.38600015640259,7.46000003814697,7.23999977111816,7.30000019073486,93692,7.30000019073486,2022-10-10
7.37799978256226,7.42999982833862,7.26399993896484,7.34999990463257,103054,7.34999990463257,2022-10-11
7.32800006866455,7.46600008010864,7.25400018692017,7.25400018692017,153020,7.25400018692017,2022-10-12
7.25,7.28000020980835,6.7020001411438,6.94999980926514,776256,6.94999980926514,2022-10-13
7,7.03599977493286,6.74399995803833,6.74399995803833,484461,6.74399995803833,2022-10-14
6.78800010681152,6.94399976730347,6.7480001449585,6.94399976730347,259928,6.94399976730347,2022-10-17
6.94999980926514,7.05999994277954,6.91200017929077,7,187356,7,2022-10-18
7.06199979782104,7.1100001335144,6.94199991226196,7.09999990463257,181103,7.09999990463257,2022-10-19
7.11800003051758,7.19999980926514,6.96999979019165,7.19999980926514,174704,7.19999980926514,2022-10-20
7.19999980926514,7.28200006484985,7.12200021743774,7.19999980926514,418160,7.19999980926514,2022-10-21
7.16200017929077,7.30000019073486,7.16200017929077,7.30000019073486,69534,7.30000019073486,2022-10-24
7.25,7.59000015258789,7.19799995422363,7.55000019073486,276513,7.55000019073486,2022-10-25
7.4060001373291,7.54199981689453,7.34999990463257,7.40000009536743,251817,7.40000009536743,2022-10-26
7.30000019073486,7.38800001144409,6.86199998855591,6.86999988555908,827629,6.86999988555908,2022-10-27
6.86999988555908,6.94600009918213,6.78000020980835,6.78999996185303,497796,6.78999996185303,2022-10-28
6.88800001144409,7.00600004196167,6.84999990463257,6.96000003814697,203338,6.96000003814697,2022-10-31
6.97800016403198,7.08400011062622,6.92999982833862,7.07200002670288,139214,7.07200002670288,2022-11-01
7.05600023269653,7.05999994277954,6.85400009155273,6.89400005340576,125013,6.89400005340576,2022-11-02
6.84999990463257,6.98999977111816,6.82800006866455,6.84999990463257,134231,6.84999990463257,2022-11-03
6.86600017547607,6.93800020217896,6.69999980926514,6.71000003814697,345851,6.71000003814697,2022-11-04
6.73999977111816,6.84200000762939,6.70599985122681,6.76999998092651,374071,6.76999998092651,2022-11-07
6.83400011062622,6.94399976730347,6.76999998092651,6.94399976730347,257952,6.94399976730347,2022-11-08
6.94999980926514,6.94999980926514,6.75400018692017,6.92999982833862,89464,6.92999982833862,2022-11-09
6.92799997329712,7.15199995040894,6.82000017166138,7.13399982452393,178653,7.13399982452393,2022-11-10
7.15000009536743,7.23000001907349,7.0460000038147,7.19999980926514,295070,7.19999980926514,2022-11-11
7.23799991607666,7.28000020980835,7.09000015258789,7.28000020980835,116386,7.28000020980835,2022-11-14
7.21999979019165,7.4539999961853,7.19000005722046,7.4539999961853,357139,7.4539999961853,2022-11-15
7.40000009536743,7.42000007629395,7.13600015640259,7.15000009536743,164255,7.15000009536743,2022-11-16
7.17199993133545,7.26999998092651,7.06400012969971,7.09999990463257,75578,7.09999990463257,2022-11-17
7.17799997329712,7.19600009918213,7.09600019454956,7.09999990463257,74660,7.09999990463257,2022-11-18
7.19999980926514,7.19999980926514,7,7.15999984741211,118118,7.15999984741211,2022-11-21
7.13600015640259,7.13600015640259,6.75,7.01999998092651,198945,7.01999998092651,2022-11-22
7.05600023269653,7.33799982070923,7,7.30999994277954,159107,7.30999994277954,2022-11-23
7.2480001449585,7.29400014877319,7.07000017166138,7.19999980926514,136879,7.19999980926514,2022-11-24
7.14200019836426,7.19199991226196,7.03000020980835,7.15000009536743,37642,7.15000009536743,2022-11-25
7.12599992752075,7.26399993896484,7.05399990081787,7.26399993896484,175734,7.26399993896484,2022-11-28
7.19600009918213,7.3600001335144,7.17999982833862,7.34999990463257,251910,7.34999990463257,2022-11-29
7.34000015258789,7.42799997329712,7.25,7.42799997329712,352801,7.42799997329712,2022-11-30
7.36600017547607,7.48000001907349,7.21799993515015,7.30200004577637,118674,7.30200004577637,2022-12-01
7.19999980926514,7.35799980163574,7.17399978637695,7.17399978637695,110203,7.17399978637695,2022-12-02
7.36999988555908,7.36999988555908,7.05399990081787,7.23999977111816,227393,7.23999977111816,2022-12-05
7.23400020599365,7.3600001335144,7.17000007629395,7.34999990463257,324869,7.34999990463257,2022-12-06
7.22399997711182,7.22399997711182,6.8600001335144,6.90000009536743,1159718,6.90000009536743,2022-12-07
6.96600008010864,7.02199983596802,6.84999990463257,6.84999990463257,387642,6.84999990463257,2022-12-08
6.88399982452393,6.9980001449585,6.88000011444092,6.89599990844727,287604,6.89599990844727,2022-12-09
6.94199991226196,6.94399976730347,6.84999990463257,6.84999990463257,290618,6.84999990463257,2022-12-12
6.89599990844727,7.02799987792969,6.88000011444092,7,287972,7,2022-12-13
7.02199983596802,7.02199983596802,6.86199998855591,6.94999980926514,179925,6.94999980926514,2022-12-14
6.94999980926514,7.01999998092651,6.83199977874756,6.84999990463257,258822,6.84999990463257,2022-12-15
6.84999990463257,6.9980001449585,6.81599998474121,6.96600008010864,301921,6.96600008010864,2022-12-16
6.90000009536743,7,6.81199979782104,6.82999992370605,267863,6.82999992370605,2022-12-19
6.81400012969971,6.86600017547607,6.75,6.84800004959106,137846,6.84800004959106,2022-12-20
6.92999982833862,6.92999982833862,6.81199979782104,6.84999990463257,229258,6.84999990463257,2022-12-21
6.92000007629395,6.92000007629395,6.64599990844727,6.67999982833862,573878,6.67999982833862,2022-12-22
6.69999980926514,6.80800008773804,6.60599994659424,6.63000011444092,317953,6.63000011444092,2022-12-23
6.69199991226196,6.80000019073486,6.69199991226196,6.71000003814697,137089,6.71000003814697,2022-12-27
6.73999977111816,6.82000017166138,6.67199993133545,6.67999982833862,191025,6.67999982833862,2022-12-28
6.79199981689453,6.89400005340576,6.67999982833862,6.73199987411499,274576,6.73199987411499,2022-12-29
6.77799987792969,6.85599994659424,6.69999980926514,6.69999980926514,209136,6.69999980926514,2022-12-30
6.78200006484985,6.97800016403198,6.7519998550415,6.92999982833862,183934,6.92999982833862,2023-01-02
6.97800016403198,7.0460000038147,6.91599988937378,7,260839,7,2023-01-03
7.0479998588562,7.0479998588562,6.8899998664856,6.89200019836426,219742,6.89200019836426,2023-01-04
6.92000007629395,6.98799991607666,6.86999988555908,6.89200019836426,180912,6.89200019836426,2023-01-05
6.89200019836426,6.92600011825562,6.81599998474121,6.8600001335144,166258,6.8600001335144,2023-01-06
6.8600001335144,7.01800012588501,6.82999992370605,7.01000022888184,315762,7.01000022888184,2023-01-09
6.98400020599365,7.00799989700317,6.90000009536743,6.90000009536743,194112,6.90000009536743,2023-01-10
6.90000009536743,6.98799991607666,6.89400005340576,6.98000001907349,226589,6.98000001907349,2023-01-11
6.97800016403198,7.02400016784668,6.93200016021729,7,266149,7,2023-01-12
7.02400016784668,7.0479998588562,6.98999977111816,7.00799989700317,454639,7.00799989700317,2023-01-13
7.05000019073486,7.07000017166138,6.97200012207031,7,341550,7,2023-01-16
6.96199989318848,7.03800010681152,6.88000011444092,6.96000003814697,1038427,6.96000003814697,2023-01-17
6.94999980926514,7.01800012588501,6.90000009536743,6.90000009536743,204636,6.90000009536743,2023-01-18
6.88600015640259,6.92799997329712,6.83599996566772,6.90000009536743,287565,6.90000009536743,2023-01-19
6.9520001411438,6.9520001411438,6.73799991607666,6.83599996566772,171241,6.83599996566772,2023-01-20
6.82999992370605,6.88800001144409,6.75,6.86999988555908,359986,6.86999988555908,2023-01-23
6.91400003433228,7.14400005340576,6.9060001373291,7.14400005340576,650024,7.14400005340576,2023-01-24
7.05399990081787,7.16599988937378,6.98000001907349,7,610916,7,2023-01-25
7.04400014877319,7.11800003051758,6.88000011444092,7,475937,7,2023-01-26
6.94600009918213,7.07800006866455,6.91200017929077,7,226993,7,2023-01-27
6.9539999961853,7.00799989700317,6.82000017166138,6.82000017166138,279247,6.82000017166138,2023-01-30
6.86199998855591,6.86199998855591,6.69999980926514,6.75,501279,6.75,2023-01-31
6.76999998092651,6.8600001335144,6.76999998092651,6.80000019073486,262936,6.80000019073486,2023-02-01
6.80000019073486,6.8600001335144,6.77600002288818,6.84800004959106,671432,6.84800004959106,2023-02-02
6.80999994277954,6.92000007629395,6.76399993896484,6.92000007629395,173709,6.92000007629395,2023-02-03
6.82200002670288,6.97200012207031,6.80999994277954,6.97200012207031,334944,6.97200012207031,2023-02-06
6.96000003814697,7.08400011062622,6.9539999961853,7.07000017166138,385585,7.07000017166138,2023-02-07
7.07000017166138,7.08199977874756,6.9520001411438,7,372054,7,2023-02-08
7,7.0460000038147,6.98999977111816,6.98999977111816,245190,6.98999977111816,2023-02-09
6.98000001907349,7.01599979400635,6.96000003814697,6.98999977111816,339589,6.98999977111816,2023-02-10
6.96000003814697,7.03399991989136,6.86199998855591,6.88000011444092,231853,6.88000011444092,2023-02-13
6.91800022125244,7.01000022888184,6.90199995040894,6.98000001907349,167831,6.98000001907349,2023-02-14
6.93200016021729,6.98799991607666,6.9060001373291,6.95599985122681,117068,6.95599985122681,2023-02-15
6.98999977111816,7.05000019073486,6.92999982833862,7.01999998092651,210279,7.01999998092651,2023-02-16
7.02199983596802,7.02799987792969,6.94999980926514,7.01000022888184,180722,7.01000022888184,2023-02-17
6.96999979019165,7.04400014877319,6.93400001525879,6.93400001525879,195589,6.93400001525879,2023-02-20
6.98799991607666,7.06199979782104,6.90999984741211,7.03000020980835,207021,7.03000020980835,2023-02-21
7.02400016784668,7.03599977493286,6.92999982833862,6.97399997711182,285844,6.97399997711182,2023-02-22
7.01800012588501,7.11999988555908,6.90399980545044,7.07000017166138,257683,7.07000017166138,2023-02-23
7.09999990463257,7.09999990463257,6.97800016403198,7.05999994277954,180944,7.05999994277954,2023-02-24
7.11999988555908,7.11999988555908,7.03200006484985,7.09999990463257,268862,7.09999990463257,2023-02-27
6.84999990463257,6.90000009536743,6.02400016784668,6.03800010681152,3349949,6.03800010681152,2023-02-28
6.11800003051758,6.27799987792969,6.03999996185303,6.13199996948242,1451717,6.13199996948242,2023-03-01
6.17999982833862,6.24599981307983,6.01999998092651,6.01999998092651,613305,6.01999998092651,2023-03-02
6.0939998626709,6.17399978637695,6.07600021362305,6.11600017547607,450552,6.11600017547607,2023-03-03
6.15999984741211,6.28800010681152,6.10400009155273,6.25,438000,6.25,2023-03-06
6.29400014877319,6.32999992370605,6.21600008010864,6.28999996185303,661105,6.28999996185303,2023-03-07
6.31400012969971,6.42399978637695,6.25799989700317,6.41800022125244,1028647,6.41800022125244,2023-03-08
6.46000003814697,6.47200012207031,6.32000017166138,6.32000017166138,396592,6.32000017166138,2023-03-09
6.28399991989136,6.41200017929077,6.23000001907349,6.34999990463257,412996,6.34999990463257,2023-03-10
6.30000019073486,6.30000019073486,6.01000022888184,6.17999982833862,877930,6.17999982833862,2023-03-13
6.19600009918213,6.28800010681152,6.06799983978271,6.25,268847,6.25,2023-03-14
6.21400022506714,6.32000017166138,6.11399984359741,6.15399980545044,421822,6.15399980545044,2023-03-15
6.1399998664856,6.2979998588562,6.12799978256226,6.15999984741211,247287,6.15999984741211,2023-03-16
6.23799991607666,6.28999996185303,6.12400007247925,6.23999977111816,296105,6.23999977111816,2023-03-17
6.27799987792969,6.28599977493286,6.14400005340576,6.16200017929077,145753,6.16200017929077,2023-03-20
6.16400003433228,6.32999992370605,6.16400003433228,6.32000017166138,178385,6.32000017166138,2023-03-21
6.33799982070923,6.34000015258789,6.21600008010864,6.28999996185303,122484,6.28999996185303,2023-03-22
6.2480001449585,6.55000019073486,6.23199987411499,6.48000001907349,145826,6.48000001907349,2023-03-23
6.48000001907349,6.53399991989136,6.30399990081787,6.40000009536743,592545,6.40000009536743,2023-03-24
