"LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted","Date"
210.809997558594,214.850006103516,210.619995117188,213.5,2369400,196.6396484375,2020-02-04
217.119995117188,217.119995117188,213.259994506836,216.740005493164,2970400,199.623794555664,2020-02-05
216.789993286133,217.419998168945,215.070007324219,216.75,2234200,199.63298034668,2020-02-06
214.779998779297,215.690002441406,212.729995727539,214.160003662109,995300,197.24755859375,2020-02-07
214.889999389648,215.729995727539,214.119995117188,215.440002441406,1435600,198.426452636719,2020-02-10
217.580001831055,218.839996337891,215.979995727539,216.220001220703,1385500,199.144882202148,2020-02-11
217.119995117188,217.419998168945,215.509994506836,217.199996948242,1238000,200.047470092773,2020-02-12
222.300003051758,227.850006103516,221.139999389648,221.259994506836,2231800,203.786849975586,2020-02-13
221.639999389648,223.100006103516,221.220001220703,222.639999389648,1280300,205.057861328125,2020-02-14
224.039993286133,224.589996337891,222.869995117188,223.550003051758,1524700,205.896026611328,2020-02-18
223.020004272461,223.550003051758,221.869995117188,222.479995727539,1590100,204.910507202148,2020-02-19
220.449996948242,222.360000610352,218.029998779297,221.199996948242,1534700,203.731582641602,2020-02-20
219.990005493164,220.300003051758,218.240005493164,218.339996337891,1660100,201.097427368164,2020-02-21
211.149993896484,212.320007324219,209.600006103516,210.550003051758,2020400,193.922653198242,2020-02-24
209.179992675781,209.699996948242,200.850006103516,201.649993896484,2743100,185.725494384766,2020-02-25
203.300003051758,206.919998168945,202.580001831055,203.410003662109,2711200,187.346496582031,2020-02-26
199.869995117188,203.369995117188,194.899993896484,194.949996948242,3685500,179.554565429688,2020-02-27
190.809997558594,192.830001831055,185.949996948242,191.009994506836,5555300,175.925720214844,2020-02-28
191.300003051758,198.300003051758,189.410003662109,198.149993896484,3489600,182.501907348633,2020-03-02
198.020004272461,201.839996337891,192.339996337891,195.389999389648,4063300,179.959808349609,2020-03-03
198.399993896484,205.75,197.369995117188,205.529998779297,2755600,189.299041748047,2020-03-04
197.740005493164,199.479995727539,195.070007324219,196.509994506836,3204300,181.843414306641,2020-03-05
192.130004882812,192.660003662109,185.759994506836,189.199996948242,4466800,175.079010009766,2020-03-06
175.059997558594,180.380004882812,172.320007324219,173.130004882812,4822700,160.208358764648,2020-03-09
176.479995727539,177.419998168945,167.520004272461,176.210006713867,5604100,163.058517456055,2020-03-10
173.460006713867,176.660003662109,172.539993286133,173.919998168945,4315300,160.939422607422,2020-03-11
163.399993896484,169.949996948242,157,158.020004272461,6340400,146.226135253906,2020-03-12
173.380004882812,177.149993896484,161.350006103516,176.5,6386900,163.326843261719,2020-03-13
148.720001220703,163.639999389648,146.710006713867,158.350006103516,7079300,146.531509399414,2020-03-16
156.759994506836,165.639999389648,155.660003662109,163.880004882812,4956600,151.648773193359,2020-03-17
153.389999389648,160.160003662109,149.639999389648,157.509994506836,4723900,145.754165649414,2020-03-18
151.470001220703,158.809997558594,148.809997558594,154.009994506836,4296100,142.515411376953,2020-03-19
154.100006103516,157.940002441406,148.050003051758,151.300003051758,4699900,140.007690429688,2020-03-20
149.779998779297,155.360000610352,146.800003051758,150,4434000,138.804702758789,2020-03-23
159.289993286133,166.839996337891,157,164.809997558594,3423100,152.509368896484,2020-03-24
163.070007324219,175.460006713867,161.339996337891,165.300003051758,3258400,152.962799072266,2020-03-25
169.270004272461,175,168.690002441406,174.190002441406,2726000,161.189270019531,2020-03-26
167.330001831055,171.059997558594,166.210006713867,167.339996337891,2301600,154.850494384766,2020-03-27
172.259994506836,177.289993286133,170.839996337891,176.800003051758,2480500,163.604461669922,2020-03-30
172.699996948242,177.25,170.610000610352,173,3142300,160.088119506836,2020-03-31
165.619995117188,168.509994506836,160.220001220703,160.869995117188,3822000,148.863403320312,2020-04-01
160.149993896484,166.740005493164,159.410003662109,164.089996337891,3369800,151.84309387207,2020-04-02
163.25,165.75,161.259994506836,162.130004882812,2665700,150.029388427734,2020-04-03
169.610000610352,177.050003051758,169.520004272461,175.919998168945,3604000,162.790145874023,2020-04-06
181.539993286133,185.449996948242,178.639999389648,179.940002441406,3097600,166.51008605957,2020-04-07
180.589996337891,187.429992675781,178.75,186.940002441406,2495400,172.987655639648,2020-04-08
183.309997558594,190.050003051758,183.25,189.479995727539,3206800,175.338104248047,2020-04-09
186.449996948242,188.529998779297,183.759994506836,186.110000610352,2087700,172.219635009766,2020-04-13
188.75,190.910003662109,187.729995727539,189.839996337891,2372800,175.671234130859,2020-04-14
182.149993896484,183.449996948242,179.320007324219,181.149993896484,2025500,167.629806518555,2020-04-15
181.789993286133,183.699996948242,178.880004882812,183.130004882812,1806700,169.462051391602,2020-04-16
187.820007324219,188.899993896484,185.970001220703,188.550003051758,2634400,174.477508544922,2020-04-17
184.869995117188,189.600006103516,184.410003662109,185,1598100,171.192474365234,2020-04-20
181.669998168945,182.669998168945,176.600006103516,178.880004882812,2010000,165.529205322266,2020-04-21
180.880004882812,182.889999389648,180.020004272461,181.600006103516,1376400,168.04621887207,2020-04-22
180.729995727539,185.220001220703,180.350006103516,181.300003051758,1249900,167.768630981445,2020-04-23
182.039993286133,182.759994506836,178.850006103516,181.470001220703,1187700,167.925918579102,2020-04-24
182.639999389648,185.619995117188,181.940002441406,184.580001831055,1542000,170.803802490234,2020-04-27
187.960006713867,188.110000610352,185.479995727539,186.880004882812,1896700,172.932174682617,2020-04-28
188.009994506836,190.199996948242,187.669998168945,188.690002441406,1282300,174.607055664062,2020-04-29
185.380004882812,186.190002441406,183.139999389648,183.990005493164,2104400,170.2578125,2020-04-30
184.25,185.100006103516,179.779998779297,180.330001831055,1169200,166.871032714844,2020-05-01
179.479995727539,183.220001220703,178.610000610352,182.660003662109,1828000,169.027099609375,2020-05-04
183,185.050003051758,181.860000610352,182.009994506836,1171900,168.425598144531,2020-05-05
182.410003662109,182.979995727539,178.800003051758,178.949996948242,1336100,165.593994140625,2020-05-06
178.029998779297,185.899993896484,177.449996948242,184.789993286133,2295100,170.998123168945,2020-05-07
184.910003662109,188.410003662109,184.75,188.410003662109,1841400,174.34797668457,2020-05-08
184.570007324219,187.380004882812,184.449996948242,186.860000610352,1894700,172.913696289062,2020-05-11
185.039993286133,186.490005493164,182.990005493164,183.089996337891,1741100,169.425003051758,2020-05-12
182.630004882812,182.699996948242,177.710006713867,178.779998779297,1857300,165.436676025391,2020-05-13
173.800003051758,179.360000610352,172.759994506836,179.25,2442300,165.871627807617,2020-05-14
178.009994506836,182.699996948242,177.919998168945,182.589996337891,2829400,168.962341308594,2020-05-15
187.910003662109,193.679992675781,187.679992675781,192.25,2105200,177.9013671875,2020-05-18
191.449996948242,192.25,189.860000610352,190.25,1774400,176.05061340332,2020-05-19
192.800003051758,197.339996337891,192.660003662109,195.990005493164,2300400,181.362213134766,2020-05-20
195.380004882812,195.820007324219,192.509994506836,193.669998168945,1891600,179.215377807617,2020-05-21
192.419998168945,192.710006713867,190.350006103516,190.869995117188,1676000,176.62434387207,2020-05-22
194,195,192.309997558594,193,2214300,178.595352172852,2020-05-26
194.699996948242,194.75,191.509994506836,193.130004882812,1603400,178.715698242188,2020-05-27
197.889999389648,201.929992675781,196.729995727539,200.039993286133,1740200,185.109924316406,2020-05-28
201.539993286133,203.119995117188,198.979995727539,202.339996337891,2354700,187.238311767578,2020-05-29
202.490005493164,205.919998168945,202.25,205.220001220703,1658300,189.903335571289,2020-06-01
205.029998779297,207.059997558594,204.440002441406,206.259994506836,1675100,191.765594482422,2020-06-02
211,213.649993896484,208.919998168945,212.889999389648,2155300,197.929672241211,2020-06-03
213.309997558594,214.25,210.660003662109,212.559997558594,1951500,197.622894287109,2020-06-04
220.029998779297,224.320007324219,219.470001220703,221.279998779297,3525600,205.730056762695,2020-06-05
220.539993286133,221.990005493164,214.809997558594,216.429992675781,2970400,201.220916748047,2020-06-08
215.330001831055,217.649993896484,213.710006713867,214.229995727539,2499400,199.175521850586,2020-06-09
216.529998779297,216.580001831055,211.979995727539,213.360000610352,1750200,198.366653442383,2020-06-10
209.369995117188,209.899993896484,198.690002441406,199.110000610352,2925000,185.118041992188,2020-06-11
204.589996337891,204.880004882812,198.309997558594,201.940002441406,1711900,187.749145507812,2020-06-12
198.330001831055,204.509994506836,197.259994506836,203.240005493164,2142100,188.957855224609,2020-06-15
208.119995117188,209.679992675781,204.630004882812,208.279998779297,1878100,193.643615722656,2020-06-16
210.080001831055,210.279998779297,206.839996337891,207.479995727539,1577400,192.899856567383,2020-06-17
208.970001220703,210.199996948242,207,208.160003662109,1563800,193.532073974609,2020-06-18
211.720001220703,211.75,205.270004272461,208.050003051758,4635000,193.429824829102,2020-06-19
208.809997558594,210.699996948242,207.729995727539,209.970001220703,1510800,195.214889526367,2020-06-22
214.839996337891,215.199996948242,212.240005493164,212.369995117188,2044300,197.446197509766,2020-06-23
208.990005493164,210.160003662109,204.800003051758,206.070007324219,2068500,191.588958740234,2020-06-24
205.699996948242,209.389999389648,204.020004272461,209.139999389648,1163300,194.443206787109,2020-06-25
208.860000610352,209.110000610352,204.589996337891,206.820007324219,2794600,192.286239624023,2020-06-26
209.919998168945,212.229995727539,208.210006713867,211.279998779297,1406100,196.432815551758,2020-06-29
209.639999389648,213.570007324219,209.449996948242,212.110000610352,1697400,197.204528808594,2020-06-30
211.550003051758,215.649993896484,210.729995727539,214.770004272461,2126100,199.677597045898,2020-07-01
218.520004272461,222.029998779297,218.520004272461,221.259994506836,2837900,205.711517333984,2020-07-02
225,225.589996337891,221.619995117188,224.649993896484,2860700,208.86328125,2020-07-06
222.740005493164,225.880004882812,222.380004882812,224.529998779297,2171600,208.751724243164,2020-07-07
226.309997558594,227.490005493164,218.639999389648,221.520004272461,3063600,205.953216552734,2020-07-08
225.660003662109,226.330001831055,220.270004272461,221.949996948242,2312400,206.352996826172,2020-07-09
224.210006713867,226.589996337891,223.110000610352,225.949996948242,1448300,210.071899414062,2020-07-10
227.919998168945,230.889999389648,225.779998779297,225.820007324219,1498000,209.951034545898,2020-07-13
225.729995727539,233.889999389648,225.490005493164,233.130004882812,2554800,216.74739074707,2020-07-14
240.729995727539,241.179992675781,235.600006103516,237.630004882812,2616100,220.931182861328,2020-07-15
245.169998168945,245.520004272461,237.470001220703,238.889999389648,3216400,222.102600097656,2020-07-16
241.320007324219,243.669998168945,240.979995727539,242.600006103516,1900900,225.551879882812,2020-07-17
242.559997558594,243.880004882812,239.839996337891,240.320007324219,1966500,223.432083129883,2020-07-20
243.699996948242,245.990005493164,243.009994506836,244,1686900,226.853515625,2020-07-21
244.550003051758,246.350006103516,242.360000610352,245.339996337891,1390500,228.099349975586,2020-07-22
245.539993286133,248.25,244.600006103516,245.979995727539,1068900,228.6943359375,2020-07-23
242.990005493164,244.860000610352,242.529998779297,244.070007324219,1304400,226.918563842773,2020-07-24
246.050003051758,248.880004882812,245.25,246.860000610352,1469200,229.512512207031,2020-07-27
247.110000610352,247.589996337891,243.580001831055,243.699996948242,1677400,226.574615478516,2020-07-28
244.710006713867,245.619995117188,243.639999389648,244.710006713867,1967900,227.513641357422,2020-07-29
240.75,242.979995727539,237.050003051758,242.020004272461,1855500,225.012619018555,2020-07-30
246.839996337891,247.100006103516,241.449996948242,245.110000610352,3184700,227.885498046875,2020-07-31
247.600006103516,248.110000610352,244.089996337891,244.309997558594,2577700,227.141693115234,2020-08-03
242.449996948242,245.5,242.029998779297,243.850006103516,2435500,226.71403503418,2020-08-04
247.5,251.360000610352,246.759994506836,248.270004272461,2166600,230.823425292969,2020-08-05
247.470001220703,248,244.669998168945,246.660003662109,1938800,229.326538085938,2020-08-06
244.779998779297,245.669998168945,243.690002441406,245.309997558594,1750100,228.07145690918,2020-08-07
242.889999389648,243.990005493164,241.699996948242,243.339996337891,1159100,226.239868164062,2020-08-10
247.580001831055,248.240005493164,244.490005493164,244.850006103516,1506500,227.643753051758,2020-08-11
247.910003662109,251,247.360000610352,248.630004882812,1323300,231.158157348633,2020-08-12
247.210006713867,249.919998168945,247.210006713867,249.240005493164,1147700,231.72526550293,2020-08-13
247.889999389648,249.550003051758,247.389999389648,248.5,979300,231.03727722168,2020-08-14
249.639999389648,250.580001831055,247.490005493164,248.429992675781,973500,230.97216796875,2020-08-17
249.740005493164,250.25,246.009994506836,246.880004882812,1013400,229.531112670898,2020-08-18
248.270004272461,249.320007324219,246.600006103516,247.240005493164,1626100,229.86589050293,2020-08-19
244.330001831055,245.699996948242,243.789993286133,245.309997558594,1905400,228.07145690918,2020-08-20
240.440002441406,244.929992675781,240.240005493164,244.300003051758,1781100,227.132431030273,2020-08-21
250.779998779297,250.880004882812,248.630004882812,248.910003662109,1363000,231.418472290039,2020-08-24
250.440002441406,251.380004882812,249.259994506836,250.080001831055,1064400,232.506256103516,2020-08-25
249.710006713867,254.25,249.039993286133,252.880004882812,844900,235.109481811523,2020-08-26
253.759994506836,254.009994506836,250.139999389648,250.929992675781,1084000,233.296508789062,2020-08-27
251.509994506836,254.080001831055,250.75,253.570007324219,959900,235.751022338867,2020-08-28
251.660003662109,253.259994506836,249.169998168945,249.740005493164,2297600,232.19010925293,2020-08-31
249.970001220703,257.049987792969,248.550003051758,256.940002441406,2285800,238.884155273438,2020-09-01
257.440002441406,260.489990234375,255.660003662109,260.230010986328,2912700,242.85319519043,2020-09-02
259.119995117188,259.140014648438,247.360000610352,250.449996948242,3305100,233.726226806641,2020-09-03
251.100006103516,251.960006713867,243.490005493164,247.699996948242,2924700,231.159866333008,2020-09-04
243.639999389648,245.949996948242,241.889999389648,243.050003051758,1849300,226.820358276367,2020-09-08
245.850006103516,253.580001831055,245.850006103516,251.149993896484,1854800,234.379501342773,2020-09-09
253.320007324219,254.610000610352,247,247.289993286133,1095400,230.777252197266,2020-09-10
249.899993896484,251.429992675781,248.710006713867,250.169998168945,1382400,233.464889526367,2020-09-11
251.759994506836,253.639999389648,250.580001831055,251.25,1524900,234.472808837891,2020-09-14
252.100006103516,254.270004272461,250.710006713867,250.729995727539,1401100,233.987503051758,2020-09-15
250.300003051758,251.889999389648,248.440002441406,248.839996337891,1635000,232.223709106445,2020-09-16
246.949996948242,250.529998779297,245.899993896484,250.389999389648,1506400,233.670227050781,2020-09-17
249.320007324219,250.610000610352,245.25,246.100006103516,2460200,229.666717529297,2020-09-18
239.289993286133,240.610000610352,234.869995117188,238.440002441406,2180300,222.518188476562,2020-09-21
237.839996337891,238.679992675781,236.169998168945,238.229995727539,2209100,222.322204589844,2020-09-22
238.130004882812,238.369995117188,232.869995117188,233.149993896484,1753500,217.581466674805,2020-09-23
233.410003662109,235.479995727539,231.699996948242,234.5,1391200,218.841293334961,2020-09-24
229.130004882812,233.669998168945,228.470001220703,232.75,2227300,217.208190917969,2020-09-25
237.910003662109,238.899993896484,236.399993896484,237.050003051758,1182300,221.220993041992,2020-09-28
237.759994506836,239.289993286133,236.270004272461,236.429992675781,1178100,220.642395019531,2020-09-29
236.039993286133,240.020004272461,235.919998168945,238.130004882812,2121000,222.228927612305,2020-09-30
236.690002441406,238.369995117188,232.089996337891,232.699996948242,2480100,217.161483764648,2020-10-01
229.270004272461,234.979995727539,229.139999389648,232.149993896484,2458600,216.648178100586,2020-10-02
234.429992675781,236.649993896484,234.240005493164,235.089996337891,2728300,219.39192199707,2020-10-05
236.130004882812,237.809997558594,231.779998779297,232.080001831055,1988400,216.582885742188,2020-10-06
234.639999389648,240.009994506836,234.360000610352,238.949996948242,1791300,222.994155883789,2020-10-07
238.869995117188,240.380004882812,237.089996337891,237.75,1537800,221.874267578125,2020-10-08
239.160003662109,241.330001831055,238.820007324219,239.940002441406,1849800,223.918029785156,2020-10-09
241.740005493164,242.830001831055,239.940002441406,240.259994506836,1453300,224.216690063477,2020-10-12
238.850006103516,239.089996337891,234.869995117188,235.979995727539,1668300,220.222457885742,2020-10-13
236.490005493164,236.610000610352,234.100006103516,234.860000610352,1077000,219.177261352539,2020-10-14
229.080001831055,230.710006713867,228,229.600006103516,2389200,214.268478393555,2020-10-15
231.100006103516,234.429992675781,230.559997558594,233.080001831055,1836100,217.51611328125,2020-10-16
233.910003662109,234.419998168945,229.429992675781,229.869995117188,1130000,214.520477294922,2020-10-19
231.5,234.139999389648,230.979995727539,233.240005493164,1415100,217.665481567383,2020-10-20
232.479995727539,235.610000610352,230.720001220703,230.910003662109,1360300,215.490997314453,2020-10-21
229.669998168945,234.080001831055,228.460006713867,233.199996948242,1466600,217.628112792969,2020-10-22
236.399993896484,236.929992675781,233.759994506836,234.270004272461,1323700,218.626663208008,2020-10-23
231.139999389648,231.490005493164,226.279998779297,227.990005493164,1252300,212.765991210938,2020-10-26
226.429992675781,228.550003051758,225.179992675781,225.470001220703,1566400,210.414276123047,2020-10-27
217.860000610352,220.5,216.139999389648,216.910003662109,2297200,202.425857543945,2020-10-28
215.690002441406,221.589996337891,214.139999389648,219.839996337891,2239900,205.160202026367,2020-10-29
219.130004882812,220.899993896484,217.279998779297,220.339996337891,2480600,205.626815795898,2020-10-30
225.119995117188,230.210006713867,224.050003051758,228.580001831055,2182600,213.316589355469,2020-11-02
232.639999389648,235.369995117188,231.850006103516,234.089996337891,1595900,218.458679199219,2020-11-03
233.610000610352,238.5,232.089996337891,235.289993286133,2347200,219.578536987305,2020-11-04
249.800003051758,253.360000610352,248.360000610352,249.759994506836,2917800,233.082321166992,2020-11-05
253.529998779297,253.660003662109,249.529998779297,250.320007324219,1725000,233.604949951172,2020-11-06
268.649993896484,269.779998779297,257.190002441406,257.649993896484,3184300,240.445465087891,2020-11-09
262.510009765625,264.489990234375,259.709991455078,262.040008544922,1935000,244.542297363281,2020-11-10
262.600006103516,262.850006103516,256.890014648438,259.619995117188,1841200,242.283920288086,2020-11-11
257.059997558594,259.730010986328,254.160003662109,255.070007324219,1669700,238.037750244141,2020-11-12
257.589996337891,258.619995117188,255.809997558594,257.059997558594,1196700,239.894821166992,2020-11-13
258.380004882812,259.079986572266,252.809997558594,255.460006713867,1720900,238.401672363281,2020-11-16
253.789993286133,254.679992675781,251.009994506836,252.139999389648,1947400,235.303405761719,2020-11-17
253.089996337891,254.389999389648,250.199996948242,250.300003051758,1180100,233.586242675781,2020-11-18
250,253.289993286133,248.809997558594,253.070007324219,1205300,236.171279907227,2020-11-19
253.399993896484,254.529998779297,251.399993896484,252.070007324219,1345600,235.238082885742,2020-11-20
253.949996948242,255.210006713867,251.100006103516,252.139999389648,1231300,235.303405761719,2020-11-23
253.460006713867,257.769989013672,252.679992675781,256.160003662109,1982100,239.054946899414,2020-11-24
255.899993896484,256.019989013672,253.039993286133,253.339996337891,1172000,236.423278808594,2020-11-25
258.230010986328,259.130004882812,257.200012207031,257.429992675781,1082000,240.240127563477,2020-11-27
261.329986572266,261.519989013672,255.300003051758,256.420013427734,3384300,239.297607421875,2020-11-30
260.790008544922,261.25,257.450012207031,258.899993896484,1802900,241.612014770508,2020-12-01
256.529998779297,257.010009765625,250.75,251,2060200,235.114013671875,2020-12-02
252.610000610352,252.729995727539,245.759994506836,246.199996948242,2463800,230.617813110352,2020-12-03
244.809997558594,250.619995117188,244.770004272461,250.619995117188,3030900,234.758041381836,2020-12-04
253.429992675781,254.660003662109,249.220001220703,249.779998779297,1771300,233.971267700195,2020-12-07
248,250.059997558594,246.580001831055,249.240005493164,1397500,233.465423583984,2020-12-08
250.979995727539,251.830001831055,248.460006713867,251.139999389648,1450300,235.245178222656,2020-12-09
250.860000610352,252.410003662109,249.399993896484,250.949996948242,1245900,235.067199707031,2020-12-10
248.330001831055,249.960006713867,247.429992675781,249.399993896484,1328900,233.615280151367,2020-12-11
250.940002441406,251.509994506836,247.570007324219,247.600006103516,1814300,231.92919921875,2020-12-14
249.559997558594,252.990005493164,249.300003051758,251.660003662109,1365800,235.732269287109,2020-12-15
251.800003051758,252.100006103516,249.490005493164,250.130004882812,1355000,234.299087524414,2020-12-16
255.869995117188,257.209991455078,255.100006103516,256.630004882812,1538600,240.387710571289,2020-12-17
257.130004882812,258.730010986328,253.509994506836,257.670013427734,3525700,241.361907958984,2020-12-18
250,255.029998779297,247.5,254.169998168945,1716200,238.083404541016,2020-12-21
253,254.690002441406,251.699996948242,253.460006713867,1162300,237.418334960938,2020-12-22
256.179992675781,257.779998779297,254.899993896484,255.100006103516,1036700,238.954528808594,2020-12-23
254.800003051758,256.980010986328,254.770004272461,256.619995117188,276400,240.378341674805,2020-12-24
262.029998779297,263.429992675781,259.679992675781,260.019989013672,1257000,243.563171386719,2020-12-28
263.130004882812,263.279998779297,258.630004882812,259.420013427734,881100,243.001159667969,2020-12-29
261,262.429992675781,260.459991455078,261.769989013672,924900,245.202423095703,2020-12-30
262.459991455078,263.829986572266,260.609985351562,263.510009765625,909300,246.832244873047,2020-12-31
266.709991455078,267.290008544922,257.369995117188,258.809997558594,1741300,242.429718017578,2021-01-04
257.559997558594,263.239990234375,257.559997558594,262.869995117188,1620000,246.232788085938,2021-01-05
261.399993896484,274.579986572266,261.390014648438,271.5,2586600,254.31657409668,2021-01-06
269.059997558594,273.760009765625,269,270.720001220703,1757800,253.585952758789,2021-01-07
272.029998779297,272.380004882812,267.929992675781,270.399993896484,1879300,253.286193847656,2021-01-08
264.239990234375,269.089996337891,264.190002441406,267.529998779297,1913200,250.597839355469,2021-01-11
265.010009765625,267.589996337891,263.670013427734,266.619995117188,1785200,249.745422363281,2021-01-12
266.649993896484,268.529998779297,266.209991455078,267.730010986328,1518800,250.785232543945,2021-01-13
267.179992675781,267.279998779297,263.540008544922,263.690002441406,1903400,247.000915527344,2021-01-14
261.910003662109,261.910003662109,256.899993896484,258.089996337891,1955300,241.755279541016,2021-01-15
263.070007324219,263.609985351562,258.279998779297,259.040008544922,1643100,242.645141601562,2021-01-19
257.429992675781,260.700012207031,257.290008544922,257.399993896484,1773300,241.108947753906,2021-01-20
257.130004882812,257.739990234375,253,253.199996948242,1559800,237.1748046875,2021-01-21
251.190002441406,254.559997558594,251.190002441406,251.479995727539,1582000,235.563659667969,2021-01-22
248.539993286133,253.550003051758,246,253.119995117188,1990700,237.099868774414,2021-01-25
254.539993286133,257.660003662109,254.25,255.850006103516,1544600,239.657089233398,2021-01-26
250.559997558594,250.759994506836,240.800003051758,242.910003662109,2681600,227.536041259766,2021-01-27
246.970001220703,251.199996948242,246.070007324219,249.539993286133,2110400,233.746429443359,2021-01-28
247.589996337891,249.320007324219,244.100006103516,245.399993896484,1647300,229.868453979492,2021-01-29
248.25,251.199996948242,245.940002441406,250.429992675781,1629200,234.580123901367,2021-02-01
250.75,253.639999389648,250.25,252.25,1526000,236.284927368164,2021-02-02
252.520004272461,253.490005493164,249.809997558594,250.130004882812,2365700,234.299087524414,2021-02-03
249.940002441406,252.419998168945,247.309997558594,249.179992675781,2712300,233.409225463867,2021-02-04
255.050003051758,259.679992675781,252.210006713867,257.369995117188,2806400,241.080856323242,2021-02-05
259.119995117188,259.980010986328,255.630004882812,257.339996337891,1770400,241.052749633789,2021-02-08
257.890014648438,258.070007324219,254.949996948242,255.619995117188,1389500,239.441619873047,2021-02-09
254.190002441406,255.110000610352,251.360000610352,252.720001220703,1585200,236.725143432617,2021-02-10
254.149993896484,255.220001220703,251.789993286133,253.110000610352,1204000,237.090545654297,2021-02-11
252.029998779297,253.710006713867,250.899993896484,252.679992675781,1478200,236.687713623047,2021-02-12
252.550003051758,254.539993286133,249.850006103516,250.139999389648,2248900,234.308471679688,2021-02-16
248.889999389648,250.289993286133,247.240005493164,249.279998779297,1653200,233.502868652344,2021-02-17
247.839996337891,251.240005493164,246.479995727539,249.929992675781,2168500,234.111724853516,2021-02-18
249.529998779297,251.970001220703,249.149993896484,250.880004882812,1962400,235.001617431641,2021-02-19
250.100006103516,252,249.220001220703,251.070007324219,2034700,235.179595947266,2021-02-22
251.5,259.200012207031,250.210006713867,258.640014648438,3013500,242.270523071289,2021-02-23
258,259.350006103516,254.490005493164,254.610000610352,2155900,238.495529174805,2021-02-24
252.949996948242,254.039993286133,246.899993896484,247,2104700,231.367202758789,2021-02-25
246.779998779297,248.210006713867,244.179992675781,244.270004272461,2599300,228.809997558594,2021-02-26
247.429992675781,252.520004272461,247.259994506836,251.490005493164,1517300,235.572998046875,2021-03-01
253.160003662109,256.989990234375,253,254.009994506836,1671200,237.933517456055,2021-03-02
250.559997558594,251.210006713867,247.460006713867,247.550003051758,1782800,231.882385253906,2021-03-03
247.5,249.669998168945,242.470001220703,245.419998168945,2369400,230.875793457031,2021-03-04
246.279998779297,248.289993286133,241.880004882812,247.639999389648,2136300,232.964233398438,2021-03-05
248.490005493164,256.700012207031,247.820007324219,253.679992675781,2450500,238.646286010742,2021-03-08
261.209991455078,264.899993896484,258.019989013672,262.339996337891,2812100,246.793106079102,2021-03-09
264.119995117188,267.010009765625,263.890014648438,265.640014648438,2192800,249.897506713867,2021-03-10
268.839996337891,270,267.239990234375,267.369995117188,1567200,251.524978637695,2021-03-11
266.390014648438,268.559997558594,265.410003662109,268.5,1139100,252.588027954102,2021-03-12
265.100006103516,269.010009765625,264.690002441406,269,1680400,253.058349609375,2021-03-15
268.100006103516,271.720001220703,268.100006103516,270.790008544922,1599500,254.742294311523,2021-03-16
269.690002441406,271.779998779297,268.410003662109,269.549987792969,1670400,253.575744628906,2021-03-17
267.559997558594,270.489990234375,266.549987792969,267.899993896484,1941900,252.023559570312,2021-03-18
268,270.890014648438,264.119995117188,269.119995117188,3845200,253.171188354492,2021-03-19
268.519989013672,271.649993896484,267.630004882812,270.359985351562,1347400,254.337844848633,2021-03-22
270.190002441406,272.470001220703,266.970001220703,267.880004882812,1539600,252.004776000977,2021-03-23
266.799987792969,271.170013427734,266.679992675781,269.769989013672,1482100,253.782791137695,2021-03-24
