"TMUS.Open","TMUS.High","TMUS.Low","TMUS.Close","TMUS.Volume","TMUS.Adjusted","Date"
78.879997253418,78.8899993896484,77.9300003051758,78.5899963378906,3392700,76.3024215698242,2020-01-02
78.0599975585938,78.4300003051758,77.4700012207031,78.1699981689453,1831900,75.8946533203125,2020-01-03
78.129997253418,78.8499984741211,77.9700012207031,78.620002746582,2675300,76.3315505981445,2020-01-06
78.5699996948242,79.5100021362305,78.1500015258789,78.9199981689453,3262400,76.6228179931641,2020-01-07
79.2200012207031,79.7900009155273,78.0800018310547,79.4199981689453,3037400,77.1082611083984,2020-01-08
79.7699966430664,80.3300018310547,79.4000015258789,79.8099975585938,2981900,77.4869079589844,2020-01-09
80.2099990844727,80.2099990844727,78.8499984741211,79,2224800,76.7005004882812,2020-01-10
79.1699981689453,79.5599975585938,78.8899993896484,79.4000015258789,2283400,77.0888519287109,2020-01-13
79.1699981689453,79.9499969482422,78.8600006103516,79.8000030517578,2050100,77.4772186279297,2020-01-14
79.8600006103516,80.4800033569336,79.620002746582,80.2699966430664,1612300,77.9335250854492,2020-01-15
80.2699966430664,81.5199966430664,80.2699966430664,81.4400024414062,3109300,79.0694732666016,2020-01-16
81.9499969482422,82.2399978637695,81.5699996948242,82.1500015258789,3559600,79.7587966918945,2020-01-17
81.9899978637695,82.9499969482422,81.8000030517578,82.0299987792969,3612000,79.6422882080078,2020-01-21
82.1399993896484,83.0299987792969,82.0699996948242,82.4899978637695,1672500,80.0888977050781,2020-01-22
82.3000030517578,82.370002746582,81.9499969482422,82.1800003051758,1754900,79.7879257202148,2020-01-23
82.2900009155273,82.5899963378906,81.3300018310547,81.5800018310547,1596500,79.2053833007812,2020-01-24
80.8899993896484,81.5500030517578,80.379997253418,80.7200012207031,1934600,78.3704223632812,2020-01-27
81.0800018310547,82.3000030517578,80.9300003051758,81.6600036621094,2395000,79.2830581665039,2020-01-28
81.870002746582,81.8899993896484,80.0899963378906,80.2600021362305,2602400,77.9238204956055,2020-01-29
79.5899963378906,81.0500030517578,79.5800018310547,80.9400024414062,2352700,78.5840301513672,2020-01-30
80.5899963378906,80.7900009155273,79.1600036621094,79.1900024414062,2863600,76.8849639892578,2020-01-31
80.3600006103516,80.7600021362305,79.3300018310547,79.4599990844727,2873600,77.147102355957,2020-02-03
80.1500015258789,81.8899993896484,79.2300033569336,81.5100021362305,4597800,79.1374206542969,2020-02-04
81.9599990844727,82.7099990844727,81.75,81.7900009155273,2758800,79.4092864990234,2020-02-05
82.129997253418,83.0800018310547,82,82.7699966430664,2976200,80.3607406616211,2020-02-06
83.370002746582,85.7900009155273,82.2600021362305,85.4400024414062,6740600,82.9530334472656,2020-02-07
85.4100036621094,85.6500015258789,84.379997253418,84.5299987792969,3423100,82.0695190429688,2020-02-10
93.6999969482422,95.2300033569336,92.6600036621094,94.4899978637695,25874400,91.7396011352539,2020-02-11
94,96.2699966430664,93.9199981689453,95.6699981689453,8915500,92.88525390625,2020-02-12
95.120002746582,96.1500015258789,94.8000030517578,95.1399993896484,5490500,92.3706893920898,2020-02-13
95.2600021362305,96.620002746582,95.0199966430664,96.4800033569336,3045900,93.6716842651367,2020-02-14
96.8499984741211,100.019996643066,96.2799987792969,99.879997253418,7460100,96.9727096557617,2020-02-18
101.160003662109,101.349998474121,99.6399993896484,100.48999786377,6091300,97.5649642944336,2020-02-19
100.099998474121,100.419998168945,98.2300033569336,99.5,6350400,96.6037673950195,2020-02-20
98.9700012207031,99.4899978637695,96.620002746582,98.5699996948242,12101000,95.7008514404297,2020-02-21
96.129997253418,97.3099975585938,95.879997253418,96.370002746582,4700900,93.5648880004883,2020-02-24
96.5599975585938,97,94.4499969482422,94.5800018310547,5117500,91.8269958496094,2020-02-25
94.6800003051758,95.6600036621094,93.4400024414062,93.6500015258789,4371300,90.9240646362305,2020-02-26
92.8300018310547,93.3199996948242,91.1600036621094,91.2399978637695,5856400,88.5842056274414,2020-02-27
89.4400024414062,90.5,87.4800033569336,90.1600036621094,6957600,87.5356521606445,2020-02-28
90.2799987792969,93.3600006103516,88.9800033569336,93.2900009155273,5160600,90.5745391845703,2020-03-02
92.629997253418,93.9199981689453,88.7699966430664,89.370002746582,5702000,86.7686462402344,2020-03-03
90.4300003051758,93.9599990844727,90.25,93.8099975585938,5222200,91.0794067382812,2020-03-04
91.6100006103516,93.1600036621094,89.1900024414062,89.8600006103516,4941300,87.2443923950195,2020-03-05
86.0999984741211,88.2799987792969,85.4199981689453,87.8600006103516,5978500,85.3025970458984,2020-03-06
83.2699966430664,84.8899993896484,79.5800018310547,79.75,7946600,77.4286575317383,2020-03-09
81.9800033569336,85.0100021362305,80.2099990844727,84.9800033569336,6713600,82.5064239501953,2020-03-10
82.8600006103516,87.8300018310547,82.8499984741211,86.4499969482422,8840300,83.9336318969727,2020-03-11
82.0199966430664,85,76.4100036621094,76.7600021362305,9075300,74.5256881713867,2020-03-12
80.1500015258789,85.5199966430664,76.6100006103516,85.3899993896484,7401700,82.9044876098633,2020-03-13
78.3399963378906,80.5500030517578,74.8399963378906,76.5299987792969,6787700,74.302375793457,2020-03-16
77.5999984741211,80.4000015258789,75.4499969482422,78.3499984741211,7609100,76.0694046020508,2020-03-17
74.5999984741211,76.0999984741211,63.5,74.3199996948242,11114200,72.1567153930664,2020-03-18
74.7699966430664,81.9899978637695,73.6100006103516,79.4499969482422,8906200,77.1373977661133,2020-03-19
80,82,73.1600036621094,74.5500030517578,6836600,72.380012512207,2020-03-20
74.9800033569336,76.6600036621094,70.8300018310547,75.6999969482422,8328800,73.4965362548828,2020-03-23
78.5,79.7099990844727,75.8300018310547,78.6500015258789,5929100,76.3606796264648,2020-03-24
77.7699966430664,85.4700012207031,77.75,79.1699981689453,6252700,76.8655395507812,2020-03-25
80,84.9899978637695,79.7300033569336,84.629997253418,4821300,82.1666030883789,2020-03-26
82.5400009155273,83.9000015258789,81.0199966430664,81.7200012207031,4309600,79.34130859375,2020-03-27
82.2900009155273,83.8600006103516,81.2399978637695,83.120002746582,5625200,80.7005615234375,2020-03-30
83.0400009155273,84.75,81.9800033569336,83.9000015258789,6920600,81.4578552246094,2020-03-31
82.9899978637695,86.7099990844727,82.6999969482422,85.129997253418,11018800,82.6520614624023,2020-04-01
85.0500030517578,88.5199966430664,84.0199966430664,84.4100036621094,22956100,81.9530181884766,2020-04-02
84.5599975585938,84.9899978637695,81.0400009155273,81.9800033569336,8378500,79.59375,2020-04-03
84.4899978637695,86.4899978637695,82.9899978637695,86.0899963378906,5256300,83.5841064453125,2020-04-06
87.6600036621094,87.9100036621094,85.1699981689453,86.5100021362305,4410100,83.9918975830078,2020-04-07
86.5999984741211,87.6399993896484,86,86.8499984741211,3831600,84.3219909667969,2020-04-08
86.879997253418,87.75,84.9300003051758,85.9000015258789,5770900,83.3996429443359,2020-04-09
84.5899963378906,87.2799987792969,84.4700012207031,86.1699981689453,3955700,83.6617813110352,2020-04-13
87.1900024414062,89.9400024414062,86.4000015258789,89.620002746582,4787100,87.011360168457,2020-04-14
87.9199981689453,89.3899993896484,87.0999984741211,88.5400009155273,5804000,85.9627914428711,2020-04-15
89.1100006103516,90.5800018310547,88.0699996948242,90.2699966430664,4796400,87.6424407958984,2020-04-16
92.75,93.3000030517578,89.8600006103516,90.9899978637695,3847500,88.3414688110352,2020-04-17
89.5800018310547,91.7300033569336,89.0500030517578,89.9400024414062,3508700,87.3220520019531,2020-04-20
89.25,89.8899993896484,86.0999984741211,87.2200012207031,3946400,84.6812210083008,2020-04-21
89.879997253418,90.6500015258789,88.2799987792969,90.1600036621094,4261100,87.5356521606445,2020-04-22
90.6800003051758,91.879997253418,89.2900009155273,90.3399963378906,4537100,87.7104110717773,2020-04-23
90.3899993896484,91,89.0100021362305,90.8000030517578,3564100,88.1570281982422,2020-04-24
91.3199996948242,91.379997253418,89.0199966430664,90.9100036621094,3726300,88.2638320922852,2020-04-27
91.2399978637695,91.4100036621094,87.8899993896484,87.9400024414062,3356500,85.3802642822266,2020-04-28
89.0400009155273,90.0299987792969,87.9700012207031,89.3099975585938,3110700,86.7103881835938,2020-04-29
88.9000015258789,89.0199966430664,87.3000030517578,87.8000030517578,3938100,85.2443466186523,2020-04-30
87.7399978637695,88.1100006103516,85.8099975585938,86.1999969482422,3162000,83.6908950805664,2020-05-01
86.7699966430664,88.9700012207031,86.0599975585938,88.9599990844727,4212200,86.3705825805664,2020-05-04
88.7799987792969,89.7699966430664,88.4400024414062,88.9700012207031,3020100,86.3802795410156,2020-05-05
89.2200012207031,89.7300033569336,86.4100036621094,86.5899963378906,3840900,84.0695495605469,2020-05-06
90.3499984741211,95.4000015258789,90.2300033569336,95.2900009155273,10442000,92.5163269042969,2020-05-07
96.6399993896484,98.7699966430664,95.0299987792969,98.5199966430664,4851100,95.6523056030273,2020-05-08
96.4800033569336,97.4599990844727,95.9800033569336,96.7200012207031,3732800,93.9047012329102,2020-05-11
96.1800003051758,96.6699981689453,94.5500030517578,94.6100006103516,3773600,91.8561172485352,2020-05-12
94.3899993896484,94.5299987792969,91.5,92.7799987792969,3256900,90.0793685913086,2020-05-13
92.5400009155273,95.0699996948242,92.1600036621094,94.9100036621094,3990100,92.1473922729492,2020-05-14
95.0199966430664,97.6699981689453,93.7300033569336,97.3199996948242,6715500,94.4872360229492,2020-05-15
98.1600036621094,102.730003356934,98.0699996948242,101.900001525879,6383600,98.9339218139648,2020-05-18
98.4100036621094,99.7600021362305,96.1500015258789,98.5999984741211,21394500,95.7299728393555,2020-05-19
99.1399993896484,99.8000030517578,97.8000030517578,98.1399993896484,5978700,95.2833633422852,2020-05-20
98.75,98.75,93,94.3899993896484,5586900,91.6425247192383,2020-05-21
94.5400009155273,96.7200012207031,94.3499984741211,95.8000030517578,4849300,93.0114669799805,2020-05-22
96.9199981689453,97.2399978637695,94.4599990844727,95.5699996948242,5007200,92.7881698608398,2020-05-26
95.6600036621094,98.1699981689453,95.0599975585938,97.1999969482422,4540400,94.3707275390625,2020-05-27
97.5199966430664,99.8300018310547,97.1500015258789,99.2200012207031,5457700,96.3319320678711,2020-05-28
99.2699966430664,100.400001525879,97.3199996948242,100.040000915527,9777300,97.1280670166016,2020-05-29
99.9599990844727,101,99.3199996948242,99.6999969482422,2903300,96.7979507446289,2020-06-01
98.6600036621094,100.5,98.5100021362305,100.410003662109,4720200,97.4872817993164,2020-06-02
100.910003662109,102.349998474121,100.440002441406,101.209999084473,3756300,98.2640151977539,2020-06-03
101.540000915527,101.690002441406,99.7900009155273,100.169998168945,2534100,97.2542724609375,2020-06-04
101.300003051758,102.970001220703,100.5,101.129997253418,3957900,98.1863250732422,2020-06-05
100.73999786377,105.110000610352,100.440002441406,104.459999084473,5043500,101.419387817383,2020-06-08
102.180000305176,103.540000915527,101.769996643066,103.190002441406,5037000,100.186370849609,2020-06-09
102.809997558594,106.720001220703,102.809997558594,105.790000915527,6273500,102.71068572998,2020-06-10
104.51000213623,105.309997558594,100.73999786377,100.889999389648,7689300,97.9533157348633,2020-06-11
104.25,105.050003051758,100.26000213623,102.309997558594,5289300,99.3319854736328,2020-06-12
101.319999694824,105.190002441406,100.730003356934,104.680000305176,3842000,101.633003234863,2020-06-15
104,104,100.110000610352,102.889999389648,5766100,99.8950958251953,2020-06-16
