"RBOT.MI.Open","RBOT.MI.High","RBOT.MI.Low","RBOT.MI.Close","RBOT.MI.Volume","RBOT.MI.Adjusted","Date"
6.6399998664856,6.66599988937378,6.53499984741211,6.53399991989136,137584,6.53399991989136,2020-04-17
6.59600019454956,6.63100004196167,6.51999998092651,6.62200021743774,99123,6.62200021743774,2020-04-20
6.55800008773804,6.55800008773804,6.34999990463257,6.34800004959106,64098,6.34800004959106,2020-04-21
6.47800016403198,6.5460000038147,6.44500017166138,6.53800010681152,340170,6.53800010681152,2020-04-22
6.60400009155273,6.67399978637695,6.57800006866455,6.66499996185303,98044,6.66499996185303,2020-04-23
6.57600021362305,6.63199996948242,6.55999994277954,6.56400012969971,66799,6.56400012969971,2020-04-24
6.73400020599365,6.76800012588501,6.69999980926514,6.76800012588501,140554,6.76800012588501,2020-04-27
6.78999996185303,6.94899988174438,6.78999996185303,6.86499977111816,434187,6.86499977111816,2020-04-28
6.88500022888184,7.06899976730347,6.88500022888184,7.07999992370605,158324,7.07999992370605,2020-04-29
7.10500001907349,7.21999979019165,6.96999979019165,6.97300004959106,403227,6.97300004959106,2020-04-30
6.69999980926514,6.69999980926514,6.5789999961853,6.67000007629395,245062,6.67000007629395,2020-05-04
6.80000019073486,6.92000007629395,6.77400016784668,6.92199993133545,66573,6.92199993133545,2020-05-05
6.94999980926514,6.9850001335144,6.89300012588501,6.93599987030029,169580,6.93599987030029,2020-05-06
7.04300022125244,7.08199977874756,7.02199983596802,7.05800008773804,75364,7.05800008773804,2020-05-07
7.10500001907349,7.17500019073486,7.10500001907349,7.16099977493286,244531,7.16099977493286,2020-05-08
7.24300003051758,7.26599979400635,7.14400005340576,7.19299983978271,177329,7.19299983978271,2020-05-11
7.19999980926514,7.25799989700317,7.16499996185303,7.20900011062622,137281,7.20900011062622,2020-05-12
7.20499992370605,7.20499992370605,7.01999998092651,7.03299999237061,166535,7.03299999237061,2020-05-13
6.92899990081787,6.97300004959106,6.76300001144409,6.88500022888184,223268,6.88500022888184,2020-05-14
7.00500011444092,7.04099988937378,6.875,6.94799995422363,71194,6.94799995422363,2020-05-15
7.04500007629395,7.22800016403198,7.04500007629395,7.23099994659424,198790,7.23099994659424,2020-05-18
7.25699996948242,7.27899980545044,7.14699983596802,7.27799987792969,97404,7.27799987792969,2020-05-19
7.2979998588562,7.39799976348877,7.26000022888184,7.39699983596802,174621,7.39699983596802,2020-05-20
7.31799983978271,7.3899998664856,7.29899978637695,7.30999994277954,85532,7.30999994277954,2020-05-21
7.2480001449585,7.35500001907349,7.21199989318848,7.34700012207031,60409,7.34700012207031,2020-05-22
7.44999980926514,7.51900005340576,7.42500019073486,7.50899982452393,54666,7.50899982452393,2020-05-25
7.58099985122681,7.59700012207031,7.54099988937378,7.54899978637695,135698,7.54899978637695,2020-05-26
7.5939998626709,7.64200019836426,7.42700004577637,7.47599983215332,182653,7.47599983215332,2020-05-27
7.59100008010864,7.59999990463257,7.54699993133545,7.59000015258789,82875,7.59000015258789,2020-05-28
7.43300008773804,7.44899988174438,7.3899998664856,7.39099979400635,88282,7.39099979400635,2020-05-29
7.56300020217896,7.625,7.5,7.56699991226196,48195,7.56699991226196,2020-06-01
7.59100008010864,7.64699983596802,7.57000017166138,7.58300018310547,111015,7.58300018310547,2020-06-02
7.67399978637695,7.74599981307983,7.64099979400635,7.73199987411499,123282,7.73199987411499,2020-06-03
7.68200016021729,7.69899988174438,7.58500003814697,7.59499979019165,381317,7.59499979019165,2020-06-04
7.63299989700317,7.79500007629395,7.60200023651123,7.79199981689453,283546,7.79199981689453,2020-06-05
7.74399995803833,7.77299976348877,7.69999980926514,7.73999977111816,433143,7.73999977111816,2020-06-08
7.71999979019165,7.72900009155273,7.61499977111816,7.64699983596802,226336,7.64699983596802,2020-06-09
7.71999979019165,7.74399995803833,7.6399998664856,7.67000007629395,108966,7.67000007629395,2020-06-10
7.55000019073486,7.55000019073486,7.3730001449585,7.38399982452393,395983,7.38399982452393,2020-06-11
7.35099983215332,7.48600006103516,7.33400011062622,7.3899998664856,669467,7.3899998664856,2020-06-12
7.20900011062622,7.37900018692017,7.16800022125244,7.37099981307983,259191,7.37099981307983,2020-06-15
7.53999996185303,7.69899988174438,7.53499984741211,7.60900020599365,337548,7.60900020599365,2020-06-16
7.66900014877319,7.7350001335144,7.66200017929077,7.69099998474121,151101,7.69099998474121,2020-06-17
7.68300008773804,7.70599985122681,7.60200023651123,7.68599987030029,80042,7.68599987030029,2020-06-18
7.71400022506714,7.76100015640259,7.71000003814697,7.7519998550415,244184,7.7519998550415,2020-06-19
7.65299987792969,7.66900014877319,7.59700012207031,7.63299989700317,117096,7.63299989700317,2020-06-22
7.69999980926514,7.73699998855591,7.67700004577637,7.72100019454956,51836,7.72100019454956,2020-06-23
7.69500017166138,7.69999980926514,7.5479998588562,7.55000019073486,91614,7.55000019073486,2020-06-24
7.55999994277954,7.61199998855591,7.4850001335144,7.59000015258789,112073,7.59000015258789,2020-06-25
7.64799976348877,7.69000005722046,7.55499982833862,7.57999992370605,48654,7.57999992370605,2020-06-26
7.4850001335144,7.58799982070923,7.48000001907349,7.58099985122681,66848,7.58099985122681,2020-06-29
7.64300012588501,7.68599987030029,7.60799980163574,7.68599987030029,26614,7.68599987030029,2020-06-30
7.69000005722046,7.75,7.67999982833862,7.67000007629395,126988,7.67000007629395,2020-07-01
7.68300008773804,7.7979998588562,7.65999984741211,7.77699995040894,134516,7.77699995040894,2020-07-02
7.78000020980835,7.81799983978271,7.73400020599365,7.74100017547607,144352,7.74100017547607,2020-07-03
7.80999994277954,7.9210000038147,7.80999994277954,7.90999984741211,59896,7.90999984741211,2020-07-06
7.87599992752075,7.93800020217896,7.84800004959106,7.93400001525879,145590,7.93400001525879,2020-07-07
7.84800004959106,7.89099979400635,7.8289999961853,7.83199977874756,105817,7.83199977874756,2020-07-08
7.90100002288818,7.9850001335144,7.87400007247925,7.88800001144409,351543,7.88800001144409,2020-07-09
7.91099977493286,7.98299980163574,7.90299987792969,7.94099998474121,125503,7.94099998474121,2020-07-10
7.98299980163574,8,7.94000005722046,7.99399995803833,107205,7.99399995803833,2020-07-13
7.82600021362305,7.84200000762939,7.67000007629395,7.76999998092651,365109,7.76999998092651,2020-07-14
7.8439998626709,7.93699979782104,7.8439998626709,7.90199995040894,52550,7.90199995040894,2020-07-15
7.85500001907349,7.85500001907349,7.78299999237061,7.78999996185303,136156,7.78999996185303,2020-07-16
7.82399988174438,7.85599994659424,7.81199979782104,7.8600001335144,69196,7.8600001335144,2020-07-17
7.8730001449585,7.95599985122681,7.80200004577637,7.95300006866455,59770,7.95300006866455,2020-07-20
8.04599952697754,8.10000038146973,7.99399995803833,7.9980001449585,347713,7.9980001449585,2020-07-21
7.93699979782104,7.96600008010864,7.88399982452393,7.90500020980835,125018,7.90500020980835,2020-07-22
7.95100021362305,7.97200012207031,7.92500019073486,7.97100019454956,171525,7.97100019454956,2020-07-23
7.78299999237061,7.82999992370605,7.68300008773804,7.76800012588501,312336,7.76800012588501,2020-07-24
7.75400018692017,7.78900003433228,7.71500015258789,7.75500011444092,110002,7.75500011444092,2020-07-27
7.84299993515015,7.84299993515015,7.75099992752075,7.78599977493286,194500,7.78599977493286,2020-07-28
7.73999977111816,7.79199981689453,7.73799991607666,7.79699993133545,31008,7.79699993133545,2020-07-29
7.79199981689453,7.79199981689453,7.66499996185303,7.72399997711182,148297,7.72399997711182,2020-07-30
7.76000022888184,7.76200008392334,7.63700008392334,7.69500017166138,135207,7.69500017166138,2020-07-31
7.75600004196167,7.90199995040894,7.74300003051758,7.88800001144409,151425,7.88800001144409,2020-08-03
7.88800001144409,7.90999984741211,7.81599998474121,7.85900020599365,103641,7.85900020599365,2020-08-04
7.90100002288818,7.90899991989136,7.83599996566772,7.86999988555908,117389,7.86999988555908,2020-08-05
7.88600015640259,7.92899990081787,7.8600001335144,7.85699987411499,43366,7.85699987411499,2020-08-06
7.84700012207031,7.90500020980835,7.82399988174438,7.85500001907349,99790,7.85500001907349,2020-08-07
7.82100009918213,7.85500001907349,7.76399993896484,7.78200006484985,63118,7.78200006484985,2020-08-10
7.90399980545044,7.91300010681152,7.83500003814697,7.86700010299683,213056,7.86700010299683,2020-08-11
7.8899998664856,7.95599985122681,7.86800003051758,7.94799995422363,97389,7.94799995422363,2020-08-12
7.95499992370605,7.99900007247925,7.92399978637695,7.97700023651123,40448,7.97700023651123,2020-08-13
7.96999979019165,7.98400020599365,7.90100002288818,7.93100023269653,95393,7.93100023269653,2020-08-14
7.88899993896484,7.97599983215332,7.88199996948242,7.96700000762939,86811,7.96700000762939,2020-08-17
7.94999980926514,7.98699998855591,7.89099979400635,7.92999982833862,70907,7.92999982833862,2020-08-18
7.9229998588562,7.94999980926514,7.88800001144409,7.94500017166138,51156,7.94500017166138,2020-08-19
7.86899995803833,7.90299987792969,7.85799980163574,7.87799978256226,15969,7.87799978256226,2020-08-20
7.88800001144409,7.94299983978271,7.8769998550415,7.93800020217896,22110,7.93800020217896,2020-08-21
8,8.02200031280518,7.97300004959106,7.97900009155273,60787,7.97900009155273,2020-08-24
8.02600002288818,8.04599952697754,7.98000001907349,7.98899984359741,75981,7.98899984359741,2020-08-25
8.04899978637695,8.10700035095215,8.03499984741211,8.10400009155273,128125,8.10400009155273,2020-08-26
8.13799953460693,8.15999984741211,8.09500026702881,8.11400032043457,115360,8.11400032043457,2020-08-27
8.08300018310547,8.09799957275391,8.02000045776367,8.08500003814697,24301,8.08500003814697,2020-08-28
8.10000038146973,8.19900035858154,8.06999969482422,8.07299995422363,55885,8.07299995422363,2020-08-31
8.16499996185303,8.21199989318848,8.10400009155273,8.18000030517578,148575,8.18000030517578,2020-09-01
8.29399967193604,8.40200042724609,8.29399967193604,8.35999965667725,184713,8.35999965667725,2020-09-02
8.4379997253418,8.47200012207031,8.05200004577637,8.09899997711182,440272,8.09899997711182,2020-09-03
8.04899978637695,8.14700031280518,7.82000017166138,7.89099979400635,115466,7.89099979400635,2020-09-04
7.96600008010864,8.04599952697754,7.94799995422363,8.0319995880127,150599,8.0319995880127,2020-09-07
8.0600004196167,8.0600004196167,7.84499979019165,7.92199993133545,247437,7.92199993133545,2020-09-08
7.89799976348877,7.99599981307983,7.87900018692017,7.97900009155273,119586,7.97900009155273,2020-09-09
8,8.05399990081787,7.96400022506714,8.01099967956543,133468,8.01099967956543,2020-09-10
8,8.00699996948242,7.94899988174438,7.94899988174438,154147,7.94899988174438,2020-09-11
8.01399993896484,8.03999996185303,7.97399997711182,8.00599956512451,320700,8.00599956512451,2020-09-14
8.00599956512451,8.10999965667725,8.00300025939941,8.10499954223633,158190,8.10499954223633,2020-09-15
8.10999965667725,8.15100002288818,8.10999965667725,8.14500045776367,64403,8.14500045776367,2020-09-16
8,8.05200004577637,7.93900012969971,8.02099990844727,261350,8.02099990844727,2020-09-17
8.01700019836426,8.06700038909912,7.96600008010864,7.96700000762939,51493,7.96700000762939,2020-09-18
7.92999982833862,7.92999982833862,7.75799989700317,7.7979998588562,479222,7.7979998588562,2020-09-21
7.86600017547607,7.92600011825562,7.85699987411499,7.88199996948242,356724,7.88199996948242,2020-09-22
8.02000045776367,8.0620002746582,8.01299953460693,8.01000022888184,176531,8.01000022888184,2020-09-23
7.86100006103516,7.91599988937378,7.81599998474121,7.89699983596802,154497,7.89699983596802,2020-09-24
7.90000009536743,7.96000003814697,7.83900022506714,7.96299982070923,31494,7.96299982070923,2020-09-25
8.05599975585938,8.15999984741211,8.05599975585938,8.15799999237061,334559,8.15799999237061,2020-09-28
8.15100002288818,8.20899963378906,8.15100002288818,8.17599964141846,251932,8.17599964141846,2020-09-29
8.13599967956543,8.23700046539307,8.10299968719482,8.20899963378906,168535,8.20899963378906,2020-09-30
8.21399974822998,8.29300022125244,8.21300029754639,8.26200008392334,355724,8.26200008392334,2020-10-01
8.1899995803833,8.26500034332275,8.15100002288818,8.23499965667725,76357,8.23499965667725,2020-10-02
8.24899959564209,8.2790002822876,8.1870002746582,8.25899982452393,194414,8.25899982452393,2020-10-05
8.2810001373291,8.37600040435791,8.27299976348877,8.33100032806396,97801,8.33100032806396,2020-10-06
8.35700035095215,8.4069995880127,8.32900047302246,8.4060001373291,72203,8.4060001373291,2020-10-07
8.44999980926514,8.50500011444092,8.44499969482422,8.46599960327148,110921,8.46599960327148,2020-10-08
8.5,8.55200004577637,8.47599983215332,8.53400039672852,74612,8.53400039672852,2020-10-09
8.56999969482422,8.64900016784668,8.55399990081787,8.62899971008301,146650,8.62899971008301,2020-10-12
8.64700031280518,8.69499969482422,8.61200046539307,8.68599987030029,123292,8.68599987030029,2020-10-13
8.6560001373291,8.70199966430664,8.64099979400635,8.65999984741211,92420,8.65999984741211,2020-10-14
8.57400035858154,8.58300018310547,8.5,8.5600004196167,357473,8.5600004196167,2020-10-15
8.6230001449585,8.68200016021729,8.60200023651123,8.64299964904785,64005,8.64299964904785,2020-10-16
8.67800045013428,8.72599983215332,8.62399959564209,8.62899971008301,63701,8.62899971008301,2020-10-19
8.60999965667725,8.6230001449585,8.52600002288818,8.55099964141846,181305,8.55099964141846,2020-10-20
8.59700012207031,8.61499977111816,8.52299976348877,8.54899978637695,205582,8.54899978637695,2020-10-21
8.5,8.59000015258789,8.48999977111816,8.55000019073486,192616,8.55000019073486,2020-10-22
8.55399990081787,8.60799980163574,8.54399967193604,8.58199977874756,143032,8.58199977874756,2020-10-23
8.5,8.54100036621094,8.40499973297119,8.41399955749512,49753,8.41399955749512,2020-10-26
8.44499969482422,8.47299957275391,8.4040002822876,8.4060001373291,88020,8.4060001373291,2020-10-27
8.41899967193604,8.41899967193604,8.26000022888184,8.27200031280518,191677,8.27200031280518,2020-10-28
8.26000022888184,8.44999980926514,8.24300003051758,8.42399978637695,299138,8.42399978637695,2020-10-29
8.31700038909912,8.4060001373291,8.25399971008301,8.35099983215332,244417,8.35099983215332,2020-10-30
8.32499980926514,8.45800018310547,8.32499980926514,8.39299964904785,188420,8.39299964904785,2020-11-02
8.42700004577637,8.55200004577637,8.42700004577637,8.52400016784668,112845,8.52400016784668,2020-11-03
8.57400035858154,8.74300003051758,8.57100009918213,8.74300003051758,503976,8.74300003051758,2020-11-04
8.83800029754639,8.91300010681152,8.83800029754639,8.89099979400635,207838,8.89099979400635,2020-11-05
8.875,8.91600036621094,8.78699970245361,8.89900016784668,154144,8.89900016784668,2020-11-06
9.03999996185303,9.38599967956543,9.03999996185303,9.22900009155273,255201,9.22900009155273,2020-11-09
8.92300033569336,8.96700000762939,8.77299976348877,8.87100028991699,365944,8.87100028991699,2020-11-10
8.86299991607666,8.98200035095215,8.80000019073486,8.97000026702881,318611,8.97000026702881,2020-11-11
8.93599987030029,8.97999954223633,8.90900039672852,8.94799995422363,383304,8.94799995422363,2020-11-12
8.94499969482422,8.95699977874756,8.88700008392334,8.91499996185303,162135,8.91499996185303,2020-11-13
9,9.11100006103516,8.96500015258789,9.0930004119873,267311,9.0930004119873,2020-11-16
9.06700038909912,9.06999969482422,8.98799991607666,9.02400016784668,156391,9.02400016784668,2020-11-17
9.02200031280518,9.0939998626709,9.01700019836426,9.08100032806396,150484,9.08100032806396,2020-11-18
9.02799987792969,9.06999969482422,8.97399997711182,9.0620002746582,103209,9.0620002746582,2020-11-19
9.09899997711182,9.16899967193604,9.08500003814697,9.15299987792969,70460,9.15299987792969,2020-11-20
9.1870002746582,9.22900009155273,9.15299987792969,9.17700004577637,496976,9.17700004577637,2020-11-23
9.24699974060059,9.30799961090088,9.19099998474121,9.24300003051758,107770,9.24300003051758,2020-11-24
9.23700046539307,9.24699974060059,9.19400024414062,9.22000026702881,229909,9.22000026702881,2020-11-25
9.29300022125244,9.30000019073486,9.26399993896484,9.28499984741211,72263,9.28499984741211,2020-11-26
9.29300022125244,9.35000038146973,9.26500034332275,9.33399963378906,158981,9.33399963378906,2020-11-27
9.32699966430664,9.34500026702881,9.21700000762939,9.28299999237061,142432,9.28299999237061,2020-11-30
9.40999984741211,9.47399997711182,9.35299968719482,9.39299964904785,109459,9.39299964904785,2020-12-01
9.34700012207031,9.35400009155273,9.28699970245361,9.33600044250488,95800,9.33600044250488,2020-12-02
9.30200004577637,9.32499980926514,9.27000045776367,9.32499980926514,40921,9.32499980926514,2020-12-03
9.30099964141846,9.39299964904785,9.28800010681152,9.39000034332275,154467,9.39000034332275,2020-12-04
9.39299964904785,9.40799999237061,9.35000038146973,9.39299964904785,117209,9.39299964904785,2020-12-07
9.42000007629395,9.46599960327148,9.39299964904785,9.45400047302246,30388,9.45400047302246,2020-12-08
9.49499988555908,9.5600004196167,9.49499988555908,9.51299953460693,144229,9.51299953460693,2020-12-09
9.37600040435791,9.40799999237061,9.27700042724609,9.39999961853027,148278,9.39999961853027,2020-12-10
9.43200016021729,9.43200016021729,9.29599952697754,9.3459997177124,165211,9.3459997177124,2020-12-11
9.42000007629395,9.47900009155273,9.40499973297119,9.44900035858154,81428,9.44900035858154,2020-12-14
9.44900035858154,9.51700019836426,9.44600009918213,9.48900032043457,107630,9.48900032043457,2020-12-15
9.52499961853027,9.55200004577637,9.47599983215332,9.5290002822876,135707,9.5290002822876,2020-12-16
9.55900001525879,9.60000038146973,9.55599975585938,9.5959997177124,124188,9.5959997177124,2020-12-17
9.56700038909912,9.6540002822876,9.56700038909912,9.59899997711182,103480,9.59899997711182,2020-12-18
9.58699989318848,9.58699989318848,9.35900020599365,9.45800018310547,365722,9.45800018310547,2020-12-21
9.5,9.60700035095215,9.5,9.58899974822998,94892,9.58899974822998,2020-12-22
9.65999984741211,9.69900035858154,9.64799976348877,9.6850004196167,140337,9.6850004196167,2020-12-23
9.80000019073486,9.80099964141846,9.63399982452393,9.66600036621094,131323,9.66600036621094,2020-12-28
9.67500019073486,9.73999977111816,9.64500045776367,9.65200042724609,289009,9.65200042724609,2020-12-29
9.67700004577637,9.69900035858154,9.62899971008301,9.68200016021729,170884,9.68200016021729,2020-12-30
9.76799964904785,9.80900001525879,9.66600036621094,9.6850004196167,698325,9.6850004196167,2021-01-04
9.69999980926514,9.75,9.6269998550415,9.72399997711182,258273,9.72399997711182,2021-01-05
9.65200042724609,9.78899955749512,9.56900024414062,9.77999973297119,73984,9.77999973297119,2021-01-06
9.77999973297119,9.93299961090088,9.72999954223633,9.92399978637695,236013,9.92399978637695,2021-01-07
10.0740003585815,10.1619997024536,10.0640001296997,10.1099996566772,116664,10.1099996566772,2021-01-08
10.1499996185303,10.2019996643066,10.0699996948242,10.1840000152588,146631,10.1840000152588,2021-01-11
10.25,10.2700004577637,10.1660003662109,10.2279996871948,243789,10.2279996871948,2021-01-12
10.2399997711182,10.253999710083,10.1899995803833,10.2259998321533,179629,10.2259998321533,2021-01-13
10.206000328064,10.3299999237061,10.1840000152588,10.3039999008179,203201,10.3039999008179,2021-01-14
10.1920003890991,10.2220001220703,10.0719995498657,10.1400003433228,399801,10.1400003433228,2021-01-15
10.173999786377,10.1899995803833,10.1400003433228,10.1780004501343,102991,10.1780004501343,2021-01-18
10.2620000839233,10.2799997329712,10.2159996032715,10.2639999389648,157807,10.2639999389648,2021-01-19
10.2959995269775,10.4420003890991,10.2480001449585,10.3719997406006,395288,10.3719997406006,2021-01-20
10.4219999313354,10.4340000152588,10.3339996337891,10.3680000305176,548226,10.3680000305176,2021-01-21
10.3800001144409,10.4099998474121,10.3020000457764,10.3199996948242,176192,10.3199996948242,2021-01-22
10.3999996185303,10.4499998092651,10.2399997711182,10.326000213623,180187,10.326000213623,2021-01-25
10.3400001525879,10.4200000762939,10.326000213623,10.3319997787476,127897,10.3319997787476,2021-01-26
10.3219995498657,10.3400001525879,10.1059999465942,10.1680002212524,236054,10.1680002212524,2021-01-27
10.039999961853,10.1759996414185,9.91300010681152,10.1260004043579,470914,10.1260004043579,2021-01-28
9.97799968719482,10.0740003585815,9.94799995422363,9.97500038146973,451757,9.97500038146973,2021-01-29
10,10.1260004043579,10,10.1260004043579,154373,10.1260004043579,2021-02-01
10.2720003128052,10.3879995346069,10.2720003128052,10.3760004043579,175238,10.3760004043579,2021-02-02
10.4720001220703,10.4720001220703,10.3500003814697,10.3520002365112,298138,10.3520002365112,2021-02-03
10.3120002746582,10.4280004501343,10.3120002746582,10.4060001373291,95482,10.4060001373291,2021-02-04
10.4499998092651,10.460000038147,10.3940000534058,10.460000038147,144769,10.460000038147,2021-02-05
