"RBOT.MI.Open","RBOT.MI.High","RBOT.MI.Low","RBOT.MI.Close","RBOT.MI.Volume","RBOT.MI.Adjusted","Date"
7.66800022125244,7.75,7.65000009536743,7.69999980926514,172616,7.69999980926514,2020-01-02
7.69199991226196,7.69199991226196,7.61999988555908,7.65299987792969,102811,7.65299987792969,2020-01-03
7.62099981307983,7.63199996948242,7.55200004577637,7.62599992752075,44423,7.62599992752075,2020-01-06
7.63800001144409,7.69000005722046,7.63700008392334,7.69000005722046,94668,7.69000005722046,2020-01-07
7.66599988937378,7.72499990463257,7.60699987411499,7.71500015258789,232178,7.71500015258789,2020-01-08
7.78299999237061,7.84200000762939,7.78299999237061,7.83300018310547,244990,7.83300018310547,2020-01-09
7.90000009536743,7.90299987792969,7.84999990463257,7.84999990463257,87221,7.84999990463257,2020-01-10
7.88000011444092,7.89300012588501,7.86100006103516,7.89499998092651,193120,7.89499998092651,2020-01-13
7.90199995040894,7.92500019073486,7.86999988555908,7.90500020980835,112240,7.90500020980835,2020-01-14
7.92600011825562,7.92600011825562,7.86999988555908,7.88000011444092,89062,7.88000011444092,2020-01-15
7.92600011825562,7.94000005722046,7.88500022888184,7.92399978637695,119024,7.92399978637695,2020-01-16
7.97100019454956,8.01200008392334,7.96299982070923,7.9980001449585,83873,7.9980001449585,2020-01-17
8.03600025177002,8.04399967193604,8.00899982452393,8.03999996185303,165923,8.03999996185303,2020-01-20
7.99200010299683,7.99200010299683,7.93300008773804,7.96999979019165,97333,7.96999979019165,2020-01-21
8.02000045776367,8.05799961090088,8.01900005340576,8.0319995880127,137283,8.0319995880127,2020-01-22
8,8.01299953460693,7.94999980926514,7.97399997711182,297776,7.97399997711182,2020-01-23
8,8.0629997253418,8,8.01599979400635,75067,8.01599979400635,2020-01-24
7.87599992752075,7.87599992752075,7.73000001907349,7.7480001449585,229680,7.7480001449585,2020-01-27
7.76700019836426,7.84899997711182,7.73199987411499,7.84200000762939,107300,7.84200000762939,2020-01-28
7.87599992752075,7.87799978256226,7.82299995422363,7.83599996566772,86283,7.83599996566772,2020-01-29
7.80000019073486,7.80000019073486,7.58400011062622,7.62799978256226,138091,7.62799978256226,2020-01-30
7.69799995422363,7.69799995422363,7.48999977111816,7.50099992752075,122333,7.50099992752075,2020-01-31
7.5,7.59000015258789,7.48999977111816,7.55999994277954,135684,7.55999994277954,2020-02-03
7.60500001907349,7.77099990844727,7.60500001907349,7.77099990844727,239840,7.77099990844727,2020-02-04
7.77699995040894,7.90000009536743,7.74300003051758,7.84499979019165,174933,7.84499979019165,2020-02-05
7.97100019454956,7.97100019454956,7.86999988555908,7.89799976348877,93601,7.89799976348877,2020-02-06
7.89599990844727,7.89599990844727,7.79300022125244,7.82600021362305,64381,7.82600021362305,2020-02-07
7.80000019073486,7.83099985122681,7.76599979400635,7.83099985122681,101751,7.83099985122681,2020-02-10
7.8899998664856,7.96199989318848,7.85099983215332,7.94299983978271,103340,7.94299983978271,2020-02-11
7.97200012207031,8.03800010681152,7.94999980926514,8.02700042724609,93503,8.02700042724609,2020-02-12
8.00599956512451,8.04699993133545,7.98000001907349,8.04500007629395,116739,8.04500007629395,2020-02-13
8.07999992370605,8.08100032806396,8.02299976348877,8.04100036621094,126900,8.04100036621094,2020-02-14
8.05099964141846,8.06999969482422,8.02499961853027,8.04899978637695,150878,8.04899978637695,2020-02-17
7.96799993515015,7.96799993515015,7.90999984741211,7.91900014877319,228152,7.91900014877319,2020-02-18
7.96500015258789,8.0319995880127,7.96500015258789,8.02999973297119,135089,8.02999973297119,2020-02-19
8.01900005340576,8.03499984741211,7.90500020980835,7.90500020980835,111819,7.90500020980835,2020-02-20
7.90000009536743,7.93100023269653,7.80000019073486,7.84000015258789,132662,7.84000015258789,2020-02-21
7.69999980926514,7.69999980926514,7.41099977493286,7.49599981307983,1019571,7.49599981307983,2020-02-24
7.55600023269653,7.6100001335144,7.35599994659424,7.37900018692017,339481,7.37900018692017,2020-02-25
7.35900020599365,7.46999979019165,7.20499992370605,7.40799999237061,413274,7.40799999237061,2020-02-26
7.23699998855591,7.26700019836426,6.9689998626709,7.08699989318848,338685,7.08699989318848,2020-02-27
6.87900018692017,7.03000020980835,6.68200016021729,6.85500001907349,730204,6.85500001907349,2020-02-28
7.03399991989136,7.08599996566772,6.78700017929077,6.97800016403198,550954,6.97800016403198,2020-03-02
7.03800010681152,7.15000009536743,7,7.0149998664856,259193,7.0149998664856,2020-03-03
7.02400016784668,7.09899997711182,6.9850001335144,7.00500011444092,284769,7.00500011444092,2020-03-04
7.07000017166138,7.09000015258789,6.85799980163574,6.94399976730347,260961,6.94399976730347,2020-03-05
6.80000019073486,6.80900001525879,6.56400012969971,6.66400003433228,243477,6.66400003433228,2020-03-06
6.5,6.5,6,6.1710000038147,348032,6.1710000038147,2020-03-09
6.23600006103516,6.42000007629395,6.11800003051758,6.2020001411438,730736,6.2020001411438,2020-03-10
6.21500015258789,6.27600002288818,6.11299991607666,6.16800022125244,263591,6.16800022125244,2020-03-11
5.74200010299683,5.78599977493286,5.40999984741211,5.56500005722046,1319980,5.56500005722046,2020-03-12
5.72900009155273,5.89099979400635,5.51200008392334,5.57399988174438,191744,5.57399988174438,2020-03-13
5.46500015258789,5.5,5.09999990463257,5.37099981307983,355973,5.37099981307983,2020-03-16
5.25099992752075,5.59999990463257,5.21099996566772,5.51700019836426,306410,5.51700019836426,2020-03-17
5.37799978256226,5.41699981689453,5.20800018310547,5.3289999961853,186624,5.3289999961853,2020-03-18
5.29699993133545,5.4210000038147,5.13800001144409,5.36600017547607,307477,5.36600017547607,2020-03-19
5.68499994277954,5.73000001907349,5.48799991607666,5.51300001144409,217673,5.51300001144409,2020-03-20
5.28999996185303,5.51599979400635,5.17199993133545,5.32800006866455,356698,5.32800006866455,2020-03-23
5.50099992752075,5.83400011062622,5.50099992752075,5.83400011062622,83702,5.83400011062622,2020-03-24
5.93900012969971,5.99300003051758,5.70900011062622,5.89599990844727,174318,5.89599990844727,2020-03-25
5.7960000038147,6.09999990463257,5.73999977111816,6.09999990463257,156404,6.09999990463257,2020-03-26
5.97900009155273,5.99200010299683,5.81699991226196,5.8289999961853,111751,5.8289999961853,2020-03-27
5.80000019073486,5.92999982833862,5.68900012969971,5.9229998588562,42808,5.9229998588562,2020-03-30
5.93200016021729,6.0310001373291,5.90000009536743,6.03000020980835,224851,6.03000020980835,2020-03-31
5.78800010681152,5.84600019454956,5.73899984359741,5.7979998588562,280207,5.7979998588562,2020-04-01
5.80200004577637,5.82600021362305,5.68300008773804,5.77899980545044,194440,5.77899980545044,2020-04-02
5.8769998550415,5.8769998550415,5.7350001335144,5.74100017547607,289033,5.74100017547607,2020-04-03
5.94999980926514,6.05299997329712,5.91699981689453,6.03000020980835,370268,6.03000020980835,2020-04-06
6.19999980926514,6.40199995040894,6.17999982833862,6.27299976348877,509893,6.27299976348877,2020-04-07
6.20699977874756,6.26399993896484,6.11899995803833,6.26100015640259,135577,6.26100015640259,2020-04-08
6.34999990463257,6.43100023269653,6.26000022888184,6.37400007247925,427223,6.37400007247925,2020-04-09
6.47800016403198,6.51900005340576,6.42399978637695,6.46500015258789,253836,6.46500015258789,2020-04-14
6.5,6.5,6.31599998474121,6.32399988174438,102422,6.32399988174438,2020-04-15
6.44000005722046,6.4689998626709,6.38399982452393,6.44999980926514,127502,6.44999980926514,2020-04-16
