"ACWI.MI.Open","ACWI.MI.High","ACWI.MI.Low","ACWI.MI.Close","ACWI.MI.Volume","ACWI.MI.Adjusted","Date"
251.550003051758,254.740005493164,251.300003051758,255.470001220703,250,255.470001220703,2020-05-18
255.539993286133,255.639999389648,252.779998779297,254.729995727539,728,254.729995727539,2020-05-19
253.100006103516,255.690002441406,253.100006103516,255.630004882812,4174,255.630004882812,2020-05-20
253.570007324219,254.759994506836,252.740005493164,252.830001831055,1767,252.830001831055,2020-05-21
251,253.600006103516,250.300003051758,253.199996948242,9008,253.199996948242,2020-05-22
256.170013427734,257.579986572266,255.979995727539,257.709991455078,473,257.709991455078,2020-05-25
259.470001220703,259.470001220703,258.130004882812,258.429992675781,476,258.429992675781,2020-05-26
259.339996337891,260.299987792969,256.760009765625,257.260009765625,11274,257.260009765625,2020-05-27
260.25,261.209991455078,260,260.690002441406,18726,260.690002441406,2020-05-28
257,257.700012207031,255.589996337891,255.789993286133,8239,255.789993286133,2020-05-29
259.630004882812,260.369995117188,258.700012207031,259.779998779297,2849,259.779998779297,2020-06-01
261.820007324219,262.010009765625,260.519989013672,261.019989013672,4898,261.019989013672,2020-06-02
262.450012207031,265.709991455078,262.450012207031,265.25,1440,265.25,2020-06-03
264.739990234375,264.929992675781,262.369995117188,262.720001220703,7104,262.720001220703,2020-06-04
264.790008544922,269.369995117188,264.380004882812,269.809997558594,5969,269.809997558594,2020-06-05
268.109985351562,270.510009765625,268.059997558594,270.190002441406,3651,270.190002441406,2020-06-08
271.980010986328,271.980010986328,267.200012207031,268.279998779297,11995,268.279998779297,2020-06-09
269.779998779297,269.779998779297,267.369995117188,267.829986572266,1979,267.829986572266,2020-06-10
262.850006103516,262.850006103516,258.309997558594,258.140014648438,8152,258.140014648438,2020-06-11
256.470001220703,260.329986572266,256.470001220703,257.190002441406,13450,257.190002441406,2020-06-12
252.229995727539,254.550003051758,251.199996948242,256.049987792969,9216,256.049987792969,2020-06-15
261.299987792969,266.440002441406,261.299987792969,264.209991455078,2890,264.209991455078,2020-06-16
266.149993896484,266.559997558594,265.119995117188,265.290008544922,6619,265.290008544922,2020-06-17
264.230010986328,265.299987792969,262.799987792969,264.769989013672,1342,264.769989013672,2020-06-18
265.940002441406,267.309997558594,265.940002441406,267.049987792969,6938,267.049987792969,2020-06-19
264.429992675781,264.970001220703,263.769989013672,263.799987792969,465,263.799987792969,2020-06-22
266.399993896484,266.880004882812,265.109985351562,266.450012207031,1146,266.450012207031,2020-06-23
264.420013427734,265.380004882812,260.25,260.290008544922,385,260.290008544922,2020-06-24
259.019989013672,261.380004882812,257.760009765625,261.220001220703,15325,261.220001220703,2020-06-25
262.959991455078,263.839996337891,259.570007324219,259.829986572266,579,259.829986572266,2020-06-26
259,259.100006103516,258.029998779297,260.190002441406,784,260.190002441406,2020-06-29
261.130004882812,262.420013427734,260.390014648438,262.209991455078,86,262.209991455078,2020-06-30
263.399993896484,264.649993896484,263,262.940002441406,1092,262.940002441406,2020-07-01
266.019989013672,268.950012207031,265.700012207031,267.619995117188,13649,267.619995117188,2020-07-02
268.309997558594,268.309997558594,266.950012207031,266.950012207031,10314,266.950012207031,2020-07-03
269.950012207031,270.980010986328,269.269989013672,270.679992675781,821,270.679992675781,2020-07-06
268.329986572266,270.739990234375,268.160003662109,270.709991455078,5347,270.709991455078,2020-07-07
268.899993896484,269.230010986328,267.679992675781,267.640014648438,3088,267.640014648438,2020-07-08
268.989990234375,269.980010986328,268.989990234375,266.839996337891,2124,266.839996337891,2020-07-09
267.109985351562,269.019989013672,267.109985351562,269.200012207031,6047,269.200012207031,2020-07-10
272.170013427734,272.5,271.5,273.170013427734,1329,273.170013427734,2020-07-13
268.739990234375,268.739990234375,265,267.220001220703,3503,267.220001220703,2020-07-14
270.559997558594,272.380004882812,270.149993896484,271.75,786,271.75,2020-07-15
269.739990234375,269.929992675781,269.190002441406,269.5,616,269.5,2020-07-16
270.929992675781,270.980010986328,270.049987792969,270.399993896484,572,270.399993896484,2020-07-17
269.040008544922,271.820007324219,269.040008544922,271.940002441406,2647,271.940002441406,2020-07-20
275.390014648438,276.059997558594,273.589996337891,273.809997558594,722,273.809997558594,2020-07-21
271.260009765625,271.260009765625,269.899993896484,270.25,17246,270.25,2020-07-22
272.149993896484,272.369995117188,270.980010986328,271.119995117188,1462,271.119995117188,2020-07-23
265.630004882812,267.200012207031,265.630004882812,266.059997558594,4096,266.059997558594,2020-07-24
264.959991455078,266.049987792969,264.570007324219,264.459991455078,1096,264.459991455078,2020-07-27
266.079986572266,266.540008544922,265.029998779297,266.170013427734,1388,266.170013427734,2020-07-28
265,265.940002441406,264.970001220703,265.899993896484,2759,265.899993896484,2020-07-29
265.549987792969,265.549987792969,261.480010986328,263.380004882812,3814,263.380004882812,2020-07-30
262.880004882812,264.119995117188,262.170013427734,262.269989013672,1156,262.269989013672,2020-07-31
264.440002441406,267.559997558594,264.190002441406,267.660003662109,1035,267.660003662109,2020-08-03
267.149993896484,268.190002441406,265.989990234375,267.75,2792,267.75,2020-08-04
268.910003662109,268.910003662109,267.5,267.769989013672,1059,267.769989013672,2020-08-05
268.260009765625,268.899993896484,267.350006103516,267.670013427734,2086,267.670013427734,2020-08-06
268.459991455078,269.529998779297,268.149993896484,269.420013427734,543,269.420013427734,2020-08-07
270.269989013672,270.880004882812,270.029998779297,270.149993896484,1769,270.149993896484,2020-08-10
273.329986572266,273.540008544922,272.510009765625,272.940002441406,2829,272.940002441406,2020-08-11
272.369995117188,273.739990234375,272.369995117188,273.769989013672,1057,273.769989013672,2020-08-12
272.399993896484,273.320007324219,272.070007324219,273.130004882812,1625,273.130004882812,2020-08-13
272.869995117188,272.869995117188,270.619995117188,271.970001220703,1117,271.970001220703,2020-08-14
271.950012207031,272.399993896484,271.350006103516,272.470001220703,5524,272.470001220703,2020-08-17
272.109985351562,272.529998779297,270.940002441406,271.320007324219,82,271.320007324219,2020-08-18
271.279998779297,272.279998779297,271.279998779297,272.660003662109,248,272.660003662109,2020-08-19
270.339996337891,271.350006103516,270.339996337891,271.170013427734,450,271.170013427734,2020-08-20
272.75,273.600006103516,272.75,272.929992675781,569,272.929992675781,2020-08-21
275.25,275.869995117188,275.070007324219,275.670013427734,619,275.670013427734,2020-08-24
277.260009765625,277.260009765625,276.089996337891,276.25,943,276.25,2020-08-25
276.869995117188,278.109985351562,276.839996337891,278.089996337891,569,278.089996337891,2020-08-26
278.200012207031,280.100006103516,278.070007324219,279.559997558594,3471,279.559997558594,2020-08-27
279.190002441406,279.190002441406,277.220001220703,277.779998779297,3380,277.779998779297,2020-08-28
278.809997558594,279.149993896484,276.369995117188,275.709991455078,385,275.709991455078,2020-08-31
277.690002441406,277.690002441406,275.619995117188,277.209991455078,1328,277.209991455078,2020-09-01
281.910003662109,282.820007324219,281.630004882812,281.739990234375,877,281.739990234375,2020-09-02
284.619995117188,284.619995117188,275.279998779297,276.570007324219,1561,276.570007324219,2020-09-03
276.709991455078,277,270,270.420013427734,8608,270.420013427734,2020-09-04
272.429992675781,275.070007324219,272.429992675781,274.829986572266,7664,274.829986572266,2020-09-07
275.119995117188,275.119995117188,269.529998779297,270.970001220703,9095,270.970001220703,2020-09-08
270.410003662109,273.369995117188,270.410003662109,273.320007324219,6874,273.320007324219,2020-09-09
273.179992675781,273.200012207031,271.170013427734,272.579986572266,5793,272.579986572266,2020-09-10
270.859985351562,271.299987792969,269.959991455078,270.989990234375,519,270.989990234375,2020-09-11
272.540008544922,272.820007324219,271.320007324219,272.910003662109,671,272.910003662109,2020-09-14
273.220001220703,275.329986572266,273.220001220703,275.429992675781,2309,275.429992675781,2020-09-15
275.489990234375,275.920013427734,275.170013427734,276.269989013672,720,276.269989013672,2020-09-16
272.910003662109,273.660003662109,270.809997558594,272.989990234375,45245,272.989990234375,2020-09-17
272.179992675781,273.119995117188,270.799987792969,270.880004882812,4091,270.880004882812,2020-09-18
269.269989013672,269.269989013672,264.839996337891,264.869995117188,13843,264.869995117188,2020-09-21
267.529998779297,268.869995117188,267.529998779297,268.190002441406,3573,268.190002441406,2020-09-22
270.489990234375,271.850006103516,270.269989013672,269.859985351562,907,269.859985351562,2020-09-23
265.980010986328,267.089996337891,265,266.320007324219,16965,266.320007324219,2020-09-24
266.779998779297,267.260009765625,264.920013427734,268.089996337891,1179,268.089996337891,2020-09-25
272.75,272.75,272.200012207031,273.549987792969,417,273.549987792969,2020-09-28
273.130004882812,273.130004882812,271.119995117188,271.369995117188,1387,271.369995117188,2020-09-29
270.640014648438,274.369995117188,269.989990234375,273.510009765625,166577,273.510009765625,2020-09-30
274.630004882812,274.839996337891,272.940002441406,273.929992675781,13805,273.929992675781,2020-10-01
272,273.209991455078,270.320007324219,273.410003662109,5316,273.410003662109,2020-10-02
273.529998779297,274.679992675781,273.25,274.869995117188,4287,274.869995117188,2020-10-05
274.739990234375,275.929992675781,274.459991455078,275.390014648438,2014,275.390014648438,2020-10-06
275.279998779297,276.589996337891,274.850006103516,276.230010986328,245,276.230010986328,2020-10-07
278.269989013672,279.579986572266,277.440002441406,278.869995117188,2305,278.869995117188,2020-10-08
279.309997558594,279.75,278.920013427734,279.709991455078,757,279.709991455078,2020-10-09
281.040008544922,283.230010986328,280.950012207031,283.329986572266,780,283.329986572266,2020-10-12
283.959991455078,284.359985351562,283.420013427734,284.019989013672,4298,284.019989013672,2020-10-13
283.799987792969,284.649993896484,283.149993896484,283.170013427734,1766,283.170013427734,2020-10-14
280.25,280.25,278.510009765625,279.850006103516,18423,279.850006103516,2020-10-15
281.559997558594,283.369995117188,280.940002441406,282.399993896484,3663,282.399993896484,2020-10-16
283.029998779297,283.029998779297,280.040008544922,279.989990234375,18315,279.989990234375,2020-10-19
278.820007324219,279.200012207031,277.230010986328,277.570007324219,8523,277.570007324219,2020-10-20
276.010009765625,276.950012207031,275.75,276.100006103516,6123,276.100006103516,2020-10-21
274.670013427734,277,274.579986572266,276.529998779297,14754,276.529998779297,2020-10-22
277.239990234375,278.420013427734,277.109985351562,277.149993896484,8283,277.149993896484,2020-10-23
275.089996337891,276.100006103516,273.230010986328,273.230010986328,3168,273.230010986328,2020-10-26
274.359985351562,274.989990234375,273.239990234375,273.239990234375,23175,273.239990234375,2020-10-27
270.519989013672,271.720001220703,267.160003662109,267.829986572266,2483,267.829986572266,2020-10-28
269,270.25,266.630004882812,269.420013427734,26483,269.420013427734,2020-10-29
266.079986572266,268.399993896484,266.079986572266,267.809997558594,2674,267.809997558594,2020-10-30
268.600006103516,272.5,268.600006103516,271.309997558594,30991,271.309997558594,2020-11-02
272.399993896484,275.029998779297,272.359985351562,275.25,2098,275.25,2020-11-03
274.040008544922,281.429992675781,274.040008544922,281.480010986328,3536,281.480010986328,2020-11-04
282.890014648438,284.079986572266,282.399993896484,283.809997558594,10103,283.809997558594,2020-11-05
283.049987792969,283.519989013672,279.869995117188,282.269989013672,15968,282.269989013672,2020-11-06
285.970001220703,294.589996337891,285.970001220703,292.109985351562,7566,292.109985351562,2020-11-09
288.700012207031,289.019989013672,286.380004882812,288.149993896484,4422,288.149993896484,2020-11-10
289.070007324219,291.730010986328,289.070007324219,291.619995117188,2329,291.619995117188,2020-11-11
290.070007324219,290.519989013672,289.140014648438,289.720001220703,4448,289.720001220703,2020-11-12
288.869995117188,290.019989013672,288.869995117188,289.320007324219,21839,289.320007324219,2020-11-13
292.559997558594,294.359985351562,291.940002441406,293.690002441406,5146,293.690002441406,2020-11-16
293.079986572266,293.079986572266,290.950012207031,292.660003662109,1371,292.660003662109,2020-11-17
291.700012207031,293.609985351562,291.700012207031,293.269989013672,1329,293.269989013672,2020-11-18
291.040008544922,291.359985351562,289.820007324219,291.170013427734,2494,291.170013427734,2020-11-19
291.899993896484,292.450012207031,291.25,292.450012207031,1481,292.450012207031,2020-11-20
292.799987792969,293.450012207031,292,292.079986572266,1478,292.079986572266,2020-11-23
294.790008544922,295.820007324219,293.940002441406,295.709991455078,1728,295.709991455078,2020-11-24
295.779998779297,296.100006103516,294.440002441406,294.739990234375,995,294.739990234375,2020-11-25
295.359985351562,295.730010986328,295.170013427734,295.440002441406,650,295.440002441406,2020-11-26
295.329986572266,296.230010986328,295.329986572266,295.709991455078,11115,295.709991455078,2020-11-27
292.470001220703,293.929992675781,291.200012207031,292.239990234375,1508,292.239990234375,2020-11-30
294.75,296.209991455078,294.589996337891,294.549987792969,5083,294.549987792969,2020-12-01
292.890014648438,293.700012207031,292.25,293.230010986328,1744,293.230010986328,2020-12-02
293.170013427734,293.649993896484,292.320007324219,293.600006103516,2630,293.600006103516,2020-12-03
294,295.019989013672,293.559997558594,295.179992675781,1295,295.179992675781,2020-12-04
294.5,295.359985351562,294.5,295.529998779297,465,295.529998779297,2020-12-07
295.25,295.25,294.470001220703,296.089996337891,303,296.089996337891,2020-12-08
296.920013427734,297.779998779297,296.920013427734,297,1737,297,2020-12-09
295.290008544922,295.820007324219,293.980010986328,295.450012207031,1512,295.450012207031,2020-12-10
293.149993896484,293.929992675781,292.559997558594,293.609985351562,1208,293.609985351562,2020-12-11
295.410003662109,296.25,295.100006103516,295.089996337891,781,295.089996337891,2020-12-14
293.929992675781,295.059997558594,293.929992675781,294.440002441406,1195,294.440002441406,2020-12-15
296.339996337891,296.619995117188,295.670013427734,296.619995117188,1405,296.619995117188,2020-12-16
297.119995117188,297.369995117188,296.480010986328,296.609985351562,7940,296.609985351562,2020-12-17
296.609985351562,297.059997558594,295.980010986328,295.950012207031,78,295.950012207031,2020-12-18
294.75,295.470001220703,290,292.190002441406,1447,292.190002441406,2020-12-21
294.399993896484,295.470001220703,293.950012207031,294.850006103516,936,294.850006103516,2020-12-22
295.829986572266,296.619995117188,295.399993896484,296.320007324219,1118,296.320007324219,2020-12-23
297.440002441406,298.309997558594,297.070007324219,297.859985351562,3998,297.859985351562,2020-12-28
298.929992675781,299.260009765625,297.649993896484,298.339996337891,5459,298.339996337891,2020-12-29
298.929992675781,299.179992675781,298.029998779297,298.410003662109,917,298.410003662109,2020-12-30
302.019989013672,302.019989013672,297,297.290008544922,2776,297.290008544922,2021-01-04
297.709991455078,299.100006103516,296.25,298.049987792969,2234,298.049987792969,2021-01-05
298.160003662109,302.209991455078,297.290008544922,302.179992675781,1317,302.179992675781,2021-01-06
302,305,301.359985351562,304.230010986328,253,304.230010986328,2021-01-07
307.329986572266,307.779998779297,306.329986572266,306.880004882812,5404,306.880004882812,2021-01-08
308.209991455078,308.299987792969,306.820007324219,308.079986572266,268,308.079986572266,2021-01-11
307.679992675781,308.630004882812,307.649993896484,308.25,211,308.25,2021-01-12
307.970001220703,308.630004882812,307.329986572266,308.709991455078,404,308.709991455078,2021-01-13
309.570007324219,311.579986572266,309.350006103516,310.670013427734,3887,310.670013427734,2021-01-14
309.25,309.25,306.880004882812,308.799987792969,3740,308.799987792969,2021-01-15
308.010009765625,308.75,307.570007324219,308.529998779297,2018,308.529998779297,2021-01-18
309.940002441406,309.940002441406,308.279998779297,308.679992675781,608,308.679992675781,2021-01-19
310.410003662109,312.589996337891,310.059997558594,312.75,1460,312.75,2021-01-20
314.260009765625,314.5,312.619995117188,312.940002441406,4532,312.940002441406,2021-01-21
310.100006103516,310.809997558594,309,310.239990234375,1472,310.239990234375,2021-01-22
312.200012207031,312.75,310.220001220703,310.119995117188,5221,310.119995117188,2021-01-25
310.640014648438,312.589996337891,310.640014648438,311.779998779297,1440,311.779998779297,2021-01-26
310.880004882812,311.109985351562,307.029998779297,307.899993896484,2476,307.899993896484,2021-01-27
303.950012207031,308.570007324219,301.660003662109,308.079986572266,2575,308.079986572266,2021-01-28
303.5,304.239990234375,302.200012207031,302.040008544922,3761,302.040008544922,2021-01-29
303.450012207031,306.320007324219,303.450012207031,306.320007324219,3938,306.320007324219,2021-02-01
308.839996337891,312.700012207031,308.829986572266,312.700012207031,16381,312.700012207031,2021-02-02
314.709991455078,314.709991455078,312.359985351562,313.329986572266,8796,313.329986572266,2021-02-03
312.959991455078,315.279998779297,312.959991455078,315.369995117188,1355,315.369995117188,2021-02-04
316.980010986328,317.929992675781,316.720001220703,316.429992675781,2384,316.429992675781,2021-02-05
317.519989013672,318.290008544922,317.209991455078,317.679992675781,1720,317.679992675781,2021-02-08
317.540008544922,317.850006103516,316.549987792969,317.109985351562,2314,317.109985351562,2021-02-09
318.299987792969,318.880004882812,315.980010986328,316.529998779297,371,316.529998779297,2021-02-10
318.399993896484,318.450012207031,318.059997558594,318.359985351562,396,318.359985351562,2021-02-11
317.600006103516,319.470001220703,317.410003662109,319.5,4667,319.5,2021-02-12
321.540008544922,322.489990234375,321.540008544922,322.480010986328,491,322.480010986328,2021-02-15
321.829986572266,322.5,321.450012207031,321.279998779297,7768,321.279998779297,2021-02-16
321.549987792969,322.299987792969,320.369995117188,320.519989013672,2375,320.519989013672,2021-02-17
320.399993896484,320.730010986328,317.309997558594,318.049987792969,1698,318.049987792969,2021-02-18
318.440002441406,319.760009765625,318.350006103516,319.540008544922,438,319.540008544922,2021-02-19
315.540008544922,315.929992675781,314.890014648438,315.600006103516,8383,315.600006103516,2021-02-22
315.779998779297,315.779998779297,310,312.859985351562,1687,312.859985351562,2021-02-23
313.239990234375,314.589996337891,313.109985351562,315.299987792969,1444,315.299987792969,2021-02-24
316.109985351562,316.109985351562,313.269989013672,312.769989013672,1328,312.769989013672,2021-02-25
307.899993896484,310.440002441406,306.559997558594,309.079986572266,1152,309.079986572266,2021-02-26
312.829986572266,316.359985351562,312.829986572266,316.359985351562,1392,316.359985351562,2021-03-01
315.309997558594,316.739990234375,314.420013427734,314.420013427734,1841,314.420013427734,2021-03-02
315.970001220703,316.420013427734,312.459991455078,313.859985351562,1143,313.859985351562,2021-03-03
310.130004882812,311.760009765625,309.160003662109,311.269989013672,1022,311.269989013672,2021-03-04
308.959991455078,312.799987792969,308.160003662109,307.230010986328,2128,307.230010986328,2021-03-05
312.690002441406,316.989990234375,312.029998779297,316.700012207031,4781,316.700012207031,2021-03-08
314.410003662109,318.350006103516,314.410003662109,318.109985351562,9970,318.109985351562,2021-03-09
316.690002441406,319.5,315.940002441406,318.950012207031,23142,318.950012207031,2021-03-10
320.209991455078,320.920013427734,319.510009765625,321.519989013672,15202,321.519989013672,2021-03-11
319.950012207031,320.380004882812,319.630004882812,319.920013427734,349,319.920013427734,2021-03-12
322.019989013672,322.709991455078,321.279998779297,321.489990234375,1139,321.489990234375,2021-03-15
323.549987792969,324.890014648438,322.959991455078,324.640014648438,3481,324.640014648438,2021-03-16
323.459991455078,323.459991455078,321.660003662109,322.510009765625,844,322.510009765625,2021-03-17
323.179992675781,323.989990234375,322.079986572266,323.989990234375,8882,323.989990234375,2021-03-18
320.779998779297,322.179992675781,319.559997558594,321.309997558594,1087,321.309997558594,2021-03-19
320.429992675781,321.839996337891,320.420013427734,321.839996337891,1322,321.839996337891,2021-03-22
320.899993896484,322.470001220703,320.420013427734,322.140014648438,421,322.140014648438,2021-03-23
320.070007324219,321.570007324219,320.070007324219,321.399993896484,1045,321.399993896484,2021-03-24
319.980010986328,320.209991455078,317.549987792969,320.209991455078,517,320.209991455078,2021-03-25
323.070007324219,323.649993896484,322.350006103516,323.100006103516,1400,323.100006103516,2021-03-26
324.380004882812,326.850006103516,323.959991455078,324.549987792969,999,324.549987792969,2021-03-29
326.579986572266,326.579986572266,325.450012207031,326.230010986328,474,326.230010986328,2021-03-30
325.910003662109,327.470001220703,325.559997558594,327.290008544922,398,327.290008544922,2021-03-31
328.089996337891,329.25,327.869995117188,328.850006103516,525,328.850006103516,2021-04-01
