"COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted","Date"
322.079986572266,324.529998779297,321.730010986328,323.019989013672,1413600,296.365478515625,2020-02-19
322.320007324219,325.070007324219,321.010009765625,324.079986572266,1427500,297.338043212891,2020-02-20
322.559997558594,325.260009765625,321.029998779297,321.950012207031,2239000,295.3837890625,2020-02-21
315.5,320,313.260009765625,313.619995117188,2300400,287.741149902344,2020-02-24
315,316.570007324219,304.399993896484,304.869995117188,2881800,279.713134765625,2020-02-25
307.549987792969,311.299987792969,304.679992675781,305.690002441406,2236000,280.465454101562,2020-02-26
301.980010986328,305,293,293.130004882812,3625300,268.94189453125,2020-02-27
285.25,287.329986572266,271.279998779297,281.140014648438,7091800,257.941253662109,2020-02-28
294.440002441406,309.510009765625,291.380004882812,309.140014648438,7563800,283.630737304688,2020-03-02
309.140014648438,314.170013427734,301.029998779297,302.730010986328,5131400,277.749786376953,2020-03-03
308.290008544922,320.970001220703,305.019989013672,320.739990234375,4219300,294.273559570312,2020-03-04
315.769989013672,324.510009765625,313.200012207031,315.760009765625,6407700,289.70458984375,2020-03-05
312.140014648438,317.489990234375,302.75,311.339996337891,6185500,285.649261474609,2020-03-06
295.850006103516,310.329986572266,293,301.980010986328,5203100,277.061614990234,2020-03-09
307.970001220703,309.730010986328,294.420013427734,309.399993896484,4245500,283.869323730469,2020-03-10
300.859985351562,307.790008544922,294.190002441406,297.429992675781,3622700,272.887054443359,2020-03-11
280.440002441406,295.630004882812,276.339996337891,279.850006103516,7307600,256.757751464844,2020-03-12
288.829986572266,303.25,278.269989013672,302.269989013672,6100100,277.327728271484,2020-03-13
281.829986572266,299.529998779297,279.510009765625,283.179992675781,5465500,259.81298828125,2020-03-16
289,307.190002441406,286.299987792969,306.989990234375,7170600,281.658233642578,2020-03-17
298,318,296,307.5,6701800,282.126007080078,2020-03-18
310.410003662109,313.850006103516,302.630004882812,305.220001220703,5429500,280.034271240234,2020-03-19
307.920013427734,308.010009765625,287.019989013672,290.420013427734,6581200,266.45556640625,2020-03-20
292.010009765625,295.670013427734,278.420013427734,285.529998779297,5646400,261.969055175781,2020-03-23
294.589996337891,297.350006103516,282.829986572266,284.940002441406,7124200,261.427703857422,2020-03-24
284.209991455078,290.720001220703,279.209991455078,280.859985351562,5639600,257.684295654297,2020-03-25
281.339996337891,293.730010986328,280.859985351562,292.299987792969,5463100,268.180328369141,2020-03-26
287.130004882812,293.489990234375,283.329986572266,284.329986572266,4250400,260.868011474609,2020-03-27
287.489990234375,291.679992675781,285.839996337891,291.119995117188,4396000,267.097717285156,2020-03-30
287.420013427734,291.519989013672,284,285.130004882812,5618600,261.602020263672,2020-03-31
282.359985351562,288.799987792969,280.899993896484,286.779998779297,3745800,263.115905761719,2020-04-01
284.380004882812,292.779998779297,282.820007324219,291.480010986328,3500600,267.428009033203,2020-04-02
289.160003662109,292.339996337891,285.799987792969,288.649993896484,2650100,264.83154296875,2020-04-03
293,305.489990234375,289.570007324219,305.119995117188,5272500,279.942474365234,2020-04-06
306.5,310,303.220001220703,303.630004882812,4036500,278.575439453125,2020-04-07
305.109985351562,307.420013427734,302.279998779297,305.970001220703,3964400,280.722381591797,2020-04-08
299.450012207031,304.350006103516,297.579986572266,300.010009765625,6487600,275.254241943359,2020-04-09
298.579986572266,303.950012207031,297.660003662109,299.619995117188,3120400,274.896331787109,2020-04-13
302.75,314.75,301.25,314.140014648438,4288300,288.218231201172,2020-04-14
311.640014648438,313.75,306.820007324219,310.269989013672,2937300,284.667572021484,2020-04-15
314.730010986328,322.630004882812,312.040008544922,321.559997558594,3940000,295.025970458984,2020-04-16
321.309997558594,322.130004882812,314.019989013672,317.920013427734,3688000,291.686401367188,2020-04-17
317.950012207031,318.380004882812,311.529998779297,312.079986572266,3156300,286.328186035156,2020-04-20
311.140014648438,311.890014648438,299.350006103516,301.329986572266,3833000,276.465240478516,2020-04-21
304,311.130004882812,302.040008544922,309.420013427734,2970600,283.887664794922,2020-04-22
307.029998779297,309.640014648438,304.790008544922,305.399993896484,2625200,280.199432373047,2020-04-23
307.329986572266,310.829986572266,305.510009765625,310.549987792969,2019400,284.924468994141,2020-04-24
313.049987792969,313.290008544922,307.589996337891,308.779998779297,2287300,283.300506591797,2020-04-27
310.829986572266,311.269989013672,304.279998779297,304.950012207031,2425900,279.786560058594,2020-04-28
304.950012207031,308.679992675781,301.119995117188,307.089996337891,3667700,281.749969482422,2020-04-29
306.149993896484,307.899993896484,302.570007324219,303,3794300,278.632598876953,2020-04-30
301.779998779297,304.820007324219,300.179992675781,301.920013427734,2525400,277.639495849609,2020-05-01
303,305.529998779297,300.070007324219,304.489990234375,2477500,280.002777099609,2020-05-04
305.059997558594,309.799987792969,303.440002441406,307.920013427734,2460900,283.156951904297,2020-05-05
309.920013427734,311.040008544922,306.540008544922,308.890014648438,2406700,284.048919677734,2020-05-06
309.339996337891,309.869995117188,304.529998779297,305,2601800,280.471710205078,2020-05-07
305.899993896484,307.179992675781,303.700012207031,305.940002441406,2337400,281.336151123047,2020-05-08
305.640014648438,311.829986572266,305,310.329986572266,1865900,285.373046875,2020-05-11
310.839996337891,311.549987792969,304.790008544922,304.839996337891,2264900,280.324645996094,2020-05-12
304.839996337891,306.399993896484,300.119995117188,302.140014648438,2954900,277.841766357422,2020-05-13
301.010009765625,302.880004882812,294.540008544922,299.739990234375,3718900,275.634765625,2020-05-14
299.070007324219,299.829986572266,295.859985351562,299.209991455078,4577200,275.147369384766,2020-05-15
301.720001220703,303.190002441406,299.920013427734,302.760009765625,3987300,278.411865234375,2020-05-18
304.619995117188,309.019989013672,303.149993896484,304.630004882812,3523000,280.131469726562,2020-05-19
306.769989013672,307.920013427734,303.200012207031,304.910003662109,2827000,280.388977050781,2020-05-20
304.790008544922,305.040008544922,301.25,301.970001220703,2492100,277.685485839844,2020-05-21
302.010009765625,303.940002441406,300.829986572266,302.429992675781,2366400,278.1083984375,2020-05-22
306.010009765625,306.899993896484,303.529998779297,304.799987792969,3234600,280.287841796875,2020-05-26
304.559997558594,306.309997558594,299.470001220703,306.010009765625,2980200,281.400573730469,2020-05-27
307.25,311,306.899993896484,309.559997558594,4301900,284.665100097656,2020-05-28
304.200012207031,308.880004882812,302.350006103516,308.470001220703,4971800,283.662719726562,2020-05-29
307.899993896484,309.739990234375,306.459991455078,308.290008544922,2293700,283.497161865234,2020-06-01
307.950012207031,309.019989013672,304.720001220703,307.089996337891,2528900,282.393676757812,2020-06-02
307.5,308.200012207031,305.920013427734,306.640014648438,2165900,281.979888916016,2020-06-03
310.850006103516,315.350006103516,309.089996337891,310.75,4553900,285.759246826172,2020-06-04
313.130004882812,313.630004882812,307.290008544922,312.040008544922,4375600,286.945648193359,2020-06-05
310.660003662109,311.290008544922,306.459991455078,307.190002441406,3764500,282.485717773438,2020-06-08
307.5,308.600006103516,305.170013427734,305.549987792969,3155800,280.9775390625,2020-06-09
306.480010986328,308.630004882812,305.649993896484,307.329986572266,2713700,282.614379882812,2020-06-10
306.989990234375,309.200012207031,300.640014648438,300.829986572266,3443000,276.637054443359,2020-06-11
302.670013427734,305.149993896484,296.25,298.700012207031,4020000,274.678344726562,2020-06-12
297.049987792969,298.070007324219,293.839996337891,297.179992675781,3266800,273.280670166016,2020-06-15
301.350006103516,302.739990234375,299.220001220703,301.359985351562,2633800,277.124359130859,2020-06-16
301.019989013672,302,298.899993896484,299.609985351562,2188400,275.515258789062,2020-06-17
300,300.809997558594,297.790008544922,299.570007324219,1881800,275.478424072266,2020-06-18
300.179992675781,301.899993896484,298.640014648438,299.899993896484,3438000,275.781890869141,2020-06-19
299.700012207031,301.480010986328,298.25,300.450012207031,2094400,276.287719726562,2020-06-22
301.730010986328,304.899993896484,300.730010986328,301.290008544922,2409600,277.060211181641,2020-06-23
300.769989013672,301.279998779297,296.600006103516,298.019989013672,2398100,274.053070068359,2020-06-24
297.059997558594,301.149993896484,295.399993896484,300.529998779297,2274300,276.361206054688,2020-06-25
300.410003662109,302.119995117188,295.950012207031,296.559997558594,2866000,272.710510253906,2020-06-26
297.440002441406,301.630004882812,296.829986572266,301.589996337891,1841700,277.3359375,2020-06-29
301.010009765625,304.619995117188,300.140014648438,303.209991455078,2391700,278.825653076172,2020-06-30
302.5,305.579986572266,300.75,304.75,1906100,280.241882324219,2020-07-01
306,308.920013427734,304.600006103516,305.739990234375,2540500,281.152191162109,2020-07-02
307.529998779297,311.559997558594,307.239990234375,311.489990234375,2332400,286.439819335938,2020-07-06
310.019989013672,318.049987792969,309.720001220703,316.230010986328,3346600,290.798645019531,2020-07-07
317.140014648438,318.049987792969,314.010009765625,316.320007324219,2364500,290.881408691406,2020-07-08
320,328.980010986328,319.679992675781,325.540008544922,5313600,299.359924316406,2020-07-09
326,327.399993896484,323.109985351562,326.230010986328,2484100,299.994415283203,2020-07-10
326.299987792969,329.109985351562,321.5,322.920013427734,2583200,296.950653076172,2020-07-13
321.320007324219,328.660003662109,320.450012207031,328,1844800,301.622039794922,2020-07-14
328.100006103516,329.320007324219,325.619995117188,326.700012207031,1770700,300.426635742188,2020-07-15
326.619995117188,327.899993896484,324.059997558594,326.269989013672,1402000,300.031158447266,2020-07-16
327.299987792969,327.799987792969,324.579986572266,324.790008544922,1768100,298.670257568359,2020-07-17
324.890014648438,327.440002441406,322.660003662109,326.510009765625,1863300,300.251922607422,2020-07-20
327,331.489990234375,326.5,327.739990234375,1874200,301.382995605469,2020-07-21
329.649993896484,329.660003662109,325.010009765625,328.299987792969,1312600,301.89794921875,2020-07-22
328.100006103516,330.380004882812,325.329986572266,326.109985351562,1561700,299.884063720703,2020-07-23
326.220001220703,328.75,324.670013427734,325.779998779297,1423400,299.58056640625,2020-07-24
325.679992675781,329,325.179992675781,327.600006103516,2083300,301.254272460938,2020-07-27
327.970001220703,330,325.820007324219,327.570007324219,1374000,301.226654052734,2020-07-28
327.019989013672,328.040008544922,325.390014648438,326.140014648438,1341300,299.91162109375,2020-07-29
322.690002441406,326.450012207031,322,324.820007324219,1390300,299.340301513672,2020-07-30
324.820007324219,326.309997558594,322.549987792969,325.529998779297,2149900,299.994659423828,2020-07-31
325.549987792969,329.890014648438,324.299987792969,329.320007324219,2480200,303.487365722656,2020-08-03
329.559997558594,339.820007324219,328.920013427734,339.790008544922,3933300,313.136108398438,2020-08-04
341.859985351562,342.730010986328,337.589996337891,339.970001220703,2923700,313.301818847656,2020-08-05
342.410003662109,345.119995117188,341.609985351562,343.309997558594,2104300,316.3798828125,2020-08-06
343.140014648438,344.730010986328,339.630004882812,340.910003662109,1759000,314.168182373047,2020-08-07
340.709991455078,341.070007324219,338.579986572266,340,1503800,313.329498291016,2020-08-10
340.850006103516,340.850006103516,331.799987792969,332.429992675781,2065600,306.353302001953,2020-08-11
333.75,338.899993896484,333.170013427734,336.760009765625,1853900,310.343627929688,2020-08-12
336.989990234375,339.459991455078,335.130004882812,335.700012207031,1536500,309.366729736328,2020-08-13
336.529998779297,338.760009765625,335.600006103516,336.279998779297,1522900,309.901397705078,2020-08-14
337.649993896484,340.369995117188,337.359985351562,339.959991455078,1504700,313.292755126953,2020-08-17
341,342.799987792969,336.809997558594,340.75,1489400,314.020721435547,2020-08-18
341.119995117188,341.940002441406,339.950012207031,340.899993896484,1730100,314.158935546875,2020-08-19
340.140014648438,341.660003662109,338.739990234375,340.869995117188,1717500,314.131317138672,2020-08-20
340.070007324219,345.839996337891,339.329986572266,344.609985351562,2372600,317.577850341797,2020-08-21
345.109985351562,346.109985351562,342.109985351562,344.130004882812,1461500,317.135528564453,2020-08-24
344.140014648438,344.910003662109,341.459991455078,344.709991455078,1176200,317.670043945312,2020-08-25
343.010009765625,344.829986572266,341.690002441406,344.269989013672,1757000,317.264526367188,2020-08-26
345.609985351562,347.739990234375,342.549987792969,346.359985351562,2220700,319.190612792969,2020-08-27
347.470001220703,349.059997558594,345.5,348.369995117188,1487300,321.042907714844,2020-08-28
346.850006103516,348.75,344.290008544922,347.660003662109,1586900,320.388610839844,2020-08-31
345.709991455078,351.489990234375,345.410003662109,351.380004882812,1773700,323.81689453125,2020-09-01
353.609985351562,359.920013427734,351.309997558594,358.859985351562,2434900,330.710174560547,2020-09-02
363.070007324219,363.670013427734,345.519989013672,348.299987792969,3630400,320.978454589844,2020-09-03
353.980010986328,353.980010986328,340.399993896484,346.570007324219,2557000,319.384155273438,2020-09-04
343.839996337891,344.920013427734,338.179992675781,338.859985351562,2144300,312.278991699219,2020-09-08
340.899993896484,349.700012207031,340.390014648438,346.429992675781,2100900,319.255157470703,2020-09-09
346.269989013672,348,338.760009765625,339.529998779297,1959600,312.896392822266,2020-09-10
340.279998779297,343.260009765625,336.100006103516,339.130004882812,1599600,312.527740478516,2020-09-11
340.989990234375,344.839996337891,340.470001220703,342.920013427734,1522300,316.020477294922,2020-09-14
345.019989013672,347.760009765625,342.75,343.910003662109,1362500,316.932830810547,2020-09-15
347.269989013672,348.760009765625,343.25,343.730010986328,1656500,316.766937255859,2020-09-16
339.579986572266,342.890014648438,336.369995117188,338.880004882812,2681500,312.29736328125,2020-09-17
340.200012207031,341.220001220703,331.200012207031,335.959991455078,3409300,309.6064453125,2020-09-18
333.970001220703,339.619995117188,333.709991455078,339.570007324219,2427400,312.933258056641,2020-09-21
340.700012207031,344.899993896484,339.589996337891,344.450012207031,2128100,317.430541992188,2020-09-22
348,348.25,344.059997558594,344.630004882812,3577100,317.596374511719,2020-09-23
345,347.329986572266,338.309997558594,347,5779300,319.780426025391,2020-09-24
340.739990234375,343.769989013672,335.359985351562,342.579986572266,7338500,315.707092285156,2020-09-25
343.760009765625,349.769989013672,343.100006103516,349.619995117188,3459200,322.194854736328,2020-09-28
348.950012207031,354.290008544922,347.100006103516,352.140014648438,2526000,324.517211914062,2020-09-29
352.559997558594,357.700012207031,351.170013427734,355,2525800,327.152862548828,2020-09-30
356.260009765625,359.690002441406,354.820007324219,358.459991455078,2053000,330.341491699219,2020-10-01
354.730010986328,357.839996337891,352.850006103516,355.010009765625,2125000,327.162109375,2020-10-02
355.329986572266,358.980010986328,355.329986572266,358.579986572266,2093500,330.452056884766,2020-10-05
361.899993896484,363,357.040008544922,358.350006103516,2760400,330.240173339844,2020-10-06
360.470001220703,364.739990234375,359.660003662109,363.019989013672,1959100,334.543762207031,2020-10-07
364.799987792969,365.970001220703,361.75,365.089996337891,1793100,336.451477050781,2020-10-08
366,369.75,365.700012207031,369.459991455078,1730700,340.478607177734,2020-10-09
371,380.660003662109,370.769989013672,376.480010986328,2806900,346.947937011719,2020-10-12
378.420013427734,382.290008544922,376.480010986328,380.679992675781,1823300,350.818450927734,2020-10-13
382.890014648438,383.869995117188,376.700012207031,378.339996337891,1904400,348.661987304688,2020-10-14
376.459991455078,378.359985351562,373.059997558594,376.579986572266,1697800,347.040130615234,2020-10-15
380.5,384.869995117188,379.119995117188,381.540008544922,2459400,351.611053466797,2020-10-16
382.029998779297,383.089996337891,374.709991455078,375.559997558594,1938100,346.100189208984,2020-10-19
377.690002441406,382.079986572266,376.119995117188,378.309997558594,1282300,348.634399414062,2020-10-20
378.559997558594,381.279998779297,377.019989013672,377.820007324219,1466500,348.182861328125,2020-10-21
377.350006103516,378.380004882812,372.029998779297,375.75,1813200,346.275268554688,2020-10-22
375.609985351562,376.519989013672,373.559997558594,374.600006103516,1108000,345.215454101562,2020-10-23
366.679992675781,372.630004882812,366.119995117188,370.709991455078,2145000,341.630493164062,2020-10-26
368.769989013672,374.910003662109,368.769989013672,372.720001220703,1525400,343.482879638672,2020-10-27
367.329986572266,372.410003662109,364.670013427734,364.959991455078,1908300,336.331604003906,2020-10-28
363.230010986328,369.089996337891,362.510009765625,364.859985351562,1838500,336.885498046875,2020-10-29
361.130004882812,363.850006103516,355.790008544922,357.619995117188,2724100,330.200744628906,2020-10-30
362.220001220703,365.660003662109,360.709991455078,364.390014648438,1646300,336.45166015625,2020-11-02
368.940002441406,374.799987792969,367.890014648438,371.959991455078,2013100,343.441253662109,2020-11-03
374.019989013672,381.640014648438,374,376.170013427734,2449800,347.328430175781,2020-11-04
382.480010986328,386.579986572266,379.5,385.230010986328,2255800,355.69384765625,2020-11-05
381.880004882812,386.799987792969,380.890014648438,385.660003662109,1950200,356.090759277344,2020-11-06
388.25,389.5,364.760009765625,365,4371300,337.014801025391,2020-11-09
363.880004882812,371.540008544922,360.589996337891,366.619995117188,2662600,338.510650634766,2020-11-10
369.679992675781,374.700012207031,368.160003662109,372.920013427734,1688800,344.327697753906,2020-11-11
376.950012207031,378.239990234375,373.5,375.709991455078,1535900,346.903717041016,2020-11-12
376.519989013672,379.829986572266,374.989990234375,378.839996337891,1274600,349.793670654297,2020-11-13
376.910003662109,381.279998779297,376.910003662109,379.790008544922,1691500,350.6708984375,2020-11-16
387.320007324219,388.480010986328,381.790008544922,381.920013427734,3299100,352.637573242188,2020-11-17
382.890014648438,388.049987792969,381.730010986328,382.230010986328,2134600,352.923797607422,2020-11-18
383.609985351562,384.709991455078,380.309997558594,383.540008544922,1768900,354.133361816406,2020-11-19
383.950012207031,385.5,381.010009765625,381.119995117188,1807600,351.89892578125,2020-11-20
383,383.059997558594,380.339996337891,381.709991455078,1679600,352.443756103516,2020-11-23
383.690002441406,386.049987792969,380.709991455078,384.220001220703,2061100,354.76123046875,2020-11-24
385.790008544922,388.339996337891,385.559997558594,387.75,2034200,358.020568847656,2020-11-25
390.459991455078,390.670013427734,387.75,388.390014648438,1329400,358.611480712891,2020-11-27
391.75,393.149993896484,385.230010986328,391.769989013672,3733800,361.732391357422,2020-11-30
384.5,388.070007324219,381.179992675781,387.559997558594,2996800,367.218505859375,2020-12-01
385.470001220703,386.880004882812,381.570007324219,383.5,2212800,363.371551513672,2020-12-02
378,378.730010986328,373.279998779297,374.049987792969,3976400,354.417572021484,2020-12-03
375.209991455078,375.309997558594,371.890014648438,373.429992675781,2839700,353.830078125,2020-12-04
374.269989013672,376.5,372.649993896484,373.329986572266,2652900,353.735382080078,2020-12-07
373.950012207031,379.519989013672,370.75,377.600006103516,2685500,357.781188964844,2020-12-08
379.880004882812,381,372.799987792969,374.290008544922,2461600,354.644958496094,2020-12-09
374.290008544922,375,371.559997558594,372.790008544922,2566300,353.223663330078,2020-12-10
379.769989013672,379.769989013672,372.540008544922,375.100006103516,3483900,355.412414550781,2020-12-11
376.559997558594,378.179992675781,373.209991455078,374.380004882812,2778400,354.730255126953,2020-12-14
374.5,375.690002441406,369.299987792969,371.880004882812,2133900,352.361450195312,2020-12-15
371.160003662109,372.839996337891,368.850006103516,369.440002441406,2385100,350.049530029297,2020-12-16
370.260009765625,370.970001220703,368,370.290008544922,2314200,350.854888916016,2020-12-17
371.100006103516,371.359985351562,365.929992675781,367,4140000,347.737609863281,2020-12-18
365.089996337891,366.119995117188,361.809997558594,364.970001220703,2329700,345.814117431641,2020-12-21
364.100006103516,364.760009765625,360.609985351562,362.029998779297,2105500,343.028411865234,2020-12-22
362.450012207031,363.100006103516,359.5,361.890014648438,1782100,342.895782470703,2020-12-23
361.410003662109,365.339996337891,361.410003662109,364.579986572266,972500,345.444580078125,2020-12-24
365.5,371.690002441406,365.079986572266,371.059997558594,3207700,351.584503173828,2020-12-28
372.25,373.260009765625,370.260009765625,372.720001220703,2072600,353.157379150391,2020-12-29
374.200012207031,375.859985351562,373.279998779297,374.450012207031,1778000,354.796539306641,2020-12-30
374.989990234375,377.040008544922,372.459991455078,376.779998779297,1628900,357.004272460938,2020-12-31
377.429992675781,381.549987792969,374.809997558594,380.149993896484,3322200,360.197387695312,2021-01-04
378.859985351562,380.209991455078,375.25,375.739990234375,2748400,356.018859863281,2021-01-05
373.820007324219,375.799987792969,369.649993896484,370.019989013672,2661400,350.59912109375,2021-01-06
371.010009765625,371.649993896484,366.790008544922,367.920013427734,2849500,348.609375,2021-01-07
368.119995117188,370.260009765625,364.290008544922,369.940002441406,2599700,350.523254394531,2021-01-08
368.579986572266,371,363.859985351562,364.010009765625,2562500,344.904602050781,2021-01-11
364,365.070007324219,360.25,364.200012207031,2387600,345.084503173828,2021-01-12
364.369995117188,368.739990234375,363,366.950012207031,1968800,347.690185546875,2021-01-13
366,366.5,361.559997558594,362.350006103516,2363900,343.331695556641,2021-01-14
361.059997558594,364.910003662109,360.799987792969,362.160003662109,2340400,343.151641845703,2021-01-15
362.359985351562,362.950012207031,352.440002441406,354.470001220703,4533800,335.865264892578,2021-01-19
354.390014648438,361.899993896484,353.410003662109,361.299987792969,2767200,342.336730957031,2021-01-20
361.299987792969,363.989990234375,359.940002441406,362.799987792969,2121600,343.758056640625,2021-01-21
363.200012207031,364.630004882812,359.850006103516,362.299987792969,1960300,343.284271240234,2021-01-22
360.859985351562,361.959991455078,356.820007324219,361.880004882812,2735900,342.886322021484,2021-01-25
360.200012207031,365.899993896484,358.880004882812,364.980010986328,1807000,345.823608398438,2021-01-26
362.989990234375,365.799987792969,354.850006103516,356.390014648438,3120800,337.684448242188,2021-01-27
356.850006103516,361.609985351562,356.070007324219,357.059997558594,2251100,338.3193359375,2021-01-28
354.75,356.290008544922,351.880004882812,352.429992675781,2598700,333.932281494141,2021-01-29
351.209991455078,352.790008544922,349.209991455078,350.519989013672,2371200,332.122528076172,2021-02-01
351.760009765625,357.700012207031,350.720001220703,355.579986572266,1905000,336.916961669922,2021-02-02
356.230010986328,357.529998779297,353.209991455078,355.209991455078,1759800,336.566345214844,2021-02-03
356.709991455078,358.380004882812,353.850006103516,355.850006103516,3411600,337.838562011719,2021-02-04
356.549987792969,356.850006103516,354.100006103516,355.170013427734,2165600,337.192993164062,2021-02-05
356.570007324219,360.040008544922,355.570007324219,359.829986572266,2520700,341.617095947266,2021-02-08
360.040008544922,361.670013427734,358.299987792969,359.559997558594,2154000,341.360778808594,2021-02-09
361,361,355.119995117188,356.119995117188,2162400,338.094940185547,2021-02-10
355.730010986328,356.5,351.390014648438,352.200012207031,2088400,334.373291015625,2021-02-11
351.989990234375,352.980010986328,350.100006103516,352.75,2096600,334.895446777344,2021-02-12
353.079986572266,355.359985351562,352.040008544922,354,1829000,336.082153320312,2021-02-16
353.109985351562,358.170013427734,351.910003662109,358.040008544922,2143000,339.917663574219,2021-02-17
352.279998779297,358.200012207031,352.279998779297,356.920013427734,1914900,338.854431152344,2021-02-18
356.690002441406,357.929992675781,354.579986572266,354.769989013672,1839400,336.813232421875,2021-02-19
352.75,353.290008544922,348.820007324219,350.209991455078,2215600,332.484069824219,2021-02-22
349.799987792969,351,342.029998779297,342.149993896484,3692600,324.83203125,2021-02-23
341.790008544922,342.5,337.890014648438,340.700012207031,3305800,323.455322265625,2021-02-24
340.850006103516,343,333.350006103516,333.899993896484,3618100,316.999572753906,2021-02-25
335.510009765625,335.890014648438,330.940002441406,331,3362200,314.246368408203,2021-02-26
335.209991455078,336,331.359985351562,331.769989013672,4653200,314.977386474609,2021-03-01
333.690002441406,334.690002441406,328.420013427734,328.459991455078,4660100,311.8349609375,2021-03-02
328.170013427734,328.420013427734,323.760009765625,323.920013427734,4064200,307.524749755859,2021-03-03
323.369995117188,325.600006103516,315.040008544922,319.040008544922,5501200,302.891723632812,2021-03-04
315.329986572266,318.429992675781,307,317.320007324219,8102800,301.258758544922,2021-03-05
318.910003662109,322.329986572266,310.920013427734,311.420013427734,4873500,295.657440185547,2021-03-08
313.760009765625,320.279998779297,312.709991455078,318.779998779297,5426800,302.644866943359,2021-03-09
321.140014648438,327.390014648438,317.320007324219,323.829986572266,4523500,307.439178466797,2021-03-10
330.410003662109,331.25,326.720001220703,328.649993896484,4338900,312.015350341797,2021-03-11
328.100006103516,331.630004882812,325.600006103516,331.140014648438,3182100,314.379211425781,2021-03-12
333.600006103516,333.679992675781,327.320007324219,330.510009765625,3243000,313.781158447266,2021-03-15
329.670013427734,330.029998779297,326.640014648438,327.25,3066700,310.686157226562,2021-03-16
326,330.5,324.119995117188,329.190002441406,2672400,312.527923583984,2021-03-17
326.480010986328,328.140014648438,322.380004882812,322.980010986328,2736900,306.632263183594,2021-03-18
323.609985351562,329.25,322.390014648438,328.910003662109,4859300,312.262145996094,2021-03-19
328.450012207031,336.170013427734,328.190002441406,334.489990234375,4064900,317.559661865234,2021-03-22
333.890014648438,342.510009765625,333.799987792969,340.339996337891,3641200,323.113647460938,2021-03-23
342.220001220703,342.510009765625,336.829986572266,338.040008544922,3006400,320.930053710938,2021-03-24
337.809997558594,347.779998779297,337.269989013672,346.339996337891,4307100,328.809844970703,2021-03-25
346.209991455078,352.459991455078,344.100006103516,352.019989013672,3061200,334.202392578125,2021-03-26
351.450012207031,357.769989013672,351.010009765625,356.149993896484,3012000,338.123352050781,2021-03-29
353.579986572266,354.769989013672,348.839996337891,349.75,2602400,332.047271728516,2021-03-30
350.660003662109,357.450012207031,349.230010986328,352.480010986328,2832200,334.639038085938,2021-03-31
