"CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted","Date"
136.899993896484,137.520004272461,135.710006713867,136.600006103516,1613700,123.811721801758,2020-07-23
137.199996948242,138.690002441406,136.850006103516,137.580001831055,2036300,124.699981689453,2020-07-24
137.149993896484,140.339996337891,137.059997558594,139.889999389648,2506900,126.793731689453,2020-07-27
138.940002441406,139.990005493164,137.919998168945,138.029998779297,2029900,125.107872009277,2020-07-28
138.580001831055,141.080001831055,137.800003051758,140.529998779297,2338300,127.373802185059,2020-07-29
139.080001831055,139.100006103516,135.970001220703,136.729995727539,3063500,123.929542541504,2020-07-30
132.429992675781,135.149993896484,130.210006713867,132.880004882812,6780900,120.439979553223,2020-07-31
132.300003051758,133,131.100006103516,131.779998779297,2851100,119.442962646484,2020-08-03
131.369995117188,132.440002441406,130.669998168945,131.520004272461,2301800,119.207328796387,2020-08-04
132.779998779297,135.940002441406,132.610000610352,134.970001220703,2767800,122.334327697754,2020-08-05
134.520004272461,135.210006713867,133.699996948242,134.389999389648,2446400,121.808616638184,2020-08-06
134,135.110000610352,132.520004272461,134.919998168945,2223700,122.289001464844,2020-08-07
135.729995727539,142.160003662109,135.679992675781,142.020004272461,5181600,128.724319458008,2020-08-10
144.020004272461,146.199996948242,142.289993286133,142.529998779297,4206000,129.186584472656,2020-08-11
143.949996948242,144.169998168945,141.330001831055,142.570007324219,2541200,129.222839355469,2020-08-12
141.600006103516,142.740005493164,139.770004272461,140.669998168945,2939900,127.500686645508,2020-08-13
139.449996948242,140.889999389648,138.770004272461,139.960006713867,2038500,126.857177734375,2020-08-14
140.149993896484,140.600006103516,138.300003051758,138.720001220703,2284000,125.733245849609,2020-08-17
138.949996948242,140.110000610352,138.080001831055,138.369995117188,1563200,125.415992736816,2020-08-18
138.5,139.919998168945,137.460006713867,138.020004272461,1849500,125.098793029785,2020-08-19
136.020004272461,137.979995727539,135.649993896484,137.479995727539,2279700,124.609367370605,2020-08-20
136.800003051758,139,136.800003051758,138.429992675781,2524600,125.470428466797,2020-08-21
139.759994506836,142.25,139.080001831055,141.679992675781,2921700,128.416152954102,2020-08-24
142.669998168945,144.929992675781,140.539993286133,141.149993896484,2467500,127.935745239258,2020-08-25
140.479995727539,142.440002441406,139.809997558594,141.830001831055,2379900,128.552108764648,2020-08-26
142.130004882812,144.339996337891,141.279998779297,143.369995117188,3010300,129.947906494141,2020-08-27
144.279998779297,145.850006103516,142.690002441406,143.630004882812,3698700,130.183609008789,2020-08-28
143.5,143.600006103516,142.270004272461,142.309997558594,2886500,128.987152099609,2020-08-31
141.669998168945,146.119995117188,140.910003662109,146.050003051758,2673900,132.377029418945,2020-09-01
146.869995117188,149.550003051758,146.399993896484,149.270004272461,4515500,135.295562744141,2020-09-02
148.589996337891,151.199996948242,145.300003051758,146.759994506836,4479100,133.020538330078,2020-09-03
148.699996948242,150.779998779297,146.039993286133,148.179992675781,5129400,134.3076171875,2020-09-04
147,150.759994506836,145.720001220703,148.520004272461,4775200,134.615814208984,2020-09-08
149.800003051758,155.479995727539,149.210006713867,152.690002441406,5345100,138.395385742188,2020-09-09
152.009994506836,153.25,148.75,149.860000610352,4387000,135.830337524414,2020-09-10
150.479995727539,154.399993896484,150.240005493164,153.830001831055,3237100,139.428665161133,2020-09-11
154,154.800003051758,152.210006713867,153.509994506836,2569300,139.138641357422,2020-09-14
154.199996948242,154.470001220703,148.360000610352,148.600006103516,4092400,134.688323974609,2020-09-15
150,151.979995727539,148.369995117188,151.110000610352,3302000,136.963317871094,2020-09-16
149.850006103516,156.25,149.149993896484,153.869995117188,4487000,139.464920043945,2020-09-17
153.679992675781,156.210006713867,152.059997558594,152.389999389648,5113500,138.123504638672,2020-09-18
148.559997558594,149.5,143.869995117188,145.330001831055,4278200,131.72444152832,2020-09-21
145.009994506836,147.5,144.5,147.149993896484,2579500,133.374084472656,2020-09-22
147.479995727539,148.910003662109,143.600006103516,144.380004882812,2420100,130.863372802734,2020-09-23
144.020004272461,147.440002441406,142.729995727539,145.139999389648,2138800,131.552215576172,2020-09-24
143.889999389648,146.699996948242,143.009994506836,145.910003662109,1848900,132.25016784668,2020-09-25
148,150.309997558594,147.410003662109,147.679992675781,2212700,133.854461669922,2020-09-28
148.369995117188,148.970001220703,146.210006713867,147.410003662109,1605600,133.60969543457,2020-09-29
148,150.949996948242,147.740005493164,149.149993896484,3642800,135.18684387207,2020-09-30
149.919998168945,150.309997558594,145.649993896484,146.710006713867,2157400,132.97526550293,2020-10-01
144.270004272461,151.25,143.75,149.940002441406,3220500,135.902847290039,2020-10-02
152.169998168945,154.449996948242,151.619995117188,153.490005493164,2597700,139.120529174805,2020-10-05
154,155.449996948242,151.279998779297,151.529998779297,2559800,137.343994140625,2020-10-06
153.279998779297,156.059997558594,153.199996948242,154.770004272461,2334200,140.280715942383,2020-10-07
155.75,156.729995727539,154.240005493164,156.660003662109,1842900,141.993743896484,2020-10-08
157.869995117188,159.389999389648,157.399993896484,158.940002441406,4084200,144.060272216797,2020-10-09
159.970001220703,163.199996948242,159.520004272461,162.610000610352,4279800,147.386703491211,2020-10-12
161.720001220703,163.179992675781,161.119995117188,162.119995117188,3319000,146.942596435547,2020-10-13
162.660003662109,164.820007324219,162.5,163.610000610352,4087100,148.293090820312,2020-10-14
160.270004272461,165.779998779297,160.149993896484,165.039993286133,2958500,149.589233398438,2020-10-15
167.25,170.509994506836,166.619995117188,168.75,5569000,152.951873779297,2020-10-16
168.740005493164,170.020004272461,166.800003051758,167.529998779297,2757700,151.846145629883,2020-10-19
168.199996948242,171.259994506836,167.910003662109,168.990005493164,3007100,153.169403076172,2020-10-20
169.809997558594,170.520004272461,166.740005493164,167.399993896484,2502000,151.728302001953,2020-10-21
167.979995727539,169.850006103516,166.889999389648,169.660003662109,2356800,153.776733398438,2020-10-22
169.369995117188,170.649993896484,167.559997558594,168.589996337891,2857300,153.740219116211,2020-10-23
166.639999389648,166.639999389648,160.830001831055,163.199996948242,4506600,148.824981689453,2020-10-26
160.960006713867,161.850006103516,157.009994506836,157.910003662109,4857900,144.0009765625,2020-10-27
153.800003051758,155.429992675781,150.520004272461,151.160003662109,5645100,137.845504760742,2020-10-28
150.600006103516,155.509994506836,149.630004882812,154.669998168945,3867200,141.046325683594,2020-10-29
153.960006713867,157.289993286133,153.039993286133,157.050003051758,4373500,143.216720581055,2020-10-30
159.199996948242,163.850006103516,157.649993896484,163.270004272461,4072400,148.888854980469,2020-11-02
165,169,163.070007324219,167.690002441406,4843600,152.919479370117,2020-11-03
159.179992675781,162.380004882812,155.229995727539,155.229995727539,9081700,141.556991577148,2020-11-04
157.669998168945,164.960006713867,157.600006103516,163.089996337891,4821600,148.724655151367,2020-11-05
163.940002441406,165.539993286133,160.759994506836,161.289993286133,2983000,147.083221435547,2020-11-06
174.029998779297,176.369995117188,170.119995117188,170.820007324219,5969600,155.773849487305,2020-11-09
171.899993896484,174.990005493164,170.770004272461,172.300003051758,3499100,157.123413085938,2020-11-10
172.380004882812,172.740005493164,167.470001220703,169.460006713867,2345500,154.533599853516,2020-11-11
168.830001831055,171.100006103516,167.649993896484,169.130004882812,2185500,154.232681274414,2020-11-12
170.300003051758,172.220001220703,169.190002441406,171.710006713867,2120200,156.585433959961,2020-11-13
175,175,171.830001831055,173.190002441406,3902400,157.935073852539,2020-11-16
172.169998168945,172.479995727539,170.190002441406,171.910003662109,2110800,156.767837524414,2020-11-17
172.039993286133,175.380004882812,172.039993286133,172.740005493164,3165100,157.524673461914,2020-11-18
172.5,173.25,170.710006713867,172.899993896484,2012100,157.67057800293,2020-11-19
172.449996948242,173.119995117188,171.309997558594,172.229995727539,2449800,157.0595703125,2020-11-20
173.759994506836,175.5,173.240005493164,174.779998779297,2403500,159.384963989258,2020-11-23
176.25,178.320007324219,175.270004272461,176.899993896484,3447000,161.318267822266,2020-11-24
176.460006713867,176.479995727539,172.779998779297,174.630004882812,2506400,159.24821472168,2020-11-25
174.410003662109,175.919998168945,173.880004882812,175.080001831055,976900,159.658599853516,2020-11-27
173.610000610352,174.880004882812,172.429992675781,173.589996337891,2382600,158.299819946289,2020-11-30
175.389999389648,176.570007324219,172.940002441406,173.259994506836,2710200,157.998886108398,2020-12-01
173.259994506836,174.419998168945,172.279998779297,173.869995117188,1971000,158.555160522461,2020-12-02
173.869995117188,175.080001831055,173.279998779297,174.630004882812,2903900,159.24821472168,2020-12-03
175.919998168945,183.809997558594,175.619995117188,182.210006713867,6086200,166.160537719727,2020-12-04
180.389999389648,180.389999389648,176.559997558594,178.710006713867,4587400,162.968856811523,2020-12-07
177.660003662109,180.740005493164,177.5,178.839996337891,2001600,163.087371826172,2020-12-08
179.619995117188,180.479995727539,177,180.070007324219,2915500,164.209060668945,2020-12-09
179.240005493164,179.529998779297,177.139999389648,178.850006103516,3109400,163.096572875977,2020-12-10
176.990005493164,179.779998779297,176.229995727539,179.289993286133,2673400,163.497756958008,2020-12-11
180.600006103516,183.330001831055,177.779998779297,178.050003051758,2533600,162.366928100586,2020-12-14
179.929992675781,182.759994506836,179.020004272461,181.740005493164,2360300,165.731964111328,2020-12-15
180.850006103516,181.270004272461,178.360000610352,179.5,2031800,163.689254760742,2020-12-16
180.669998168945,180.729995727539,178.580001831055,179.169998168945,2296500,163.388290405273,2020-12-17
180.070007324219,181.300003051758,177.470001220703,180.960006713867,5262700,165.020660400391,2020-12-18
176.940002441406,180.889999389648,176.320007324219,180.160003662109,2071000,164.291122436523,2020-12-21
179.289993286133,180.160003662109,176.479995727539,176.580001831055,2493300,161.026412963867,2020-12-22
177.449996948242,179.289993286133,177.009994506836,178.419998168945,1862500,162.704360961914,2020-12-23
179.449996948242,179.850006103516,178.350006103516,179.559997558594,585700,163.743942260742,2020-12-24
180.479995727539,181.119995117188,178.309997558594,178.369995117188,1508800,162.658798217773,2020-12-28
179.169998168945,179.380004882812,175.110000610352,176.649993896484,1490300,161.090270996094,2020-12-29
179.770004272461,182.229995727539,178.690002441406,180.039993286133,2720600,164.181686401367,2020-12-30
180.25,182.100006103516,178.75,182.020004272461,1717800,165.9873046875,2020-12-31
183,185.979995727539,180.25,182.149993896484,4078300,166.105834960938,2021-01-04
181.210006713867,185.800003051758,181.210006713867,183.639999389648,2933700,167.464569091797,2021-01-05
187.149993896484,197.279998779297,186.149993896484,193.860000610352,8034700,176.784408569336,2021-01-06
196.850006103516,197.369995117188,192.199996948242,194.229995727539,5297500,177.121780395508,2021-01-07
193.850006103516,195.259994506836,191.320007324219,194.259994506836,3186600,177.149154663086,2021-01-08
191.559997558594,195.460006713867,190.309997558594,193.860000610352,2540800,176.784408569336,2021-01-11
194.679992675781,198,193.309997558594,197.539993286133,2466100,180.140243530273,2021-01-12
198.789993286133,200.169998168945,195.800003051758,195.889999389648,3154700,178.635589599609,2021-01-13
196.100006103516,197.910003662109,195.360000610352,197.399993896484,2486600,180.012573242188,2021-01-14
195.660003662109,195.710006713867,190.880004882812,194.619995117188,3317100,177.477447509766,2021-01-15
194.289993286133,196.110000610352,193.440002441406,194.059997558594,2361200,177.90837097168,2021-01-19
192.660003662109,193.899993896484,190.419998168945,192.339996337891,2501100,176.331512451172,2021-01-20
192.350006103516,193.720001220703,190.050003051758,192.190002441406,1951200,176.193969726562,2021-01-21
190.850006103516,192.820007324219,189.309997558594,191.940002441406,2027000,175.964767456055,2021-01-22
190.559997558594,191.369995117188,186.970001220703,187.339996337891,3837100,171.747619628906,2021-01-25
187.600006103516,189.410003662109,186.830001831055,187.210006713867,2506000,171.628448486328,2021-01-26
184.199996948242,185.550003051758,179.339996337891,180.630004882812,4095300,165.596099853516,2021-01-27
182.259994506836,187.610000610352,181.309997558594,184.339996337891,3445400,168.997329711914,2021-01-28
183.5,188.820007324219,180.729995727539,182.839996337891,4541400,167.622161865234,2021-01-29
185.960006713867,186.800003051758,182.020004272461,184.720001220703,2738200,169.345687866211,2021-02-01
186.5,192.779998779297,185.639999389648,192.5,5265400,176.478164672852,2021-02-02
190.910003662109,191.529998779297,189.059997558594,191.449996948242,2979000,175.515594482422,2021-02-03
192,192.610000610352,190.199996948242,191.649993896484,2253800,175.698913574219,2021-02-04
192.520004272461,194.330001831055,190.009994506836,193,2240000,176.9365234375,2021-02-05
195,197.539993286133,194.669998168945,197.449996948242,2725700,181.016189575195,2021-02-08
197.539993286133,198.660003662109,194.889999389648,197.279998779297,2331600,180.860321044922,2021-02-09
198.5,199.710006713867,196.259994506836,197.720001220703,2816400,181.263732910156,2021-02-10
197.589996337891,198.419998168945,194.389999389648,198.350006103516,2178200,181.841293334961,2021-02-11
197.979995727539,198.759994506836,196.759994506836,197.990005493164,1804200,181.511245727539,2021-02-12
199.75,205.179992675781,199.240005493164,202.380004882812,3722700,185.535827636719,2021-02-16
202.389999389648,202.899993896484,199.789993286133,202.300003051758,2290400,185.462478637695,2021-02-17
201.550003051758,202.880004882812,198.580001831055,199.919998168945,2345800,183.280609130859,2021-02-18
203.25,211.460006713867,202.699996948242,209.910003662109,4937300,192.439102172852,2021-02-19
209.630004882812,218.869995117188,209.339996337891,218.059997558594,4578300,199.910797119141,2021-02-22
219.529998779297,220.740005493164,213.279998779297,220.179992675781,4125100,201.854354858398,2021-02-23
220.410003662109,226.669998168945,219.880004882812,222.470001220703,4925000,203.953750610352,2021-02-24
223.619995117188,224.399993896484,219.720001220703,221.820007324219,4313000,203.357894897461,2021-02-25
220.75,222.399993896484,215.820007324219,215.880004882812,4461300,197.912246704102,2021-02-26
219.309997558594,222.580001831055,218.899993896484,219.759994506836,2871200,201.469314575195,2021-03-01
218.690002441406,219.339996337891,215.009994506836,215.820007324219,2854300,197.85725402832,2021-03-02
212.139999389648,217.550003051758,212.009994506836,214.910003662109,2664000,197.022979736328,2021-03-03
214.479995727539,216.669998168945,208.470001220703,212.770004272461,3568400,195.061096191406,2021-03-04
214.339996337891,220.779998779297,211.5,220.160003662109,3602300,201.836013793945,2021-03-05
220.970001220703,224.300003051758,218.210006713867,221.580001831055,3048700,203.137832641602,2021-03-08
221.380004882812,222.330001831055,216.139999389648,216.800003051758,2902400,198.755676269531,2021-03-09
217.729995727539,222.050003051758,217.190002441406,221.059997558594,2435800,202.661117553711,2021-03-10
223,223.600006103516,219.149993896484,219.759994506836,2960000,201.469314575195,2021-03-11
219,229.020004272461,218.119995117188,229,4756500,209.940277099609,2021-03-12
228.869995117188,231.800003051758,225.830001831055,230.740005493164,4215300,211.535446166992,2021-03-15
227.720001220703,231.210006713867,224.770004272461,226.460006713867,3539200,207.611679077148,2021-03-16
228.130004882812,234.300003051758,227.130004882812,233.630004882812,3518500,214.184906005859,2021-03-17
234,237.779998779297,229.740005493164,230.679992675781,4336200,211.480407714844,2021-03-18
228.75,229.649993896484,224.050003051758,225.289993286133,7485100,206.5390625,2021-03-19
226.619995117188,227.179992675781,223.570007324219,226.020004272461,2211600,207.208312988281,2021-03-22
222.059997558594,225.240005493164,216.649993896484,218.25,4017600,200.084991455078,2021-03-23
220.509994506836,227.110000610352,220.509994506836,221.229995727539,4258000,202.816986083984,2021-03-24
