"CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted","Date"
149,150.550003051758,147.979995727539,150.529998779297,3311900,133.25666809082,2020-01-02
148.770004272461,149.960006713867,147.449996948242,148.440002441406,3100600,131.406509399414,2020-01-03
147.270004272461,148.559997558594,146.539993286133,148.339996337891,2549600,131.317993164062,2020-01-06
147.350006103516,147.570007324219,145.509994506836,146.380004882812,2841900,129.582931518555,2020-01-07
146.830001831055,148.570007324219,146.460006713867,147.679992675781,2153200,130.73371887207,2020-01-08
147.809997558594,147.970001220703,146.509994506836,147.309997558594,2272500,130.406204223633,2020-01-09
147.449996948242,147.720001220703,145.830001831055,146.130004882812,2393700,129.361572265625,2020-01-10
146.529998779297,146.830001831055,145.550003051758,146.820007324219,3355200,129.972427368164,2020-01-13
147.449996948242,147.979995727539,146.309997558594,146.679992675781,2742200,129.848434448242,2020-01-14
146.220001220703,146.740005493164,145.199996948242,145.570007324219,2640500,128.865875244141,2020-01-15
146.429992675781,147.929992675781,146.240005493164,147.869995117188,3070900,130.901916503906,2020-01-16
147.210006713867,148.270004272461,146.600006103516,147.779998779297,3331500,131.739929199219,2020-01-17
147.199996948242,147.869995117188,145.690002441406,145.850006103516,2476700,130.01936340332,2020-01-21
146.25,146.559997558594,142.520004272461,142.630004882812,3602400,127.148864746094,2020-01-22
141.809997558594,143.210006713867,139.800003051758,142.75,3182700,127.255882263184,2020-01-23
142.550003051758,142.699996948242,139.259994506836,140.380004882812,2526200,125.14306640625,2020-01-24
136.899993896484,137.809997558594,135.570007324219,135.729995727539,2920500,120.99781036377,2020-01-27
137.020004272461,137.600006103516,135.619995117188,136.740005493164,2763800,121.89818572998,2020-01-28
137.589996337891,137.759994506836,135.669998168945,135.779998779297,2620000,121.042373657227,2020-01-29
134.759994506836,135.970001220703,132.910003662109,135.369995117188,3862600,120.676887512207,2020-01-30
133.820007324219,134.990005493164,130.539993286133,131.350006103516,6785700,117.093208312988,2020-01-31
131.440002441406,133.160003662109,129.300003051758,129.770004272461,4385300,115.684707641602,2020-02-03
133,134.779998779297,132.679992675781,133.509994506836,3501600,119.018760681152,2020-02-04
135.550003051758,137.470001220703,135.440002441406,137.440002441406,4448100,122.522171020508,2020-02-05
138.199996948242,138.330001831055,136.130004882812,137.25,2283800,122.352844238281,2020-02-06
136.039993286133,136.490005493164,133,133.369995117188,3812300,118.893981933594,2020-02-07
133.039993286133,134.330001831055,132.779998779297,134.320007324219,2331600,119.740859985352,2020-02-10
135.490005493164,137.229995727539,135.059997558594,136.190002441406,2381900,121.407875061035,2020-02-11
138.399993896484,139.940002441406,138.089996337891,139.589996337891,3222000,124.438842773438,2020-02-12
140,140.5,138.429992675781,139.720001220703,3318800,124.554740905762,2020-02-13
139.490005493164,139.619995117188,136.889999389648,137.990005493164,2813400,123.012512207031,2020-02-14
137.460006713867,138.570007324219,135.080001831055,136.580001831055,3869700,121.755554199219,2020-02-18
136.789993286133,137.210006713867,136.059997558594,136.860000610352,2134900,122.005172729492,2020-02-19
136.259994506836,138.889999389648,136.199996948242,136.929992675781,2678200,122.067558288574,2020-02-20
136.5,137.440002441406,135.110000610352,137.210006713867,2855600,122.317199707031,2020-02-21
132.529998779297,133.860000610352,132.050003051758,132.169998168945,4964800,117.824195861816,2020-02-24
132.970001220703,133.139999389648,128.25,129,4840200,114.998291015625,2020-02-25
129.649993896484,130.990005493164,127.550003051758,128.25,3902500,114.329681396484,2020-02-26
125.599998474121,128.529998779297,123.220001220703,123.269996643066,7369000,109.890213012695,2020-02-27
119.569999694824,124.23999786377,119.029998779297,124.23999786377,8300700,110.754943847656,2020-02-28
125.050003051758,127.879997253418,123.01000213623,127.599998474121,6100200,113.75023651123,2020-03-02
127,129.559997558594,123.779998779297,124.379997253418,6358100,110.879737854004,2020-03-03
126.069999694824,127.440002441406,124.309997558594,127.400001525879,5074700,113.571952819824,2020-03-04
123.150001525879,124.849998474121,121.23999786377,121.970001220703,6015300,108.731346130371,2020-03-05
119,121.849998474121,118.830001831055,121.410003662109,5767900,108.232109069824,2020-03-06
112.98999786377,112.98999786377,104.029998779297,104.069999694824,8636200,92.7742004394531,2020-03-09
108.639999389648,109.059997558594,99.1100006103516,106.48999786377,8293200,94.931526184082,2020-03-10
103.800003051758,104.75,100.069999694824,100.690002441406,6543600,89.7610702514648,2020-03-11
93.5,94.2799987792969,87.5,92.2600021362305,10285900,82.2460632324219,2020-03-12
98.3899993896484,99.9100036621094,90.1399993896484,99.6399993896484,8718600,88.8250350952148,2020-03-13
89,105.849998474121,88.5,93.4100036621094,9899000,83.271240234375,2020-03-16
96.0100021362305,100.440002441406,92.9700012207031,100.199996948242,7206100,89.3242263793945,2020-03-17
93.9899978637695,102.949996948242,93.1100006103516,100.120002746582,6995100,89.2529220581055,2020-03-18
99.2300033569336,104.400001525879,97.25,103.01000213623,6870800,91.8292694091797,2020-03-19
103.120002746582,103.98999786377,94.1600036621094,95.5,7650300,85.1343765258789,2020-03-20
93.9000015258789,96.2399978637695,90.6399993896484,91.8499984741211,6737500,81.8805541992188,2020-03-23
96.0599975585938,102.029998779297,95.1699981689453,101.339996337891,7417100,90.3404998779297,2020-03-24
101.169998168945,108.5,98.5,104.669998168945,6578100,93.30908203125,2020-03-25
104.849998474121,110.970001220703,102.889999389648,110.5,6059600,98.5062866210938,2020-03-26
104.430000305176,109.639999389648,103.400001525879,105.440002441406,5746500,93.995491027832,2020-03-27
106.330001831055,112.839996337891,104.930000305176,111.709999084473,5725600,99.5849609375,2020-03-30
110.730003356934,116.910003662109,110.26000213623,116.040000915527,8970800,103.444984436035,2020-03-31
112.089996337891,116.75,109.5,111.349998474121,6847000,99.2640380859375,2020-04-01
111.230003356934,118.519996643066,111.129997253418,116.73999786377,8106500,104.069000244141,2020-04-02
115.5,116.839996337891,112.120002746582,114.669998168945,5036400,102.223670959473,2020-04-03
120.040000915527,121.730003356934,118.129997253418,120.430000305176,5785600,107.358467102051,2020-04-06
122.889999389648,128.800003051758,120.51000213623,121.919998168945,8489900,108.686744689941,2020-04-07
122.98999786377,128.179992675781,121.040000915527,127.400001525879,4686100,113.571952819824,2020-04-08
128.649993896484,129.600006103516,123.150001525879,125.029998779297,4752100,111.459197998047,2020-04-09
119.949996948242,120.050003051758,113.580001831055,114.139999389648,10519600,101.751197814941,2020-04-13
116.5,117.839996337891,114.51000213623,116.480003356934,7166300,103.837219238281,2020-04-14
112.959999084473,113.099998474121,109.800003051758,111.529998779297,5652800,99.4244842529297,2020-04-15
111.849998474121,113.470001220703,108.860000610352,113.220001220703,5926400,100.931060791016,2020-04-16
114.449996948242,116.540000915527,113.849998474121,116.300003051758,4132300,104.628593444824,2020-04-17
114.440002441406,117.069999694824,112.120002746582,114.599998474121,4083800,103.099189758301,2020-04-20
111.040000915527,111.040000915527,108.599998474121,109.849998474121,5743300,98.8258666992188,2020-04-21
112.029998779297,112.099998474121,109.209999084473,110.639999389648,3794000,99.5366058349609,2020-04-22
111.330001831055,115.230003356934,110.949996948242,112.910003662109,3545400,101.578811645508,2020-04-23
113.98999786377,114.379997253418,111.209999084473,114.040000915527,3045300,102.595397949219,2020-04-24
110.849998474121,116.129997253418,109.730003356934,115.199996948242,5344800,103.638969421387,2020-04-27
117.860000610352,118,113.370002746582,115.459999084473,5604600,103.87287902832,2020-04-28
116.959999084473,120.819999694824,116.529998779297,120.059997558594,4261100,108.011245727539,2020-04-29
118,118.25,115.330001831055,116.379997253418,4040500,104.700553894043,2020-04-30
114,114.589996337891,110.569999694824,110.879997253418,3960400,99.7525253295898,2020-05-01
110.019996643066,110.279998779297,106.580001831055,107.720001220703,4500700,96.9096298217773,2020-05-04
109.23999786377,111.089996337891,108.73999786377,108.910003662109,3477400,97.9802169799805,2020-05-05
110.029998779297,110.23999786377,106.699996948242,107.669998168945,4465300,96.8646469116211,2020-05-06
109.019996643066,110.050003051758,106.779998779297,107.290000915527,4377900,96.5227966308594,2020-05-07
108.970001220703,112.199996948242,108.300003051758,112.110000610352,3911300,100.859092712402,2020-05-08
110.160003662109,110.769996643066,108.180000305176,108.610000610352,4207300,97.7103271484375,2020-05-11
109.110000610352,109.330001831055,105,105,3874100,94.4626159667969,2020-05-12
105.139999389648,105.290000915527,102.550003051758,104.480003356934,5376100,93.9947967529297,2020-05-13
102.5,106.279998779297,100.220001220703,106.190002441406,5542400,95.5331954956055,2020-05-14
105.180000305176,107.98999786377,104.279998779297,107.919998168945,6583100,97.0895919799805,2020-05-15
112.220001220703,115.660003662109,112.01000213623,115.019996643066,5603500,103.477058410645,2020-05-18
114.949996948242,115.440002441406,112.01000213623,112.080001831055,3404900,100.832107543945,2020-05-19
113.309997558594,117.480003356934,113.050003051758,115.690002441406,3735700,104.079811096191,2020-05-20
114.949996948242,115.680000305176,113.819999694824,114.059997558594,2342300,102.613395690918,2020-05-21
114.129997253418,114.160003662109,111.470001220703,112.470001220703,2735100,101.182952880859,2020-05-22
115.980003356934,118.559997558594,115.980003356934,117.410003662109,4185100,105.62718963623,2020-05-26
119.720001220703,122.48999786377,119.529998779297,122.419998168945,4462700,110.134399414062,2020-05-27
124.75,124.830001831055,120.279998779297,120.73999786377,3743700,108.623008728027,2020-05-28
119.629997253418,120.709999084473,117.569999694824,120.129997253418,4219000,108.074234008789,2020-05-29
119.860000610352,121.199996948242,117.610000610352,120.5,2131300,108.407096862793,2020-06-01
121.839996337891,123.819999694824,121.279998779297,123.319999694824,2977500,110.94409942627,2020-06-02
125.449996948242,127.349998474121,125.01000213623,127.089996337891,3712600,114.335731506348,2020-06-03
125.410003662109,129.029998779297,124.73999786377,128.960006713867,3076700,116.018089294434,2020-06-04
137.850006103516,139.369995117188,133.389999389648,135.119995117188,5591900,121.559898376465,2020-06-05
135.320007324219,139.940002441406,135.320007324219,137.720001220703,4139200,123.898979187012,2020-06-08
135.020004272461,135.410003662109,133.210006713867,134.190002441406,3819600,120.723220825195,2020-06-09
133.720001220703,135.380004882812,130.559997558594,132.440002441406,4018700,119.14884185791,2020-06-10
126.410003662109,126.839996337891,121.519996643066,121.550003051758,5969300,109.351707458496,2020-06-11
124.400001525879,125.169998168945,119.349998474121,123.150001525879,4492700,110.791145324707,2020-06-12
118.51000213623,124.379997253418,118.01000213623,123.610000610352,4093100,111.20499420166,2020-06-15
131.369995117188,132.440002441406,126.389999389648,130.110000610352,6892400,117.052673339844,2020-06-16
130.160003662109,130.470001220703,127.76000213623,128.229995727539,3228100,115.361343383789,2020-06-17
127.139999389648,128.979995727539,126.699996948242,127.589996337891,2467700,114.785568237305,2020-06-18
130,130,125.730003356934,127.459999084473,6488000,114.66862487793,2020-06-19
126.360000610352,126.480003356934,124.599998474121,125.790000915527,2806300,113.166221618652,2020-06-22
127.389999389648,127.569999694824,125.830001831055,126.25,2357100,113.580039978027,2020-06-23
124.790000915527,124.839996337891,121.830001831055,122.059997558594,3766500,109.810523986816,2020-06-24
121.610000610352,124.830001831055,120.800003051758,124.709999084473,2903400,112.194580078125,2020-06-25
124.330001831055,124.440002441406,121.449996948242,122.389999389648,3645800,110.107414245605,2020-06-26
123.720001220703,126.040000915527,123.279998779297,125.25,2798700,112.680389404297,2020-06-29
124.01000213623,127.059997558594,124.01000213623,126.5,2778800,113.804969787598,2020-06-30
129.380004882812,129.399993896484,125.879997253418,126.059997558594,2807800,113.409111022949,2020-07-01
128.25,130.339996337891,127.190002441406,127.720001220703,2527500,114.902542114258,2020-07-02
130.130004882812,130.5,128.169998168945,129.429992675781,2491900,116.440910339355,2020-07-06
127.73999786377,128.75,126.800003051758,127.199996948242,2018100,114.434700012207,2020-07-07
129.330001831055,129.330001831055,126.470001220703,128.130004882812,2279500,115.271385192871,2020-07-08
127.540000915527,128.350006103516,125.120002746582,125.730003356934,2663500,113.112243652344,2020-07-09
125.970001220703,128.229995727539,125.819999694824,128.009994506836,2691400,115.163444519043,2020-07-10
129.419998168945,132.089996337891,128.850006103516,130.570007324219,3708400,117.466491699219,2020-07-13
130.320007324219,137.309997558594,129.229995727539,136.880004882812,6540800,123.143241882324,2020-07-14
140.169998168945,140.169998168945,137.110000610352,138.360000610352,4915200,124.474746704102,2020-07-15
138.300003051758,140.990005493164,137.600006103516,138.559997558594,3621500,124.654670715332,2020-07-16
137.869995117188,138.429992675781,136.529998779297,136.899993896484,2458200,124.083641052246,2020-07-17
135.759994506836,136.949996948242,134.259994506836,134.630004882812,2478000,122.026153564453,2020-07-20
134.770004272461,137.179992675781,134.429992675781,135.869995117188,3221100,123.150062561035,2020-07-21
135.25,137.869995117188,135.190002441406,136.979995727539,2156800,124.156143188477,2020-07-22
