"NWL.MI.Open","NWL.MI.High","NWL.MI.Low","NWL.MI.Close","NWL.MI.Volume","NWL.MI.Adjusted","Date"
6.01999998092651,6.03999996185303,5.96000003814697,6.03999996185303,14988,6.03999996185303,2020-01-02
5.96000003814697,6.01999998092651,5.96000003814697,6.01999998092651,4363,6.01999998092651,2020-01-03
5.94000005722046,6,5.92000007629395,5.92000007629395,11430,5.92000007629395,2020-01-06
5.88000011444092,5.98000001907349,5.88000011444092,5.88000011444092,5050,5.88000011444092,2020-01-07
5.8600001335144,5.92000007629395,5.84000015258789,5.92000007629395,16688,5.92000007629395,2020-01-08
5.92000007629395,5.98000001907349,5.88000011444092,5.96000003814697,16776,5.96000003814697,2020-01-09
5.94000005722046,6.01999998092651,5.88000011444092,5.94000005722046,25678,5.94000005722046,2020-01-10
5.94000005722046,6,5.94000005722046,5.94000005722046,30333,5.94000005722046,2020-01-13
5.92000007629395,5.98000001907349,5.92000007629395,5.92000007629395,5794,5.92000007629395,2020-01-14
5.92000007629395,5.96000003814697,5.88000011444092,5.96000003814697,10213,5.96000003814697,2020-01-15
5.90000009536743,5.98000001907349,5.84000015258789,5.8600001335144,25968,5.8600001335144,2020-01-16
5.8600001335144,5.92000007629395,5.82000017166138,5.90000009536743,21434,5.90000009536743,2020-01-17
5.88000011444092,5.96000003814697,5.82000017166138,5.94000005722046,112157,5.94000005722046,2020-01-20
6,6,5.8600001335144,5.96000003814697,3766,5.96000003814697,2020-01-21
5.90000009536743,5.98000001907349,5.84000015258789,5.90000009536743,35247,5.90000009536743,2020-01-22
5.84000015258789,5.92000007629395,5.78000020980835,5.88000011444092,27837,5.88000011444092,2020-01-23
5.88000011444092,5.88000011444092,5.78000020980835,5.8600001335144,10008,5.8600001335144,2020-01-24
5.78000020980835,5.88000011444092,5.71999979019165,5.80000019073486,11902,5.80000019073486,2020-01-27
5.73999977111816,5.80000019073486,5.65999984741211,5.80000019073486,13079,5.80000019073486,2020-01-28
5.80000019073486,5.8600001335144,5.78000020980835,5.80000019073486,27074,5.80000019073486,2020-01-29
5.80000019073486,5.82000017166138,5.65999984741211,5.69999980926514,97891,5.69999980926514,2020-01-30
5.69999980926514,5.80000019073486,5.65999984741211,5.80000019073486,59378,5.80000019073486,2020-01-31
5.80000019073486,5.82000017166138,5.73999977111816,5.82000017166138,17313,5.82000017166138,2020-02-03
5.80000019073486,5.82000017166138,5.71999979019165,5.73999977111816,26120,5.73999977111816,2020-02-04
5.73999977111816,5.8600001335144,5.71999979019165,5.8600001335144,52915,5.8600001335144,2020-02-05
5.88000011444092,5.88000011444092,5.76000022888184,5.78000020980835,11695,5.78000020980835,2020-02-06
5.80000019073486,5.80000019073486,5.67999982833862,5.69999980926514,12373,5.69999980926514,2020-02-07
5.69999980926514,5.69999980926514,5.46000003814697,5.69999980926514,101218,5.69999980926514,2020-02-10
5.73999977111816,5.73999977111816,5.32000017166138,5.5,70450,5.5,2020-02-11
5.55999994277954,5.55999994277954,5.40000009536743,5.48000001907349,52936,5.48000001907349,2020-02-12
5.46000003814697,5.67999982833862,5.42000007629395,5.67999982833862,48216,5.67999982833862,2020-02-13
5.6399998664856,5.69999980926514,5.51999998092651,5.59999990463257,25937,5.59999990463257,2020-02-14
5.51999998092651,5.69999980926514,5.51999998092651,5.69999980926514,25093,5.69999980926514,2020-02-17
5.67999982833862,5.82000017166138,5.67999982833862,5.71999979019165,16385,5.71999979019165,2020-02-18
5.78000020980835,6,5.73999977111816,5.94000005722046,42840,5.94000005722046,2020-02-19
6.05999994277954,6.11999988555908,5.82000017166138,6.01999998092651,80607,6.01999998092651,2020-02-20
6,6,5.8600001335144,6,46404,6,2020-02-21
5.73999977111816,5.96000003814697,5.69999980926514,5.90000009536743,52915,5.90000009536743,2020-02-24
5.84000015258789,5.94000005722046,5.76000022888184,5.92000007629395,25090,5.92000007629395,2020-02-25
5.96000003814697,5.96000003814697,5.84000015258789,5.94000005722046,30714,5.94000005722046,2020-02-26
5.8600001335144,5.90000009536743,5.78000020980835,5.84000015258789,10241,5.84000015258789,2020-02-27
5.76000022888184,5.82000017166138,5.59999990463257,5.71999979019165,19664,5.71999979019165,2020-02-28
5.67999982833862,5.69999980926514,5.3600001335144,5.55999994277954,22240,5.55999994277954,2020-03-02
5.59999990463257,5.80000019073486,5.59999990463257,5.80000019073486,10708,5.80000019073486,2020-03-03
5.71999979019165,5.78000020980835,5.67999982833862,5.78000020980835,5620,5.78000020980835,2020-03-04
5.69999980926514,5.78000020980835,5.48000001907349,5.69999980926514,31427,5.69999980926514,2020-03-05
5.61999988555908,5.61999988555908,5.1399998664856,5.15999984741211,61792,5.15999984741211,2020-03-06
5.30000019073486,5.30000019073486,4.63000011444092,5.15999984741211,65468,5.15999984741211,2020-03-09
4.90000009536743,5.07999992370605,4.67000007629395,4.84999990463257,63583,4.84999990463257,2020-03-10
4.78999996185303,4.78999996185303,4.51000022888184,4.69999980926514,49725,4.69999980926514,2020-03-11
4.59999990463257,4.59999990463257,3.99000000953674,3.99000000953674,26547,3.99000000953674,2020-03-12
4.19999980926514,4.59999990463257,3.69000005722046,4.59999990463257,167585,4.59999990463257,2020-03-13
4.75,4.75,4.21999979019165,4.40000009536743,39024,4.40000009536743,2020-03-16
4.46000003814697,4.59999990463257,4.40000009536743,4.59999990463257,9549,4.59999990463257,2020-03-17
4.55000019073486,4.78999996185303,4.53999996185303,4.78000020980835,6275,4.78000020980835,2020-03-18
4.82999992370605,5.17999982833862,4.75,5.15999984741211,48443,5.15999984741211,2020-03-19
5.23999977111816,5.59999990463257,5.19999980926514,5.3600001335144,80134,5.3600001335144,2020-03-20
5.30000019073486,5.5,5.19999980926514,5.5,52286,5.5,2020-03-23
5.55999994277954,5.76000022888184,5.30000019073486,5.30000019073486,78184,5.30000019073486,2020-03-24
5.59999990463257,5.59999990463257,5.17999982833862,5.40000009536743,12732,5.40000009536743,2020-03-25
5.40000009536743,5.46000003814697,5.34000015258789,5.40000009536743,9205,5.40000009536743,2020-03-26
5.42000007629395,5.42000007629395,5.1399998664856,5.34000015258789,5451,5.34000015258789,2020-03-27
5.28000020980835,5.28000020980835,5.01999998092651,5.15999984741211,14196,5.15999984741211,2020-03-30
5.30000019073486,5.55999994277954,5.09999990463257,5.23999977111816,36088,5.23999977111816,2020-03-31
5.25,5.25,4.9850001335144,5.09999990463257,15146,5.09999990463257,2020-04-01
5.15999984741211,5.15999984741211,5.03999996185303,5.03999996185303,7866,5.03999996185303,2020-04-02
5.09999990463257,5.30000019073486,5.01000022888184,5.30000019073486,25205,5.30000019073486,2020-04-03
5.30000019073486,5.3600001335144,5.03000020980835,5.28000020980835,36462,5.28000020980835,2020-04-06
5.28000020980835,5.34000015258789,5.09999990463257,5.1100001335144,18304,5.1100001335144,2020-04-07
5.05000019073486,5.17999982833862,5.05000019073486,5.09999990463257,5654,5.09999990463257,2020-04-08
5.03999996185303,5.40000009536743,5.03999996185303,5.23000001907349,24892,5.23000001907349,2020-04-09
5.17000007629395,5.40000009536743,5.17000007629395,5.28000020980835,28397,5.28000020980835,2020-04-14
5.21000003814697,5.28999996185303,5.07000017166138,5.21999979019165,19716,5.21999979019165,2020-04-15
5.15000009536743,5.40000009536743,5.15000009536743,5.15999984741211,13862,5.15999984741211,2020-04-16
5.15000009536743,5.21999979019165,5.07999992370605,5.07999992370605,7117,5.07999992370605,2020-04-17
5.03000020980835,5.09999990463257,4.98999977111816,5.05000019073486,20406,5.05000019073486,2020-04-20
4.86999988555908,5,4.80499982833862,5,16207,5,2020-04-21
5.05999994277954,5.17999982833862,5.03999996185303,5.09999990463257,15341,5.09999990463257,2020-04-22
5.03999996185303,5.1100001335144,4.97499990463257,5.05999994277954,15917,5.05999994277954,2020-04-23
5.05999994277954,5.07000017166138,5,5.07000017166138,3506,5.07000017166138,2020-04-24
5.01000022888184,5.07000017166138,4.9850001335144,5.03000020980835,33618,5.03000020980835,2020-04-27
4.96999979019165,5.07999992370605,4.96500015258789,5.05000019073486,13328,5.05000019073486,2020-04-28
5.07999992370605,5.13000011444092,5.07000017166138,5.11999988555908,14748,5.11999988555908,2020-04-29
5.11999988555908,5.23999977111816,5.05999994277954,5.19999980926514,60075,5.19999980926514,2020-04-30
5.17999982833862,5.17999982833862,4.94999980926514,5.05000019073486,25557,5.05000019073486,2020-05-04
5.05000019073486,5.09999990463257,5,5.09999990463257,18841,5.09999990463257,2020-05-05
5.03999996185303,5.11999988555908,5,5,19194,5,2020-05-06
5.05999994277954,5.26999998092651,5.05999994277954,5.15000009536743,44945,5.15000009536743,2020-05-07
5.21000003814697,5.21000003814697,5.05000019073486,5.1399998664856,15421,5.1399998664856,2020-05-08
5.15000009536743,5.23999977111816,5.07999992370605,5.17999982833862,19797,5.17999982833862,2020-05-11
5.28000020980835,5.30999994277954,5.17999982833862,5.17999982833862,25448,5.17999982833862,2020-05-12
5.21999979019165,5.21999979019165,5.19000005722046,5.21000003814697,20707,5.21000003814697,2020-05-13
5.19999980926514,5.3899998664856,5.1399998664856,5.25,50916,5.25,2020-05-14
5.30000019073486,5.32000017166138,5.07999992370605,5.09999990463257,36671,5.09999990463257,2020-05-15
5.15999984741211,5.19000005722046,5.05000019073486,5.05999994277954,31161,5.05999994277954,2020-05-18
