"FCT.MI.Open","FCT.MI.High","FCT.MI.Low","FCT.MI.Close","FCT.MI.Volume","FCT.MI.Adjusted","Date"
6.39620876312256,6.54739189147949,6.36907386779785,6.47761583328247,335236,6.47761583328247,2020-02-05
6.53576278686523,6.63655185699463,6.49312210083008,6.53576278686523,369057,6.53576278686523,2020-02-06
6.51250410079956,6.53576278686523,6.36519718170166,6.47373914718628,484228,6.47373914718628,2020-02-07
6.39620876312256,6.43109798431396,6.28766822814941,6.3341851234436,543045,6.3341851234436,2020-02-10
6.3341851234436,6.36132097244263,6.26440906524658,6.27991485595703,697880,6.27991485595703,2020-02-11
6.32255601882935,6.44660377502441,6.28766822814941,6.40008592605591,715928,6.40008592605591,2020-02-12
6.41171503067017,6.48536920547485,6.34193801879883,6.48536920547485,326134,6.48536920547485,2020-02-13
6.49699783325195,6.5822811126709,6.36132097244263,6.4659857749939,499395,6.4659857749939,2020-02-14
6.53188705444336,6.5822811126709,6.47373914718628,6.53576278686523,389513,6.53576278686523,2020-02-17
6.56677484512329,6.60553979873657,6.51638078689575,6.59003400802612,398604,6.59003400802612,2020-02-18
6.57840394973755,6.65205812454224,6.54351615905762,6.61329317092896,399516,6.61329317092896,2020-02-19
6.57452821731567,6.64430522918701,6.45823287963867,6.45823287963867,380829,6.45823287963867,2020-02-20
6.44272708892822,6.4543571472168,6.27991485595703,6.28379106521606,507272,6.28379106521606,2020-02-21
6.12485504150391,6.12485504150391,5.77209377288818,5.88451290130615,1386186,5.88451290130615,2020-02-24
5.93490695953369,6.14811420440674,5.8690071105957,5.96591901779175,579304,5.96591901779175,2020-02-25
5.96979522705078,6.04732513427734,5.88451290130615,6.01243686676025,351421,6.01243686676025,2020-02-26
5.97754812240601,5.98530101776123,5.67518186569214,5.74495887756348,652929,5.74495887756348,2020-02-27
5.65967607498169,5.73720598220825,5.50461578369141,5.55888700485229,824368,5.55888700485229,2020-02-28
5.62091112136841,5.68681192398071,5.13635015487671,5.21775579452515,922733,5.21775579452515,2020-03-02
5.34180402755737,5.46585178375244,5.23326206207275,5.24489212036133,599508,5.24489212036133,2020-03-03
5.33405113220215,5.33405113220215,5.1014609336853,5.16348505020142,603145,5.16348505020142,2020-03-04
5.23326206207275,5.24101495742798,4.78746604919434,4.80684804916382,767971,4.80684804916382,2020-03-05
4.65178823471069,4.69442987442017,4.30290412902832,4.42307615280151,1763463,4.42307615280151,2020-03-06
3.87649011611938,4.03154993057251,3.73073410987854,3.81756806373596,1171608,3.81756806373596,2020-03-09
3.96565008163452,4.30290412902832,3.83307409286499,3.89587306976318,955462,3.89587306976318,2020-03-10
4.03154993057251,4.27576923370361,3.96565008163452,4.07031488418579,1006504,4.07031488418579,2020-03-11
3.87649011611938,3.95402002334595,3.51830291748047,3.51830291748047,1077518,3.51830291748047,2020-03-12
3.64700198173523,4.06256198883057,3.52140402793884,3.70127296447754,1091645,3.70127296447754,2020-03-13
3.53535890579224,3.56637096405029,3.18337392807007,3.3570408821106,975144,3.3570408821106,2020-03-16
3.48884105682373,3.53535890579224,3.02366209030151,3.2748589515686,1152419,3.2748589515686,2020-03-17
3.25625205039978,3.37254691123962,3.16476702690125,3.28881406784058,367816,3.28881406784058,2020-03-18
3.51365089416504,3.51365089416504,3.33223104476929,3.46868300437927,501761,3.46868300437927,2020-03-19
3.721431016922,4.14396810531616,3.63614797592163,4.14396810531616,1169456,4.14396810531616,2020-03-20
3.91913199424744,4.41144609451294,3.91525506973267,4.33391618728638,811783,4.33391618728638,2020-03-23
4.92314291000366,4.94640207290649,4.22537422180176,4.33391618728638,1090585,4.33391618728638,2020-03-24
4.61302423477173,4.62853002548218,4.20599222183228,4.52774095535278,832680,4.52774095535278,2020-03-25
4.52774095535278,4.69055318832397,4.4889760017395,4.65178823471069,484264,4.65178823471069,2020-03-26
4.62853002548218,4.67117118835449,4.14009189605713,4.23312711715698,812957,4.23312711715698,2020-03-27
4.18661022186279,4.23312711715698,4.01604413986206,4.23312711715698,325066,4.23312711715698,2020-03-30
4.22537422180176,4.37268114089966,4.16335105895996,4.33779287338257,361124,4.33779287338257,2020-03-31
4.33779287338257,4.3416690826416,4.07419109344482,4.12458610534668,367594,4.12458610534668,2020-04-01
3.99278497695923,4.31840991973877,3.96952605247498,4.08969688415527,765895,4.08969688415527,2020-04-02
4.07031488418579,4.17885684967041,4.03930282592773,4.03930282592773,311174,4.03930282592773,2020-04-03
4.25638580322266,4.25638580322266,4.02379703521729,4.03154993057251,588205,4.03154993057251,2020-04-06
4.20986890792847,4.25638580322266,4.03930282592773,4.05093193054199,844848,4.05093193054199,2020-04-07
4.1323390007019,4.31840991973877,4.07419109344482,4.09357404708862,735583,4.09357404708862,2020-04-08
4.14396810531616,4.27964496612549,4.14396810531616,4.22149801254272,472161,4.22149801254272,2020-04-09
4.39981698989868,4.39981698989868,4.18661022186279,4.31065702438354,290101,4.31065702438354,2020-04-14
4.32616281509399,4.3416690826416,4.05480909347534,4.17885684967041,281413,4.17885684967041,2020-04-15
4.21762084960938,4.3416690826416,4.18273305892944,4.24088001251221,245104,4.24088001251221,2020-04-16
4.3416690826416,4.44633388519287,4.32616281509399,4.41144609451294,540876,4.41144609451294,2020-04-17
4.43082809448242,4.65178823471069,4.43082809448242,4.61302423477173,521575,4.61302423477173,2020-04-20
4.60914707183838,4.81847810745239,4.53549385070801,4.717689037323,536723,4.717689037323,2020-04-21
4.79521894454956,4.82623100280762,4.74482393264771,4.81847810745239,288133,4.81847810745239,2020-04-22
4.86111879348755,4.95803117752075,4.86111879348755,4.88437795639038,318629,4.88437795639038,2020-04-23
4.82235383987427,5.09758520126343,4.79134178161621,4.95415496826172,411680,4.95415496826172,2020-04-24
5.10921382904053,5.24489212036133,5.05106687545776,5.19449710845947,627676,5.19449710845947,2020-04-27
5.30303907394409,5.49298715591431,5.30303907394409,5.42708683013916,621368,5.42708683013916,2020-04-28
5.45422220230103,5.73720598220825,5.45422220230103,5.72945308685303,876454,5.72945308685303,2020-04-29
5.84187078475952,5.96591901779175,5.36893892288208,5.47360515594482,1382243,5.47360515594482,2020-04-30
6.97768306732178,6.97768306732178,6.02018976211548,6.10159587860107,3767821,6.10159587860107,2020-05-04
6.20238494873047,6.25277900695801,5.89226579666138,5.90389490127563,1038204,5.90389490127563,2020-05-05
5.89226579666138,5.93102979660034,5.56663990020752,5.56663990020752,862420,5.56663990020752,2020-05-06
5.62091112136841,5.68681192398071,5.33405113220215,5.3495569229126,641573,5.3495569229126,2020-05-07
5.45034599304199,5.4774808883667,5.28365612030029,5.37281608581543,357348,5.37281608581543,2020-05-08
5.42708683013916,5.51236915588379,5.31854486465454,5.34180402755737,303198,5.34180402755737,2020-05-11
5.29528617858887,5.34568023681641,5.23326206207275,5.30303907394409,372859,5.30303907394409,2020-05-12
5.31079196929932,5.68681192398071,5.24489212036133,5.44259309768677,615008,5.44259309768677,2020-05-13
5.48523378372192,5.62091112136841,5.27202701568604,5.28753280639648,814974,5.28753280639648,2020-05-14
5.3495569229126,5.45809888839722,5.33792686462402,5.3766918182373,289016,5.3766918182373,2020-05-15
5.50461578369141,5.51236915588379,5.38832187652588,5.38832187652588,263417,5.38832187652588,2020-05-18
5.42708683013916,5.50074005126953,5.03943777084351,5.05494403839111,843110,5.05494403839111,2020-05-19
5.11696720123291,5.13635015487671,4.76808309555054,4.89988422393799,1036068,4.89988422393799,2020-05-20
4.86887216567993,4.92314291000366,4.76808309555054,4.83786010742188,409844,4.83786010742188,2020-05-21
4.8456130027771,4.94640207290649,4.74094820022583,4.90375995635986,818153,4.90375995635986,2020-05-22
4.99679613113403,5.06657314300537,4.80684804916382,4.83010721206665,761115,4.83010721206665,2020-05-25
4.89988422393799,4.93864917755127,4.83398389816284,4.85336589813232,888860,4.85336589813232,2020-05-26
4.89988422393799,4.95027780532837,4.77971315383911,4.79134178161621,925451,4.79134178161621,2020-05-27
4.8456130027771,4.92314291000366,4.78358888626099,4.83010721206665,615030,4.83010721206665,2020-05-28
4.88050079345703,4.88050079345703,4.64791202545166,4.6983060836792,1261592,4.6983060836792,2020-05-29
4.77971315383911,4.85336589813232,4.70993614196777,4.74094820022583,839455,4.74094820022583,2020-06-01
4.7642068862915,4.87274789810181,4.74094820022583,4.7642068862915,747656,4.7642068862915,2020-06-02
4.80684804916382,5.19449710845947,4.80684804916382,5.18674421310425,1974608,5.18674421310425,2020-06-03
5.21775579452515,5.48135805130005,5.19449710845947,5.44259309768677,1981321,5.44259309768677,2020-06-04
5.52399921417236,5.61703491210938,5.32242107391357,5.43484020233154,1973847,5.43484020233154,2020-06-05
5.48135805130005,5.53562784194946,5.37281608581543,5.42708683013916,719179,5.42708683013916,2020-06-08
5.50074005126953,5.53175210952759,5.21000289916992,5.33792686462402,1045261,5.33792686462402,2020-06-09
5.34180402755737,5.41933393478394,5.19449710845947,5.21388006210327,753449,5.21388006210327,2020-06-10
5.11696720123291,5.14022588729858,4.78358888626099,4.8456130027771,1310241,4.8456130027771,2020-06-11
4.80684804916382,4.96966123580933,4.73707103729248,4.76808309555054,865362,4.76808309555054,2020-06-12
4.71381187438965,4.89213085174561,4.65954113006592,4.86111879348755,624097,4.86111879348755,2020-06-15
4.96966123580933,5.07820177078247,4.90763711929321,5.00067281723022,587085,5.00067281723022,2020-06-16
5.1014609336853,5.10921382904053,4.90763711929321,5.01617908477783,571962,5.01617908477783,2020-06-17
5.02780818939209,5.05494403839111,4.93864917755127,4.96966123580933,250617,4.96966123580933,2020-06-18
4.98516702651978,4.992919921875,4.91539001464844,4.98516702651978,361186,4.98516702651978,2020-06-19
4.9735369682312,4.9735369682312,4.87274789810181,4.89213085174561,272686,4.89213085174561,2020-06-22
5.00067281723022,5.00067281723022,4.91151285171509,4.92314291000366,195324,4.92314291000366,2020-06-23
4.92314291000366,4.93864917755127,4.7642068862915,4.76808309555054,270682,4.76808309555054,2020-06-24
4.8456130027771,4.88437795639038,4.71381187438965,4.77583599090576,458192,4.77583599090576,2020-06-25
4.85336589813232,4.85336589813232,4.68279981613159,4.68667697906494,323512,4.68667697906494,2020-06-26
4.68667697906494,4.79134178161621,4.68667697906494,4.76808309555054,184829,4.76808309555054,2020-06-29
4.77971315383911,4.80684804916382,4.69442987442017,4.74482393264771,242777,4.74482393264771,2020-06-30
4.79909515380859,4.82235383987427,4.72544193267822,4.76808309555054,238320,4.76808309555054,2020-07-01
4.78746604919434,4.96966123580933,4.78746604919434,4.87662506103516,494624,4.87662506103516,2020-07-02
4.85724210739136,4.90763711929321,4.74870109558105,4.78746604919434,319162,4.78746604919434,2020-07-03
4.87662506103516,4.93477201461792,4.78746604919434,4.81847810745239,193918,4.81847810745239,2020-07-06
4.80684804916382,4.84948921203613,4.7642068862915,4.77195978164673,290600,4.77195978164673,2020-07-07
4.80297183990479,4.81072521209717,4.7642068862915,4.78746604919434,124021,4.78746604919434,2020-07-08
4.80684804916382,4.81847810745239,4.73707103729248,4.77195978164673,158354,4.77195978164673,2020-07-09
4.72931814193726,4.82235383987427,4.72931814193726,4.81072521209717,344944,4.81072521209717,2020-07-10
4.81072521209717,4.94640207290649,4.81072521209717,4.90375995635986,354468,4.90375995635986,2020-07-13
4.8456130027771,4.89213085174561,4.77195978164673,4.80684804916382,370114,4.80684804916382,2020-07-14
4.86887216567993,4.88050079345703,4.79134178161621,4.84173679351807,290520,4.84173679351807,2020-07-15
4.81460094451904,4.97741413116455,4.81460094451904,4.9735369682312,494618,4.9735369682312,2020-07-16
4.96190786361694,5.00067281723022,4.90375995635986,4.93089580535889,241437,4.93089580535889,2020-07-17
4.95803117752075,4.96578407287598,4.84948921203613,4.86887216567993,311019,4.86887216567993,2020-07-20
4.96190786361694,5.06657314300537,4.91926622390747,4.93477201461792,571313,4.93477201461792,2020-07-21
4.94640207290649,4.99679613113403,4.81847810745239,4.85336589813232,293037,4.85336589813232,2020-07-22
4.87662506103516,4.89988422393799,4.79521894454956,4.81072521209717,209209,4.81072521209717,2020-07-23
4.78358888626099,4.78746604919434,4.72931814193726,4.74482393264771,237695,4.74482393264771,2020-07-24
4.81072521209717,4.81072521209717,4.72931814193726,4.74482393264771,125280,4.74482393264771,2020-07-27
4.79134178161621,4.79521894454956,4.72156476974487,4.79134178161621,172789,4.79134178161621,2020-07-28
4.76808309555054,4.79909515380859,4.65178823471069,4.65178823471069,242831,4.65178823471069,2020-07-29
4.65178823471069,4.65178823471069,4.34554576873779,4.46184015274048,645879,4.46184015274048,2020-07-30
4.64015913009644,4.69055318832397,4.46184015274048,4.46184015274048,322637,4.46184015274048,2020-07-31
4.6362829208374,4.6362829208374,4.44633388519287,4.55100011825562,153624,4.55100011825562,2020-08-03
4.60914707183838,4.71381187438965,4.56650590896606,4.64791202545166,269760,4.64791202545166,2020-08-04
4.72931814193726,4.72931814193726,4.60914707183838,4.66729402542114,226672,4.66729402542114,2020-08-05
4.72931814193726,4.72931814193726,4.57813501358032,4.60139417648315,240138,4.60139417648315,2020-08-06
4.64403486251831,4.65178823471069,4.57425880432129,4.62465286254883,115023,4.62465286254883,2020-08-07
4.69055318832397,4.72156476974487,4.64791202545166,4.72156476974487,167126,4.72156476974487,2020-08-10
4.75257682800293,4.78358888626099,4.70993614196777,4.74870109558105,251294,4.74870109558105,2020-08-11
4.77195978164673,4.80684804916382,4.73707103729248,4.74870109558105,191648,4.74870109558105,2020-08-12
4.74482393264771,4.79909515380859,4.70605897903442,4.70993614196777,153071,4.70993614196777,2020-08-13
4.72156476974487,4.73707103729248,4.66341781616211,4.70993614196777,112419,4.70993614196777,2020-08-14
4.70605897903442,4.73319482803345,4.66729402542114,4.68279981613159,91238,4.68279981613159,2020-08-17
4.66729402542114,4.74870109558105,4.65178823471069,4.67117118835449,113435,4.67117118835449,2020-08-18
4.67117118835449,4.71381187438965,4.67117118835449,4.68667697906494,91472,4.68667697906494,2020-08-19
4.717689037323,4.717689037323,4.60914707183838,4.62077713012695,151834,4.62077713012695,2020-08-20
4.62077713012695,4.66341781616211,4.62077713012695,4.65178823471069,201666,4.65178823471069,2020-08-21
4.67504692077637,4.717689037323,4.65178823471069,4.66729402542114,144571,4.66729402542114,2020-08-24
4.72156476974487,4.78358888626099,4.66729402542114,4.66729402542114,196751,4.66729402542114,2020-08-25
4.67504692077637,4.68279981613159,4.60139417648315,4.60139417648315,235131,4.60139417648315,2020-08-26
4.59751796722412,4.6168999671936,4.55487585067749,4.55875301361084,187404,4.55875301361084,2020-08-27
4.61302423477173,4.62077713012695,4.55100011825562,4.5897650718689,127633,4.5897650718689,2020-08-28
4.66729402542114,4.73707103729248,4.56650590896606,4.59364080429077,202124,4.59364080429077,2020-08-31
4.64791202545166,4.64791202545166,4.50060510635376,4.51223516464233,219364,4.51223516464233,2020-09-01
4.56650590896606,4.56650590896606,4.45796394348145,4.47734594345093,145222,4.47734594345093,2020-09-02
4.53549385070801,4.55100011825562,4.43082809448242,4.43082809448242,222404,4.43082809448242,2020-09-03
4.442458152771,4.49672889709473,4.42695188522339,4.45021104812622,165814,4.45021104812622,2020-09-04
4.49672889709473,4.57425880432129,4.46571683883667,4.55100011825562,154954,4.55100011825562,2020-09-07
4.57425880432129,4.57425880432129,4.46184015274048,4.46184015274048,141262,4.46184015274048,2020-09-08
4.49672889709473,4.51223516464233,4.442458152771,4.47734594345093,115389,4.47734594345093,2020-09-09
4.51998805999756,4.51998805999756,4.46184015274048,4.46184015274048,103507,4.46184015274048,2020-09-10
4.4889760017395,4.49672889709473,4.45796394348145,4.4695930480957,65617,4.4695930480957,2020-09-11
4.4889760017395,4.4889760017395,4.41919898986816,4.44633388519287,161271,4.44633388519287,2020-09-14
4.47734594345093,4.47734594345093,4.41919898986816,4.42307615280151,95865,4.42307615280151,2020-09-15
4.42695188522339,4.45021104812622,4.38431119918823,4.39206409454346,119841,4.39206409454346,2020-09-16
4.38818693161011,4.46184015274048,4.35717487335205,4.42695188522339,180576,4.42695188522339,2020-09-17
4.41919898986816,4.44633388519287,4.3610520362854,4.39206409454346,184534,4.39206409454346,2020-09-18
4.3610520362854,4.38431119918823,4.16722679138184,4.28352212905884,279764,4.28352212905884,2020-09-21
4.31065702438354,4.39981698989868,4.26413917541504,4.31453418731689,226594,4.31453418731689,2020-09-22
4.39593982696533,4.39593982696533,4.27964496612549,4.31453418731689,113895,4.31453418731689,2020-09-23
4.29902791976929,4.30290412902832,4.20211601257324,4.24088001251221,185208,4.24088001251221,2020-09-24
4.24088001251221,4.24863290786743,4.16722679138184,4.17498016357422,114700,4.17498016357422,2020-09-25
4.20599222183228,4.27964496612549,4.20211601257324,4.26801586151123,177343,4.26801586151123,2020-09-28
4.26801586151123,4.27576923370361,4.20986890792847,4.22537422180176,95182,4.22537422180176,2020-09-29
4.19048595428467,4.26413917541504,4.18661022186279,4.26026296615601,156414,4.26026296615601,2020-09-30
4.26801586151123,4.27576923370361,4.15559816360474,4.19823884963989,172913,4.19823884963989,2020-10-01
4.14009189605713,4.24088001251221,4.12458610534668,4.14009189605713,201995,4.14009189605713,2020-10-02
4.15559816360474,4.20986890792847,4.14784479141235,4.19436311721802,96735,4.19436311721802,2020-10-05
4.19436311721802,4.32228708267212,4.17498016357422,4.26026296615601,194310,4.26026296615601,2020-10-06
4.32228708267212,4.32616281509399,4.16335105895996,4.17110395431519,186808,4.17110395431519,2020-10-07
4.17885684967041,4.27576923370361,4.14009189605713,4.26801586151123,190675,4.26801586151123,2020-10-08
4.26801586151123,4.37268114089966,4.25638580322266,4.35717487335205,171710,4.35717487335205,2020-10-09
4.40369319915771,4.40369319915771,4.34554576873779,4.36492776870728,155391,4.36492776870728,2020-10-12
4.37268114089966,4.37268114089966,4.22537422180176,4.22537422180176,135467,4.22537422180176,2020-10-13
4.20211601257324,4.30290412902832,4.20211601257324,4.2951512336731,123598,4.2951512336731,2020-10-14
4.20986890792847,4.24475717544556,4.13621520996094,4.15172100067139,195860,4.15172100067139,2020-10-15
4.20599222183228,4.20599222183228,4.13621520996094,4.19436311721802,125743,4.19436311721802,2020-10-16
4.20986890792847,4.21762084960938,4.10520315170288,4.20986890792847,134602,4.20986890792847,2020-10-19
4.16722679138184,4.26026296615601,4.14784479141235,4.22537422180176,132078,4.22537422180176,2020-10-20
4.22537422180176,4.22537422180176,4.11683320999146,4.11683320999146,185442,4.11683320999146,2020-10-21
4.12070894241333,4.12458610534668,4.03154993057251,4.04705619812012,200489,4.04705619812012,2020-10-22
4.07419109344482,4.11683320999146,4.03154993057251,4.05480909347534,203538,4.05480909347534,2020-10-23
4.02379703521729,4.05480909347534,3.88424301147461,3.89587306976318,459695,3.89587306976318,2020-10-26
3.91525506973267,3.91525506973267,3.82842206954956,3.83152294158936,138029,3.83152294158936,2020-10-27
3.80206203460693,3.80206203460693,3.60513591766357,3.63459706306458,333432,3.63459706306458,2020-10-28
3.6423499584198,3.721431016922,3.58652901649475,3.69041895866394,235458,3.69041895866394,2020-10-29
3.69041895866394,3.73848700523376,3.67336201667786,3.72763299942017,120855,3.72763299942017,2020-10-30
3.74468994140625,3.89587306976318,3.73693704605103,3.86718702316284,183364,3.86718702316284,2020-11-02
3.93851399421692,3.98890900611877,3.88036704063416,3.92688488960266,180261,3.92688488960266,2020-11-03
3.93851399421692,4.03542613983154,3.80671310424805,4.03154993057251,209551,4.03154993057251,2020-11-04
4.03154993057251,4.14784479141235,4.03154993057251,4.11295604705811,154106,4.11295604705811,2020-11-05
4.13621520996094,4.14784479141235,4.01216697692871,4.02379703521729,115328,4.02379703521729,2020-11-06
4.00829076766968,4.3610520362854,4.00829076766968,4.31840991973877,543651,4.31840991973877,2020-11-09
4.33003997802734,4.42695188522339,4.26413917541504,4.40369319915771,567535,4.40369319915771,2020-11-10
4.43470478057861,4.60527086257935,4.43470478057861,4.57425880432129,529222,4.57425880432129,2020-11-11
4.60527086257935,4.70605897903442,4.25638580322266,4.49672889709473,672069,4.49672889709473,2020-11-12
4.49672889709473,4.62077713012695,4.44633388519287,4.51611089706421,295390,4.51611089706421,2020-11-13
4.64791202545166,4.68667697906494,4.55487585067749,4.66729402542114,412983,4.66729402542114,2020-11-16
4.68667697906494,4.69442987442017,4.62465286254883,4.64791202545166,279271,4.64791202545166,2020-11-17
4.68279981613159,4.80297183990479,4.65954113006592,4.79134178161621,405921,4.79134178161621,2020-11-18
4.80684804916382,4.88050079345703,4.72931814193726,4.83398389816284,360816,4.83398389816284,2020-11-19
4.86887216567993,4.88437795639038,4.79909515380859,4.81460094451904,209833,4.81460094451904,2020-11-20
4.88050079345703,4.93089580535889,4.80684804916382,4.91926622390747,391160,4.91926622390747,2020-11-23
4.9270191192627,5.0743260383606,4.92314291000366,5.06657314300537,603679,5.06657314300537,2020-11-24
5.13247299194336,5.21775579452515,5.05494403839111,5.10533809661865,710904,5.10533809661865,2020-11-25
5.17123794555664,5.17123794555664,4.96966123580933,5.04331398010254,346521,5.04331398010254,2020-11-26
4.99679613113403,5.03943777084351,4.94640207290649,4.992919921875,232583,4.992919921875,2020-11-27
4.992919921875,5.0743260383606,4.88437795639038,5.03556108474731,405626,5.03556108474731,2020-11-30
5.0743260383606,5.11696720123291,4.96578407287598,4.98904323577881,553861,4.98904323577881,2020-12-01
4.83010721206665,4.86887216567993,4.74094820022583,4.86111879348755,732751,4.86111879348755,2020-12-02
4.89988422393799,4.93477201461792,4.81460094451904,4.93477201461792,193063,4.93477201461792,2020-12-03
4.91539001464844,5.01230192184448,4.85336589813232,4.88437795639038,444340,4.88437795639038,2020-12-04
4.91926622390747,4.95415496826172,4.82235383987427,4.82235383987427,295922,4.82235383987427,2020-12-07
4.81072521209717,4.86887216567993,4.7642068862915,4.83010721206665,146538,4.83010721206665,2020-12-08
4.86887216567993,5.01617908477783,4.81847810745239,4.95027780532837,460110,4.95027780532837,2020-12-09
4.992919921875,4.992919921875,4.8456130027771,4.89213085174561,379117,4.89213085174561,2020-12-10
4.90763711929321,4.93477201461792,4.77583599090576,4.83010721206665,269408,4.83010721206665,2020-12-11
4.86111879348755,4.90375995635986,4.7642068862915,4.77971315383911,315163,4.77971315383911,2020-12-14
4.76033020019531,4.82623100280762,4.72931814193726,4.80684804916382,253834,4.80684804916382,2020-12-15
4.81072521209717,4.87662506103516,4.38043403625488,4.56262922286987,1271460,4.56262922286987,2020-12-16
4.45021104812622,4.52774095535278,4.24088001251221,4.27964496612549,2717239,4.27964496612549,2020-12-17
4.27189207077026,4.27189207077026,4.11295604705811,4.22925090789795,972903,4.22925090789795,2020-12-18
4.11295604705811,4.22537422180176,4.05480909347534,4.12070894241333,745616,4.12070894241333,2020-12-21
4.20211601257324,4.23700380325317,4.0974497795105,4.1323390007019,608291,4.1323390007019,2020-12-22
4.1323390007019,4.18273305892944,4.1323390007019,4.13621520996094,364038,4.13621520996094,2020-12-23
4.20211601257324,4.32616281509399,4.17498016357422,4.23700380325317,594293,4.23700380325317,2020-12-28
4.29902791976929,4.31840991973877,4.20211601257324,4.20986890792847,412905,4.20986890792847,2020-12-29
4.18661022186279,4.2951512336731,4.15947389602661,4.25251007080078,445034,4.25251007080078,2020-12-30
4.26413917541504,4.33003997802734,4.26026296615601,4.29902791976929,318614,4.29902791976929,2021-01-04
4.3416690826416,4.40369319915771,4.27576923370361,4.35329914093018,532152,4.35329914093018,2021-01-05
4.39593982696533,4.4540867805481,4.36880493164062,4.41144609451294,479388,4.41144609451294,2021-01-06
4.43470478057861,4.45796394348145,4.39593982696533,4.40369319915771,410545,4.40369319915771,2021-01-07
4.40369319915771,4.46184015274048,4.39981698989868,4.43858098983765,235665,4.43858098983765,2021-01-08
4.40756988525391,4.442458152771,4.26413917541504,4.28739786148071,536063,4.28739786148071,2021-01-11
4.34942197799683,4.39981698989868,4.27964496612549,4.39206409454346,336675,4.39206409454346,2021-01-12
4.39206409454346,4.41532278060913,4.30678081512451,4.36880493164062,276145,4.36880493164062,2021-01-13
4.36492776870728,4.40756988525391,4.32228708267212,4.37268114089966,150417,4.37268114089966,2021-01-14
4.32228708267212,4.38818693161011,4.25638580322266,4.28352212905884,287989,4.28352212905884,2021-01-15
4.28352212905884,4.31840991973877,4.26413917541504,4.28739786148071,125353,4.28739786148071,2021-01-18
4.27576923370361,4.30678081512451,4.26413917541504,4.27576923370361,70547,4.27576923370361,2021-01-19
4.26413917541504,4.33391618728638,4.24088001251221,4.25638580322266,245940,4.25638580322266,2021-01-20
4.27964496612549,4.27964496612549,4.10907983779907,4.16335105895996,318721,4.16335105895996,2021-01-21
4.23312711715698,4.23312711715698,4.05480909347534,4.11683320999146,347462,4.11683320999146,2021-01-22
4.16722679138184,4.16722679138184,3.96952605247498,3.96952605247498,487152,3.96952605247498,2021-01-25
3.97340297698975,4.06256198883057,3.95789694786072,3.97340297698975,397649,3.97340297698975,2021-01-26
3.97340297698975,4.20211601257324,3.97340297698975,4.10520315170288,630157,4.10520315170288,2021-01-27
4.0974497795105,4.11683320999146,4.0044150352478,4.02767276763916,276844,4.02767276763916,2021-01-28
4.01216697692871,4.04705619812012,3.96177291870117,4.00829076766968,319787,4.00829076766968,2021-01-29
4.17110395431519,4.29127502441406,4.10907983779907,4.14784479141235,743260,4.14784479141235,2021-02-01
4.17110395431519,4.37268114089966,4.17110395431519,4.2951512336731,801731,4.2951512336731,2021-02-02
