"JPM.Open","JPM.High","JPM.Low","JPM.Close","JPM.Volume","JPM.Adjusted","Date"
136.570007324219,137.729995727539,136.009994506836,137.589996337891,10150700,117.35572052002,2020-02-05
138.240005493164,138.289993286133,137.110000610352,137.610000610352,8992300,117.372779846191,2020-02-06
136.729995727539,137.669998168945,136.300003051758,137.169998168945,6379800,116.997482299805,2020-02-07
136.949996948242,137.850006103516,136.75,137.740005493164,5960700,117.483703613281,2020-02-10
138.259994506836,138.820007324219,137.779998779297,138,6578600,117.705429077148,2020-02-11
138.600006103516,139.289993286133,137.800003051758,138,7958000,117.705429077148,2020-02-12
137.75,138.339996337891,136.399993896484,137.880004882812,7447500,117.603050231934,2020-02-13
137.839996337891,138.190002441406,136.940002441406,137.460006713867,6627600,117.244850158691,2020-02-14
137.339996337891,137.710006713867,135.050003051758,135.639999389648,8996400,115.692527770996,2020-02-18
136.910003662109,138.389999389648,136.339996337891,137.490005493164,7071200,117.270439147949,2020-02-19
137.169998168945,138.360000610352,136.529998779297,137.490005493164,7422800,117.270439147949,2020-02-20
136.550003051758,136.919998168945,134.919998168945,135.809997558594,9772800,115.837493896484,2020-02-21
131.440002441406,133.199996948242,130.800003051758,132.160003662109,13618400,112.724281311035,2020-02-24
131,132.229995727539,125.589996337891,126.26000213623,20797200,107.691963195801,2020-02-25
126.930000305176,128.949996948242,126.339996337891,126.639999389648,24825600,108.016059875488,2020-02-26
122.910003662109,125.620002746582,121.300003051758,121.370002746582,23005500,103.521072387695,2020-02-27
117.519996643066,118.48999786377,112.660003662109,116.110000610352,45931400,99.0346069335938,2020-02-28
116.629997253418,121.580001831055,114.459999084473,121.519996643066,27355400,103.649017333984,2020-03-02
120.970001220703,122.949996948242,116.23999786377,116.959999084473,32547700,99.7595977783203,2020-03-03
118.330001831055,120.190002441406,114.699996948242,119.849998474121,25795900,102.224601745605,2020-03-04
115.669998168945,116.430000305176,112.580001831055,113.970001220703,25025600,97.209342956543,2020-03-05
106.26000213623,110.319999694824,105.019996643066,108.080001831055,38159400,92.1855316162109,2020-03-06
96.5699996948242,99.2300033569336,93,93.4400024414062,40352000,79.6985168457031,2020-03-09
99,101.279998779297,94.5800018310547,100.699996948242,31102700,85.8908309936523,2020-03-10
97.6999969482422,100.050003051758,94.5500030517578,95.9599990844727,38127000,81.8479156494141,2020-03-11
89.5899963378906,96.9599990844727,86.3199996948242,88.0500030517578,49725200,75.1011810302734,2020-03-12
95.9899978637695,103.98999786377,92,103.910003662109,38543300,88.628776550293,2020-03-13
85.1999969482422,93.9800033569336,84.5500030517578,88.3600006103516,38589700,75.365592956543,2020-03-16
90.8899993896484,97.4400024414062,87.5,93.7600021362305,35239800,79.9714584350586,2020-03-17
87.6699981689453,90.7900009155273,80.3600006103516,83.8899993896484,41525600,71.5529708862305,2020-03-18
81.5599975585938,88.1100006103516,76.9100036621094,85.3000030517578,32175100,72.7555847167969,2020-03-19
86.3000030517578,89.4599990844727,82.4800033569336,83.5,30150800,71.2203216552734,2020-03-20
82.6800003051758,83.75,78.0899963378906,79.0299987792969,32536600,67.4076766967773,2020-03-23
84.9000015258789,90.0999984741211,82.9000015258789,88.4300003051758,34363200,75.4253005981445,2020-03-24
89.2399978637695,95.1500015258789,84.5400009155273,91.7300033569336,38111700,78.239990234375,2020-03-25
94.0800018310547,98.5699996948242,93.5400009155273,98.120002746582,29826300,83.6902694702148,2020-03-26
93.1900024414062,94.8399963378906,90.5500030517578,91.129997253418,30041500,77.7282180786133,2020-03-27
90.6500015258789,94.0899963378906,89.3000030517578,93.5,21656900,79.7497100830078,2020-03-30
92.0500030517578,94.1699981689453,89.3399963378906,90.0299987792969,23379300,76.7900009155273,2020-03-31
85.0999984741211,86.5599975585938,83.25,84.3600006103516,28029600,71.9538421630859,2020-04-01
83.5100021362305,87.9100036621094,82.9599990844727,87.5100021362305,24018000,74.6405944824219,2020-04-02
86,87.4800033569336,82.7699966430664,84.0500030517578,21199400,72.4343795776367,2020-04-03
88.9899978637695,90.9899978637695,87.6999969482422,89.4599990844727,26820800,77.0967330932617,2020-04-06
94.4499969482422,94.5,90.379997253418,90.6399993896484,22563800,78.113655090332,2020-04-07
92.0999984741211,94.8600006103516,90.5500030517578,94.3000030517578,22903300,81.2678604125977,2020-04-08
96.9199981689453,104.389999389648,96.8899993896484,102.76000213623,42055900,88.5586929321289,2020-04-09
103.110000610352,103.110000610352,97.3000030517578,98.1900024414062,26911900,84.6202392578125,2020-04-13
101.019996643066,102,93.6399993896484,95.5,46151300,82.3020248413086,2020-04-14
91.1500015258789,92.0299987792969,90.129997253418,90.7900009155273,30118600,78.242919921875,2020-04-15
90.2300033569336,90.5699996948242,87.0500030517578,87.3300018310547,32449600,75.261116027832,2020-04-16
92,95.6999969482422,90.9599990844727,95.1800003051758,30191900,82.0262222290039,2020-04-17
92.4700012207031,94.7099990844727,90.4599990844727,91.7099990844727,23679400,79.0357894897461,2020-04-20
88.620002746582,91.379997253418,88.3300018310547,89.0500030517578,23035000,76.7433929443359,2020-04-21
90.6900024414062,91.870002746582,89.1800003051758,89.3399963378906,16662400,76.9933166503906,2020-04-22
89.7399978637695,91.2799987792969,89.2600021362305,89.3899993896484,16638800,77.0364074707031,2020-04-23
90.6399993896484,91.0999984741211,88.4899978637695,90.7099990844727,15809200,78.1739730834961,2020-04-24
91.9400024414062,95.629997253418,91.5400009155273,94.620002746582,22870200,81.5436325073242,2020-04-27
97.8099975585938,98.3600006103516,95.0299987792969,95.2900009155273,20238900,82.1210250854492,2020-04-28
99.0800018310547,99.4499969482422,97.2699966430664,97.8600006103516,20462600,84.3358764648438,2020-04-29
95.5999984741211,96.8399963378906,94.5500030517578,95.7600021362305,19127600,82.5260620117188,2020-04-30
93.5,93.7399978637695,91.8399963378906,93.25,18547700,80.3629608154297,2020-05-01
92.0199966430664,92.6699981689453,90.8000030517578,92.1399993896484,15725900,79.4063568115234,2020-05-04
93.6500015258789,94.2099990844727,91.9000015258789,92,18064100,79.2857131958008,2020-05-05
92.1600036621094,92.7600021362305,89.9300003051758,90.2699966430664,20978000,77.7947845458984,2020-05-06
91.3399963378906,92.9100036621094,90.5800018310547,91.2099990844727,16771900,78.6048812866211,2020-05-07
92.8000030517578,94.0800018310547,92.1100006103516,92.6999969482422,20487800,79.8889541625977,2020-05-08
91.1100006103516,91.1100006103516,89.3300018310547,89.9700012207031,31907600,77.536262512207,2020-05-11
90.1500015258789,90.7900009155273,86.9000015258789,87.0299987792969,27962900,75.0025329589844,2020-05-12
86.379997253418,86.8600006103516,83.4000015258789,84.0299987792969,35451600,72.4171371459961,2020-05-13
82.7200012207031,88.1100006103516,82.4000015258789,87.5199966430664,35152500,75.4248352050781,2020-05-14
86.8499984741211,87.2799987792969,85.3000030517578,85.9000015258789,26099000,74.0287170410156,2020-05-15
88.6900024414062,91.1500015258789,87.879997253418,90.4499969482422,30504400,77.9498977661133,2020-05-18
90.0500030517578,91.1999969482422,88.5899963378906,88.6699981689453,19597300,76.4159088134766,2020-05-19
90.7099990844727,92.3899993896484,90.370002746582,91.3300018310547,20552400,78.7083053588867,2020-05-20
90.2699966430664,91.7600021362305,89.6699981689453,90.1699981689453,14621400,77.7086029052734,2020-05-21
90.0100021362305,90.3600006103516,88.7200012207031,89.4700012207031,13557900,77.1053237915039,2020-05-22
92.8899993896484,97.5,92.6100006103516,95.8199996948242,41233900,82.5777740478516,2020-05-26
102.069999694824,102.580001831055,98.8000030517578,101.370002746582,39402000,87.3607864379883,2020-05-27
102.940002441406,102.949996948242,99.4000015258789,99.8600006103516,24713900,86.0594635009766,2020-05-28
98.6600036621094,99.1800003051758,96.7799987792969,97.3099975585938,26526400,83.8618621826172,2020-05-29
97.75,99.5100021362305,97.379997253418,98.5999984741211,15176800,84.9735717773438,2020-06-01
100.279998779297,100.419998168945,97.9300003051758,98.9300003051758,21195000,85.2579956054688,2020-06-02
101.580001831055,104.919998168945,101.059997558594,104.269996643066,25941100,89.8600006103516,2020-06-03
103.819999694824,106.610000610352,102.790000915527,106.440002441406,26784700,91.7301330566406,2020-06-04
114.930000305176,115.769996643066,109.529998779297,111.230003356934,42231000,95.8581390380859,2020-06-05
113.410003662109,114.190002441406,111.940002441406,113.449996948242,24881800,97.7713394165039,2020-06-08
110.650001525879,111.629997253418,109.01000213623,110.540000915527,17031100,95.2635116577148,2020-06-09
110.459999084473,110.51000213623,105.849998474121,106.059997558594,24913300,91.4026107788086,2020-06-10
100.029998779297,101.580001831055,96.5400009155273,97.2099990844727,36259200,83.7756881713867,2020-06-11
100.709999084473,101.129997253418,97.3300018310547,99.870002746582,24856800,86.0680618286133,2020-06-12
96.4199981689453,101.430000305176,95.870002746582,101.25,22153600,87.2573623657227,2020-06-15
105.370002746582,105.680000305176,99.3099975585938,102.059997558594,22193600,87.9554214477539,2020-06-16
102.529998779297,102.540000915527,99.2099990844727,99.4800033569336,15639800,85.7319869995117,2020-06-17
98.6699981689453,100.519996643066,98.129997253418,98.9400024414062,16591900,85.2666244506836,2020-06-18
100.529998779297,100.599998474121,96.7300033569336,97.8099975585938,40371200,84.2927780151367,2020-06-19
97.25,97.9499969482422,96.5400009155273,96.75,16216900,83.379264831543,2020-06-22
98.9700012207031,99.9700012207031,97.8499984741211,97.9300003051758,15381400,84.3961944580078,2020-06-23
96.75,96.8399963378906,94.3099975585938,94.6600036621094,22919800,81.5780792236328,2020-06-24
94.3499984741211,98.2099990844727,94.2600021362305,97.9599990844727,25743600,84.4220275878906,2020-06-25
95.1100006103516,95.370002746582,92,92.5899963378906,41896300,79.7941589355469,2020-06-26
93.4000015258789,94.4899978637695,92.1800003051758,93,18499700,80.1474990844727,2020-06-29
92.8300018310547,94.6600036621094,92.5699996948242,94.0599975585938,19137000,81.0610122680664,2020-06-30
94.8899993896484,95.7099990844727,93.0299987792969,93.2600021362305,18755700,80.3715744018555,2020-07-01
94.7399978637695,94.9599990844727,91.9300003051758,92.6600036621094,27845600,80.6326293945312,2020-07-02
94.4300003051758,95.1999969482422,93.4800033569336,95,18625300,82.6688995361328,2020-07-06
93.8199996948242,94.0999984741211,92,92.3199996948242,25757200,80.3367385864258,2020-07-07
92.2900009155273,93.3399963378906,91.8000030517578,93.3000030517578,18762200,81.1895599365234,2020-07-08
93.5199966430664,94.120002746582,90.7799987792969,91.2799987792969,25600800,79.4317626953125,2020-07-09
92,96.8399963378906,91.870002746582,96.2699966430664,28954200,83.774055480957,2020-07-10
98.7300033569336,99.2699966430664,96.2300033569336,97.6500015258789,32079200,84.9749374389648,2020-07-13
98.370002746582,99.9499969482422,96.6399993896484,98.2099990844727,42731700,85.4622344970703,2020-07-14
100.889999389648,101.290000915527,98.6500015258789,99.7300033569336,22508400,86.7849273681641,2020-07-15
98.7799987792969,101.220001220703,98.5500030517578,100.01000213623,16886900,87.0286178588867,2020-07-16
100,100.080001831055,98.1399993896484,98.1600036621094,16137700,85.4187164306641,2020-07-17
97.4300003051758,98.3899993896484,97.2600021362305,97.3000030517578,14458100,84.6703643798828,2020-07-20
97.7099990844727,100.050003051758,97.6399993896484,99.4100036621094,17798100,86.506477355957,2020-07-21
99.6500015258789,100.129997253418,97.5299987792969,98.6900024414062,14271200,85.8799362182617,2020-07-22
98.5,99.3499984741211,97.9700012207031,98.9800033569336,12870200,86.1322937011719,2020-07-23
99.5999984741211,99.8000030517578,97.9400024414062,98.2799987792969,12744200,85.5231552124023,2020-07-24
97.5100021362305,97.629997253418,96.1699981689453,96.9000015258789,11959100,84.3222732543945,2020-07-27
96.5,97.8899993896484,96.5,97.3199996948242,11754300,84.6877746582031,2020-07-28
97.0699996948242,99.7099990844727,97,99.6800003051758,12743500,86.7414474487305,2020-07-29
97.5400009155273,97.7399978637695,96.0500030517578,97.0199966430664,14834800,84.4266891479492,2020-07-30
96.4800033569336,96.9300003051758,95.25,96.6399993896484,14535000,84.0960388183594,2020-07-31
97.0199966430664,97.5699996948242,95.8499984741211,96.0999984741211,12962800,83.6261291503906,2020-08-03
95.9100036621094,95.9499969482422,95.0299987792969,95.5500030517578,13366200,83.1475219726562,2020-08-04
95.870002746582,98.4700012207031,95.7200012207031,97.2099990844727,15260900,84.592041015625,2020-08-05
97.5800018310547,98.0999984741211,96.5400009155273,97.2399978637695,10482100,84.6181335449219,2020-08-06
96.9300003051758,99.4899978637695,96.5599975585938,99.379997253418,14743700,86.4803695678711,2020-08-07
100.110000610352,102.040000915527,100.029998779297,100.639999389648,14989900,87.5768432617188,2020-08-10
103.860000610352,106.160003662109,103.51000213623,103.819999694824,31518600,90.3440551757812,2020-08-11
106.160003662109,106.430000305176,101.709999084473,102.940002441406,19240800,89.5782852172852,2020-08-12
102,103.360000610352,101.639999389648,102.370002746582,13598600,89.082275390625,2020-08-13
101.5,103.309997558594,101.419998168945,102.410003662109,12134400,89.1170806884766,2020-08-14
101.5,102,99.5299987792969,99.7099990844727,14988000,86.7675323486328,2020-08-17
99.9100036621094,99.9100036621094,98.120002746582,98.3199996948242,13246500,85.5579681396484,2020-08-18
98.9199981689453,100.589996337891,98.3399963378906,98.5500030517578,13533000,85.7581100463867,2020-08-19
97.2600021362305,98.0299987792969,96.8000030517578,97.370002746582,13672600,84.7312698364258,2020-08-20
97.2699966430664,98.5699996948242,96.9400024414062,97.3199996948242,12228300,84.6877746582031,2020-08-21
98.4499969482422,100.209999084473,97.4199981689453,100.059997558594,17898300,87.0721130371094,2020-08-24
101.269996643066,101.980003356934,99.8000030517578,100.5,13648900,87.4550018310547,2020-08-25
99.9400024414062,100.269996643066,99.0500030517578,99.0899963378906,12052400,86.2280197143555,2020-08-26
99,102.650001525879,99,102.349998474121,22163900,89.0648651123047,2020-08-27
103.139999389648,103.25,101.809997558594,102.769996643066,13756700,89.4303588867188,2020-08-28
102.120002746582,102.180000305176,100.019996643066,100.190002441406,14219400,87.1852340698242,2020-08-31
99.5500030517578,100.870002746582,99.0400009155273,100.139999389648,11595600,87.1417236328125,2020-09-01
99.9499969482422,101.940002441406,99.5599975585938,101.650001525879,14475700,88.4557189941406,2020-09-02
103.319999694824,104.98999786377,100.639999389648,101.330001831055,23281200,88.1772537231445,2020-09-03
104.050003051758,105.209999084473,101.370002746582,103.519996643066,26325500,90.0829849243164,2020-09-04
102.980003356934,103.569999694824,99.4800033569336,99.9199981689453,22108600,86.9502716064453,2020-09-08
100.800003051758,101.690002441406,99.5599975585938,100.870002746582,13434000,87.776969909668,2020-09-09
101.400001525879,102.419998168945,99.6399993896484,99.8300018310547,15922800,86.8719635009766,2020-09-10
99.9700012207031,101.360000610352,99.5899963378906,101.069999694824,13784300,87.9510269165039,2020-09-11
101.51000213623,103.459999084473,101.370002746582,102.470001220703,19017400,89.1692962646484,2020-09-14
102.730003356934,102.849998474121,99.1399993896484,99.2799987792969,23683000,86.3933563232422,2020-09-15
99.4300003051758,101.129997253418,98.7600021362305,99.6999969482422,19270600,86.7588195800781,2020-09-16
98.6999969482422,99.3399963378906,97.7099990844727,98.5599975585938,18290100,85.7668075561523,2020-09-17
97.8899993896484,99.4899978637695,97.4400024414062,98.3499984741211,20121600,85.5840606689453,2020-09-18
95.1999969482422,96.0500030517578,93.8199996948242,95.3099975585938,28378800,82.9386520385742,2020-09-21
94.9599990844727,95.6600036621094,93.6699981689453,94.2699966430664,19257000,82.0336456298828,2020-09-22
94.7799987792969,95.3499984741211,92.6600036621094,92.7399978637695,19952700,80.7022552490234,2020-09-23
92.3199996948242,94.3000030517578,91.379997253418,92.6600036621094,18366500,80.6326293945312,2020-09-24
92.0500030517578,93.7200012207031,91.870002746582,93.4700012207031,13293100,81.3374938964844,2020-09-25
95.0599975585938,96.9300003051758,94.3499984741211,96.1600036621094,20894100,83.6783294677734,2020-09-28
96.0299987792969,96.0299987792969,94.3300018310547,95.3499984741211,12848200,82.9734725952148,2020-09-29
95.3499984741211,97.1999969482422,95.2600021362305,96.2699966430664,16400600,83.774055480957,2020-09-30
97.120002746582,97.7699966430664,96.0299987792969,96.9700012207031,15778700,84.3832015991211,2020-10-01
95.25,98.5899963378906,95.0899963378906,97.8899993896484,15149600,85.1837692260742,2020-10-02
98.3199996948242,99.25,97.5299987792969,99.0400009155273,13871900,86.984245300293,2020-10-05
100.069999694824,100.860000610352,97.5100021362305,98.0199966430664,19220400,86.0883865356445,2020-10-06
98.9599990844727,100.349998474121,98.6699981689453,99.7300033569336,16358500,87.5902481079102,2020-10-07
100.51000213623,101.919998168945,99.9000015258789,101.779998779297,15659000,89.3907165527344,2020-10-08
102,102.110000610352,100.110000610352,101.199996948242,13689100,88.8813095092773,2020-10-09
101.099998474121,103,100.849998474121,102.440002441406,16058000,89.9703674316406,2020-10-12
103,103.220001220703,100.26000213623,100.779998779297,21697300,88.5124435424805,2020-10-13
101.029998779297,101.930000305176,100.099998474121,100.220001220703,15204100,88.0206146240234,2020-10-14
99.0999984741211,101.779998779297,99.0400009155273,101.720001220703,17171200,89.3380126953125,2020-10-15
101.410003662109,102.330001831055,100.720001220703,101.51000213623,13275000,89.1535797119141,2020-10-16
101.599998474121,101.870002746582,99.5599975585938,99.8000030517578,11725700,87.6517181396484,2020-10-19
100.309997558594,101.769996643066,100.120002746582,100.370002746582,11257100,88.1523513793945,2020-10-20
100.360000610352,100.98999786377,99.3300018310547,99.370002746582,10730500,87.2740707397461,2020-10-21
99.3199996948242,103.23999786377,99.3099975585938,102.879997253418,14837200,90.3568267822266,2020-10-22
103.5,104.449996948242,102.930000305176,103.809997558594,15087600,91.1736145019531,2020-10-23
102.650001525879,102.699996948242,100.25,101.23999786377,12410700,88.9164352416992,2020-10-26
100.51000213623,100.919998168945,99.1600036621094,99.3300018310547,10391700,87.2389450073242,2020-10-27
97.5,98.3000030517578,96.0699996948242,96.5400009155273,16389500,84.78857421875,2020-10-28
96.120002746582,97.9800033569336,95.2399978637695,97.1699981689453,14208800,85.3418579101562,2020-10-29
97.9100036621094,98.4199981689453,96.2300033569336,98.0400009155273,15194500,86.1059722900391,2020-10-30
99.3899993896484,100.879997253418,97.8600006103516,100.25,15011600,88.0469589233398,2020-11-02
103.019996643066,104.73999786377,102.690002441406,103.410003662109,17482600,90.8222961425781,2020-11-03
101,102.069999694824,98.9300003051758,100.25,18886500,88.0469589233398,2020-11-04
101.059997558594,105.099998474121,101,104.349998474121,17837400,91.6478805541992,2020-11-05
105.029998779297,105.099998474121,102.389999389648,102.959999084473,12552800,90.4270858764648,2020-11-06
113.160003662109,118.900001525879,110.349998474121,116.900001525879,47792400,102.670227050781,2020-11-09
117.349998474121,117.449996948242,114.690002441406,116.519996643066,20539300,102.336456298828,2020-11-10
116.889999389648,116.959999084473,113.959999084473,114.779998779297,14443400,100.808265686035,2020-11-11
112.529998779297,113.959999084473,112.059997558594,113.370002746582,22063000,99.5699234008789,2020-11-12
114.699996948242,114.860000610352,113.569999694824,114.080001831055,11847900,100.193481445312,2020-11-13
117.790000915527,118.610000610352,115.730003356934,117.300003051758,19858600,103.021530151367,2020-11-16
115.389999389648,116.440002441406,114.580001831055,116.110000610352,14553200,101.976379394531,2020-11-17
117.339996337891,118.610000610352,115.199996948242,115.25,12571200,101.221054077148,2020-11-18
114.180000305176,115.819999694824,113.559997558594,115.559997558594,10202500,101.493301391602,2020-11-19
114.430000305176,115.650001525879,114.089996337891,114.569999694824,12718900,100.623825073242,2020-11-20
116.050003051758,118.169998168945,115.569999694824,117.870002746582,13209200,103.52214050293,2020-11-23
120.069999694824,123.5,119.709999084473,123.319999694824,20121600,108.308708190918,2020-11-24
121.370002746582,122.379997253418,120.470001220703,122.029998779297,11715600,107.175750732422,2020-11-25
122,122.349998474121,121.080001831055,121.220001220703,5983600,106.46435546875,2020-11-27
120,120.720001220703,117.769996643066,117.879997253418,14411800,103.530914306641,2020-11-30
120.339996337891,121.580001831055,119.629997253418,119.73999786377,12668900,105.164520263672,2020-12-01
119.699996948242,122.309997558594,119.269996643066,122.040000915527,10811300,107.184532165527,2020-12-02
121.849998474121,121.889999389648,120.360000610352,121.23999786377,12904400,106.481925964355,2020-12-03
122.480003356934,123.290000915527,121.690002441406,122.339996337891,13583700,107.448013305664,2020-12-04
121.150001525879,122.169998168945,120.209999084473,121.879997253418,9724300,107.04402923584,2020-12-07
121.040000915527,122.330001831055,120.76000213623,122,9592100,107.149406433105,2020-12-08
123.169998168945,123.300003051758,120.440002441406,121.050003051758,13073900,106.315048217773,2020-12-09
119.98999786377,120.779998779297,119.559997558594,120.269996643066,13668400,105.629981994629,2020-12-10
118.940002441406,120.019996643066,118.370002746582,119.559997558594,9981600,105.006423950195,2020-12-11
121.339996337891,121.419998168945,118.110000610352,118.300003051758,12112400,103.899795532227,2020-12-14
119.290000915527,120.900001525879,118.620002746582,120.319999694824,12590200,105.673904418945,2020-12-15
120.300003051758,121.080001831055,119.860000610352,120.669998168945,11169400,105.981307983398,2020-12-16
121.26000213623,121.449996948242,119.580001831055,119.669998168945,11618000,105.10302734375,2020-12-17
119.139999389648,119.879997253418,118.269996643066,119.080001831055,28954800,104.584846496582,2020-12-18
123.169998168945,125,121.089996337891,123.550003051758,28323600,108.5107421875,2020-12-21
123.389999389648,123.519996643066,121.610000610352,121.669998168945,11788200,106.859573364258,2020-12-22
122.779998779297,126.519996643066,122.349998474121,125.069999694824,14973200,109.845703125,2020-12-23
125.089996337891,125.550003051758,123.569999694824,124.519996643066,4164900,109.362655639648,2020-12-24
125.819999694824,126.650001525879,124.790000915527,125.339996337891,8072600,110.082832336426,2020-12-28
126.199996948242,126.279998779297,124.889999389648,125.01000213623,8389200,109.792999267578,2020-12-29
125.48999786377,125.849998474121,124.900001525879,125.360000610352,7398000,110.100425720215,2020-12-30
125.089996337891,127.330001831055,124.819999694824,127.069999694824,8580200,111.602256774902,2020-12-31
127.5,127.860000610352,124.779998779297,125.870002746582,16819900,110.548332214355,2021-01-04
124.98999786377,126.300003051758,123.769996643066,125.650001525879,13731200,111.149856567383,2021-01-05
129.880004882812,132.770004272461,127.879997253418,131.550003051758,24909100,116.36897277832,2021-01-06
135.690002441406,138.190002441406,134.919998168945,135.869995117188,21940400,120.190452575684,2021-01-07
135.970001220703,136.350006103516,134.119995117188,136.020004272461,12035100,120.323135375977,2021-01-08
134.580001831055,138.199996948242,134.110000610352,138.050003051758,15937900,122.118896484375,2021-01-11
139.440002441406,141.660003662109,138.830001831055,140.220001220703,18033500,124.038482666016,2021-01-12
138.589996337891,140.789993286133,138.100006103516,140.350006103516,14816800,124.153457641602,2021-01-13
140.490005493164,142.75,140,141.169998168945,18565600,124.878814697266,2021-01-14
137.429992675781,141.649993896484,137.009994506836,138.639999389648,27881000,122.64079284668,2021-01-15
139.860000610352,140.699996948242,137.820007324219,138.039993286133,19843800,122.11003112793,2021-01-19
137.820007324219,138.169998168945,135.440002441406,135.970001220703,16028800,120.278915405273,2021-01-20
135.690002441406,136.160003662109,134.320007324219,134.830001831055,13411700,119.270492553711,2021-01-21
132.690002441406,134.399993896484,132.199996948242,133.789993286133,12933200,118.350494384766,2021-01-22
132.139999389648,133.169998168945,130.059997558594,132.119995117188,14212800,116.873222351074,2021-01-25
132.75,133.169998168945,131.339996337891,131.580001831055,11307800,116.395530700684,2021-01-26
129.589996337891,129.850006103516,127.349998474121,127.860000610352,17603900,113.10481262207,2021-01-27
129.899993896484,132.169998168945,128.990005493164,130.110000610352,13761800,115.095161437988,2021-01-28
131.190002441406,131.720001220703,128.190002441406,128.669998168945,14808100,113.821327209473,2021-01-29
129.399993896484,130.070007324219,128.479995727539,129.619995117188,11080700,114.661689758301,2021-02-01
131.940002441406,134.389999389648,131.220001220703,133.610000610352,12253600,118.191268920898,2021-02-02
133.649993896484,135.759994506836,133.509994506836,135.139999389648,10600800,119.54468536377,2021-02-03
135.470001220703,138.660003662109,135.470001220703,138.25,12419500,122.295783996582,2021-02-04
139.389999389648,139.490005493164,137.380004882812,137.979995727539,10051300,122.056930541992,2021-02-05
138.199996948242,140.300003051758,138.179992675781,140.139999389648,10136400,123.96768951416,2021-02-08
139.429992675781,139.979995727539,138.539993286133,139.580001831055,8614800,123.472320556641,2021-02-09
140,140.869995117188,139.039993286133,139.660003662109,10323200,123.543060302734,2021-02-10
139.660003662109,140.550003051758,138.220001220703,139.270004272461,9201000,123.19807434082,2021-02-11
139.050003051758,141.610000610352,139,141.25,8324600,124.949577331543,2021-02-12
143.550003051758,145.320007324219,142.399993896484,144.649993896484,12130600,127.95719909668,2021-02-16
143.949996948242,145.380004882812,143.119995117188,145.100006103516,10810100,128.355255126953,2021-02-17
144,145.789993286133,143.399993896484,145.589996337891,10587800,128.78874206543,2021-02-18
145.860000610352,148.839996337891,145.860000610352,148.020004272461,11969800,130.938339233398,2021-02-19
146.869995117188,150.190002441406,146.789993286133,149.410003662109,11488400,132.167922973633,2021-02-22
151.509994506836,152.309997558594,149.589996337891,150.610000610352,16234400,133.229461669922,2021-02-23
150.110000610352,153.759994506836,150.110000610352,153.259994506836,15061400,135.573623657227,2021-02-24
154.270004272461,154.899993896484,150.589996337891,151.179992675781,18127700,133.733657836914,2021-02-25
150.300003051758,150.869995117188,146.509994506836,147.169998168945,19829200,130.186401367188,2021-02-26
149.520004272461,151.380004882812,148.479995727539,150.5,14845500,133.13215637207,2021-03-01
150.080001831055,151.779998779297,149.839996337891,150.009994506836,14221700,132.698684692383,2021-03-02
151.229995727539,154.979995727539,150.820007324219,152.910003662109,14324100,135.264022827148,2021-03-03
152.610000610352,154.380004882812,148.619995117188,150.559997558594,20093900,133.185195922852,2021-03-04
153.220001220703,153.490005493164,147.970001220703,150.910003662109,18465100,133.494812011719,2021-03-05
