"VWCE.MI.Open","VWCE.MI.High","VWCE.MI.Low","VWCE.MI.Close","VWCE.MI.Volume","VWCE.MI.Adjusted","Date"
81.8199996948242,81.8199996948242,81.5,81.5500030517578,397,81.5500030517578,2020-02-14
81.8899993896484,81.8899993896484,81.870002746582,81.8399963378906,101,81.8399963378906,2020-02-17
81.5500030517578,81.5500030517578,81.3499984741211,81.2699966430664,515,81.2699966430664,2020-02-18
81.8600006103516,82,81.8499984741211,82.0500030517578,1007,82.0500030517578,2020-02-19
81.9800033569336,81.9800033569336,81.8600006103516,81.4000015258789,533,81.4000015258789,2020-02-20
81.0500030517578,81.0500030517578,81.0500030517578,80.5599975585938,28,80.5599975585938,2020-02-21
79.9000015258789,79.9000015258789,77.9000015258789,77.9499969482422,721,77.9499969482422,2020-02-24
78.3600006103516,78.3600006103516,76.6900024414062,76.7099990844727,317,76.7099990844727,2020-02-25
76.1500015258789,76.6100006103516,75.1999969482422,76.6399993896484,806,76.6399993896484,2020-02-26
74.5100021362305,74.8600006103516,72.5899963378906,73.4499969482422,671,73.4499969482422,2020-02-27
71.0299987792969,71.0299987792969,69.6800003051758,70.2399978637695,1142,70.2399978637695,2020-02-28
72.1699981689453,72.1699981689453,70.0299987792969,71.3199996948242,5796,71.3199996948242,2020-03-02
72.8199996948242,73.379997253418,72.3099975585938,71.879997253418,2415,71.879997253418,2020-03-03
71.879997253418,73.0500030517578,71.879997253418,72.5999984741211,421,72.5999984741211,2020-03-04
73.4499969482422,73.4499969482422,71.7900009155273,72.3499984741211,145,72.3499984741211,2020-03-05
70.6500015258789,70.6500015258789,68.3499984741211,68.9199981689453,1300,68.9199981689453,2020-03-06
67.0199966430664,67.0199966430664,64,64.6100006103516,498,64.6100006103516,2020-03-09
66.3000030517578,66.9100036621094,64.0500030517578,64.5899963378906,2168,64.5899963378906,2020-03-10
65.3899993896484,65.4000015258789,64.3499984741211,64.6500015258789,439,64.6500015258789,2020-03-11
62.0999984741211,63.5200004577637,59.189998626709,59.6300010681152,1324,59.6300010681152,2020-03-12
59.560001373291,62.6300010681152,59,59.3499984741211,3263,59.3499984741211,2020-03-13
58.5699996948242,59.1800003051758,55.3600006103516,58.2299995422363,2569,58.2299995422363,2020-03-16
58,59.2999992370605,56.7299995422363,58.9099998474121,607,58.9099998474121,2020-03-17
57.0299987792969,57.0299987792969,55.7999992370605,56.5200004577637,1478,56.5200004577637,2020-03-18
56.4000015258789,58.0400009155273,55.5,57.9199981689453,663,57.9199981689453,2020-03-19
60.8199996948242,60.8199996948242,58,58.0999984741211,818,58.0999984741211,2020-03-20
54.8699989318848,58.2299995422363,54,55.0299987792969,2291,55.0299987792969,2020-03-23
56.9300003051758,58.7000007629395,56.9300003051758,59.25,1564,59.25,2020-03-24
60.5999984741211,61.060001373291,59.3199996948242,60.8800010681152,484,60.8800010681152,2020-03-25
59.2999992370605,59.2999992370605,59,61.9000015258789,630,61.9000015258789,2020-03-26
61.3400001525879,61.3400001525879,60.560001373291,60.0999984741211,226,60.0999984741211,2020-03-27
60.0499992370605,61.4300003051758,60.0499992370605,61,16588,61,2020-03-30
62.5400009155273,62.5400009155273,61.560001373291,62.439998626709,3303,62.439998626709,2020-03-31
59.9599990844727,60.2700004577637,59.7999992370605,59.9799995422363,1026,59.9799995422363,2020-04-01
60.2099990844727,60.3600006103516,60.2099990844727,60.3499984741211,252,60.3499984741211,2020-04-02
60.5499992370605,61.0900001525879,60.2000007629395,60.2000007629395,2887,60.2000007629395,2020-04-03
62.5400009155273,62.7999992370605,62.439998626709,62.9000015258789,409,62.9000015258789,2020-04-06
65,65.3199996948242,64.5,64.7200012207031,863,64.7200012207031,2020-04-07
63.7799987792969,63.9599990844727,63.5299987792969,64.5899963378906,192,64.5899963378906,2020-04-08
65.7600021362305,66.0999984741211,64.9100036621094,65.7900009155273,2066,65.7900009155273,2020-04-09
66.5699996948242,66.7099990844727,65.8399963378906,66.2600021362305,2870,66.2600021362305,2020-04-14
66.0800018310547,66.0800018310547,65.2399978637695,65.1600036621094,784,65.1600036621094,2020-04-15
65.9000015258789,66.1600036621094,65.7399978637695,66.0899963378906,703,66.0899963378906,2020-04-16
67.8000030517578,67.9300003051758,67.5999984741211,66.7699966430664,209,66.7699966430664,2020-04-17
67.4000015258789,67.4599990844727,66.6500015258789,67.3600006103516,1189,67.3600006103516,2020-04-20
66.6800003051758,66.6800003051758,65.2200012207031,64.7099990844727,1350,64.7099990844727,2020-04-21
65.5899963378906,66.2200012207031,65.5899963378906,66.2399978637695,351,66.2399978637695,2020-04-22
66.9000015258789,67.5100021362305,66.6999969482422,67.2300033569336,525,67.2300033569336,2020-04-23
66.9100036621094,67,66.5199966430664,66.4300003051758,427,66.4300003051758,2020-04-24
67.5999984741211,67.7699966430664,67.5,67.8399963378906,2042,67.8399963378906,2020-04-27
67.9400024414062,68.75,67.9400024414062,68.3000030517578,774,68.3000030517578,2020-04-28
68.6500015258789,69.6800003051758,68.629997253418,69.620002746582,1088,69.620002746582,2020-04-29
69.8899993896484,69.9199981689453,68.75,68.379997253418,4997,68.379997253418,2020-04-30
66.1399993896484,66.3399963378906,65.7300033569336,66.1600036621094,2807,66.1600036621094,2020-05-04
67.4300003051758,67.9000015258789,67.2399978637695,68.1800003051758,615,68.1800003051758,2020-05-05
68.629997253418,68.629997253418,68.0899963378906,67.9100036621094,785,67.9100036621094,2020-05-06
68.3600006103516,68.5,68.3499984741211,68.5500030517578,292,68.5500030517578,2020-05-07
69.0500030517578,69.0899963378906,68.9000015258789,69.0899963378906,587,69.0899963378906,2020-05-08
69.8300018310547,69.8300018310547,68.8199996948242,69.2200012207031,1057,69.2200012207031,2020-05-11
69.1900024414062,69.2900009155273,69.0999984741211,69.2600021362305,60,69.2600021362305,2020-05-12
68.370002746582,68.4400024414062,67.6999969482422,67.7399978637695,1388,67.7399978637695,2020-05-13
67.1999969482422,67.1999969482422,66.1399993896484,66.8600006103516,136,66.8600006103516,2020-05-14
68.0699996948242,68.0899963378906,67.5,67.3000030517578,244,67.3000030517578,2020-05-15
68.629997253418,69.4000015258789,68.5500030517578,69.6999969482422,309,69.6999969482422,2020-05-18
69.4599990844727,69.5,69.1900024414062,69.4899978637695,1368,69.4899978637695,2020-05-19
68.8899993896484,69.5800018310547,68.8600006103516,69.7300033569336,163,69.7300033569336,2020-05-20
69.1500015258789,69.5,68.9800033569336,68.9000015258789,523,68.9000015258789,2020-05-21
68.8600006103516,69.2799987792969,68.8600006103516,69.0899963378906,345,69.0899963378906,2020-05-22
70.129997253418,70.1900024414062,70.0899963378906,70.2900009155273,255,70.2900009155273,2020-05-25
70.9700012207031,70.9700012207031,70.4000015258789,70.4899978637695,1121,70.4899978637695,2020-05-26
70.8000030517578,71.1500015258789,69.9700012207031,70.1900024414062,11590,70.1900024414062,2020-05-27
71,71.3099975585938,71,71.0999984741211,229,71.0999984741211,2020-05-28
70.1399993896484,70.3099975585938,69.8000030517578,69.7699966430664,1152,69.7699966430664,2020-05-29
71.129997253418,71.129997253418,70.4499969482422,70.8499984741211,2987,70.8499984741211,2020-06-01
71.0500030517578,71.4499969482422,71.0500030517578,71.3000030517578,3014,71.3000030517578,2020-06-02
72.2300033569336,72.5,72.2300033569336,72.4199981689453,84,72.4199981689453,2020-06-03
72.4199981689453,72.4199981689453,72,71.6800003051758,481,71.6800003051758,2020-06-04
72,73.4400024414062,72,73.7399978637695,398,73.7399978637695,2020-06-05
73.4300003051758,73.75,73.3600006103516,73.870002746582,711,73.870002746582,2020-06-08
74.370002746582,74.370002746582,73,73.3199996948242,2877,73.3199996948242,2020-06-09
73.5500030517578,73.7900009155273,72.9400024414062,73.1600036621094,380,73.1600036621094,2020-06-10
71.629997253418,71.8600006103516,70.5999984741211,70.5,2003,70.5,2020-06-11
70.0400009155273,71.2900009155273,70.0400009155273,70.2699966430664,581,70.2699966430664,2020-06-12
68.8099975585938,70,68.5500030517578,69.9599990844727,1622,69.9599990844727,2020-06-15
71.3899993896484,72.75,71.3899993896484,72.120002746582,884,72.120002746582,2020-06-16
72.6699981689453,72.7600021362305,72.4700012207031,72.4700012207031,1359,72.4700012207031,2020-06-17
72.4000015258789,72.4000015258789,71.9300003051758,72.3199996948242,83,72.3199996948242,2020-06-18
73.0400009155273,73.0599975585938,72.9499969482422,72.9300003051758,575,72.9300003051758,2020-06-19
72.1699981689453,72.2600021362305,72,72.0599975585938,47,72.0599975585938,2020-06-22
72.5500030517578,72.5999984741211,72.5500030517578,72.7300033569336,1699,72.7300033569336,2020-06-23
72.3499984741211,72.3499984741211,71.5400009155273,71.0199966430664,282,71.0199966430664,2020-06-24
70.8600006103516,71.379997253418,70.5,71.3000030517578,434,71.3000030517578,2020-06-25
71.6999969482422,71.9599990844727,71.6999969482422,70.870002746582,692,70.870002746582,2020-06-26
70.5999984741211,70.8199996948242,70.379997253418,71.0299987792969,459,71.0299987792969,2020-06-29
71.5299987792969,71.5299987792969,71.0800018310547,71.5999984741211,14,71.5999984741211,2020-06-30
72.0599975585938,72.0699996948242,71.5899963378906,71.7399978637695,444,71.7399978637695,2020-07-01
72.6399993896484,73.2200012207031,72.6399993896484,72.9899978637695,388,72.9899978637695,2020-07-02
73.0899963378906,73.1999969482422,72.8199996948242,72.6800003051758,417,72.6800003051758,2020-07-03
73.9000015258789,73.9100036621094,73.5,73.7799987792969,728,73.7799987792969,2020-07-06
73.629997253418,73.8499984741211,73.3000030517578,73.7900009155273,924,73.7900009155273,2020-07-07
73.5199966430664,73.5899963378906,73.1600036621094,72.9899978637695,925,72.9899978637695,2020-07-08
73.5899963378906,73.6900024414062,73.5899963378906,72.7300033569336,47,72.7300033569336,2020-07-09
72.9800033569336,73.1699981689453,72.9199981689453,73.379997253418,275,73.379997253418,2020-07-10
74.0500030517578,74.3099975585938,74,74.4300003051758,1050,74.4300003051758,2020-07-13
73.2699966430664,73.3099975585938,72.3499984741211,72.9000015258789,1059,72.9000015258789,2020-07-14
73.9700012207031,74.25,73.8099975585938,74.0699996948242,1032,74.0699996948242,2020-07-15
74.0699996948242,74.0699996948242,74.0699996948242,74.0699996948242,0,74.0699996948242,2020-07-16
73.7600021362305,73.7600021362305,73.5,73.7200012207031,325,73.7200012207031,2020-07-17
73.4100036621094,74.1399993896484,73.4100036621094,74.0999984741211,47,74.0999984741211,2020-07-20
74.6900024414062,75.2300033569336,74.6500015258789,74.5599975585938,260,74.5599975585938,2020-07-21
74.2699966430664,74.2699966430664,73.5999984741211,73.6900024414062,2028,73.6900024414062,2020-07-22
74.2900009155273,74.2900009155273,73.9100036621094,73.9300003051758,614,73.9300003051758,2020-07-23
72.6399993896484,72.8899993896484,72.4499969482422,72.5699996948242,2089,72.5699996948242,2020-07-24
72.379997253418,72.4000015258789,72.2300033569336,72.1500015258789,1765,72.1500015258789,2020-07-27
72.7300033569336,72.75,72.2600021362305,72.5999984741211,5300,72.5999984741211,2020-07-28
72.4000015258789,72.5999984741211,72.3000030517578,72.5199966430664,1390,72.5199966430664,2020-07-29
72.2200012207031,72.2200012207031,71.2200012207031,71.6399993896484,730,71.6399993896484,2020-07-30
71.7799987792969,72,71.3899993896484,71.5100021362305,399,71.5100021362305,2020-07-31
72.1600036621094,73.0800018310547,72,72.9599990844727,907,72.9599990844727,2020-08-03
73.0800018310547,73.1600036621094,72.7200012207031,72.9499969482422,1034,72.9499969482422,2020-08-04
73.3099975585938,73.3099975585938,72.9000015258789,72.9899978637695,467,72.9899978637695,2020-08-05
72.9599990844727,73.3099975585938,72.8300018310547,73.0199966430664,101,73.0199966430664,2020-08-06
73.1399993896484,73.4100036621094,73.1399993896484,73.4700012207031,77,73.4700012207031,2020-08-07
73.8000030517578,73.8899993896484,73.6800003051758,73.6500015258789,105,73.6500015258789,2020-08-10
74.2200012207031,74.7200012207031,74.2200012207031,74.4599990844727,707,74.4599990844727,2020-08-11
74.4199981689453,74.75,74.4199981689453,74.6500015258789,587,74.6500015258789,2020-08-12
74.5,74.5,74.25,74.5199966430664,999,74.5199966430664,2020-08-13
74,74.1500015258789,73.9100036621094,74.1500015258789,931,74.1500015258789,2020-08-14
74,74.4000015258789,74,74.2900009155273,367,74.2900009155273,2020-08-17
74.0899963378906,74.2900009155273,73.75,73.9700012207031,175,73.9700012207031,2020-08-18
74.1699981689453,74.3600006103516,74.0400009155273,74.2600021362305,78,74.2600021362305,2020-08-19
73.7699966430664,74.0299987792969,73.75,73.9300003051758,494,73.9300003051758,2020-08-20
74.3000030517578,74.4000015258789,74.1800003051758,74.4800033569336,196,74.4800033569336,2020-08-21
75.1900024414062,75.379997253418,75.0500030517578,75.1800003051758,2407,75.1800003051758,2020-08-24
75.8499984741211,75.8499984741211,75.1800003051758,75.3199996948242,1009,75.3199996948242,2020-08-25
75.4800033569336,75.9000015258789,75.4800033569336,75.8199996948242,747,75.8199996948242,2020-08-26
75.870002746582,76.4899978637695,75.870002746582,76.2699966430664,422,76.2699966430664,2020-08-27
76.0599975585938,76.0599975585938,75.6999969482422,75.8099975585938,312,75.8099975585938,2020-08-28
76.2099990844727,76.2099990844727,75.4000015258789,75.2300033569336,1053,75.2300033569336,2020-08-31
75.7300033569336,75.8600006103516,75.1800003051758,75.5999984741211,710,75.5999984741211,2020-09-01
76.25,77.1999969482422,76.25,76.8199996948242,602,76.8199996948242,2020-09-02
77.5500030517578,77.5500030517578,75.2900009155273,75.379997253418,636,75.379997253418,2020-09-03
74.9300003051758,75.7900009155273,73.7099990844727,73.8300018310547,2414,73.8300018310547,2020-09-04
74.3300018310547,75.120002746582,74.3300018310547,75.0599975585938,270,75.0599975585938,2020-09-07
75.1800003051758,75.1800003051758,73.8399963378906,74,287,74,2020-09-08
73.7900009155273,74.6800003051758,73.7900009155273,74.6600036621094,567,74.6600036621094,2020-09-09
74.75,74.75,74.4000015258789,74.379997253418,502,74.379997253418,2020-09-10
74.2399978637695,74.3000030517578,73.75,74.0199966430664,409,74.0199966430664,2020-09-11
74.5299987792969,74.6399993896484,74.2300033569336,74.5299987792969,1083,74.5299987792969,2020-09-14
74.6399993896484,75.2799987792969,74.5299987792969,75.2399978637695,3348,75.2399978637695,2020-09-15
75.2399978637695,75.4700012207031,75.1999969482422,75.4000015258789,5497,75.4000015258789,2020-09-16
74.3600006103516,74.7900009155273,74.1500015258789,74.629997253418,3271,74.629997253418,2020-09-17
74.5,74.6999969482422,74,74.0299987792969,2991,74.0299987792969,2020-09-18
73.5800018310547,73.5800018310547,72.379997253418,72.4300003051758,3663,72.4300003051758,2020-09-21
73.1699981689453,73.4499969482422,73.1699981689453,73.2799987792969,848,73.2799987792969,2020-09-22
74.1900024414062,74.2900009155273,73.9700012207031,73.7200012207031,2941,73.7200012207031,2020-09-23
72.6600036621094,73.0400009155273,72.4499969482422,72.7699966430664,5762,72.7699966430664,2020-09-24
73.0500030517578,73.120002746582,72.4000015258789,73.25,5327,73.25,2020-09-25
74.5,75.6699981689453,74.2399978637695,74.75,7940,74.75,2020-09-28
74.6100006103516,74.6699981689453,74.2099990844727,74.1100006103516,9618,74.1100006103516,2020-09-29
73.8000030517578,74.8099975585938,73.8000030517578,74.6999969482422,251,74.6999969482422,2020-09-30
75.129997253418,75.2900009155273,74.5999984741211,74.8199996948242,2852,74.8199996948242,2020-10-01
73.9300003051758,74.5400009155273,73.8499984741211,74.6699981689453,944,74.6699981689453,2020-10-02
75.0100021362305,75.0100021362305,74.620002746582,75.0100021362305,3059,75.0100021362305,2020-10-05
75.1699981689453,75.4899978637695,75.0800018310547,75.3199996948242,628,75.3199996948242,2020-10-06
75.2600021362305,75.5299987792969,75.1699981689453,75.4499969482422,3250,75.4499969482422,2020-10-07
76,76.2699966430664,75.8600006103516,76.0999984741211,825,76.0999984741211,2020-10-08
76.4599990844727,76.4599990844727,76.0899963378906,76.3199996948242,1596,76.3199996948242,2020-10-09
76.5199966430664,77.1500015258789,76.5199966430664,77.3399963378906,1807,77.3399963378906,2020-10-12
77.4000015258789,77.6100006103516,77.2799987792969,77.4700012207031,419,77.4700012207031,2020-10-13
77.6100006103516,77.7099990844727,77.3199996948242,77.2699966430664,794,77.2699966430664,2020-10-14
76.5699996948242,76.6100006103516,76.0800018310547,76.4300003051758,1502,76.4300003051758,2020-10-15
76.8899993896484,77.4199981689453,76.6800003051758,77.0699996948242,1235,77.0699996948242,2020-10-16
77.4199981689453,77.4199981689453,76.3600006103516,76.3600006103516,396,76.3600006103516,2020-10-19
76.3000030517578,76.3000030517578,75.75,75.8000030517578,708,75.8000030517578,2020-10-20
75.9800033569336,75.9800033569336,75.2799987792969,75.379997253418,1344,75.379997253418,2020-10-21
75.1999969482422,75.7099990844727,75,75.5,466,75.5,2020-10-22
75.7200012207031,76.0899963378906,75.7200012207031,75.620002746582,623,75.620002746582,2020-10-23
75.129997253418,75.4300003051758,74.6999969482422,74.6900024414062,2657,74.6900024414062,2020-10-26
74.9400024414062,75.0400009155273,74.4700012207031,74.6500015258789,1765,74.6500015258789,2020-10-27
74.3499984741211,74.3499984741211,72.8499984741211,73.0500030517578,1701,73.0500030517578,2020-10-28
73.8600006103516,73.8600006103516,72.7799987792969,73.5599975585938,1305,73.5599975585938,2020-10-29
72.6900024414062,73.3199996948242,72.3499984741211,73.1399993896484,1289,73.1399993896484,2020-10-30
73.629997253418,74.4599990844727,73.5999984741211,74.0400009155273,2366,74.0400009155273,2020-11-02
74.5,75.1600036621094,74.4000015258789,75.0899963378906,1025,75.0899963378906,2020-11-03
74.870002746582,76.8000030517578,74.8000030517578,76.7600021362305,2662,76.7600021362305,2020-11-04
77.25,77.5299987792969,77.0599975585938,77.4300003051758,2414,77.4300003051758,2020-11-05
77.1800003051758,77.2600021362305,76.3899993896484,76.9100036621094,1319,76.9100036621094,2020-11-06
77.9899978637695,80.2900009155273,77.9899978637695,79.5899963378906,4554,79.5899963378906,2020-11-09
78.7200012207031,79.0800018310547,78.2900009155273,78.5999984741211,2469,78.5999984741211,2020-11-10
78.8899993896484,79.5500030517578,78.8600006103516,79.5400009155273,1328,79.5400009155273,2020-11-11
79.0500030517578,79.2099990844727,78.9000015258789,79,1993,79,2020-11-12
78.7900009155273,79.1100006103516,78.7799987792969,78.9499969482422,1546,78.9499969482422,2020-11-13
79.6399993896484,80.1800003051758,79.6399993896484,80.1699981689453,2000,80.1699981689453,2020-11-16
80.0400009155273,80.0400009155273,79.4000015258789,79.8300018310547,1764,79.8300018310547,2020-11-17
79.5500030517578,80.2200012207031,79.5500030517578,80.0299987792969,2965,80.0299987792969,2020-11-18
79.4899978637695,79.4899978637695,79.0400009155273,79.4800033569336,1726,79.4800033569336,2020-11-19
79.3199996948242,79.7699966430664,79.3199996948242,79.6800003051758,2832,79.6800003051758,2020-11-20
79.9100036621094,80.0299987792969,79.5999984741211,79.7399978637695,3348,79.7399978637695,2020-11-23
80.4499969482422,80.75,80.2900009155273,80.7200012207031,3110,80.7200012207031,2020-11-24
80.8099975585938,80.8099975585938,80.3199996948242,80.4800033569336,2395,80.4800033569336,2020-11-25
80.6800003051758,80.7799987792969,80.6100006103516,80.6600036621094,2701,80.6600036621094,2020-11-26
80.6399993896484,80.870002746582,80.6399993896484,80.75,15473,80.75,2020-11-27
79.9499969482422,80.3199996948242,79.6500015258789,79.8099975585938,5793,79.8099975585938,2020-11-30
80.5400009155273,80.8600006103516,80.2900009155273,80.4199981689453,2456,80.4199981689453,2020-12-01
80.0100021362305,80.2699966430664,79.8000030517578,80.0800018310547,1015,80.0800018310547,2020-12-02
80.0999984741211,80.129997253418,79.879997253418,80.1800003051758,1103,80.1800003051758,2020-12-03
80.2699966430664,80.629997253418,80.1800003051758,80.620002746582,528,80.620002746582,2020-12-04
80.7200012207031,80.7200012207031,80.3099975585938,80.6600036621094,1614,80.6600036621094,2020-12-07
80.5899963378906,80.7799987792969,80.25,80.8099975585938,247,80.8099975585938,2020-12-08
80.9700012207031,81.2699966430664,80.9700012207031,81.0800018310547,2878,81.0800018310547,2020-12-09
80.6500015258789,80.75,80,80.6500015258789,1283,80.6500015258789,2020-12-10
80.3499984741211,80.379997253418,79.6999969482422,80.0899963378906,1282,80.0899963378906,2020-12-11
80.5299987792969,80.7600021362305,80.5299987792969,80.5100021362305,2356,80.5100021362305,2020-12-14
80.2200012207031,80.5699996948242,80.2200012207031,80.3499984741211,2304,80.3499984741211,2020-12-15
80.8899993896484,81,80.5500030517578,80.8600006103516,6069,80.8600006103516,2020-12-16
81.120002746582,81.120002746582,80.9499969482422,80.9300003051758,2212,80.9300003051758,2020-12-17
80.7600021362305,81.0699996948242,80.7600021362305,80.7099990844727,3149,80.7099990844727,2020-12-18
80.5899963378906,80.5899963378906,79,79.7300033569336,3737,79.7300033569336,2020-12-21
80.129997253418,80.5800018310547,80.129997253418,80.4400024414062,987,80.4400024414062,2020-12-22
80.6100006103516,80.8499984741211,80.5999984741211,80.8199996948242,2746,80.8199996948242,2020-12-23
81.0999984741211,81.4100036621094,80.9499969482422,81.2600021362305,4126,81.2600021362305,2020-12-28
81.6399993896484,81.75,81.2600021362305,81.4400024414062,1591,81.4400024414062,2020-12-29
81.6699981689453,81.7300033569336,81.25,81.3899993896484,4853,81.3899993896484,2020-12-30
82.2200012207031,82.2900009155273,80.9499969482422,81.1699981689453,4812,81.1699981689453,2021-01-04
81.379997253418,81.5100021362305,80.8600006103516,81.25,1674,81.25,2021-01-05
80.9800033569336,82.5400009155273,80.9300003051758,82.4300003051758,7286,82.4300003051758,2021-01-06
82.4100036621094,83.0800018310547,82.3000030517578,82.9300003051758,5215,82.9300003051758,2021-01-07
83.8300018310547,83.8300018310547,81.8199996948242,83.6500015258789,11267,83.6500015258789,2021-01-08
83.879997253418,84.1100006103516,83.5999984741211,84.0100021362305,3844,84.0100021362305,2021-01-11
84.1100006103516,84.120002746582,83.8199996948242,83.9700012207031,3435,83.9700012207031,2021-01-12
83.9199981689453,84.2099990844727,83.7200012207031,84.1500015258789,2038,84.1500015258789,2021-01-13
84.4899978637695,84.9000015258789,84.4300003051758,84.6500015258789,826,84.6500015258789,2021-01-14
84.1399993896484,84.2600021362305,83.5,83.9800033569336,5632,83.9800033569336,2021-01-15
83.9300003051758,84.1999969482422,83.8600006103516,84.129997253418,7330,84.129997253418,2021-01-18
84.5599975585938,84.5599975585938,84.1800003051758,84.2399978637695,861,84.2399978637695,2021-01-19
84.5299987792969,85.3499984741211,84.5299987792969,85.2699966430664,5621,85.2699966430664,2021-01-20
85.7699966430664,85.7699966430664,85.2699966430664,85.2900009155273,1148,85.2900009155273,2021-01-21
84.75,84.8000030517578,84.1500015258789,84.6399993896484,4558,84.6399993896484,2021-01-22
85.1999969482422,85.370002746582,84.3199996948242,84.5299987792969,2794,84.5299987792969,2021-01-25
84.7399978637695,85.2200012207031,84.7399978637695,84.9199981689453,4289,84.9199981689453,2021-01-26
84.6900024414062,84.9300003051758,83.5199966430664,83.9700012207031,2766,83.9700012207031,2021-01-27
82.6999969482422,84.120002746582,81.3099975585938,83.870002746582,9391,83.870002746582,2021-01-28
82.5100021362305,83.0599975585938,82.3199996948242,82.3300018310547,60999,82.3300018310547,2021-01-29
82.8899993896484,83.5,82.7699966430664,83.3199996948242,4962,83.3199996948242,2021-02-01
84.25,85.2399978637695,84.25,85.1800003051758,3396,85.1800003051758,2021-02-02
85.5800018310547,85.5999984741211,85.1999969482422,85.3099975585938,3000,85.3099975585938,2021-02-03
85.3899993896484,86.0699996948242,85.3899993896484,85.9899978637695,3962,85.9899978637695,2021-02-04
86.4899978637695,86.7600021362305,86.1800003051758,86.3199996948242,6337,86.3199996948242,2021-02-05
86.5800018310547,86.7900009155273,86.4700012207031,86.6500015258789,2478,86.6500015258789,2021-02-08
86.6600036621094,86.7699966430664,86.3399963378906,86.5400009155273,7712,86.5400009155273,2021-02-09
86.7900009155273,86.9599990844727,86,86.3399963378906,1278,86.3399963378906,2021-02-10
86.6999969482422,86.879997253418,86.6699981689453,86.8300018310547,1377,86.8300018310547,2021-02-11
86.7200012207031,87.1500015258789,86.5,87.1100006103516,2431,87.1100006103516,2021-02-12
87.5800018310547,87.9700012207031,87.5500030517578,87.9000015258789,2005,87.9000015258789,2021-02-15
87.9599990844727,88,87.6500015258789,87.6500015258789,11494,87.6500015258789,2021-02-16
87.7200012207031,87.9499969482422,87.4400024414062,87.3899993896484,5565,87.3899993896484,2021-02-17
87.4800033569336,87.5500030517578,86.5,86.7600021362305,9510,86.7600021362305,2021-02-18
86.8000030517578,87.3099975585938,86.6500015258789,87.1800003051758,4617,87.1800003051758,2021-02-19
86.0999984741211,86.1999969482422,85.8399963378906,86.0800018310547,5411,86.0800018310547,2021-02-22
86.2099990844727,86.2200012207031,84.5999984741211,85.3899993896484,6813,85.3899993896484,2021-02-23
85.5899963378906,86.1600036621094,85.4000015258789,86.0800018310547,3601,86.0800018310547,2021-02-24
86.3499984741211,86.3499984741211,85.4000015258789,85.3499984741211,3476,85.3499984741211,2021-02-25
84.0599975585938,84.870002746582,83.8000030517578,84.3000030517578,19921,84.3000030517578,2021-02-26
85.4300003051758,86.3300018310547,85.4300003051758,86.1900024414062,5959,86.1900024414062,2021-03-01
86.1399993896484,86.5,85.8000030517578,85.8300018310547,5923,85.8300018310547,2021-03-02
86.3600006103516,86.4700012207031,85.3399963378906,85.6999969482422,5122,85.6999969482422,2021-03-03
85.0100021362305,85.4000015258789,84.5100021362305,85.0899963378906,5183,85.0899963378906,2021-03-04
84.4599990844727,85.6500015258789,84,84.0599975585938,4341,84.0599975585938,2021-03-05
