"MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","Date"
157.130004882812,157.699996948242,151.149993896484,153.630004882812,56371600,146.541015625,2020-03-11
145.300003051758,153.470001220703,138.580001831055,139.059997558594,93226400,132.643264770508,2020-03-12
147.5,161.910003662109,140.729995727539,158.830001831055,92727400,151.501052856445,2020-03-13
140,149.350006103516,135,135.419998168945,87905900,129.171264648438,2020-03-16
140,147.5,135,146.570007324219,81059800,139.806793212891,2020-03-17
138,146,135.020004272461,140.399993896484,81593200,133.921447753906,2020-03-18
142.770004272461,150.149993896484,139,142.710006713867,85922700,136.124877929688,2020-03-19
146,147.100006103516,135.860000610352,137.350006103516,84866200,131.01220703125,2020-03-20
137.009994506836,140.570007324219,132.520004272461,135.979995727539,78975200,129.705444335938,2020-03-23
143.75,149.600006103516,141.270004272461,148.339996337891,82516700,141.4951171875,2020-03-24
148.910003662109,154.330001831055,144.440002441406,146.919998168945,75638200,140.140625,2020-03-25
148.399993896484,156.660003662109,148.369995117188,156.110000610352,64568100,148.90657043457,2020-03-26
151.75,154.889999389648,149.199996948242,149.699996948242,57042300,142.792373657227,2020-03-27
152.440002441406,160.600006103516,150.009994506836,160.229995727539,63420300,152.836486816406,2020-03-30
159.399993896484,164.779998779297,156.559997558594,157.710006713867,77927200,150.432754516602,2020-03-31
153,157.75,150.820007324219,152.110000610352,57969900,145.091125488281,2020-04-01
151.860000610352,155.479995727539,150.360000610352,155.259994506836,49630700,148.095809936523,2020-04-02
155.100006103516,157.380004882812,152.190002441406,153.830001831055,41243300,146.73176574707,2020-04-03
160.320007324219,166.5,157.580001831055,165.270004272461,67111700,157.643859863281,2020-04-06
169.589996337891,170,163.259994506836,163.490005493164,62769000,155.946044921875,2020-04-07
165.669998168945,166.669998168945,163.5,165.130004882812,48318200,157.510360717773,2020-04-08
166.360000610352,167.369995117188,163.330001831055,165.139999389648,51385100,157.519882202148,2020-04-09
164.350006103516,165.570007324219,162.300003051758,165.509994506836,41905300,157.872817993164,2020-04-13
169,173.75,168,173.699996948242,52874300,165.684875488281,2020-04-14
171.199996948242,173.570007324219,169.240005493164,171.880004882812,40940800,163.948852539062,2020-04-15
174.300003051758,177.279998779297,172.899993896484,177.039993286133,50479600,168.870758056641,2020-04-16
179.5,180,175.869995117188,178.600006103516,52765600,170.358779907227,2020-04-17
176.630004882812,178.75,174.990005493164,175.059997558594,36669600,166.982177734375,2020-04-20
173.5,173.669998168945,166.110000610352,167.820007324219,56203700,160.076232910156,2020-04-21
171.389999389648,174,170.820007324219,173.520004272461,34620200,165.513168334961,2020-04-22
174.110000610352,175.059997558594,170.910003662109,171.419998168945,32790800,163.510101318359,2020-04-23
172.059997558594,174.559997558594,170.710006713867,174.550003051758,34277600,166.495697021484,2020-04-24
176.589996337891,176.899993896484,173.300003051758,174.050003051758,33194400,166.018753051758,2020-04-27
175.589996337891,175.669998168945,169.389999389648,169.809997558594,34392700,161.974411010742,2020-04-28
173.220001220703,177.679992675781,171.880004882812,177.429992675781,51286600,169.242782592773,2020-04-29
180,180.399993896484,176.229995727539,179.210006713867,53875900,170.940643310547,2020-04-30
175.800003051758,178.639999389648,174.009994506836,174.570007324219,39370500,166.514785766602,2020-05-01
174.490005493164,179,173.800003051758,178.839996337891,30372900,170.587738037109,2020-05-04
180.619995117188,183.649993896484,179.899993896484,180.759994506836,36839200,172.419189453125,2020-05-05
182.080001831055,184.199996948242,181.630004882812,182.539993286133,32139300,174.116958618164,2020-05-06
184.169998168945,184.550003051758,182.580001831055,183.600006103516,28316000,175.128112792969,2020-05-07
184.979995727539,185,183.360000610352,184.679992675781,30877800,176.158248901367,2020-05-08
183.149993896484,187.509994506836,182.850006103516,186.740005493164,30892700,178.123168945312,2020-05-11
186.800003051758,187.039993286133,182.300003051758,182.509994506836,32038200,174.08837890625,2020-05-12
182.550003051758,184.050003051758,176.539993286133,179.75,44711500,171.455764770508,2020-05-13
177.539993286133,180.690002441406,175.679992675781,180.529998779297,41873900,172.199722290039,2020-05-14
179.059997558594,187.059997558594,177,183.160003662109,46610400,174.708374023438,2020-05-15
185.75,186.199996948242,183.960006713867,184.910003662109,35264500,176.377639770508,2020-05-18
185.029998779297,186.600006103516,183.490005493164,183.630004882812,26799100,175.156707763672,2020-05-19
184.809997558594,185.850006103516,183.940002441406,185.660003662109,31261300,177.58625793457,2020-05-20
185.399993896484,186.669998168945,183.289993286133,183.429992675781,29119500,175.453201293945,2020-05-21
183.190002441406,184.460006713867,182.539993286133,183.509994506836,20826900,175.529739379883,2020-05-22
186.339996337891,186.5,181.100006103516,181.570007324219,36073600,173.674087524414,2020-05-26
180.199996948242,181.990005493164,176.600006103516,181.809997558594,39517100,173.903656005859,2020-05-27
180.740005493164,184.149993896484,180.380004882812,181.399993896484,33810200,173.511505126953,2020-05-28
182.729995727539,184.270004272461,180.410003662109,183.25,42130400,175.281066894531,2020-05-29
182.539993286133,183,181.460006713867,182.830001831055,22622400,174.879318237305,2020-06-01
184.25,185,181.350006103516,184.910003662109,30794600,176.868865966797,2020-06-02
184.820007324219,185.940002441406,183.580001831055,185.360000610352,27311000,177.299301147461,2020-06-03
184.300003051758,185.839996337891,182.300003051758,182.919998168945,28761800,174.965408325195,2020-06-04
182.619995117188,187.729995727539,182.009994506836,187.199996948242,39893600,179.059280395508,2020-06-05
185.940002441406,188.550003051758,184.440002441406,188.360000610352,33211600,180.168838500977,2020-06-08
188,190.699996948242,187.259994506836,189.800003051758,29783900,181.546234130859,2020-06-09
191.130004882812,198.520004272461,191.009994506836,196.839996337891,43872300,188.280044555664,2020-06-10
193.130004882812,195.759994506836,186.070007324219,186.270004272461,52854700,178.169723510742,2020-06-11
190.539993286133,191.720001220703,185.179992675781,187.740005493164,43373600,179.575790405273,2020-06-12
184.580001831055,190.820007324219,184.009994506836,188.940002441406,32770200,180.723602294922,2020-06-15
192.889999389648,195.580001831055,191.460006713867,193.570007324219,42556700,185.152252197266,2020-06-16
195.029998779297,196.320007324219,193.690002441406,194.240005493164,25687800,185.79313659668,2020-06-17
194,196.490005493164,194,196.320007324219,23061600,187.782699584961,2020-06-18
198.589996337891,199.289993286133,194.369995117188,195.149993896484,44441100,186.663558959961,2020-06-19
195.789993286133,200.759994506836,195.229995727539,200.570007324219,32818900,191.847854614258,2020-06-22
202.089996337891,203.949996948242,201.429992675781,201.910003662109,30917400,193.129577636719,2020-06-23
201.600006103516,203.25,196.559997558594,197.839996337891,36740600,189.236541748047,2020-06-24
197.800003051758,200.610000610352,195.470001220703,200.339996337891,27803900,191.627822875977,2020-06-25
199.729995727539,199.889999389648,194.880004882812,196.330001831055,54675800,187.792282104492,2020-06-26
195.779998779297,198.529998779297,193.550003051758,198.440002441406,26701600,189.810470581055,2020-06-29
197.880004882812,204.399993896484,197.740005493164,203.509994506836,34310300,194.660034179688,2020-06-30
203.139999389648,206.350006103516,201.770004272461,204.699996948242,32061200,195.798233032227,2020-07-01
205.679992675781,208.020004272461,205,206.259994506836,29315800,197.290420532227,2020-07-02
208.830001831055,211.130004882812,208.089996337891,210.699996948242,31897600,201.537338256836,2020-07-06
210.449996948242,214.669998168945,207.990005493164,208.25,33600700,199.193878173828,2020-07-07
210.070007324219,213.259994506836,208.690002441406,212.830001831055,33600000,203.574737548828,2020-07-08
216.330001831055,216.380004882812,211.470001220703,214.320007324219,33121700,204.999893188477,2020-07-09
213.619995117188,214.080001831055,211.080001831055,213.669998168945,26177600,204.378158569336,2020-07-10
214.479995727539,215.800003051758,206.5,207.070007324219,38135600,198.065155029297,2020-07-13
206.130004882812,208.850006103516,202.029998779297,208.350006103516,37591800,199.289566040039,2020-07-14
209.559997558594,211.330001831055,205.029998779297,208.039993286133,32179400,198.992965698242,2020-07-15
205.399993896484,205.699996948242,202.309997558594,203.919998168945,29940700,195.052154541016,2020-07-16
204.470001220703,205.039993286133,201.389999389648,202.880004882812,31635300,194.057373046875,2020-07-17
205,212.300003051758,203.009994506836,211.600006103516,36884800,202.398208618164,2020-07-20
213.660003662109,213.940002441406,208.029998779297,208.75,37990400,199.672149658203,2020-07-21
209.199996948242,212.300003051758,208.389999389648,211.75,49605700,202.541641235352,2020-07-22
207.190002441406,210.919998168945,202.149993896484,202.539993286133,67457000,193.732177734375,2020-07-23
200.419998168945,202.860000610352,197.509994506836,201.300003051758,39827000,192.546096801758,2020-07-24
201.470001220703,203.970001220703,200.860000610352,203.850006103516,30160900,194.985214233398,2020-07-27
203.610000610352,204.699996948242,201.740005493164,202.020004272461,23251400,193.234817504883,2020-07-28
202.5,204.649993896484,202.009994506836,204.059997558594,19632600,195.186065673828,2020-07-29
201,204.460006713867,199.570007324219,203.899993896484,25079600,195.033050537109,2020-07-30
204.399993896484,205.100006103516,199.009994506836,205.009994506836,51044000,196.094757080078,2020-07-31
211.520004272461,217.639999389648,210.440002441406,216.539993286133,78983000,207.123382568359,2020-08-03
214.169998168945,214.770004272461,210.309997558594,213.289993286133,49280100,204.014694213867,2020-08-04
214.899993896484,215,211.570007324219,212.940002441406,28806400,203.679946899414,2020-08-05
212.339996337891,216.369995117188,211.550003051758,216.350006103516,32656800,206.941650390625,2020-08-06
214.850006103516,215.699996948242,210.929992675781,212.479995727539,27820400,203.239898681641,2020-08-07
211.669998168945,211.880004882812,206.350006103516,208.25,36716500,199.193878173828,2020-08-10
207.160003662109,207.649993896484,203.139999389648,203.380004882812,36446500,194.535705566406,2020-08-11
205.289993286133,210.279998779297,204.75,209.190002441406,28013100,200.093017578125,2020-08-12
209.440002441406,211.350006103516,208.149993896484,208.699996948242,22588900,199.624252319336,2020-08-13
208.759994506836,209.589996337891,207.509994506836,208.899993896484,17958900,199.815612792969,2020-08-14
209.600006103516,211.190002441406,208.919998168945,210.279998779297,20184800,201.135635375977,2020-08-17
210.529998779297,212.360000610352,209.210006713867,211.490005493164,21336200,202.292999267578,2020-08-18
211.490005493164,212.100006103516,209.25,209.699996948242,27627600,201.065673828125,2020-08-19
209.539993286133,215,208.910003662109,214.580001831055,26981500,205.744735717773,2020-08-20
213.860000610352,216.25,212.850006103516,213.020004272461,36249300,204.248992919922,2020-08-21
214.789993286133,215.520004272461,212.429992675781,213.690002441406,25460100,204.891418457031,2020-08-24
213.100006103516,216.610000610352,213.100006103516,216.470001220703,23043700,207.556930541992,2020-08-25
217.880004882812,222.089996337891,217.360000610352,221.149993896484,39600800,212.04426574707,2020-08-26
222.889999389648,231.149993896484,219.399993896484,226.580001831055,57602200,217.250686645508,2020-08-27
228.179992675781,230.639999389648,226.580001831055,228.910003662109,26292900,219.48469543457,2020-08-28
227,228.699996948242,224.309997558594,225.529998779297,28774200,216.243881225586,2020-08-31
225.509994506836,227.449996948242,224.429992675781,227.270004272461,25725500,217.912246704102,2020-09-01
227.970001220703,232.860000610352,227.350006103516,231.649993896484,34080800,222.111877441406,2020-09-02
229.270004272461,229.309997558594,214.960006713867,217.300003051758,58400300,208.352767944336,2020-09-03
215.100006103516,218.360000610352,205.190002441406,214.25,59664100,205.428344726562,2020-09-04
206.5,210.029998779297,202.199996948242,202.660003662109,52924300,194.315551757812,2020-09-08
207.600006103516,214.839996337891,206.699996948242,211.289993286133,45679000,202.590240478516,2020-09-09
213.399993896484,214.740005493164,204.110000610352,205.369995117188,35461500,196.913955688477,2020-09-10
207.199996948242,208.630004882812,201.240005493164,204.029998779297,33620100,195.629135131836,2020-09-11
204.240005493164,209.199996948242,204.029998779297,205.410003662109,30375800,196.95231628418,2020-09-14
208.419998168945,209.779998779297,206.929992675781,208.779998779297,21823900,200.183547973633,2020-09-15
210.619995117188,210.649993896484,204.639999389648,205.050003051758,26328100,196.607147216797,2020-09-16
200.050003051758,204.330001831055,199.960006713867,202.910003662109,34011300,194.555252075195,2020-09-17
202.800003051758,203.649993896484,196.25,200.389999389648,55225300,192.13899230957,2020-09-18
197.190002441406,202.710006713867,196.380004882812,202.539993286133,39839700,194.200500488281,2020-09-21
205.059997558594,208.100006103516,202.080001831055,207.419998168945,33517100,198.879531860352,2020-09-22
207.899993896484,208.100006103516,200.029998779297,200.589996337891,30803800,192.330749511719,2020-09-23
199.850006103516,205.570007324219,199.199996948242,203.190002441406,31202500,194.82373046875,2020-09-24
203.550003051758,209.039993286133,202.539993286133,207.820007324219,29437300,199.263107299805,2020-09-25
210.880004882812,212.570007324219,208.059997558594,209.440002441406,32004900,200.816360473633,2020-09-28
209.350006103516,210.070007324219,206.809997558594,207.259994506836,24221900,198.726135253906,2020-09-29
207.729995727539,211.979995727539,206.539993286133,210.330001831055,33829100,201.669738769531,2020-09-30
213.490005493164,213.990005493164,211.320007324219,212.460006713867,27158400,203.712066650391,2020-10-01
208,210.990005493164,205.539993286133,206.190002441406,33154800,197.700225830078,2020-10-02
207.220001220703,210.410003662109,206.979995727539,210.380004882812,21331600,201.717697143555,2020-10-05
208.820007324219,210.179992675781,204.820007324219,205.910003662109,28554300,197.431762695312,2020-10-06
207.059997558594,210.110000610352,206.720001220703,209.830001831055,25681100,201.190353393555,2020-10-07
210.509994506836,211.190002441406,208.320007324219,210.580001831055,19925800,201.909408569336,2020-10-08
211.229995727539,215.860000610352,211.229995727539,215.809997558594,26458000,206.924118041992,2020-10-09
218.789993286133,223.860000610352,216.809997558594,221.399993896484,40461400,212.283950805664,2020-10-12
222.720001220703,225.210006713867,220.429992675781,222.860000610352,28950800,213.683837890625,2020-10-13
223,224.220001220703,219.130004882812,220.860000610352,23421700,211.766174316406,2020-10-14
217.100006103516,220.360000610352,216.009994506836,219.660003662109,22733100,210.615585327148,2020-10-15
220.149993896484,222.289993286133,219.320007324219,219.660003662109,26057900,210.615585327148,2020-10-16
220.419998168945,222.300003051758,213.720001220703,214.220001220703,27625800,205.399612426758,2020-10-19
215.800003051758,217.369995117188,213.089996337891,214.649993896484,22753500,205.811828613281,2020-10-20
213.119995117188,216.919998168945,213.119995117188,214.800003051758,22724900,205.955703735352,2020-10-21
213.929992675781,216.059997558594,211.699996948242,214.889999389648,22351500,206.041976928711,2020-10-22
215.029998779297,216.279998779297,213.160003662109,216.229995727539,18879600,207.32682800293,2020-10-23
213.850006103516,216.339996337891,208.100006103516,210.080001831055,37111600,201.43000793457,2020-10-26
211.589996337891,214.669998168945,210.330001831055,213.25,36700300,204.469543457031,2020-10-27
207.669998168945,208.839996337891,202.100006103516,202.679992675781,51195600,194.334747314453,2020-10-28
204.070007324219,207.360000610352,203.369995117188,204.720001220703,31432600,196.290725708008,2020-10-29
203.5,204.289993286133,199.619995117188,202.470001220703,36953700,194.133361816406,2020-10-30
204.289993286133,205.279998779297,200.119995117188,202.330001831055,30842200,193.999130249023,2020-11-02
203.889999389648,208.119995117188,203.119995117188,206.429992675781,27512000,197.930297851562,2020-11-03
214.020004272461,218.320007324219,212.419998168945,216.389999389648,42311800,207.480224609375,2020-11-04
222.039993286133,224.119995117188,221.149993896484,223.289993286133,36080100,214.096115112305,2020-11-05
222.259994506836,224.360000610352,218.029998779297,223.720001220703,25231900,214.508422851562,2020-11-06
224.440002441406,228.119995117188,217.880004882812,218.389999389648,44395000,209.397857666016,2020-11-09
214.5,216.5,209.720001220703,211.009994506836,44045100,202.321746826172,2020-11-10
212.389999389648,218.039993286133,212.199996948242,216.550003051758,29440800,207.633636474609,2020-11-11
217.210006713867,219.110000610352,214.460006713867,215.440002441406,21593900,206.569351196289,2020-11-12
216.360000610352,217.419998168945,214.160003662109,216.509994506836,18621100,207.595275878906,2020-11-13
214.869995117188,217.740005493164,214.520004272461,217.229995727539,24953300,208.28564453125,2020-11-16
216.100006103516,217.679992675781,214.080001831055,214.460006713867,24154100,205.62971496582,2020-11-17
213.649993896484,215.169998168945,210.929992675781,211.080001831055,28372800,202.918716430664,2020-11-18
211.380004882812,213.029998779297,209.929992675781,212.419998168945,24792700,204.206924438477,2020-11-19
212.199996948242,213.289993286133,210,210.389999389648,22843100,202.255386352539,2020-11-20
210.949996948242,212.289993286133,208.160003662109,210.110000610352,25683500,201.986251831055,2020-11-23
209.589996337891,214.25,208.860000610352,213.860000610352,33979700,205.591217041016,2020-11-24
215.110000610352,215.289993286133,212.460006713867,213.869995117188,21012900,205.600875854492,2020-11-25
214.850006103516,216.270004272461,214.039993286133,215.229995727539,14512200,206.908294677734,2020-11-27
214.100006103516,214.759994506836,210.839996337891,214.070007324219,33064800,205.793121337891,2020-11-30
214.509994506836,217.320007324219,213.350006103516,216.210006713867,30904500,207.850357055664,2020-12-01
214.880004882812,215.470001220703,212.800003051758,215.369995117188,23724500,207.042846679688,2020-12-02
214.610000610352,216.380004882812,213.649993896484,214.240005493164,25120900,205.956558227539,2020-12-03
214.220001220703,215.380004882812,213.179992675781,214.360000610352,24666000,206.071899414062,2020-12-04
214.369995117188,215.539993286133,212.990005493164,214.289993286133,24620000,206.004608154297,2020-12-07
213.970001220703,216.949996948242,212.889999389648,216.009994506836,23284100,207.658142089844,2020-12-08
215.160003662109,215.229995727539,211.210006713867,211.800003051758,32440600,203.610870361328,2020-12-09
211.770004272461,213.080001831055,210.360000610352,210.520004272461,26733300,202.380416870117,2020-12-10
210.050003051758,213.320007324219,209.110000610352,213.259994506836,30979400,205.014434814453,2020-12-11
213.100006103516,216.210006713867,212.880004882812,214.199996948242,28798400,205.918090820312,2020-12-14
215.169998168945,215.419998168945,212.240005493164,214.130004882812,27000600,205.850845336914,2020-12-15
214.75,220.110000610352,214.720001220703,219.279998779297,35023300,210.801712036133,2020-12-16
219.869995117188,220.889999389648,217.919998168945,219.419998168945,32515800,210.936264038086,2020-12-17
218.589996337891,219.690002441406,216.020004272461,218.589996337891,63354900,210.13835144043,2020-12-18
217.550003051758,224,217.279998779297,222.589996337891,37181900,213.983703613281,2020-12-21
222.690002441406,225.630004882812,221.850006103516,223.940002441406,22612200,215.281448364258,2020-12-22
223.110000610352,223.559997558594,220.800003051758,221.020004272461,18699600,212.474395751953,2020-12-23
221.419998168945,223.610000610352,221.199996948242,222.75,10550600,214.137542724609,2020-12-24
224.449996948242,226.029998779297,223.020004272461,224.960006713867,17933500,216.262084960938,2020-12-28
226.309997558594,227.179992675781,223.580001831055,224.149993896484,17403200,215.483352661133,2020-12-29
225.229995727539,225.630004882812,221.470001220703,221.679992675781,20272300,213.10888671875,2020-12-30
221.699996948242,223,219.679992675781,222.419998168945,20942100,213.820236206055,2020-12-31
222.529998779297,223,214.809997558594,217.690002441406,37130100,209.273132324219,2021-01-04
217.259994506836,218.520004272461,215.699996948242,217.899993896484,23823000,209.475006103516,2021-01-05
212.169998168945,216.490005493164,211.940002441406,212.25,35930700,204.043502807617,2021-01-06
214.039993286133,219.339996337891,213.710006713867,218.289993286133,27694500,209.849960327148,2021-01-07
218.679992675781,220.580001831055,217.029998779297,219.619995117188,22956200,211.128494262695,2021-01-08
218.470001220703,218.910003662109,216.729995727539,217.490005493164,23031300,209.08088684082,2021-01-11
216.5,217.100006103516,213.320007324219,214.929992675781,23249300,206.619873046875,2021-01-12
214.020004272461,216.759994506836,213.929992675781,216.339996337891,20087100,207.975357055664,2021-01-13
215.910003662109,217.460006713867,212.740005493164,213.020004272461,29480800,204.783737182617,2021-01-14
213.520004272461,214.509994506836,212.029998779297,212.649993896484,31746500,204.428024291992,2021-01-15
213.75,216.979995727539,212.630004882812,216.440002441406,30480900,208.071502685547,2021-01-19
217.699996948242,225.789993286133,217.289993286133,224.339996337891,37777300,215.666061401367,2021-01-20
224.699996948242,226.300003051758,222.419998168945,224.970001220703,30709400,216.271682739258,2021-01-21
227.080001831055,230.070007324219,225.800003051758,225.949996948242,30172700,217.213760375977,2021-01-22
229.119995117188,229.779998779297,224.220001220703,229.529998779297,33152100,220.655380249023,2021-01-25
231.860000610352,234.179992675781,230.080001831055,232.330001831055,49169600,223.347122192383,2021-01-26
238,240.440002441406,230.139999389648,232.899993896484,69870600,223.895080566406,2021-01-27
235.610000610352,242.639999389648,235.089996337891,238.929992675781,49111200,229.691909790039,2021-01-28
235.990005493164,238.020004272461,231.350006103516,231.960006713867,42503100,222.991455078125,2021-01-29
235.059997558594,242.5,232.429992675781,239.649993896484,33314200,230.384078979492,2021-02-01
241.300003051758,242.309997558594,238.690002441406,239.509994506836,25916300,230.249481201172,2021-02-02
239.570007324219,245.089996337891,239.259994506836,243,27158100,233.604537963867,2021-02-03
242.660003662109,243.240005493164,240.369995117188,242.009994506836,25296100,232.65283203125,2021-02-04
242.229995727539,243.279998779297,240.419998168945,242.199996948242,18054800,232.835556030273,2021-02-05
243.149993896484,243.679992675781,240.809997558594,242.470001220703,22211900,233.09504699707,2021-02-08
241.869995117188,244.759994506836,241.380004882812,243.770004272461,23565000,234.344848632812,2021-02-09
245,245.919998168945,240.889999389648,242.820007324219,22186700,233.431533813477,2021-02-10
244.779998779297,245.149993896484,242.149993896484,244.490005493164,15751100,235.036972045898,2021-02-11
243.929992675781,245.300003051758,242.729995727539,244.990005493164,16561100,235.517623901367,2021-02-12
245.029998779297,246.130004882812,242.919998168945,243.699996948242,26728500,234.27751159668,2021-02-16
241.320007324219,244.309997558594,240.940002441406,244.199996948242,21653500,235.298858642578,2021-02-17
241.800003051758,243.929992675781,240.860000610352,243.789993286133,16925600,234.903793334961,2021-02-18
243.75,243.860000610352,240.179992675781,240.970001220703,25262600,232.186614990234,2021-02-19
237.419998168945,237.929992675781,232.399993896484,234.509994506836,36446900,225.962097167969,2021-02-22
230.330001831055,234.830001831055,228.729995727539,233.270004272461,30228700,224.76725769043,2021-02-23
230.009994506836,235.199996948242,229,234.550003051758,26339700,226.000610351562,2021-02-24
232.080001831055,234.589996337891,227.880004882812,228.990005493164,39542200,220.643295288086,2021-02-25
231.529998779297,235.369995117188,229.539993286133,232.380004882812,37819200,223.909683227539,2021-02-26
235.899993896484,237.470001220703,233.149993896484,236.940002441406,25324000,228.303497314453,2021-03-01
237.009994506836,237.300003051758,233.449996948242,233.869995117188,22812500,225.34538269043,2021-03-02
232.160003662109,233.580001831055,227.259994506836,227.559997558594,34029500,219.265411376953,2021-03-03
226.740005493164,232.490005493164,224.259994506836,226.729995727539,44727800,218.46565246582,2021-03-04
229.520004272461,233.270004272461,226.460006713867,231.600006103516,41872800,223.158142089844,2021-03-05
231.369995117188,233.369995117188,227.130004882812,227.389999389648,35267400,219.101577758789,2021-03-08
232.880004882812,235.380004882812,231.669998168945,233.779998779297,33080500,225.25862121582,2021-03-09
237,237,232.039993286133,232.419998168945,29746800,223.9482421875,2021-03-10
234.960006713867,239.169998168945,234.309997558594,237.130004882812,29907600,228.486541748047,2021-03-11
234.009994506836,235.820007324219,233.229995727539,235.75,22653700,227.156875610352,2021-03-12
234.960006713867,235.190002441406,231.809997558594,234.809997558594,26034900,226.25114440918,2021-03-15
236.279998779297,240.059997558594,235.940002441406,237.710006713867,28092200,229.045440673828,2021-03-16
236.149993896484,238.550003051758,233.229995727539,237.039993286133,29562100,228.399841308594,2021-03-17
232.559997558594,234.190002441406,230.330001831055,230.720001220703,34833000,222.310195922852,2021-03-18
231.020004272461,232.470001220703,229.350006103516,230.350006103516,46430700,221.953720092773,2021-03-19
230.270004272461,236.899993896484,230.139999389648,235.990005493164,30127000,227.388137817383,2021-03-22
237.490005493164,241.050003051758,237.070007324219,237.580001831055,31638400,228.920135498047,2021-03-23
237.850006103516,238,235.320007324219,235.460006713867,25620100,226.877426147461,2021-03-24
235.300003051758,236.940002441406,231.570007324219,232.339996337891,34061900,223.871170043945,2021-03-25
