"TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted","Date"
315.630004882812,324.989990234375,307.450012207031,310.359985351562,3895900,305.805053710938,2020-03-03
318.540008544922,327.890014648438,314.829986572266,326.640014648438,3043500,321.84619140625,2020-03-04
318.670013427734,323.690002441406,310.100006103516,312.890014648438,2192400,308.297943115234,2020-03-05
305.059997558594,312.720001220703,302.730010986328,311.170013427734,1922800,306.603149414062,2020-03-06
293.880004882812,298.429992675781,288.029998779297,295.350006103516,2520100,291.015380859375,2020-03-09
305.760009765625,307.970001220703,293.079986572266,307.700012207031,2707500,303.18408203125,2020-03-10
299.410003662109,300.230010986328,285.260009765625,289.380004882812,2566400,285.133056640625,2020-03-11
274.269989013672,295.779998779297,268.549987792969,284.320007324219,4519200,280.147338867188,2020-03-12
297.649993896484,301.149993896484,272.209991455078,300.119995117188,4534400,295.944305419922,2020-03-13
271.529998779297,293.489990234375,265.239990234375,279.350006103516,3766500,275.46337890625,2020-03-16
297.980010986328,314.160003662109,286.579986572266,296.309997558594,5253500,292.187377929688,2020-03-17
284.359985351562,303,280.260009765625,302.980010986328,4570700,298.764526367188,2020-03-18
298.019989013672,299.980010986328,277.730010986328,280.839996337891,3511100,276.9326171875,2020-03-19
277.459991455078,285.450012207031,268.149993896484,278.369995117188,3715600,274.496917724609,2020-03-20
272.239990234375,275,250.210006713867,255.300003051758,3477200,251.747924804688,2020-03-23
263.549987792969,284,261.299987792969,282.029998779297,2691600,278.105987548828,2020-03-24
278.010009765625,285.75,270.130004882812,271.679992675781,3075700,267.900024414062,2020-03-25
274.760009765625,285.109985351562,270.299987792969,283.149993896484,2856100,279.210418701172,2020-03-26
273.630004882812,283.170013427734,272.100006103516,274.339996337891,2314600,270.522979736328,2020-03-27
278.290008544922,286.179992675781,276.440002441406,284.959991455078,1990000,280.995208740234,2020-03-30
283.809997558594,286.329986572266,280.309997558594,283.600006103516,3275100,279.654174804688,2020-03-31
276.510009765625,282.989990234375,270.399993896484,275.200012207031,1927400,271.37109375,2020-04-01
272.040008544922,287.989990234375,272.029998779297,287.549987792969,1666600,283.549194335938,2020-04-02
282.950012207031,287.5,278.790008544922,282.209991455078,1320400,278.283538818359,2020-04-03
294.609985351562,306.730010986328,292.160003662109,304,2437800,299.770416259766,2020-04-06
312.140014648438,317.540008544922,296.070007324219,296.579986572266,2126500,292.453582763672,2020-04-07
297.649993896484,309.079986572266,290.519989013672,307.149993896484,1997900,302.876556396484,2020-04-08
307.549987792969,318.200012207031,305.049987792969,317.380004882812,2445300,312.964172363281,2020-04-09
314.380004882812,316.880004882812,309.179992675781,315.320007324219,1547900,310.932891845703,2020-04-13
321.549987792969,327.410003662109,319.829986572266,326.369995117188,1513100,321.829071044922,2020-04-14
322.619995117188,327.149993896484,320.720001220703,325.829986572266,1652300,321.296691894531,2020-04-15
328.5,330.739990234375,324.190002441406,328.839996337891,1830000,324.264770507812,2020-04-16
334.220001220703,334.320007324219,327.109985351562,331.579986572266,2057200,326.966583251953,2020-04-17
329.320007324219,331.75,325.549987792969,327.160003662109,1717900,322.608123779297,2020-04-20
324.809997558594,324.809997558594,316.359985351562,319.619995117188,2183500,315.173004150391,2020-04-21
323.549987792969,337.540008544922,321.429992675781,335.589996337891,2321700,330.920776367188,2020-04-22
335.399993896484,337.309997558594,319.869995117188,320.510009765625,2668100,316.050628662109,2020-04-23
322.609985351562,329.950012207031,320.239990234375,328.700012207031,1987900,324.126678466797,2020-04-24
330.489990234375,343.440002441406,330.070007324219,342.709991455078,1878500,337.941802978516,2020-04-27
342.709991455078,346.890014648438,328.100006103516,332.459991455078,2361400,327.834381103516,2020-04-28
333.470001220703,337.380004882812,328.679992675781,335.619995117188,1936600,330.950378417969,2020-04-29
331.769989013672,337.799987792969,331.399993896484,334.679992675781,2215000,330.0234375,2020-04-30
330.380004882812,334.440002441406,326.549987792969,329.809997558594,1603100,325.221221923828,2020-05-01
329.160003662109,330.899993896484,325.329986572266,326.720001220703,1189000,322.174255371094,2020-05-04
331.940002441406,339.980010986328,328.940002441406,336.320007324219,1139900,331.640655517578,2020-05-05
337.529998779297,338.989990234375,335.089996337891,335.149993896484,1215600,330.486968994141,2020-05-06
339.299987792969,342.320007324219,335.260009765625,339.079986572266,1795100,334.362182617188,2020-05-07
343.859985351562,343.859985351562,330.359985351562,333.010009765625,1616000,328.376800537109,2020-05-08
331.339996337891,341.350006103516,331.100006103516,340.390014648438,1313900,335.653991699219,2020-05-11
340.380004882812,341.609985351562,331.720001220703,331.720001220703,1510000,327.104614257812,2020-05-12
335.179992675781,340.200012207031,330.820007324219,334.089996337891,1791200,329.441680908203,2020-05-13
330.579986572266,337.799987792969,328.380004882812,337.290008544922,1147600,332.597229003906,2020-05-14
337.5,343.200012207031,335.369995117188,342.920013427734,1614500,338.148864746094,2020-05-15
348,351.859985351562,346.730010986328,346.970001220703,1396000,342.142547607422,2020-05-18
346,347.25,341.410003662109,342.779998779297,1201200,338.010864257812,2020-05-19
345.040008544922,345.859985351562,340.809997558594,341.149993896484,1352300,336.403411865234,2020-05-20
340.269989013672,341.970001220703,334.75,335.75,1175900,331.078674316406,2020-05-21
337.420013427734,340.809997558594,335.519989013672,340.260009765625,1098200,335.525939941406,2020-05-22
346.25,347.220001220703,332.010009765625,332.570007324219,1647700,327.942810058594,2020-05-26
336.510009765625,337.450012207031,324.350006103516,337.350006103516,1744400,332.656341552734,2020-05-27
340.940002441406,345.880004882812,339.690002441406,342.739990234375,1290400,337.971282958984,2020-05-28
345.089996337891,349.75,340.559997558594,349.190002441406,1548800,344.331634521484,2020-05-29
348,351.140014648438,347.600006103516,349.329986572266,845700,344.469604492188,2020-06-01
349.320007324219,350.799987792969,346.679992675781,350.089996337891,1166500,345.219116210938,2020-06-02
351.420013427734,352.589996337891,345.390014648438,347.190002441406,1209700,342.359436035156,2020-06-03
343.920013427734,349.790008544922,343.920013427734,348.149993896484,1763500,343.306121826172,2020-06-04
348.149993896484,356.420013427734,345.570007324219,354.200012207031,1712100,349.271942138672,2020-06-05
350.369995117188,353.799987792969,348.070007324219,349.880004882812,1314800,345.011993408203,2020-06-08
350.079986572266,352.200012207031,346.820007324219,347.649993896484,1672300,342.813079833984,2020-06-09
349.380004882812,354.609985351562,347.850006103516,352.799987792969,1140600,347.891357421875,2020-06-10
351.959991455078,352.579986572266,335.670013427734,336.440002441406,1647700,331.758941650391,2020-06-11
342.519989013672,345.339996337891,330.570007324219,339.760009765625,1523100,335.252075195312,2020-06-12
333.850006103516,342.809997558594,333.850006103516,340.820007324219,1632100,336.298034667969,2020-06-15
346.880004882812,348.609985351562,341.459991455078,347.220001220703,1549100,342.613006591797,2020-06-16
350,352.980010986328,347.25,349.850006103516,1302600,345.208160400391,2020-06-17
348.75,352.089996337891,347,347.440002441406,1129900,342.830230712891,2020-06-18
354.480010986328,355,348.160003662109,352.730010986328,2328500,348.049987792969,2020-06-19
352.559997558594,353.570007324219,348.589996337891,352.160003662109,1138100,347.487548828125,2020-06-22
355,358,353.029998779297,356.820007324219,1680600,352.085662841797,2020-06-23
355.480010986328,355.709991455078,346.25,347.959991455078,1892700,343.343231201172,2020-06-24
347.779998779297,352.179992675781,343.190002441406,351.760009765625,1294900,347.092864990234,2020-06-25
352.5,355.700012207031,348.260009765625,350.950012207031,1656400,346.293609619141,2020-06-26
353.440002441406,353.440002441406,349.040008544922,350.799987792969,957300,346.145568847656,2020-06-29
350.459991455078,363.970001220703,349.589996337891,362.339996337891,1710300,357.532440185547,2020-06-30
363.760009765625,363.760009765625,357,359.769989013672,1600200,354.996520996094,2020-07-01
362.049987792969,369.820007324219,362,365.890014648438,1127800,361.035369873047,2020-07-02
370.260009765625,386.570007324219,370.010009765625,382.269989013672,1859200,377.197998046875,2020-07-06
381.130004882812,385.739990234375,379.679992675781,380.25,1368300,375.204803466797,2020-07-07
384.540008544922,395,382.529998779297,386.630004882812,1456800,381.500122070312,2020-07-08
385.570007324219,391.380004882812,383.549987792969,387.670013427734,920200,382.5263671875,2020-07-09
388.769989013672,391.579986572266,381.739990234375,382.570007324219,983600,377.494049072266,2020-07-10
384.660003662109,390.410003662109,378.470001220703,378.929992675781,1052800,373.902313232422,2020-07-13
378.929992675781,388.339996337891,375.140014648438,387.459991455078,869200,382.319091796875,2020-07-14
392.700012207031,394.239990234375,387.850006103516,392.700012207031,1137200,387.489624023438,2020-07-15
392.929992675781,393.510009765625,387.929992675781,392.420013427734,1002600,387.213317871094,2020-07-16
393.820007324219,398.5,390.709991455078,395.399993896484,1206700,390.15380859375,2020-07-17
397.899993896484,405.209991455078,397.190002441406,402.970001220703,1511200,397.623321533203,2020-07-20
405.429992675781,409.690002441406,402.089996337891,403.089996337891,1486900,397.74169921875,2020-07-21
409.839996337891,420.989990234375,406.5,410.760009765625,2283900,405.309997558594,2020-07-22
418.140014648438,419.940002441406,409.109985351562,410.480010986328,1522300,405.033782958984,2020-07-23
403.369995117188,407.290008544922,399.160003662109,406.380004882812,1323400,400.988159179688,2020-07-24
404.399993896484,416.519989013672,404.350006103516,413.440002441406,1312700,407.954498291016,2020-07-27
411.619995117188,414.920013427734,406.619995117188,407.359985351562,1107000,401.955139160156,2020-07-28
410.5,414,408.200012207031,409.260009765625,1099300,403.829986572266,2020-07-29
405.309997558594,412.700012207031,404.440002441406,410.559997558594,1142800,405.112670898438,2020-07-30
409.019989013672,414.369995117188,407.579986572266,413.950012207031,1217900,408.457733154297,2020-07-31
418.25,423.700012207031,417.200012207031,419.089996337891,1049400,413.529541015625,2020-08-03
418.929992675781,418.929992675781,412.769989013672,415.720001220703,911300,410.204132080078,2020-08-04
416.910003662109,420.320007324219,415.859985351562,419.899993896484,906100,414.328765869141,2020-08-05
419.010009765625,420.209991455078,409.010009765625,415.730010986328,1229900,410.214111328125,2020-08-06
414,416.859985351562,411.529998779297,414.329986572266,1006700,408.832580566406,2020-08-07
414.109985351562,415.209991455078,408.269989013672,410.160003662109,1206100,404.717926025391,2020-08-10
409.369995117188,410.160003662109,401.220001220703,407.239990234375,1337700,401.836791992188,2020-08-11
408.899993896484,418.040008544922,407.239990234375,416.170013427734,1060500,410.648193359375,2020-08-12
412.019989013672,417.649993896484,412.019989013672,416.600006103516,1080500,411.072570800781,2020-08-13
414.709991455078,416.470001220703,410.739990234375,413.760009765625,898100,408.270202636719,2020-08-14
416,419.739990234375,414.600006103516,416.799987792969,1225800,411.269897460938,2020-08-17
417.709991455078,419.910003662109,416.329986572266,417.299987792969,1037300,411.76318359375,2020-08-18
419.269989013672,423.399993896484,415.820007324219,420.619995117188,1230100,415.039154052734,2020-08-19
419.829986572266,423.089996337891,418.579986572266,422.109985351562,928700,416.509460449219,2020-08-20
422.890014648438,429.920013427734,421.019989013672,428.570007324219,1301300,422.883697509766,2020-08-21
429.549987792969,432.380004882812,416.450012207031,419.760009765625,1201100,414.190551757812,2020-08-24
420.160003662109,423.450012207031,418.309997558594,422.290008544922,963600,416.687072753906,2020-08-25
421.429992675781,427.640014648438,420.649993896484,425.649993896484,945900,420.00244140625,2020-08-26
409.299987792969,423.820007324219,402.670013427734,420.529998779297,2092000,414.950408935547,2020-08-27
420,424.730010986328,415.170013427734,424.480010986328,1325000,418.847930908203,2020-08-28
425.489990234375,433.450012207031,424.920013427734,428.980010986328,1557600,423.288238525391,2020-08-31
432.149993896484,435.75,430.549987792969,433.730010986328,1489700,427.975250244141,2020-09-01
434.5,441.959991455078,430.119995117188,441.059997558594,1221600,435.207977294922,2020-09-02
438.109985351562,438.929992675781,414.489990234375,419.670013427734,1882700,414.101776123047,2020-09-03
419.630004882812,419.970001220703,401.070007324219,409.980010986328,2189300,404.540405273438,2020-09-04
407.989990234375,408.809997558594,401.239990234375,405.299987792969,1515200,399.922515869141,2020-09-08
410.579986572266,422.470001220703,409.890014648438,418.320007324219,1665900,412.769775390625,2020-09-09
423.720001220703,429.339996337891,417.910003662109,419.730010986328,1540600,414.161010742188,2020-09-10
425.600006103516,434,424.989990234375,431.130004882812,1743200,425.409790039062,2020-09-11
435.440002441406,439.850006103516,433.019989013672,434.100006103516,1052300,428.559051513672,2020-09-14
435.640014648438,437.470001220703,433.149993896484,435.100006103516,1292600,429.546295166016,2020-09-15
438.790008544922,440.769989013672,432.619995117188,433.880004882812,1842700,428.341766357422,2020-09-16
431.160003662109,438.25,429.029998779297,432.929992675781,1304300,427.403991699219,2020-09-17
426.739990234375,433.839996337891,426.079986572266,429.049987792969,1737800,423.573425292969,2020-09-18
424.75,426.230010986328,415.470001220703,425.470001220703,1283200,420.039184570312,2020-09-21
423.899993896484,431.309997558594,422.119995117188,430.239990234375,1168600,424.748291015625,2020-09-22
430.769989013672,431.760009765625,420.200012207031,420.760009765625,966500,415.389343261719,2020-09-23
419.489990234375,421.109985351562,415.579986572266,418.140014648438,904700,412.802764892578,2020-09-24
415.769989013672,424.790008544922,412.799987792969,422.290008544922,1112900,416.899780273438,2020-09-25
426.510009765625,431.119995117188,424.040008544922,428.390014648438,1110700,422.921905517578,2020-09-28
430.769989013672,436.299987792969,430,434.339996337891,911900,428.795959472656,2020-09-29
436.600006103516,444.799987792969,435.070007324219,441.519989013672,1516300,435.884338378906,2020-09-30
445.970001220703,452.690002441406,436.109985351562,438.200012207031,1452300,432.606781005859,2020-10-01
434.209991455078,441.799987792969,433.010009765625,435.059997558594,949000,429.506774902344,2020-10-02
440,451.75,440,450.670013427734,1149100,444.917510986328,2020-10-05
451.859985351562,452,445.269989013672,445.890014648438,1198100,440.198486328125,2020-10-06
447.890014648438,455.950012207031,447.890014648438,452.359985351562,1012900,446.585906982422,2020-10-07
454.760009765625,454.760009765625,447.170013427734,453.540008544922,832400,447.750915527344,2020-10-08
457.390014648438,465.399993896484,455.290008544922,464.700012207031,1066000,458.768463134766,2020-10-09
465.779998779297,471.320007324219,462.510009765625,466.720001220703,927200,460.762573242188,2020-10-12
466.890014648438,470.869995117188,466.010009765625,467.529998779297,916400,461.562377929688,2020-10-13
467.010009765625,472.440002441406,464.299987792969,467.010009765625,851900,461.048980712891,2020-10-14
461.970001220703,466,458.369995117188,464.559997558594,936600,458.630249023438,2020-10-15
468.200012207031,473.839996337891,467.5,468.589996337891,1070300,462.608764648438,2020-10-16
468.869995117188,471.260009765625,458.790008544922,461.290008544922,1248800,455.401947021484,2020-10-19
461.269989013672,470.380004882812,461.170013427734,465.260009765625,1081900,459.321258544922,2020-10-20
475,478.989990234375,462.420013427734,468.760009765625,2212800,462.776641845703,2020-10-21
471.690002441406,485,470.109985351562,481.989990234375,1454600,475.837707519531,2020-10-22
481,483.709991455078,473.489990234375,480.170013427734,1164400,474.040863037109,2020-10-23
475.070007324219,482.619995117188,475,482.429992675781,1310900,476.272094726562,2020-10-26
485,490.709991455078,484.089996337891,489.299987792969,1332000,483.054412841797,2020-10-27
482.350006103516,486.230010986328,475.730010986328,476.709991455078,1673300,470.625122070312,2020-10-28
479.649993896484,479.970001220703,471.109985351562,471.880004882812,1330100,465.856781005859,2020-10-29
469.059997558594,475.470001220703,465.5,473.119995117188,1251900,467.080963134766,2020-10-30
478.799987792969,489.320007324219,477.549987792969,480.549987792969,1656000,474.416076660156,2020-11-02
491.019989013672,501.730010986328,488.890014648438,491.5,1714300,485.226257324219,2020-11-03
500,518,499.220001220703,510.970001220703,2300100,504.44775390625,2020-11-04
525,529.869995117188,511.75,514.760009765625,1526100,508.189422607422,2020-11-05
518.580017089844,532.570007324219,514.510009765625,527.659973144531,1367000,520.924743652344,2020-11-06
521.780029296875,523,484.309997558594,484.989990234375,4192000,478.799407958984,2020-11-09
480.369995117188,483.980010986328,462,468.589996337891,3377200,462.608764648438,2020-11-10
472.059997558594,488.549987792969,469.070007324219,484,1917800,477.822082519531,2020-11-11
485,498.029998779297,482.899993896484,486.559997558594,1463800,480.349395751953,2020-11-12
492.989990234375,494.359985351562,486.079986572266,488.589996337891,1160800,482.353546142578,2020-11-13
495.730010986328,495.730010986328,480.130004882812,480.989990234375,1737500,474.850524902344,2020-11-16
479.100006103516,483.929992675781,477.130004882812,479,1546600,472.885864257812,2020-11-17
479.910003662109,481.440002441406,451.739990234375,454.179992675781,3527800,448.382659912109,2020-11-18
458.929992675781,459.709991455078,450.049987792969,453.100006103516,2093500,447.316497802734,2020-11-19
452.779998779297,457.279998779297,449.75,451.040008544922,1868600,445.282806396484,2020-11-20
454.5,455.920013427734,441.760009765625,446.029998779297,2251300,440.336700439453,2020-11-23
444.299987792969,445.519989013672,435.769989013672,439.559997558594,2832500,433.949279785156,2020-11-24
438.480010986328,449.690002441406,438.179992675781,448.450012207031,2650200,442.725891113281,2020-11-25
453.480010986328,454.600006103516,442,453.399993896484,899700,447.612701416016,2020-11-27
457.070007324219,466.589996337891,455,464.980010986328,2557000,459.044860839844,2020-11-30
470,475.790008544922,465.299987792969,471.100006103516,3041900,465.086700439453,2020-12-01
476.470001220703,482.200012207031,469.600006103516,478.890014648438,2003400,472.777282714844,2020-12-02
480,481.450012207031,471.660003662109,477.200012207031,1488100,471.10888671875,2020-12-03
476.459991455078,478.720001220703,469.239990234375,474.619995117188,1650000,468.561767578125,2020-12-04
473.839996337891,478.100006103516,471,472.890014648438,1263500,466.853942871094,2020-12-07
472.890014648438,479.549987792969,472.890014648438,473.980010986328,1433700,467.929962158203,2020-12-08
477.5,477.5,458.869995117188,461.380004882812,2417100,455.490814208984,2020-12-09
463.049987792969,473,462,468.739990234375,1564300,462.7568359375,2020-12-10
468,471.899993896484,465.040008544922,471.390014648438,1192500,465.373046875,2020-12-11
471.410003662109,477.440002441406,466.040008544922,467.130004882812,1745400,461.382751464844,2020-12-14
469.790008544922,473.480010986328,465.239990234375,470.980010986328,1129100,465.185363769531,2020-12-15
466.339996337891,468.470001220703,457.579986572266,457.790008544922,2058300,452.15771484375,2020-12-16
458.359985351562,464.989990234375,458.149993896484,464.940002441406,1765800,459.219665527344,2020-12-17
462.739990234375,469.149993896484,455.410003662109,466.679992675781,3379600,460.938232421875,2020-12-18
462.309997558594,466.279998779297,454,462.880004882812,1282200,457.184997558594,2020-12-21
462.359985351562,465.390014648438,459.5,465.200012207031,1043900,459.4765625,2020-12-22
467.829986572266,469.380004882812,458.339996337891,458.339996337891,1241000,452.700866699219,2020-12-23
457.399993896484,462.209991455078,456.410003662109,458.089996337891,442100,452.453918457031,2020-12-24
462.079986572266,463.5,457.350006103516,460.730010986328,736500,455.061462402344,2020-12-28
466,466.329986572266,460.75,462.859985351562,803200,457.165222167969,2020-12-29
465.320007324219,466.600006103516,461.480010986328,461.730010986328,714800,456.049163818359,2020-12-30
461.570007324219,466.230010986328,459.529998779297,465.779998779297,967200,460.049346923828,2020-12-31
469.049987792969,476.380004882812,462.170013427734,471.820007324219,2220400,466.015014648438,2021-01-04
472,482.899993896484,471,477.720001220703,2046700,471.842437744141,2021-01-05
471.299987792969,489.959991455078,470.230010986328,485.209991455078,2112300,479.240203857422,2021-01-06
489.910003662109,505.489990234375,488,500.329986572266,2144400,494.174194335938,2021-01-07
509.880004882812,519,503.049987792969,512.299987792969,2221700,505.996978759766,2021-01-08
508.989990234375,518.650024414062,508.959991455078,513.349975585938,1669600,507.034057617188,2021-01-11
512.27001953125,515.700012207031,495.940002441406,498.769989013672,2039000,492.633514404297,2021-01-12
500,505,499.769989013672,501.709991455078,1410200,495.537261962891,2021-01-13
502,507.320007324219,496.059997558594,496.910003662109,1426700,490.79638671875,2021-01-14
497.329986572266,511.510009765625,497,503.140014648438,1892600,496.949737548828,2021-01-15
510,513.969970703125,503.100006103516,507.380004882812,1758700,501.137573242188,2021-01-19
509.660003662109,519.760009765625,509.410003662109,515.840026855469,1257100,509.493408203125,2021-01-20
515.799987792969,520,512.010009765625,512.359985351562,1514200,506.056243896484,2021-01-21
511.709991455078,517.109985351562,510.010009765625,514.599975585938,1936600,508.268646240234,2021-01-22
518.530029296875,522,515.619995117188,518.830017089844,1509700,512.446655273438,2021-01-25
516.210021972656,518.159973144531,507.200012207031,507.829986572266,1006300,501.582000732422,2021-01-26
500.220001220703,501,479.179992675781,482.480010986328,2504600,476.543914794922,2021-01-27
491.329986572266,503.339996337891,489.660003662109,496.480010986328,1619700,490.371643066406,2021-01-28
494.040008544922,513.679992675781,490.630004882812,509.700012207031,2586400,503.428985595703,2021-01-29
516.840026855469,526.590026855469,512,515.469970703125,2083100,509.127990722656,2021-02-01
519.989990234375,525.72998046875,518.010009765625,518.530029296875,1502000,512.150390625,2021-02-02
518.799987792969,519.570007324219,499.299987792969,500.220001220703,1704900,494.065612792969,2021-02-03
500.220001220703,503.049987792969,487.660003662109,488.959991455078,2921900,482.944152832031,2021-02-04
491.529998779297,494.369995117188,487.059997558594,492.559997558594,1678600,486.499755859375,2021-02-05
497,502.149993896484,493.239990234375,495.760009765625,1418800,489.660430908203,2021-02-08
495.290008544922,499.989990234375,488.299987792969,489.299987792969,1452500,483.279937744141,2021-02-09
494.239990234375,494.239990234375,483.809997558594,484.880004882812,1677800,478.914428710938,2021-02-10
488.170013427734,494.519989013672,484.100006103516,494.049987792969,1027100,487.971527099609,2021-02-11
494.160003662109,511.279998779297,493.739990234375,507.829986572266,1762800,501.582000732422,2021-02-12
510,513.609985351562,498.320007324219,500.079986572266,1467300,493.927368164062,2021-02-16
497.579986572266,505.559997558594,494.089996337891,498.459991455078,1006500,492.327331542969,2021-02-17
497.850006103516,499.549987792969,488.329986572266,488.799987792969,1465800,482.7861328125,2021-02-18
489.140014648438,489.899993896484,478.059997558594,478.859985351562,1918000,472.968505859375,2021-02-19
474.769989013672,476.25,461.760009765625,463.279998779297,2127200,457.580078125,2021-02-22
460.880004882812,461.390014648438,453.049987792969,458.809997558594,2055400,453.165069580078,2021-02-23
470.829986572266,473.359985351562,454.600006103516,456.660003662109,2426700,451.041534423828,2021-02-24
457.75,458,448.540008544922,451.470001220703,2147900,445.915435791016,2021-02-25
454.720001220703,455.910003662109,448.829986572266,450.079986572266,2153100,444.54248046875,2021-02-26
454.190002441406,460.600006103516,453.940002441406,459.559997558594,1309000,453.905914306641,2021-03-01
460,467.309997558594,458.079986572266,462.109985351562,1718700,456.424468994141,2021-03-02
462.220001220703,465,450.700012207031,450.959991455078,2001100,445.411712646484,2021-03-03
446.079986572266,451.929992675781,439,441.459991455078,2508900,436.028533935547,2021-03-04
445,448.850006103516,433.519989013672,446.869995117188,2749200,441.372039794922,2021-03-05
445.609985351562,454.089996337891,439.450012207031,439.850006103516,1572100,434.438415527344,2021-03-08
450,461.059997558594,447.720001220703,448.109985351562,2863300,442.5966796875,2021-03-09
456.700012207031,459.779998779297,440.730010986328,441.089996337891,2759800,435.663238525391,2021-03-10
450,463.230010986328,448.010009765625,460.519989013672,2617100,454.854034423828,2021-03-11
454.980010986328,457.119995117188,447.5,450.489990234375,1577300,444.947479248047,2021-03-12
447.420013427734,455.190002441406,445.75,452.820007324219,1701800,447.507080078125,2021-03-15
455.290008544922,455.720001220703,442,446.429992675781,2402400,441.192108154297,2021-03-16
442.809997558594,445.899993896484,440.209991455078,442.609985351562,1876300,437.416900634766,2021-03-17
440.970001220703,453.519989013672,438.329986572266,445.75,2126800,440.520050048828,2021-03-18
447.160003662109,450.390014648438,444.769989013672,445.010009765625,2693100,439.788726806641,2021-03-19
445.010009765625,456.390014648438,443.100006103516,454.660003662109,1431800,449.325469970703,2021-03-22
454.109985351562,458.130004882812,450.5,452.010009765625,1156400,446.706512451172,2021-03-23
450.480010986328,454.730010986328,444.989990234375,445.369995117188,1547700,440.144500732422,2021-03-24
444.790008544922,444.790008544922,434.630004882812,442.290008544922,1680700,437.100646972656,2021-03-25
444.600006103516,460.630004882812,442.260009765625,460.059997558594,1750900,454.662139892578,2021-03-26
456.489990234375,460.950012207031,450.230010986328,458.570007324219,1926900,453.189575195312,2021-03-29
455.029998779297,458.350006103516,450.730010986328,451.470001220703,1448200,446.172943115234,2021-03-30
456.079986572266,460.839996337891,453,456.380004882812,1563600,451.025329589844,2021-03-31
