"UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted","Date"
170.369995117188,171.259994506836,169.240005493164,169.360000610352,2881400,150.844818115234,2020-06-23
167.710006713867,168.949996948242,165.029998779297,165.550003051758,3206300,147.45133972168,2020-06-24
165.149993896484,167.240005493164,162.779998779297,167.020004272461,3441100,148.760635375977,2020-06-25
167.039993286133,168.139999389648,162.130004882812,162.639999389648,8491200,144.859512329102,2020-06-26
163.839996337891,165.940002441406,162.199996948242,165.509994506836,2658700,147.415725708008,2020-06-29
164.580001831055,170.210006713867,164.360000610352,169.070007324219,4068600,150.586563110352,2020-06-30
169.490005493164,170.729995727539,166.229995727539,166.880004882812,2914100,148.635986328125,2020-07-01
169.179992675781,170.690002441406,167.889999389648,169.080001831055,2271400,150.595428466797,2020-07-02
171.080001831055,172.360000610352,170.110000610352,172.160003662109,2498100,153.338729858398,2020-07-06
170.399993896484,172.199996948242,169.25,169.779998779297,2380800,151.218872070312,2020-07-07
169.589996337891,172.279998779297,168.789993286133,169.039993286133,3362600,150.559814453125,2020-07-08
169.490005493164,169.490005493164,164.720001220703,165.990005493164,2977500,147.843276977539,2020-07-09
166,167.259994506836,164.669998168945,166.389999389648,2300300,148.199493408203,2020-07-10
168.229995727539,170.960006713867,166.710006713867,169.169998168945,2975900,150.675598144531,2020-07-13
168.259994506836,172.589996337891,168.009994506836,171.889999389648,3015300,153.098190307617,2020-07-14
174.770004272461,175.479995727539,173.419998168945,174.389999389648,2493000,155.32487487793,2020-07-15
174.220001220703,178.380004882812,173.970001220703,176.869995117188,3319700,157.533798217773,2020-07-16
177.839996337891,182.520004272461,176.889999389648,181.25,6132900,161.434951782227,2020-07-17
180.270004272461,181.039993286133,176.289993286133,177.389999389648,2885700,157.996963500977,2020-07-20
177.830001831055,180.399993896484,177.830001831055,178.660003662109,2230700,159.128067016602,2020-07-21
177.339996337891,180.490005493164,177.169998168945,179.380004882812,2951300,159.769378662109,2020-07-22
178.770004272461,179.520004272461,172.839996337891,175,4010600,155.868240356445,2020-07-23
175.639999389648,177.070007324219,174.720001220703,176.119995117188,2720300,156.865768432617,2020-07-24
175.570007324219,179.240005493164,175.059997558594,176.820007324219,2738200,157.489273071289,2020-07-27
176.360000610352,177.279998779297,174.089996337891,174.410003662109,1965800,155.342697143555,2020-07-28
174.440002441406,178.380004882812,174.289993286133,177.979995727539,2736700,158.522415161133,2020-07-29
175.869995117188,176.419998168945,172.369995117188,172.800003051758,2775500,153.908767700195,2020-07-30
172.410003662109,173.690002441406,167.570007324219,173.350006103516,5089500,154.39860534668,2020-07-31
173.860000610352,174.440002441406,171.660003662109,172.059997558594,1982800,153.249633789062,2020-08-03
171.880004882812,173.699996948242,171.449996948242,173.679992675781,1719600,154.692535400391,2020-08-04
174.470001220703,177.990005493164,174.279998779297,177.470001220703,3040300,158.068176269531,2020-08-05
177.729995727539,180.570007324219,177.199996948242,179.610000610352,1971400,159.974243164062,2020-08-06
179.679992675781,182.960006713867,179.149993896484,182.929992675781,2192500,162.931274414062,2020-08-07
183.75,187.270004272461,183.449996948242,186.850006103516,3368600,166.422744750977,2020-08-10
189.669998168945,193.889999389648,188.660003662109,190.350006103516,4215200,169.540100097656,2020-08-11
191.860000610352,193.5,190.770004272461,191.830001831055,2869900,170.858276367188,2020-08-12
190,191.679992675781,189.089996337891,189.720001220703,2248800,168.978988647461,2020-08-13
189.589996337891,193.630004882812,189.149993896484,191.919998168945,2502700,170.938461303711,2020-08-14
193,195.089996337891,192.360000610352,193.869995117188,3563000,172.675277709961,2020-08-17
194,194.389999389648,190.600006103516,190.699996948242,1688500,169.851837158203,2020-08-18
191.630004882812,192.179992675781,190.729995727539,190.949996948242,1702000,170.074523925781,2020-08-19
189.320007324219,190.75,188.080001831055,189.919998168945,2082300,169.157119750977,2020-08-20
190.460006713867,191.789993286133,188.759994506836,191.570007324219,2059300,170.626724243164,2020-08-21
192.050003051758,193.059997558594,191.100006103516,192.559997558594,2045100,171.508483886719,2020-08-24
193.699996948242,195.089996337891,192.779998779297,194.899993896484,2062000,173.592666625977,2020-08-25
193.75,195.339996337891,192.309997558594,194.320007324219,1513300,173.076110839844,2020-08-26
195.080001831055,195.800003051758,194.279998779297,194.440002441406,1536000,173.182952880859,2020-08-27
193.520004272461,195.639999389648,192.850006103516,195.130004882812,1849500,174.668899536133,2020-08-28
195,196.190002441406,192.039993286133,192.440002441406,2061600,172.261001586914,2020-08-31
192.240005493164,195.889999389648,191.089996337891,195.800003051758,1888100,175.268630981445,2020-09-01
196.089996337891,197.559997558594,194.419998168945,196.279998779297,3394400,175.698303222656,2020-09-02
197.75,197.960006713867,189.300003051758,190.550003051758,4180800,170.56916809082,2020-09-03
191.990005493164,194.119995117188,188.669998168945,191.139999389648,3624500,171.097305297852,2020-09-04
190.649993896484,191.460006713867,188.5,188.660003662109,2692700,168.877334594727,2020-09-08
190.190002441406,194.949996948242,190.130004882812,192.860000610352,2750700,172.636917114258,2020-09-09
193.789993286133,194.639999389648,192.039993286133,193.080001831055,2084700,172.833831787109,2020-09-10
194.009994506836,197.330001831055,193.869995117188,195.940002441406,1912900,175.393951416016,2020-09-11
197.229995727539,199.850006103516,195.899993896484,198.839996337891,1663600,177.989868164062,2020-09-14
199.520004272461,202.850006103516,199.520004272461,202.369995117188,2328200,181.149719238281,2020-09-15
203.740005493164,205.779998779297,201.110000610352,201.419998168945,2994700,180.299346923828,2020-09-16
198.639999389648,203.320007324219,196.820007324219,201.649993896484,2611300,180.50520324707,2020-09-17
201.210006713867,204.529998779297,199.690002441406,199.800003051758,4164700,178.849212646484,2020-09-18
196,196.910003662109,190.729995727539,194,2980600,173.657348632812,2020-09-21
194.339996337891,197.990005493164,194.220001220703,197.320007324219,1864500,176.629257202148,2020-09-22
198.100006103516,200.820007324219,193.630004882812,194.320007324219,2199000,173.94384765625,2020-09-23
194.300003051758,198.289993286133,192.940002441406,195.669998168945,1704900,175.152252197266,2020-09-24
195.029998779297,199.529998779297,194.660003662109,198.149993896484,1712100,177.372177124023,2020-09-25
201.589996337891,202.199996948242,199.130004882812,199.449996948242,2070900,178.535888671875,2020-09-28
199.589996337891,200.380004882812,196.649993896484,197.240005493164,2294800,176.557662963867,2020-09-29
198.130004882812,202.199996948242,196.320007324219,196.869995117188,3606200,176.226440429688,2020-09-30
198,198,192.100006103516,194.229995727539,3147100,173.86328125,2020-10-01
191.029998779297,198.589996337891,190.869995117188,196.350006103516,3231400,175.760955810547,2020-10-02
198.199996948242,202.25,197.449996948242,201.320007324219,3376200,180.20979309082,2020-10-05
202,204,199.289993286133,199.410003662109,3403800,178.500106811523,2020-10-06
201.080001831055,205.580001831055,201,204.619995117188,2214500,183.163772583008,2020-10-07
204.889999389648,205.5,201.559997558594,203.779998779297,1720300,182.411865234375,2020-10-08
204.639999389648,206.479995727539,204.550003051758,205.779998779297,1724600,184.2021484375,2020-10-09
208.679992675781,208.820007324219,205.460006713867,206.350006103516,2035500,184.712387084961,2020-10-12
205.520004272461,206.860000610352,202.75,203,1882400,181.713668823242,2020-10-13
203.610000610352,205.369995117188,203.440002441406,204.809997558594,2053100,183.333847045898,2020-10-14
202.160003662109,209.429992675781,201.110000610352,208.809997558594,2588200,186.914413452148,2020-10-15
209.369995117188,210.949996948242,207.820007324219,209.850006103516,3329500,187.845397949219,2020-10-16
208.389999389648,210.649993896484,205.169998168945,205.660003662109,2110300,184.094711303711,2020-10-19
206.550003051758,210.089996337891,206.009994506836,206.779998779297,1569500,185.097290039062,2020-10-20
200.050003051758,202.270004272461,198.649993896484,199.479995727539,4141200,178.562744140625,2020-10-21
193.990005493164,194.270004272461,185.830001831055,187.139999389648,7578800,167.516723632812,2020-10-22
185.020004272461,189.75,185,188.139999389648,3897100,168.411880493164,2020-10-23
186.529998779297,186.929992675781,182,184.699996948242,4007100,165.332595825195,2020-10-26
184.479995727539,184.690002441406,178.070007324219,179.570007324219,4542000,160.740524291992,2020-10-27
175.789993286133,178.220001220703,173.070007324219,173.369995117188,4092200,155.190612792969,2020-10-28
172.830001831055,177.660003662109,171.5,176.039993286133,5987900,157.580657958984,2020-10-29
175.289993286133,177.389999389648,173.130004882812,177.190002441406,3747900,158.610061645508,2020-10-30
179.720001220703,181.690002441406,176.899993896484,179.240005493164,3726500,160.445098876953,2020-11-02
181.5,186.960006713867,180.820007324219,185.380004882812,3983600,165.941284179688,2020-11-03
189.619995117188,191.729995727539,186.399993896484,186.740005493164,4391900,167.158660888672,2020-11-04
189.619995117188,193.899993896484,189.300003051758,192.070007324219,3998900,171.929779052734,2020-11-05
191.25,191.809997558594,189.039993286133,190.070007324219,1999600,170.139511108398,2020-11-06
200,207.779998779297,196.330001831055,198,4487000,177.237945556641,2020-11-09
198.860000610352,203.5,197.949996948242,201.259994506836,4279800,180.156127929688,2020-11-10
201.580001831055,201.949996948242,197.740005493164,200,3134800,179.028228759766,2020-11-11
199.529998779297,201.289993286133,197.75,200.490005493164,2923200,179.466827392578,2020-11-12
202.149993896484,204.520004272461,201.089996337891,203.440002441406,2292000,182.107498168945,2020-11-13
206.5,209.940002441406,204.520004272461,206.710006713867,3066200,185.034637451172,2020-11-16
205.110000610352,206.600006103516,201.589996337891,205.850006103516,2481000,184.26481628418,2020-11-17
205.139999389648,207.880004882812,203.949996948242,204.029998779297,2244200,182.635650634766,2020-11-18
202.619995117188,204.800003051758,200.630004882812,204.550003051758,1965000,183.101104736328,2020-11-19
204.850006103516,205.990005493164,202.610000610352,203.389999389648,1911100,182.062759399414,2020-11-20
205.169998168945,207.550003051758,204.639999389648,207.389999389648,2133300,185.643310546875,2020-11-23
209.460006713867,211.139999389648,208.490005493164,208.699996948242,2726100,186.815963745117,2020-11-24
208.600006103516,208.600006103516,206.070007324219,207.240005493164,2046900,185.509063720703,2020-11-25
207.570007324219,207.850006103516,205,205.639999389648,1429300,184.942489624023,2020-11-27
206.479995727539,206.75,202.889999389648,204.080001831055,2537000,183.539489746094,2020-11-30
205.699996948242,208.289993286133,202.130004882812,202.399993896484,4481200,182.028533935547,2020-12-01
201.899993896484,204.529998779297,201.429992675781,203.559997558594,2676300,183.071823120117,2020-12-02
204.520004272461,205.259994506836,201.809997558594,202.259994506836,4152100,181.902633666992,2020-12-03
202.100006103516,206.419998168945,202.100006103516,206.050003051758,2979900,185.311218261719,2020-12-04
205.600006103516,205.929992675781,203.820007324219,204.990005493164,2071800,184.357925415039,2020-12-07
203.649993896484,206.699996948242,203.210006713867,205.210006713867,2043600,184.555725097656,2020-12-08
203.830001831055,206.990005493164,203.830001831055,205.880004882812,1937700,185.158325195312,2020-12-09
204.970001220703,205.740005493164,201.389999389648,202.520004272461,2206000,182.136474609375,2020-12-10
200.679992675781,203.75,200,203.059997558594,1919600,182.622131347656,2020-12-11
205.270004272461,205.460006713867,197.910003662109,198,2163000,178.071441650391,2020-12-14
198.809997558594,201.419998168945,197.460006713867,200.300003051758,1959500,180.139923095703,2020-12-15
200.839996337891,201,198.610000610352,198.850006103516,2094900,178.835876464844,2020-12-16
200.029998779297,202.809997558594,199.009994506836,202.199996948242,2705900,181.848709106445,2020-12-17
202.089996337891,204.490005493164,200.729995727539,203.600006103516,5918600,183.107803344727,2020-12-18
199.610000610352,203.800003051758,199.610000610352,202.490005493164,2035100,182.109527587891,2020-12-21
201.830001831055,203.509994506836,201.440002441406,201.520004272461,1444200,181.23713684082,2020-12-22
202.830001831055,203.509994506836,201.050003051758,201.169998168945,1787600,180.922378540039,2020-12-23
201.259994506836,203.850006103516,200.479995727539,203.389999389648,691700,182.918960571289,2020-12-24
203.970001220703,206.539993286133,203.550003051758,205.649993896484,1790200,184.951461791992,2020-12-28
206.300003051758,206.830001831055,203.380004882812,204.419998168945,1735200,183.845260620117,2020-12-29
204.869995117188,206.5,204.610000610352,205.979995727539,1279700,185.248245239258,2020-12-30
206.350006103516,208.649993896484,205.660003662109,208.220001220703,1739900,187.262786865234,2020-12-31
208.039993286133,209.029998779297,201.380004882812,203.009994506836,2642400,182.577102661133,2021-01-04
202.899993896484,206.440002441406,202.860000610352,205.5,2127300,184.816558837891,2021-01-05
205.550003051758,211.610000610352,205.130004882812,209.800003051758,2512400,188.683746337891,2021-01-06
210.610000610352,213.350006103516,209.119995117188,212.720001220703,2023000,191.309860229492,2021-01-07
218,221.279998779297,216.990005493164,218.820007324219,3922900,196.795883178711,2021-01-08
220.179992675781,220.990005493164,216.949996948242,217.350006103516,2969500,195.473876953125,2021-01-11
217.059997558594,220.440002441406,213.860000610352,218.639999389648,3226000,196.634017944336,2021-01-12
217.580001831055,219,215.360000610352,216.610000610352,1466000,194.808349609375,2021-01-13
217.949996948242,218.119995117188,215.710006713867,216.160003662109,1720000,194.403625488281,2021-01-14
214.509994506836,217.520004272461,213.25,216.600006103516,2325200,194.79931640625,2021-01-15
218.210006713867,218.820007324219,215.130004882812,215.279998779297,2841900,193.612228393555,2021-01-19
217.089996337891,218.460006713867,215.710006713867,218.179992675781,3239600,196.220321655273,2021-01-20
210,216.899993896484,207.889999389648,207.899993896484,6344000,186.974960327148,2021-01-21
207.610000610352,209,203.240005493164,207.130004882812,4290300,186.282531738281,2021-01-22
205.160003662109,207.149993896484,201.119995117188,206.460006713867,4815200,185.679916381836,2021-01-25
207.309997558594,207.309997558594,199.399993896484,200.050003051758,3867700,179.915084838867,2021-01-26
196.020004272461,198.800003051758,193.139999389648,194.330001831055,3791000,174.770797729492,2021-01-27
197.380004882812,204.979995727539,195.440002441406,201.289993286133,3406500,181.030288696289,2021-01-28
199.289993286133,200.800003051758,196.770004272461,197.470001220703,3508000,177.594757080078,2021-01-29
198.820007324219,200.710006713867,198.270004272461,198.600006103516,2228700,178.611038208008,2021-02-01
200.539993286133,207.130004882812,200.039993286133,205.929992675781,3714100,185.203277587891,2021-02-02
205.139999389648,205.919998168945,203.860000610352,204.360000610352,1731600,183.791305541992,2021-02-03
204.779998779297,206.649993896484,203.380004882812,204.449996948242,2552100,183.872222900391,2021-02-04
206.550003051758,207.679992675781,203.860000610352,204.199996948242,2097000,183.647415161133,2021-02-05
205.300003051758,205.300003051758,202.119995117188,204.119995117188,1995400,183.575424194336,2021-02-08
204.440002441406,205.600006103516,202.529998779297,204.649993896484,1526600,184.052108764648,2021-02-09
205.929992675781,206.190002441406,202.699996948242,203.5,1766800,183.017837524414,2021-02-10
205.110000610352,207.869995117188,204.350006103516,207.229995727539,2658000,186.372406005859,2021-02-11
206.210006713867,213.699996948242,206.210006713867,213.160003662109,3318300,191.705581665039,2021-02-12
213.369995117188,215.419998168945,210.460006713867,213.990005493164,2936300,192.452041625977,2021-02-16
213.240005493164,213.880004882812,209.809997558594,211.229995727539,3042700,189.969863891602,2021-02-17
209.220001220703,209.789993286133,204.160003662109,207.059997558594,3621400,186.219528198242,2021-02-18
208.039993286133,211.559997558594,207.899993896484,209.059997558594,3120800,188.018218994141,2021-02-19
207.139999389648,210.369995117188,206.679992675781,206.830001831055,2775900,186.0126953125,2021-02-22
207.350006103516,208.080001831055,204.679992675781,206.960006713867,2677500,186.129623413086,2021-02-23
206.350006103516,212.949996948242,205.470001220703,211.149993896484,2355200,189.897903442383,2021-02-24
209.779998779297,210.889999389648,207.899993896484,208.669998168945,4150200,188.533599853516,2021-02-25
210.210006713867,210.210006713867,205.850006103516,205.960006713867,3707900,186.085098266602,2021-02-26
208.580001831055,211.600006103516,207.770004272461,209.179992675781,4118200,188.994369506836,2021-03-01
209.550003051758,210.639999389648,207.330001831055,209.300003051758,2315500,189.102798461914,2021-03-02
209.330001831055,209.830001831055,205.990005493164,206.229995727539,2307400,186.329055786133,2021-03-03
205.979995727539,206.699996948242,198.589996337891,201.080001831055,3208800,181.676010131836,2021-03-04
203,210.149993896484,200.639999389648,209.710006713867,3187200,189.473236083984,2021-03-05
210.570007324219,215.679992675781,210.169998168945,210.889999389648,3068500,190.539398193359,2021-03-08
212.050003051758,214.970001220703,211.229995727539,211.699996948242,2814500,191.271209716797,2021-03-09
212.5,215.179992675781,211.380004882812,213.119995117188,2764600,192.554183959961,2021-03-10
214.820007324219,216.539993286133,213.169998168945,214.520004272461,2573500,193.819107055664,2021-03-11
215.860000610352,217.5,213.919998168945,214.089996337891,2321100,193.430572509766,2021-03-12
214.25,214.889999389648,209.960006713867,212.669998168945,2881100,192.147613525391,2021-03-15
213.119995117188,213.169998168945,208.910003662109,211.699996948242,2786100,191.271209716797,2021-03-16
211.429992675781,214.229995727539,209.820007324219,212.300003051758,2795200,191.813293457031,2021-03-17
211.440002441406,217.710006713867,211.440002441406,215.360000610352,2866600,194.578018188477,2021-03-18
215.429992675781,215.529998779297,209.210006713867,210.800003051758,7005200,190.458053588867,2021-03-19
210.080001831055,211,204.779998779297,206.270004272461,5863500,186.365188598633,2021-03-22
207.259994506836,210.529998779297,206.5,208.050003051758,3661700,187.973434448242,2021-03-23
208,215.800003051758,208,212.899993896484,3245100,192.355422973633,2021-03-24
