"DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted","Date"
91.2799987792969,91.7799987792969,90.0299987792969,90.3399963378906,3921800,71.7709503173828,2020-01-02
90.2300033569336,91.0699996948242,90.1500015258789,90.4000015258789,2825400,71.8186264038086,2020-01-03
90.4000015258789,91.0400009155273,90.3000030517578,90.8399963378906,2410300,72.1681671142578,2020-01-06
90.8899993896484,90.8899993896484,89.8399963378906,90.2699966430664,3980900,71.71533203125,2020-01-07
90.4599990844727,90.870002746582,89.9599990844727,90.4000015258789,2583300,71.8186264038086,2020-01-08
90.2799987792969,90.7799987792969,90.0800018310547,90.620002746582,2377200,71.9933853149414,2020-01-09
90.879997253418,91.2300033569336,90.370002746582,90.4400024414062,3225000,71.8503952026367,2020-01-10
90.5,91.5500030517578,90.5,91.2399978637695,2979000,72.4859466552734,2020-01-13
91.1600036621094,91.4400024414062,90.5,91.3000030517578,3009800,72.5336227416992,2020-01-14
91.5400009155273,92.5800018310547,91.3600006103516,92.4899978637695,2357300,73.4790267944336,2020-01-15
92.7699966430664,93.4199981689453,92.6699981689453,93.1800003051758,3244200,74.0272064208984,2020-01-16
93.1399993896484,93.9199981689453,92.9800033569336,93.7200012207031,3053500,74.4562149047852,2020-01-17
94,94.8600006103516,93.5400009155273,94.7900009155273,3429000,75.306266784668,2020-01-21
95,95.5999984741211,94.870002746582,95.3099975585938,3638500,75.719367980957,2020-01-22
95.2799987792969,96.1600036621094,95.2200012207031,96.0800018310547,3824900,76.3311080932617,2020-01-23
95.9300003051758,96.6100006103516,95.8099975585938,96.2799987792969,2218600,76.4899826049805,2020-01-24
96.129997253418,96.6600036621094,95.7200012207031,96.0999984741211,2481100,76.3470077514648,2020-01-27
96.3000030517578,97.0899963378906,96.0299987792969,96.2099990844727,3696500,76.4343872070312,2020-01-28
96.3499984741211,97.0899963378906,96.1600036621094,96.75,2335700,76.8634033203125,2020-01-29
96.5199966430664,97.5500030517578,96.4100036621094,97.4700012207031,3273100,77.4353866577148,2020-01-30
97.370002746582,98.0500030517578,96.9700012207031,97.629997253418,3175200,77.5625152587891,2020-01-31
97.629997253418,97.879997253418,97.3099975585938,97.6699981689453,2666200,77.5942993164062,2020-02-03
97.5500030517578,98.0199966430664,96.5500030517578,96.5999984741211,2802600,76.7442321777344,2020-02-04
96.4199981689453,97.3600006103516,96.3000030517578,97.1399993896484,2319300,77.173225402832,2020-02-05
97.0100021362305,97.3899993896484,96.8099975585938,96.9300003051758,1611100,77.0063934326172,2020-02-06
97.25,97.2900009155273,96.1900024414062,96.2699966430664,2747900,76.4820709228516,2020-02-07
96.3600006103516,96.4100036621094,95.7099990844727,96.2300033569336,2647800,76.4502792358398,2020-02-10
96.370002746582,97.2399978637695,96.2900009155273,96.9899978637695,2993100,77.054069519043,2020-02-11
96.9800033569336,98.2399978637695,96.9300003051758,97.9199981689453,4377700,77.7929000854492,2020-02-12
97.8099975585938,100.389999389648,97.5599975585938,100.110000610352,5132500,80.3077926635742,2020-02-13
100.160003662109,101.769996643066,100.089996337891,101.279998779297,6300400,81.2463455200195,2020-02-14
101.650001525879,102.440002441406,101.529998779297,102.019996643066,6256900,81.8399810791016,2020-02-18
102.220001220703,102.379997253418,101.370002746582,101.419998168945,2809100,81.3586730957031,2020-02-19
101.169998168945,101.839996337891,101.01000213623,101.430000305176,2711000,81.3666839599609,2020-02-20
101.330001831055,102.98999786377,101.300003051758,102.430000305176,3520000,82.1688842773438,2020-02-21
102.080001831055,103.790000915527,101.720001220703,102.300003051758,5282900,82.0645980834961,2020-02-24
102.51000213623,102.680000305176,99.0199966430664,99.2699966430664,4093000,79.6339416503906,2020-02-25
99.2900009155273,100.48999786377,98.8199996948242,98.9400024414062,3152200,79.3692016601562,2020-02-26
98.0899963378906,99.3000030517578,94.9599990844727,94.9899978637695,4784000,76.2005386352539,2020-02-27
93.3000030517578,93.3000030517578,89.3899993896484,91.6999969482422,7908900,73.5613021850586,2020-02-28
91.6500015258789,96.9400024414062,91.5400009155273,96.6699981689453,6803600,77.5482406616211,2020-03-02
96.5599975585938,98.7099990844727,94.8099975585938,95.6100006103516,5060500,76.6979064941406,2020-03-03
96.6900024414062,101.690002441406,96.5899963378906,101.650001525879,4284200,81.5431671142578,2020-03-04
100.370002746582,101.48999786377,99,100.129997253418,4327400,80.3238143920898,2020-03-05
97.4499969482422,99.5,95.5800018310547,99.0500030517578,5522600,79.4574508666992,2020-03-06
94.5,96.6999969482422,92.8499984741211,94.5800018310547,5616000,75.8716506958008,2020-03-09
95.6399993896484,96.620002746582,91.4100036621094,95.0500030517578,6386600,76.248664855957,2020-03-10
92.8899993896484,93.1699981689453,89.7900009155273,90.9400024414062,6268200,72.95166015625,2020-03-11
