"MASI.MI.Open","MASI.MI.High","MASI.MI.Low","MASI.MI.Close","MASI.MI.Volume","MASI.MI.Adjusted","Date"
3.07999992370605,3.22000002861023,3.07999992370605,3.20000004768372,14517,3.08627390861511,2020-01-02
3.16000008583069,3.29999995231628,3.14000010490417,3.20000004768372,13202,3.08627390861511,2020-01-03
3.1800000667572,3.20000004768372,3.1800000667572,3.20000004768372,2821,3.08627390861511,2020-01-06
3.20000004768372,3.22000002861023,3.16000008583069,3.1800000667572,3105,3.06698489189148,2020-01-07
3.16000008583069,3.22000002861023,3.14000010490417,3.14000010490417,3320,3.02840662002563,2020-01-08
3.14000010490417,3.20000004768372,3.11999988555908,3.1800000667572,7345,3.06698489189148,2020-01-09
3.1800000667572,3.24000000953674,3.1800000667572,3.24000000953674,3301,3.12485241889954,2020-01-10
3.24000000953674,3.25999999046326,3.14000010490417,3.22000002861023,4576,3.10556316375732,2020-01-13
3.14000010490417,3.1800000667572,3.05999994277954,3.16000008583069,10250,3.04769563674927,2020-01-14
3.11999988555908,3.11999988555908,3.07999992370605,3.07999992370605,7285,2.97053861618042,2020-01-15
3.07999992370605,3.14000010490417,3.07999992370605,3.14000010490417,5918,3.02840662002563,2020-01-16
3.14000010490417,3.27999997138977,3.07999992370605,3.1800000667572,25184,3.06698489189148,2020-01-17
3.20000004768372,3.20000004768372,3.09999990463257,3.20000004768372,1084,3.08627390861511,2020-01-20
3.11999988555908,3.24000000953674,3.09999990463257,3.20000004768372,8046,3.08627390861511,2020-01-21
3.20000004768372,3.20000004768372,3.20000004768372,3.20000004768372,50,3.08627390861511,2020-01-22
3.20000004768372,3.20000004768372,3.05999994277954,3.1800000667572,11867,3.06698489189148,2020-01-23
3.14000010490417,3.14000010490417,3.09999990463257,3.09999990463257,1000,2.98982787132263,2020-01-24
3.11999988555908,3.11999988555908,3.03999996185303,3.09999990463257,10858,2.98982787132263,2020-01-27
3.09999990463257,3.14000010490417,3.01999998092651,3.07999992370605,6381,2.97053861618042,2020-01-28
3.03999996185303,3.09999990463257,3.01999998092651,3.07999992370605,5700,2.97053861618042,2020-01-29
3.07999992370605,3.09999990463257,3.01999998092651,3.07999992370605,3035,2.97053861618042,2020-01-30
3.09999990463257,3.09999990463257,3.01999998092651,3.01999998092651,8397,2.91267108917236,2020-01-31
3.03999996185303,3.05999994277954,3,3.05999994277954,2295,2.95124959945679,2020-02-03
3.07999992370605,3.07999992370605,3,3,4290,2.89338183403015,2020-02-04
3,3,2.92000007629395,2.92000007629395,27600,2.81622505187988,2020-02-05
2.92000007629395,2.98000001907349,2.90000009536743,2.90000009536743,20342,2.79693579673767,2020-02-06
2.94000005722046,2.94000005722046,2.90000009536743,2.92000007629395,26070,2.81622505187988,2020-02-07
2.94000005722046,3.01999998092651,2.88000011444092,2.90000009536743,17605,2.79693579673767,2020-02-10
2.92000007629395,2.96000003814697,2.8199999332428,2.85999989509583,19597,2.75835704803467,2020-02-11
2.92000007629395,2.94000005722046,2.83999991416931,2.88000011444092,14405,2.77764678001404,2020-02-12
2.92000007629395,2.92000007629395,2.88000011444092,2.92000007629395,22109,2.81622505187988,2020-02-13
2.90000009536743,2.98000001907349,2.90000009536743,2.90000009536743,7352,2.79693579673767,2020-02-14
2.90000009536743,3.07999992370605,2.85999989509583,2.88000011444092,89675,2.77764678001404,2020-02-17
2.92000007629395,3,2.85999989509583,2.88000011444092,61492,2.77764678001404,2020-02-18
2.90000009536743,2.98000001907349,2.85999989509583,2.88000011444092,47965,2.77764678001404,2020-02-19
2.90000009536743,2.92000007629395,2.85999989509583,2.92000007629395,12309,2.81622505187988,2020-02-20
2.90000009536743,2.90000009536743,2.8199999332428,2.83999991416931,15243,2.73906803131104,2020-02-21
2.8199999332428,2.8199999332428,2.59999990463257,2.64000010490417,58921,2.54617619514465,2020-02-24
2.70000004768372,2.72000002861023,2.53999996185303,2.64000010490417,38480,2.54617619514465,2020-02-25
2.61999988555908,2.72000002861023,2.59999990463257,2.72000002861023,8515,2.62333297729492,2020-02-26
2.75999999046326,2.75999999046326,2.59999990463257,2.70000004768372,9500,2.60404372215271,2020-02-27
2.70000004768372,2.75999999046326,2.59999990463257,2.70000004768372,11782,2.60404372215271,2020-02-28
2.75999999046326,2.79999995231628,2.59999990463257,2.6800000667572,13434,2.5847544670105,2020-03-02
2.61999988555908,2.70000004768372,2.61999988555908,2.6800000667572,4010,2.5847544670105,2020-03-03
2.61999988555908,2.70000004768372,2.59999990463257,2.59999990463257,12323,2.50759768486023,2020-03-04
