"AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted","Date"
225.800003051758,226.360000610352,222.580001831055,223.720001220703,3198900,189.923004150391,2020-06-02
223.490005493164,224.289993286133,218.25,221,3660500,187.61393737793,2020-06-03
220.770004272461,223.449996948242,219.210006713867,220.880004882812,2392800,187.512069702148,2020-06-04
219.699996948242,225.949996948242,218.199996948242,225.669998168945,3714600,191.578384399414,2020-06-05
223.270004272461,226.25,221.75,225.75,2270500,191.646331787109,2020-06-08
226,228.309997558594,224.570007324219,224.899993896484,2403600,190.924728393555,2020-06-09
226.679992675781,229.490005493164,225.520004272461,227.119995117188,2851300,192.809387207031,2020-06-10
228.059997558594,229.779998779297,218.669998168945,218.899993896484,3900700,185.831130981445,2020-06-11
221.100006103516,222.350006103516,214.199996948242,217.899993896484,2426600,184.982208251953,2020-06-12
215.809997558594,221,213.860000610352,219.779998779297,2471800,186.578201293945,2020-06-15
222.830001831055,228.880004882812,222.619995117188,226.869995117188,2581600,192.597137451172,2020-06-16
228.539993286133,228.809997558594,224.529998779297,225.970001220703,2751100,191.833084106445,2020-06-17
226.860000610352,231.479995727539,225.679992675781,230.320007324219,2469800,195.525955200195,2020-06-18
233.380004882812,239.070007324219,231.309997558594,238.699996948242,5319500,202.639984130859,2020-06-19
236.309997558594,237.649993896484,233.059997558594,234.190002441406,2337000,198.811340332031,2020-06-22
234.869995117188,239.169998168945,233.440002441406,235.75,2171500,200.135665893555,2020-06-23
235.210006713867,237,231.399993896484,232.509994506836,1972900,197.385131835938,2020-06-24
231.5,235.440002441406,230.389999389648,235.110000610352,2080300,199.592315673828,2020-06-25
235.369995117188,236.860000610352,231.820007324219,232.839996337891,3613300,197.665237426758,2020-06-26
233.399993896484,234.139999389648,229.979995727539,231.559997558594,1938000,196.57861328125,2020-06-29
233.309997558594,237.320007324219,231.800003051758,235.860000610352,2589000,200.229034423828,2020-06-30
235.520004272461,256.230010986328,232.580001831055,255.119995117188,6575800,216.579483032227,2020-07-01
252.869995117188,261.459991455078,252.869995117188,258.239990234375,3338000,219.228149414062,2020-07-02
260.029998779297,264.970001220703,253.899993896484,256.25,3460400,217.53874206543,2020-07-06
253.600006103516,258.910003662109,252.089996337891,253.149993896484,2365900,214.90705871582,2020-07-07
253.149993896484,253.979995727539,249.25,251.589996337891,1993700,213.582717895508,2020-07-08
250.25,253.830001831055,248.839996337891,251.660003662109,1739600,213.642181396484,2020-07-09
250.649993896484,251.570007324219,247.070007324219,249.039993286133,1326100,211.417907714844,2020-07-10
249.830001831055,255.429992675781,249.279998779297,250.039993286133,2528100,212.266876220703,2020-07-13
242.759994506836,253.789993286133,240.479995727539,253.089996337891,2368300,214.85612487793,2020-07-14
254.570007324219,254.570007324219,250.770004272461,253.309997558594,1650100,215.042877197266,2020-07-15
252.059997558594,255.289993286133,249.919998168945,255.199996948242,1530900,216.647415161133,2020-07-16
256.700012207031,259.950012207031,254.759994506836,258.459991455078,2044800,219.41487121582,2020-07-17
260.079986572266,262.820007324219,258.320007324219,260.950012207031,1497400,221.528717041016,2020-07-20
258.619995117188,260.029998779297,257.279998779297,257.910003662109,1821600,218.947982788086,2020-07-21
259.790008544922,260,255.800003051758,256.980010986328,1598100,218.158462524414,2020-07-22
259.540008544922,260,251.600006103516,252.240005493164,2532000,214.134536743164,2020-07-23
251.259994506836,251.830001831055,245.5,247.979995727539,2187900,210.518096923828,2020-07-24
247.300003051758,255.100006103516,247.029998779297,253.649993896484,2155700,215.331527709961,2020-07-27
254.460006713867,258.399993896484,253.770004272461,255.270004272461,2266600,216.706802368164,2020-07-28
250.399993896484,252.850006103516,245.740005493164,248.850006103516,3286700,211.25666809082,2020-07-29
246.399993896484,247.820007324219,245.199996948242,246.139999389648,1967400,208.956024169922,2020-07-30
245.630004882812,246.100006103516,239.389999389648,244.669998168945,2830100,207.708099365234,2020-07-31
244.850006103516,249.020004272461,244.529998779297,247.360000610352,1853900,209.991744995117,2020-08-03
245.970001220703,246.169998168945,241.339996337891,243.589996337891,1912100,206.791275024414,2020-08-04
243.910003662109,245.410003662109,240.800003051758,241.470001220703,1736400,204.991577148438,2020-08-05
240.850006103516,242.199996948242,239.110000610352,241.550003051758,1747000,205.059448242188,2020-08-06
243.580001831055,243.619995117188,238.570007324219,240.690002441406,1352300,204.329391479492,2020-08-07
240.259994506836,240.669998168945,236.210006713867,238.169998168945,1533200,202.190063476562,2020-08-10
238.179992675781,238.899993896484,234.360000610352,234.649993896484,2296200,199.201812744141,2020-08-11
234.690002441406,243,234.690002441406,241.720001220703,2325500,205.203796386719,2020-08-12
241.309997558594,242.770004272461,239.610000610352,240.460006713867,1362800,204.134124755859,2020-08-13
239.210006713867,240.059997558594,238.619995117188,239.710006713867,1225000,204.860565185547,2020-08-14
240.210006713867,244.740005493164,240.210006713867,243.009994506836,1697500,207.680801391602,2020-08-17
243.520004272461,244.309997558594,240.020004272461,241.5,1123800,206.39030456543,2020-08-18
241.020004272461,243.729995727539,238.5,240.490005493164,1900500,205.52717590332,2020-08-19
240.130004882812,240.690002441406,237.300003051758,238.729995727539,1172800,204.023010253906,2020-08-20
238.880004882812,238.880004882812,235.509994506836,237.639999389648,1959900,203.09147644043,2020-08-21
237.729995727539,238.440002441406,233.559997558594,235.570007324219,1565300,201.32243347168,2020-08-24
242.899993896484,249.960006713867,240.800003051758,248.220001220703,6392100,212.133361816406,2020-08-25
248.330001831055,251.380004882812,245.759994506836,250.179992675781,3125000,213.808380126953,2020-08-26
252.240005493164,256.910003662109,250.410003662109,252.809997558594,3928300,216.056030273438,2020-08-27
253.399993896484,254.139999389648,247.789993286133,253.119995117188,12838400,216.320953369141,2020-08-28
252.929992675781,256.049987792969,250.100006103516,253.320007324219,4053900,216.491882324219,2020-08-31
250.050003051758,252.039993286133,248.679992675781,250.860000610352,2869000,214.389541625977,2020-09-01
251.220001220703,258.799987792969,251.220001220703,258.119995117188,2871600,220.594039916992,2020-09-02
259.290008544922,260.059997558594,246.350006103516,247.910003662109,3137700,211.868408203125,2020-09-03
251.330001831055,252.270004272461,244.580001831055,248.399993896484,2910200,212.287170410156,2020-09-04
246.229995727539,246.990005493164,239.529998779297,241.179992675781,3358600,206.116806030273,2020-09-08
242.639999389648,247.490005493164,241.820007324219,245.570007324219,2244300,209.868591308594,2020-09-09
244.559997558594,246.139999389648,238.899993896484,240.639999389648,2126400,205.655349731445,2020-09-10
241.699996948242,245.490005493164,241.070007324219,243.210006713867,1899400,207.851699829102,2020-09-11
244.839996337891,247.839996337891,244.25,246.75,2086500,210.877059936523,2020-09-14
248.699996948242,251.919998168945,248.100006103516,248.350006103516,2243900,212.244445800781,2020-09-15
251.350006103516,251.350006103516,247,247.759994506836,2325300,211.740219116211,2020-09-16
243.529998779297,249.720001220703,243.020004272461,248.080001831055,2801100,212.013687133789,2020-09-17
248.690002441406,249.839996337891,242.350006103516,247.720001220703,6042400,211.706008911133,2020-09-18
247.039993286133,247.039993286133,238.199996948242,243.190002441406,2745300,207.834625244141,2020-09-21
241.550003051758,248.289993286133,240.899993896484,247.5,2172600,211.518020629883,2020-09-22
247.300003051758,249.229995727539,241.479995727539,242.589996337891,2104300,207.321853637695,2020-09-23
242.149993896484,242.679992675781,237.779998779297,240.320007324219,1827200,205.381866455078,2020-09-24
239.509994506836,244.179992675781,237.809997558594,243.820007324219,2635700,208.373016357422,2020-09-25
247.679992675781,249.039993286133,244.770004272461,247.029998779297,2213900,211.116363525391,2020-09-28
247.550003051758,249.050003051758,245.479995727539,248.300003051758,2008000,212.201736450195,2020-09-29
249.809997558594,256.119995117188,248.100006103516,254.160003662109,3526600,217.209777832031,2020-09-30
255.070007324219,258.510009765625,254.050003051758,255.389999389648,2428300,218.260940551758,2020-10-01
252.399993896484,254.660003662109,244.009994506836,245.410003662109,2514100,209.731887817383,2020-10-02
246.520004272461,256.649993896484,246.240005493164,256.010009765625,2852300,218.790817260742,2020-10-05
257.399993896484,257.399993896484,252.139999389648,252.690002441406,2431400,215.953491210938,2020-10-06
253.960006713867,258.399993896484,253.100006103516,257.670013427734,1842800,220.209503173828,2020-10-07
249.270004272461,250.059997558594,239,240.089996337891,5592300,205.185302734375,2020-10-08
238.5,239.580001831055,234.020004272461,236.699996948242,4183000,202.288131713867,2020-10-09
237.729995727539,241.919998168945,235.759994506836,239.509994506836,2881600,204.68962097168,2020-10-12
239.199996948242,241.869995117188,238.869995117188,239.339996337891,2065600,204.544342041016,2020-10-13
240.399993896484,242.270004272461,237.199996948242,237.649993896484,2693600,203.100021362305,2020-10-14
236,236.990005493164,232.869995117188,235.009994506836,2531000,200.843841552734,2020-10-15
235.350006103516,239.160003662109,233.800003051758,235.720001220703,2059300,201.450607299805,2020-10-16
236.210006713867,237.440002441406,230.009994506836,230.710006713867,2749800,197.168991088867,2020-10-19
231.059997558594,232.899993896484,229.360000610352,231.100006103516,1950100,197.502288818359,2020-10-20
229.460006713867,231.110000610352,227.539993286133,228.970001220703,1978700,195.681945800781,2020-10-21
228.100006103516,229.929992675781,226.160003662109,227.979995727539,2172900,194.835876464844,2020-10-22
228.720001220703,230.070007324219,226.300003051758,227.160003662109,2104200,194.135116577148,2020-10-23
226.020004272461,228.229995727539,221.789993286133,224.889999389648,3087100,192.195114135742,2020-10-26
225.059997558594,225.949996948242,223.139999389648,223.460006713867,1934400,190.973022460938,2020-10-27
219.020004272461,221.059997558594,215.929992675781,216.380004882812,2874000,184.922302246094,2020-10-28
213.630004882812,220.330001831055,210.279998779297,217.820007324219,2994100,186.152969360352,2020-10-29
216.220001220703,217.270004272461,213.960006713867,216.940002441406,3262500,185.400894165039,2020-10-30
221.559997558594,222.369995117188,217.199996948242,220.210006713867,2029000,188.195510864258,2020-11-02
221.759994506836,223.080001831055,218.460006713867,220.059997558594,2533600,188.067291259766,2020-11-03
226.289993286133,235.979995727539,225.100006103516,230.330001831055,3810000,196.84423828125,2020-11-04
233.770004272461,233.830001831055,230,231.970001220703,2070300,198.245803833008,2020-11-05
232.660003662109,233.210006713867,230.039993286133,231.669998168945,2028500,197.989395141602,2020-11-06
242.940002441406,244.800003051758,234,235,2996200,200.835296630859,2020-11-09
244,245.839996337891,239.470001220703,241.600006103516,3742800,206.475769042969,2020-11-10
242.520004272461,245.669998168945,238.5,240.690002441406,2244800,205.698089599609,2020-11-11
240.550003051758,240.889999389648,235.639999389648,237.139999389648,2438200,202.664169311523,2020-11-12
236.889999389648,238.589996337891,235,237.360000610352,1767100,204.230117797852,2020-11-13
237.419998168945,239.820007324219,235.259994506836,236.660003662109,2069200,203.627853393555,2020-11-16
235.009994506836,236.929992675781,232.119995117188,232.440002441406,1935100,199.996856689453,2020-11-17
234.050003051758,234.369995117188,227.639999389648,227.759994506836,2466200,195.970077514648,2020-11-18
226.970001220703,226.970001220703,223.589996337891,224.669998168945,2595700,193.31135559082,2020-11-19
223.220001220703,225.089996337891,221.479995727539,223.169998168945,2956200,192.020736694336,2020-11-20
222.059997558594,223.169998168945,220.339996337891,222.220001220703,2032600,191.203338623047,2020-11-23
222.449996948242,223.050003051758,219.820007324219,220.460006713867,3198300,189.688995361328,2020-11-24
221.100006103516,223.770004272461,218.919998168945,220.309997558594,2550300,189.559906005859,2020-11-25
221.410003662109,226.210006713867,221.389999389648,224.809997558594,1698300,193.43180847168,2020-11-27
224.330001831055,225.279998779297,219.449996948242,222.039993286133,4857700,191.048446655273,2020-11-30
224.880004882812,225.779998779297,222.720001220703,225.080001831055,3050600,193.664138793945,2020-12-01
225.080001831055,230.080001831055,224.610000610352,226.559997558594,2641200,194.937561035156,2020-12-02
226,228.449996948242,225.520004272461,226.910003662109,2167800,195.238739013672,2020-12-03
225.75,230.330001831055,225.75,229.210006713867,2008800,197.217697143555,2020-12-04
229,229.210006713867,225.110000610352,226.449996948242,2250300,194.842910766602,2020-12-07
229.009994506836,229.100006103516,226.350006103516,228.940002441406,2124500,196.985397338867,2020-12-08
229.779998779297,231.589996337891,227.880004882812,229.850006103516,2210000,197.768356323242,2020-12-09
229.619995117188,230,227.520004272461,228.160003662109,1558100,196.314254760742,2020-12-10
226.470001220703,227.800003051758,225.5,227.399993896484,2019300,195.660308837891,2020-12-11
229.479995727539,232.190002441406,227.580001831055,229.460006713867,2904700,197.432815551758,2020-12-14
229.009994506836,231.279998779297,227,230.529998779297,2566600,198.353454589844,2020-12-15
229.990005493164,231.279998779297,228.110000610352,228.440002441406,2589100,196.555160522461,2020-12-16
229.119995117188,231.380004882812,228.830001831055,231.240005493164,2510400,198.964340209961,2020-12-17
232.039993286133,232.039993286133,227.25,228.490005493164,5888900,196.598175048828,2020-12-18
225.679992675781,227.940002441406,221.580001831055,227.309997558594,2311400,195.582901000977,2020-12-21
225.720001220703,226.479995727539,220.080001831055,220.990005493164,3571600,190.145004272461,2020-12-22
221.479995727539,223.580001831055,220.660003662109,222.940002441406,1763500,191.822860717773,2020-12-23
223.240005493164,224.580001831055,222.289993286133,222.929992675781,955400,191.814208984375,2020-12-24
223.029998779297,226.899993896484,223.029998779297,223.649993896484,1495100,192.433731079102,2020-12-28
225.880004882812,229.470001220703,225.270004272461,226.869995117188,1564400,195.204299926758,2020-12-29
227.979995727539,229.029998779297,226.580001831055,227.169998168945,1891400,195.462417602539,2020-12-30
227.309997558594,230.25,225.889999389648,229.919998168945,1821000,197.828598022461,2020-12-31
231.25,231.25,223.669998168945,226.660003662109,3088200,195.023590087891,2021-01-04
226.940002441406,228.899993896484,224.350006103516,227.759994506836,2494000,195.970077514648,2021-01-05
225,233.529998779297,225,233.25,3754800,200.693771362305,2021-01-06
231.860000610352,235.369995117188,231.470001220703,234.020004272461,2647800,201.356323242188,2021-01-07
235.529998779297,238.860000610352,235.100006103516,238.490005493164,2511100,205.202392578125,2021-01-08
240,240.350006103516,234.429992675781,237.570007324219,2600500,204.41081237793,2021-01-11
237.119995117188,238.779998779297,235.350006103516,236.589996337891,1771500,203.567611694336,2021-01-12
235.990005493164,238.5,235.220001220703,237.740005493164,1412300,204.55712890625,2021-01-13
236.5,243.490005493164,235.679992675781,241.660003662109,2594000,207.929962158203,2021-01-14
241.179992675781,246.839996337891,240.020004272461,245.490005493164,2855200,211.225372314453,2021-01-15
246.5,249,246.380004882812,248.270004272461,2172900,213.61735534668,2021-01-19
247.419998168945,253.350006103516,246.119995117188,252.360000610352,2768200,217.136489868164,2021-01-20
252,252.729995727539,249.520004272461,252.029998779297,2215900,216.852554321289,2021-01-21
252.259994506836,255.229995727539,250.559997558594,253.5,1866600,218.11735534668,2021-01-22
252.050003051758,257.109985351562,251.850006103516,257.100006103516,1830700,221.214920043945,2021-01-25
256.589996337891,259.070007324219,254.860000610352,258.600006103516,2008900,222.505569458008,2021-01-26
255.470001220703,259.440002441406,250.320007324219,251.059997558594,3237900,216.017959594727,2021-01-27
252.479995727539,276.690002441406,243.449996948242,247.75,5205600,213.169982910156,2021-01-28
244.929992675781,246.470001220703,240.25,241.429992675781,3792800,207.732070922852,2021-01-29
244.300003051758,245.479995727539,239.580001831055,240.429992675781,2173500,206.871643066406,2021-02-01
240,241.949996948242,236.800003051758,240.490005493164,2444200,206.923278808594,2021-02-02
231.559997558594,239.869995117188,231.389999389648,237.080001831055,4479200,203.9892578125,2021-02-03
236.279998779297,237.860000610352,233.75,237.220001220703,2819700,204.10969543457,2021-02-04
238.309997558594,238.880004882812,235.380004882812,236.320007324219,2421800,203.335311889648,2021-02-05
237.990005493164,239.630004882812,235.850006103516,237.570007324219,2258200,204.41081237793,2021-02-08
237.279998779297,237.669998168945,234.789993286133,236.649993896484,1996500,203.619216918945,2021-02-09
238.399993896484,240.300003051758,236.699996948242,238.460006713867,2964400,205.17658996582,2021-02-10
238.639999389648,239.130004882812,233.990005493164,235.039993286133,1633900,203.737686157227,2021-02-11
235.039993286133,237.350006103516,233.490005493164,237.210006713867,1460300,205.618728637695,2021-02-12
236.009994506836,237.690002441406,232.529998779297,232.839996337891,2018100,201.830673217773,2021-02-16
232.330001831055,235.839996337891,231.240005493164,235.610000610352,1575400,204.231735229492,2021-02-17
235.429992675781,235.429992675781,232.300003051758,232.529998779297,1945300,201.561965942383,2021-02-18
232.009994506836,233.149993896484,230.850006103516,231.690002441406,2471500,200.833831787109,2021-02-19
230.330001831055,233.800003051758,230.119995117188,231.470001220703,2334800,200.643096923828,2021-02-22
232.649993896484,238,230.970001220703,232.460006713867,2919200,201.501281738281,2021-02-23
229.869995117188,230.789993286133,227.710006713867,229.990005493164,2690500,199.360229492188,2021-02-24
229.990005493164,230.5,226.899993896484,227.520004272461,2769200,197.219192504883,2021-02-25
230.309997558594,230.309997558594,223.619995117188,224.919998168945,3453500,194.965454101562,2021-02-26
225.880004882812,227.929992675781,225.229995727539,227.039993286133,2178100,196.803100585938,2021-03-01
227,227.889999389648,225.279998779297,225.690002441406,2407500,195.632919311523,2021-03-02
223.520004272461,225.690002441406,221.309997558594,223.940002441406,2610600,194.115982055664,2021-03-03
227.820007324219,227.869995117188,220.25,221.910003662109,3577000,192.356323242188,2021-03-04
222.449996948242,228.149993896484,221.449996948242,227.729995727539,3021300,197.40119934082,2021-03-05
228.080001831055,232.199996948242,226.699996948242,227.809997558594,3101000,197.470611572266,2021-03-08
230,233.119995117188,228.779998779297,228.990005493164,3057300,198.493377685547,2021-03-09
231.460006713867,233.490005493164,229.020004272461,229.960006713867,2309800,199.334228515625,2021-03-10
230.660003662109,233.960006713867,228.779998779297,231.169998168945,2244000,200.383087158203,2021-03-11
230.240005493164,230.759994506836,228.690002441406,230.360000610352,1752600,199.680969238281,2021-03-12
230,236.160003662109,229.800003051758,235.960006713867,2911000,204.535140991211,2021-03-15
238.119995117188,242.020004272461,236.619995117188,240.320007324219,3386300,208.314483642578,2021-03-16
240.309997558594,245.899993896484,239.220001220703,244.270004272461,3255500,211.73844909668,2021-03-17
240.5,247.139999389648,240.5,244.419998168945,3063100,211.868453979492,2021-03-18
245.740005493164,247.399993896484,241.630004882812,245.940002441406,12589900,213.186019897461,2021-03-19
242.360000610352,249.770004272461,242.360000610352,249.690002441406,2059800,216.436599731445,2021-03-22
249.990005493164,250,244.899993896484,245.039993286133,2604700,212.405914306641,2021-03-23
245,247.389999389648,243.820007324219,245.470001220703,2237500,212.778656005859,2021-03-24
247.039993286133,247.539993286133,244.979995727539,246.25,2707600,213.45475769043,2021-03-25
245.970001220703,253.279998779297,245.539993286133,252.860000610352,2638900,219.184463500977,2021-03-26
