"PG.Open","PG.High","PG.Low","PG.Close","PG.Volume","PG.Adjusted","Date"
101.75,115.949996948242,101,108.5,17367400,94.6460037231445,2020-03-16
111.449996948242,119.699996948242,110.769996643066,118.23999786377,19451400,103.14232635498,2020-03-17
113.019996643066,121.5,112.089996337891,117.449996948242,23139200,102.45320892334,2020-03-18
116.610000610352,118,109.790000915527,110.830001831055,16428100,96.6785202026367,2020-03-19
109.190002441406,109.699996948242,101.589996337891,102.430000305176,19922900,89.35107421875,2020-03-20
100.190002441406,103.75,94.3399963378906,97.6999969482422,17776800,85.2249984741211,2020-03-23
101.230003356934,104,96.0699996948242,103.269996643066,14625500,90.0838012695312,2020-03-24
100.51000213623,104.699996948242,98.5999984741211,100.919998168945,13789100,88.0338745117188,2020-03-25
103.879997253418,108.309997558594,102.529998779297,107.379997253418,15796000,93.6690139770508,2020-03-26
106.48999786377,114.290000915527,106.48999786377,110.169998168945,16073100,96.1027755737305,2020-03-27
113.900001525879,115.790000915527,110.199996948242,115,14571600,100.316047668457,2020-03-30
113.5,114.290000915527,108.949996948242,110,21691000,95.9544677734375,2020-03-31
107.949996948242,112.180000305176,107,109.330001831055,11095800,95.3700485229492,2020-04-01
107.690002441406,114.98999786377,107.5,114.400001525879,9168800,99.7926483154297,2020-04-02
113.73999786377,115.900001525879,113.01000213623,115.080001831055,7768700,100.38582611084,2020-04-03
117,119,114.580001831055,117.809997558594,16848400,102.76725769043,2020-04-06
116.709999084473,120.059997558594,112.5,112.769996643066,14438400,98.3707962036133,2020-04-07
114.389999389648,117.300003051758,111.860000610352,115.099998474121,12564500,100.403282165527,2020-04-08
115.26000213623,118.660003662109,114.199996948242,114.660003662109,12747300,100.019470214844,2020-04-09
113.610000610352,116.75,113.160003662109,115.949996948242,7926700,101.144744873047,2020-04-13
118.76000213623,121.470001220703,116.25,120.959999084473,10474200,105.515037536621,2020-04-14
120.860000610352,123.419998168945,119.589996337891,121.220001220703,14192900,105.741836547852,2020-04-15
122.349998474121,122.5,119.900001525879,121.5,12020200,105.98607635498,2020-04-16
122.449996948242,124.98999786377,120.540000915527,124.690002441406,15899800,108.768775939941,2020-04-17
121.470001220703,123.230003356934,120.540000915527,120.599998474121,10832000,105.201019287109,2020-04-20
119.5,120.300003051758,118.430000305176,119.680000305176,9465400,104.398460388184,2020-04-21
119.98999786377,120.279998779297,118.779998779297,119.400001525879,10259400,104.154243469238,2020-04-22
118.650001525879,119.669998168945,118.050003051758,119.400001525879,17277000,104.848846435547,2020-04-23
119.099998474121,119.76000213623,118.620002746582,118.779998779297,12751100,104.304374694824,2020-04-24
119.190002441406,119.190002441406,116.900001525879,117.449996948242,10635700,103.13646697998,2020-04-27
117.099998474121,117.910003662109,116.169998168945,116.889999389648,9958000,102.644721984863,2020-04-28
117.519996643066,118.050003051758,115.080001831055,117.080001831055,8707900,102.811569213867,2020-04-29
115.919998168945,118.279998779297,115.660003662109,117.870002746582,10026400,103.505302429199,2020-04-30
117.599998474121,118.370002746582,116.319999694824,116.819999694824,7366400,102.58325958252,2020-05-01
117.089996337891,117.199996948242,115,115.769996643066,5636000,101.661209106445,2020-05-04
115.800003051758,117.26000213623,115.209999084473,116.01000213623,5425200,101.871978759766,2020-05-05
115.540000915527,116.139999389648,112.889999389648,113.099998474121,7892200,99.3165969848633,2020-05-06
114.059997558594,114.139999389648,111.819999694824,112.169998168945,8762800,98.4999618530273,2020-05-07
113.519996643066,116.300003051758,113.389999389648,115.949996948242,9279900,101.819274902344,2020-05-08
115.75,116.01000213623,114.919998168945,115.309997558594,6947500,101.257278442383,2020-05-11
115.199996948242,115.900001525879,114.139999389648,114.550003051758,6734400,100.589904785156,2020-05-12
114.279998779297,115.349998474121,113.730003356934,113.919998168945,9312600,100.036659240723,2020-05-13
113.540000915527,114.449996948242,111.25,113.809997558594,9310000,99.9400634765625,2020-05-14
113.930000305176,114.790000915527,112.050003051758,114.610000610352,10694800,100.642570495605,2020-05-15
116.029998779297,116.98999786377,114.709999084473,116.209999084473,10020800,102.047592163086,2020-05-18
115.089996337891,115.639999389648,112.339996337891,112.440002441406,8047600,98.737060546875,2020-05-19
113,113.769996643066,112.129997253418,113.279998779297,6593800,99.4746780395508,2020-05-20
112.800003051758,113.199996948242,111.430000305176,111.620002746582,6552700,98.0169830322266,2020-05-21
112.290000915527,113.599998474121,111.76000213623,112.599998474121,5571900,98.8775329589844,2020-05-22
114.150001525879,114.150001525879,111.680000305176,112.029998779297,10432400,98.3770141601562,2020-05-26
112.5,113.970001220703,111.819999694824,113.889999389648,8279700,100.010330200195,2020-05-27
115.529998779297,116.98999786377,114.900001525879,116.059997558594,6586700,101.915885925293,2020-05-28
116.129997253418,116.720001220703,114.620002746582,115.919998168945,7868000,101.792922973633,2020-05-29
116,117.5,115.26000213623,117.25,5105600,102.960845947266,2020-06-01
117.069999694824,118.139999389648,116.819999694824,118.059997558594,6327900,103.672134399414,2020-06-02
118.099998474121,119.190002441406,117.949996948242,118.529998779297,6171000,104.084846496582,2020-06-03
118,118.830001831055,115.569999694824,116.050003051758,6895800,101.907104492188,2020-06-04
116.25,118.830001831055,116.050003051758,118.330001831055,7337800,103.909240722656,2020-06-05
117.440002441406,119.120002746582,116.839996337891,119.050003051758,6926700,104.541488647461,2020-06-08
119.400001525879,119.76000213623,118.150001525879,118.339996337891,5563200,103.918006896973,2020-06-09
119,119.889999389648,118.110000610352,119.230003356934,6678200,104.69953918457,2020-06-10
118.809997558594,119.569999694824,116,116.26000213623,8937500,102.091499328613,2020-06-11
116.589996337891,118.050003051758,115.26000213623,115.620002746582,7998500,101.529495239258,2020-06-12
114.550003051758,117.279998779297,113.76000213623,116.690002441406,8786000,102.469093322754,2020-06-15
118.529998779297,118.970001220703,116.930000305176,118.129997253418,8165200,103.733604431152,2020-06-16
118.389999389648,119.110000610352,117.440002441406,117.930000305176,6320800,103.557991027832,2020-06-17
117.459999084473,119.959999084473,117.370002746582,119.279998779297,6274400,104.743453979492,2020-06-18
120.48999786377,121.819999694824,118.830001831055,118.919998168945,17506200,104.42733001709,2020-06-19
118.779998779297,119.080001831055,117.339996337891,117.75,5695600,103.399932861328,2020-06-22
118.669998168945,119.190002441406,117.650001525879,117.730003356934,5340400,103.382362365723,2020-06-23
117.220001220703,117.959999084473,116.279998779297,116.419998168945,6547800,102.231994628906,2020-06-24
116.98999786377,118.029998779297,116.029998779297,117.889999389648,5489300,103.522842407227,2020-06-25
117.589996337891,118.470001220703,115.040000915527,115.230003356934,23201700,101.187026977539,2020-06-26
116.51000213623,118.050003051758,116.349998474121,117.660003662109,6866900,103.32088470459,2020-06-29
117.970001220703,119.98999786377,117.800003051758,119.569999694824,7818000,104.99813079834,2020-06-30
119.650001525879,120.389999389648,118.900001525879,119.980003356934,6501200,105.358154296875,2020-07-01
121,122.569999694824,120.529998779297,120.879997253418,6150900,106.148475646973,2020-07-02
121.769996643066,122.410003662109,120.879997253418,121.629997253418,6023300,106.80704498291,2020-07-06
121.300003051758,123.25,120.889999389648,122.220001220703,6866300,107.325164794922,2020-07-07
122.150001525879,123.23999786377,122,122.889999389648,6494100,107.913513183594,2020-07-08
122.819999694824,123.980003356934,121.809997558594,122.480003356934,5341000,107.553482055664,2020-07-09
122.569999694824,124.5,122.470001220703,123.889999389648,6752600,108.791648864746,2020-07-10
124,125.589996337891,123.339996337891,124.050003051758,7681500,108.932121276855,2020-07-13
123.98999786377,125.660003662109,123.5,125.089996337891,6272100,109.845397949219,2020-07-14
125.980003356934,126.900001525879,124.26000213623,124.5,8145000,109.327293395996,2020-07-15
125.080001831055,125.519996643066,123.910003662109,124.76000213623,3959300,109.555610656738,2020-07-16
125.089996337891,126.069999694824,124.830001831055,125.629997253418,4868600,110.31957244873,2020-07-17
125.470001220703,125.839996337891,124.790000915527,125.23999786377,4242100,109.977127075195,2020-07-20
125.48999786377,126.639999389648,124.919998168945,125.069999694824,5162300,109.827812194824,2020-07-21
125.5,126.400001525879,124.209999084473,126.139999389648,5929200,110.767433166504,2020-07-22
126.120002746582,127.180000305176,125.599998474121,126.160003662109,6664800,111.484092712402,2020-07-23
126.98999786377,127.769996643066,125.319999694824,125.959999084473,6014200,111.307357788086,2020-07-24
125.709999084473,126.639999389648,125.540000915527,126.319999694824,6464600,111.62548828125,2020-07-27
126.370002746582,128.460006713867,126.290000915527,127.879997253418,7644400,113.004020690918,2020-07-28
127.559997558594,129.240005493164,127.360000610352,128.309997558594,6702000,113.383979797363,2020-07-29
130.660003662109,132.029998779297,129.649993896484,131.419998168945,10400700,116.132209777832,2020-07-30
130.660003662109,131.210006713867,129.270004272461,131.119995117188,8487000,115.86710357666,2020-07-31
130.470001220703,131.919998168945,130.470001220703,131.289993286133,7769400,116.017333984375,2020-08-03
130.770004272461,133.929992675781,130.699996948242,133.789993286133,7773700,118.226516723633,2020-08-04
133.589996337891,134.649993896484,133.119995117188,133.440002441406,5680000,117.917221069336,2020-08-05
132.850006103516,133.369995117188,132.119995117188,132.710006713867,3974100,117.272155761719,2020-08-06
132.889999389648,133.639999389648,132.449996948242,133.550003051758,4934900,118.014450073242,2020-08-07
133.699996948242,134.440002441406,133.190002441406,134.100006103516,5812700,118.500450134277,2020-08-10
134.270004272461,134.740005493164,132.789993286133,133.229995727539,5329900,117.731643676758,2020-08-11
133.770004272461,135.970001220703,133.699996948242,135.460006713867,5920400,119.702217102051,2020-08-12
135.080001831055,135.869995117188,134.929992675781,135.779998779297,4989500,119.985054016113,2020-08-13
135.610000610352,135.639999389648,134.550003051758,135.100006103516,5845200,119.384117126465,2020-08-14
134.940002441406,135.699996948242,134.660003662109,135.5,5603800,119.737571716309,2020-08-17
135.809997558594,137.520004272461,135.419998168945,136.509994506836,8670700,120.630088806152,2020-08-18
135.539993286133,136.320007324219,135.5,135.770004272461,6827700,119.976173400879,2020-08-19
135.240005493164,136.979995727539,135.190002441406,136.850006103516,4352200,120.930549621582,2020-08-20
136.600006103516,138.100006103516,135.910003662109,137.440002441406,5706600,121.45191192627,2020-08-21
137.490005493164,138.779998779297,137.199996948242,138.509994506836,7420500,122.397438049316,2020-08-24
139,139.149993896484,137.800003051758,139.059997558594,4718300,122.88346862793,2020-08-25
138.570007324219,139.320007324219,138.25,138.389999389648,4746200,122.291389465332,2020-08-26
138.839996337891,139.690002441406,138.179992675781,138.210006713867,6156100,122.132377624512,2020-08-27
138.320007324219,138.910003662109,136.949996948242,138.770004272461,4166300,122.62720489502,2020-08-28
138.190002441406,138.729995727539,137.820007324219,138.330001831055,5596800,122.238372802734,2020-08-31
137.860000610352,138.220001220703,137.070007324219,138.179992675781,5671800,122.105827331543,2020-09-01
138.110000610352,141.440002441406,137.610000610352,140.509994506836,8384800,124.164810180664,2020-09-02
140.740005493164,141.699996948242,137.089996337891,138.259994506836,7277900,122.176528930664,2020-09-03
137.809997558594,139.190002441406,136.119995117188,137.960006713867,7437700,121.911430358887,2020-09-04
138.520004272461,138.639999389648,135.039993286133,135.940002441406,6847500,120.126434326172,2020-09-08
136.419998168945,139.559997558594,136.270004272461,138.149993896484,6002900,122.079315185547,2020-09-09
138.119995117188,138.720001220703,136.509994506836,136.699996948242,5242500,120.797996520996,2020-09-10
137.690002441406,138.660003662109,137.160003662109,138.139999389648,4398000,122.070503234863,2020-09-11
138.440002441406,139.580001831055,138.330001831055,138.630004882812,4767400,122.503509521484,2020-09-14
138.789993286133,139.770004272461,138.389999389648,138.630004882812,4046500,122.503509521484,2020-09-15
139.570007324219,140.169998168945,137.600006103516,137.699996948242,6049900,121.681709289551,2020-09-16
137.059997558594,137.880004882812,136.190002441406,137.520004272461,4648500,121.522590637207,2020-09-17
136.910003662109,137.929992675781,136.259994506836,137.369995117188,10192800,121.39005279541,2020-09-18
137,137.470001220703,134.699996948242,136.710006713867,7092600,120.806854248047,2020-09-21
136.490005493164,139.029998779297,136.240005493164,137.960006713867,4722800,121.911430358887,2020-09-22
138.419998168945,138.419998168945,136.089996337891,136.309997558594,6373700,120.45336151123,2020-09-23
136.669998168945,137.149993896484,135.710006713867,136.919998168945,5708200,120.992408752441,2020-09-24
135.889999389648,137.990005493164,135.889999389648,137.619995117188,4969900,121.610969543457,2020-09-25
138.559997558594,139.940002441406,137.779998779297,138.009994506836,5810800,121.955604553223,2020-09-28
138.389999389648,138.419998168945,136.660003662109,137.259994506836,4492100,121.292869567871,2020-09-29
138.160003662109,139.850006103516,137.809997558594,138.990005493164,8727800,122.821624755859,2020-09-30
139.580001831055,139.990005493164,138.210006713867,139.240005493164,5713400,123.042518615723,2020-10-01
137.929992675781,139.119995117188,136.949996948242,138.119995117188,6077900,122.052833557129,2020-10-02
138.720001220703,139.649993896484,138.300003051758,139.389999389648,6333900,123.175048828125,2020-10-05
139.419998168945,140.770004272461,138.809997558594,139.610000610352,6042900,123.369483947754,2020-10-06
140.080001831055,141.389999389648,139.369995117188,140.699996948242,4640900,124.332710266113,2020-10-07
140.559997558594,141.929992675781,140.360000610352,141.649993896484,4569800,125.172157287598,2020-10-08
141.839996337891,143.639999389648,141.699996948242,142.919998168945,6551700,126.294418334961,2020-10-09
143.330001831055,145.330001831055,143.330001831055,144.490005493164,5791500,127.681846618652,2020-10-12
143.820007324219,144.839996337891,143.460006713867,144.210006713867,4509400,127.434387207031,2020-10-13
144.179992675781,145.100006103516,143.080001831055,144.039993286133,3860700,127.284149169922,2020-10-14
143.059997558594,144.389999389648,142.889999389648,143.830001831055,4997100,127.098587036133,2020-10-15
144.419998168945,145.869995117188,143.919998168945,144.389999389648,6806100,127.593414306641,2020-10-16
144.470001220703,145.389999389648,141.130004882812,141.910003662109,6427600,125.401947021484,2020-10-19
145.610000610352,145.690002441406,141.899993896484,142.479995727539,7582100,125.905616760254,2020-10-20
142.490005493164,144.339996337891,142.470001220703,143.25,5649700,126.586044311523,2020-10-21
141.490005493164,142.75,141.080001831055,141.449996948242,4502900,125.689491271973,2020-10-22
141.759994506836,142.880004882812,141.759994506836,142.380004882812,4278100,126.51586151123,2020-10-23
141.5,142.050003051758,140.009994506836,141.300003051758,5315500,125.556182861328,2020-10-26
141.940002441406,143.339996337891,141.649993896484,142.360000610352,6806700,126.498085021973,2020-10-27
140.449996948242,140.940002441406,137.309997558594,137.660003662109,8192200,122.321769714355,2020-10-28
137.350006103516,139.089996337891,135.800003051758,137.570007324219,5476900,122.241813659668,2020-10-29
137.179992675781,137.990005493164,134.679992675781,137.100006103516,6422000,121.824157714844,2020-10-30
138.509994506836,140,137.440002441406,138.5,6682800,123.068161010742,2020-11-02
139.320007324219,142.660003662109,139.320007324219,141.220001220703,6244200,125.485084533691,2020-11-03
140.460006713867,143,140.270004272461,140.639999389648,5820600,124.969711303711,2020-11-04
142.440002441406,143.529998779297,141.779998779297,142.380004882812,5673100,126.51586151123,2020-11-05
142.669998168945,144.070007324219,142.380004882812,143.229995727539,4702300,127.271171569824,2020-11-06
146.149993896484,146.919998168945,137.600006103516,137.990005493164,12664700,122.615020751953,2020-11-09
138.100006103516,140.619995117188,137.149993896484,140.259994506836,7854000,124.632057189941,2020-11-10
141.850006103516,143,140.649993896484,142.070007324219,5554300,126.240386962891,2020-11-11
142.289993286133,142.550003051758,141.070007324219,142.149993896484,5631700,126.311492919922,2020-11-12
142.210006713867,144.479995727539,141.880004882812,144.279998779297,6466800,128.204116821289,2020-11-13
144.779998779297,144.779998779297,141.259994506836,142.429992675781,7976600,126.560272216797,2020-11-16
141.889999389648,143.470001220703,141.75,141.880004882812,6396800,126.071578979492,2020-11-17
141.990005493164,142.100006103516,139.660003662109,139.699996948242,6097100,124.134429931641,2020-11-18
139.869995117188,140.119995117188,138.449996948242,139.529998779297,5284100,123.983390808105,2020-11-19
139.529998779297,140.350006103516,138.630004882812,139.300003051758,4726900,123.779029846191,2020-11-20
139.320007324219,139.949996948242,137.860000610352,138.759994506836,4770600,123.299209594727,2020-11-23
138.830001831055,139.839996337891,138.070007324219,138.309997558594,7101800,122.899345397949,2020-11-24
138.160003662109,139.389999389648,138.039993286133,138.679992675781,8411300,123.228141784668,2020-11-25
138.589996337891,138.889999389648,137.529998779297,138.610000610352,4252200,123.165908813477,2020-11-27
138,139.199996948242,136.740005493164,138.869995117188,11640400,123.396911621094,2020-11-30
139.160003662109,139.539993286133,138.160003662109,139.369995117188,7169700,123.841217041016,2020-12-01
139.369995117188,139.940002441406,137.490005493164,138.360000610352,6963000,122.943786621094,2020-12-02
138.089996337891,138.350006103516,135.539993286133,137.339996337891,8742500,122.037399291992,2020-12-03
137.210006713867,137.860000610352,135.869995117188,137.470001220703,6617200,122.152946472168,2020-12-04
136.610000610352,137.740005493164,136.559997558594,137.679992675781,6918000,122.339546203613,2020-12-07
137.020004272461,138.779998779297,136.429992675781,138.050003051758,6493500,122.668327331543,2020-12-08
137.830001831055,138.039993286133,136.25,136.410003662109,6773400,121.211029052734,2020-12-09
136.520004272461,136.919998168945,135.039993286133,135.509994506836,6800500,120.411293029785,2020-12-10
134.460006713867,136.800003051758,134.199996948242,136.509994506836,6548000,121.299880981445,2020-12-11
137.020004272461,137.929992675781,135.770004272461,135.850006103516,6485300,120.71346282959,2020-12-14
136.389999389648,137.539993286133,136.240005493164,136.649993896484,5397000,121.424293518066,2020-12-15
136.710006713867,138.270004272461,136.710006713867,137.270004272461,5382500,121.975219726562,2020-12-16
138.009994506836,139.119995117188,137.949996948242,138.25,7405300,122.846054077148,2020-12-17
138.259994506836,140.070007324219,137.449996948242,139.039993286133,19988800,123.547996520996,2020-12-18
137.960006713867,138.429992675781,136.220001220703,137.520004272461,6732400,122.197357177734,2020-12-21
137.289993286133,138.070007324219,136.380004882812,136.550003051758,5023100,121.335426330566,2020-12-22
137.389999389648,137.550003051758,136.130004882812,136.339996337891,6004200,121.148849487305,2020-12-23
136.199996948242,138.130004882812,136.199996948242,137.720001220703,2588200,122.375099182129,2020-12-24
138.149993896484,139.389999389648,137.949996948242,138.679992675781,3714700,123.228141784668,2020-12-28
139.220001220703,139.940002441406,138.199996948242,138.419998168945,5139300,122.997100830078,2020-12-29
138.600006103516,138.919998168945,137.550003051758,137.770004272461,3261400,122.419502258301,2020-12-30
138.309997558594,139.289993286133,137.389999389648,139.139999389648,4076400,123.636833190918,2020-12-31
139.660003662109,139.860000610352,136.350006103516,137.820007324219,8330900,122.46395111084,2021-01-04
137.990005493164,138.919998168945,136.270004272461,138.699996948242,6856400,123.245872497559,2021-01-05
138.770004272461,141.039993286133,138.600006103516,140.160003662109,10578000,124.54322052002,2021-01-06
139.75,140.130004882812,138.039993286133,138.850006103516,7355400,123.379196166992,2021-01-07
138.470001220703,139.059997558594,137,138.789993286133,7448500,123.325843811035,2021-01-08
138.75,139.440002441406,137.600006103516,137.850006103516,7239900,122.490608215332,2021-01-11
137.850006103516,138.25,136.240005493164,137.050003051758,6333500,121.779731750488,2021-01-12
137.100006103516,138.070007324219,137.100006103516,137.259994506836,6078800,121.966339111328,2021-01-13
137.429992675781,137.649993896484,135.279998779297,135.800003051758,6172800,120.669044494629,2021-01-14
135.25,136.199996948242,134.660003662109,134.779998779297,7757600,119.762649536133,2021-01-15
135.699996948242,136.360000610352,133.559997558594,133.600006103516,9184900,118.714134216309,2021-01-19
132.529998779297,133.800003051758,131.259994506836,131.929992675781,12506600,117.230201721191,2021-01-20
130.649993896484,131.990005493164,130.509994506836,131.009994506836,8761600,117.11491394043,2021-01-21
131.020004272461,131.470001220703,129.990005493164,130,7202800,116.212020874023,2021-01-22
129.949996948242,133,129.899993896484,132.240005493164,9640000,118.214454650879,2021-01-25
132.25,133.470001220703,131.429992675781,133.089996337891,5996700,118.974304199219,2021-01-26
132.389999389648,133.100006103516,127.699996948242,128.380004882812,10826700,114.763847351074,2021-01-27
127.839996337891,131.649993896484,127.440002441406,130.360000610352,8242000,116.533813476562,2021-01-28
130.190002441406,130.289993286133,128.070007324219,128.210006713867,8344100,114.611869812012,2021-01-29
129,129.660003662109,128.199996948242,128.970001220703,6534200,115.29126739502,2021-02-01
129.600006103516,130.720001220703,128.690002441406,128.789993286133,6825600,115.130340576172,2021-02-02
128.949996948242,129.199996948242,127.75,128.949996948242,7309400,115.273376464844,2021-02-03
129.380004882812,129.460006713867,128.580001831055,129.029998779297,6613700,115.344909667969,2021-02-04
129.119995117188,130.100006103516,129.029998779297,129.570007324219,5063700,115.827629089355,2021-02-05
129.929992675781,130.100006103516,128.110000610352,129.169998168945,7011200,115.47004699707,2021-02-08
129.460006713867,129.940002441406,128.229995727539,128.669998168945,5917800,115.023071289062,2021-02-09
128.75,129.160003662109,127.959999084473,128.220001220703,8594100,114.620811462402,2021-02-10
128.539993286133,129.330001831055,128.210006713867,128.330001831055,6139200,114.719161987305,2021-02-11
128,128.130004882812,126.580001831055,127.620002746582,8407300,114.084426879883,2021-02-12
127.970001220703,128.169998168945,126.98999786377,127.919998168945,8246000,114.352630615234,2021-02-16
127.190002441406,129.490005493164,127.110000610352,128.460006713867,8845200,114.835342407227,2021-02-17
127.809997558594,129.850006103516,127.589996337891,129.529998779297,6936400,115.791870117188,2021-02-18
129.350006103516,129.440002441406,127.019996643066,127.120002746582,8277900,113.637466430664,2021-02-19
126.790000915527,127.23999786377,126.379997253418,126.580001831055,6975500,113.154747009277,2021-02-22
127.779998779297,129.929992675781,127.190002441406,127.519996643066,10145300,113.99503326416,2021-02-23
127.349998474121,128.240005493164,126.910003662109,127.660003662109,7263000,114.120193481445,2021-02-24
127.48999786377,128.990005493164,126.290000915527,126.580001831055,7790800,113.154747009277,2021-02-25
126.540000915527,126.930000305176,121.819999694824,123.529998779297,17718800,110.428230285645,2021-02-26
124.160003662109,125.48999786377,124,124.290000915527,7740200,111.107627868652,2021-03-01
123.870002746582,124.860000610352,123.430000305176,123.900001525879,10206500,110.759002685547,2021-03-02
123.769996643066,124.199996948242,122.790000915527,123.160003662109,7537000,110.097473144531,2021-03-03
123.099998474121,124.769996643066,121.540000915527,122.150001525879,10228100,109.194602966309,2021-03-04
122.76000213623,126.330001831055,122.550003051758,125.980003356934,10490900,112.618385314941,2021-03-05
125.76000213623,128.899993896484,125.319999694824,127.309997558594,9224700,113.807312011719,2021-03-08
127.650001525879,128.919998168945,126.059997558594,126.180000305176,8859700,112.797180175781,2021-03-09
126.150001525879,128.419998168945,125.470001220703,127.339996337891,9070900,113.834136962891,2021-03-10
127.129997253418,127.849998474121,126.720001220703,126.910003662109,6941500,113.449737548828,2021-03-11
127.650001525879,128.820007324219,127.650001525879,128.139999389648,6521900,114.549278259277,2021-03-12
128.389999389648,129.039993286133,127.190002441406,128.559997558594,7172600,114.924736022949,2021-03-15
128.509994506836,129.979995727539,128.509994506836,128.940002441406,6485200,115.264427185059,2021-03-16
129.110000610352,129.839996337891,128.350006103516,128.419998168945,6192900,114.799598693848,2021-03-17
128.210006713867,129.039993286133,127.040000915527,128.699996948242,6871300,115.049903869629,2021-03-18
129.100006103516,129.740005493164,127.900001525879,128.009994506836,20262100,114.433067321777,2021-03-19
128.009994506836,130.889999389648,128.009994506836,130.179992675781,8077600,116.372932434082,2021-03-22
130.410003662109,133.289993286133,129.990005493164,132.600006103516,9503800,118.536247253418,2021-03-23
