"NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted","Date"
98.1100006103516,98.4499969482422,95.9199981689453,96.3000030517578,8780300,89.3980026245117,2020-01-31
99,100.919998168945,98.5699996948242,99.2699966430664,9727000,92.1551361083984,2020-02-03
101.910003662109,102.779998779297,101.26000213623,101.379997253418,6559600,94.1139297485352,2020-02-04
101.76000213623,101.970001220703,99.5299987792969,100.540000915527,6108300,93.334098815918,2020-02-05
100.900001525879,101.529998779297,100.160003662109,100.269996643066,5641800,93.0834808349609,2020-02-06
99.8099975585938,100.400001525879,98.9700012207031,99.4400024414062,4121800,92.3129730224609,2020-02-07
99.2200012207031,100.51000213623,99,100.019996643066,4213900,92.8514099121094,2020-02-10
100.069999694824,100.349998474121,99.4400024414062,100.019996643066,4871800,92.8514099121094,2020-02-11
100.73999786377,103.080001831055,100.440002441406,103,8075600,95.6178207397461,2020-02-12
102.51000213623,103.73999786377,101.680000305176,103.370002746582,5386800,95.961296081543,2020-02-13
103.529998779297,103.889999389648,102.449996948242,103.540000915527,4305300,96.1191177368164,2020-02-14
103,103.379997253418,101.610000610352,102,4916200,94.6895065307617,2020-02-18
102.660003662109,103.389999389648,102.430000305176,102.459999084473,6200500,95.1165237426758,2020-02-19
102.459999084473,102.629997253418,100.550003051758,102.529998779297,6427600,95.1815032958984,2020-02-20
102,102.080001831055,99.629997253418,100.25,5750900,93.0648956298828,2020-02-21
95.5400009155273,97.0699996948242,95.25,95.9100036621094,8364200,89.0359878540039,2020-02-24
96.3499984741211,96.7600021362305,92.620002746582,92.9000015258789,9602100,86.2416915893555,2020-02-25
93.0800018310547,94.6500015258789,91.9899978637695,92,9308400,85.4061965942383,2020-02-26
90,93.0599975585938,88.5,88.5500030517578,12825700,82.2034683227539,2020-02-27
86.0299987792969,89.4700012207031,85.1500015258789,89.379997253418,16552400,83.2041854858398,2020-02-28
89.5999984741211,93.1399993896484,87.9100036621094,92.6800003051758,14102000,86.2761840820312,2020-03-02
92.7399978637695,94.9800033569336,90.5699996948242,90.9300003051758,14767600,84.6471099853516,2020-03-03
92.0800018310547,93.8199996948242,90.8399963378906,93.7900009155273,6904400,87.3094711303711,2020-03-04
91.2600021362305,91.6800003051758,89.9400024414062,90.5800018310547,8851100,84.3212661743164,2020-03-05
88.3600006103516,89.3899993896484,85.879997253418,88.3600006103516,12336400,82.2546615600586,2020-03-06
81.8899993896484,86.7399978637695,80.9199981689453,84.1100006103516,13272700,78.29833984375,2020-03-09
86.6900024414062,88.4000015258789,82.879997253418,88.3000030517578,12755900,82.1988220214844,2020-03-10
84,84.629997253418,82.0699996948242,84,16172000,78.1959381103516,2020-03-11
78.2300033569336,78.4899978637695,73,74.1999969482422,21534800,69.0730667114258,2020-03-12
78.1999969482422,78.1999969482422,71.7600021362305,75.5800018310547,21859600,70.3577117919922,2020-03-13
65.2799987792969,72.9700012207031,63.3699989318848,66.7900009155273,17976700,62.1750755310059,2020-03-16
67.5100021362305,73.3300018310547,62.4000015258789,69.8399963378906,17122100,65.0143280029297,2020-03-17
64.7900009155273,68.3300018310547,60,68.0400009155273,19498800,63.3386993408203,2020-03-18
67.0400009155273,72.7099990844727,64.1500015258789,70.3399963378906,16177200,65.4797668457031,2020-03-19
71.5100021362305,74.0599975585938,67.1999969482422,67.4499969482422,15761900,62.7894515991211,2020-03-20
65,66.879997253418,60.5800018310547,62.7999992370605,17690000,58.4607620239258,2020-03-23
65.6999969482422,72.6600036621094,64,72.3300018310547,18849500,67.3322677612305,2020-03-24
80.1100006103516,83.4899978637695,76.1999969482422,79.0100021362305,27053200,73.5507354736328,2020-03-25
80.1699981689453,86.8600006103516,80.0100021362305,84.3000030517578,17200800,78.475212097168,2020-03-26
81.6999969482422,85.7399978637695,79.5100021362305,83.2300033569336,14183400,77.4791488647461,2020-03-27
84,85.9599990844727,81.5,85.379997253418,10960100,79.4805755615234,2020-03-30
85.129997253418,85.7300033569336,82.4000015258789,82.7399978637695,9610100,77.0229873657227,2020-03-31
79.4899978637695,81.1800003051758,78.5299987792969,79.2300033569336,9771300,73.7555313110352,2020-04-01
79,81.5999984741211,77.1600036621094,80.1399993896484,12731300,74.6026458740234,2020-04-02
79.3600006103516,79.7900009155273,77.9100036621094,78.8600006103516,8476900,73.4110946655273,2020-04-03
81.9100036621094,85.0400009155273,81.2099990844727,84.629997253418,11266500,78.7824020385742,2020-04-06
88.6999969482422,88.870002746582,84.0299987792969,84.1600036621094,10468100,78.3448791503906,2020-04-07
84.6999969482422,85.7699966430664,83.6100006103516,85.3000030517578,6642700,79.4060974121094,2020-04-08
86.6900024414062,87.3899993896484,85.1600036621094,86.7900009155273,7773600,80.7931442260742,2020-04-09
85.8000030517578,85.9899978637695,84.1399993896484,84.4599990844727,5077600,78.6241302490234,2020-04-13
85.9499969482422,87.7699966430664,85.4800033569336,87.4700012207031,6397200,81.4261627197266,2020-04-14
84.870002746582,85.879997253418,83.7099990844727,85.0400009155273,8053900,79.1640777587891,2020-04-15
85.4300003051758,86.5299987792969,84.5500030517578,86.3000030517578,9373800,80.3369979858398,2020-04-16
89,90.25,88.3600006103516,89.9100036621094,8111400,83.6975784301758,2020-04-17
88.4300003051758,89.4400024414062,87.5199966430664,87.9000015258789,7244400,81.8264617919922,2020-04-20
85.9899978637695,86.9000015258789,85.0899963378906,85.1999969482422,6597000,79.3130111694336,2020-04-21
86.9800033569336,89.4400024414062,86.4199981689453,88.7699966430664,6463000,82.636344909668,2020-04-22
88.9400024414062,89.5299987792969,87.2600021362305,87.3499984741211,5343500,81.3144607543945,2020-04-23
88.8899993896484,89.120002746582,87.6500015258789,88.370002746582,4450100,82.2639617919922,2020-04-24
88.379997253418,89.870002746582,87.3099975585938,89.370002746582,6875100,83.1948776245117,2020-04-27
90.5500030517578,90.7099990844727,88.629997253418,88.8000030517578,5145400,82.6642684936523,2020-04-28
90,91.3899993896484,87.8300018310547,88.0699996948242,9461400,81.9847106933594,2020-04-29
87,88,86.5100021362305,87.1800003051758,9371400,81.1562194824219,2020-04-30
85.6699981689453,86.1100006103516,84.8099975585938,85.5400009155273,6151200,79.6295166015625,2020-05-01
84.6800003051758,85.8000030517578,84.3099975585938,85.75,6348900,79.8249969482422,2020-05-04
86.5400009155273,88.5299987792969,86.0299987792969,87.1999969482422,6321500,81.1748123168945,2020-05-05
88.0500030517578,88.6900024414062,87.4300003051758,88.4400024414062,7342300,82.3291397094727,2020-05-06
89.4000015258789,90.2399978637695,88.379997253418,88.5599975585938,4565900,82.4408493041992,2020-05-07
90.1100006103516,90.6399993896484,89.5899963378906,90.4599990844727,5488000,84.2095642089844,2020-05-08
89.4499969482422,91.4199981689453,89.1399993896484,90.9300003051758,4937600,84.6471099853516,2020-05-11
91.5299987792969,91.6699981689453,88.1500015258789,88.2600021362305,5622600,82.1615829467773,2020-05-12
87.379997253418,87.7399978637695,85.1999969482422,86.0199966430664,6739800,80.0763397216797,2020-05-13
85,86.5800018310547,84.1100006103516,86.5500030517578,7431800,80.5697250366211,2020-05-14
85.25,87.2300033569336,84.879997253418,86.9899978637695,9165000,80.9793319702148,2020-05-15
90.4899978637695,91.5999984741211,89.879997253418,91.0400009155273,8517200,84.7495040893555,2020-05-18
90.8499984741211,93.8199996948242,90.8199996948242,91.5100021362305,6514100,85.1870193481445,2020-05-19
93.1999969482422,93.8600006103516,92.6999969482422,92.9499969482422,6347000,86.5275268554688,2020-05-20
92.879997253418,94.379997253418,92.370002746582,94.2600021362305,7504300,87.7470016479492,2020-05-21
94.4199981689453,94.6500015258789,93.3499984741211,93.75,4049500,87.2722320556641,2020-05-22
95.9800033569336,97.4300003051758,95.2799987792969,96.620002746582,7185200,89.9439468383789,2020-05-26
98.120002746582,99.9899978637695,97.620002746582,99.870002746582,7915900,92.969367980957,2020-05-27
100.089996337891,100.690002441406,98.25,98.4599990844727,7260700,91.6568145751953,2020-05-28
98.1900024414062,99.25,96.9300003051758,98.5800018310547,10332500,91.9974365234375,2020-05-29
98.4000015258789,99.7799987792969,97.8899993896484,99.5400009155273,4295400,92.8933181762695,2020-06-01
99.4199981689453,100.879997253418,98.8199996948242,100.73999786377,10798700,94.0132064819336,2020-06-02
101.26000213623,104.550003051758,101.120002746582,104.110000610352,5867700,97.1581726074219,2020-06-03
103.660003662109,103.900001525879,100.470001220703,101.279998779297,8775000,94.5171127319336,2020-06-04
104,104.690002441406,102.129997253418,102.709999084473,8363600,95.8516464233398,2020-06-05
103.050003051758,104.300003051758,102.709999084473,104.290000915527,6165400,97.3261413574219,2020-06-08
102.819999694824,103.769996643066,102.430000305176,102.629997253418,5385900,95.7769775390625,2020-06-09
103,103.150001525879,101.709999084473,102.120002746582,5194200,95.3010482788086,2020-06-10
98.379997253418,98.9899978637695,94.879997253418,95.1699981689453,10976900,88.8151245117188,2020-06-11
97.8000030517578,97.8000030517578,94.7399978637695,96.4300003051758,7416400,89.9909896850586,2020-06-12
93.9000015258789,98.0800018310547,93.4400024414062,97.8399963378906,8645300,91.3068084716797,2020-06-15
101.25,101.339996337891,97.7200012207031,99.0400009155273,6054400,92.4267196655273,2020-06-16
99,100.23999786377,98.8899993896484,99.2099990844727,3405500,92.5853576660156,2020-06-17
98.6900024414062,99.4199981689453,97.8499984741211,98.4499969482422,4392400,91.876106262207,2020-06-18
99.9700012207031,99.9800033569336,95.7799987792969,95.7799987792969,10304000,89.384391784668,2020-06-19
96.8499984741211,99.5400009155273,96.0199966430664,99.5100021362305,6918200,92.8653259277344,2020-06-22
101.150001525879,102.220001220703,100.709999084473,101.919998168945,6499000,95.1143951416016,2020-06-23
100.940002441406,101.849998474121,98.0899963378906,100.080001831055,8611600,93.3972625732422,2020-06-24
99.2300033569336,101.680000305176,98.8000030517578,101.400001525879,11531400,94.6291198730469,2020-06-25
98.5,98.7799987792969,93.5699996948242,93.6699981689453,24918500,87.415283203125,2020-06-26
93.6999969482422,96,93.6999969482422,95.870002746582,9624200,89.468391418457,2020-06-29
96,98.3000030517578,95.6399993896484,98.0500030517578,9065500,91.5028228759766,2020-06-30
98.5,98.7200012207031,97.1100006103516,97.4000015258789,5733800,90.8962097167969,2020-07-01
98.7799987792969,99.6600036621094,98.0199966430664,98.4300003051758,5354900,91.8574523925781,2020-07-02
99.620002746582,100.029998779297,99.0400009155273,99.9499969482422,4995000,93.2759399414062,2020-07-06
99.2200012207031,99.5500030517578,96.9199981689453,97.0699996948242,6352900,90.588249206543,2020-07-07
97.5,98.9800033569336,96.9599990844727,98.8399963378906,5634600,92.2400588989258,2020-07-08
98.5500030517578,98.9100036621094,96.370002746582,96.9899978637695,6282300,90.5135955810547,2020-07-09
97,98.0500030517578,95.7200012207031,97.9899978637695,3967000,91.4468154907227,2020-07-10
98.25,98.9400024414062,96.2600021362305,96.4599990844727,4845600,90.0189819335938,2020-07-13
96.3300018310547,97.25,95.5100021362305,96.7600021362305,4850600,90.2989654541016,2020-07-14
98.4100036621094,99.0400009155273,97.3099975585938,98.5400009155273,5343700,91.9600982666016,2020-07-15
97.5,98.2300033569336,97.0400009155273,97.2600021362305,3594700,90.7655715942383,2020-07-16
96.9499969482422,97.2300033569336,96.0400009155273,96.2799987792969,7405700,89.8509902954102,2020-07-17
95.5,96.3499984741211,95.1100006103516,95.6500015258789,5822300,89.263069152832,2020-07-20
96.9199981689453,99,96.0999984741211,98.3600006103516,5855600,91.792121887207,2020-07-21
98.1600036621094,98.9899978637695,97.9100036621094,98.9100036621094,4097000,92.3053817749023,2020-07-22
98.3499984741211,100.180000305176,97.7200012207031,98.3000030517578,4530500,91.7361297607422,2020-07-23
98.1399993896484,99.3600006103516,97.6999969482422,98.4300003051758,5638400,91.8574523925781,2020-07-24
96.9599990844727,98.4000015258789,96.8899993896484,97.2099990844727,4273400,90.7189025878906,2020-07-27
96.9499969482422,97.4700012207031,96.1600036621094,96.2699966430664,3822600,89.841682434082,2020-07-28
96.4300003051758,97.5500030517578,96.3000030517578,96.9700012207031,6872400,90.4949417114258,2020-07-29
96.4700012207031,97.2300033569336,95.8000030517578,96.8199996948242,4018400,90.3549575805664,2020-07-30
96.8899993896484,97.6500015258789,96.3000030517578,97.6100006103516,5509900,91.0922012329102,2020-07-31
98.0299987792969,99.2900009155273,97.8199996948242,98.3300018310547,5472700,91.7641143798828,2020-08-03
97.7900009155273,97.9499969482422,96.5500030517578,97.3300018310547,7539300,90.8309173583984,2020-08-04
97.120002746582,101.25,97.0800018310547,100.940002441406,7217500,94.1998291015625,2020-08-05
100.639999389648,101.180000305176,100.029998779297,100.449996948242,4060900,93.7425537109375,2020-08-06
101,101.910003662109,99.8899993896484,101.860000610352,5545600,95.0583953857422,2020-08-07
102.470001220703,106.830001831055,102.400001525879,105.410003662109,12678000,98.3713607788086,2020-08-10
106.849998474121,107.330001831055,104.860000610352,105.120002746582,5400700,98.1007385253906,2020-08-11
105.720001220703,105.889999389648,103.379997253418,105.220001220703,4714800,98.1940460205078,2020-08-12
105.300003051758,106.98999786377,105.199996948242,106.519996643066,4281700,99.4072494506836,2020-08-13
106.120002746582,106.779998779297,105.459999084473,106.430000305176,2985700,99.3232650756836,2020-08-14
106.5,106.5,105.120002746582,105.660003662109,3017000,98.6046676635742,2020-08-17
106.459999084473,107,105.470001220703,106.970001220703,5023000,99.8271942138672,2020-08-18
107.690002441406,109.690002441406,107.349998474121,108.389999389648,9508100,101.152381896973,2020-08-19
107.559997558594,108.73999786377,107.349998474121,108.01000213623,4304000,100.797744750977,2020-08-20
108,109.769996643066,107.75,109.75,5564000,102.42155456543,2020-08-21
110,112,109.900001525879,111.830001831055,8173100,104.362663269043,2020-08-24
112,112.279998779297,111.089996337891,111.51000213623,4380900,104.06404876709,2020-08-25
111.919998168945,112.089996337891,111.290000915527,111.529998779297,4477900,104.082717895508,2020-08-26
111.98999786377,112.790000915527,110.5,110.839996337891,4390800,103.438766479492,2020-08-27
111.01000213623,112.669998168945,110.569999694824,112.290000915527,3731100,105.024101257324,2020-08-28
112.139999389648,112.519996643066,111.139999389648,111.889999389648,3519800,104.649955749512,2020-08-31
112,114.900001525879,111.830001831055,114.839996337891,4912400,107.40909576416,2020-09-01
115.059997558594,117.410003662109,114.5,116.800003051758,6775400,109.242279052734,2020-09-02
116.800003051758,116.900001525879,112,112.849998474121,7264400,105.547859191895,2020-09-03
112.959999084473,113.75,110.209999084473,112.400001525879,5157600,105.126976013184,2020-09-04
111.290000915527,113.839996337891,110.540000915527,112.720001220703,5300100,105.426277160645,2020-09-08
113.019996643066,116.209999084473,112.830001831055,114.900001525879,5997900,107.465209960938,2020-09-09
115.900001525879,118.230003356934,114,114.790000915527,5032800,107.362335205078,2020-09-10
116.76000213623,119.25,116.419998168945,118,8565200,110.364616394043,2020-09-11
118.5,119.930000305176,118.169998168945,119.279998779297,4990300,111.561782836914,2020-09-14
119.699996948242,120.480003356934,119.180000305176,119.269996643066,5934200,111.552444458008,2020-09-15
118.309997558594,119.690002441406,118.160003662109,118.589996337891,7023700,110.916427612305,2020-09-16
117.339996337891,118.550003051758,115.800003051758,116.360000610352,7376400,108.830741882324,2020-09-17
115.430000305176,117.910003662109,114.48999786377,114.660003662109,12876600,107.240768432617,2020-09-18
112.949996948242,114.059997558594,111.73999786377,113.370002746582,8486400,106.034225463867,2020-09-21
113.099998474121,117.199996948242,112.849998474121,116.870002746582,13007200,109.307739257812,2020-09-22
130.220001220703,130.380004882812,125.26000213623,127.110000610352,37822700,118.885154724121,2020-09-23
126.440002441406,127.540000915527,123.300003051758,124.75,13485800,116.677856445312,2020-09-24
123.650001525879,124.75,122.269996643066,124.230003356934,9182800,116.191513061523,2020-09-25
125.160003662109,126.190002441406,123.889999389648,124.319999694824,7525000,116.275665283203,2020-09-28
124.339996337891,127.099998474121,123.959999084473,126.349998474121,7796400,118.174324035645,2020-09-29
126.099998474121,127.279998779297,125.160003662109,125.540000915527,8699700,117.416748046875,2020-09-30
127.730003356934,127.730003356934,125.309997558594,126.639999389648,5637200,118.44556427002,2020-10-01
124.349998474121,126.800003051758,123.589996337891,126.639999389648,7491100,118.44556427002,2020-10-02
127.069999694824,128.5,126.449996948242,127.910003662109,8270300,119.633392333984,2020-10-05
128.839996337891,130.440002441406,127.269996643066,127.650001525879,5978000,119.390190124512,2020-10-06
128.399993896484,130.410003662109,128.25,130.059997558594,4390500,121.644271850586,2020-10-07
130.399993896484,130.929992675781,129.509994506836,129.710006713867,3595600,121.316932678223,2020-10-08
129.990005493164,131.190002441406,129.330001831055,130.979995727539,4293400,122.504730224609,2020-10-09
131.190002441406,131.339996337891,129.259994506836,129.460006713867,5136500,121.083106994629,2020-10-12
128.050003051758,129.869995117188,127.959999084473,129.199996948242,4245000,120.839920043945,2020-10-13
129.529998779297,129.600006103516,127.01000213623,127.660003662109,3586600,119.399551391602,2020-10-14
126.480003356934,129.100006103516,126.110000610352,129,4235800,120.652847290039,2020-10-15
129.509994506836,130.190002441406,127.550003051758,128,6010900,119.717552185059,2020-10-16
129.100006103516,129.779998779297,127.050003051758,127.430000305176,5160800,119.184440612793,2020-10-19
128,129.899993896484,127.720001220703,128.490005493164,3799200,120.17586517334,2020-10-20
128.5,131.380004882812,128.449996948242,129.429992675781,4916300,121.055015563965,2020-10-21
129.600006103516,130.259994506836,128.860000610352,130.020004272461,2869900,121.606857299805,2020-10-22
130,130.600006103516,128.649993896484,129.990005493164,4046300,121.578796386719,2020-10-23
129.059997558594,129.619995117188,126.680000305176,128.369995117188,5422500,120.063613891602,2020-10-26
128.779998779297,129.490005493164,127.900001525879,127.98999786377,2985700,119.708190917969,2020-10-27
125.279998779297,126.400001525879,121.040000915527,122.080001831055,8618300,114.180633544922,2020-10-28
122.279998779297,124.190002441406,121.150001525879,122.860000610352,4947000,114.910148620605,2020-10-29
123.660003662109,123.660003662109,118.800003051758,120.080001831055,7791600,112.310043334961,2020-10-30
122.370002746582,124.099998474121,121.099998474121,122.389999389648,4740400,114.470558166504,2020-11-02
124.01000213623,125.5,123.190002441406,124.589996337891,3490900,116.528213500977,2020-11-03
125.330001831055,128.929992675781,125.26000213623,127.339996337891,5061800,119.10026550293,2020-11-04
129.190002441406,130.410003662109,128.460006713867,129.699996948242,3940000,121.307525634766,2020-11-05
129.910003662109,129.910003662109,128.350006103516,128.899993896484,2954000,120.55931854248,2020-11-06
135.059997558594,136.350006103516,128.770004272461,128.949996948242,7491700,120.606079101562,2020-11-09
130.050003051758,130.119995117188,126.25,127.709999084473,8014700,119.446334838867,2020-11-10
128.690002441406,129.800003051758,127.180000305176,127.660003662109,6058700,119.399551391602,2020-11-11
126.620002746582,127.839996337891,125.629997253418,126.639999389648,4780400,118.44556427002,2020-11-12
127.910003662109,128.600006103516,126.830001831055,128.279998779297,3986100,119.979431152344,2020-11-13
129.460006713867,130.320007324219,127.370002746582,130.110000610352,6116200,121.69100189209,2020-11-16
130.479995727539,132.600006103516,129.110000610352,132.210006713867,7002900,123.655151367188,2020-11-17
133.070007324219,133.979995727539,131.529998779297,131.630004882812,5572800,123.112678527832,2020-11-18
131.919998168945,132.110000610352,129.929992675781,131.910003662109,4642800,123.374542236328,2020-11-19
133.300003051758,133.529998779297,131.910003662109,132.979995727539,4318100,124.37532043457,2020-11-20
134.380004882812,134.889999389648,133.089996337891,134.130004882812,6118400,125.450889587402,2020-11-23
135,135.990005493164,134.210006713867,134.699996948242,7204700,125.984001159668,2020-11-24
134.25,135.800003051758,133.619995117188,135.539993286133,4484500,126.769668579102,2020-11-25
136,136.130004882812,133.339996337891,134.25,3506800,125.563140869141,2020-11-27
133.910003662109,135.289993286133,132.690002441406,134.699996948242,9652500,125.984001159668,2020-11-30
136.440002441406,136.5,134.75,135.440002441406,3833100,126.676147460938,2020-12-01
135.160003662109,136.320007324219,134.669998168945,135.580001831055,4132700,126.807098388672,2020-12-02
135.100006103516,137.949996948242,135,136.960006713867,4930900,128.09782409668,2020-12-03
137.080001831055,137.399993896484,135.639999389648,137.190002441406,4344000,128.571090698242,2020-12-04
137,138.860000610352,136.800003051758,138.75,4590800,130.03303527832,2020-12-07
138.240005493164,140.440002441406,137.649993896484,139.119995117188,6953600,130.379806518555,2020-12-08
140.570007324219,140.570007324219,138.270004272461,138.789993286133,4341300,130.070541381836,2020-12-09
138.279998779297,139.139999389648,137.240005493164,137.580001831055,4511000,128.936569213867,2020-12-10
137.389999389648,138.139999389648,136.229995727539,137.410003662109,4172400,128.777252197266,2020-12-11
138.919998168945,139,136.199996948242,136.279998779297,7599000,127.718238830566,2020-12-14
137.429992675781,139.440002441406,137.25,139.389999389648,7637000,130.632843017578,2020-12-15
139.070007324219,140.490005493164,137.460006713867,138.339996337891,6573400,129.64875793457,2020-12-16
139.919998168945,140.740005493164,138.75,140.5,8727000,131.673126220703,2020-12-17
141.089996337891,141.139999389648,137.169998168945,137.279998779297,17970800,128.65544128418,2020-12-18
144.820007324219,147.949996948242,142.509994506836,144.020004272461,16111300,134.971984863281,2020-12-21
143.050003051758,143.470001220703,141.089996337891,142.449996948242,6339400,133.500579833984,2020-12-22
142.559997558594,143.600006103516,141.699996948242,141.759994506836,3388300,132.853927612305,2020-12-23
141.100006103516,142.190002441406,141.100006103516,141.600006103516,1821900,132.703994750977,2020-12-24
142.539993286133,142.919998168945,141.039993286133,142.429992675781,4081500,133.481842041016,2020-12-28
142.830001831055,143.059997558594,140.429992675781,141.570007324219,3232400,132.675888061523,2020-12-29
142.160003662109,142.610000610352,140.660003662109,141.580001831055,3052100,132.685302734375,2020-12-30
141.699996948242,141.789993286133,140.369995117188,141.470001220703,2949900,132.582168579102,2020-12-31
142.850006103516,142.970001220703,138.320007324219,140.100006103516,6178500,131.298263549805,2021-01-04
138.600006103516,141.660003662109,138.600006103516,141.229995727539,4163100,132.357238769531,2021-01-05
141.25,143.570007324219,139.529998779297,142.350006103516,6072900,133.406890869141,2021-01-06
143.199996948242,145.639999389648,143,144.949996948242,5256900,135.843536376953,2021-01-07
145.550003051758,146.820007324219,144.899993896484,146.350006103516,3950500,137.15559387207,2021-01-08
146,147.100006103516,144.800003051758,147.050003051758,4252000,137.811614990234,2021-01-11
146.5,146.850006103516,144.380004882812,145.050003051758,3678800,135.937271118164,2021-01-12
144.830001831055,145.130004882812,142.429992675781,143.039993286133,3330100,134.05354309082,2021-01-13
143.660003662109,144.899993896484,140.929992675781,141.300003051758,4104000,132.422882080078,2021-01-14
140.559997558594,142.380004882812,139.880004882812,140.720001220703,6412400,131.879257202148,2021-01-15
140.990005493164,141.220001220703,138.410003662109,139.270004272461,6537800,130.520385742188,2021-01-19
140.380004882812,143.210006713867,140.009994506836,142.800003051758,4654400,133.82861328125,2021-01-20
142.410003662109,143.809997558594,141.130004882812,141.610000610352,4011200,132.713363647461,2021-01-21
141.089996337891,141.880004882812,139.309997558594,139.350006103516,4150500,130.595367431641,2021-01-22
138.990005493164,139.179992675781,134.740005493164,137.550003051758,5998700,128.908416748047,2021-01-25
137.759994506836,137.850006103516,134.710006713867,135.100006103516,5312300,126.612373352051,2021-01-26
132.220001220703,132.860000610352,130.270004272461,131.020004272461,7815900,122.788703918457,2021-01-27
132.360000610352,136.369995117188,131.5,134.720001220703,6244600,126.256210327148,2021-01-28
133.949996948242,135.029998779297,132.149993896484,133.589996337891,7166100,125.197242736816,2021-01-29
135.369995117188,136.050003051758,133.300003051758,135.710006713867,4366800,127.184036254883,2021-02-01
137.059997558594,139.860000610352,136.75,139.589996337891,7132800,130.820281982422,2021-02-02
139.699996948242,140.059997558594,138.009994506836,138.630004882812,4678600,129.920593261719,2021-02-03
139.550003051758,141.050003051758,138.919998168945,140.630004882812,4533700,131.794937133789,2021-02-04
141.339996337891,145.570007324219,141.289993286133,145.110000610352,6151500,135.993530273438,2021-02-05
145.149993896484,145.880004882812,142.800003051758,143.410003662109,6304300,134.400299072266,2021-02-08
143.600006103516,144.220001220703,141.699996948242,141.789993286133,3436300,132.882034301758,2021-02-09
142.449996948242,142.600006103516,140.899993896484,142.460006713867,4125700,133.510025024414,2021-02-10
143,144.350006103516,142.410003662109,143.539993286133,3828700,134.522125244141,2021-02-11
143.110000610352,143.449996948242,141.399993896484,142.119995117188,3637000,133.191329956055,2021-02-12
143.369995117188,143.369995117188,141.029998779297,141.710006713867,4873400,132.807113647461,2021-02-16
141.300003051758,144.559997558594,140.210006713867,143.990005493164,6437100,134.94384765625,2021-02-17
142.979995727539,145.389999389648,141.210006713867,145.089996337891,4486800,135.97477722168,2021-02-18
145.429992675781,145.5,141.5,142.020004272461,7486000,133.097610473633,2021-02-19
141.539993286133,142.460006713867,136.259994506836,136.669998168945,8985900,128.083694458008,2021-02-22
136.029998779297,136.830001831055,131.580001831055,136.130004882812,10364100,127.577651977539,2021-02-23
135.059997558594,135.960006713867,133.949996948242,135.649993896484,6360900,127.127838134766,2021-02-24
137.600006103516,139.179992675781,134.529998779297,135.539993286133,5674300,127.024688720703,2021-02-25
135.899993896484,136.850006103516,133.360000610352,134.779998779297,6650200,126.569267272949,2021-02-26
135.639999389648,139.149993896484,135.5,137.649993896484,5717800,129.264434814453,2021-03-01
137.559997558594,138.259994506836,135.610000610352,137.020004272461,5292700,128.672836303711,2021-03-02
137.089996337891,137.410003662109,134.149993896484,134.259994506836,4888400,126.080963134766,2021-03-03
134,135.130004882812,130.179992675781,132.039993286133,7181500,123.996192932129,2021-03-04
133.539993286133,133.679992675781,129.190002441406,133.350006103516,5957100,125.226409912109,2021-03-05
133.639999389648,135.630004882812,132.369995117188,134.559997558594,4983000,126.362663269043,2021-03-08
135.509994506836,138,135.449996948242,135.949996948242,5977800,127.667976379395,2021-03-09
136.5,138.199996948242,136.100006103516,137.589996337891,4519600,129.208053588867,2021-03-10
139.179992675781,142.199996948242,138.559997558594,141.190002441406,5696500,132.588745117188,2021-03-11
