"ENEL.MI.Open","ENEL.MI.High","ENEL.MI.Low","ENEL.MI.Close","ENEL.MI.Volume","ENEL.MI.Adjusted","Date"
6.83199977874756,6.87099981307983,6.42000007629395,6.51999998092651,66134781,4.70436239242554,2020-03-11
6.04500007629395,6.27600002288818,5.22599983215332,5.22599983215332,152932114,3.77070426940918,2020-03-12
5.58599996566772,6.26599979400635,5.3730001449585,5.61899995803833,119384288,4.05426549911499,2020-03-13
5.59999990463257,5.61899995803833,5.15000009536743,5.48600006103516,97116905,3.95830178260803,2020-03-16
5.75400018692017,5.84000015258789,5.28000020980835,5.71999979019165,90494386,4.12713956832886,2020-03-17
5.65000009536743,5.94999980926514,5.43300008773804,5.8899998664856,66440356,4.24979829788208,2020-03-18
6,6.14799976348877,5.67000007629395,5.82999992370605,70115802,4.20650720596313,2020-03-19
5.88800001144409,6.34999990463257,5.84999990463257,5.88899993896484,107295342,4.24907732009888,2020-03-20
5.66900014877319,6.14400005340576,5.61999988555908,5.97200012207031,58030857,4.30896425247192,2020-03-23
6.19999980926514,6.43900012969971,6.14799976348877,6.31099987030029,55946575,4.55356121063232,2020-03-24
6.45900011062622,6.46400022506714,6.05000019073486,6.30000019073486,61879543,4.54562520980835,2020-03-25
6.21299982070923,6.28000020980835,6.12799978256226,6.27899980545044,40473767,4.53047323226929,2020-03-26
6.15399980545044,6.2189998626709,6.00699996948242,6.15500020980835,49756602,4.44100379943848,2020-03-27
6.21999979019165,6.39300012588501,6.09200000762939,6.38600015640259,38751009,4.6076774597168,2020-03-30
6.40799999237061,6.54099988937378,6.27400016784668,6.33900022506714,47604284,4.57376527786255,2020-03-31
6.20800018310547,6.30399990081787,5.95300006866455,6.06799983978271,45818068,4.37823104858398,2020-04-01
6.09899997711182,6.14499998092651,5.90700006484985,6.14499998092651,41478460,4.43378877639771,2020-04-02
6.15700006484985,6.16900014877319,6.00799989700317,6.06899976730347,22689863,4.37895250320435,2020-04-03
6.19999980926514,6.24399995803833,6.07299995422363,6.1399998664856,29472419,4.4301815032959,2020-04-06
6.27699995040894,6.50799989700317,6.25,6.375,38445944,4.59974002838135,2020-04-07
6.28299999237061,6.34100008010864,6.22399997711182,6.28499984741211,21158964,4.53480291366577,2020-04-08
6.35099983215332,6.47800016403198,6.27799987792969,6.45300006866455,26930034,4.65601968765259,2020-04-09
6.48199987411499,6.53499984741211,6.36299991607666,6.44700002670288,23762686,4.65168952941895,2020-04-14
6.40500020980835,6.42899990081787,6.15999984741211,6.20699977874756,33644557,4.47852325439453,2020-04-15
6.26999998092651,6.36899995803833,6.20499992370605,6.24900007247925,27459599,4.50882768630981,2020-04-16
6.36399984359741,6.37599992752075,6.15799999237061,6.20900011062622,33429056,4.47996711730957,2020-04-17
6.2189998626709,6.27099990844727,6.12599992752075,6.19199991226196,17679315,4.46770143508911,2020-04-20
6.08599996566772,6.18400001525879,5.98999977111816,6.00500011444092,25367280,4.33277463912964,2020-04-21
6.02199983596802,6.06500005722046,5.91300010681152,5.9850001335144,24470763,4.31834411621094,2020-04-22
6.0149998664856,6.03000020980835,5.91699981689453,5.92600011825562,23820134,4.2757740020752,2020-04-23
5.8600001335144,6.00500011444092,5.80000019073486,5.90000009536743,21608051,4.25701475143433,2020-04-24
6.03599977493286,6.15500020980835,5.97700023651123,6.07000017166138,22835825,4.37967395782471,2020-04-27
6.12599992752075,6.22399997711182,6.11100006103516,6.15000009536743,25404207,4.43739700317383,2020-04-28
6.10200023651123,6.27899980545044,6.05399990081787,6.26999998092651,28623440,4.52398014068604,2020-04-29
6.32399988174438,6.35900020599365,6.20499992370605,6.23600006103516,33577064,4.4994478225708,2020-04-30
6.06500005722046,6.16800022125244,6.00699996948242,6.00699996948242,29178461,4.33421802520752,2020-05-04
6.05399990081787,6.12900018692017,5.98000001907349,6.08799982070923,22968956,4.39266109466553,2020-05-05
6.11999988555908,6.21000003814697,6.03999996185303,6.06699991226196,20896530,4.37750959396362,2020-05-06
6.11999988555908,6.32200002670288,6.11499977111816,6.18800020217896,31521089,4.46481418609619,2020-05-07
6.25,6.25400018692017,6.13299989700317,6.19999980926514,16273749,4.47347354888916,2020-05-08
6.26000022888184,6.26800012588501,6.06799983978271,6.07999992370605,19743162,4.38688898086548,2020-05-11
6.0939998626709,6.18200016021729,6.0939998626709,6.14499998092651,20521457,4.43378877639771,2020-05-12
6.09999990463257,6.12200021743774,6.00799989700317,6.03000020980835,27204202,4.3508129119873,2020-05-13
6,6.04199981689453,5.71199989318848,5.88399982452393,45625193,4.24547004699707,2020-05-14
5.91599988937378,5.94700002670288,5.72599983215332,5.76100015640259,31809323,4.15672206878662,2020-05-15
5.82800006866455,6.01399993896484,5.80800008773804,5.96400022506714,24755498,4.30319261550903,2020-05-18
6.07299995422363,6.1230001449585,6.01900005340576,6.03700017929077,32589623,4.35586404800415,2020-05-19
6.03399991989136,6.27600002288818,6.03399991989136,6.2519998550415,31364776,4.51099157333374,2020-05-20
6.22399997711182,6.34899997711182,6.17500019073486,6.32999992370605,32536956,4.56727170944214,2020-05-21
6.2649998664856,6.41499996185303,6.24499988555908,6.40999984741211,25660626,4.62499380111694,2020-05-22
6.46999979019165,6.51900005340576,6.4060001373291,6.51000022888184,15606231,4.69714689254761,2020-05-25
6.56099987030029,6.62400007247925,6.48199987411499,6.51599979400635,29753695,4.70147562026978,2020-05-26
6.50400018692017,6.6230001449585,6.4210000038147,6.58599996566772,32963044,4.75198173522949,2020-05-27
6.63399982452393,6.875,6.59000015258789,6.79199981689453,41420373,4.90061664581299,2020-05-28
6.78999996185303,6.97800016403198,6.76599979400635,6.90100002288818,56256645,4.97926425933838,2020-05-29
6.97499990463257,7.02699995040894,6.8600001335144,6.9980001449585,26971999,5.04925298690796,2020-06-01
7.05900001525879,7.20599985122681,6.99499988555908,7.18900012969971,35556524,5.18706369400024,2020-06-02
7.25,7.54699993133545,7.21000003814697,7.50400018692017,48003761,5.41434574127197,2020-06-03
7.47399997711182,7.62400007247925,7.43200016021729,7.4850001335144,41127984,5.40063619613647,2020-06-04
7.55499982833862,7.65299987792969,7.44199991226196,7.57800006866455,46991716,5.46773767471313,2020-06-05
7.46999979019165,7.61600017547607,7.44199991226196,7.5770001411438,32663727,5.46701622009277,2020-06-08
7.61199998855591,7.66400003433228,7.39499998092651,7.54199981689453,35464206,5.44176292419434,2020-06-09
7.57800006866455,7.63199996948242,7.50299978256226,7.51200008392334,25294278,5.42011737823486,2020-06-10
7.41599988937378,7.52099990844727,7.31799983978271,7.3270001411438,39318623,5.28663444519043,2020-06-11
7.25099992752075,7.46199989318848,7.20499992370605,7.34499979019165,29309185,5.29962158203125,2020-06-12
7.18300008773804,7.40000009536743,7.1100001335144,7.36199998855591,23585217,5.31188821792603,2020-06-15
7.51000022888184,7.68900012969971,7.45100021362305,7.56599998474121,37490111,5.45907974243164,2020-06-16
7.59899997711182,7.65299987792969,7.46299982070923,7.50500011444092,34702539,5.41506624221802,2020-06-17
7.5,7.57999992370605,7.39599990844727,7.47300004959106,31963811,5.39197778701782,2020-06-18
7.53700017929077,7.69299983978271,7.50299978256226,7.59999990463257,65011292,5.48361158370972,2020-06-19
7.51999998092651,7.63199996948242,7.51100015640259,7.59999990463257,19368546,5.48361158370972,2020-06-22
7.67399978637695,7.84899997711182,7.63899993896484,7.81099987030029,34204646,5.63585376739502,2020-06-23
7.7810001373291,7.83099985122681,7.62400007247925,7.62400007247925,26836896,5.50092792510986,2020-06-24
7.6399998664856,7.80200004577637,7.58099985122681,7.66300010681152,29810436,5.5290675163269,2020-06-25
7.69999980926514,7.7979998588562,7.63500022888184,7.63899993896484,22009693,5.5117506980896,2020-06-26
7.68900012969971,7.77400016784668,7.59700012207031,7.72399997711182,19789904,5.57308053970337,2020-06-29
7.71700000762939,7.79400014877319,7.63500022888184,7.67799997329712,29939408,5.53989028930664,2020-06-30
7.74499988555908,7.75,7.57299995422363,7.7020001411438,19779273,5.5572075843811,2020-07-01
7.76999998092651,7.98099994659424,7.75400018692017,7.94700002670288,28730412,5.73398208618164,2020-07-02
7.98000001907349,7.99200010299683,7.83099985122681,7.87400007247925,14407860,5.68131113052368,2020-07-03
7.98999977111816,8.01799964904785,7.8600001335144,7.91400003433228,22459692,5.71017169952393,2020-07-06
7.89099979400635,8.01500034332275,7.85699987411499,7.97499990463257,17826322,5.75418472290039,2020-07-07
7.93599987030029,8.13199996948242,7.91099977493286,8.08600044250488,23700221,5.83427476882935,2020-07-08
8.11499977111816,8.13700008392334,7.92500019073486,7.93599987030029,22168946,5.72604513168335,2020-07-09
7.86999988555908,8.05599975585938,7.8600001335144,8.02999973297119,18216902,5.79386901855469,2020-07-10
8.11800003051758,8.13899993896484,7.99300003051758,8.12199974060059,19428473,5.86024904251099,2020-07-13
8.04500007629395,8.07499980926514,7.95800018310547,8.01399993896484,18450095,5.78232479095459,2020-07-14
8.07199954986572,8.19499969482422,8.02400016784668,8.16899967193604,27820380,5.89416074752808,2020-07-15
8.09000015258789,8.26099967956543,8.08800029754639,8.25300025939941,27642547,5.9547700881958,2020-07-16
8.25800037384033,8.4370002746582,8.25800037384033,8.42700004577637,37966814,6.08031558990479,2020-07-17
8.25100040435791,8.37399959564209,8.22500038146973,8.32199954986572,21609758,6.12669563293457,2020-07-20
8.42500019073486,8.53899955749512,8.31700038909912,8.32999992370605,26648025,6.13258504867554,2020-07-21
8.26200008392334,8.27099990844727,8.1269998550415,8.19400024414062,25594831,6.03246212005615,2020-07-22
8.1879997253418,8.22000026702881,8.10299968719482,8.13399982452393,23073036,5.98828935623169,2020-07-23
8,8.04699993133545,7.89599990844727,7.94399976730347,23625330,5.84841060638428,2020-07-24
7.90100002288818,7.98600006103516,7.82399988174438,7.9210000038147,18707645,5.83147859573364,2020-07-27
7.91699981689453,7.98299980163574,7.78299999237061,7.90000009536743,19636246,5.81601762771606,2020-07-28
7.77299976348877,7.97499990463257,7.72900009155273,7.97499990463257,22814206,5.8712329864502,2020-07-29
8.18599987030029,8.18599987030029,7.69199991226196,7.73699998855591,35455218,5.69601583480835,2020-07-30
7.75899982452393,7.95300006866455,7.72900009155273,7.72900009155273,27985243,5.69012641906738,2020-07-31
7.73099994659424,7.88000011444092,7.6560001373291,7.85599994659424,16598097,5.78362464904785,2020-08-03
7.91499996185303,7.93499994277954,7.77299976348877,7.86899995803833,17392206,5.7931957244873,2020-08-04
7.91200017929077,7.95900011062622,7.82499980926514,7.83300018310547,16284185,5.7666916847229,2020-08-05
7.82000017166138,7.8439998626709,7.67899990081787,7.73000001907349,16964444,5.69086217880249,2020-08-06
7.74900007247925,7.81799983978271,7.66800022125244,7.81500005722046,12194284,5.75344085693359,2020-08-07
7.84000015258789,7.90999984741211,7.76800012588501,7.86499977111816,11537455,5.79024982452393,2020-08-10
7.91800022125244,8.07999992370605,7.85500001907349,7.96400022506714,21505066,5.86313533782959,2020-08-11
7.92199993133545,8.10999965667725,7.88000011444092,8.10999965667725,18494089,5.97062110900879,2020-08-12
8.07299995422363,8.0930004119873,7.98000001907349,8.00800037384033,15525065,5.89552783966064,2020-08-13
7.92500019073486,7.95900011062622,7.7960000038147,7.88500022888184,15291580,5.8049750328064,2020-08-14
7.88600015640259,7.91200017929077,7.77099990844727,7.80800008773804,12565096,5.74828720092773,2020-08-17
7.78999996185303,7.98299980163574,7.75,7.78800010681152,16101655,5.73356246948242,2020-08-18
7.80000019073486,7.88399982452393,7.71999979019165,7.86499977111816,13630934,5.79024982452393,2020-08-19
7.7810001373291,7.81500005722046,7.73000001907349,7.75500011444092,17589977,5.70926809310913,2020-08-20
7.7810001373291,7.81400012969971,7.61399984359741,7.73099994659424,18536040,5.69159889221191,2020-08-21
7.80499982833862,7.97300004959106,7.79699993133545,7.86600017547607,18907297,5.79098653793335,2020-08-24
7.8899998664856,7.94700002670288,7.80399990081787,7.80399990081787,15200320,5.74534273147583,2020-08-25
7.76100015640259,7.81799983978271,7.72399997711182,7.7979998588562,13422327,5.74092388153076,2020-08-26
7.79400014877319,7.80000019073486,7.61700010299683,7.61700010299683,18186882,5.60767126083374,2020-08-27
7.63000011444092,7.69700002670288,7.55000019073486,7.6399998664856,17655122,5.62460422515869,2020-08-28
7.69999980926514,7.7350001335144,7.55499982833862,7.58900022506714,20057236,5.58705806732178,2020-08-31
7.65799999237061,7.72300004959106,7.48999977111816,7.50400018692017,17987561,5.52448081970215,2020-09-01
7.57399988174438,7.67799997329712,7.52899980545044,7.64799976348877,17704291,5.63049364089966,2020-09-02
7.72300004959106,7.82800006866455,7.51300001144409,7.57999992370605,20242108,5.58043241500854,2020-09-03
7.53900003433228,7.61800003051758,7.36999988555908,7.41200017929077,26282196,5.45675039291382,2020-09-04
7.43499994277954,7.59999990463257,7.42000007629395,7.59299993515015,14641511,5.59000301361084,2020-09-07
7.60900020599365,7.62599992752075,7.36100006103516,7.47300004959106,23701412,5.50165796279907,2020-09-08
7.51800012588501,7.66900014877319,7.5,7.65100002288818,19034473,5.63270235061646,2020-09-09
7.65399980545044,7.69299983978271,7.56799983978271,7.60400009155273,17491313,5.5981011390686,2020-09-10
7.63500022888184,7.67799997329712,7.56599998474121,7.65999984741211,14118437,5.639328956604,2020-09-11
7.69999980926514,7.69999980926514,7.55399990081787,7.56099987030029,12096483,5.5664439201355,2020-09-14
7.56099987030029,7.63500022888184,7.51999998092651,7.62900018692017,14045052,5.61650609970093,2020-09-15
7.61800003051758,7.62200021743774,7.51800012588501,7.57499980926514,16105798,5.57675075531006,2020-09-16
7.5,7.51100015640259,7.38000011444092,7.38000011444092,35757281,5.43319082260132,2020-09-17
7.36999988555908,7.48400020599365,7.35300016403198,7.42000007629395,48605470,5.46263885498047,2020-09-18
7.43300008773804,7.47399997711182,7.22800016403198,7.25899982452393,27528257,5.34411096572876,2020-09-21
7.30600023269653,7.44500017166138,7.2480001449585,7.32100009918213,16890566,5.38975524902344,2020-09-22
7.40000009536743,7.5019998550415,7.34999990463257,7.46000003814697,18196548,5.49208736419678,2020-09-23
7.39599990844727,7.48799991607666,7.32399988174438,7.36999988555908,17637817,5.42582893371582,2020-09-24
7.34999990463257,7.36499977111816,7.25299978256226,7.33500003814697,19085444,5.40006256103516,2020-09-25
7.40000009536743,7.50299978256226,7.34999990463257,7.44799995422363,20495730,5.48325300216675,2020-09-28
7.42999982833862,7.56599998474121,7.39699983596802,7.5,14486175,5.52153539657593,2020-09-29
7.45499992370605,7.51200008392334,7.41800022125244,7.41800022125244,19685671,5.46116733551025,2020-09-30
7.46000003814697,7.48000001907349,7.38500022888184,7.46799993515015,16618774,5.49797677993774,2020-10-01
7.40000009536743,7.48699998855591,7.37400007247925,7.46799993515015,13339514,5.49797677993774,2020-10-02
7.48999977111816,7.53499984741211,7.34200000762939,7.39400005340576,13586569,5.4434986114502,2020-10-05
7.41300010681152,7.43800020217896,7.30299997329712,7.36399984359741,15621727,5.42141151428223,2020-10-06
7.37400007247925,7.59600019454956,7.3439998626709,7.59600019454956,23626985,5.59221220016479,2020-10-07
7.62200021743774,7.65999984741211,7.53700017929077,7.54699993133545,15801353,5.55613708496094,2020-10-08
7.55000019073486,7.56699991226196,7.42500019073486,7.52400016784668,14907068,5.5392050743103,2020-10-09
7.5149998664856,7.68699979782104,7.46999979019165,7.68699979782104,16641616,5.6592059135437,2020-10-12
7.69899988174438,7.77400016784668,7.64799976348877,7.71199989318848,18171544,5.67761087417603,2020-10-13
7.71199989318848,7.79899978637695,7.6399998664856,7.73000001907349,16892185,5.69086217880249,2020-10-14
7.66599988937378,7.66699981689453,7.44799995422363,7.46299982070923,21142891,5.49429607391357,2020-10-15
7.48600006103516,7.56099987030029,7.39400005340576,7.52699995040894,20384573,5.54141283035278,2020-10-16
7.57999992370605,7.6399998664856,7.4689998626709,7.4689998626709,11890016,5.49871349334717,2020-10-19
7.47700023651123,7.61999988555908,7.45100021362305,7.58199977874756,16492349,5.58190393447876,2020-10-20
7.61999988555908,7.61999988555908,7.47399997711182,7.5149998664856,17515325,5.53257894515991,2020-10-21
7.49399995803833,7.51999998092651,7.41099977493286,7.44999980926514,14439241,5.48472547531128,2020-10-22
7.44399976730347,7.6230001449585,7.43400001525879,7.56899976730347,13398000,5.57233381271362,2020-10-23
7.47800016403198,7.54300022125244,7.42999982833862,7.5,15842066,5.52153539657593,2020-10-26
7.47900009155273,7.48999977111816,7.36999988555908,7.39499998092651,19677802,5.4442343711853,2020-10-27
7.28200006484985,7.31500005722046,6.93800020217896,6.94999980926514,41174257,5.11662340164185,2020-10-28
6.98999977111816,7.06400012969971,6.87400007247925,6.93699979782104,27051774,5.10705280303955,2020-10-29
6.86999988555908,6.99700021743774,6.8270001411438,6.83400011062622,28933781,5.0312237739563,2020-10-30
6.87900018692017,7.03700017929077,6.73400020599365,6.98600006103516,22307747,5.14312601089478,2020-11-02
7.0479998588562,7.21700000762939,6.99399995803833,7.21700000762939,24290529,5.31318998336792,2020-11-03
7.07499980926514,7.3899998664856,6.9850001335144,7.36800003051758,27829793,5.42435646057129,2020-11-04
7.41800022125244,7.64400005340576,7.37200021743774,7.61100006103516,25619182,5.6032543182373,2020-11-05
7.63899993896484,7.80700016021729,7.56899976730347,7.71199989318848,26532206,5.67761087417603,2020-11-06
7.84000015258789,8.2189998626709,7.79099988937378,8.05099964141846,55164031,5.92718458175659,2020-11-09
8.05000019073486,8.10799980163574,7.92000007629395,8.04699993133545,31263201,5.92423915863037,2020-11-10
8.08199977874756,8.22200012207031,8.0649995803833,8.21199989318848,23513362,6.04571294784546,2020-11-11
8.13399982452393,8.19200038909912,8.05399990081787,8.07999992370605,24880361,5.94853496551514,2020-11-12
8.05200004577637,8.09799957275391,8.01399993896484,8.02000045776367,20422521,5.90436267852783,2020-11-13
8.06999969482422,8.16100025177002,8.02000045776367,8.08899974822998,23048520,5.95515966415405,2020-11-16
8.0620002746582,8.17399978637695,8.05700016021729,8.11200046539307,20903546,5.97209310531616,2020-11-17
8.06999969482422,8.14500045776367,8.0600004196167,8.12199974060059,17618002,5.9794545173645,2020-11-18
8.07800006866455,8.22399997711182,8.06599998474121,8.16399955749512,21988548,6.01037549972534,2020-11-19
8.15499973297119,8.26099967956543,8.13300037384033,8.23299980163574,24251755,6.06117391586304,2020-11-20
8.26099967956543,8.2819995880127,8.07999992370605,8.07999992370605,18147642,5.94853496551514,2020-11-23
8.25,8.41800022125244,8.22599983215332,8.41800022125244,36132955,6.19737148284912,2020-11-24
8.41800022125244,8.55099964141846,8.36900043487549,8.48700046539307,29092384,6.24816942214966,2020-11-25
8.52200031280518,8.56099987030029,8.47000026702881,8.47000026702881,15274571,6.23565530776978,2020-11-26
8.40100002288818,8.51900005340576,8.40100002288818,8.5019998550415,18783394,6.25921297073364,2020-11-27
8.5,8.51599979400635,8.36999988555908,8.36999988555908,33383016,6.16203355789185,2020-11-30
8.45300006866455,8.45899963378906,8.31799983978271,8.31999969482422,19585610,6.1252236366272,2020-12-01
8.30900001525879,8.4060001373291,8.24499988555908,8.2819995880127,21936901,6.09724760055542,2020-12-02
8.33800029754639,8.33899974822998,8.20800018310547,8.20899963378906,18326712,6.0435037612915,2020-12-03
8.19999980926514,8.2189998626709,8.14599990844727,8.20600032806396,19691781,6.04129648208618,2020-12-04
8.14900016784668,8.21100044250488,8.10400009155273,8.18099975585938,13836099,6.02289152145386,2020-12-07
8.18099975585938,8.2189998626709,8.0600004196167,8.15999984741211,14513985,6.0074315071106,2020-12-08
8.21000003814697,8.21399974822998,8.10999965667725,8.11999988555908,15865333,5.97798252105713,2020-12-09
8.1569995880127,8.29100036621094,8.13099956512451,8.21000003814697,19935892,6.04424142837524,2020-12-10
8.20800018310547,8.25,8.04899978637695,8.04899978637695,19093377,5.9257116317749,2020-12-11
8.12399959564209,8.22200012207031,8.10599994659424,8.12199974060059,18472603,5.9794545173645,2020-12-14
8.07299995422363,8.12399959564209,8.01000022888184,8.04500007629395,21832716,5.92276763916016,2020-12-15
8.10599994659424,8.25599956512451,8.0629997253418,8.16199970245361,21422495,6.00890254974365,2020-12-16
8.19600009918213,8.3100004196167,8.17000007629395,8.17300033569336,26969886,6.01700162887573,2020-12-17
8.17000007629395,8.26000022888184,8.11100006103516,8.15999984741211,40295207,6.0074315071106,2020-12-18
8.07100009918213,8.09500026702881,7.7350001335144,7.85599994659424,32630149,5.78362464904785,2020-12-21
7.89799976348877,8.07100009918213,7.86199998855591,8.07100009918213,28294568,5.94190883636475,2020-12-22
8.17000007629395,8.28800010681152,8.14299964904785,8.27099990844727,23525184,6.08914947509766,2020-12-23
8.32400035858154,8.34700012207031,8.26000022888184,8.34500026702881,13410869,6.14362859725952,2020-12-28
8.36200046539307,8.40299987792969,8.27499961853027,8.27600002288818,13017468,6.09283065795898,2020-12-29
8.30099964141846,8.32800006866455,8.25100040435791,8.27600002288818,14157583,6.09283065795898,2020-12-30
8.35000038146973,8.54599952697754,8.30000019073486,8.45699977874756,27102165,6.22608327865601,2021-01-04
8.40999984741211,8.4399995803833,8.32400035858154,8.39500045776367,23038584,6.18043899536133,2021-01-05
8.46000003814697,8.94900035858154,8.41699981689453,8.92899990081787,44325521,6.57357168197632,2021-01-06
9,9.0019998550415,8.77700042724609,8.77700042724609,29986619,6.46166944503784,2021-01-07
8.85599994659424,8.96399974822998,8.80900001525879,8.9379997253418,29658346,6.58019828796387,2021-01-08
8.87100028991699,8.96100044250488,8.77200031280518,8.94799995422363,29819185,6.58755970001221,2021-01-11
8.98999977111816,9.04699993133545,8.79300022125244,8.80300045013428,31067934,6.48081064224243,2021-01-12
8.80300045013428,8.96700000762939,8.79300022125244,8.92500019073486,23006508,6.57062816619873,2021-01-13
8.90100002288818,8.97700023651123,8.83300018310547,8.83300018310547,36563610,6.50289583206177,2021-01-14
8.875,8.91399955749512,8.82400035858154,8.85900020599365,28804301,6.52203845977783,2021-01-15
8.68000030517578,8.72399997711182,8.5310001373291,8.58500003814697,22459987,6.44768524169922,2021-01-18
8.61999988555908,8.64799976348877,8.55799961090088,8.57400035858154,18624037,6.43942356109619,2021-01-19
8.59200000762939,8.60000038146973,8.43599987030029,8.57800006866455,28492480,6.44242715835571,2021-01-20
8.62100028991699,8.65999984741211,8.45300006866455,8.45899963378906,22133523,6.3530535697937,2021-01-21
8.42000007629395,8.45300006866455,8.04100036621094,8.34500026702881,24760227,6.2674355506897,2021-01-22
8.39999961853027,8.41899967193604,8.21100044250488,8.33500003814697,20314189,6.259925365448,2021-01-25
8.33399963378906,8.43900012969971,8.3129997253418,8.39999961853027,18136514,6.30874252319336,2021-01-26
8.34700012207031,8.40999984741211,8.11299991607666,8.24100017547607,25836779,6.18932723999023,2021-01-27
