"XAIX.MI.Open","XAIX.MI.High","XAIX.MI.Low","XAIX.MI.Close","XAIX.MI.Volume","XAIX.MI.Adjusted","Date"
73.2600021362305,73.2600021362305,73.2600021362305,72.7399978637695,23,72.7399978637695,2021-05-19
73.3000030517578,73.3000030517578,73.120002746582,74.3000030517578,69,74.3000030517578,2021-05-20
74.620002746582,74.620002746582,74.620002746582,74.6500015258789,1209,74.6500015258789,2021-05-21
75.3399963378906,75.3399963378906,75.3399963378906,75.2900009155273,100,75.2900009155273,2021-05-24
75.6699981689453,75.7099990844727,75.5999984741211,75.2900009155273,1488,75.2900009155273,2021-05-25
75.7699966430664,75.7699966430664,75.7699966430664,75.9599990844727,2,75.9599990844727,2021-05-26
75.9599990844727,75.9599990844727,75.9599990844727,75.9599990844727,0,75.9599990844727,2021-05-27
76.7300033569336,77.1100006103516,76.7300033569336,76.7099990844727,984,76.7099990844727,2021-05-28
77.0100021362305,77.0100021362305,76.4499969482422,76.2699966430664,297,76.2699966430664,2021-05-31
76.6600036621094,77.0899963378906,76.5599975585938,76.3300018310547,1398,76.3300018310547,2021-06-01
76.8300018310547,76.9800033569336,76.8300018310547,77.1600036621094,1241,77.1600036621094,2021-06-02
77.5299987792969,77.5299987792969,77.5299987792969,77.4700012207031,4,77.4700012207031,2021-06-03
77.7399978637695,78.3399963378906,77.7399978637695,78.2900009155273,96,78.2900009155273,2021-06-04
78.7099990844727,78.7099990844727,78.1699981689453,78.3600006103516,337,78.3600006103516,2021-06-07
79.0199966430664,79.3000030517578,78.7399978637695,78.6699981689453,152,78.6699981689453,2021-06-08
78.6699981689453,78.6699981689453,78.6699981689453,78.8300018310547,38,78.8300018310547,2021-06-09
78.8099975585938,78.8099975585938,78.8099975585938,78.9700012207031,65,78.9700012207031,2021-06-10
78.9700012207031,78.9700012207031,78.9700012207031,78.9700012207031,0,78.9700012207031,2021-06-11
78.9700012207031,78.9700012207031,78.9700012207031,78.9700012207031,0,78.9700012207031,2021-06-14
80.1399993896484,80.4800033569336,80.1399993896484,79.8199996948242,181,79.8199996948242,2021-06-15
79.8199996948242,79.8963012695312,79.8199996948242,79.9100036621094,38,79.9100036621094,2021-06-16
80.4400024414062,80.4400024414062,80.3300018310547,81.1800003051758,173,81.1800003051758,2021-06-17
81.3099975585938,81.3099975585938,81.3099975585938,80.4599990844727,100,80.4599990844727,2021-06-18
80.4499969482422,80.4899978637695,80.3300018310547,80.4899978637695,1725,80.4899978637695,2021-06-21
80.3499984741211,80.7200012207031,80.25,80.5299987792969,439,80.5299987792969,2021-06-22
80.6600036621094,80.8899993896484,80.6600036621094,80.9400024414062,121,80.9400024414062,2021-06-23
81.2900009155273,81.2900009155273,81.2799987792969,81.8499984741211,255,81.8499984741211,2021-06-24
81.4800033569336,81.75,81.4800033569336,81.8899993896484,542,81.8899993896484,2021-06-25
82.4100036621094,82.4100036621094,82.4100036621094,82.4199981689453,500,82.4199981689453,2021-06-28
82.6600036621094,82.8499984741211,82.6600036621094,82.7799987792969,516,82.7799987792969,2021-06-29
83.2900009155273,83.2900009155273,82.8399963378906,83.0599975585938,277,83.0599975585938,2021-06-30
82.9300003051758,82.9300003051758,82.4800033569336,82.3399963378906,599,82.3399963378906,2021-07-01
82.9000015258789,82.9000015258789,82.9000015258789,82.7699966430664,15,82.7699966430664,2021-07-02
82.9899978637695,83.2200012207031,82.8499984741211,82.8600006103516,611,82.8600006103516,2021-07-05
83.0100021362305,83.0899963378906,83.0100021362305,82.8499984741211,146,82.8499984741211,2021-07-06
83.1999969482422,83.370002746582,83.1999969482422,82.7399978637695,209,82.7399978637695,2021-07-07
81.5400009155273,81.7200012207031,80.9000015258789,81.379997253418,750,81.379997253418,2021-07-08
82.0400009155273,82.370002746582,81.9100036621094,82.370002746582,306,82.370002746582,2021-07-09
82.7099990844727,82.7099990844727,82.379997253418,82.0999984741211,91,82.0999984741211,2021-07-12
82.3199996948242,82.620002746582,82.3199996948242,82.5599975585938,1044,82.5599975585938,2021-07-13
82.370002746582,82.370002746582,82.0899963378906,81.7399978637695,253,81.7399978637695,2021-07-14
81.5199966430664,81.5199966430664,81.0299987792969,81.1399993896484,93,81.1399993896484,2021-07-15
81.2099990844727,81.2099990844727,80.8600006103516,80.7200012207031,12,80.7200012207031,2021-07-16
79.129997253418,79.5400009155273,79,79.4400024414062,237,79.4400024414062,2021-07-19
79.8499984741211,79.8499984741211,79.629997253418,80.4899978637695,231,80.4899978637695,2021-07-20
80.870002746582,80.870002746582,80.870002746582,80.8000030517578,44,80.8000030517578,2021-07-21
81.2099990844727,81.2300033569336,81.0299987792969,81.1800003051758,198,81.1800003051758,2021-07-22
81.9300003051758,81.9400024414062,81.6500015258789,81.8399963378906,331,81.8399963378906,2021-07-23
81.9899978637695,81.9899978637695,81.4599990844727,81.6999969482422,200,81.6999969482422,2021-07-26
81.379997253418,81.379997253418,81.379997253418,80.0500030517578,70,80.0500030517578,2021-07-27
80.8199996948242,81.3300018310547,80.8199996948242,81.2600021362305,52,81.2600021362305,2021-07-28
81.2300033569336,81.3000030517578,81.1399993896484,81.4499969482422,219,81.4499969482422,2021-07-29
80.5199966430664,81.1999969482422,80.4400024414062,81.0699996948242,260,81.0699996948242,2021-07-30
81.7300033569336,81.7300033569336,81.7300033569336,81.7300033569336,22,81.7300033569336,2021-08-02
81.4899978637695,81.4899978637695,81.1500015258789,81.1600036621094,88,81.1600036621094,2021-08-03
82.0599975585938,82.0699996948242,81.6999969482422,81.9400024414062,138,81.9400024414062,2021-08-04
82.1399993896484,82.1399993896484,82.1399993896484,82.4100036621094,3,82.4100036621094,2021-08-05
82.7900009155273,82.7900009155273,82.7900009155273,82.5800018310547,43,82.5800018310547,2021-08-06
82.4000015258789,82.4000015258789,82.4000015258789,82.5199966430664,55,82.5199966430664,2021-08-09
82.5199966430664,82.5199966430664,82.5199966430664,82.5199966430664,0,82.5199966430664,2021-08-10
82.1800003051758,82.1800003051758,82.1800003051758,81.9199981689453,5,81.9199981689453,2021-08-11
81.8899993896484,82.129997253418,81.8899993896484,82.0400009155273,602,82.0400009155273,2021-08-12
82,82,82,81.620002746582,25,81.620002746582,2021-08-13
81.629997253418,81.629997253418,80.8000030517578,80.8300018310547,111,80.8300018310547,2021-08-16
80.3000030517578,80.5699996948242,80.3000030517578,80.3499984741211,99,80.3499984741211,2021-08-17
80.8000030517578,80.8000030517578,80.8000030517578,80.9199981689453,30,80.9199981689453,2021-08-18
79.7799987792969,79.7799987792969,79.7799987792969,79.9899978637695,2,79.9899978637695,2021-08-19
79.9899978637695,79.9899978637695,79.9899978637695,79.9899978637695,0,79.9899978637695,2021-08-20
80.7699966430664,80.7699966430664,80.7699966430664,81.4300003051758,20,81.4300003051758,2021-08-23
82.3000030517578,82.3000030517578,82.3000030517578,82.3300018310547,11,82.3300018310547,2021-08-24
82.8600006103516,83.0199966430664,82.7600021362305,83,78,83,2021-08-25
82.4000015258789,82.4000015258789,82.4000015258789,82.4000015258789,12,82.4000015258789,2021-08-26
82.4400024414062,82.4499969482422,82.4400024414062,82.8199996948242,60,82.8199996948242,2021-08-27
83,83.4599990844727,82.9899978637695,83.0599975585938,794,83.0599975585938,2021-08-30
83.5699996948242,83.5699996948242,83.0899963378906,83.0899963378906,45,83.0899963378906,2021-08-31
83.5699996948242,83.6600036621094,83.4599990844727,83.3399963378906,213,83.3399963378906,2021-09-01
83.5299987792969,83.5699996948242,83.4100036621094,83.4300003051758,1951,83.4300003051758,2021-09-02
83.5899963378906,83.7900009155273,83.3499984741211,83.7099990844727,241,83.7099990844727,2021-09-03
84.0699996948242,84.3399963378906,84.0699996948242,84.2799987792969,381,84.2799987792969,2021-09-06
83.9599990844727,83.9800033569336,83.5899963378906,83.4899978637695,582,83.4899978637695,2021-09-07
83.4899978637695,83.4899978637695,83.4899978637695,83.4899978637695,0,83.4899978637695,2021-09-08
82.3000030517578,83.0800018310547,82.2900009155273,82.7699966430664,400,82.7699966430664,2021-09-09
82.6100006103516,82.6100006103516,82.3600006103516,82.379997253418,62,82.379997253418,2021-09-10
82.6999969482422,82.6999969482422,82.0999984741211,81.7699966430664,143,81.7699966430664,2021-09-13
82.25,82.25,82.0299987792969,81.9599990844727,82,81.9599990844727,2021-09-14
82,82.0100021362305,82,81.8199996948242,322,81.8199996948242,2021-09-15
82.6500015258789,82.6500015258789,82.5,82.379997253418,100,82.379997253418,2021-09-16
82.5400009155273,83.0500030517578,82.4599990844727,82.2900009155273,717,82.2900009155273,2021-09-17
81.120002746582,81.370002746582,81.0100021362305,80.5100021362305,2500,80.5100021362305,2021-09-20
81.1500015258789,81.3099975585938,80.8199996948242,80.7699966430664,571,80.7699966430664,2021-09-21
81.0500030517578,81.2600021362305,80.9899978637695,81.5999984741211,978,81.5999984741211,2021-09-22
82.5500030517578,82.5599975585938,82.2200012207031,82.6600036621094,813,82.6600036621094,2021-09-23
