"CSMIB.MI.Open","CSMIB.MI.High","CSMIB.MI.Low","CSMIB.MI.Close","CSMIB.MI.Volume","CSMIB.MI.Adjusted","Date"
65.6399993896484,67.2799987792969,65.1500015258789,67.2799987792969,9050,67.2799987792969,2020-03-26
66.2399978637695,66.5999984741211,64.3199996948242,65.0699996948242,32882,65.0699996948242,2020-03-27
65.0899963378906,65.1600036621094,62.939998626709,65.1399993896484,3745,65.1399993896484,2020-03-30
65.9400024414062,66.7799987792969,64.4100036621094,65.75,9541,65.75,2020-03-31
64.5199966430664,64.9100036621094,63.7700004577637,63.8499984741211,8034,63.8499984741211,2020-04-01
64.7200012207031,65,63.3699989318848,64.6800003051758,2292,64.6800003051758,2020-04-02
64.629997253418,64.629997253418,63.6699981689453,63.6199989318848,20529,63.6199989318848,2020-04-03
65.2200012207031,65.7099990844727,65,65.7699966430664,13582,65.7699966430664,2020-04-06
68.2799987792969,68.9300003051758,66.2699966430664,67.1800003051758,16522,67.1800003051758,2020-04-07
66.7300033569336,67.0199966430664,66.370002746582,67.0199966430664,11424,67.0199966430664,2020-04-08
68.3199996948242,68.4599990844727,67.0400009155273,68.1100006103516,8687,68.1100006103516,2020-04-09
68.6999969482422,68.9899978637695,67.5400009155273,67.7200012207031,14026,67.7200012207031,2020-04-14
67.6500015258789,67.6500015258789,64.4700012207031,64.4700012207031,7899,64.4700012207031,2020-04-15
65.8000030517578,66.0800018310547,64.7799987792969,64.9599990844727,12368,64.9599990844727,2020-04-16
66.1999969482422,66.8300018310547,65.5400009155273,65.8600006103516,8003,65.8600006103516,2020-04-17
65.9400024414062,66.0299987792969,64.7799987792969,65.75,4760,65.75,2020-04-20
65.370002746582,65.370002746582,63.5,63.5,8419,63.5,2020-04-21
64.25,64.5999984741211,64.0599975585938,64.620002746582,19099,64.620002746582,2020-04-22
65.0299987792969,65.6100006103516,64.8099975585938,65.6100006103516,4711,65.6100006103516,2020-04-23
64.4499969482422,66.129997253418,64.4499969482422,65.0500030517578,16473,65.0500030517578,2020-04-24
66.7200012207031,66.7600021362305,66.1999969482422,66.8899993896484,6409,66.8899993896484,2020-04-27
67.6999969482422,69,67.6999969482422,68.2300033569336,6805,68.2300033569336,2020-04-28
68.3300018310547,69.6800003051758,68.2699966430664,69.6800003051758,6730,69.6800003051758,2020-04-29
70.1699981689453,70.3099975585938,68.1600036621094,68.0800018310547,9823,68.0800018310547,2020-04-30
66.3399963378906,66.75,65.8199996948242,65.8199996948242,23044,65.8199996948242,2020-05-04
66.9199981689453,67.0800018310547,65.9199981689453,67,17090,67,2020-05-05
66.8000030517578,67.3600006103516,66.629997253418,66.2300033569336,6361,66.2300033569336,2020-05-06
66.4499969482422,66.7600021362305,66,66.4199981689453,6984,66.4199981689453,2020-05-07
66.6800003051758,67.2900009155273,66.4899978637695,67.2900009155273,1774,67.2900009155273,2020-05-08
67.4599990844727,67.4599990844727,66.75,67.0599975585938,3773,67.0599975585938,2020-05-11
67.370002746582,67.7600021362305,67.3199996948242,67.6500015258789,5952,67.6500015258789,2020-05-12
67.1100006103516,67.1100006103516,66.3199996948242,66.2900009155273,1383,66.2900009155273,2020-05-13
65.8899993896484,65.9300003051758,63.9000015258789,64.9300003051758,7978,64.9300003051758,2020-05-14
65.4499969482422,65.9100036621094,64.8099975585938,65.0299987792969,1200,65.0299987792969,2020-05-15
65.9199981689453,67.6100006103516,65.9199981689453,67.6399993896484,7592,67.6399993896484,2020-05-18
68.1900024414062,68.1900024414062,65.7600021362305,66.3199996948242,3024,66.3199996948242,2020-05-19
65.8399963378906,66.5599975585938,64.8099975585938,66.8899993896484,3476,66.8899993896484,2020-05-20
66.1600036621094,66.9899978637695,66.0400009155273,66.2900009155273,10231,66.2900009155273,2020-05-21
65.6100006103516,67.3099975585938,65.4599990844727,67.2099990844727,7425,67.2099990844727,2020-05-22
67.6100006103516,68.1999969482422,67.4700012207031,68.2099990844727,847,68.2099990844727,2020-05-25
69.0100021362305,69.4599990844727,68.7900009155273,69.4000015258789,5426,69.4000015258789,2020-05-26
69.3899993896484,70.7600021362305,69.0599975585938,69.4599990844727,11394,69.4599990844727,2020-05-27
70.25,71.2600021362305,70.129997253418,71.2200012207031,13729,71.2200012207031,2020-05-28
70.5800018310547,71.3000030517578,70.5800018310547,70.629997253418,2151,70.629997253418,2020-05-29
71.8300018310547,71.8899993896484,70.8899993896484,71.8399963378906,2978,71.8399963378906,2020-06-01
72.3300018310547,74,72.1500015258789,73.5800018310547,13937,73.5800018310547,2020-06-02
74.5400009155273,76.3399963378906,74.5400009155273,76.3399963378906,119199,76.3399963378906,2020-06-03
75.9000015258789,76.9499969482422,75.2900009155273,76.3099975585938,14986,76.3099975585938,2020-06-04
77.7900009155273,78.3399963378906,77.3000030517578,78.4300003051758,9269,78.4300003051758,2020-06-05
78.0500030517578,79.1999969482422,78.0500030517578,78.629997253418,2897,78.629997253418,2020-06-08
78.6900024414062,78.6900024414062,76.3600006103516,77.4300003051758,4466,77.4300003051758,2020-06-09
78.2600021362305,78.370002746582,76.620002746582,76.9300003051758,4495,76.9300003051758,2020-06-10
74.7300033569336,74.9700012207031,73.1900024414062,73.3199996948242,15853,73.3199996948242,2020-06-11
72.379997253418,74.379997253418,72.1999969482422,73.2099990844727,4899,73.2099990844727,2020-06-12
71.6100006103516,73.8600006103516,71.1800003051758,73.7699966430664,9401,73.7699966430664,2020-06-15
75.0699996948242,77.0599975585938,75.0699996948242,76.3600006103516,3263,76.3600006103516,2020-06-16
76.4700012207031,77.0699996948242,75.8000030517578,76.0800018310547,1155,76.0800018310547,2020-06-17
76.3199996948242,76.3199996948242,75.2300033569336,75.6999969482422,838,75.6999969482422,2020-06-18
75.9400024414062,76.4499969482422,75.9300003051758,76.3000030517578,1420,76.3000030517578,2020-06-19
75.3399963378906,76.2699966430664,75.3399963378906,75.9000015258789,450,75.9000015258789,2020-06-22
77.1600036621094,77.2799987792969,76.8099975585938,77.4199981689453,1687,77.4199981689453,2020-06-23
77.4499969482422,77.4499969482422,74.75,74.75,6999,74.75,2020-06-24
74.5,75.2600021362305,74,75.1999969482422,18442,75.1999969482422,2020-06-25
75.4599990844727,75.9800033569336,74.5299987792969,74.5599975585938,6732,74.5599975585938,2020-06-26
75.0299987792969,75.9400024414062,74.8199996948242,75.9000015258789,1601,75.9000015258789,2020-06-29
75.7900009155273,75.7900009155273,75.1900024414062,75.6100006103516,1559,75.6100006103516,2020-06-30
75.5599975585938,75.8000030517578,74.0699996948242,75.120002746582,3551,75.120002746582,2020-07-01
75.9800033569336,77.75,75.9800033569336,77.4499969482422,3459,77.4499969482422,2020-07-02
77.4800033569336,77.5199966430664,76.4499969482422,76.75,8283,76.75,2020-07-03
78.0899963378906,78.7200012207031,77.5800018310547,78.1100006103516,17532,78.1100006103516,2020-07-06
77.7200012207031,78.0899963378906,77.6399993896484,78.0299987792969,8774,78.0299987792969,2020-07-07
77.620002746582,78.1399993896484,77.3499984741211,77.4800033569336,625,77.4800033569336,2020-07-08
77.6100006103516,77.6100006103516,76.3499984741211,76.1399993896484,363,76.1399993896484,2020-07-09
75.7300033569336,76.9199981689453,75.6600036621094,76.9100036621094,1197,76.9100036621094,2020-07-10
77.5400009155273,78,77,77.9700012207031,10864,77.9700012207031,2020-07-13
77.370002746582,77.4199981689453,77.0299987792969,77.2900009155273,1075,77.2900009155273,2020-07-14
78.25,79.2300033569336,77.9100036621094,79.0100021362305,5645,79.0100021362305,2020-07-15
78.8300018310547,79.4000015258789,78.8099975585938,79.1900024414062,4200,79.1900024414062,2020-07-16
79.3499984741211,79.4700012207031,79.0999984741211,79.4499969482422,2622,79.4499969482422,2020-07-17
79.1600036621094,80.6399993896484,78.9300003051758,80.5999984741211,13081,80.5999984741211,2020-07-20
81.5299987792969,82.5400009155273,80.879997253418,80.8600006103516,6308,80.8600006103516,2020-07-21
80.8399963378906,81.0899963378906,80.120002746582,80.3399963378906,1467,80.3399963378906,2020-07-22
80.1500015258789,80.3600006103516,79.6399993896484,79.8399963378906,8741,79.8399963378906,2020-07-23
78.870002746582,78.870002746582,77.9400024414062,78.4000015258789,8862,78.4000015258789,2020-07-24
78.3600006103516,78.5400009155273,77.75,78.1900024414062,692,78.1900024414062,2020-07-27
77.879997253418,77.879997253418,77,77.8099975585938,809,77.8099975585938,2020-07-28
77.4599990844727,77.620002746582,77.0699996948242,77.5999984741211,3901,77.5999984741211,2020-07-29
77.2300033569336,77.2300033569336,74.7399978637695,74.9300003051758,5980,74.9300003051758,2020-07-30
75.6699981689453,76.2600021362305,74.9199981689453,74.8499984741211,2491,74.8499984741211,2020-07-31
74.3300018310547,75.5500030517578,74,75.5999984741211,1691,75.5999984741211,2020-08-03
76.3099975585938,76.6699981689453,75.7600021362305,76.4000015258789,522,76.4000015258789,2020-08-04
77.3899993896484,77.3899993896484,76.7699966430664,77.1100006103516,1685,77.1100006103516,2020-08-05
76.6900024414062,77.0999984741211,75.5,76.0699996948242,2056,76.0699996948242,2020-08-06
75.5599975585938,75.9599990844727,75.379997253418,76.0999984741211,460,76.0999984741211,2020-08-07
76.1999969482422,76.6699981689453,76.1999969482422,76.6699981689453,121,76.6699981689453,2020-08-10
77.5500030517578,79.129997253418,77.5500030517578,78.870002746582,2918,78.870002746582,2020-08-11
78.7900009155273,79.8199996948242,78.7900009155273,79.75,1395,79.75,2020-08-12
79.7600021362305,79.7600021362305,79.3600006103516,79.2900009155273,388,79.2900009155273,2020-08-13
78.7200012207031,78.7200012207031,77.4599990844727,78.1900024414062,3792,78.1900024414062,2020-08-14
78.4899978637695,78.4899978637695,77.8499984741211,78.0400009155273,2043,78.0400009155273,2020-08-17
77.2799987792969,78.6500015258789,76.9599990844727,77.4100036621094,949,77.4100036621094,2020-08-18
77.4700012207031,78.1699981689453,77.4700012207031,78.2200012207031,774,78.2200012207031,2020-08-19
77.2900009155273,77.5500030517578,76.9599990844727,77.2300033569336,1861,77.2300033569336,2020-08-20
77.3099975585938,77.3099975585938,76.1800003051758,76.7799987792969,877,76.7799987792969,2020-08-21
77.8399963378906,78.5999984741211,77.8399963378906,78.5100021362305,3867,78.5100021362305,2020-08-24
78.7900009155273,79.1699981689453,78.3499984741211,78.3600006103516,545,78.3600006103516,2020-08-25
78.0599975585938,78.5299987792969,78.0599975585938,78.5299987792969,353,78.5299987792969,2020-08-26
78.1600036621094,78.1600036621094,77.5500030517578,77.5500030517578,1387,77.5500030517578,2020-08-27
77.4700012207031,77.9400024414062,76.9000015258789,77.4599990844727,2884,77.4599990844727,2020-08-28
78,78.1999969482422,76.6699981689453,76.5599975585938,3021,76.5599975585938,2020-08-31
77.0899963378906,77.0899963378906,76,76.4599990844727,2964,76.4599990844727,2020-09-01
77.0400009155273,78.1800003051758,77.0400009155273,77.3099975585938,8286,77.3099975585938,2020-09-02
78.3300018310547,78.5,75.9199981689453,76.2300033569336,2915,76.2300033569336,2020-09-03
76.4599990844727,76.8399963378906,75.25,75.5199966430664,1611,75.5199966430664,2020-09-04
76.1399993896484,76.9300003051758,76.1399993896484,76.8399963378906,1749,76.8399963378906,2020-09-07
77.129997253418,77.129997253418,75.0400009155273,75.7200012207031,11845,75.7200012207031,2020-09-08
75.7699966430664,77.120002746582,75.7699966430664,77.2300033569336,4476,77.2300033569336,2020-09-09
77.120002746582,77.9800033569336,77.1100006103516,77.3600006103516,1518,77.3600006103516,2020-09-10
77.3199996948242,77.3199996948242,77.3199996948242,77.4499969482422,85,77.4499969482422,2020-09-11
77.4700012207031,77.4700012207031,77.1500015258789,77.3000030517578,599,77.3000030517578,2020-09-14
77.1999969482422,78.0800018310547,77,77.9400024414062,3991,77.9400024414062,2020-09-15
78.0800018310547,78.0999984741211,77.3000030517578,77.8399963378906,3847,77.8399963378906,2020-09-16
76.9400024414062,77.2600021362305,76.8499984741211,77.1600036621094,2205,77.1600036621094,2020-09-17
77.2399978637695,77.2399978637695,76.1999969482422,76.3399963378906,441,76.3399963378906,2020-09-18
75.8000030517578,75.8000030517578,73.4700012207031,73.4499969482422,7041,73.4499969482422,2020-09-21
73.9100036621094,74.4599990844727,73.5899963378906,74.0899963378906,7101,74.0899963378906,2020-09-22
74.2200012207031,75.0999984741211,74.1399993896484,74.0299987792969,2152,74.0299987792969,2020-09-23
73.0999984741211,74.5999984741211,73.0999984741211,73.879997253418,1378,73.879997253418,2020-09-24
73.7200012207031,73.7200012207031,72.5999984741211,72.9700012207031,9857,72.9700012207031,2020-09-25
74.1100006103516,74.8499984741211,74.1100006103516,74.8000030517578,4530,74.8000030517578,2020-09-28
74.5400009155273,74.8899993896484,74.4599990844727,74.5500030517578,3089,74.5500030517578,2020-09-29
74.1800003051758,74.7600021362305,74.0500030517578,74.4199981689453,1760,74.4199981689453,2020-09-30
74.9499969482422,75.0299987792969,74.1500015258789,74.5500030517578,2155,74.5500030517578,2020-10-01
73.9400024414062,74.379997253418,73.7099990844727,74.3300018310547,577,74.3300018310547,2020-10-02
75.1800003051758,75.1800003051758,75,75.2600021362305,362,75.2600021362305,2020-10-05
75.5699996948242,76.2099990844727,75.2099990844727,75.9199981689453,5615,75.9199981689453,2020-10-06
75.6900024414062,75.870002746582,75.6800003051758,75.8199996948242,753,75.8199996948242,2020-10-07
76.0599975585938,76.6100006103516,76.0599975585938,76.5599975585938,501,76.5599975585938,2020-10-08
76.4300003051758,76.6800003051758,76.1699981689453,76.4899978637695,3811,76.4899978637695,2020-10-09
76.5699996948242,77.120002746582,76.5699996948242,76.9599990844727,3035,76.9599990844727,2020-10-12
76.8399963378906,76.8499984741211,76.1699981689453,76.3499984741211,2049,76.3499984741211,2020-10-13
76.3600006103516,76.8099975585938,76.3600006103516,76.620002746582,745,76.620002746582,2020-10-14
75.5500030517578,75.5500030517578,73.9899978637695,74.5699996948242,4701,74.5699996948242,2020-10-15
74.7200012207031,75.1999969482422,74.7200012207031,75.7600021362305,2050,75.7600021362305,2020-10-16
76.4000015258789,76.4499969482422,75.7799987792969,75.7399978637695,554,75.7399978637695,2020-10-19
75.75,76.4000015258789,75.75,76.1999969482422,1860,76.1999969482422,2020-10-20
75.9499969482422,75.9499969482422,74.7200012207031,74.6399993896484,2436,74.6399993896484,2020-10-21
73.9300003051758,74.4800033569336,73.7200012207031,74.4899978637695,739,74.4899978637695,2020-10-22
75.1399993896484,75.5999984741211,75.0599975585938,75.1500015258789,3841,75.1500015258789,2020-10-23
74.2099990844727,74.9800033569336,74,74.0899963378906,2191,74.0899963378906,2020-10-26
74.1500015258789,74.1500015258789,72.8099975585938,72.8099975585938,3658,72.8099975585938,2020-10-27
71.5,71.5,69.7699966430664,69.8600006103516,5571,69.8600006103516,2020-10-28
70.4300003051758,70.6399993896484,69,69.629997253418,8797,69.629997253418,2020-10-29
69.2099990844727,69.9000015258789,69.2099990844727,70.1999969482422,201,70.1999969482422,2020-10-30
69.870002746582,71.7799987792969,69.75,71.7799987792969,1131,71.7799987792969,2020-11-02
72.3399963378906,73.9700012207031,72.3399963378906,74,8407,74,2020-11-03
73.4800033569336,75.370002746582,73.4800033569336,75.5100021362305,8876,75.5100021362305,2020-11-04
76.3000030517578,77.1999969482422,76.3000030517578,77.0599975585938,4661,77.0599975585938,2020-11-05
76.7300033569336,77,76.379997253418,76.9000015258789,3752,76.9000015258789,2020-11-06
78.3199996948242,81.5199966430664,78.0999984741211,81.0400009155273,15031,81.0400009155273,2020-11-09
81.0899963378906,81.5999984741211,80.75,81.6399993896484,6533,81.6399993896484,2020-11-10
81.75,82.1500015258789,81.4499969482422,81.9899978637695,3323,81.9899978637695,2020-11-11
81.4400024414062,81.5699996948242,80.9100036621094,81.4800033569336,2490,81.4800033569336,2020-11-12
81.3600006103516,81.7900009155273,81.3199996948242,81.7900009155273,1655,81.7900009155273,2020-11-13
82.3499984741211,83.7300033569336,82.0899963378906,83.370002746582,16625,83.370002746582,2020-11-16
83.2099990844727,83.9400024414062,83.0800018310547,83.8399963378906,1815,83.8399963378906,2020-11-17
84.0999984741211,84.620002746582,84.0899963378906,84.4199981689453,32493,84.4199981689453,2020-11-18
84.0699996948242,84.4000015258789,83.6399993896484,84.0899963378906,13093,84.0899963378906,2020-11-19
84.1999969482422,84.9400024414062,84.1999969482422,84.6500015258789,17448,84.6500015258789,2020-11-20
85.4199981689453,85.8199996948242,84.9300003051758,84.9800033569336,2072,84.9800033569336,2020-11-23
85.9000015258789,86.3899993896484,85.9000015258789,86.4700012207031,6706,86.4700012207031,2020-11-24
87.0199966430664,87.2600021362305,86.3000030517578,87.2099990844727,5685,87.2099990844727,2020-11-25
87.129997253418,87.2300033569336,86.8099975585938,86.7600021362305,3781,86.7600021362305,2020-11-26
86.7699966430664,87.3600006103516,86.7699966430664,87.3600006103516,13926,87.3600006103516,2020-11-27
86.6999969482422,87.2099990844727,86.1100006103516,86.1100006103516,1358,86.1100006103516,2020-11-30
86.0800018310547,86.6699981689453,86.0800018310547,86.4100036621094,2197,86.4100036621094,2020-12-01
85.7300033569336,85.9700012207031,85.0599975585938,85.8300018310547,1697,85.8300018310547,2020-12-02
85.7399978637695,86,85.6399993896484,86.0299987792969,630,86.0299987792969,2020-12-03
86.1999969482422,86.5999984741211,86.1100006103516,86.5400009155273,6806,86.5400009155273,2020-12-04
85.8099975585938,86.379997253418,85.8099975585938,86.3199996948242,12979,86.3199996948242,2020-12-07
86.1800003051758,86.2099990844727,85.7200012207031,86.1800003051758,100,86.1800003051758,2020-12-08
86.879997253418,86.879997253418,85.8099975585938,85.8099975585938,6077,85.8099975585938,2020-12-09
86.0599975585938,86.0699996948242,84.8300018310547,85.8300018310547,1192,85.8300018310547,2020-12-10
84.8000030517578,85,84.3300018310547,84.7699966430664,1009,84.7699966430664,2020-12-11
85.6100006103516,85.9000015258789,85.3000030517578,85.1999969482422,17653,85.1999969482422,2020-12-14
84.9499969482422,85.7200012207031,84.9499969482422,85.7799987792969,26630,85.7799987792969,2020-12-15
86.5299987792969,86.5299987792969,85.6999969482422,85.870002746582,802,85.870002746582,2020-12-16
86.3099975585938,86.4300003051758,85.9899978637695,86.0800018310547,17374,86.0800018310547,2020-12-17
85.9499969482422,86.2600021362305,85.8300018310547,85.7200012207031,4208,85.7200012207031,2020-12-18
83.7300033569336,84.1999969482422,82.629997253418,83.6399993896484,9924,83.6399993896484,2020-12-21
84.3199996948242,85.2200012207031,84.2600021362305,85.1800003051758,4946,85.1800003051758,2020-12-22
85.6800003051758,86.4000015258789,85.6399993896484,86.4700012207031,7239,86.4700012207031,2020-12-23
87.0800018310547,87.2099990844727,87,87,5046,87,2020-12-28
87.1999969482422,87.1999969482422,87,87.0299987792969,1186,87.0299987792969,2020-12-29
87.0100021362305,87.1699981689453,86.9599990844727,86.9000015258789,2370,86.9000015258789,2020-12-30
87.4499969482422,87.8000030517578,86.9400024414062,87.1699981689453,7524,87.1699981689453,2021-01-04
87.0400009155273,87.0400009155273,86.3099975585938,86.5899963378906,8616,86.5899963378906,2021-01-05
86.9000015258789,88.9100036621094,86.8600006103516,88.8099975585938,8134,88.8099975585938,2021-01-06
88.6800003051758,89.0599975585938,88.3199996948242,89.0199966430664,3390,89.0199966430664,2021-01-07
89.6600036621094,89.7600021362305,88.6399993896484,88.6500015258789,7302,88.6500015258789,2021-01-08
88.9199981689453,88.9199981689453,87.9800033569336,88.5699996948242,9306,88.5699996948242,2021-01-11
88.7799987792969,88.7799987792969,88.2600021362305,88.4899978637695,1099,88.4899978637695,2021-01-12
88.1999969482422,88.8300018310547,88.120002746582,88.8300018310547,3069,88.8300018310547,2021-01-13
89.0100021362305,89.25,88.4300003051758,88.5699996948242,1136,88.5699996948242,2021-01-14
88.1999969482422,88.6100006103516,86.7699966430664,87.3399963378906,960,87.3399963378906,2021-01-15
87.2699966430664,88.0599975585938,87.2699966430664,88.0899963378906,1372,88.0899963378906,2021-01-18
88.5800018310547,88.5800018310547,87.8499984741211,87.8300018310547,3979,87.8300018310547,2021-01-19
88.2799987792969,88.6399993896484,88.2600021362305,88.5599975585938,5530,88.5599975585938,2021-01-20
89.25,89.25,88,87.9599990844727,6544,87.9599990844727,2021-01-21
87.129997253418,87.129997253418,85.7600021362305,86.3600006103516,27908,86.3600006103516,2021-01-22
86.8899993896484,86.8899993896484,84.8000030517578,85.0199966430664,947,85.0199966430664,2021-01-25
85.0199966430664,86.2600021362305,85.0199966430664,86.1900024414062,4228,86.1900024414062,2021-01-26
85.5800018310547,85.9100036621094,84,84.7900009155273,4782,84.7900009155273,2021-01-27
83.9599990844727,85.7799987792969,83.5,85.6800003051758,1643,85.6800003051758,2021-01-28
84.4700012207031,85.1100006103516,84.25,84.5299987792969,2059,84.5299987792969,2021-01-29
85.2200012207031,85.629997253418,84.7200012207031,85.4599990844727,2325,85.4599990844727,2021-02-01
86.4000015258789,86.5199966430664,86.0400009155273,86.2399978637695,4002,86.2399978637695,2021-02-02
89.0599975585938,89.0599975585938,87.9000015258789,88.1399993896484,22929,88.1399993896484,2021-02-03
88.1699981689453,89.9800033569336,88.1500015258789,89.6900024414062,25544,89.6900024414062,2021-02-04
89.9300003051758,91.2300033569336,89.9100036621094,90.4700012207031,24972,90.4700012207031,2021-02-05
91.3199996948242,92.1600036621094,91.0899963378906,91.9400024414062,37182,91.9400024414062,2021-02-08
91.7399978637695,91.8499984741211,91.2399978637695,91.3300018310547,69465,91.3300018310547,2021-02-09
91.6999969482422,91.7399978637695,91,91.0699996948242,32438,91.0699996948242,2021-02-10
91.379997253418,91.5100021362305,91.120002746582,91.3300018310547,12670,91.3300018310547,2021-02-11
90.9499969482422,91.7600021362305,90.3300018310547,91.7600021362305,44972,91.7600021362305,2021-02-12
92.5599975585938,92.6900024414062,92.3099975585938,92.5,10067,92.5,2021-02-15
92.5599975585938,92.620002746582,91.7900009155273,91.870002746582,23768,91.870002746582,2021-02-16
