"JEST.MI.Open","JEST.MI.High","JEST.MI.Low","JEST.MI.Close","JEST.MI.Volume","JEST.MI.Adjusted","Date"
99.870002746582,99.870002746582,99.8199996948242,99.8450012207031,18816,99.8450012207031,2020-01-02
99.6650009155273,99.8649978637695,99.6650009155273,99.8199996948242,12541,99.8199996948242,2020-01-03
99.8249969482422,99.8649978637695,99.8249969482422,99.8450012207031,948,99.8450012207031,2020-01-06
99.870002746582,99.870002746582,99.8249969482422,99.8450012207031,6258,99.8450012207031,2020-01-07
99.8300018310547,99.8649978637695,99.8199996948242,99.8399963378906,8019,99.8399963378906,2020-01-08
99.8199996948242,99.8550033569336,99.8199996948242,99.8550033569336,8955,99.8550033569336,2020-01-09
99.8000030517578,99.8399963378906,99.7799987792969,99.8249969482422,16538,99.8249969482422,2020-01-10
99.8300018310547,99.8300018310547,99.7750015258789,99.8199996948242,5863,99.8199996948242,2020-01-13
99.8000030517578,99.8199996948242,99.754997253418,99.8199996948242,12887,99.8199996948242,2020-01-14
99.8000030517578,99.8499984741211,99.7649993896484,99.8499984741211,12439,99.8499984741211,2020-01-15
99.8150024414062,99.8499984741211,99.8099975585938,99.8499984741211,15542,99.8499984741211,2020-01-16
99.8050003051758,99.8399963378906,99.7900009155273,99.8349990844727,80154,99.8349990844727,2020-01-17
99.8349990844727,99.8349990844727,99.7900009155273,99.8349990844727,12758,99.8349990844727,2020-01-20
99.8499984741211,99.8600006103516,99.8000030517578,99.8300018310547,10238,99.8300018310547,2020-01-21
99.8249969482422,99.8499984741211,99.3600006103516,99.8199996948242,20812,99.8199996948242,2020-01-22
99.8150024414062,99.8399963378906,99.7850036621094,99.8399963378906,7442,99.8399963378906,2020-01-23
99.8499984741211,99.8550033569336,99.8000030517578,99.8550033569336,3495,99.8550033569336,2020-01-24
99.8649978637695,99.870002746582,99.8199996948242,99.8649978637695,11062,99.8649978637695,2020-01-27
99.8649978637695,99.8649978637695,99.8050003051758,99.8199996948242,4310,99.8199996948242,2020-01-28
99.8000030517578,99.8499984741211,99.8000030517578,99.8349990844727,3527,99.8349990844727,2020-01-29
99.8249969482422,99.8649978637695,99.8099975585938,99.8399963378906,4943,99.8399963378906,2020-01-30
99.8649978637695,100.029998779297,99.8199996948242,99.8649978637695,77364,99.8649978637695,2020-01-31
99.6399993896484,99.9250030517578,99.6399993896484,99.8899993896484,13371,99.8899993896484,2020-02-03
99.875,99.875,99.8300018310547,99.870002746582,3218,99.870002746582,2020-02-04
99.8249969482422,99.8899993896484,99.8199996948242,99.8899993896484,14124,99.8899993896484,2020-02-05
99.8199996948242,99.879997253418,99.8199996948242,99.879997253418,15346,99.879997253418,2020-02-06
99.8949966430664,99.8949966430664,99.7249984741211,99.8399963378906,27970,99.8399963378906,2020-02-07
99.9700012207031,99.9700012207031,99.75,99.8249969482422,8833,99.8249969482422,2020-02-10
99.8649978637695,99.8649978637695,99.8199996948242,99.8649978637695,4996,99.8649978637695,2020-02-11
99.8600006103516,99.8600006103516,99.8050003051758,99.8450012207031,7954,99.8450012207031,2020-02-12
100.044998168945,100.044998168945,99.8199996948242,99.8499984741211,53099,99.8499984741211,2020-02-13
100.065002441406,100.065002441406,99.8349990844727,99.879997253418,31304,99.879997253418,2020-02-14
99.8899993896484,99.8899993896484,99.8399963378906,99.8600006103516,4812,99.8600006103516,2020-02-17
99.9349975585938,99.9349975585938,99.8399963378906,99.8600006103516,9478,99.8600006103516,2020-02-18
99.8399963378906,99.879997253418,99.8349990844727,99.879997253418,5334,99.879997253418,2020-02-19
99.8300018310547,99.8850021362305,99.8300018310547,99.8649978637695,11262,99.8649978637695,2020-02-20
99.879997253418,99.8899993896484,99.8600006103516,99.875,2780,99.875,2020-02-21
99.8949966430664,99.8949966430664,99.8450012207031,99.8949966430664,3268,99.8949966430664,2020-02-24
99.9300003051758,99.9300003051758,99.8600006103516,99.879997253418,6216,99.879997253418,2020-02-25
99.9649963378906,99.9649963378906,99.6149978637695,99.8199996948242,42800,99.8199996948242,2020-02-26
99.9199981689453,99.9199981689453,99.8399963378906,99.8399963378906,9767,99.8399963378906,2020-02-27
99.8150024414062,99.9150009155273,99.7200012207031,99.8600006103516,85462,99.8600006103516,2020-02-28
99.8600006103516,99.8600006103516,99.6399993896484,99.8399963378906,7873,99.8399963378906,2020-03-02
99.8300018310547,99.9000015258789,99.7649993896484,99.875,4228,99.875,2020-03-03
99.8899993896484,99.8949966430664,99.6050033569336,99.8949966430664,9594,99.8949966430664,2020-03-04
99.8649978637695,99.9250030517578,99.8249969482422,99.8399963378906,5265,99.8399963378906,2020-03-05
99.8050003051758,99.9649963378906,99.6600036621094,99.8000030517578,3456,99.8000030517578,2020-03-06
100.01000213623,100.029998779297,99.5800018310547,100.029998779297,3385,100.029998779297,2020-03-09
99.7249984741211,99.7799987792969,99.3349990844727,99.5100021362305,10697,99.5100021362305,2020-03-10
99.5100021362305,99.8150024414062,99.5100021362305,99.8150024414062,6331,99.8150024414062,2020-03-11
99.375,99.7649993896484,98.7850036621094,98.995002746582,5161,98.995002746582,2020-03-12
98.9700012207031,99.7149963378906,98.7149963378906,99.7149963378906,12310,99.7149963378906,2020-03-13
99.6999969482422,99.6999969482422,98.5199966430664,99.5500030517578,3339,99.5500030517578,2020-03-16
98.8949966430664,99.7200012207031,98.6800003051758,99.7200012207031,7272,99.7200012207031,2020-03-17
98.5800018310547,99.1999969482422,97.9550018310547,98.8000030517578,91552,98.8000030517578,2020-03-18
98.3450012207031,98.5899963378906,97.8499984741211,98.5899963378906,41493,98.5899963378906,2020-03-19
98.120002746582,98.7750015258789,97.7699966430664,98.5999984741211,18734,98.5999984741211,2020-03-20
98.7949981689453,98.9100036621094,97.6949996948242,98.9100036621094,74726,98.9100036621094,2020-03-23
98.5999984741211,98.5999984741211,97.7249984741211,98.2900009155273,5837,98.2900009155273,2020-03-24
98.8399963378906,98.870002746582,97.6549987792969,98.870002746582,8616,98.870002746582,2020-03-25
98.7149963378906,98.9000015258789,97.9000015258789,98.9000015258789,6118,98.9000015258789,2020-03-26
98.5,99.0350036621094,98.1399993896484,98.1399993896484,6543,98.1399993896484,2020-03-27
98.0599975585938,99.0149993896484,97.8649978637695,97.8649978637695,5878,97.8649978637695,2020-03-30
98.7350006103516,99.1900024414062,98.6999969482422,99.1900024414062,3095,99.1900024414062,2020-03-31
98.8499984741211,99,98.6999969482422,98.9700012207031,12986,98.9700012207031,2020-04-01
98.8099975585938,98.995002746582,98.8099975585938,98.8649978637695,13544,98.8649978637695,2020-04-02
98.9649963378906,98.9649963378906,98.7850036621094,98.9649963378906,22445,98.9649963378906,2020-04-03
98.8050003051758,99.0100021362305,98.8000030517578,98.9499969482422,5313,98.9499969482422,2020-04-06
98.8150024414062,98.9000015258789,98.7949981689453,98.9000015258789,8311,98.9000015258789,2020-04-07
99.004997253418,99.004997253418,98.8349990844727,98.9599990844727,11208,98.9599990844727,2020-04-08
98.8450012207031,98.9649963378906,98.8399963378906,98.9100036621094,5286,98.9100036621094,2020-04-09
99.0449981689453,99.0550003051758,98.7149963378906,98.9649963378906,10593,98.9649963378906,2020-04-14
99.0449981689453,99.1999969482422,98.9150009155273,99.1999969482422,18670,99.1999969482422,2020-04-15
98.9550018310547,99.1050033569336,98.9550018310547,98.9700012207031,1474,98.9700012207031,2020-04-16
98.9049987792969,99.1149978637695,98.8450012207031,99.0550003051758,12162,99.0550003051758,2020-04-17
99.0350036621094,99.0449981689453,98.9599990844727,99.0199966430664,5756,99.0199966430664,2020-04-20
98.9649963378906,99.1750030517578,98.9300003051758,99.1750030517578,3775,99.1750030517578,2020-04-21
98.875,99.0800018310547,98.8000030517578,98.8000030517578,12863,98.8000030517578,2020-04-22
99.0699996948242,99.1399993896484,98.9000015258789,98.9449996948242,7448,98.9449996948242,2020-04-23
98.9800033569336,99.1549987792969,98.875,98.875,5567,98.875,2020-04-24
99.1600036621094,99.2050018310547,98.995002746582,99.0599975585938,6078,99.0599975585938,2020-04-27
99.0449981689453,99.0849990844727,98.9749984741211,99,6865,99,2020-04-28
98.9850006103516,99.2699966430664,98.9850006103516,99.2699966430664,4110,99.2699966430664,2020-04-29
99.004997253418,99.1750030517578,98.870002746582,98.870002746582,10456,98.870002746582,2020-04-30
99.1900024414062,99.1900024414062,98.9199981689453,98.9199981689453,31537,98.9199981689453,2020-05-04
99.2050018310547,99.3099975585938,99.0199966430664,99.1600036621094,6262,99.1600036621094,2020-05-05
99.0500030517578,99.1650009155273,98.8199996948242,98.8199996948242,50550,98.8199996948242,2020-05-06
98.9100036621094,99.1449966430664,98.9049987792969,98.9100036621094,7074,98.9100036621094,2020-05-07
99.2900009155273,99.2900009155273,98.9199981689453,99.0199966430664,4949,99.0199966430664,2020-05-08
98.9100036621094,99.0899963378906,98.9049987792969,98.9049987792969,5246,98.9049987792969,2020-05-11
99.0299987792969,99.1650009155273,99.0149993896484,99.1650009155273,3772,99.1650009155273,2020-05-12
99.0999984741211,99.2149963378906,99.004997253418,99.1500015258789,6218,99.1500015258789,2020-05-13
99.0149993896484,99.1650009155273,98.9349975585938,98.9850006103516,4169,98.9850006103516,2020-05-14
98.9899978637695,99.129997253418,98.9599990844727,99.129997253418,1599,99.129997253418,2020-05-15
99.120002746582,99.1399993896484,98.9499969482422,99.1399993896484,4566,99.1399993896484,2020-05-18
99.0299987792969,99.0999984741211,98.9349975585938,99.0999984741211,2443,99.0999984741211,2020-05-19
99.0100021362305,99.1399993896484,98.9300003051758,99.1399993896484,4842,99.1399993896484,2020-05-20
99.1050033569336,99.2699966430664,98.9250030517578,99.1149978637695,2018,99.1149978637695,2020-05-21
99.120002746582,99.120002746582,99,99.0500030517578,4790,99.0500030517578,2020-05-22
99.0500030517578,99.2399978637695,98.9199981689453,98.9199981689453,7395,98.9199981689453,2020-05-25
99.1600036621094,99.2099990844727,99.0250015258789,99.2099990844727,5191,99.2099990844727,2020-05-26
99.2399978637695,99.245002746582,99.129997253418,99.1750030517578,6425,99.1750030517578,2020-05-27
99.1449966430664,99.2750015258789,99.120002746582,99.1999969482422,3500,99.1999969482422,2020-05-28
99.129997253418,99.3050003051758,99.129997253418,99.2399978637695,40473,99.2399978637695,2020-05-29
99.245002746582,99.254997253418,99.1500015258789,99.2149963378906,5608,99.2149963378906,2020-06-01
99.2200012207031,99.2350006103516,99.1849975585938,99.2350006103516,1378,99.2350006103516,2020-06-02
99.254997253418,99.3450012207031,99.1500015258789,99.1500015258789,9223,99.1500015258789,2020-06-03
99.2799987792969,99.3050003051758,99.1900024414062,99.2099990844727,10758,99.2099990844727,2020-06-04
99.3099975585938,99.3450012207031,99.2249984741211,99.3450012207031,2581,99.3450012207031,2020-06-05
99.4000015258789,99.4449996948242,99.3000030517578,99.4199981689453,6355,99.4199981689453,2020-06-08
99.4749984741211,99.4749984741211,99.3000030517578,99.3000030517578,13496,99.3000030517578,2020-06-09
99.3300018310547,99.3899993896484,99.3300018310547,99.3499984741211,4718,99.3499984741211,2020-06-10
99.3399963378906,99.379997253418,99.2750015258789,99.2750015258789,12488,99.2750015258789,2020-06-11
99.2799987792969,99.4400024414062,99.2799987792969,99.4400024414062,3278,99.4400024414062,2020-06-12
99.3649978637695,99.4700012207031,99.3399963378906,99.3850021362305,9211,99.3850021362305,2020-06-15
99.4049987792969,99.6050033569336,99.3249969482422,99.6050033569336,17733,99.6050033569336,2020-06-16
99.4199981689453,99.4850006103516,99.2949981689453,99.2949981689453,5886,99.2949981689453,2020-06-17
99.4700012207031,99.4700012207031,99.379997253418,99.379997253418,2400,99.379997253418,2020-06-18
99.375,99.4349975585938,99.3050003051758,99.3050003051758,6916,99.3050003051758,2020-06-19
99.3949966430664,99.495002746582,99.379997253418,99.379997253418,16177,99.379997253418,2020-06-22
99.4649963378906,99.5449981689453,99.4150009155273,99.4649963378906,13310,99.4649963378906,2020-06-23
99.5250015258789,99.5250015258789,99.4199981689453,99.4550018310547,2045,99.4550018310547,2020-06-24
99.4349975585938,99.4899978637695,99.4049987792969,99.4499969482422,7117,99.4499969482422,2020-06-25
99.4300003051758,99.495002746582,99.4049987792969,99.4899978637695,5030,99.4899978637695,2020-06-26
99.3649978637695,99.4850006103516,99.3649978637695,99.4400024414062,5885,99.4400024414062,2020-06-29
99.4400024414062,99.4800033569336,99.3850021362305,99.4000015258789,1761,99.4000015258789,2020-06-30
99.4899978637695,99.5350036621094,99.3550033569336,99.3550033569336,8136,99.3550033569336,2020-07-01
99.3850021362305,99.4749984741211,99.3649978637695,99.3850021362305,7583,99.3850021362305,2020-07-02
99.4199981689453,99.495002746582,99.4150009155273,99.4499969482422,8471,99.4499969482422,2020-07-03
99.4700012207031,99.4850006103516,99.3499984741211,99.4000015258789,5096,99.4000015258789,2020-07-06
99.4800033569336,99.495002746582,99.4049987792969,99.4400024414062,2863,99.4400024414062,2020-07-07
99.4199981689453,99.5749969482422,99.3899993896484,99.5749969482422,9867,99.5749969482422,2020-07-08
99.495002746582,99.504997253418,99.3899993896484,99.504997253418,10348,99.504997253418,2020-07-09
99.3649978637695,99.4499969482422,99.3600006103516,99.3600006103516,2915,99.3600006103516,2020-07-10
99.4000015258789,99.4000015258789,99.3099975585938,99.3550033569336,3792,99.3550033569336,2020-07-13
99.3150024414062,99.3949966430664,99.3000030517578,99.3949966430664,4912,99.3949966430664,2020-07-14
99.3450012207031,99.4150009155273,99.3199996948242,99.3199996948242,4365,99.3199996948242,2020-07-15
99.3450012207031,99.4250030517578,99.3300018310547,99.4250030517578,11262,99.4250030517578,2020-07-16
99.375,99.4400024414062,99.3550033569336,99.3899993896484,2426,99.3899993896484,2020-07-17
99.3600006103516,99.4349975585938,99.3499984741211,99.4000015258789,4274,99.4000015258789,2020-07-20
99.3850021362305,99.4499969482422,99.370002746582,99.370002746582,4294,99.370002746582,2020-07-21
99.4049987792969,99.4800033569336,99.3899993896484,99.4300003051758,2211,99.4300003051758,2020-07-22
99.4400024414062,99.4850006103516,99.4250030517578,99.4599990844727,3785,99.4599990844727,2020-07-23
99.4250030517578,99.5299987792969,99.4150009155273,99.5299987792969,6545,99.5299987792969,2020-07-24
99.5100021362305,99.5100021362305,99.4100036621094,99.495002746582,3249,99.495002746582,2020-07-27
99.5149993896484,99.5149993896484,99.4300003051758,99.5149993896484,3706,99.5149993896484,2020-07-28
99.4049987792969,99.5350036621094,99.4049987792969,99.4899978637695,1541,99.4899978637695,2020-07-29
99.5250015258789,99.5550003051758,99.4499969482422,99.5550003051758,4523,99.5550003051758,2020-07-30
99.504997253418,99.5500030517578,99.4700012207031,99.5500030517578,4054,99.5500030517578,2020-07-31
99.5400009155273,99.5400009155273,99.4850006103516,99.5350036621094,6458,99.5350036621094,2020-08-03
99.4749984741211,99.5350036621094,99.4499969482422,99.5350036621094,5254,99.5350036621094,2020-08-04
99.5100021362305,99.5550003051758,99.4850006103516,99.5299987792969,2776,99.5299987792969,2020-08-05
99.5449981689453,99.5449981689453,99.4899978637695,99.5,4274,99.5,2020-08-06
99.5550003051758,99.5650024414062,99.5100021362305,99.5650024414062,2971,99.5650024414062,2020-08-07
99.5199966430664,99.5849990844727,99.5149993896484,99.5849990844727,3935,99.5849990844727,2020-08-10
99.620002746582,99.620002746582,99.5250015258789,99.5849990844727,2739,99.5849990844727,2020-08-11
99.5350036621094,99.5749969482422,99.5250015258789,99.5749969482422,14286,99.5749969482422,2020-08-12
99.5449981689453,99.5849990844727,99.5,99.5849990844727,7460,99.5849990844727,2020-08-13
99.5299987792969,99.5849990844727,99.5250015258789,99.5250015258789,2242,99.5250015258789,2020-08-14
99.5800018310547,99.5999984741211,99.5400009155273,99.5999984741211,15173,99.5999984741211,2020-08-17
99.5599975585938,99.6050033569336,99.5400009155273,99.6050033569336,6185,99.6050033569336,2020-08-18
99.5999984741211,99.6100006103516,99.5500030517578,99.6100006103516,1316,99.6100006103516,2020-08-19
99.6050033569336,99.620002746582,99.5599975585938,99.620002746582,3633,99.620002746582,2020-08-20
99.5650024414062,99.629997253418,99.5650024414062,99.625,7328,99.625,2020-08-21
99.5749969482422,99.620002746582,99.5699996948242,99.620002746582,360,99.620002746582,2020-08-24
99.5849990844727,99.6149978637695,99.5800018310547,99.5999984741211,5863,99.5999984741211,2020-08-25
99.5999984741211,99.6050033569336,99.5599975585938,99.6050033569336,3824,99.6050033569336,2020-08-26
99.5599975585938,99.6100006103516,99.5500030517578,99.6050033569336,6744,99.6050033569336,2020-08-27
99.5849990844727,99.6149978637695,99.5699996948242,99.6149978637695,6400,99.6149978637695,2020-08-28
99.5950012207031,99.5950012207031,99.5400009155273,99.5599975585938,4283,99.5599975585938,2020-08-31
99.5800018310547,99.5999984741211,99.5350036621094,99.5849990844727,7244,99.5849990844727,2020-09-01
99.5650024414062,99.620002746582,99.5250015258789,99.6100006103516,6704,99.6100006103516,2020-09-02
99.6050033569336,99.6149978637695,99.5299987792969,99.6149978637695,6708,99.6149978637695,2020-09-03
99.6149978637695,99.6149978637695,99.5550003051758,99.5849990844727,2621,99.5849990844727,2020-09-04
99.620002746582,99.629997253418,99.5800018310547,99.629997253418,3831,99.629997253418,2020-09-07
99.620002746582,99.620002746582,99.5800018310547,99.6149978637695,1636,99.6149978637695,2020-09-08
99.625,99.6399993896484,99.5599975585938,99.6350021362305,8484,99.6350021362305,2020-09-09
99.6149978637695,99.620002746582,99.495002746582,99.5749969482422,7704,99.5749969482422,2020-09-10
99.5999984741211,99.5999984741211,99.5299987792969,99.5550003051758,2631,99.5550003051758,2020-09-11
99.5699996948242,99.6050033569336,99.5550003051758,99.5550003051758,2380,99.5550003051758,2020-09-14
99.4899978637695,99.6149978637695,99.4850006103516,99.5599975585938,5271,99.5599975585938,2020-09-15
99.5950012207031,99.5950012207031,99.5400009155273,99.5599975585938,4605,99.5599975585938,2020-09-16
99.5849990844727,99.5849990844727,99.504997253418,99.5550003051758,8007,99.5550003051758,2020-09-17
99.5950012207031,99.5999984741211,99.5299987792969,99.5299987792969,3967,99.5299987792969,2020-09-18
99.5849990844727,99.5899963378906,99.5500030517578,99.5550003051758,2704,99.5550003051758,2020-09-21
99.5599975585938,99.6449966430664,99.5599975585938,99.6399993896484,16058,99.6399993896484,2020-09-22
99.620002746582,99.625,99.2750015258789,99.620002746582,4868,99.620002746582,2020-09-23
99.6149978637695,99.620002746582,99.5250015258789,99.5749969482422,8508,99.5749969482422,2020-09-24
99.5550003051758,99.5950012207031,99.5100021362305,99.5100021362305,2307,99.5100021362305,2020-09-25
99.5650024414062,99.5899963378906,99.5400009155273,99.5400009155273,3106,99.5400009155273,2020-09-28
99.5599975585938,99.5999984741211,99.5400009155273,99.5999984741211,2799,99.5999984741211,2020-09-29
99.5449981689453,99.5950012207031,99.5149993896484,99.5550003051758,766,99.5550003051758,2020-09-30
99.5950012207031,99.5950012207031,99.5599975585938,99.5749969482422,4585,99.5749969482422,2020-10-01
99.5749969482422,99.6050033569336,99.495002746582,99.495002746582,24465,99.495002746582,2020-10-02
99.2300033569336,99.5999984741211,99.2300033569336,99.5100021362305,6392,99.5100021362305,2020-10-05
99.5449981689453,99.6600036621094,99.5400009155273,99.5999984741211,3014,99.5999984741211,2020-10-06
99.5950012207031,99.6149978637695,99.5449981689453,99.5999984741211,6056,99.5999984741211,2020-10-07
99.5849990844727,99.625,99.375,99.375,8483,99.375,2020-10-08
