"HD.Open","HD.High","HD.Low","HD.Close","HD.Volume","HD.Adjusted","Date"
268.390014648438,268.390014648438,265.890014648438,267.480010986328,1959900,235.803924560547,2020-08-05
266.600006103516,270.440002441406,266.529998779297,269.369995117188,2203400,237.47004699707,2020-08-06
270.609985351562,274.920013427734,269.809997558594,271.640014648438,2846300,239.471298217773,2020-08-07
272.420013427734,275,271.799987792969,274.730010986328,2393100,242.195404052734,2020-08-10
277.690002441406,279.369995117188,274.410003662109,274.920013427734,3321300,242.362854003906,2020-08-11
279.75,282.970001220703,276.959991455078,281.579986572266,3867900,248.234161376953,2020-08-12
281.160003662109,282.649993896484,279.739990234375,281.660003662109,2202400,248.304702758789,2020-08-13
281.140014648438,282,279.190002441406,280.549987792969,2490400,247.326080322266,2020-08-14
284.399993896484,289.220001220703,283.570007324219,288.239990234375,5584400,254.105438232422,2020-08-17
288.899993896484,290.579986572266,283.040008544922,285,6934300,251.249130249023,2020-08-18
287.459991455078,287.970001220703,281.929992675781,282.859985351562,4986800,249.362564086914,2020-08-19
280.540008544922,281.910003662109,279.440002441406,280.679992675781,3530000,247.440719604492,2020-08-20
279.970001220703,283.549987792969,278.420013427734,283.230010986328,5519100,249.688751220703,2020-08-21
284.989990234375,286.850006103516,281.920013427734,286.75,4430900,252.791931152344,2020-08-24
287.269989013672,287.480010986328,283.890014648438,286.130004882812,2854500,252.245346069336,2020-08-25
287.730010986328,292.119995117188,286.269989013672,291.929992675781,4001900,257.3583984375,2020-08-26
292.220001220703,292.950012207031,286.559997558594,288.630004882812,3430900,254.449249267578,2020-08-27
288.309997558594,288.829986572266,284.769989013672,286.290008544922,3100100,252.386444091797,2020-08-28
285,286.690002441406,282.869995117188,285.040008544922,4105400,251.284454345703,2020-08-31
284.029998779297,286.679992675781,283.5,285.940002441406,3235100,252.077789306641,2020-09-01
284.850006103516,288.040008544922,283.600006103516,287.200012207031,3464600,254.523818969727,2020-09-02
287.299987792969,287.700012207031,272.170013427734,274.630004882812,5380100,243.384002685547,2020-09-03
275.549987792969,276.769989013672,264.670013427734,269.660003662109,5253500,238.979415893555,2020-09-04
267.109985351562,271.040008544922,262.809997558594,269.260009765625,5241200,238.624938964844,2020-09-08
272.459991455078,279.739990234375,271.75,277.040008544922,4754700,245.519760131836,2020-09-09
278.010009765625,280.980010986328,271.170013427734,272.700012207031,3156300,241.673522949219,2020-09-10
273.980010986328,277.980010986328,273.459991455078,276.329986572266,3729200,244.890502929688,2020-09-11
278.549987792969,282.459991455078,278.019989013672,280.649993896484,3055800,248.719009399414,2020-09-14
283.040008544922,286.700012207031,282.380004882812,285.579986572266,4174900,253.088134765625,2020-09-15
285.609985351562,286.579986572266,280.679992675781,281.630004882812,3379100,249.587524414062,2020-09-16
277.910003662109,282.720001220703,276.959991455078,279.959991455078,3166600,248.107498168945,2020-09-17
278.410003662109,279.829986572266,270.809997558594,275.190002441406,6072900,243.880172729492,2020-09-18
271.869995117188,272.899993896484,266.529998779297,272.350006103516,3548000,241.363388061523,2020-09-21
271.679992675781,273.519989013672,270.630004882812,273.309997558594,2972000,242.214172363281,2020-09-22
275.420013427734,276.619995117188,264.690002441406,266.549987792969,4467600,236.223236083984,2020-09-23
265.709991455078,269.700012207031,263.880004882812,265.700012207031,3095600,235.470001220703,2020-09-24
264.190002441406,270.149993896484,263.920013427734,268.549987792969,2457700,237.995712280273,2020-09-25
271.929992675781,274.220001220703,270.299987792969,272.329986572266,3061100,241.345611572266,2020-09-28
273.399993896484,273.839996337891,271.109985351562,272.109985351562,2048900,241.150604248047,2020-09-29
273.480010986328,279.920013427734,272.519989013672,277.709991455078,4778800,246.113494873047,2020-09-30
279.440002441406,280,275.850006103516,277.619995117188,2696900,246.033721923828,2020-10-01
274.940002441406,281.079986572266,274.100006103516,279.309997558594,2943600,247.531539916992,2020-10-02
280.920013427734,282.420013427734,279.700012207031,282.100006103516,2330700,250.004089355469,2020-10-05
282.5,283,275.769989013672,276.470001220703,2992500,245.014541625977,2020-10-06
280.850006103516,284,280,282.790008544922,3423700,250.615539550781,2020-10-07
283.839996337891,284.950012207031,281.170013427734,284.519989013672,2256200,252.148727416992,2020-10-08
285.470001220703,287.279998779297,284.089996337891,285.920013427734,2240100,253.389450073242,2020-10-09
287.390014648438,288.329986572266,286.059997558594,286.910003662109,2411900,254.26676940918,2020-10-12
285.700012207031,290.769989013672,285.700012207031,290.359985351562,2699900,257.324249267578,2020-10-13
289.510009765625,290.299987792969,285.149993896484,287.089996337891,2221000,254.426422119141,2020-10-14
284.119995117188,290.25,283.119995117188,287.540008544922,2699400,254.825088500977,2020-10-15
288.25,292.649993896484,287.25,287.660003662109,3108600,254.931457519531,2020-10-16
289.760009765625,290.109985351562,283.380004882812,283.730010986328,2428100,251.448593139648,2020-10-19
285.140014648438,289.790008544922,284.130004882812,286.040008544922,2281500,253.495788574219,2020-10-20
285.390014648438,288.019989013672,283.279998779297,284.510009765625,2304500,252.139892578125,2020-10-21
283.929992675781,285.679992675781,280.649993896484,281.160003662109,2787000,249.171020507812,2020-10-22
282.380004882812,283.190002441406,279.549987792969,283,1750600,250.801727294922,2020-10-23
279.640014648438,281.529998779297,272,276.040008544922,2911900,244.633544921875,2020-10-26
276.989990234375,279.730010986328,276.119995117188,276.839996337891,3014100,245.342529296875,2020-10-27
270.25,273.670013427734,268.690002441406,269.720001220703,3255900,239.032608032227,2020-10-28
269.690002441406,273.700012207031,267.309997558594,269.630004882812,2872500,238.95280456543,2020-10-29
268.820007324219,269.619995117188,262.029998779297,266.709991455078,3872800,236.365036010742,2020-10-30
270.149993896484,274.779998779297,268.519989013672,270.739990234375,2956400,239.936538696289,2020-11-02
274.850006103516,279.529998779297,273.720001220703,277.369995117188,3037500,245.812255859375,2020-11-03
276.760009765625,287.040008544922,276.010009765625,282.720001220703,3525300,250.55354309082,2020-11-04
288.350006103516,289,284.079986572266,285.850006103516,2516600,253.327438354492,2020-11-05
286.730010986328,286.779998779297,282.850006103516,284.239990234375,2839100,251.900588989258,2020-11-06
287.980010986328,288.420013427734,269.470001220703,269.970001220703,7856400,239.254180908203,2020-11-09
272.790008544922,275.790008544922,269.25,275.570007324219,4828500,244.216979980469,2020-11-10
277.320007324219,281.690002441406,276.170013427734,277.75,2987900,246.149032592773,2020-11-11
283,283.690002441406,273.839996337891,276.239990234375,3818600,244.810791015625,2020-11-12
276.420013427734,279.730010986328,275.260009765625,277.170013427734,3939200,245.634979248047,2020-11-13
279.179992675781,281.290008544922,276.399993896484,279.570007324219,5360200,247.761917114258,2020-11-16
272.100006103516,273.529998779297,269.399993896484,272.470001220703,8532200,241.469787597656,2020-11-17
270.5,275.380004882812,269,269.829986572266,5122200,239.130081176758,2020-11-18
270.420013427734,272.380004882812,268.700012207031,270.929992675781,3929400,240.104888916016,2020-11-19
271.450012207031,272.369995117188,268.869995117188,269.809997558594,4111000,239.112350463867,2020-11-20
270.010009765625,273.690002441406,269.549987792969,271.399993896484,3294200,240.521377563477,2020-11-23
274,275.549987792969,272.570007324219,273.309997558594,4773400,242.214172363281,2020-11-24
273.480010986328,274.739990234375,271.209991455078,273.959991455078,3001700,242.790222167969,2020-11-25
275.239990234375,276.579986572266,274.359985351562,275.989990234375,1625300,244.589248657227,2020-11-27
275.220001220703,277.760009765625,271.920013427734,277.410003662109,4624100,245.84765625,2020-11-30
278.730010986328,278.950012207031,275.549987792969,276.600006103516,3942400,245.1298828125,2020-12-01
273.970001220703,274.109985351562,269.570007324219,271.100006103516,4168600,241.565612792969,2020-12-02
270.630004882812,271.929992675781,267.140014648438,268.140014648438,4168900,238.928085327148,2020-12-03
267.470001220703,268.730010986328,262.820007324219,263.989990234375,7732800,235.230163574219,2020-12-04
263.5,264.5,261,262.640014648438,6379000,234.027252197266,2020-12-07
261.720001220703,262.5,258.730010986328,261.720001220703,5338100,233.207473754883,2020-12-08
264.609985351562,265.769989013672,262.25,265.579986572266,4550100,236.646957397461,2020-12-09
264.079986572266,266.070007324219,262.109985351562,264.809997558594,4234300,235.960830688477,2020-12-10
263.359985351562,265.359985351562,262.649993896484,264.549987792969,3454500,235.729141235352,2020-12-11
266.140014648438,268.600006103516,265.269989013672,265.579986572266,4576800,236.646957397461,2020-12-14
267.510009765625,268.760009765625,266.200012207031,267.980010986328,3754100,238.785552978516,2020-12-15
268.529998779297,270.75,267.510009765625,269.589996337891,4669600,240.220092773438,2020-12-16
272.160003662109,274.329986572266,271.299987792969,273.970001220703,4247000,244.122985839844,2020-12-17
274.589996337891,275.739990234375,270.299987792969,270.450012207031,9817000,240.986465454102,2020-12-18
268.559997558594,271.950012207031,265.880004882812,270.989990234375,4339000,241.46760559082,2020-12-21
270.059997558594,271.359985351562,268.510009765625,270.040008544922,3140100,240.621124267578,2020-12-22
270.059997558594,271,268.200012207031,269.809997558594,2337100,240.416122436523,2020-12-23
269.440002441406,271.359985351562,269.399993896484,270.920013427734,1093900,241.405212402344,2020-12-24
272.170013427734,272.25,269.239990234375,269.25,2633800,239.91716003418,2020-12-28
269.980010986328,270.459991455078,265.070007324219,266.190002441406,2572100,237.190505981445,2020-12-29
266.109985351562,267.299987792969,264.920013427734,265.260009765625,2511400,236.361831665039,2020-12-30
265.570007324219,265.950012207031,263.579986572266,265.619995117188,2607900,236.682662963867,2020-12-31
266.010009765625,266.440002441406,261.059997558594,263.920013427734,5002000,235.16780090332,2021-01-04
262.660003662109,266.529998779297,262.260009765625,266.049987792969,3822600,237.06575012207,2021-01-05
264.059997558594,269.769989013672,261.869995117188,267.570007324219,3949200,238.420150756836,2021-01-06
266.950012207031,268.779998779297,266.170013427734,266.260009765625,3833200,237.252899169922,2021-01-07
267.350006103516,270.730010986328,267,269.089996337891,3757700,239.77458190918,2021-01-08
267.470001220703,273.369995117188,267.260009765625,271.230010986328,3764400,241.681442260742,2021-01-11
271.109985351562,277.940002441406,270.649993896484,276.329986572266,4030900,246.225814819336,2021-01-12
278.309997558594,280.480010986328,273.940002441406,274.049987792969,3921400,244.194198608398,2021-01-13
274.5,274.899993896484,267.670013427734,268.339996337891,4641400,239.10627746582,2021-01-14
268.630004882812,276.390014648438,268,275.589996337891,5131700,245.566452026367,2021-01-15
278,278,273.019989013672,273.190002441406,3615800,243.42790222168,2021-01-19
273.25,277.209991455078,271.5,274.299987792969,3498400,244.416976928711,2021-01-20
276.220001220703,280.700012207031,275.670013427734,279.049987792969,4397900,248.649520874023,2021-01-21
279.260009765625,285.079986572266,277.869995117188,284,4501900,253.06022644043,2021-01-22
283.850006103516,285.769989013672,281.420013427734,285.079986572266,4025900,254.022567749023,2021-01-25
285.420013427734,285.649993896484,281.700012207031,282.600006103516,2472200,251.812759399414,2021-01-26
279.989990234375,280.809997558594,273.079986572266,274.049987792969,4337000,244.194198608398,2021-01-27
276.170013427734,282.959991455078,274.929992675781,278.049987792969,3463000,247.758483886719,2021-01-28
275.809997558594,277.059997558594,270.029998779297,270.820007324219,4079500,241.31608581543,2021-01-29
271.230010986328,272.649993896484,267.25,270.070007324219,3707800,240.647811889648,2021-02-01
270,275.690002441406,269.989990234375,272.160003662109,4111800,242.510131835938,2021-02-02
271.890014648438,275.720001220703,270.709991455078,274.170013427734,2802700,244.301116943359,2021-02-03
274.25,279.440002441406,274.25,278.820007324219,2976000,248.444564819336,2021-02-04
280.290008544922,281.760009765625,277.809997558594,278.859985351562,2389900,248.480255126953,2021-02-05
279.690002441406,280.420013427734,276.890014648438,280.029998779297,3475600,249.522796630859,2021-02-08
279.660003662109,280.200012207031,276.619995117188,276.769989013672,2507800,246.617874145508,2021-02-09
278.029998779297,278.929992675781,276.25,278.690002441406,2410600,248.328689575195,2021-02-10
277.929992675781,280.25,276.010009765625,277.059997558594,2595300,246.87629699707,2021-02-11
277.119995117188,278.709991455078,276.579986572266,277.510009765625,2392200,247.277267456055,2021-02-12
277.010009765625,278.630004882812,274.880004882812,275.390014648438,2873500,245.388229370117,2021-02-16
275.540008544922,281.790008544922,275.399993896484,280.920013427734,3536400,250.315795898438,2021-02-17
280.799987792969,284.679992675781,279.829986572266,283.049987792969,3532000,252.213745117188,2021-02-18
282.869995117188,283.910003662109,279.440002441406,279.640014648438,4079900,249.175231933594,2021-02-19
278.209991455078,278.489990234375,273.630004882812,275.850006103516,3995500,245.798110961914,2021-02-22
269.380004882812,269.670013427734,257.579986572266,267.239990234375,12111000,238.126068115234,2021-02-23
263.230010986328,266.989990234375,254.029998779297,259.970001220703,14512700,231.648147583008,2021-02-24
259.75,260.899993896484,254.710006713867,255.25,6545400,227.442337036133,2021-02-25
257.769989013672,260.239990234375,256.109985351562,258.339996337891,7871200,230.195693969727,2021-02-26
258.809997558594,262.480010986328,258.470001220703,261.619995117188,4528900,233.118347167969,2021-03-01
261.679992675781,263.109985351562,259.769989013672,260.290008544922,3740300,231.933303833008,2021-03-02
259.279998779297,260.5,256.010009765625,257.359985351562,4257500,229.322463989258,2021-03-03
256,256.859985351562,247.100006103516,250.929992675781,7154900,223.592971801758,2021-03-04
252.259994506836,254.199996948242,246.589996337891,253.520004272461,6351800,225.900833129883,2021-03-05
254.229995727539,263.230010986328,252.520004272461,259.029998779297,5037400,230.810531616211,2021-03-08
262.730010986328,267.570007324219,261.790008544922,264.959991455078,6625300,236.094497680664,2021-03-09
265.920013427734,268.75,264.079986572266,266.239990234375,3798400,238.721603393555,2021-03-10
268.600006103516,270.779998779297,267.200012207031,268.850006103516,4371300,241.061935424805,2021-03-11
267.450012207031,273.809997558594,266.760009765625,273.100006103516,4190500,244.872665405273,2021-03-12
274.5,279.649993896484,274.339996337891,278.540008544922,4355200,249.750350952148,2021-03-15
278.540008544922,282.519989013672,277.649993896484,282.079986572266,4458900,252.924453735352,2021-03-16
281.140014648438,283.880004882812,279.25,280.029998779297,5908400,251.086410522461,2021-03-17
279.029998779297,285.470001220703,277.760009765625,283.160003662109,4808100,253.892807006836,2021-03-18
283.640014648438,289.100006103516,282.429992675781,289.100006103516,13729200,259.218872070312,2021-03-19
286.5,290.329986572266,284.200012207031,288.940002441406,5564700,259.075378417969,2021-03-22
289.609985351562,293.429992675781,288.940002441406,289.980010986328,4801200,260.007965087891,2021-03-23
289.260009765625,296.779998779297,288.989990234375,292.75,4842000,262.491638183594,2021-03-24
293.029998779297,297.880004882812,292.459991455078,297.179992675781,5373500,266.463714599609,2021-03-25
297.339996337891,304,296.029998779297,303.809997558594,5865900,272.408447265625,2021-03-26
