"HD.Open","HD.High","HD.Low","HD.Close","HD.Volume","HD.Adjusted","Date"
219.080001831055,219.759994506836,217.839996337891,219.660003662109,3935700,191.218215942383,2020-01-02
217.139999389648,219.679992675781,216.75,218.929992675781,3423200,190.582733154297,2020-01-03
216.490005493164,220,216.399993896484,219.960006713867,5682800,191.479370117188,2020-01-06
219.5,220.559997558594,216.899993896484,218.520004272461,5685400,190.225830078125,2020-01-07
218.800003051758,222.970001220703,218.669998168945,221.789993286133,4916200,193.072418212891,2020-01-08
222.639999389648,225.550003051758,221.850006103516,225.190002441406,4843600,196.032211303711,2020-01-09
224.75,225.490005493164,223.029998779297,224.220001220703,4226600,195.187759399414,2020-01-10
224.5,224.509994506836,222.679992675781,223.339996337891,6060900,194.421722412109,2020-01-13
222.479995727539,224.949996948242,222.309997558594,222.809997558594,3915100,193.960388183594,2020-01-14
222.279998779297,224.979995727539,222.130004882812,224.589996337891,3444300,195.509857177734,2020-01-15
225.929992675781,228.860000610352,225.399993896484,228.820007324219,5390800,199.192199707031,2020-01-16
229.610000610352,232.600006103516,228.910003662109,231.910003662109,7979200,201.882080078125,2020-01-17
231.529998779297,233.660003662109,231.059997558594,232.949996948242,4873500,202.787414550781,2020-01-21
233.789993286133,236.529998779297,232.880004882812,232.899993896484,4030800,202.743911743164,2020-01-22
232.130004882812,234.820007324219,230.639999389648,233.649993896484,4617900,203.396774291992,2020-01-23
234.460006713867,235.429992675781,230.559997558594,232,4467500,201.960403442383,2020-01-24
228.199996948242,232.470001220703,228.199996948242,231.190002441406,3595600,201.255325317383,2020-01-27
231.820007324219,235.25,231.350006103516,233.860000610352,3621900,203.579605102539,2020-01-28
234.899993896484,235.880004882812,233.399993896484,234.020004272461,2564000,203.718826293945,2020-01-29
232,233.300003051758,231.570007324219,232.789993286133,4685700,202.64811706543,2020-01-30
232.960006713867,233.229995727539,227.889999389648,228.100006103516,5304700,198.565383911133,2020-01-31
230.300003051758,233.529998779297,229.350006103516,231.539993286133,5100900,201.559967041016,2020-02-03
234.029998779297,236.360000610352,234.029998779297,235,3505100,204.571960449219,2020-02-04
237.100006103516,238.320007324219,235.860000610352,238.110000610352,3868600,207.279296875,2020-02-05
238,239.410003662109,237.479995727539,238.839996337891,3930300,207.914749145508,2020-02-06
238.839996337891,239.529998779297,236.520004272461,237.300003051758,2456100,206.574203491211,2020-02-07
236.600006103516,240.610000610352,236.179992675781,240.610000610352,2568000,209.45556640625,2020-02-10
240.610000610352,242.449996948242,240.199996948242,241.639999389648,2692400,210.35221862793,2020-02-11
242.130004882812,242.300003051758,238.839996337891,241.589996337891,3592100,210.308685302734,2020-02-12
240.970001220703,243.600006103516,240.399993896484,242.360000610352,2468100,210.978973388672,2020-02-13
243.440002441406,245.199996948242,242.630004882812,245.029998779297,2841600,213.303283691406,2020-02-14
244.839996337891,246.110000610352,243.160003662109,243.940002441406,2892600,212.354431152344,2020-02-18
244.910003662109,245.5,243.009994506836,243.639999389648,2713300,212.093276977539,2020-02-19
243.690002441406,247.119995117188,242.149993896484,247.020004272461,3701800,215.035614013672,2020-02-20
246.5,247.360000610352,244,245.339996337891,3881100,213.573150634766,2020-02-21
238.479995727539,243.110000610352,237.699996948242,239.699996948242,5350100,208.66340637207,2020-02-24
246.100006103516,246.970001220703,236.479995727539,237.380004882812,8061500,206.643814086914,2020-02-25
239.100006103516,241.039993286133,234.320007324219,235.279998779297,6963000,204.815734863281,2020-02-26
231.070007324219,234.820007324219,224.570007324219,224.729995727539,7612800,195.631744384766,2020-02-27
218.630004882812,221.059997558594,212.330001831055,217.839996337891,11809600,189.633850097656,2020-02-28
219.979995727539,230,218.490005493164,229.940002441406,7150800,200.167144775391,2020-03-02
230.029998779297,235.820007324219,225.570007324219,227.940002441406,8432500,198.426116943359,2020-03-03
233.009994506836,241.320007324219,231.800003051758,241.080001831055,6770000,209.864730834961,2020-03-04
236.600006103516,239.610000610352,233.149993896484,234.809997558594,6473900,204.40657043457,2020-03-05
227.570007324219,230.289993286133,222.25,228.509994506836,7399900,198.922271728516,2020-03-06
213.869995117188,216.179992675781,207.25,210.460006713867,10120500,183.209457397461,2020-03-09
217.210006713867,225.830001831055,211,225.699996948242,7206600,196.476196289062,2020-03-10
217.300003051758,219.149993896484,210.5,212.889999389648,7253900,186.564727783203,2020-03-11
195.410003662109,206.580001831055,184.839996337891,190.589996337891,10928700,167.022232055664,2020-03-12
200.449996948242,205.820007324219,190,205.669998168945,10292300,180.237533569336,2020-03-13
181.970001220703,186.100006103516,163.110000610352,164.960006713867,12536600,144.561614990234,2020-03-16
168.210006713867,174.779998779297,155.300003051758,173.639999389648,16234400,152.168212890625,2020-03-17
159.800003051758,162.330001831055,140.630004882812,155.630004882812,14681900,136.385314941406,2020-03-18
153.160003662109,162.910003662109,142,161.130004882812,13499100,141.205154418945,2020-03-19
162.779998779297,170.220001220703,151.809997558594,152.149993896484,12602400,133.335601806641,2020-03-20
150.059997558594,164.929992675781,146.339996337891,162.389999389648,12241600,142.309356689453,2020-03-23
173.389999389648,185.669998168945,172.009994506836,184.720001220703,14676600,161.878143310547,2020-03-24
184.419998168945,191.550003051758,180,181.759994506836,11497400,159.284164428711,2020-03-25
183.490005493164,198.199996948242,182.5,195.210006713867,10170300,171.070938110352,2020-03-26
188.490005493164,196.380004882812,186.5,190.550003051758,7121700,166.987197875977,2020-03-27
190.570007324219,198.199996948242,187.610000610352,196.100006103516,6936700,171.850952148438,2020-03-30
194.800003051758,195.490005493164,185.449996948242,186.710006713867,7335400,163.622055053711,2020-03-31
175.910003662109,182.759994506836,175,178.630004882812,7858200,156.54118347168,2020-04-01
174.949996948242,182.720001220703,174,181.309997558594,6353900,158.889755249023,2020-04-02
179.559997558594,181.350006103516,174.940002441406,178.699996948242,7299800,156.602508544922,2020-04-03
188,192.410003662109,185.130004882812,191.330001831055,7454000,167.67073059082,2020-04-06
202.919998168945,204.110000610352,191.850006103516,192.289993286133,6438800,168.51203918457,2020-04-07
194.210006713867,196.770004272461,191.539993286133,194.820007324219,6094700,170.729202270508,2020-04-08
199.800003051758,205.990005493164,196.5,201.529998779297,7125100,176.609466552734,2020-04-09
200.449996948242,200.449996948242,195.369995117188,198.789993286133,4415600,174.208206176758,2020-04-13
201.880004882812,209.729995727539,200.130004882812,207.169998168945,5655400,181.552001953125,2020-04-14
198.669998168945,202.240005493164,196.610000610352,198.479995727539,5693900,173.936599731445,2020-04-15
199.119995117188,202.210006713867,196.820007324219,199.850006103516,7262800,175.137191772461,2020-04-16
207.169998168945,210.25,206.160003662109,209.419998168945,6717600,183.523788452148,2020-04-17
206.130004882812,211.029998779297,205.360000610352,206.050003051758,4753100,180.570526123047,2020-04-20
200.75,204.339996337891,199.509994506836,200.610000610352,4845000,175.803161621094,2020-04-21
201.889999389648,205.710006713867,201.139999389648,204.169998168945,4067700,178.922988891602,2020-04-22
203.320007324219,206.970001220703,202.190002441406,202.320007324219,3565500,177.301773071289,2020-04-23
204.729995727539,212.929992675781,203.850006103516,212.179992675781,5025200,185.942504882812,2020-04-24
215.039993286133,220.940002441406,214.009994506836,217.759994506836,5472800,190.832473754883,2020-04-27
223.990005493164,224.220001220703,216.910003662109,217.630004882812,5080700,190.718566894531,2020-04-28
221.339996337891,224.169998168945,219.820007324219,221.809997558594,4381100,194.381698608398,2020-04-29
216.789993286133,222.110000610352,216.520004272461,219.830001831055,5152700,192.646530151367,2020-04-30
216.770004272461,219.699996948242,215.770004272461,218.570007324219,3819300,191.542358398438,2020-05-01
216.679992675781,222.660003662109,215.210006713867,221.839996337891,4090900,194.407989501953,2020-05-04
224.940002441406,228.850006103516,223.610000610352,225.610000610352,4655200,197.711776733398,2020-05-05
227.369995117188,228.440002441406,223.800003051758,223.919998168945,3321100,196.230743408203,2020-05-06
226.509994506836,231.630004882812,226.419998168945,229.449996948242,4501300,201.076919555664,2020-05-07
232.699996948242,235.550003051758,231.149993896484,234.429992675781,4365200,205.441162109375,2020-05-08
231.770004272461,238.770004272461,231.25,236.559997558594,4378300,207.307723999023,2020-05-11
238.570007324219,239.25,232.899993896484,232.899993896484,4399600,204.100372314453,2020-05-12
233.039993286133,236.300003051758,228.539993286133,230.100006103516,6237200,201.646575927734,2020-05-13
226.369995117188,234.660003662109,226.199996948242,234.479995727539,6434500,205.484970092773,2020-05-14
232.789993286133,243.229995727539,232.699996948242,239.330001831055,16176300,209.735229492188,2020-05-15
245.839996337891,248.320007324219,244.039993286133,245.350006103516,8314800,215.010772705078,2020-05-18
240.449996948242,242.460006713867,237.800003051758,238.100006103516,9387000,208.657318115234,2020-05-19
242,242.270004272461,234.949996948242,238.190002441406,7534200,208.736206054688,2020-05-20
237.619995117188,241.179992675781,235.789993286133,240.880004882812,4772700,211.093551635742,2020-05-21
240.699996948242,242.339996337891,238.660003662109,241.880004882812,3041800,211.969924926758,2020-05-22
248.149993896484,248.220001220703,242.070007324219,242.479995727539,4535200,212.495697021484,2020-05-26
242.690002441406,247.389999389648,240.779998779297,247.360000610352,4664800,216.772277832031,2020-05-27
249.520004272461,252.229995727539,244.429992675781,245.139999389648,5259300,214.826766967773,2020-05-28
245.059997558594,249.710006713867,244.729995727539,248.479995727539,5341600,217.753768920898,2020-05-29
249.410003662109,249.779998779297,245.869995117188,247.289993286133,3407800,216.710906982422,2020-06-01
248.630004882812,252.720001220703,247,252.710006713867,5301000,221.460693359375,2020-06-02
251.800003051758,252.830001831055,250.389999389648,251,4638100,221.275588989258,2020-06-03
249.770004272461,252.169998168945,247.470001220703,248.949996948242,4759400,219.468368530273,2020-06-04
252.339996337891,255.850006103516,250.380004882812,254.899993896484,5054300,224.713684082031,2020-06-05
252.490005493164,256.809997558594,252.259994506836,256.769989013672,3811900,226.362258911133,2020-06-08
255.330001831055,258.290008544922,253.860000610352,256.760009765625,3716100,226.353454589844,2020-06-09
257.450012207031,259.290008544922,254.220001220703,254.449996948242,3589800,224.316986083984,2020-06-10
248.860000610352,250.619995117188,238.740005493164,239.470001220703,6563700,211.110977172852,2020-06-11
243.070007324219,246.389999389648,237.050003051758,242.449996948242,5238500,213.738098144531,2020-06-12
237.619995117188,242.220001220703,234.309997558594,241.360000610352,6250900,212.777160644531,2020-06-15
249.399993896484,251.649993896484,242.869995117188,249.949996948242,5291600,220.349899291992,2020-06-16
252.770004272461,254.619995117188,250.080001831055,250.850006103516,4234000,221.143341064453,2020-06-17
249.360000610352,251.75,247.130004882812,249.210006713867,3347800,219.697540283203,2020-06-18
253.100006103516,254.300003051758,246.380004882812,246.649993896484,11114600,217.440689086914,2020-06-19
245.699996948242,250.059997558594,245.509994506836,249.160003662109,3815200,219.653427124023,2020-06-22
253,253.440002441406,250.130004882812,250.309997558594,3105300,220.667297363281,2020-06-23
247.809997558594,250.289993286133,242.729995727539,246.130004882812,3873000,216.982299804688,2020-06-24
244.800003051758,246.350006103516,242.199996948242,245.380004882812,2938400,216.321090698242,2020-06-25
245.350006103516,246.100006103516,240.25,241.009994506836,5002700,212.468597412109,2020-06-26
242.660003662109,246.5,240.339996337891,246.119995117188,3468300,216.973434448242,2020-06-29
247,251.649993896484,246.089996337891,250.509994506836,4524600,220.84358215332,2020-06-30
249.649993896484,250.330001831055,246.929992675781,248.149993896484,3677300,218.763046264648,2020-07-01
251.940002441406,252.300003051758,247.919998168945,248.5,3369800,219.071624755859,2020-07-02
250.270004272461,251.5,247.039993286133,249.550003051758,3133800,219.997283935547,2020-07-06
247.369995117188,250.779998779297,247.070007324219,247.350006103516,2927800,218.057800292969,2020-07-07
247.869995117188,249.789993286133,246.220001220703,249.169998168945,2294000,219.66227722168,2020-07-08
249.660003662109,250.509994506836,246.350006103516,247.960006713867,2994700,218.595550537109,2020-07-09
248.289993286133,250.330001831055,246.639999389648,250.110000610352,2745300,220.490966796875,2020-07-10
251.919998168945,257.859985351562,249.089996337891,249.619995117188,4437500,220.058990478516,2020-07-13
249,258.179992675781,248.460006713867,257.790008544922,4614200,227.261459350586,2020-07-14
260.140014648438,261.290008544922,255.149993896484,257.799987792969,4343700,227.270263671875,2020-07-15
256.760009765625,260.5,256,258.079986572266,2511200,227.517074584961,2020-07-16
260.029998779297,260.649993896484,257.720001220703,260.380004882812,3091300,229.54475402832,2020-07-17
259.040008544922,261.200012207031,258.019989013672,260.170013427734,2451100,229.359619140625,2020-07-20
261.619995117188,263.869995117188,260.720001220703,262.420013427734,2439900,231.343139648438,2020-07-21
262.589996337891,265.589996337891,262,265.170013427734,2750000,233.767517089844,2020-07-22
267.799987792969,267.799987792969,261.799987792969,263.809997558594,2680100,232.56852722168,2020-07-23
265.040008544922,266.890014648438,262.989990234375,265.309997558594,2984500,233.890899658203,2020-07-24
265.089996337891,268.679992675781,265.089996337891,267.420013427734,2412500,235.751052856445,2020-07-27
268.559997558594,269.070007324219,264.670013427734,265.279998779297,2227000,233.864456176758,2020-07-28
264.799987792969,267.109985351562,264.170013427734,264.660003662109,2874100,233.317901611328,2020-07-29
263.339996337891,267.350006103516,261.549987792969,266.309997558594,2347800,234.7724609375,2020-07-30
265,267.170013427734,260.609985351562,265.489990234375,3640600,234.049652099609,2020-07-31
266.730010986328,268.579986572266,265.670013427734,266.179992675781,2363500,234.65788269043,2020-08-03
266.630004882812,267.890014648438,263.839996337891,267.869995117188,2224000,236.147766113281,2020-08-04
