"ITM.MI.Open","ITM.MI.High","ITM.MI.Low","ITM.MI.Close","ITM.MI.Volume","ITM.MI.Adjusted","Date"
24.1000003814697,24.3500003814697,24.1000003814697,24.2999992370605,5053,17.6682453155518,2020-01-02
24.3500003814697,24.3999996185303,24.1000003814697,24.2999992370605,6940,17.6682453155518,2020-01-03
24.0499992370605,24.3500003814697,23.5,24.2000007629395,22376,17.5955390930176,2020-01-06
24.2000007629395,24.25,24,24,7005,17.4501209259033,2020-01-07
23.9500007629395,24.25,23.6499996185303,24,13900,17.4501209259033,2020-01-08
24.25,24.5,24.25,24.5,11905,17.8136653900146,2020-01-09
24.4500007629395,24.6000003814697,24.1000003814697,24.25,7634,17.631893157959,2020-01-10
24.0499992370605,24.3500003814697,23.9500007629395,24.2000007629395,10741,17.5955390930176,2020-01-13
25,25.2999992370605,24.7000007629395,24.7999992370605,44398,18.0317935943604,2020-01-14
25,25.1499996185303,24.6000003814697,24.7000007629395,18507,17.9590854644775,2020-01-15
24.75,24.7999992370605,24.6000003814697,24.7000007629395,21681,17.9590854644775,2020-01-16
24.75,24.8500003814697,24.7000007629395,24.8500003814697,16578,18.0681457519531,2020-01-17
24.8500003814697,25.25,24.8500003814697,25.25,14286,18.3589820861816,2020-01-20
25.25,25.25,24.7000007629395,25,31878,18.177209854126,2020-01-21
25,25.3500003814697,24.8500003814697,25.1000003814697,99551,18.2499198913574,2020-01-22
25.1000003814697,25.3500003814697,25.1000003814697,25.2999992370605,12850,18.395336151123,2020-01-23
25.2000007629395,25.3500003814697,25.0499992370605,25.0499992370605,21061,18.2135639190674,2020-01-24
24.7000007629395,25.0499992370605,24.7000007629395,24.75,17018,17.9954376220703,2020-01-27
24.75,25.1499996185303,24.75,25.0499992370605,9904,18.2135639190674,2020-01-28
25.1499996185303,25.4500007629395,25.1000003814697,25.2000007629395,25832,18.3226261138916,2020-01-29
25.2000007629395,25.5,25.1499996185303,25.2999992370605,23898,18.395336151123,2020-01-30
25.0499992370605,25.3500003814697,25.0499992370605,25.1000003814697,20794,18.2499198913574,2020-01-31
25.0499992370605,25.2999992370605,25.0499992370605,25.25,20154,18.3589820861816,2020-02-03
25.2999992370605,25.4500007629395,25.2000007629395,25.3999996185303,16012,18.4680442810059,2020-02-04
25.3500003814697,25.7000007629395,25.2999992370605,25.3999996185303,13867,18.4680442810059,2020-02-05
25.5,25.6499996185303,25.3500003814697,25.6000003814697,9649,18.6134624481201,2020-02-06
25.6499996185303,25.75,25.3500003814697,25.5499992370605,6955,18.5771064758301,2020-02-07
25.25,25.6499996185303,25.1000003814697,25.25,12047,18.3589820861816,2020-02-10
25.3999996185303,25.5499992370605,25.25,25.2999992370605,9676,18.395336151123,2020-02-11
25.5499992370605,25.7000007629395,25.3999996185303,25.7000007629395,11556,18.6861705780029,2020-02-12
25.5,25.7000007629395,25.3500003814697,25.5499992370605,12012,18.5771064758301,2020-02-13
25.7000007629395,26,25.6499996185303,25.8999996185303,16122,18.8315849304199,2020-02-14
26,26.4500007629395,25.9500007629395,26.3999996185303,20726,19.1951332092285,2020-02-17
26.4500007629395,26.5499992370605,25.9500007629395,26.1000003814697,12352,18.9770050048828,2020-02-18
26.2999992370605,26.3500003814697,26.1499996185303,26.25,7131,19.0860691070557,2020-02-19
26.3500003814697,26.6499996185303,26.1000003814697,26.3999996185303,15126,19.1951332092285,2020-02-20
26.3999996185303,26.5499992370605,25.9500007629395,26.5,95237,19.2678413391113,2020-02-21
25,26.1000003814697,24.7999992370605,26.1000003814697,69984,18.9770050048828,2020-02-24
25.9500007629395,26.6000003814697,25.9500007629395,26.5,174844,19.2678413391113,2020-02-25
26,26.6000003814697,25.8500003814697,26.5,80338,19.2678413391113,2020-02-26
26.25,26.6000003814697,25.9500007629395,26.2999992370605,101511,19.1224231719971,2020-02-27
25.8999996185303,26.25,25.3999996185303,26.25,105093,19.0860691070557,2020-02-28
26.25,26.5499992370605,26.0499992370605,26.5499992370605,83258,19.3041954040527,2020-03-02
26.2999992370605,27.25,26.2999992370605,26.7000007629395,42775,19.4132595062256,2020-03-03
26.6000003814697,26.8500003814697,26.3500003814697,26.5,52754,19.2678413391113,2020-03-04
26.8999996185303,27.75,26.3999996185303,26.7000007629395,97139,19.4132595062256,2020-03-05
26.7000007629395,26.7999992370605,26.25,26.75,86723,19.449613571167,2020-03-06
23.1499996185303,25.2000007629395,22.6000003814697,24.8500003814697,79195,18.0681457519531,2020-03-09
25.1000003814697,25.8999996185303,24.8999996185303,25.2000007629395,71728,18.3226261138916,2020-03-10
25.7000007629395,25.7000007629395,24.5499992370605,25,45323,18.177209854126,2020-03-11
24.0499992370605,24.2999992370605,23.25,23.25,85994,16.9048042297363,2020-03-12
24.0499992370605,24.9500007629395,23.5,24.25,68822,17.631893157959,2020-03-13
23.5499992370605,24,22.25,23,64503,16.7230319976807,2020-03-16
23.3999996185303,23.3999996185303,22.3500003814697,22.6000003814697,53921,16.4321975708008,2020-03-17
22.5,23.7999992370605,22.5,23.1000003814697,38810,16.7957401275635,2020-03-18
23.6000003814697,25.1499996185303,23.2000007629395,25,77596,18.177209854126,2020-03-19
25.2999992370605,26.4500007629395,25,26.4500007629395,85063,19.2314872741699,2020-03-20
25.8999996185303,26.3500003814697,23.8999996185303,24.2999992370605,60184,17.6682453155518,2020-03-23
25.2000007629395,25.9500007629395,24.3999996185303,24.7000007629395,21760,17.9590854644775,2020-03-24
25.2999992370605,25.2999992370605,23.3500003814697,23.3500003814697,37800,16.9775142669678,2020-03-25
23.0499992370605,24.2000007629395,23.0499992370605,23.7999992370605,16713,17.3047027587891,2020-03-26
23.7999992370605,24.3999996185303,23.7999992370605,24.1000003814697,69626,17.5228290557861,2020-03-27
24,24.6499996185303,23.5,24,46364,17.4501209259033,2020-03-30
24,24.3500003814697,23.8500003814697,23.8999996185303,24270,17.3774127960205,2020-03-31
24,24.2000007629395,23.8999996185303,24.1499996185303,16289,17.5591831207275,2020-04-01
24.1499996185303,25.8999996185303,23.9500007629395,25.8500003814697,24410,18.7952365875244,2020-04-02
26,26,24.5499992370605,24.8500003814697,24535,18.0681457519531,2020-04-03
25.3999996185303,25.5,24.8500003814697,25.0499992370605,25482,18.2135639190674,2020-04-06
25.5,25.5499992370605,24.8500003814697,25.0499992370605,31658,18.2135639190674,2020-04-07
24.9500007629395,25.5,24.9500007629395,25.5,7385,18.5407524108887,2020-04-08
25.5,26.6499996185303,24.7999992370605,25.9500007629395,42057,18.8679447174072,2020-04-09
26.1000003814697,26.5,26.0499992370605,26.2999992370605,40969,19.1224231719971,2020-04-14
26.0499992370605,26.1499996185303,25.8500003814697,26.1000003814697,17580,18.9770050048828,2020-04-15
25.75,26.2999992370605,25.5499992370605,26.2999992370605,25851,19.1224231719971,2020-04-16
26.3999996185303,26.5,26.1000003814697,26.3999996185303,20804,19.1951332092285,2020-04-17
26.2999992370605,26.5499992370605,26.1499996185303,26.5499992370605,18874,19.3041954040527,2020-04-20
26.2999992370605,26.6499996185303,25.8500003814697,26,35575,18.904296875,2020-04-21
26.2999992370605,26.5,26.1000003814697,26.2999992370605,11658,19.1224231719971,2020-04-22
26.2999992370605,26.3500003814697,25.9500007629395,26.2999992370605,31171,19.1224231719971,2020-04-23
26,26.3999996185303,26,26.3999996185303,13834,19.1951332092285,2020-04-24
26.2999992370605,26.3999996185303,25.8500003814697,25.8500003814697,22352,18.7952365875244,2020-04-27
25.8500003814697,26.3999996185303,25.75,25.9500007629395,16331,18.8679447174072,2020-04-28
26.1499996185303,26.2999992370605,25.8999996185303,26.2999992370605,13051,19.1224231719971,2020-04-29
26.25,27.2999992370605,26.25,27.2999992370605,54184,19.8495121002197,2020-04-30
25.7999992370605,25.7999992370605,24.9500007629395,24.9500007629395,18796,19.4213848114014,2020-05-04
24.9500007629395,25.7999992370605,24.9500007629395,25.3500003814697,20961,19.7327518463135,2020-05-05
25.4500007629395,26.25,25.3500003814697,26.2000007629395,28406,20.3943996429443,2020-05-06
26.3500003814697,26.6000003814697,25.4500007629395,25.4500007629395,19249,19.8105926513672,2020-05-07
25.1499996185303,25.7000007629395,25.0499992370605,25.25,15864,19.6549091339111,2020-05-08
25.6000003814697,26.1499996185303,25.6000003814697,26.1499996185303,13583,20.3554821014404,2020-05-11
26.2000007629395,26.2000007629395,25.3500003814697,25.5,16490,19.8495121002197,2020-05-12
25.5,25.9500007629395,25.3500003814697,25.4500007629395,10210,19.8105926513672,2020-05-13
25.2000007629395,25.7999992370605,24.7000007629395,25.5,15191,19.8495121002197,2020-05-14
25.3500003814697,26.0499992370605,25.2000007629395,25.8500003814697,13041,20.1219577789307,2020-05-15
25.2000007629395,26.3500003814697,25.2000007629395,25.6000003814697,14581,19.9273548126221,2020-05-18
25.7000007629395,25.7000007629395,24.6499996185303,25,17961,19.4603080749512,2020-05-19
25,25.0499992370605,24.7999992370605,24.8500003814697,8584,19.3435440063477,2020-05-20
25,25.3999996185303,24.75,24.8500003814697,15089,19.3435440063477,2020-05-21
24.75,25.1499996185303,24.6499996185303,24.7999992370605,21829,19.3046226501465,2020-05-22
24.6499996185303,25.7999992370605,24.6499996185303,25.4500007629395,18342,19.8105926513672,2020-05-25
25.75,26,25.3500003814697,25.6499996185303,14443,19.966272354126,2020-05-26
25.7999992370605,25.9500007629395,24.75,24.75,43716,19.2657051086426,2020-05-27
24.8500003814697,25.5499992370605,24.8500003814697,25.3999996185303,14256,19.7716693878174,2020-05-28
25.3999996185303,25.5499992370605,24.1000003814697,24.1000003814697,128308,18.7597370147705,2020-05-29
24.3999996185303,25.5,24.3999996185303,25.25,36223,19.6549091339111,2020-06-01
25.5499992370605,25.5499992370605,24.7999992370605,25.3500003814697,12195,19.7327518463135,2020-06-02
25.5,25.8999996185303,25.2999992370605,25.8999996185303,17099,20.1608772277832,2020-06-03
25.6499996185303,26.1000003814697,25.5499992370605,25.75,15760,20.0441150665283,2020-06-04
26.4500007629395,27.6499996185303,26.4500007629395,27.2000007629395,72142,21.172815322876,2020-06-05
27.3999996185303,27.4500007629395,26.6000003814697,27.0499992370605,14815,21.0560512542725,2020-06-08
27.0499992370605,27.2999992370605,26.5499992370605,26.8999996185303,20762,20.9392890930176,2020-06-09
27.3500003814697,27.75,27.2000007629395,27.3500003814697,43114,21.2895736694336,2020-06-10
26.7999992370605,27.25,26.7000007629395,27,14004,21.0171298980713,2020-06-11
26.8500003814697,26.9500007629395,26.5,26.7000007629395,12717,20.7836093902588,2020-06-12
26.5499992370605,26.8500003814697,26.3500003814697,26.6000003814697,13414,20.7057685852051,2020-06-15
26.8500003814697,27.3500003814697,26.8500003814697,27.1000003814697,12677,21.094970703125,2020-06-16
27,27.6000003814697,27,27.5499992370605,15114,21.4452571868896,2020-06-17
27.6000003814697,27.9500007629395,27.4500007629395,27.9500007629395,22670,21.7566223144531,2020-06-18
28,28.6499996185303,27.6499996185303,28.2000007629395,70701,21.9512252807617,2020-06-19
27.7999992370605,28.2000007629395,27.7000007629395,27.75,9441,21.6009387969971,2020-06-22
28.2000007629395,28.25,27.3999996185303,28,21465,21.7955436706543,2020-06-23
28.5,28.5,28,28,26115,21.7955436706543,2020-06-24
28,28.7999992370605,28,28.2999992370605,27473,22.0290679931641,2020-06-25
28.7000007629395,29.1000003814697,28.3500003814697,28.3500003814697,14535,22.0679874420166,2020-06-26
28.6499996185303,29.0499992370605,28.5,28.9500007629395,14646,22.5350341796875,2020-06-29
28.7999992370605,29.25,28.7999992370605,29,25845,22.57395362854,2020-06-30
29.2999992370605,29.3999996185303,29.1000003814697,29.1000003814697,12883,22.6517963409424,2020-07-01
29.7000007629395,29.75,29.25,29.25,8645,22.7685585021973,2020-07-02
29.7000007629395,29.7000007629395,29,29.2999992370605,12481,22.8074779510498,2020-07-03
29.75,29.75,28.8500003814697,29.2000007629395,17737,22.7296390533447,2020-07-06
29.4500007629395,29.75,29.0499992370605,29.1000003814697,19945,22.6517963409424,2020-07-07
28.8999996185303,29.3999996185303,28.3500003814697,28.7000007629395,16910,22.3404312133789,2020-07-08
28.25,28.8999996185303,28.2000007629395,28.6000003814697,13756,22.2625904083252,2020-07-09
29,30.2000007629395,28.3999996185303,30.2000007629395,36662,23.5080509185791,2020-07-10
30.2999992370605,31,30.2999992370605,30.7999992370605,16810,23.9750957489014,2020-07-13
30.5499992370605,31.3500003814697,30.5,31.3500003814697,15873,24.4032249450684,2020-07-14
31.3500003814697,32.2000007629395,31.3500003814697,32,18649,24.9091911315918,2020-07-15
32.25,32.2999992370605,31.4500007629395,31.75,9750,24.7145881652832,2020-07-16
31.4500007629395,32.25,31.1499996185303,31.5,16443,24.5199851989746,2020-07-17
