"ITM.MI.Open","ITM.MI.High","ITM.MI.Low","ITM.MI.Close","ITM.MI.Volume","ITM.MI.Adjusted","Date"
31.6499996185303,32.5,31.5,32.5,17553,25.298397064209,2020-07-20
32.5499992370605,32.5999984741211,31.8500003814697,31.8500003814697,13909,24.7924308776855,2020-07-21
31.7999992370605,32.2999992370605,31.6499996185303,32.2999992370605,5478,25.1427154541016,2020-07-22
31.9500007629395,32.2000007629395,31.4500007629395,31.7999992370605,5850,24.7535076141357,2020-07-23
31.0499992370605,31.7000007629395,30.6499996185303,31.6499996185303,14360,24.6367473602295,2020-07-24
31.6000003814697,31.6499996185303,30.7999992370605,31.0499992370605,17207,24.1697006225586,2020-07-27
31.1000003814697,31.25,30.5,30.8500003814697,10738,24.0140190124512,2020-07-28
30.5,30.5,28.8500003814697,29.6499996185303,32954,23.0799236297607,2020-07-29
28.8999996185303,29.5499992370605,28.75,29.25,25341,22.7685585021973,2020-07-30
29.75,29.8999996185303,28.8999996185303,29.2999992370605,18296,22.8074779510498,2020-07-31
29.5,31.7999992370605,28.75,30.4500007629395,34719,23.7026538848877,2020-08-03
30.2999992370605,31.1499996185303,30.2999992370605,30.8999996185303,23371,24.0529384613037,2020-08-04
31.3500003814697,31.3500003814697,30.1499996185303,30.4500007629395,16511,23.7026538848877,2020-08-05
30.4500007629395,30.6000003814697,30,30.1499996185303,37622,23.4691295623779,2020-08-06
30.1499996185303,30.5499992370605,29.75,30.2999992370605,32166,23.5858917236328,2020-08-07
30.3999996185303,30.6499996185303,29.6000003814697,29.75,13565,23.1577644348145,2020-08-10
29.7999992370605,30.6499996185303,29.7999992370605,30.6499996185303,15769,23.8583316802979,2020-08-11
30.5,30.5,30.2000007629395,30.5,6456,23.7415752410889,2020-08-12
30.3500003814697,30.6499996185303,29.9500007629395,30.5,9926,23.7415752410889,2020-08-13
30.3500003814697,30.6499996185303,29.8999996185303,30.6000003814697,6446,23.8194160461426,2020-08-14
30.2999992370605,30.5499992370605,29.9500007629395,30.3999996185303,11655,23.6637306213379,2020-08-17
29.9500007629395,30.6499996185303,29.9500007629395,30.6499996185303,10828,23.8583316802979,2020-08-18
30.6000003814697,30.7999992370605,30.1499996185303,30.6499996185303,12692,23.8583316802979,2020-08-19
30.5,30.8500003814697,30.25,30.5,4192,23.7415752410889,2020-08-20
30.5,30.6000003814697,29.9500007629395,30.1000003814697,15545,23.4302082061768,2020-08-21
30,30.9500007629395,30,30.9500007629395,12703,24.0918598175049,2020-08-24
31.1000003814697,31.1499996185303,30.1499996185303,30.5,13300,23.7415752410889,2020-08-25
30.3999996185303,30.8999996185303,30.3999996185303,30.8999996185303,4678,24.0529384613037,2020-08-26
31.0499992370605,31.0499992370605,30.3999996185303,30.8500003814697,7270,24.0140190124512,2020-08-27
31.1000003814697,31.1499996185303,30.25,30.3999996185303,6570,23.6637306213379,2020-08-28
30.2999992370605,30.9500007629395,30.2000007629395,30.5,14944,23.7415752410889,2020-08-31
30.1000003814697,30.5,29.9500007629395,30.0499992370605,7733,23.3912868499756,2020-09-01
30.2000007629395,30.2000007629395,29.3999996185303,30,20971,23.352367401123,2020-09-02
30,30.2000007629395,29.4500007629395,29.6000003814697,16786,23.0410022735596,2020-09-03
29.2999992370605,29.8500003814697,29.25,29.5499992370605,12240,23.0020790100098,2020-09-04
29.9500007629395,30.25,29.2999992370605,30,14331,23.352367401123,2020-09-07
29.8500003814697,30.0499992370605,29.3500003814697,29.7000007629395,5774,23.1188430786133,2020-09-08
29.3500003814697,30.1000003814697,29.3500003814697,30.1000003814697,6644,23.4302082061768,2020-09-09
30,30.4500007629395,29.8999996185303,30.2000007629395,10195,23.5080509185791,2020-09-10
30.2999992370605,30.3999996185303,29.9500007629395,30.2999992370605,8280,23.5858917236328,2020-09-11
30.5,30.5,29.9500007629395,30.2000007629395,6917,23.5080509185791,2020-09-14
30,30.5,29.6000003814697,30.3500003814697,13834,23.624813079834,2020-09-15
30.2000007629395,30.3999996185303,29.8999996185303,30.2000007629395,11913,23.5080509185791,2020-09-16
29.75,29.7999992370605,28.2999992370605,29.0499992370605,48453,22.6128749847412,2020-09-17
28.8999996185303,29.3500003814697,27.9500007629395,27.9500007629395,50937,21.7566223144531,2020-09-18
28,29.0499992370605,27.8500003814697,28.3999996185303,39746,22.1069087982178,2020-09-21
28.6000003814697,29.2000007629395,28.4500007629395,28.5,12700,22.1847476959229,2020-09-22
28.8999996185303,29,28,28.8999996185303,11100,22.496114730835,2020-09-23
28.2000007629395,28.75,28.1499996185303,28.6499996185303,9099,22.3015117645264,2020-09-24
28.5,28.5,27.9500007629395,27.9500007629395,8904,21.7566223144531,2020-09-25
28,29.1499996185303,28,29.1499996185303,19532,22.6907157897949,2020-09-28
29.2000007629395,29.2999992370605,28.75,28.75,7439,22.3793525695801,2020-09-29
29.3999996185303,29.7999992370605,29.0499992370605,29.5,24156,22.9631633758545,2020-09-30
29.4500007629395,29.6000003814697,29.1499996185303,29.2999992370605,8568,22.8074779510498,2020-10-01
29.1499996185303,29.9500007629395,29.1499996185303,29.8500003814697,10399,23.2356052398682,2020-10-02
29.5499992370605,29.8999996185303,29.2999992370605,29.4500007629395,11771,22.9242420196533,2020-10-05
29.2999992370605,29.3500003814697,28.8999996185303,28.9500007629395,8455,22.5350341796875,2020-10-06
28.8999996185303,29.2999992370605,28.75,29,6997,22.57395362854,2020-10-07
29,29.1499996185303,28.3500003814697,29.1499996185303,20441,22.6907157897949,2020-10-08
29.2000007629395,29.2999992370605,28.4500007629395,29.0499992370605,10159,22.6128749847412,2020-10-09
29.4500007629395,29.4500007629395,27.6499996185303,29.2999992370605,15935,22.8074779510498,2020-10-12
28.7000007629395,29.1000003814697,28.7000007629395,29,7175,22.57395362854,2020-10-13
28.8999996185303,29.25,28.8500003814697,29,5863,22.57395362854,2020-10-14
28.7000007629395,28.8500003814697,28.3999996185303,28.5499992370605,8191,22.2236709594727,2020-10-15
28.6499996185303,29.1000003814697,28.6499996185303,28.8999996185303,9570,22.496114730835,2020-10-16
28.9500007629395,29.1499996185303,28.7999992370605,29,8051,22.57395362854,2020-10-19
29.1000003814697,29.2000007629395,28.7999992370605,28.7999992370605,4698,22.4182739257812,2020-10-20
28.6499996185303,28.8999996185303,28,28.1499996185303,9777,21.9123039245605,2020-10-21
28.3999996185303,28.3999996185303,27.8500003814697,28.3999996185303,7863,22.1069087982178,2020-10-22
28,28.3999996185303,27.6000003814697,27.6000003814697,16150,21.4841766357422,2020-10-23
27.3500003814697,27.8500003814697,27.1000003814697,27.5499992370605,6994,21.4452571868896,2020-10-26
27.5499992370605,28.1000003814697,27.5499992370605,28,13093,21.7955436706543,2020-10-27
27.1499996185303,27.9500007629395,27.1000003814697,27.1499996185303,21947,21.1338939666748,2020-10-28
27.1000003814697,27.7000007629395,27,27.6499996185303,6987,21.523099899292,2020-10-29
27.6499996185303,27.7999992370605,27.2999992370605,27.75,6884,21.6009387969971,2020-10-30
27.7999992370605,28.2000007629395,27.6000003814697,27.6000003814697,7519,21.4841766357422,2020-11-02
28,28.2000007629395,27.8999996185303,28.2000007629395,2841,21.9512252807617,2020-11-03
27.6000003814697,28.1499996185303,27.6000003814697,27.8999996185303,3171,21.717700958252,2020-11-04
28.1499996185303,28.8999996185303,28.1499996185303,28.2000007629395,3897,21.9512252807617,2020-11-05
28.25,28.25,27.7999992370605,27.7999992370605,6321,21.6398620605469,2020-11-06
27.7000007629395,28.3500003814697,27.3999996185303,27.9500007629395,46736,21.7566223144531,2020-11-09
28,28.1000003814697,27.2999992370605,27.2999992370605,10958,21.2506542205811,2020-11-10
27.6499996185303,28.0499992370605,27.6499996185303,27.7000007629395,8781,21.5620212554932,2020-11-11
27.6499996185303,28.0499992370605,27.4500007629395,27.7000007629395,11817,21.5620212554932,2020-11-12
27.8500003814697,28.1000003814697,27.6000003814697,27.6499996185303,6479,21.523099899292,2020-11-13
28,28.1000003814697,27.5,27.75,23095,21.6009387969971,2020-11-16
27.6000003814697,28.1499996185303,27.6000003814697,28.0499992370605,12649,21.8344631195068,2020-11-17
28.2999992370605,28.2999992370605,27.6499996185303,27.75,13595,21.6009387969971,2020-11-18
28.2999992370605,28.2999992370605,27.8500003814697,28,15696,21.7955436706543,2020-11-19
28.2999992370605,28.2999992370605,27.8500003814697,27.8500003814697,15972,21.6787815093994,2020-11-20
28.2999992370605,28.8500003814697,28.0499992370605,28.6499996185303,13309,22.3015117645264,2020-11-23
28.6499996185303,28.7000007629395,28.1499996185303,28.7000007629395,12732,22.3404312133789,2020-11-24
28.7000007629395,28.75,28.1499996185303,28.5499992370605,13992,22.2236709594727,2020-11-25
28.75,29.5499992370605,28.5499992370605,28.6499996185303,21234,22.3015117645264,2020-11-26
28.8500003814697,28.8999996185303,28.5499992370605,28.6499996185303,7639,22.3015117645264,2020-11-27
28.3999996185303,28.9500007629395,28.2999992370605,28.2999992370605,24364,22.0290679931641,2020-11-30
28.0499992370605,28.75,28.0499992370605,28.75,13852,22.3793525695801,2020-12-01
28.7000007629395,28.7000007629395,28.3500003814697,28.5499992370605,8324,22.2236709594727,2020-12-02
28.3500003814697,28.7000007629395,28.25,28.6000003814697,11612,22.2625904083252,2020-12-03
28.25,28.6499996185303,28.2000007629395,28.3999996185303,6075,22.1069087982178,2020-12-04
28.75,28.75,28.1499996185303,28.25,18165,21.9901466369629,2020-12-07
28.5,28.5499992370605,28.1000003814697,28.4500007629395,7713,22.1458282470703,2020-12-08
28.5,28.6000003814697,27.9500007629395,28.2999992370605,18057,22.0290679931641,2020-12-09
28.4500007629395,28.5499992370605,28.1000003814697,28.2000007629395,8487,21.9512252807617,2020-12-10
28.25,28.6499996185303,27.9500007629395,28.6499996185303,8883,22.3015117645264,2020-12-11
28.7000007629395,28.8500003814697,28.2999992370605,28.7000007629395,21156,22.3404312133789,2020-12-14
28.4500007629395,29.0499992370605,28.3500003814697,29.0499992370605,16855,22.6128749847412,2020-12-15
29.1000003814697,29.3999996185303,28.75,29.25,37614,22.7685585021973,2020-12-16
29.2999992370605,29.5,28.9500007629395,29.0499992370605,26437,22.6128749847412,2020-12-17
29.2999992370605,29.3999996185303,29.1000003814697,29.1499996185303,21646,22.6907157897949,2020-12-18
29.0499992370605,29.1499996185303,28.6000003814697,28.6000003814697,9193,22.2625904083252,2020-12-21
28.6499996185303,30,28.4500007629395,30,25026,23.352367401123,2020-12-22
29.8999996185303,29.8999996185303,29.2999992370605,29.3500003814697,9592,22.8464012145996,2020-12-23
29.3500003814697,29.5499992370605,28.9500007629395,29.25,6409,22.7685585021973,2020-12-28
29.5,29.8500003814697,29.25,29.3999996185303,12848,22.8853187561035,2020-12-29
29.25,29.6000003814697,29.1000003814697,29.2999992370605,8212,22.8074779510498,2020-12-30
29.6499996185303,29.7999992370605,29.2999992370605,29.5,13796,22.9631633758545,2021-01-04
29.7000007629395,29.7000007629395,29.2999992370605,29.3500003814697,7616,22.8464012145996,2021-01-05
29.5,29.5,29.0499992370605,29.1000003814697,10578,22.6517963409424,2021-01-06
29.3999996185303,29.5,29.0499992370605,29.2000007629395,18498,22.7296390533447,2021-01-07
29.1000003814697,29.25,28.8500003814697,29.0499992370605,6310,22.6128749847412,2021-01-08
28.8999996185303,29.2000007629395,28.6000003814697,28.8500003814697,7122,22.4571933746338,2021-01-11
28.6000003814697,29.1499996185303,28.6000003814697,29.1000003814697,7121,22.6517963409424,2021-01-12
28.8500003814697,29.4500007629395,28.75,29.25,11460,22.7685585021973,2021-01-13
29.1000003814697,29.1499996185303,28.9500007629395,29.0499992370605,3672,22.6128749847412,2021-01-14
29.0499992370605,29.0499992370605,28.2999992370605,28.75,11073,22.3793525695801,2021-01-15
28.5,29.4500007629395,28.5,29.2000007629395,20649,22.7296390533447,2021-01-18
29.3999996185303,29.5,29.0499992370605,29.25,8112,22.7685585021973,2021-01-19
29.0499992370605,29.25,29,29.25,7830,22.7685585021973,2021-01-20
29.3999996185303,29.3999996185303,28.5,28.8500003814697,15788,22.4571933746338,2021-01-21
28.7999992370605,28.8999996185303,28.1000003814697,28.1499996185303,8297,21.9123039245605,2021-01-22
28.1000003814697,28.5,27.3999996185303,27.3999996185303,9991,21.3284950256348,2021-01-25
27.3999996185303,27.8500003814697,27.3999996185303,27.75,9863,21.6009387969971,2021-01-26
27.8500003814697,28.1499996185303,27.25,27.2999992370605,16811,21.2506542205811,2021-01-27
27.5,27.5,26.9500007629395,27.25,11335,21.2117328643799,2021-01-28
27.3500003814697,27.6000003814697,27.25,27.4500007629395,5656,21.3674163818359,2021-01-29
27.6000003814697,27.6499996185303,27.25,27.4500007629395,3970,21.3674163818359,2021-02-01
27.7000007629395,27.8999996185303,27.6499996185303,27.8999996185303,4853,21.717700958252,2021-02-02
28.1000003814697,28.5499992370605,27.9500007629395,28.3500003814697,16505,22.0679874420166,2021-02-03
28.5,28.5,28.1499996185303,28.5,7154,22.1847476959229,2021-02-04
28.5,28.5,28.1000003814697,28.4500007629395,12594,22.1458282470703,2021-02-05
28.3999996185303,28.9500007629395,28.3999996185303,28.75,12935,22.3793525695801,2021-02-08
28.7000007629395,29,28.2000007629395,28.3500003814697,18554,22.0679874420166,2021-02-09
28.5,28.7000007629395,28.3999996185303,28.6499996185303,7651,22.3015117645264,2021-02-10
28.5499992370605,28.5499992370605,28.1499996185303,28.1499996185303,7612,21.9123039245605,2021-02-11
28.3500003814697,28.4500007629395,27.8500003814697,28.3500003814697,12673,22.0679874420166,2021-02-12
28.5,28.6499996185303,28.3500003814697,28.5499992370605,27906,22.2236709594727,2021-02-15
28.5,28.5499992370605,28.2000007629395,28.2000007629395,10184,21.9512252807617,2021-02-16
28,28.2000007629395,27.7000007629395,27.8500003814697,6711,21.6787815093994,2021-02-17
27.8999996185303,28.1499996185303,27,27,56946,21.0171298980713,2021-02-18
27.1499996185303,27.3999996185303,26.7000007629395,27.3999996185303,19337,21.3284950256348,2021-02-19
27.5,27.5,26.9500007629395,26.9500007629395,69218,20.9782104492188,2021-02-22
26.9500007629395,27.4500007629395,26.9500007629395,27.2000007629395,42447,21.172815322876,2021-02-23
27.4500007629395,27.5499992370605,27.25,27.5499992370605,37088,21.4452571868896,2021-02-24
27.5499992370605,27.6000003814697,27,27.1499996185303,28543,21.1338939666748,2021-02-25
27,27.1000003814697,26.5,26.5,11852,20.6279239654541,2021-02-26
26.5499992370605,27.25,26.5,27.25,13671,21.2117328643799,2021-03-01
27.25,27.6000003814697,27.2000007629395,27.4500007629395,10584,21.3674163818359,2021-03-02
27.3500003814697,27.5,27.0499992370605,27.25,48714,21.2117328643799,2021-03-03
27.2000007629395,27.3999996185303,27,27.1499996185303,10901,21.1338939666748,2021-03-04
27.6499996185303,28.5,27.6499996185303,28.1499996185303,26559,21.9123039245605,2021-03-05
28.1499996185303,28.9500007629395,28.1499996185303,28.8500003814697,36455,22.4571933746338,2021-03-08
29,29.1000003814697,28.7000007629395,29.1000003814697,35843,22.6517963409424,2021-03-09
29.1000003814697,29.1000003814697,28.8999996185303,29.1000003814697,12862,22.6517963409424,2021-03-10
