"ABT.Open","ABT.High","ABT.Low","ABT.Close","ABT.Volume","ABT.Adjusted","Date"
80.6600036621094,82.3300018310547,79.4599990844727,82.0899963378906,8660000,74.47998046875,2020-03-04
80.2900009155273,81.4700012207031,79.129997253418,80.5199966430664,9288700,73.0555419921875,2020-03-05
78.5999984741211,82.3000030517578,78.0899963378906,81.7399978637695,10647600,74.1624450683594,2020-03-06
76.6100006103516,79.3399963378906,75.0999984741211,77.0199966430664,10285000,69.879997253418,2020-03-09
79.2300033569336,81,75.9300003051758,80.879997253418,9417400,73.3821716308594,2020-03-10
78.5299987792969,79.0699996948242,76.3499984741211,78.0899963378906,11534200,70.8508148193359,2020-03-11
73.2799987792969,78.1500015258789,72.0100021362305,74.7399978637695,13876300,67.8113555908203,2020-03-12
77.9100036621094,82.6699981689453,74.8300018310547,81.6500015258789,18316900,74.0807952880859,2020-03-13
70.6500015258789,79.25,70,73.6600036621094,14358900,66.8314819335938,2020-03-16
75.5199966430664,79.7900009155273,73.3399963378906,79.4899978637695,13315300,72.1210327148438,2020-03-17
74.9800033569336,81.9899978637695,74.3899993896484,79.2600021362305,17541100,71.9123458862305,2020-03-18
81.3600006103516,81.8099975585938,73.5500030517578,74.5,14476000,67.593620300293,2020-03-19
74.0500030517578,74.8600006103516,67.9499969482422,68,15131400,61.6961898803711,2020-03-20
67.0699996948242,67.4899978637695,61.6100006103516,62.8199996948242,13037100,56.996395111084,2020-03-23
64.9100036621094,69.9700012207031,64.5,69.6900024414062,10903700,63.2295112609863,2020-03-24
68.9499969482422,72.629997253418,68.1500015258789,70.75,9351000,64.1912384033203,2020-03-25
71.0800018310547,75.9700012207031,71,75.8099975585938,10530500,68.7821884155273,2020-03-26
77.5,77.5,73.6100006103516,74.5599975585938,8360600,67.6480560302734,2020-03-27
82.8300018310547,84.4000015258789,78.4700012207031,79.3399963378906,47540200,71.9849319458008,2020-03-30
81.4300003051758,81.4899978637695,78.5599975585938,78.9100036621094,23792300,71.5947799682617,2020-03-31
77,77.379997253418,75.3499984741211,76.5699996948242,12208300,69.4717102050781,2020-04-01
76.120002746582,79.6600036621094,76,79.4400024414062,10167900,72.0756759643555,2020-04-02
78.7900009155273,79.9899978637695,78.1800003051758,79.4499969482422,9139400,72.084716796875,2020-04-03
81.0800018310547,83.120002746582,79.6100006103516,82.7300033569336,12373800,75.0606689453125,2020-04-06
83.4499969482422,84.4800033569336,81.7699966430664,81.9300003051758,10872100,74.3348236083984,2020-04-07
82.5,85.3899993896484,81.0500030517578,84.9499969482422,9266400,77.0748672485352,2020-04-08
85,86.5,82.9499969482422,86.0400009155273,10466800,78.063850402832,2020-04-09
86.3199996948242,86.4800033569336,83.5199966430664,85.8499984741211,6665800,77.8914337158203,2020-04-13
87,89.5400009155273,86.5,89.1399993896484,9861300,81.2170257568359,2020-04-14
90.0100021362305,91.9000015258789,88.5100021362305,90.9400024414062,14128000,82.8570251464844,2020-04-15
92.5999984741211,96.9899978637695,91.1399993896484,96,27036500,87.4672698974609,2020-04-16
97.4499969482422,97.75,94.2399978637695,96.0100021362305,16074800,87.4764022827148,2020-04-17
94.8199996948242,100,94.6500015258789,98,17251400,89.2895050048828,2020-04-20
96.0999984741211,96.9700012207031,93.620002746582,94.0500030517578,12030300,85.6906051635742,2020-04-21
94.2799987792969,95.9800033569336,92.7900009155273,95.4800033569336,8369000,86.9934844970703,2020-04-22
95.870002746582,97.4499969482422,93.3499984741211,93.9400024414062,10567500,85.5903778076172,2020-04-23
94.5,94.5800018310547,92.7799987792969,94.0599975585938,9016100,85.6997222900391,2020-04-24
95.4800033569336,95.9000015258789,94.0199966430664,94.9499969482422,6838200,86.5106048583984,2020-04-27
94.879997253418,95.1500015258789,91.3399963378906,91.4599990844727,7805500,83.3308029174805,2020-04-28
92.0899963378906,93.0500030517578,91.0699996948242,92.2799987792969,7068300,84.0779342651367,2020-04-29
91.8499984741211,93.7699966430664,91.8499984741211,92.0899963378906,7978300,83.9048080444336,2020-04-30
91,91.3600006103516,88.75,89.8499984741211,6839800,81.863899230957,2020-05-01
89.7900009155273,90.1600036621094,88.7099990844727,89.8300018310547,5036800,81.8456878662109,2020-05-04
90.9499969482422,93.6600036621094,90.3899993896484,93.0299987792969,6747900,84.7612686157227,2020-05-05
93.1500015258789,93.4300003051758,91.0299987792969,91.0800018310547,4248400,82.9845809936523,2020-05-06
92.1399993896484,94.5400009155273,91.8099975585938,93.9899978637695,7255000,85.6359329223633,2020-05-07
94.8399963378906,94.9400024414062,92.9000015258789,93.6999969482422,6167600,85.3717193603516,2020-05-08
93.2200012207031,96.4899978637695,93.1399993896484,96.0699996948242,7239100,87.5310516357422,2020-05-11
96.4599990844727,96.6800003051758,93.7300033569336,93.8000030517578,5384200,85.4628067016602,2020-05-12
93.2699966430664,94.6699981689453,90.8399963378906,92.1600036621094,11622500,83.9685897827148,2020-05-13
90.5,91.7799987792969,89.3399963378906,91.7799987792969,8189200,83.6223678588867,2020-05-14
89.9599990844727,91.1600036621094,88.7900009155273,89.8899993896484,13609400,81.9003372192383,2020-05-15
91.9000015258789,93,90.0199966430664,90.2699966430664,7646500,82.24658203125,2020-05-18
90.3300018310547,90.5,88.1100006103516,88.2200012207031,7693100,80.3787841796875,2020-05-19
89.5800018310547,90.4199981689453,88.0299987792969,90.0899963378906,7488800,82.0825805664062,2020-05-20
89.6399993896484,90.6100006103516,88.379997253418,90.3899993896484,6148300,82.3559188842773,2020-05-21
90.4199981689453,91.5400009155273,89.7099990844727,91.4700012207031,5184500,83.3399124145508,2020-05-22
92.9499969482422,93.2900009155273,89.1699981689453,89.4800033569336,6243800,81.5267791748047,2020-05-26
89.2799987792969,90.7799987792969,88.1699981689453,90.7600021362305,5420600,82.6930084228516,2020-05-27
91.9499969482422,93.3300018310547,91.2099990844727,92.0999984741211,5316300,83.9139175415039,2020-05-28
92.9000015258789,95.5899963378906,90.75,94.9199981689453,10138500,86.483283996582,2020-05-29
92.9499969482422,93.9599990844727,92.0400009155273,93.0100021362305,5451600,84.7430267333984,2020-06-01
92.9199981689453,93.1500015258789,91.7600021362305,92.620002746582,6394100,84.3877029418945,2020-06-02
92.5599975585938,92.6999969482422,90.5599975585938,91.4000015258789,8056300,83.2761383056641,2020-06-03
91.0500030517578,91.3399963378906,88.2399978637695,88.25,9113600,80.4061279296875,2020-06-04
88.4700012207031,89.9599990844727,87.3199996948242,89.8600006103516,11874500,81.8730239868164,2020-06-05
88.9800033569336,92.6100006103516,88.9100036621094,92.5599975585938,5426800,84.3330459594727,2020-06-08
92.3199996948242,92.8199996948242,90.2399978637695,90.2699966430664,4857400,82.24658203125,2020-06-09
90.8499984741211,92.75,90.6399993896484,92.1600036621094,5829100,83.9685897827148,2020-06-10
92.1699981689453,92.5,86.9400024414062,87.7799987792969,8168300,79.977897644043,2020-06-11
89.25,90.1900024414062,87.5899963378906,89.0199966430664,5590400,81.107666015625,2020-06-12
87.5199966430664,90.3499984741211,87.0500030517578,89.5500030517578,5666000,81.5905609130859,2020-06-15
90.620002746582,91.7600021362305,89.1399993896484,89.7399978637695,6143400,81.7636795043945,2020-06-16
90.4199981689453,91.6699981689453,90.0999984741211,90.9000015258789,4359100,82.8205642700195,2020-06-17
90.5,91.3399963378906,89.5699996948242,90.2799987792969,6022900,82.2556915283203,2020-06-18
91.6699981689453,92.4000015258789,90.6100006103516,90.6800003051758,9473300,82.6201477050781,2020-06-19
90.3300018310547,90.6500015258789,89.1600036621094,90.3399963378906,5072800,82.3103485107422,2020-06-22
91.1100006103516,92.3000030517578,90.7900009155273,91.3000030517578,4156900,83.1850280761719,2020-06-23
90.629997253418,90.7300033569336,86.8199996948242,87.3000030517578,6141900,79.5405654907227,2020-06-24
87.2399978637695,89.8099975585938,86.1600036621094,89.620002746582,5781100,81.6543273925781,2020-06-25
89.8199996948242,89.9499969482422,87.9400024414062,88.7099990844727,8522500,80.8252182006836,2020-06-26
89.5800018310547,89.6999969482422,88.0899963378906,89.0100021362305,4669300,81.0985488891602,2020-06-29
88.75,91.9000015258789,88.4400024414062,91.4300003051758,5220900,83.3034744262695,2020-06-30
91.9800033569336,91.9800033569336,90.4300003051758,91.6399993896484,3389600,83.4948043823242,2020-07-01
92.5,93.0599975585938,91.9300003051758,92.2300033569336,3845300,84.0323638916016,2020-07-02
92.7600021362305,93.9700012207031,92.4499969482422,92.9700012207031,5919100,84.7065963745117,2020-07-06
92.4599990844727,93.4000015258789,92.0899963378906,92.4599990844727,3389200,84.2419281005859,2020-07-07
92.8399963378906,93.6699981689453,91.5,92.5800018310547,3815300,84.3512649536133,2020-07-08
92.7399978637695,94.879997253418,91.8499984741211,93.6699981689453,4576800,85.344367980957,2020-07-09
93.4700012207031,93.8000030517578,92.3199996948242,93.0400009155273,2923200,84.770378112793,2020-07-10
93.1399993896484,95.620002746582,92.7900009155273,93.0899963378906,4297300,84.8159332275391,2020-07-13
92.6399993896484,94.9800033569336,91.7099990844727,94.8199996948242,4122800,86.7275466918945,2020-07-14
95.9000015258789,97.129997253418,95.7699966430664,96.7300033569336,6205000,88.4745330810547,2020-07-15
97.8499984741211,97.9899978637695,94.2900009155273,96.4000015258789,7582200,88.1726989746094,2020-07-16
97.870002746582,100,97.6800003051758,99.25,8315500,90.7794723510742,2020-07-17
100,100.709999084473,98.7200012207031,99.0800018310547,5677900,90.6239776611328,2020-07-20
98.879997253418,99.4800033569336,97.7600021362305,98.1900024414062,5063500,89.8099365234375,2020-07-21
98.1100006103516,100.569999694824,98,100.190002441406,4662000,91.6392517089844,2020-07-22
100.279998779297,101.980003356934,100.069999694824,100.819999694824,5905800,92.2154769897461,2020-07-23
100.209999084473,100.209999084473,98.3600006103516,98.9499969482422,4534400,90.5050964355469,2020-07-24
98.5500030517578,100.279998779297,98.4100036621094,99.9899978637695,3717900,91.4563140869141,2020-07-27
100.139999389648,100.790000915527,99.2699966430664,99.8600006103516,4114200,91.3373947143555,2020-07-28
100.180000305176,102.889999389648,100.089996337891,102.519996643066,4744200,93.7703857421875,2020-07-29
100.980003356934,101.580001831055,100.23999786377,101.529998779297,3176900,92.8648834228516,2020-07-30
101.209999084473,101.370002746582,99.120002746582,100.639999389648,4604000,92.0508346557617,2020-07-31
101.080001831055,101.550003051758,100.209999084473,100.680000305176,3670900,92.0874099731445,2020-08-03
100.160003662109,100.680000305176,99.2799987792969,99.9300003051758,2730600,91.4014282226562,2020-08-04
99.9700012207031,102.360000610352,99.879997253418,102.139999389648,4415300,93.4228363037109,2020-08-05
101.519996643066,101.800003051758,99.9199981689453,101.75,3943000,93.0661010742188,2020-08-06
101.699996948242,102.300003051758,100.559997558594,101.230003356934,3141900,92.5904922485352,2020-08-07
100.940002441406,101.26000213623,100.029998779297,100.040000915527,2776300,91.5020523071289,2020-08-10
100.430000305176,100.430000305176,98.6699981689453,99.0599975585938,4823000,90.6056747436523,2020-08-11
99.5500030517578,101.099998474121,99.3199996948242,100.650001525879,2668900,92.0599746704102,2020-08-12
100.339996337891,101.269996643066,100,101.099998474121,2951700,92.4715728759766,2020-08-13
100.930000305176,101.220001220703,99.5800018310547,99.9899978637695,2739900,91.4563140869141,2020-08-14
100.300003051758,101.419998168945,100.209999084473,100.709999084473,4657400,92.114875793457,2020-08-17
101.089996337891,101.720001220703,100.430000305176,100.959999084473,3777600,92.3435440063477,2020-08-18
101.080001831055,101.620002746582,100.330001831055,100.480003356934,2716800,91.9045028686523,2020-08-19
99.9899978637695,102.019996643066,99.75,101.629997253418,3548600,92.9563522338867,2020-08-20
101.629997253418,102.540000915527,100.839996337891,102.400001525879,3585000,93.66064453125,2020-08-21
102.699996948242,103.230003356934,100.699996948242,101.389999389648,3212700,92.7368316650391,2020-08-24
101.980003356934,102.900001525879,101.519996643066,102.470001220703,2626400,93.7246475219727,2020-08-25
101.98999786377,103.290000915527,101.26000213623,103.190002441406,2968800,94.3832244873047,2020-08-26
111.01000213623,114,109.519996643066,111.290000915527,36319000,101.791931152344,2020-08-27
113.540000915527,114.199996948242,109.410003662109,110.790000915527,17204000,101.334571838379,2020-08-28
110.699996948242,111.73999786377,109.26000213623,109.470001220703,6943200,100.127250671387,2020-08-31
108.930000305176,109.069999694824,105.580001831055,106.550003051758,7963100,97.4564590454102,2020-09-01
106.449996948242,109.910003662109,105.879997253418,109.440002441406,5843700,100.099800109863,2020-09-02
108.699996948242,108.940002441406,104.300003051758,105.529998779297,6096900,96.5235061645508,2020-09-03
105.449996948242,106.040000915527,102.419998168945,104.160003662109,5027700,95.2704391479492,2020-09-04
103.169998168945,103.819999694824,102.430000305176,102.839996337891,5217700,94.0630874633789,2020-09-08
104.26000213623,106.930000305176,104.129997253418,105.809997558594,4365100,96.7796020507812,2020-09-09
105.599998474121,105.599998474121,103.730003356934,104,4271200,95.1240768432617,2020-09-10
105.279998779297,105.699996948242,104.319999694824,104.699996948242,4111000,95.7643356323242,2020-09-11
105.589996337891,106.660003662109,105.120002746582,105.690002441406,3824100,96.6698532104492,2020-09-14
107,107.529998779297,106.169998168945,106.580001831055,3654900,97.4838790893555,2020-09-15
106.949996948242,107.370002746582,105.660003662109,105.699996948242,4242500,96.6789779663086,2020-09-16
104.959999084473,106.75,104.389999389648,106.660003662109,4283500,97.5570755004883,2020-09-17
106.559997558594,107.98999786377,106.139999389648,106.860000610352,7622400,97.7400054931641,2020-09-18
105.800003051758,106.459999084473,104.459999084473,105.949996948242,4559800,96.9076461791992,2020-09-21
105.459999084473,105.519996643066,103.569999694824,104.800003051758,4180300,95.8558044433594,2020-09-22
104.98999786377,104.98999786377,102.230003356934,102.730003356934,4040100,93.9624786376953,2020-09-23
102.75,103.529998779297,100.470001220703,100.919998168945,7604000,92.3069458007812,2020-09-24
100.559997558594,103.610000610352,100.339996337891,103.449996948242,5060300,94.6210021972656,2020-09-25
104.23999786377,105.25,103.819999694824,104.440002441406,5515500,95.5265350341797,2020-09-28
106.01000213623,106.410003662109,104.919998168945,105.190002441406,4464300,96.2125396728516,2020-09-29
105.98999786377,109.480003356934,105.73999786377,108.830001831055,9487000,99.541862487793,2020-09-30
109.180000305176,110.330001831055,108.379997253418,108.639999389648,7242100,99.3680648803711,2020-10-01
107.680000305176,108.660003662109,106.330001831055,106.5,5590500,97.4107360839844,2020-10-02
107.180000305176,108.650001525879,107.180000305176,108.559997558594,3603400,99.2948913574219,2020-10-05
108.559997558594,108.769996643066,106.050003051758,106.25,3992600,97.1820526123047,2020-10-06
107.370002746582,108.180000305176,106.930000305176,107.73999786377,4162400,98.5448760986328,2020-10-07
108.139999389648,109.129997253418,107.419998168945,108.540000915527,4168400,99.276611328125,2020-10-08
109.339996337891,109.970001220703,108.800003051758,109.650001525879,3060700,100.291862487793,2020-10-09
110.25,111.569999694824,109.76000213623,111.050003051758,4201800,101.572387695312,2020-10-12
110.5,110.98999786377,108.25,108.370002746582,4773600,99.1211242675781,2020-10-13
108.610000610352,109.830001831055,107.339996337891,107.75,4191600,98.8825073242188,2020-10-14
106.849998474121,107.73999786377,106.309997558594,107.319999694824,3518500,98.487907409668,2020-10-15
107.699996948242,110.379997253418,107.699996948242,109.669998168945,4363500,100.64453125,2020-10-16
109.900001525879,111.040000915527,107.819999694824,108.040000915527,4228500,99.1486434936523,2020-10-19
108.349998474121,109.889999389648,108.110000610352,108.360000610352,3873500,99.4423370361328,2020-10-20
108.01000213623,109,104.75,105.930000305176,5716000,97.2122955322266,2020-10-21
106.419998168945,110.050003051758,106.23999786377,109.480003356934,4953800,100.470146179199,2020-10-22
109.639999389648,110,107.569999694824,107.790000915527,3573000,98.9192352294922,2020-10-23
107.569999694824,109.160003662109,107.050003051758,109,7298000,100.029632568359,2020-10-26
108.889999389648,109.75,108.330001831055,108.580001831055,4518000,99.6442184448242,2020-10-27
106.809997558594,107.410003662109,105.379997253418,106.419998168945,7104700,97.6619567871094,2020-10-28
106.379997253418,106.580001831055,104.569999694824,105,4237600,96.3588409423828,2020-10-29
104.76000213623,105.550003051758,103.129997253418,105.110000610352,4433200,96.4597778320312,2020-10-30
107.089996337891,108.699996948242,106.110000610352,107.480003356934,5907100,98.6347274780273,2020-11-02
108.73999786377,110.800003051758,108.360000610352,109.559997558594,3870100,100.543563842773,2020-11-03
110.169998168945,114.230003356934,110.110000610352,111.529998779297,7421200,102.351409912109,2020-11-04
113.51000213623,114.839996337891,112.720001220703,113.529998779297,5139900,104.18684387207,2020-11-05
113.879997253418,115.139999389648,112.839996337891,114.419998168945,5644100,105.003593444824,2020-11-06
111.800003051758,113.209999084473,106.190002441406,109.389999389648,13990700,100.387565612793,2020-11-09
109.25,111.589996337891,108.400001525879,110.809997558594,5243500,101.69068145752,2020-11-10
111.940002441406,112.949996948242,111.470001220703,112.650001525879,3994000,103.379257202148,2020-11-11
112.410003662109,112.860000610352,111.300003051758,111.949996948242,2816800,102.736869812012,2020-11-12
113,113.089996337891,111.419998168945,112.599998474121,3918900,103.333381652832,2020-11-13
112.050003051758,113.75,111.589996337891,113.669998168945,4144900,104.315315246582,2020-11-16
113.220001220703,114.620002746582,112.339996337891,113.059997558594,3793000,103.755531311035,2020-11-17
113.669998168945,113.709999084473,109.75,109.769996643066,4545700,100.736274719238,2020-11-18
110,111.199996948242,109.26000213623,111,3548100,101.865043640137,2020-11-19
110.73999786377,111.76000213623,110.069999694824,110.889999389648,4075300,101.764099121094,2020-11-20
111.430000305176,111.519996643066,108.860000610352,109.269996643066,4105500,100.27742767334,2020-11-23
109.309997558594,109.589996337891,107.25,107.610000610352,7316300,98.7540435791016,2020-11-24
107.050003051758,108.400001525879,105.629997253418,106.410003662109,6224100,97.6527938842773,2020-11-25
106.669998168945,107.75,105.870002746582,107.620002746582,1979000,98.7632217407227,2020-11-27
107.769996643066,108.550003051758,107.089996337891,108.220001220703,5702300,99.313835144043,2020-11-30
109.23999786377,109.599998474121,108.069999694824,108.48999786377,4265200,99.5616149902344,2020-12-01
108.309997558594,108.629997253418,107.360000610352,108.150001525879,3444700,99.2495803833008,2020-12-02
108.150001525879,108.639999389648,107.080001831055,107.529998779297,3846300,98.6806259155273,2020-12-03
107.080001831055,108.269996643066,106.930000305176,107.900001525879,4686800,99.0201721191406,2020-12-04
107.720001220703,108.300003051758,106.639999389648,107.180000305176,6928000,98.3594284057617,2020-12-07
106.800003051758,107.23999786377,106.209999084473,106.800003051758,6643500,98.0107116699219,2020-12-08
107.099998474121,107.690002441406,105.519996643066,106.319999694824,5742400,97.5702133178711,2020-12-09
106.76000213623,107.089996337891,106.040000915527,106.519996643066,4828500,97.7537384033203,2020-12-10
106.099998474121,107.349998474121,105.319999694824,107.019996643066,4719000,98.2126007080078,2020-12-11
107.5,109.169998168945,106.769996643066,106.790000915527,6250000,98.0015258789062,2020-12-14
106.940002441406,108.410003662109,106.400001525879,107.449996948242,5256600,98.6071929931641,2020-12-15
107.449996948242,108.209999084473,106.610000610352,107.339996337891,4458700,98.5062561035156,2020-12-16
107.830001831055,108.940002441406,107.610000610352,108.779998779297,3924300,99.827766418457,2020-12-17
108.849998474121,109.610000610352,107.48999786377,108.970001220703,10669800,100.002128601074,2020-12-18
107.559997558594,108.180000305176,105.370002746582,108.089996337891,4544000,99.1945419311523,2020-12-21
107.830001831055,109.040000915527,106.959999084473,108.279998779297,3426400,99.3689041137695,2020-12-22
108.870002746582,109.680000305176,107.430000305176,107.449996948242,3149500,98.6071929931641,2020-12-23
107.440002441406,108.949996948242,107.379997253418,108.349998474121,1451500,99.4331588745117,2020-12-24
108.959999084473,109.099998474121,107.26000213623,107.790000915527,2034200,98.9192352294922,2020-12-28
108.5,108.940002441406,108.139999389648,108.330001831055,2834400,99.414794921875,2020-12-29
108.690002441406,109.120002746582,107.839996337891,108.440002441406,2415800,99.5157318115234,2020-12-30
108.169998168945,109.639999389648,107.849998474121,109.48999786377,2982200,100.479316711426,2020-12-31
109.529998779297,110.25,107.26000213623,109.110000610352,6192000,100.130592346191,2021-01-04
108.849998474121,110.910003662109,108.300003051758,110.459999084473,4322800,101.369491577148,2021-01-05
108.949996948242,111.029998779297,108.589996337891,110.230003356934,5539600,101.158424377441,2021-01-06
110.279998779297,111.620002746582,109.25,111.300003051758,5568800,102.14037322998,2021-01-07
111.669998168945,112.550003051758,110.339996337891,111.610000610352,4242200,102.424835205078,2021-01-08
111.209999084473,111.980003356934,110.230003356934,110.839996337891,3177400,101.718215942383,2021-01-11
110.519996643066,110.720001220703,108.339996337891,108.839996337891,5777100,99.8828201293945,2021-01-12
109.089996337891,112.900001525879,108.25,112.150001525879,6047100,102.92041015625,2021-01-13
111.209999084473,111.660003662109,109.75,110.040000915527,4391000,101.390884399414,2021-01-14
110,111.620002746582,109.389999389648,111.300003051758,4480100,102.551872253418,2021-01-15
111.73999786377,113.129997253418,110.519996643066,112.569999694824,6820300,103.722023010254,2021-01-19
112.650001525879,113.529998779297,112,112.889999389648,2952100,104.016876220703,2021-01-20
112.25,113.540000915527,110.26000213623,112.949996948242,5028100,104.072151184082,2021-01-21
113,113.51000213623,111.73999786377,112.839996337891,4163900,103.970802307129,2021-01-22
113.059997558594,115.400001525879,113.01000213623,114.720001220703,4689300,105.70304107666,2021-01-25
114.25,115.120002746582,113.790000915527,114.730003356934,4142400,105.712265014648,2021-01-26
115.199996948242,117.779998779297,113.5,114.290000915527,9104900,105.306838989258,2021-01-27
117.910003662109,124.069999694824,117.150001525879,120.389999389648,11296300,110.927375793457,2021-01-28
120.25,124.720001220703,119.709999084473,123.589996337891,10995100,113.875854492188,2021-01-29
123.23999786377,124.819999694824,122.5,122.540000915527,8337100,112.908401489258,2021-02-01
123.400001525879,123.720001220703,120.230003356934,120.23999786377,7277000,110.789169311523,2021-02-02
119.73999786377,120.889999389648,118.900001525879,120.220001220703,4991900,110.77074432373,2021-02-03
119.830001831055,120.870002746582,118.790000915527,119.73999786377,4377900,110.328468322754,2021-02-04
120.430000305176,124.319999694824,120.040000915527,124.029998779297,5803400,114.281280517578,2021-02-05
125,125.800003051758,123.769996643066,124.5,3456000,114.71435546875,2021-02-08
124.830001831055,125.279998779297,123.610000610352,125.150001525879,3424500,115.31324005127,2021-02-09
125.790000915527,126.199996948242,124.76000213623,125.290000915527,4195400,115.442230224609,2021-02-10
125.690002441406,126.870002746582,125.199996948242,126.839996337891,3697400,116.870414733887,2021-02-11
126.410003662109,128.539993286133,126.25,128.229995727539,3658700,118.151161193848,2021-02-12
128.490005493164,128.5,126.849998474121,128.020004272461,5174000,117.957664489746,2021-02-16
127.370002746582,128,126.389999389648,127.23999786377,3161800,117.238983154297,2021-02-17
125.470001220703,126.660003662109,124.069999694824,125.410003662109,5427900,115.55281829834,2021-02-18
125.25,125.389999389648,122.669998168945,123.040000915527,6204200,113.369094848633,2021-02-19
122.949996948242,122.949996948242,120.529998779297,122.550003051758,4842000,112.917617797852,2021-02-22
122.25,123.180000305176,120.209999084473,120.800003051758,5565900,111.305160522461,2021-02-23
120.800003051758,122.910003662109,120.660003662109,122.379997253418,4127400,112.760963439941,2021-02-24
121.660003662109,122.76000213623,120.769996643066,121.580001831055,3468900,112.023857116699,2021-02-25
122.190002441406,122.360000610352,119.660003662109,119.779998779297,5197500,110.365325927734,2021-02-26
120.98999786377,122.949996948242,120.610000610352,122.209999084473,3858600,112.604331970215,2021-03-01
122.209999084473,123.099998474121,121.190002441406,122.529998779297,4908100,112.899169921875,2021-03-02
121.690002441406,121.889999389648,119.059997558594,119.180000305176,5239500,109.812477111816,2021-03-03
119,119.809997558594,114.73999786377,116.01000213623,6699600,106.891632080078,2021-03-04
