"NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted","Date"
326.100006103516,329.980010986328,324.779998779297,329.809997558594,4485800,329.809997558594,2020-01-02
326.779998779297,329.859985351562,325.529998779297,325.899993896484,3806900,325.899993896484,2020-01-03
323.119995117188,336.359985351562,321.200012207031,335.829986572266,5663100,335.829986572266,2020-01-06
336.470001220703,336.700012207031,330.299987792969,330.75,4703200,330.75,2020-01-07
331.489990234375,342.700012207031,331.049987792969,339.260009765625,7104500,339.260009765625,2020-01-08
342,343.420013427734,334.609985351562,335.660003662109,4709300,335.660003662109,2020-01-09
337.130004882812,338.5,327.269989013672,329.049987792969,4718300,329.049987792969,2020-01-10
331.799987792969,340.850006103516,331.510009765625,338.920013427734,6290000,338.920013427734,2020-01-13
344.399993896484,345.380004882812,335.519989013672,338.690002441406,7199400,338.690002441406,2020-01-14
338.679992675781,343.170013427734,336.600006103516,339.070007324219,5158000,339.070007324219,2020-01-15
343.5,343.559997558594,335.850006103516,338.619995117188,5016000,338.619995117188,2020-01-16
341,341.570007324219,337.380004882812,339.670013427734,6066500,339.670013427734,2020-01-17
340,341,332.589996337891,338.109985351562,14350300,338.109985351562,2020-01-21
332.549987792969,336.299987792969,323.600006103516,326,21730000,326,2020-01-22
326.040008544922,349.880004882812,325.010009765625,349.600006103516,18200300,349.600006103516,2020-01-23
348.459991455078,359.850006103516,345.880004882812,353.160003662109,17939700,353.160003662109,2020-01-24
345.950012207031,351.899993896484,341.019989013672,342.880004882812,7709500,342.880004882812,2020-01-27
345.880004882812,352.399993896484,342.779998779297,348.519989013672,6821600,348.519989013672,2020-01-28
349,349.399993896484,338.549987792969,343.160003662109,7643500,343.160003662109,2020-01-29
341.100006103516,348.200012207031,339.25,347.739990234375,5328100,347.739990234375,2020-01-30
347.390014648438,347.390014648438,340.980010986328,345.089996337891,5230000,345.089996337891,2020-01-31
347.239990234375,359.630004882812,346.279998779297,358,6670600,358,2020-02-03
361,369.570007324219,356.100006103516,369.010009765625,7161500,369.010009765625,2020-02-04
375.130004882812,375.25,362.299987792969,369.670013427734,6437000,369.670013427734,2020-02-05
369.600006103516,371.549987792969,362.510009765625,366.950012207031,3920400,366.950012207031,2020-02-06
365.040008544922,371.799987792969,363.570007324219,366.769989013672,4385200,366.769989013672,2020-02-07
365,374.799987792969,362.519989013672,371.070007324219,5294100,371.070007324219,2020-02-10
373.75,378.109985351562,369.720001220703,373.690002441406,4772900,373.690002441406,2020-02-11
377.179992675781,380.619995117188,375.880004882812,380.010009765625,4624800,380.010009765625,2020-02-12
376.959991455078,385.369995117188,376.510009765625,381.399993896484,4485400,381.399993896484,2020-02-13
381.470001220703,385.149993896484,379.429992675781,380.399993896484,3736300,380.399993896484,2020-02-14
379.299987792969,389.540008544922,379.190002441406,387.779998779297,5173900,387.779998779297,2020-02-18
388.119995117188,392.950012207031,384.899993896484,386.190002441406,4896400,386.190002441406,2020-02-19
386.559997558594,389.700012207031,376.679992675781,386,4079400,386,2020-02-20
385.329986572266,387.320007324219,377.899993896484,380.070007324219,3930100,380.070007324219,2020-02-21
364.760009765625,372.820007324219,361,368.700012207031,6936400,368.700012207031,2020-02-24
372,375.649993896484,357.720001220703,360.089996337891,6481200,360.089996337891,2020-02-25
366.309997558594,382,365,379.239990234375,8934100,379.239990234375,2020-02-26
371.459991455078,391.559997558594,370.600006103516,371.709991455078,10967700,371.709991455078,2020-02-27
364.209991455078,376.769989013672,356.799987792969,369.029998779297,11168600,369.029998779297,2020-02-28
373.109985351562,381.359985351562,364.5,381.049987792969,6997900,381.049987792969,2020-03-02
381.029998779297,393.519989013672,367.399993896484,368.769989013672,8364600,368.769989013672,2020-03-03
377.769989013672,384.010009765625,370.510009765625,383.790008544922,5487300,383.790008544922,2020-03-04
381,391.399993896484,368.640014648438,372.779998779297,8747000,372.779998779297,2020-03-05
367.700012207031,371.309997558594,356.850006103516,368.970001220703,8147200,368.970001220703,2020-03-06
343.859985351562,357.470001220703,341.720001220703,346.489990234375,7405500,346.489990234375,2020-03-09
356.429992675781,364.540008544922,347.850006103516,364.130004882812,7604400,364.130004882812,2020-03-10
358.920013427734,362.980010986328,344.790008544922,349.920013427734,6036000,349.920013427734,2020-03-11
326.5,335.720001220703,307.320007324219,315.25,12071600,315.25,2020-03-12
330.510009765625,336.420013427734,307.390014648438,336.299987792969,9458200,336.299987792969,2020-03-13
306.630004882812,334.350006103516,294.75,298.839996337891,10559900,298.839996337891,2020-03-16
306.190002441406,322.899993896484,290.25,319.75,10013900,319.75,2020-03-17
302.399993896484,331.579986572266,300,315.470001220703,12593600,315.470001220703,2020-03-18
324.329986572266,348.510009765625,316.820007324219,332.029998779297,10616000,332.029998779297,2020-03-19
342.309997558594,350.489990234375,332,332.829986572266,10853800,332.829986572266,2020-03-20
347.890014648438,366.109985351562,340.880004882812,360.269989013672,13449400,360.269989013672,2020-03-23
369.989990234375,372.929992675781,353.029998779297,357.320007324219,11638700,357.320007324219,2020-03-24
361.019989013672,362,339.170013427734,342.390014648438,8767200,342.390014648438,2020-03-25
344,363.839996337891,341.730010986328,362.989990234375,7229600,362.989990234375,2020-03-26
359.089996337891,368.559997558594,353,357.119995117188,7948800,357.119995117188,2020-03-27
363,377.799987792969,361.170013427734,370.959991455078,8622000,370.959991455078,2020-03-30
367.929992675781,383.010009765625,366.440002441406,375.5,9366500,375.5,2020-03-31
376.049987792969,380.230010986328,361.019989013672,364.079986572266,6672500,364.079986572266,2020-04-01
364.079986572266,370.989990234375,360.059997558594,370.079986572266,4592500,370.079986572266,2020-04-02
367.470001220703,370.899993896484,357.510009765625,361.760009765625,4860800,361.760009765625,2020-04-03
365.220001220703,380.290008544922,361.709991455078,379.959991455078,8183900,379.959991455078,2020-04-06
380,381.329986572266,369.339996337891,372.279998779297,7046400,372.279998779297,2020-04-07
374.010009765625,378.390014648438,368.309997558594,371.119995117188,6908900,371.119995117188,2020-04-08
371.059997558594,372.100006103516,363.029998779297,370.720001220703,7711300,370.720001220703,2020-04-09
371.309997558594,400.510009765625,367.700012207031,396.720001220703,11692900,396.720001220703,2020-04-13
397.5,417.820007324219,394.850006103516,413.549987792969,11581000,413.549987792969,2020-04-14
413,434.980010986328,412.25,426.75,13561200,426.75,2020-04-15
437,449.519989013672,431.609985351562,439.170013427734,16128700,439.170013427734,2020-04-16
431,432,414.700012207031,422.959991455078,12616300,422.959991455078,2020-04-17
435.170013427734,444.489990234375,430.559997558594,437.489990234375,12655800,437.489990234375,2020-04-20
444.769989013672,447,425.600006103516,433.829986572266,23177600,433.829986572266,2020-04-21
429.730010986328,433,413,421.420013427734,21084800,421.420013427734,2020-04-22
419.260009765625,438.410003662109,419.260009765625,426.700012207031,13952300,426.700012207031,2020-04-23
425,427.170013427734,415.880004882812,424.989990234375,8658900,424.989990234375,2020-04-24
425,429,420.839996337891,421.380004882812,6277500,421.380004882812,2020-04-27
419.989990234375,421,402.910003662109,403.829986572266,10101200,403.829986572266,2020-04-28
399.529998779297,415.859985351562,393.600006103516,411.890014648438,9693100,411.890014648438,2020-04-29
410.309997558594,424.440002441406,408,419.850006103516,7954000,419.850006103516,2020-04-30
415.100006103516,427.970001220703,411.730010986328,415.269989013672,8299900,415.269989013672,2020-05-01
417.779998779297,428.540008544922,414.869995117188,428.149993896484,7799100,428.149993896484,2020-05-04
427.559997558594,431,421.559997558594,424.679992675781,6286300,424.679992675781,2020-05-05
429.299987792969,439.769989013672,426.390014648438,434.260009765625,6660700,434.260009765625,2020-05-06
436.890014648438,438.880004882812,430.660003662109,436.529998779297,5641900,436.529998779297,2020-05-07
434.140014648438,442,433.640014648438,435.549987792969,5049300,435.549987792969,2020-05-08
436.329986572266,444.890014648438,435.559997558594,440.519989013672,5486000,440.519989013672,2020-05-11
442,444.170013427734,431.359985351562,431.820007324219,4598200,431.820007324219,2020-05-12
435.690002441406,447,427.269989013672,438.269989013672,7014600,438.269989013672,2020-05-13
444.899993896484,452.380004882812,432.820007324219,441.950012207031,9007500,441.950012207031,2020-05-14
440.700012207031,455,437.510009765625,454.190002441406,7244000,454.190002441406,2020-05-15
451.160003662109,456.359985351562,443.350006103516,452.579986572266,7773500,452.579986572266,2020-05-18
453.399993896484,458.970001220703,450.470001220703,451.040008544922,4810500,451.040008544922,2020-05-19
454.25,455.809997558594,444,447.670013427734,5607300,447.670013427734,2020-05-20
448.559997558594,448.959991455078,430.25,436.25,9117300,436.25,2020-05-21
437,439.089996337891,427.179992675781,429.320007324219,5422300,429.320007324219,2020-05-22
427.769989013672,428.5,413.140014648438,414.769989013672,7881100,414.769989013672,2020-05-26
410.380004882812,420.019989013672,397.859985351562,419.890014648438,10446300,419.890014648438,2020-05-27
417.239990234375,422.369995117188,411.5,413.440002441406,5655100,413.440002441406,2020-05-28
417.459991455078,420.299987792969,411.850006103516,419.730010986328,5254900,419.730010986328,2020-05-29
418.829986572266,426.720001220703,415.980010986328,425.920013427734,3743700,425.920013427734,2020-06-01
425.869995117188,427.589996337891,419.459991455078,427.309997558594,3494800,427.309997558594,2020-06-02
426.950012207031,427.100006103516,418.049987792969,421.970001220703,4316000,421.970001220703,2020-06-03
422.390014648438,428.709991455078,410.029998779297,414.329986572266,5410500,414.329986572266,2020-06-04
407.290008544922,420.239990234375,404.25,419.600006103516,5099600,419.600006103516,2020-06-05
416,420.799987792969,406.5,419.489990234375,5851500,419.489990234375,2020-06-08
421.649993896484,434.730010986328,420.309997558594,434.049987792969,6797000,434.049987792969,2020-06-09
436,439.690002441406,430.549987792969,434.480010986328,4896900,434.480010986328,2020-06-10
428.200012207031,445.570007324219,424.160003662109,425.559997558594,7462900,425.559997558594,2020-06-11
429,434.059997558594,412.450012207031,418.070007324219,6461100,418.070007324219,2020-06-12
421.399993896484,426.489990234375,415.420013427734,425.5,4467900,425.5,2020-06-15
425.760009765625,437.959991455078,425.179992675781,436.130004882812,5507900,436.130004882812,2020-06-16
441.820007324219,450.459991455078,439.220001220703,447.769989013672,6529600,447.769989013672,2020-06-17
448.730010986328,452.760009765625,442.799987792969,449.869995117188,4277600,449.869995117188,2020-06-18
449.119995117188,453.970001220703,445.600006103516,453.720001220703,5934500,453.720001220703,2020-06-19
455.010009765625,468.589996337891,454.209991455078,468.040008544922,6272100,468.040008544922,2020-06-22
466.5,474.010009765625,464.5,466.260009765625,5948400,466.260009765625,2020-06-23
468.540008544922,472.359985351562,454,457.850006103516,4826200,457.850006103516,2020-06-24
458.859985351562,467.010009765625,454,465.910003662109,4134500,465.910003662109,2020-06-25
466.390014648438,468.029998779297,442.239990234375,443.399993896484,6804700,443.399993896484,2020-06-26
445.230010986328,447.670013427734,432.140014648438,447.239990234375,4844000,447.239990234375,2020-06-29
450.019989013672,457.589996337891,447,455.040008544922,4198500,455.040008544922,2020-06-30
454,488.230010986328,454,485.640014648438,9705900,485.640014648438,2020-07-01
485.640014648438,492.279998779297,475.529998779297,476.890014648438,6351500,476.890014648438,2020-07-02
480.769989013672,499.5,479.799987792969,493.809997558594,7839000,493.809997558594,2020-07-06
497.309997558594,504.820007324219,490.829986572266,493.160003662109,5669900,493.160003662109,2020-07-07
498.579986572266,505.100006103516,493.809997558594,502.779998779297,5691700,502.779998779297,2020-07-08
508.399993896484,510,495.779998779297,507.760009765625,5840500,507.760009765625,2020-07-09
519.72998046875,555.880004882812,511.279998779297,548.72998046875,21605600,548.72998046875,2020-07-10
567.97998046875,575.369995117188,520.960021972656,525.5,18399000,525.5,2020-07-13
517.080017089844,525.5,490.489990234375,524.880004882812,15083300,524.880004882812,2020-07-14
516.299987792969,529,510.179992675781,523.260009765625,10066700,523.260009765625,2020-07-15
526.47998046875,535.539978027344,504.359985351562,527.390014648438,24499000,527.390014648438,2020-07-16
494.869995117188,503.589996337891,484.140014648438,492.989990234375,24991400,492.989990234375,2020-07-17
489.140014648438,504.5,484.200012207031,502.410003662109,11940300,502.410003662109,2020-07-20
506,506.220001220703,488.609985351562,490.100006103516,9113700,490.100006103516,2020-07-21
492.190002441406,497.200012207031,487.200012207031,489.820007324219,6954100,489.820007324219,2020-07-22
491.130004882812,491.899993896484,472.019989013672,477.579986572266,7722000,477.579986572266,2020-07-23
468.769989013672,487.170013427734,467.540008544922,480.450012207031,7746200,480.450012207031,2020-07-24
484.510009765625,496.920013427734,482.309997558594,495.649993896484,7863100,495.649993896484,2020-07-27
496.019989013672,497.790008544922,487.760009765625,488.510009765625,5986700,488.510009765625,2020-07-28
492.25,494.920013427734,484.130004882812,484.480010986328,6611800,484.480010986328,2020-07-29
480.709991455078,488.350006103516,477.510009765625,485.799987792969,6608600,485.799987792969,2020-07-30
488.290008544922,494.799987792969,484.5,488.880004882812,5916300,488.880004882812,2020-07-31
490.859985351562,503.089996337891,490.230010986328,498.619995117188,5873100,498.619995117188,2020-08-03
498.649993896484,510.440002441406,498.649993896484,509.640014648438,5608000,509.640014648438,2020-08-04
508.679992675781,510.100006103516,501.200012207031,502.109985351562,4308200,502.109985351562,2020-08-05
504.109985351562,510.820007324219,498.700012207031,509.079986572266,3725900,509.079986572266,2020-08-06
505.450012207031,508.290008544922,486.679992675781,494.730010986328,5910300,494.730010986328,2020-08-07
493.350006103516,497.459991455078,478.630004882812,483.380004882812,4691200,483.380004882812,2020-08-10
479.75,480.920013427734,466.549987792969,466.929992675781,7329200,466.929992675781,2020-08-11
471.339996337891,482.489990234375,470.179992675781,475.470001220703,5439200,475.470001220703,2020-08-12
478.399993896484,484.450012207031,476.450012207031,481.329986572266,3008900,481.329986572266,2020-08-13
482.820007324219,488.329986572266,480.209991455078,482.679992675781,2943500,482.679992675781,2020-08-14
484.190002441406,486.239990234375,479.100006103516,482.350006103516,2423500,482.350006103516,2020-08-17
484.350006103516,495.299987792969,482.799987792969,491.869995117188,3505500,491.869995117188,2020-08-18
493.929992675781,494.5,483.5,484.529998779297,3156200,484.529998779297,2020-08-19
484.690002441406,498.940002441406,483.890014648438,497.899993896484,5132500,497.899993896484,2020-08-20
496.459991455078,498.130004882812,490,492.309997558594,3921300,492.309997558594,2020-08-21
495.440002441406,501,483.160003662109,488.809997558594,4762200,488.809997558594,2020-08-24
488.190002441406,492.470001220703,485.089996337891,490.579986572266,5727700,490.579986572266,2020-08-25
492.5,549.039978027344,492.079986572266,547.530029296875,20373700,547.530029296875,2020-08-26
537.780029296875,541,521.25,526.27001953125,9062900,526.27001953125,2020-08-27
532,539,522,523.890014648438,4417500,523.890014648438,2020-08-28
521.159973144531,531.989990234375,517.580017089844,529.559997558594,4941400,529.559997558594,2020-08-31
532.599975585938,557.390014648438,532.450012207031,556.549987792969,9572700,556.549987792969,2020-09-01
553.780029296875,556.5,537.369995117188,552.840026855469,5886900,552.840026855469,2020-09-02
545,554,521.320007324219,525.75,9071100,525.75,2020-09-03
520.179992675781,527.359985351562,485.980010986328,516.049987792969,8270100,516.049987792969,2020-09-04
498.399993896484,522,495,507.019989013672,5572700,507.019989013672,2020-09-08
519.210021972656,520,492.570007324219,500.190002441406,6848100,500.190002441406,2020-09-09
503.350006103516,506.290008544922,478.839996337891,480.670013427734,6240200,480.670013427734,2020-09-10
486.489990234375,493.730010986328,476.809997558594,482.029998779297,5035200,482.029998779297,2020-09-11
480.619995117188,488.989990234375,471.299987792969,476.260009765625,7359100,476.260009765625,2020-09-14
484,497.470001220703,481.630004882812,495.989990234375,5337000,495.989990234375,2020-09-15
499.989990234375,504.660003662109,483.309997558594,483.859985351562,4394900,483.859985351562,2020-09-16
475.160003662109,478.399993896484,463.269989013672,470.200012207031,5379300,470.200012207031,2020-09-17
472.510009765625,479.399993896484,458.600006103516,469.959991455078,6717700,469.959991455078,2020-09-18
467.690002441406,487.779998779297,466.320007324219,487.350006103516,5457500,487.350006103516,2020-09-21
489.010009765625,491.820007324219,479.260009765625,491.170013427734,3482300,491.170013427734,2020-09-22
491.040008544922,491.040008544922,469,470.609985351562,3726400,470.609985351562,2020-09-23
470.529998779297,477,467.820007324219,473.079986572266,3727200,473.079986572266,2020-09-24
474.390014648438,484.869995117188,468.029998779297,482.880004882812,3769400,482.880004882812,2020-09-25
489.109985351562,492,477.880004882812,490.649993896484,4773500,490.649993896484,2020-09-28
489.5,496.290008544922,486.529998779297,493.480010986328,3541500,493.480010986328,2020-09-29
492.570007324219,504.630004882812,489.269989013672,500.029998779297,4634100,500.029998779297,2020-09-30
506.029998779297,529.549987792969,503.600006103516,527.510009765625,8153700,527.510009765625,2020-10-01
516.429992675781,526.369995117188,502.700012207031,503.059997558594,6071200,503.059997558594,2020-10-02
506.799987792969,520.989990234375,501.700012207031,520.650024414062,4088100,520.650024414062,2020-10-05
518.719970703125,521.820007324219,504.160003662109,505.869995117188,4199000,505.869995117188,2020-10-06
