"LEONIA.MI.Open","LEONIA.MI.High","LEONIA.MI.Low","LEONIA.MI.Close","LEONIA.MI.Volume","LEONIA.MI.Adjusted","Date"
104.557998657227,104.560997009277,104.535003662109,104.547996520996,101890,104.547996520996,2020-03-26
104.556999206543,104.55899810791,104.532997131348,104.549003601074,50660,104.549003601074,2020-03-27
104.533996582031,104.555999755859,104.529998779297,104.555000305176,89618,104.555000305176,2020-03-30
104.545997619629,104.589996337891,104.52799987793,104.589996337891,52744,104.589996337891,2020-03-31
104.574996948242,104.574996948242,104.522003173828,104.536003112793,100060,104.536003112793,2020-04-01
104.523002624512,104.547996520996,104.522003173828,104.545997619629,156161,104.545997619629,2020-04-02
104.49299621582,104.544998168945,104.49299621582,104.528999328613,20223,104.528999328613,2020-04-03
104.540000915527,104.575996398926,104.513000488281,104.526000976562,59272,104.526000976562,2020-04-06
104.529998779297,104.577003479004,104.473999023438,104.537002563477,24080,104.537002563477,2020-04-07
104.50700378418,104.53099822998,104.503997802734,104.521003723145,49482,104.521003723145,2020-04-08
104.528999328613,104.529998779297,104.503997802734,104.52799987793,44042,104.52799987793,2020-04-09
104.501998901367,104.563003540039,104.438003540039,104.438003540039,31225,104.438003540039,2020-04-14
104.5,104.524002075195,104.459999084473,104.498001098633,65694,104.498001098633,2020-04-15
104.495002746582,104.518997192383,104.491996765137,104.49299621582,17793,104.49299621582,2020-04-16
104.514999389648,104.514999389648,104.49299621582,104.500999450684,31246,104.500999450684,2020-04-17
104.488998413086,104.505996704102,104.486000061035,104.505996704102,70624,104.505996704102,2020-04-20
104.505996704102,104.508003234863,104.491996765137,104.494003295898,12406,104.494003295898,2020-04-21
104.509002685547,104.512001037598,104.485000610352,104.49299621582,51240,104.49299621582,2020-04-22
104.504997253418,104.508003234863,104.480003356934,104.505996704102,14040,104.505996704102,2020-04-23
104.502998352051,104.503997802734,104.477996826172,104.496002197266,10591,104.496002197266,2020-04-24
104.496002197266,104.502998352051,104.472999572754,104.475997924805,64945,104.475997924805,2020-04-27
104.473999023438,104.500999450684,104.471000671387,104.495002746582,10480,104.495002746582,2020-04-28
104.442001342773,104.49299621582,104.442001342773,104.478996276855,52200,104.478996276855,2020-04-29
104.472999572754,104.49299621582,104.468002319336,104.49299621582,33307,104.49299621582,2020-04-30
104.456001281738,104.483001708984,104.455001831055,104.478996276855,31100,104.478996276855,2020-05-04
104.478996276855,104.480003356934,104.466003417969,104.480003356934,3737,104.480003356934,2020-05-05
104.475997924805,104.478996276855,104.462997436523,104.472999572754,6291,104.472999572754,2020-05-06
104.472999572754,104.472999572754,104.457000732422,104.457000732422,55198,104.457000732422,2020-05-07
104.457000732422,104.47200012207,104.456001281738,104.458999633789,18471,104.458999633789,2020-05-08
104.425003051758,104.47200012207,104.425003051758,104.449996948242,21456,104.449996948242,2020-05-11
104.449996948242,104.497001647949,104.416999816895,104.416999816895,4492,104.416999816895,2020-05-12
104.452003479004,104.46199798584,104.447998046875,104.449996948242,21893,104.449996948242,2020-05-13
104.457000732422,104.460998535156,104.442901611328,104.460998535156,9955,104.460998535156,2020-05-14
104.445999145508,104.455001831055,104.442001342773,104.453002929688,47398,104.453002929688,2020-05-15
104.450996398926,104.452003479004,104.438003540039,104.452003479004,16394,104.452003479004,2020-05-18
104.448997497559,104.450996398926,104.435997009277,104.438003540039,61247,104.438003540039,2020-05-19
104.439002990723,104.447998046875,104.434997558594,104.442001342773,6186,104.442001342773,2020-05-20
104.436996459961,104.445999145508,104.430000305176,104.431999206543,18725,104.431999206543,2020-05-21
104.431999206543,104.443000793457,104.430000305176,104.435997009277,5950,104.435997009277,2020-05-22
104.436996459961,104.442001342773,104.427001953125,104.442001342773,19011,104.442001342773,2020-05-25
104.435997009277,104.439002990723,104.422996520996,104.438003540039,17846,104.438003540039,2020-05-26
104.434997558594,104.436996459961,104.422996520996,104.430999755859,27960,104.430999755859,2020-05-27
104.429000854492,104.430999755859,104.417999267578,104.429000854492,18406,104.429000854492,2020-05-28
104.419998168945,104.431999206543,104.417999267578,104.431999206543,55904,104.431999206543,2020-05-29
104.416999816895,104.424003601074,104.411003112793,104.41300201416,21463,104.41300201416,2020-06-01
104.415000915527,104.422996520996,104.412002563477,104.415000915527,14488,104.415000915527,2020-06-02
104.399002075195,104.421997070312,104.399002075195,104.410003662109,8058,104.410003662109,2020-06-03
104.406997680664,104.416999816895,104.400001525879,104.415000915527,5095,104.415000915527,2020-06-04
104.404998779297,104.420997619629,104.392097473145,104.399002075195,19977,104.399002075195,2020-06-05
104.40299987793,104.414001464844,104.398002624512,104.411003112793,16315,104.411003112793,2020-06-08
104.408996582031,104.411003112793,104.398002624512,104.410003662109,2463,104.410003662109,2020-06-09
104.399002075195,104.412002563477,104.393997192383,104.412002563477,77475,104.412002563477,2020-06-10
104.40299987793,104.40299987793,104.388999938965,104.391998291016,14985,104.391998291016,2020-06-11
104.391998291016,104.400001525879,104.388000488281,104.391998291016,44779,104.391998291016,2020-06-12
104.397003173828,104.398002624512,104.384002685547,104.386001586914,5149,104.386001586914,2020-06-15
104.388000488281,104.399002075195,104.378997802734,104.388999938965,5909,104.388999938965,2020-06-16
104.392997741699,104.393997192383,104.38200378418,104.383003234863,11571,104.383003234863,2020-06-17
104.389999389648,104.392997741699,104.379997253418,104.387001037598,8523,104.387001037598,2020-06-18
104.377998352051,104.391998291016,104.375,104.379997253418,16393,104.379997253418,2020-06-19
104.384002685547,104.387001037598,104.372001647949,104.373001098633,26913,104.373001098633,2020-06-22
104.38200378418,104.38500213623,104.34700012207,104.378997802734,13203,104.378997802734,2020-06-23
104.371002197266,104.383003234863,104.366996765137,104.375999450684,19496,104.375999450684,2020-06-24
104.375,104.377998352051,104.365997314453,104.377998352051,4227,104.377998352051,2020-06-25
104.377998352051,104.377998352051,104.000999450684,104.000999450684,131637,104.000999450684,2020-06-26
104.349998474121,104.373001098633,104.349998474121,104.361000061035,10215,104.361000061035,2020-06-29
104.379997253418,104.379997253418,104.34700012207,104.369003295898,39921,104.369003295898,2020-06-30
104.369003295898,104.373001098633,104.350997924805,104.353996276855,6270,104.353996276855,2020-07-01
104.374000549316,104.374000549316,104.350997924805,104.361999511719,6915,104.361999511719,2020-07-02
104.350997924805,104.359001159668,104.34700012207,104.349998474121,72644,104.349998474121,2020-07-03
104.347999572754,104.359001159668,104.347999572754,104.357002258301,8505,104.357002258301,2020-07-06
104.34700012207,104.353996276855,104.342002868652,104.348999023438,6219,104.348999023438,2020-07-07
104.34400177002,104.356002807617,104.342002868652,104.348999023438,9786,104.348999023438,2020-07-08
104.348999023438,104.350997924805,104.338996887207,104.345001220703,12306,104.345001220703,2020-07-09
104.33699798584,104.347999572754,104.334999084473,104.34700012207,7943,104.34700012207,2020-07-10
104.333999633789,104.347999572754,104.333000183105,104.346000671387,7383,104.346000671387,2020-07-13
104.332000732422,104.34400177002,104.328002929688,104.337997436523,10207,104.337997436523,2020-07-14
104.330001831055,104.342002868652,104.325996398926,104.333999633789,12958,104.333999633789,2020-07-15
104.325996398926,104.334999084473,104.321998596191,104.328002929688,4686,104.328002929688,2020-07-16
104.311996459961,104.334999084473,104.311996459961,104.328002929688,4558,104.328002929688,2020-07-17
104.331001281738,104.332000732422,104.319000244141,104.319000244141,2931,104.319000244141,2020-07-20
104.306999206543,104.332000732422,104.305000305176,104.332000732422,11328,104.332000732422,2020-07-21
104.324996948242,104.327003479004,104.31600189209,104.321998596191,4171,104.321998596191,2020-07-22
104.319999694824,104.320999145508,104.30899810791,104.30899810791,14456,104.30899810791,2020-07-23
104.310997009277,104.321998596191,104.30899810791,104.314002990723,5460,104.314002990723,2020-07-24
104.294998168945,104.318000793457,104.294998168945,104.311996459961,14831,104.311996459961,2020-07-27
104.305999755859,104.313003540039,104.302001953125,104.307998657227,56578,104.307998657227,2020-07-28
104.310997009277,104.311996459961,104.300003051758,104.306999206543,4053,104.306999206543,2020-07-29
104.297996520996,104.307998657227,104.295997619629,104.295997619629,8075,104.295997619629,2020-07-30
104.305000305176,104.306999206543,104.292999267578,104.292999267578,7189,104.292999267578,2020-07-31
104.292999267578,104.307998657227,104.285003662109,104.295997619629,55687,104.295997619629,2020-08-03
104.291000366211,104.301002502441,104.289001464844,104.295997619629,3541,104.295997619629,2020-08-04
104.297996520996,104.301002502441,104.289001464844,104.292999267578,4220,104.292999267578,2020-08-05
104.286003112793,104.294998168945,104.282997131348,104.285003662109,5703,104.285003662109,2020-08-06
104.291000366211,104.293998718262,104.282997131348,104.28800201416,23394,104.28800201416,2020-08-07
104.28099822998,104.289001464844,104.279998779297,104.285003662109,1976,104.285003662109,2020-08-10
104.287002563477,104.291000366211,104.27799987793,104.291000366211,12993,104.291000366211,2020-08-11
104.279998779297,104.289001464844,104.279998779297,104.289001464844,12555,104.289001464844,2020-08-12
104.275001525879,104.285003662109,104.272003173828,104.272003173828,3120,104.272003173828,2020-08-13
104.268997192383,104.27799987793,104.264999389648,104.273002624512,6994,104.273002624512,2020-08-14
104.273002624512,104.278999328613,104.265998840332,104.265998840332,3379,104.265998840332,2020-08-17
104.264999389648,104.275001525879,104.263000488281,104.268997192383,3293,104.268997192383,2020-08-18
104.271003723145,104.274002075195,104.262001037598,104.267997741699,3658,104.267997741699,2020-08-19
104.266998291016,104.268997192383,104.25700378418,104.263000488281,2387,104.263000488281,2020-08-20
104.254997253418,104.266998291016,104.251998901367,104.263999938965,3628,104.263999938965,2020-08-21
104.240997314453,104.262001037598,104.240997314453,104.26000213623,2650,104.26000213623,2020-08-24
104.26000213623,104.26000213623,104.249000549316,104.25,2597,104.25,2020-08-25
104.258003234863,104.258003234863,104.244003295898,104.244003295898,8584,104.244003295898,2020-08-26
104.263999938965,104.263999938965,104.24299621582,104.246002197266,1900,104.246002197266,2020-08-27
104.241996765137,104.251998901367,104.23999786377,104.251998901367,4066,104.251998901367,2020-08-28
104.237998962402,104.248001098633,104.236000061035,104.236000061035,7235,104.236000061035,2020-08-31
104.236000061035,104.248001098633,104.234001159668,104.236999511719,10534,104.236999511719,2020-09-01
104.244003295898,104.244003295898,104.233001708984,104.236999511719,4120,104.236999511719,2020-09-02
104.230003356934,104.238998413086,104.228996276855,104.228996276855,1717,104.228996276855,2020-09-03
104.227996826172,104.236999511719,104.224998474121,104.236000061035,3270,104.236000061035,2020-09-04
104.224998474121,104.236000061035,104.224998474121,104.230003356934,2397,104.230003356934,2020-09-07
104.232002258301,104.232002258301,104.21900177002,104.218002319336,28392,104.218002319336,2020-09-08
104.221000671387,104.234001159668,104.221000671387,104.226997375488,13489,104.226997375488,2020-09-09
104.216003417969,104.232002258301,104.208000183105,104.223999023438,59340,104.223999023438,2020-09-10
104.222999572754,104.225997924805,104.21199798584,104.223999023438,5011,104.223999023438,2020-09-11
104.199996948242,104.222999572754,104.199996948242,104.214996337891,6712,104.214996337891,2020-09-14
104.21900177002,104.221000671387,104.206001281738,104.210998535156,14412,104.210998535156,2020-09-15
104.207000732422,104.21900177002,104.203002929688,104.210998535156,19695,104.210998535156,2020-09-16
104.205001831055,104.205001831055,104.197998046875,104.197998046875,7499,104.197998046875,2020-09-17
104.200996398926,104.210998535156,104.198997497559,104.208999633789,10471,104.208999633789,2020-09-18
104.207000732422,104.207000732422,104.194000244141,104.194999694824,7321,104.194999694824,2020-09-21
104.194999694824,104.208999633789,104.193000793457,104.206001281738,66038,104.206001281738,2020-09-22
104.194000244141,104.203002929688,104.193000793457,104.198997497559,1436,104.198997497559,2020-09-23
104.197998046875,104.197998046875,104.177001953125,104.192001342773,41714,104.192001342773,2020-09-24
104.186996459961,104.195999145508,104.184997558594,104.195999145508,25824,104.195999145508,2020-09-25
104.18399810791,104.196998596191,104.180000305176,104.186996459961,11083,104.186996459961,2020-09-28
104.19100189209,104.192001342773,104.178001403809,104.178001403809,5956,104.178001403809,2020-09-29
104.178001403809,104.189002990723,104.178001403809,104.182998657227,1530,104.182998657227,2020-09-30
104.184997558594,104.190002441406,104.170997619629,104.170997619629,3345,104.170997619629,2020-10-01
104.182998657227,104.18399810791,104.169998168945,104.180999755859,2007,104.180999755859,2020-10-02
104.157997131348,104.179000854492,104.157997131348,104.172996520996,14764,104.172996520996,2020-10-05
104.177001953125,104.177001953125,104.15599822998,104.169998168945,14488,104.169998168945,2020-10-06
104.166000366211,104.177001953125,104.166000366211,104.177001953125,6270,104.177001953125,2020-10-07
104.161003112793,104.170997619629,104.158996582031,104.149002075195,3977,104.149002075195,2020-10-08
104.158996582031,104.168998718262,104.156997680664,104.156997680664,11140,104.156997680664,2020-10-09
104.157997131348,104.166999816895,104.15299987793,104.158996582031,4820,104.158996582031,2020-10-12
104.153999328613,104.166000366211,104.152000427246,104.160003662109,20060,104.160003662109,2020-10-13
104.152000427246,104.161003112793,104.148002624512,104.150001525879,9340,104.150001525879,2020-10-14
104.148002624512,104.158996582031,104.142997741699,104.144996643066,39277,104.144996643066,2020-10-15
104.154998779297,104.15599822998,104.138999938965,104.154998779297,3861,104.154998779297,2020-10-16
104.130996704102,104.15299987793,104.130996704102,104.139999389648,15041,104.139999389648,2020-10-19
104.150001525879,104.150001525879,104.138000488281,104.144996643066,21932,104.144996643066,2020-10-20
104.148002624512,104.148002624512,104.137001037598,104.138000488281,4187,104.138000488281,2020-10-21
104.134002685547,104.140998840332,104.13200378418,104.138000488281,46102,104.138000488281,2020-10-22
104.120002746582,104.142997741699,104.043998718262,104.129997253418,24474,104.129997253418,2020-10-23
104.138000488281,104.141998291016,104.127998352051,104.13500213623,29258,104.13500213623,2020-10-26
104.126998901367,104.136001586914,104.103996276855,104.103996276855,12279,104.103996276855,2020-10-27
104.112998962402,104.134002685547,104.112998962402,104.126998901367,6657,104.126998901367,2020-10-28
104.120002746582,104.136001586914,104.113998413086,104.125,40476,104.125,2020-10-29
104.119003295898,104.138999938965,104.113998413086,104.138999938965,22407,104.138999938965,2020-10-30
104.11499786377,104.126998901367,104.11499786377,104.120002746582,14787,104.120002746582,2020-11-02
104.112998962402,104.125999450684,104.112998962402,104.11799621582,5199,104.11799621582,2020-11-03
104.127998352051,104.127998352051,104.102996826172,104.102996826172,7342,104.102996826172,2020-11-04
104.107002258301,104.115997314453,104.103996276855,104.111000061035,16556,104.111000061035,2020-11-05
104.105003356934,104.125999450684,104.101997375488,104.125999450684,3687,104.125999450684,2020-11-06
104.100997924805,104.122001647949,104.092002868652,104.106002807617,29361,104.106002807617,2020-11-09
104.098999023438,104.109001159668,104.095001220703,104.101997375488,51275,104.101997375488,2020-11-10
104.09700012207,104.109001159668,104.095001220703,104.099998474121,6917,104.099998474121,2020-11-11
104.081001281738,104.116996765137,104.081001281738,104.116996765137,49709,104.116996765137,2020-11-12
104.082000732422,104.099998474121,104.082000732422,104.097999572754,19285,104.097999572754,2020-11-13
104.09700012207,104.098999023438,104.081001281738,104.09400177002,23735,104.09400177002,2020-11-16
104.085998535156,104.09400177002,104.082000732422,104.082000732422,193737,104.082000732422,2020-11-17
104.093002319336,104.09400177002,104.080001831055,104.093002319336,15032,104.093002319336,2020-11-18
104.068000793457,104.102996826172,104.068000793457,104.081001281738,9207,104.081001281738,2020-11-19
104.06600189209,104.091003417969,104.06600189209,104.08699798584,21468,104.08699798584,2020-11-20
104.083000183105,104.083999633789,104.072998046875,104.072998046875,5757,104.072998046875,2020-11-23
104.071998596191,104.080001831055,104.070999145508,104.074996948242,1875,104.074996948242,2020-11-24
104.069999694824,104.083999633789,104.06600189209,104.083000183105,20742,104.083000183105,2020-11-25
104.074996948242,104.079002380371,104.061996459961,104.068000793457,19540,104.068000793457,2020-11-26
104.083999633789,104.083999633789,104.060997009277,104.072998046875,4988,104.072998046875,2020-11-27
104.059997558594,104.069999694824,104.057998657227,104.064002990723,24175,104.064002990723,2020-11-30
104.068000793457,104.068000793457,104.055999755859,104.05899810791,12257,104.05899810791,2020-12-01
104.055999755859,104.068000793457,104.054000854492,104.055000305176,39708,104.055000305176,2020-12-02
104.051002502441,104.060997009277,104.049003601074,104.049003601074,11830,104.049003601074,2020-12-03
104.050003051758,104.060997009277,104.042999267578,104.045997619629,90554,104.045997619629,2020-12-04
104.045997619629,104.055999755859,104.041999816895,104.049003601074,8176,104.049003601074,2020-12-07
104.043998718262,104.043998718262,104.043998718262,104.049003601074,124,104.049003601074,2020-12-08
104.040000915527,104.057998657227,104.033996582031,104.046997070312,2185,104.046997070312,2020-12-09
104.035003662109,104.040000915527,104.029998779297,104.036003112793,10410,104.036003112793,2020-12-10
104.024002075195,104.044998168945,104.024002075195,104.043998718262,22519,104.043998718262,2020-12-11
104.040000915527,104.044998168945,104.033996582031,104.040000915527,112165,104.040000915527,2020-12-14
104.03099822998,104.040000915527,104.027000427246,104.033996582031,15154,104.033996582031,2020-12-15
104.03800201416,104.041000366211,104.025001525879,104.031997680664,18374,104.031997680664,2020-12-16
104.026000976562,104.031997680664,104.019996643066,104.026000976562,17308,104.026000976562,2020-12-17
104.022003173828,104.043998718262,104.019996643066,104.041000366211,103583,104.041000366211,2020-12-18
104.018997192383,104.032997131348,104.018997192383,104.021003723145,13855,104.021003723145,2020-12-21
104.019996643066,104.026000976562,104.016998291016,104.021003723145,1714,104.021003723145,2020-12-22
104.019996643066,104.021003723145,104.00700378418,104.013000488281,25593,104.013000488281,2020-12-23
104.009002685547,104.025001525879,103.999000549316,103.999000549316,108496,103.999000549316,2020-12-28
104.013000488281,104.014999389648,104.002998352051,104.00700378418,6873,104.00700378418,2020-12-29
103.997001647949,104.005996704102,103.997001647949,104.000999450684,976,104.000999450684,2020-12-30
103.991996765137,104,103.986999511719,103.988998413086,14854,103.988998413086,2021-01-04
103.988998413086,104,103.985000610352,103.99299621582,6410,103.99299621582,2021-01-05
103.986999511719,103.999000549316,103.986999511719,103.98999786377,4034,103.98999786377,2021-01-06
103.983001708984,103.98999786377,103.981002807617,103.985000610352,10457,103.985000610352,2021-01-07
103.981002807617,103.987998962402,103.978996276855,103.987998962402,4523,103.987998962402,2021-01-08
103.986999511719,103.986999511719,103.973999023438,103.982002258301,11407,103.982002258301,2021-01-11
103.975997924805,103.997001647949,103.962997436523,103.980003356934,2050,103.980003356934,2021-01-12
103.973999023438,103.990997314453,103.972999572754,103.977996826172,1647,103.977996826172,2021-01-13
103.96900177002,103.98999786377,103.964996337891,103.964996337891,36551,103.964996337891,2021-01-14
103.973999023438,103.976997375488,103.964996337891,103.976997375488,7743,103.976997375488,2021-01-15
103.964996337891,103.974998474121,103.959999084473,103.968002319336,13365,103.968002319336,2021-01-18
103.949996948242,103.971000671387,103.949996948242,103.96900177002,8314,103.96900177002,2021-01-19
103.960998535156,103.967002868652,103.956001281738,103.96199798584,7135,103.96199798584,2021-01-20
103.955001831055,103.964996337891,103.952003479004,103.964996337891,5632,103.964996337891,2021-01-21
103.953002929688,103.962997436523,103.950996398926,103.962997436523,8257,103.962997436523,2021-01-22
103.938003540039,103.970001220703,103.938003540039,103.959999084473,25375,103.959999084473,2021-01-25
103.947998046875,103.957000732422,103.947998046875,103.957000732422,1220,103.957000732422,2021-01-26
103.946998596191,103.963996887207,103.940002441406,103.940002441406,15444,103.940002441406,2021-01-27
103.942001342773,103.953002929688,103.942001342773,103.948997497559,10775,103.948997497559,2021-01-28
103.940002441406,103.959999084473,103.940002441406,103.948997497559,9382,103.948997497559,2021-01-29
103.936996459961,103.944999694824,103.935997009277,103.943000793457,3932,103.943000793457,2021-02-01
103.940002441406,103.942001342773,103.929000854492,103.936996459961,5114,103.936996459961,2021-02-02
103.931999206543,103.943000793457,103.925003051758,103.939002990723,44072,103.939002990723,2021-02-03
103.927001953125,103.946998596191,103.926002502441,103.928001403809,7532,103.928001403809,2021-02-04
103.915000915527,103.945999145508,103.915000915527,103.934997558594,12690,103.934997558594,2021-02-05
103.919998168945,103.944000244141,103.917999267578,103.927001953125,20344,103.927001953125,2021-02-08
103.929000854492,103.931999206543,103.917999267578,103.917999267578,6498,103.917999267578,2021-02-09
103.917999267578,103.930000305176,103.914001464844,103.921997070312,19759,103.921997070312,2021-02-10
103.921997070312,103.929000854492,103.910003662109,103.919998168945,6928,103.919998168945,2021-02-11
103.912002563477,103.920997619629,103.908996582031,103.920997619629,11260,103.920997619629,2021-02-12
103.907997131348,103.924003601074,103.903999328613,103.912002563477,4408,103.912002563477,2021-02-15
103.916000366211,103.918998718262,103.902000427246,103.902000427246,32088,103.902000427246,2021-02-16
103.912002563477,103.915000915527,103.90299987793,103.915000915527,21380,103.915000915527,2021-02-17
103.921997070312,103.921997070312,103.899002075195,103.904998779297,10766,103.904998779297,2021-02-18
103.904998779297,103.910003662109,103.894996643066,103.904998779297,10791,103.904998779297,2021-02-19
103.894996643066,103.90599822998,103.890998840332,103.897003173828,45333,103.897003173828,2021-02-22
103.893997192383,103.915000915527,103.890998840332,103.899002075195,9033,103.899002075195,2021-02-23
103.892997741699,103.902000427246,103.888999938965,103.891998291016,5753,103.891998291016,2021-02-24
103.893997192383,103.896003723145,103.887001037598,103.893997192383,14678,103.893997192383,2021-02-25
103.899002075195,103.899002075195,103.884002685547,103.889999389648,10260,103.889999389648,2021-02-26
103.883003234863,103.890998840332,103.88200378418,103.887001037598,5875,103.887001037598,2021-03-01
103.893997192383,103.893997192383,103.879997253418,103.884002685547,6972,103.884002685547,2021-03-02
103.874000549316,103.891998291016,103.874000549316,103.877998352051,6827,103.877998352051,2021-03-03
103.875999450684,103.888000488281,103.874000549316,103.88200378418,18627,103.88200378418,2021-03-04
103.877998352051,103.878997802734,103.858001708984,103.870002746582,6240,103.870002746582,2021-03-05
103.86799621582,103.888000488281,103.86499786377,103.874000549316,15850,103.874000549316,2021-03-08
103.872001647949,103.876998901367,103.86499786377,103.86799621582,1452,103.86799621582,2021-03-09
103.862998962402,103.871002197266,103.861999511719,103.866996765137,6513,103.866996765137,2021-03-10
103.860000610352,103.871002197266,103.853996276855,103.853996276855,13082,103.853996276855,2021-03-11
103.857002258301,103.866996765137,103.852996826172,103.860000610352,47926,103.860000610352,2021-03-12
103.852996826172,103.861999511719,103.849998474121,103.858001708984,5882,103.858001708984,2021-03-15
103.84700012207,103.861000061035,103.84700012207,103.856002807617,9171,103.856002807617,2021-03-16
103.848999023438,103.858001708984,103.847999572754,103.852996826172,5951,103.852996826172,2021-03-17
