"CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted","Date"
110.779998779297,111.370002746582,110.059997558594,111.209999084473,6072700,86.0479736328125,2020-02-11
112.51000213623,112.599998474121,111.610000610352,112.040000915527,5725700,86.690185546875,2020-02-12
111.370002746582,112.330001831055,111.230003356934,111.660003662109,5991900,86.3961563110352,2020-02-13
110.839996337891,110.970001220703,109.580001831055,110.080001831055,5148700,86.1691436767578,2020-02-14
109,110.269996643066,108.830001831055,110.23999786377,4975800,86.2943878173828,2020-02-18
110.519996643066,111.099998474121,109.889999389648,110.73999786377,5887500,86.685791015625,2020-02-19
110.779998779297,111.069999694824,109.699996948242,109.809997558594,4466600,85.9577941894531,2020-02-20
108.98999786377,109.190002441406,107.650001525879,109.01000213623,6443900,85.3315734863281,2020-02-21
105.709999084473,106.959999084473,104.419998168945,104.709999084473,9539800,81.9655914306641,2020-02-24
104.800003051758,104.919998168945,100,100.709999084473,12871900,78.8344268798828,2020-02-25
100.860000610352,101.610000610352,98,98.0400009155273,11990400,76.7444000244141,2020-02-26
95.9499969482422,98.1999969482422,94.0800018310547,94.129997253418,15783700,73.6837005615234,2020-02-27
90.629997253418,93.4400024414062,90.1100006103516,93.3399963378906,20835100,73.0652923583984,2020-02-28
94.0199966430664,96.6800003051758,92.2099990844727,96.5899963378906,15050800,75.609375,2020-03-02
96.7900009155273,98.4800033569336,93.370002746582,94.3899993896484,16525500,73.8872146606445,2020-03-03
96.370002746582,99.0199966430664,95.6699981689453,98.5299987792969,14753000,77.1279602050781,2020-03-04
95.7099990844727,97.3899993896484,94.9400024414062,97.1900024414062,12814400,76.0790405273438,2020-03-05
93.9199981689453,96.0599975585938,93.4199981689453,95.3199996948242,16861900,74.6152191162109,2020-03-06
82.2300033569336,88.0100021362305,80,80.6699981689453,30595500,63.147403717041,2020-03-09
86.2399978637695,86.3000030517578,81.0400009155273,84.9800033569336,22642900,66.5212020874023,2020-03-10
82.2300033569336,84.8399963378906,81.75,83.0299987792969,18412800,64.9947891235352,2020-03-11
77.2300033569336,78.129997253418,72.8600006103516,76.2600021362305,25768200,59.6953201293945,2020-03-12
79.9800033569336,83.5,74.1100006103516,83.4199981689453,23497500,65.3000564575195,2020-03-13
72.5699996948242,78.4899978637695,69.6900024414062,69.6999969482422,17535300,54.5602226257324,2020-03-16
70.4000015258789,72.9800033569336,65.4899978637695,70.6900024414062,22684200,55.3351821899414,2020-03-17
66.2099990844727,66.2300033569336,54.5699996948242,55.0499992370605,24947300,43.0924034118652,2020-03-18
55.2599983215332,58.4900016784668,51.5999984741211,57.3899993896484,29871000,44.9241218566895,2020-03-19
59.5299987792969,60.6500015258789,56.3600006103516,59.3899993896484,26960400,46.489688873291,2020-03-20
58.2599983215332,59.4000015258789,52.9700012207031,54.2200012207031,23764000,42.4426879882812,2020-03-23
61.4799995422363,67.6500015258789,60.3199996948242,66.5500030517578,29198800,52.0944480895996,2020-03-24
68.2900009155273,73.1399993896484,66.6399993896484,69.2699966430664,22560100,54.2236289978027,2020-03-25
70.3000030517578,77.0999984741211,67.8899993896484,76.379997253418,24129100,59.7892456054688,2020-03-26
72.120002746582,73.5400009155273,68.5,68.7799987792969,20411500,53.8400611877441,2020-03-27
68.0100021362305,72.9300003051758,67.0199966430664,71.9499969482422,18486800,56.3214836120605,2020-03-30
73.2699966430664,75.0400009155273,70.8099975585938,72.4599990844727,18514200,56.7207145690918,2020-03-31
69.5100021362305,72.2900009155273,67.6100006103516,68.5599975585938,14362000,53.6678581237793,2020-04-01
71.75,78.6999969482422,69.5800018310547,76.120002746582,23220600,59.5857200622559,2020-04-02
78,78.9899978637695,73.0299987792969,75.1100006103516,14905400,58.7950973510742,2020-04-03
77,80.9499969482422,75.5100021362305,80.3899993896484,17334900,62.9282112121582,2020-04-06
84.2600021362305,85.6900024414062,80.8499984741211,80.9199981689453,16394800,63.3430671691895,2020-04-07
82.2900009155273,86.3000030517578,81.5199966430664,85.9800033569336,12284800,67.3039779663086,2020-04-08
88.7399978637695,89.9100036621094,81.5199966430664,84.3099975585938,17023800,65.9967346191406,2020-04-09
87.1800003051758,87.3600006103516,83.4000015258789,84.9100036621094,13854700,66.4664077758789,2020-04-13
85.4599990844727,87.0800018310547,84.3300018310547,84.6100006103516,14797600,66.231575012207,2020-04-14
80.4599990844727,83.379997253418,79.3199996948242,82.4899978637695,13982300,64.5720520019531,2020-04-15
81.3099975585938,82.1900024414062,78.8099975585938,79.9899978637695,12291900,62.6150970458984,2020-04-16
81.3300018310547,87.5,81.3199996948242,87.1699981689453,16130100,68.2355117797852,2020-04-17
82.6600036621094,87,82.0899963378906,83.5699996948242,15749000,65.4174728393555,2020-04-20
80.2799987792969,83.7900009155273,79.25,81.6399993896484,19620600,63.9067077636719,2020-04-21
84.9499969482422,85.25,82.9700012207031,84.4400024414062,10320700,66.0985107421875,2020-04-22
86.3000030517578,88.7799987792969,85.3899993896484,86.8000030517578,14226500,67.9458770751953,2020-04-23
88.4800033569336,88.7900009155273,85.7699966430664,87.0100021362305,9175500,68.1102676391602,2020-04-24
86.75,90.620002746582,85.870002746582,89.7099990844727,12037100,70.2237930297852,2020-04-27
89.5500030517578,90.9599990844727,88.8300018310547,89.9100036621094,10645200,70.3803558349609,2020-04-28
92.4800033569336,95.1399993896484,92.2900009155273,94.620002746582,12342800,74.0672607421875,2020-04-29
93.7200012207031,95.7399978637695,90.5800018310547,92,12222000,72.0163650512695,2020-04-30
91.5100021362305,92.0500030517578,87.0400009155273,89.4400024414062,13250100,70.0124206542969,2020-05-01
88.7600021362305,91.620002746582,87.6900024414062,91.4400024414062,11192400,71.5780181884766,2020-05-04
94.5,95.3000030517578,92.6800003051758,92.8899993896484,13608700,72.7130508422852,2020-05-05
92.8499984741211,93.4599990844727,89.7699966430664,90.0500030517578,11145900,70.4899520874023,2020-05-06
92.9800033569336,94.0599975585938,91.9100036621094,92.6399993896484,9749600,72.5173721313477,2020-05-07
95,95.5599975585938,94.0699996948242,95.4700012207031,8585900,74.7326354980469,2020-05-08
94.2099990844727,94.5999984741211,93.1800003051758,93.370002746582,7101000,73.0887832641602,2020-05-11
93.129997253418,94.0299987792969,91,91.0999984741211,8749100,71.3118591308594,2020-05-12
89.9000015258789,90,87.3199996948242,88.6999969482422,12215100,69.4331588745117,2020-05-13
87.2900009155273,90.9300003051758,86.0199966430664,90.0500030517578,10678200,70.4899520874023,2020-05-14
90.6500015258789,92.0599975585938,88.8300018310547,89.1600036621094,10113000,69.7932510375977,2020-05-15
92.4000015258789,93.4000015258789,91.4599990844727,92.5500030517578,12304300,73.5104675292969,2020-05-18
92.5299987792969,92.629997253418,89.5299987792969,89.620002746582,7749300,71.1832427978516,2020-05-19
91,93.4700012207031,90.1800003051758,93,9160000,73.8678970336914,2020-05-20
92.7699966430664,93.370002746582,91.2799987792969,92.0400009155273,8830900,73.1053924560547,2020-05-21
91.4499969482422,91.5999984741211,89.4700012207031,90.2799987792969,8563100,71.7074661254883,2020-05-22
92.4899978637695,94.3399963378906,92.0299987792969,93.3000030517578,9430000,74.1061859130859,2020-05-26
94.6800003051758,94.6900024414062,92.1100006103516,93.9000015258789,7822600,74.582763671875,2020-05-27
93.6100006103516,93.9000015258789,90.7900009155273,90.870002746582,9633300,72.1760787963867,2020-05-28
90.1900024414062,91.8899993896484,89.2600021362305,91.6999969482422,17010000,72.8353271484375,2020-05-29
90.9400024414062,93.8499984741211,90.1100006103516,92.7900009155273,7344000,73.7011032104492,2020-06-01
93.7799987792969,95.2200012207031,93.2900009155273,94.6900024414062,7880300,75.2102355957031,2020-06-02
95.9700012207031,97.7300033569336,95.75,97.1800003051758,8440200,77.1879730224609,2020-06-03
96.7799987792969,96.8899993896484,95.1600036621094,96.2799987792969,6371700,76.4731216430664,2020-06-04
99.0800018310547,102.050003051758,99.0500030517578,100.809997558594,12760100,80.0712280273438,2020-06-05
102.629997253418,103.589996337891,100.870002746582,103.23999786377,11090700,82.0013046264648,2020-06-08
100.699996948242,102.930000305176,99.8300018310547,101.529998779297,10745400,80.6430892944336,2020-06-09
101,101.5,97.5599975585938,97.5800018310547,10486300,77.5056991577148,2020-06-10
92.3000030517578,94.1900024414062,89.120002746582,89.370002746582,14944800,70.9846649169922,2020-06-11
93.620002746582,93.6500015258789,90.0100021362305,92.3899993896484,9532400,73.3833923339844,2020-06-12
89.0899963378906,92.0800018310547,88.2099990844727,91.2300033569336,12289500,72.4620361328125,2020-06-15
94.9899978637695,95.5800018310547,91.4899978637695,94.0299987792969,8726700,74.6860275268555,2020-06-16
93.8300018310547,94,91.5,91.5400009155273,6019900,72.7082595825195,2020-06-17
91,93.2300033569336,90.0999984741211,91.9400024414062,7064100,73.0259628295898,2020-06-18
94.4100036621094,94.4100036621094,90.5500030517578,90.629997253418,14838800,71.9854583740234,2020-06-19
90.3199996948242,91.6900024414062,89.5899963378906,91.5899963378906,5939200,72.7479705810547,2020-06-22
92.5,93.0899963378906,91.1800003051758,91.4400024414062,6317700,72.6288299560547,2020-06-23
89.9899978637695,90.129997253418,86.8600006103516,87.6399993896484,8974500,69.6105728149414,2020-06-24
87.3099975585938,89.5100021362305,87.1600036621094,89.2099990844727,7398000,70.8575973510742,2020-06-25
88.7799987792969,88.8300018310547,86.1800003051758,86.4599990844727,13766000,68.6733016967773,2020-06-26
86.9100036621094,88.5699996948242,86.5999984741211,87.6699981689453,7022200,69.634391784668,2020-06-29
86.5999984741211,89.9899978637695,86.3600006103516,89.2300033569336,8263600,70.8734664916992,2020-06-30
89.2799987792969,90.7699966430664,87.5500030517578,87.620002746582,6379400,69.5946884155273,2020-07-01
89.370002746582,90.3600006103516,88.1600036621094,88.3099975585938,5832800,70.1427383422852,2020-07-02
89.5,90.25,87.8199996948242,88.5699996948242,6747500,70.3492431640625,2020-07-06
87.8199996948242,88.0800018310547,86.1500015258789,86.3099975585938,5898000,68.5541763305664,2020-07-07
86.3899993896484,87.8000030517578,85.8899993896484,86.3499984741211,6736400,68.5859527587891,2020-07-08
85.9700012207031,86.3199996948242,82.6900024414062,82.7399978637695,8833600,65.7186050415039,2020-07-09
82.5,85.4199981689453,82.5,85.2300033569336,6218100,67.6963577270508,2020-07-10
86.0400009155273,86.9300003051758,84.8099975585938,85.4000015258789,7074000,67.8313827514648,2020-07-13
85.3899993896484,88.5999984741211,85.0400009155273,88.3499984741211,7440500,70.1745147705078,2020-07-14
90.1800003051758,90.1900024414062,88.2099990844727,88.8899993896484,5935200,70.6034240722656,2020-07-15
88.4400024414062,89.4800033569336,87.3499984741211,88.3600006103516,4795700,70.1824569702148,2020-07-16
88.4100036621094,89.1100006103516,86.9100036621094,87.1900024414062,5964000,69.2531356811523,2020-07-17
86.8300018310547,87.4899978637695,84.8000030517578,85.2699966430664,14974800,67.7281112670898,2020-07-20
86.4700012207031,91.7300033569336,86.3600006103516,91.3899993896484,15115000,72.5891265869141,2020-07-21
89.9499969482422,91.25,88.9000015258789,91.0400009155273,10317500,72.3111114501953,2020-07-22
90.5,91.379997253418,90.0199966430664,91.0100021362305,6586300,72.2872924804688,2020-07-23
91.4800033569336,92.7399978637695,89.9800033569336,90.129997253418,6620500,71.5883178710938,2020-07-24
89.7600021362305,91.0899963378906,88.8000030517578,91.0400009155273,7599700,72.3111114501953,2020-07-27
90.4700012207031,91.1699981689453,88.7699966430664,89.1100006103516,6787300,70.7781753540039,2020-07-28
89.4800033569336,90.0800018310547,88.5800018310547,90.0699996948242,6386900,71.540641784668,2020-07-29
88.4300003051758,88.5,85.6999969482422,86.2699966430664,10112800,68.5223922729492,2020-07-30
83.25,84.0999984741211,81.5100021362305,83.9400024414062,19119800,66.6717224121094,2020-07-31
83.9800033569336,85.1399993896484,83.8000030517578,84.8099975585938,11220100,67.3627548217773,2020-08-03
84.4800033569336,86.7200012207031,84.2799987792969,86.4899978637695,9077900,68.6971435546875,2020-08-04
88.1399993896484,88.4300003051758,86.4100036621094,87.1999969482422,7324200,69.261100769043,2020-08-05
86.4300003051758,87.9000015258789,86.0999984741211,87.4700012207031,7035600,69.4755477905273,2020-08-06
86.879997253418,87.1100006103516,85.7399978637695,86.8000030517578,7185000,68.9433822631836,2020-08-07
87.9400024414062,89.7600021362305,87.5999984741211,89.7300033569336,8150200,71.2706069946289,2020-08-10
91.9499969482422,93.0100021362305,89.1699981689453,89.620002746582,9074300,71.1832427978516,2020-08-11
90.8000030517578,91.6600036621094,89.4499969482422,90.7200012207031,9057400,72.0569305419922,2020-08-12
89.870002746582,91.2799987792969,89.7600021362305,89.8199996948242,7314600,71.3421020507812,2020-08-13
89,90.5899963378906,88.8499984741211,90.3499984741211,6343000,71.763053894043,2020-08-14
90.3499984741211,91.5800018310547,89.7200012207031,90.7699966430664,10473800,72.0966567993164,2020-08-17
88.9700012207031,89.370002746582,87.3199996948242,87.629997253418,7981500,70.6060562133789,2020-08-18
87.3000030517578,87.9000015258789,86.1999969482422,86.3899993896484,9120300,69.6069641113281,2020-08-19
85.4199981689453,86.8899993896484,84.7300033569336,84.8099975585938,7872300,68.3339080810547,2020-08-20
84.6699981689453,85.0899963378906,83.5100021362305,85.0800018310547,9003600,68.5514755249023,2020-08-21
85.5999984741211,87.3399963378906,84.8899993896484,87.1999969482422,8738700,70.2595901489258,2020-08-24
88.0100021362305,88.0400009155273,85.7600021362305,86.129997253418,6835800,69.3974609375,2020-08-25
85.7099990844727,85.8399963378906,84.6600036621094,84.7799987792969,7486500,68.3097381591797,2020-08-26
85.1600036621094,85.629997253418,83.9700012207031,84.9100036621094,7438200,68.4144821166992,2020-08-27
85.0500030517578,85.7300033569336,84.3199996948242,85.629997253418,7307900,68.9945983886719,2020-08-28
85.8300018310547,85.9000015258789,83.870002746582,83.9300003051758,9437500,67.6248474121094,2020-08-31
83.2600021362305,83.629997253418,82.4499969482422,83.0800018310547,8990600,66.9399871826172,2020-09-01
83.0599975585938,83.9599990844727,82.6999969482422,83.1900024414062,10821900,67.0286254882812,2020-09-02
83.0500030517578,84.4899978637695,81.7099990844727,82.2799987792969,16179900,66.2954177856445,2020-09-03
82.4599990844727,83.6399993896484,80.9000015258789,81.9300003051758,10516600,66.0133972167969,2020-09-04
80.5,80.5800018310547,78.0400009155273,78.9700012207031,14942500,63.6284408569336,2020-09-08
79.9700012207031,81.0699996948242,79.6800003051758,80.0299987792969,9269800,64.4825134277344,2020-09-09
80.629997253418,80.8899993896484,78.0500030517578,78.1500015258789,11845900,62.9677696228027,2020-09-10
78.2399978637695,78.6900024414062,77.0699996948242,77.6900024414062,13732400,62.5971221923828,2020-09-11
77.4800033569336,77.9800033569336,76.9199981689453,77.2900009155273,8182800,62.274829864502,2020-09-14
77.5599975585938,78.4800033569336,75.9599990844727,76.3499984741211,11732000,61.5174369812012,2020-09-15
76.3499984741211,79.4800033569336,75.9599990844727,78.5599975585938,13019000,63.2980995178223,2020-09-16
77.5299987792969,78.8499984741211,76.370002746582,78.7900009155273,10515100,63.4834251403809,2020-09-17
77.879997253418,79.1500015258789,77.5,78.2099990844727,14517800,63.0160903930664,2020-09-18
76.2399978637695,76.6500015258789,74.6800003051758,76.3000030517578,16199100,61.477165222168,2020-09-21
76.1500015258789,77.5299987792969,75.3499984741211,75.5299987792969,9155000,60.8567352294922,2020-09-22
75.5899963378906,75.9100036621094,71.8499984741211,71.9499969482422,16649200,57.972240447998,2020-09-23
71.25,73.0299987792969,70.5,71.8000030517578,15203500,57.8513603210449,2020-09-24
71.0100021362305,72.4800033569336,70.7699966430664,71.8300018310547,11070500,57.8755416870117,2020-09-25
73.6399993896484,74.7600021362305,73.1500015258789,73.9300003051758,12863800,59.5675735473633,2020-09-28
74,74.1399993896484,71.1100006103516,71.9000015258789,10553000,57.931941986084,2020-09-29
72.25,72.8899993896484,71.6100006103516,72,10466500,58.0125122070312,2020-09-30
71.5100021362305,71.879997253418,70.0299987792969,70.4199981689453,14930700,56.7394561767578,2020-10-01
68.9199981689453,71.6699981689453,68.8199996948242,71.1900024414062,9854800,57.3598976135254,2020-10-02
71.5199966430664,72.7300033569336,70.7099990844727,72.6999969482422,12049800,58.5765228271484,2020-10-05
73.8399963378906,74.3199996948242,72.25,72.3000030517578,15294500,58.2542152404785,2020-10-06
72.1699981689453,73.9199981689453,71.5599975585938,73.7799987792969,15410300,59.4467086791992,2020-10-07
74.3899993896484,75.5500030517578,73.9899978637695,75.2200012207031,11590900,60.6069602966309,2020-10-08
75.8600006103516,76.0899963378906,73.9800033569336,74,12260900,59.623966217041,2020-10-09
73.629997253418,74.9499969482422,73.1999969482422,74.5100021362305,9056900,60.0349006652832,2020-10-12
74.7399978637695,74.7399978637695,72.7799987792969,73.4000015258789,10440300,59.1405410766602,2020-10-13
73.2799987792969,74.4300003051758,72.9100036621094,72.9499969482422,7057500,58.7779579162598,2020-10-14
71.8199996948242,73.7200012207031,71.3899993896484,73.5100021362305,10052100,59.2291603088379,2020-10-15
73.5199966430664,74.0299987792969,72.2699966430664,72.8899993896484,9305600,58.7296104431152,2020-10-16
73.1100006103516,73.3399963378906,71.1900024414062,71.2799987792969,8357100,57.432373046875,2020-10-19
71.9100036621094,72.2900009155273,71.0400009155273,71.6800003051758,7753200,57.7546844482422,2020-10-20
71.129997253418,71.5800018310547,70.7300033569336,70.870002746582,9800600,57.1020393371582,2020-10-21
70.879997253418,73.4899978637695,70.5699996948242,73.4000015258789,9810100,59.1405410766602,2020-10-22
73.9300003051758,74.3600006103516,71.8300018310547,72.5699996948242,8727200,58.4717788696289,2020-10-23
71.7300033569336,71.8899993896484,70.2399978637695,70.9400024414062,9710900,57.1584510803223,2020-10-26
70.4199981689453,70.5999984741211,69.4899978637695,69.5100021362305,14251700,56.0062408447266,2020-10-27
67.6900024414062,68.0800018310547,66.3300018310547,66.879997253418,15961900,53.8871803283691,2020-10-28
66.129997253418,69.1399993896484,65.1600036621094,68.8000030517578,12292200,55.4341812133789,2020-10-29
69.9000015258789,70.1100006103516,68.0800018310547,69.5,17191600,55.9981842041016,2020-10-30
70.6999969482422,73.0800018310547,69.4000015258789,72.1500015258789,11475500,58.133373260498,2020-11-02
73.1600036621094,73.3000030517578,71.0500030517578,71.7399978637695,8608000,57.8030242919922,2020-11-03
70.7799987792969,73.5899963378906,69.8899993896484,71.7699966430664,10925700,57.827205657959,2020-11-04
71.9000015258789,72.9700012207031,71.7600021362305,72.1399993896484,10627700,58.1253128051758,2020-11-05
72.5,73.2699966430664,70.8300018310547,71.1500015258789,8366900,57.3276443481445,2020-11-06
80,84.2699966430664,78.2600021362305,79.4000015258789,24015200,63.9749145507812,2020-11-09
81.1399993896484,83.1500015258789,79.7099990844727,83.0699996948242,15039700,66.9319381713867,2020-11-10
84.0999984741211,84.4899978637695,81.8000030517578,82.4599990844727,11640600,66.4404449462891,2020-11-11
80.9800033569336,82.2399978637695,79.9100036621094,80.6699981689453,8920700,64.998176574707,2020-11-12
81.1500015258789,83.3499984741211,81.0299987792969,83.0299987792969,10890300,66.8997268676758,2020-11-13
86.2399978637695,89.1800003051758,85.5400009155273,88.9599990844727,18980200,71.6776885986328,2020-11-16
86.4000015258789,87.5299987792969,84.8300018310547,87.0400009155273,14329000,71.1626052856445,2020-11-17
87.370002746582,87.9000015258789,84.25,84.2799987792969,10583700,68.9060821533203,2020-11-18
83.5500030517578,85.9599990844727,83.0599975585938,85.7300033569336,8820200,70.0915832519531,2020-11-19
85.7200012207031,86.3099975585938,84.879997253418,85.7900009155273,8294600,70.1406173706055,2020-11-20
87.4499969482422,91.5800018310547,86.7600021362305,91.0299987792969,13379300,74.4247894287109,2020-11-23
93.3899993896484,95.8199996948242,93,95.620002746582,17257400,78.177490234375,2020-11-24
94.6800003051758,94.6800003051758,92.1399993896484,92.1399993896484,10556600,75.3322906494141,2020-11-25
91.3300018310547,92.5899963378906,90.5400009155273,91.3099975585938,4627700,74.6536865234375,2020-11-27
90.0100021362305,90.8499984741211,86.9000015258789,87.1800003051758,14288400,71.2770690917969,2020-11-30
89.2799987792969,89.7099990844727,87.0699996948242,87.4499969482422,9913600,71.4978332519531,2020-12-01
87.2600021362305,91.3099975585938,87.0999984741211,89.870002746582,10509600,73.4763717651367,2020-12-02
90.5800018310547,91.1100006103516,89.0699996948242,89.8000030517578,8249800,73.4191589355469,2020-12-03
91.2200012207031,93.4499969482422,90.9199981689453,93.2799987792969,10791100,76.2643432617188,2020-12-04
91.8199996948242,92.379997253418,89.879997253418,90.7600021362305,9398400,74.2040176391602,2020-12-07
90.3399963378906,92.4599990844727,90.1900024414062,91.5400009155273,7627300,74.8417282104492,2020-12-08
92.1999969482422,93.0199966430664,89.370002746582,90.4400024414062,11129400,73.9424133300781,2020-12-09
91.5500030517578,94.5599975585938,90.7799987792969,93.3499984741211,11992100,76.3215637207031,2020-12-10
92.5299987792969,93.2799987792969,91.0299987792969,92.4499969482422,9584500,75.5857315063477,2020-12-11
93.4000015258789,93.6999969482422,89.2399978637695,89.4400024414062,12198400,73.1248016357422,2020-12-14
89.4199981689453,90.4800033569336,88.7699966430664,89.370002746582,11775300,73.0676040649414,2020-12-15
89.1999969482422,89.3499984741211,87.8499984741211,88.6900024414062,9892900,72.5116271972656,2020-12-16
89.5400009155273,89.5500030517578,87.5500030517578,88.4100036621094,11748900,72.2827072143555,2020-12-17
87.9800033569336,88.7099990844727,86.2600021362305,87.1900024414062,27427600,71.2852401733398,2020-12-18
84.3499984741211,86.8399963378906,83.5299987792969,86.0899963378906,11430500,70.3859100341797,2020-12-21
85.4400024414062,85.8000030517578,84.3000030517578,84.3600006103516,8585800,68.9714965820312,2020-12-22
85,86.6600036621094,85,85.6900024414062,7223100,70.0588760375977,2020-12-23
85.9300003051758,85.9300003051758,84.8099975585938,85.3300018310547,3335600,69.764533996582,2020-12-24
85.6100006103516,86.629997253418,84.620002746582,84.9000015258789,8051900,69.412971496582,2020-12-28
85.2600021362305,85.7200012207031,84.0500030517578,84.6100006103516,7670800,69.1758804321289,2020-12-29
84.6100006103516,86.5800018310547,84.5400009155273,85.3300018310547,7901800,69.764533996582,2020-12-30
84.9000015258789,85.1999969482422,83.9599990844727,84.4499969482422,8350700,69.0450592041016,2020-12-31
85.1500015258789,85.9499969482422,83.8899993896484,84.7099990844727,9234900,69.2576293945312,2021-01-04
85.4899978637695,89.2200012207031,85.3199996948242,87,13414800,71.1299057006836,2021-01-05
89,90.7799987792969,87.8199996948242,89.8000030517578,13916800,73.4191589355469,2021-01-06
90.3899993896484,90.8199996948242,89.3099975585938,90.2200012207031,9286600,73.7625350952148,2021-01-07
92.0800018310547,92.4300003051758,90.4499969482422,91.0800018310547,11152100,74.4656524658203,2021-01-08
89.120002746582,92.0999984741211,88.5699996948242,91.5999984741211,10635000,74.8907928466797,2021-01-11
92.6600036621094,93.9199981689453,91.7099990844727,93.3399963378906,10923900,76.3133850097656,2021-01-12
93.1999969482422,93.5199966430664,91.9400024414062,93.25,9723300,76.2397918701172,2021-01-13
93.9400024414062,96.3199996948242,93.7900009155273,95.4899978637695,13950200,78.0712127685547,2021-01-14
94.2200012207031,94.3099975585938,91.7099990844727,92.0899963378906,10244600,75.2914047241211,2021-01-15
93.5,95.0299987792969,93.2900009155273,94.5100021362305,9574800,77.2699661254883,2021-01-19
95,95.5599975585938,94.3000030517578,95.379997253418,8735400,77.9812545776367,2021-01-20
93.8600006103516,94.6600036621094,91.2200012207031,92.0100021362305,10393100,75.2260208129883,2021-01-21
90.4000015258789,92.0299987792969,89.8300018310547,91.7300033569336,7810600,74.9970855712891,2021-01-22
90.620002746582,91.0299987792969,89.3300018310547,90.9000015258789,7689400,74.3184814453125,2021-01-25
92.1999969482422,92.9100036621094,89.2699966430664,89.3600006103516,7827800,73.0593948364258,2021-01-26
87.5299987792969,90.3499984741211,86.75,88.1999969482422,10178500,72.1110076904297,2021-01-27
88.6699981689453,90.1500015258789,88.25,89.0199966430664,8155500,72.7814254760742,2021-01-28
86.8300018310547,87.3399963378906,84.9199981689453,85.1999969482422,14699800,69.6582489013672,2021-01-29
85.9899978637695,87.3000030517578,84.5699996948242,86.4100036621094,8073600,70.6475296020508,2021-02-01
88.0100021362305,88.370002746582,86.5299987792969,87.0599975585938,9233100,71.1789627075195,2021-02-02
87.0500030517578,89.3899993896484,86.8899993896484,88.9599990844727,9256500,72.7323684692383,2021-02-03
89.5100021362305,89.6500015258789,87.9499969482422,89,7917600,72.7650680541992,2021-02-04
89.9400024414062,90.4700012207031,88.6399993896484,89.2600021362305,8017300,72.9776458740234,2021-02-05
90.2900009155273,92.0400009155273,90.0100021362305,91.4800033569336,9886600,74.7926712036133,2021-02-08
91.0999984741211,91.2699966430664,89.8099975585938,90.9599990844727,7605500,74.3675384521484,2021-02-09
91.379997253418,92.5899963378906,90.5999984741211,92.5199966430664,8778800,75.6429595947266,2021-02-10
92.370002746582,92.4400024414062,90.0800018310547,92.0199966430664,8572400,75.2341842651367,2021-02-11
91.5299987792969,92.7300033569336,91.3499984741211,92.5500030517578,7858300,75.6675109863281,2021-02-12
93.0500030517578,93.8600006103516,92.6100006103516,93.129997253418,14006000,77.2179870605469,2021-02-16
