"DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted","Date"
174.240005493164,176.880004882812,173.729995727539,176.860000610352,1591100,163.45085144043,2020-01-02
174.210006713867,175.759994506836,173.550003051758,175.550003051758,1301100,162.240188598633,2020-01-03
174.479995727539,176.880004882812,173.740005493164,176.809997558594,1234200,163.40461730957,2020-01-06
176.009994506836,176.440002441406,173.490005493164,173.740005493164,1234200,160.5673828125,2020-01-07
174.5,176.779998779297,173.990005493164,175.899993896484,1713900,162.563613891602,2020-01-08
176.529998779297,178.389999389648,176.110000610352,177.600006103516,1459100,164.134704589844,2020-01-09
178.100006103516,178.399993896484,173.410003662109,173.429992675781,2560900,160.280883789062,2020-01-10
174.080001831055,175.039993286133,173.570007324219,174.740005493164,1300900,161.491577148438,2020-01-13
174.880004882812,175.050003051758,173.429992675781,173.669998168945,1039800,160.502670288086,2020-01-14
173.119995117188,175.149993896484,172.149993896484,172.919998168945,1139200,159.809555053711,2020-01-15
174,175.559997558594,173.050003051758,175.470001220703,1410400,162.166213989258,2020-01-16
175.710006713867,177.009994506836,175.529998779297,176.199996948242,1653400,162.840866088867,2020-01-17
175.100006103516,175.429992675781,172.389999389648,172.559997558594,1655100,159.476852416992,2020-01-21
173.070007324219,173.660003662109,170.619995117188,171.160003662109,1285700,158.182983398438,2020-01-22
170.279998779297,172.179992675781,168.660003662109,172.059997558594,1245100,159.014801025391,2020-01-23
172.050003051758,172.050003051758,169.039993286133,170.119995117188,1103300,157.22184753418,2020-01-24
166.179992675781,167.990005493164,162.929992675781,163.279998779297,1586800,150.900466918945,2020-01-27
164.800003051758,165.669998168945,162.399993896484,162.979995727539,1750700,150.623199462891,2020-01-28
163.910003662109,163.910003662109,160,160.160003662109,1959200,148.017044067383,2020-01-29
159,161.839996337891,158.539993286133,161.110000610352,2496400,148.894943237305,2020-01-30
159.720001220703,161.220001220703,157.330001831055,158.580001831055,1693300,146.556762695312,2020-01-31
159.440002441406,161.429992675781,157.279998779297,158.289993286133,1813400,146.288787841797,2020-02-03
161.330001831055,165.119995117188,160.649993896484,164.429992675781,1412200,151.963287353516,2020-02-04
167.429992675781,168.770004272461,166.509994506836,168.350006103516,1476900,155.586044311523,2020-02-05
168.75,169.149993896484,166.050003051758,168.860000610352,1805100,156.057373046875,2020-02-06
167.419998168945,168.899993896484,166.660003662109,167.449996948242,1711100,154.754302978516,2020-02-07
166.460006713867,168.289993286133,166.130004882812,168.240005493164,807700,155.484405517578,2020-02-10
169.100006103516,171.059997558594,168.600006103516,170.259994506836,1315700,157.35124206543,2020-02-11
172,173.199996948242,170.210006713867,171.830001831055,1008200,158.802230834961,2020-02-12
170.860000610352,171.910003662109,169.860000610352,170.759994506836,831100,157.813323974609,2020-02-13
170.830001831055,172.309997558594,167.179992675781,168.070007324219,1152400,155.327301025391,2020-02-14
167.399993896484,167.440002441406,164.210006713867,166.300003051758,1177400,153.691497802734,2020-02-18
166.5,167.240005493164,164.850006103516,164.929992675781,1244600,152.425354003906,2020-02-19
164.759994506836,166.75,164.5,165.830001831055,2048500,153.257141113281,2020-02-20
177.910003662109,181.990005493164,176,177.429992675781,5917100,163.977645874023,2020-02-21
172.509994506836,176.360000610352,171.5,171.860000610352,2292900,158.829940795898,2020-02-24
172.179992675781,172.949996948242,165.800003051758,166.649993896484,2358500,154.014938354492,2020-02-25
168.279998779297,169.380004882812,165.610000610352,166.919998168945,2545200,154.264450073242,2020-02-26
164.399993896484,166.550003051758,159.960006713867,159.990005493164,2957500,147.859924316406,2020-02-27
155.289993286133,158.919998168945,152.660003662109,156.479995727539,3048300,144.616012573242,2020-02-28
157.919998168945,164,156.550003051758,163.919998168945,2532100,151.491928100586,2020-03-02
164.339996337891,167.869995117188,157,157.779998779297,2443100,145.817398071289,2020-03-03
161.240005493164,163.289993286133,160.520004272461,163.070007324219,2513800,150.706359863281,2020-03-04
158.830001831055,162.190002441406,157.919998168945,159.070007324219,1878400,147.009643554688,2020-03-05
154.199996948242,164.940002441406,153.669998168945,164.039993286133,2973400,151.602813720703,2020-03-06
152.009994506836,158.25,147.130004882812,150,2886400,138.62727355957,2020-03-09
155.619995117188,156.330001831055,148.009994506836,154.990005493164,2797700,143.239013671875,2020-03-10
150.850006103516,151.160003662109,143.850006103516,145.880004882812,2397300,134.819702148438,2020-03-11
135,136.539993286133,128.089996337891,130.389999389648,3288700,120.504089355469,2020-03-12
137.929992675781,139.289993286133,130.529998779297,138.960006713867,2525500,128.424331665039,2020-03-13
123.900001525879,132.869995117188,119.839996337891,120.050003051758,2617700,110.948043823242,2020-03-16
122.800003051758,129.460006713867,119.069999694824,126.709999084473,2909600,117.10311126709,2020-03-17
117.819999694824,120.550003051758,106.139999389648,114.209999084473,2635000,105.550819396973,2020-03-18
112.900001525879,120.73999786377,106.25,119.660003662109,2455700,110.587615966797,2020-03-19
119.660003662109,120.610000610352,110.339996337891,111.629997253418,4155200,103.166427612305,2020-03-20
110.269996643066,115.569999694824,106.519996643066,111.150001525879,3130900,102.722839355469,2020-03-23
117.370002746582,126.660003662109,112.699996948242,126,3488000,116.446952819824,2020-03-24
125.879997253418,136.729995727539,121.839996337891,128.490005493164,3962200,118.748146057129,2020-03-25
129.350006103516,140.149993896484,127.139999389648,139.089996337891,2227500,128.544509887695,2020-03-26
135,139.169998168945,132.160003662109,135.110000610352,2302600,124.866218566895,2020-03-27
136.720001220703,141.699996948242,134.559997558594,141.229995727539,2251100,131.260559082031,2020-03-30
141.990005493164,145,137.25,138.160003662109,2240100,128.407333374023,2020-03-31
132.179992675781,134.729995727539,129.679992675781,133.669998168945,2040600,124.234245300293,2020-04-01
133.309997558594,139.910003662109,132.860000610352,139.380004882812,2863800,129.541168212891,2020-04-02
138.479995727539,139.350006103516,132.130004882812,135.520004272461,2053100,125.953659057617,2020-04-03
141.580001831055,144.869995117188,139.720001220703,143.490005493164,2079300,133.361053466797,2020-04-06
148,151.649993896484,142.539993286133,142.820007324219,2067500,132.738372802734,2020-04-07
145.080001831055,147.820007324219,142.610000610352,146.770004272461,1210100,136.409515380859,2020-04-08
147.279998779297,150.210006713867,144.130004882812,145.75,1596100,135.461502075195,2020-04-09
141.779998779297,142.75,136.869995117188,139.800003051758,1655900,129.931533813477,2020-04-13
140.309997558594,142.229995727539,135.160003662109,138.130004882812,2479800,128.379455566406,2020-04-14
133.119995117188,135.330001831055,127.550003051758,135.309997558594,2938200,125.758476257324,2020-04-15
134.25,135.490005493164,128.509994506836,129.949996948242,3642700,120.776840209961,2020-04-16
133.539993286133,138.550003051758,133.009994506836,138.460006713867,2468300,128.686126708984,2020-04-17
135.839996337891,140.259994506836,133.759994506836,137.300003051758,1974900,127.608001708984,2020-04-20
